Product code,Product label,Viet Nam's imports from Japan-Value in 2012,Viet Nam's imports from Japan-Value in 2013,Viet Nam's imports from Japan-Value in 2014,Viet Nam's imports from Japan-Value in 2015,Viet Nam's imports from Japan-Value in 2016,Viet Nam's imports from Japan-Value in 2017,Viet Nam's imports from Japan-Value in 2018,Viet Nam's imports from Japan-Value in 2019,Viet Nam's imports from Japan-Value in 2020,Viet Nam's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
280429,Rare gases (excluding argon),250,293,225,313,422,321,217,137,76,,,1983,2634,3250,2445,3290,2618,2689,832,1923,1261,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,1,4,2,10,27,0,0,0,,,1009,1094,657,539,634,1038,1520,1148,581,1225,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",4,3,4,5,2,37,105,607,306,,,616649,567418,520152,395392,429257,503006,454078,370929,348711,465987,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,1586,1657,327,1325,4424,7613,6244,4464,4311,,,120151,57074,55394,61007,42905,32148,57011,81649,34955,92892,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",237,177,219,207,200,220,274,261,138,,,20410,15569,17713,19314,25388,27658,32678,32424,33433,34576,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,500,1355,1434,1548,1271,1402,1630,1682,1469,,,23695,21712,23212,21736,25248,24968,23623,20065,18334,18641,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",31,27,26,36,28,35,26,5,12,,,378,341,327,375,434,472,595,877,1182,2579,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,1,0,5,6,,,1534,415,441,619,493,677,1077,605,935,1375,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,1,10,,,3811,753,183,233,430,551,732,592,551,687,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,1,0,4,8,8,13,10,6,12,,,1307,957,1012,765,646,553,455,395,416,412,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,21,55,116,47,48,89,85,42,255,,,3520,3568,3385,2711,2106,2279,2214,3041,2968,3678,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,977,588,619,611,1056,1661,1378,1296,697,,,6312,3433,2834,3175,2118,2620,2146,2430,1390,1050,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,,,658,764,683,721,774,839,627,558,591,1050,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,5,3,13,25,25,30,15,,,1518,1483,1995,1350,1153,1010,1147,1332,940,1216,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,29,54,18,14,29,9,1,1,6,,,251,171,123,78,128,184,229,113,206,395,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,2,1,2,0,1,2,3,0,1,,,5795,4747,9708,7191,8236,10054,8762,8444,5982,10144,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",88,62,144,256,1214,1035,736,601,548,,,45341,44421,45350,35780,39361,44260,42162,43112,41408,48349,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,8,580,655,121,45,58,127,128,130,,,762,641,854,269,389,392,294,241,324,746,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",21879,14882,23667,35236,37534,47920,0,0,0,,,90361,58155,97515,103471,104814,118382,140710,125081,130623,128014,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,22,5,15,39,131,243,259,0,1,,,27330,23076,10544,11506,15443,34996,84350,32715,7163,9205,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,20,22,15,2964,29,55,65,22,29,,,149360,414929,554999,458939,320251,400214,467727,339594,168606,326005,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,2,9,1,1,7,3,23,22,24,,,1416530,1940895,1592566,1064708,564667,763558,729548,615540,470616,593197,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,1,1,2,0,,,0,0,0,0,0,0,0,0,0,0,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",12239,50314,72444,46355,34777,44324,32524,39206,41949,,,353812,590508,583168,523763,507297,619680,595756,578445,579740,1163216,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,49,46,302,297,318,438,390,388,,,4305,5035,3656,2936,3267,3536,5104,4403,3953,3800,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,8858,8812,7137,6380,5666,7736,5909,5360,3856,5015,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",127,259,110,71,155,194,232,294,297,,,34785,30372,25973,21757,22873,25571,27284,25074,26169,29129,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,,,28,62,58,68,8,68,23,3,2,2,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",1236,4317,5127,4027,3546,6825,6213,4683,5918,,,61693,96265,103745,71365,62737,100768,85253,76272,99896,112489,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,3,8,11,9,116,32,42,82,100,,,2787,1477,1139,539,830,1030,1288,1597,1787,2607,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",2,11,3,1,0,0,0,0,0,,,140703,179433,148036,101298,67985,84354,115380,78962,64806,108466,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",21,15,416,426,398,392,455,374,454,,,3525,3801,2984,3133,3105,4647,3789,4000,4236,7587,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",158,51,50,85,35,157,132,34,207,,,16328,24350,12717,18211,6828,12060,4829,6188,3996,1278,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",48,82,53,6,49,35,52,43,37,,,59121,56048,56424,53160,49416,51251,74888,91006,98030,106847,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,3,3,4,5,7,4,0,,,5290,5172,11148,3798,2939,4611,4457,4304,5049,5841,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,56,87,144,172,180,49,6,16,49,,,216,233,286,340,339,549,262,223,265,272,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,21,1,4,25,10,2,4,4,1,,,46720,16281,45964,17061,14181,23695,31642,60232,34791,87452,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",68,113,65,116,353,173,323,250,309,,,4474,3817,3661,2135,2397,2501,3619,4740,5113,5301,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,22,8,29,,,0,0,0,0,0,11472,8744,11462,11001,14376,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,4,5,9,4,21,28,,,8944,12237,11341,14648,25910,29598,36286,48124,41006,62597,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",4,3,3,0,0,0,0,0,2,,,55962,97321,61584,34917,26977,24189,16447,23394,42850,11019,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",132,133,25,6,10,77,53,36,2,,,7750,4859,6383,4827,3954,4729,5592,3757,3884,4225,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",17,6,24,16,1,35,17,0,7,,,31554,36769,41264,40518,42957,47642,51351,48958,37509,55708,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,11,23,6,11,44,51,88,205,366,,,2608,2938,2107,2593,2548,2785,3393,3826,4337,6790,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",2586,2951,4041,2833,3810,2770,3104,3203,3485,,,137159,135974,134973,104893,108007,97648,107747,102938,99630,115970,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),1,12,106,40,37,60,55,72,37,,,54646,53648,49084,40149,43931,48512,56426,49176,51707,60529,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,,,244546,184887,95082,6483,15950,33709,70224,81720,96857,100068,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,27108,29474,39665,29787,29555,37088,41291,41479,51905,,,694223,748271,737658,540589,465015,582546,595391,444373,408005,539421,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,9,18,9,0,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,355,182,168,47,103,408,361,241,269,,,36642,21474,11801,8435,6813,6226,6160,5366,4162,8178,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,1,0,0,,,0,43,101,91,73,9,15,148,55,179,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,1,1,0,0,,,2188,0,6,0,0,0,2,8,7,11,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,353,455,523,280,447,524,371,622,564,736,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,1485,1348,1301,1314,984,1533,1280,1419,1241,1482,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",8,15,37,3,5,14,11,18,29,,,96123,84163,116832,109050,85583,87617,63972,58407,88922,110554,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",29,100,169,176,108,91,148,147,210,,,508279,493031,593425,561735,625905,853118,957574,1201807,1405589,1460695,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,,,1509,539,584,674,600,467,1509,1544,1018,489,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,,,0,9,0,0,0,0,0,0,0,0,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,63752,67853,105587,122667,282378,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,231,722,599,1514,725,,,5688,5001,4334,3927,3927,4720,1472,2438,3304,5957,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",119,42,190,244,339,478,456,22,53,,,6116,5709,4503,4221,6899,5511,7198,8065,7444,10843,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,,,35,0,9,0,84,143,149,218,119,183,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",69,165,157,162,154,163,57,0,0,,,223,35,14,20,41,7,19,16,2,99,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,0,6,14,12,21,0,0,0,0,0,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,265,199,314,293,709,868,1007,1408,1025,,,20820,22747,21998,15798,18035,18251,20208,18929,15583,19662,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,110,27,19,51,71,69,99,114,111,,,5781,3030,2642,2434,2761,3252,3154,2365,1825,2323,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,26,0,0,0,0,1,2,2,3,,,132,132,522,466,203,223,211,140,133,331,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",1466,1122,974,916,1213,1790,1856,2344,1927,,,43662,39982,36931,36044,42793,42948,49366,48554,70347,42305,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1974,2508,2688,2926,5815,8993,10726,10392,12590,,,595390,557779,615825,559160,562384,557266,601222,588885,611668,675296,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",474,515,1045,992,1496,2883,2202,2965,2334,,,100083,80314,82826,73258,74279,71188,78783,79977,80058,78946,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",7568,7452,6847,5966,7162,9440,8966,9230,9452,,,100941,81780,83516,81068,86234,83120,86009,79065,77007,89261,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",3407,2863,3357,4633,5174,6821,8155,8633,10764,,,246287,187511,197462,179920,209963,240171,250707,260538,262260,323642,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",11949,11039,11199,16600,20831,24485,33399,29134,31952,,,174967,168954,173630,153945,142432,155803,162320,156264,143856,187535,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",1,0,0,0,0,1,2,0,5,,,1406,898,992,749,574,393,541,522,565,616,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,4,0,3,18,25,224,132,57,,,6668,8365,6401,3750,3889,4026,5184,4473,6891,9491,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",745,801,410,313,439,262,173,319,231,,,43966,44259,51723,79182,193861,313250,391723,319535,310657,305523,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",83,134,210,84,93,187,122,113,49,,,24161,10185,9248,9700,14979,16622,25082,21134,36433,41786,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",10149,8983,8212,7020,9065,8781,8413,10132,11335,,,521123,483066,492569,416326,444614,457944,459745,435813,387156,549448,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,4,0,3,11,19,5,1,0,0,,,287,332,412,248,104,82,108,269,75,70,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",74,221,377,212,265,296,297,206,731,,,24777,23239,22868,24082,30019,28728,40347,48494,49214,57130,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",6,6,37,1,2,29,59,115,112,,,893,700,503,444,282,280,275,347,239,220,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",59,37,55,0,0,0,0,0,0,,,2740,1935,3541,2711,2595,3347,2969,2405,1912,2045,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",53,233,158,2,25,2,0,4,6,,,29,4,18,0,10,81,521,178,1022,242,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",540,9,3,0,1,12,0,0,0,,,25572,3749,2313,2409,6115,6247,3779,2907,1390,1481,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,18,2,0,4,7,3,20,33,,,3120,2953,3502,5062,4719,4558,4761,3951,4206,4648,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,,,492,220,251,243,550,499,371,372,356,399,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,318,267,238,274,325,346,645,481,617,,,5399,6035,6109,4300,4319,4375,4241,3846,4304,4786,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",99,78,85,55,219,279,265,203,888,,,8198,8245,8395,7360,8646,8090,6547,6102,7166,8720,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,22,15,11,22,453,509,487,421,349,,,18681,16059,16097,15830,22015,21813,22709,23840,21812,28301,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",825,1237,1170,1213,783,1981,1578,3887,2399,,,534531,440221,428587,323674,359091,352055,403246,496066,422350,481383,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",5176,4941,3966,2022,2208,6202,5856,6126,3728,,,194390,201624,265787,190986,203216,230795,264142,253217,225389,378166,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",130,105,187,57,94,109,94,124,114,,,8525,8143,8329,8119,9656,11378,12210,12709,10098,12298,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,72,74,12,7,15,26,1,0,0,,,16891,17040,17885,15281,17223,17933,20278,12377,8964,12974,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",6529,2196,2848,3599,3723,2988,2377,2336,3661,,,332778,294819,258504,193835,177220,190376,200257,203452,188755,227457,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
