Product code,Product label,Germany's imports from Russian Federation-Value in 2012,Germany's imports from Russian Federation-Value in 2013,Germany's imports from Russian Federation-Value in 2014,Germany's imports from Russian Federation-Value in 2015,Germany's imports from Russian Federation-Value in 2016,Germany's imports from Russian Federation-Value in 2017,Germany's imports from Russian Federation-Value in 2018,Germany's imports from Russian Federation-Value in 2019,Germany's imports from Russian Federation-Value in 2020,Germany's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",0,6,0,0,0,0,0,11,18,6,,2871,3488,3021,2278,2099,2803,2954,3897,3074,3594,,64308,62818,62252,49504,49262,57248,73538,66042,55816,75984
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",19,45,60,49,21,15,11,15,12,6,,3969,7154,1217,329,1,1,8,96,18,37,,70788,66824,107650,108476,84289,64221,94733,142085,134782,175498
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",2,2,774,2,2,3,2,3,2,6,,0,0,1,1,2,0,0,0,0,0,,13415,13417,13926,6457,370,1157,1158,1579,2003,1969
731812,Wood screws of iron or steel (excluding coach screws),0,3,6,1,0,0,12,0,5,6,,1423,1650,1482,2211,2056,1096,1295,1033,1196,2814,,96091,93327,105808,85656,88286,108631,132729,113788,125597,146183
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",6,4,1,2,1,2,0,9,3,6,,216,300,278,265,374,628,463,519,374,384,,46835,42943,38833,35532,31785,32282,31982,29395,23476,23128
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",649,399,498,38,3,81,10,58,11,6,,18844,11812,24008,26792,49216,21974,59312,16155,19722,16757,,237695,283351,279510,237738,245036,260791,342509,334610,305755,343293
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",22,0,0,0,8,0,9,0,0,6,,288,269,272,348,190,213,2060,549,748,763,,27586,26569,29542,20870,21703,31314,31620,34875,33040,38380
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,6,,0,0,15,6,8,1,3,1,22,5,,28985,27929,31807,29281,31397,30029,60428,57834,67506,64653
282110,Iron oxides and hydroxides,0,0,0,0,0,11,48,32,1,6,,704,279,580,1990,1626,1173,1777,1492,1733,1928,,38710,43901,49774,41792,45285,47040,49178,47091,42452,50694
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,14,0,0,1,1,22,1,151,6,,118,265,837,1164,358,319,1018,779,718,753,,19335,18970,19759,14071,15901,19002,24297,24716,25274,35722
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,6,,291,312,458,251,316,320,303,563,386,416,,31368,34772,39634,29314,25021,27573,30415,29069,27326,38618
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",22,47,28,37,42,32,3,1,12,6,,143,277,363,235,79,224,336,256,130,100,,1384,1469,1072,943,1134,1650,2486,2692,3932,3088
900410,Sunglasses,2,1,1,1,1,9,20,6,0,6,,830,920,1876,2422,2460,4960,9005,7770,5393,4357,,250076,262534,304361,285505,318685,301979,336666,357573,310269,371783
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excluding ...",9,9,31,2,192,5,7,9,17,6,,22189,27708,2951,2643,2239,2374,2818,2580,2253,5105,,57549,53197,56482,46597,44918,41637,48788,38899,28298,43917
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",0,0,0,0,0,0,0,6,0,6,,757,466,444,345,430,615,933,849,892,1725,,12221,12640,14500,9645,10039,11749,13473,13182,12440,14999
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,0,0,0,1,0,0,0,0,0,6,,1660,700,285,442,2328,4423,8582,4098,1433,1503,,844346,588900,349257,330877,346135,590062,477052,412420,572819,1024383
841940,Distilling or rectifying plant,0,1,1,1,0,13,0,26,5,6,,40190,7069,14928,18148,2989,5729,5260,16675,3834,9483,,33705,41439,41261,29447,22707,21473,33147,21154,48151,24676
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,5,100,21,6,,0,0,0,0,150,8341,8577,9372,9917,13772,,0,0,0,0,0,17587,18577,21466,27287,28221
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",4,1,3,4,0,3,5,3,7,6,,291,371,452,694,744,834,688,695,746,680,,142301,163188,178900,171541,161438,144225,126949,109466,89819,72857
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",1,4,1,0,0,0,3,2,2,6,,626,688,933,871,887,994,1116,1180,1081,1430,,51411,55257,60168,55269,54705,60935,64257,66910,71645,72892
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",0,0,0,0,0,1,3,33,23,6,,0,0,295,0,4,2,57,156,57,31,,17293,9736,12543,15168,12164,14409,20592,19746,13534,20396
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,233,11,55,86,7,11,0,42,6,,26304,26251,19099,15872,11790,30665,59797,64024,97974,66496,,142055,152455,137313,123896,123011,126071,170043,142716,130151,132208
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",6,6,0,0,2,0,16,2,35,6,,4239,2416,2486,1896,2093,2507,3176,4495,4853,5824,,144898,189487,193845,167346,157583,234060,284419,201009,155512,209321
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,6,,16,2,0,0,5,22,136,188,200,441,,4548,5473,4547,3450,3078,3659,4412,3959,3541,4255
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",728,574,1301,464,922,612,650,21,22,6,,1798,1057,1544,725,1253,874,457,539,496,1887,,23906,16161,17314,15449,11646,12446,13221,14352,14379,16138
900590,"Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other ...",255,395,701,873,436,561,288,63,16,6,,1992,2284,1809,2108,1161,718,1241,1609,1529,1750,,25499,17667,19634,16829,16848,19009,19556,17346,20627,24321
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,106,1,0,172,0,0,29,0,0,6,,158,7,8,0,0,0,1,213,92,7,,103843,150028,81404,99578,41590,103807,94649,91522,77956,103421
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",100,39,22,105,89,66,15,2,8,6,,4800,4954,4289,3007,3464,3942,4657,4897,4957,8977,,258231,254002,253496,210312,207628,227660,251654,233458,235933,230165
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,10,1,6,,3428,3711,3566,2697,6551,12938,17359,18488,20606,23821,,223849,231629,255734,240314,273075,282136,287593,284601,297943,371890
80830,Fresh pears,0,0,0,0,0,0,0,0,0,6,,213,686,385,316,176,357,370,390,383,427,,206472,242548,240118,216212,222882,238186,239470,203755,239932,253824
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,6,,2,40,6,858,740,830,730,641,466,681,,26701,50356,56735,48571,47732,59112,65554,66884,74541,69784
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,0,0,0,0,3,0,0,6,,366,564,546,596,959,829,1485,1430,1699,1955,,45035,42176,42594,45344,48003,47255,48533,48583,59945,66482
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",0,252,0,22,60,1,0,0,2,6,,923,1738,681,628,1378,1405,1733,2006,4245,2820,,309953,306925,357433,329229,359623,412756,479724,445415,369522,465456
950611,"Skis, for winter sports",0,0,1,1,1,9,0,0,8,6,,1045,2036,1160,842,471,936,1234,2128,796,2460,,97627,102259,92582,79061,73006,80775,86490,85121,70079,51278
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",316,151,39,6,14,13,2,1,26,6,,2561,2713,1765,1304,1851,2994,2417,7206,9057,4714,,137379,113992,108671,69487,64605,75001,72529,115535,121869,130434
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,7,6,,0,0,0,0,2,5792,4963,6770,11421,11806,,0,0,0,0,0,70720,77379,66095,64315,73860
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",23,21,17,0,0,18,38,0,1,6,,0,10,5,0,0,0,0,0,1,0,,1358,1405,949,552,4862,4358,860,620,906,1409
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",0,0,2,0,0,65,0,0,4,6,,4682,6985,4803,12209,4094,7353,5229,9100,30674,9881,,31228,30940,34607,31419,36210,37127,36410,37202,26979,28489
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",10,0,63,3,16,10,2,2,4,6,,18878,7379,5063,3575,2181,1469,2976,9620,25870,22740,,128344,127466,138139,130694,137080,135847,135130,145008,130107,121528
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,6,,3334,5098,7748,11297,11875,13544,10129,15284,13370,16645,,16042,17335,15252,15199,17130,22230,27750,26627,32043,35630
871499,"Parts and accessories, for bicycles, n.e.s.",0,0,1,0,0,0,1,2,1,6,,807,1024,1016,316,300,1593,335,465,677,1520,,456514,434365,510311,526100,553356,554682,644508,672459,721821,1063543
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",22,57,0,0,2,15,0,15,1,6,,56281,47273,19284,11691,10313,20640,32282,27623,19807,21356,,36524,40210,39132,27338,40038,40504,38808,35894,37388,43213
851829,"Loudspeakers, without enclosure",1,0,3,3,8,4,2,6,9,5,,548,933,1132,1129,890,1764,2181,3285,4251,6481,,318643,298005,296252,250578,283814,324171,339237,312111,256461,297863
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,24,0,3,0,10,5,,116,93,124,77,50,44,94,1,39,105,,15992,19750,19224,14405,15479,13926,14518,14682,17913,20685
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,5,,17,32,159,173,132,241,189,216,265,546,,22710,28205,30405,29639,33408,37374,43781,63092,62539,49006
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",2,19,9,1,0,7,0,6,40,5,,1894,2044,2566,1936,2394,2288,2118,2683,2489,2731,,72777,76476,77474,61954,60693,70327,82306,69872,70387,84000
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ...",19,0,2,0,0,0,0,0,0,5,,28,122,64,24,10,21,56,65,52,67,,8518,9268,8599,7053,8103,7667,7241,6235,4099,5097
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,0,0,0,1,0,5,,133,497,695,469,237,288,328,522,1097,1242,,49121,49142,55502,47662,44523,51177,57472,60274,55632,57374
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,1,0,9,0,0,0,0,11,5,,451,465,516,979,3539,2820,673,643,795,1059,,81778,81967,101441,100512,74107,71202,71170,88656,78457,88639
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,0,0,0,0,0,0,0,5,,736,944,835,523,680,682,935,2089,1687,1212,,24617,23925,27090,25123,28812,31518,33110,31980,36343,39217
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",0,1,0,0,0,59,0,0,0,5,,1375,1779,2634,2703,1426,2177,2949,5354,2444,5863,,145184,119776,116847,95021,124878,120935,158709,155253,112293,120939
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",2,3,4,1,0,7,3,0,2,5,,1462,2051,4420,3308,2913,3862,3791,3546,2624,3560,,1164341,1192712,1203291,1058832,992882,962128,992982,908887,715525,622382
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,1,0,5,,480,736,971,443,1659,5918,6274,1157,941,716,,11303,13015,6893,7892,9208,9973,12334,8760,8983,8807
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",24,1,1,7,0,0,0,0,0,5,,1995,1743,2960,3308,1466,3418,2749,6027,2380,6863,,22527,20164,24212,23513,19427,21001,24941,22234,18641,30983
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,5,,370,1167,482,984,300,829,49,511,208,43,,68333,58319,134592,78263,53364,155463,99174,110086,88675,127732
400811,"Plates, sheets and strip of cellular rubber",0,43,0,0,0,16,70,8,5,5,,4448,4074,3721,2840,3575,9957,6377,7180,6715,7093,,52683,50011,50934,47312,51787,60047,70392,68412,60676,78153
284610,Cerium compounds,0,0,155,0,1,9,5,3,5,5,,81,1043,2420,379,189,41,96,227,204,195,,37243,32713,22847,29080,20465,15087,11109,6314,4674,5240
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),2,5,2,0,3,856,6936,18216,12325,5,,1413285,1411904,951041,517764,365518,453268,309640,525634,764022,1507200,,3700351,3314750,2793452,1537518,1403554,1974297,1866447,2546151,2324303,4213173
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),25,23,8,13,4,15,5,3,2,5,,625,554,348,248,236,401,509,609,319,1026,,17998,19795,20257,17038,16592,17586,19654,21166,23043,25237
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",100468,121969,11748,3,1,14,1,1,6,5,,1104869,1305139,1487670,662018,6114,9200,8027,6863,1554,6482,,1009067,1075540,1088532,739812,590143,688071,695956,789006,327301,592574
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",69,6,0,0,4,5,1,4,15,5,,142,301,174,650,337,429,829,1915,11016,5829,,116070,122181,133864,142001,138671,140909,144025,146844,798972,375464
400829,"Rods, tubes and profile shapes, of non-cellular rubber",19,0,1,0,31,0,0,4,0,5,,2298,2691,2725,2626,1998,2861,2887,3066,2744,3584,,92685,83132,81057,68829,73029,82299,89849,85405,77760,92012
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,1,1,0,0,0,0,0,2,5,,53,31,51,431,71,15,18,29,18,25,,7400,6213,5869,4707,5033,5762,4846,4507,5949,4328
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,8,0,2,3,0,5,,3697,3344,3659,6980,6764,7509,8867,12012,16615,29970,,48561,55350,71766,49042,53424,45807,51706,53283,62287,70711
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",1,542,7,41,1,59,24,0,35,5,,641,399,816,510,585,1160,1137,1454,1958,3039,,163485,140550,137904,124836,136880,151525,174622,156695,123064,155390
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,45,134,55,83,0,11,0,101,5,,110147,147214,138321,105903,105678,148946,189513,215507,218783,255823,,598771,604748,567424,457660,444870,517631,559611,529156,507495,769523
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,5,,151,168,149,248,418,562,570,634,761,868,,147053,131525,126346,97209,91556,97256,94220,85304,90567,86099
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",0,0,0,0,0,0,0,0,0,5,,5472,5177,5144,3706,9323,3650,3443,3347,3055,5146,,92255,99132,70908,58226,58326,63446,66719,60747,55295,57337
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",19,13,6,54,3,7,8,4,5,5,,15488,8604,7335,9311,10099,13586,15954,15133,16360,18925,,384580,405727,389839,326025,342949,322232,296970,266888,276601,279440
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",0,0,0,18,18,0,1,0,216,5,,838,1380,1591,1147,1010,915,1203,1191,1579,1907,,218126,259975,291331,243563,232855,246453,260617,280711,280365,315564
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",10,30,4,0,0,1,1,9,4,5,,0,13,30,29,2,38,1,13,0,11,,125176,119270,95851,84810,75986,70049,62496,57764,47975,53162
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",0,1,0,0,0,0,0,0,0,5,,26457,29204,24643,19148,19668,25063,31847,34349,38185,50425,,492088,470100,548377,558639,531402,542875,469286,467968,519082,671658
90620,Crushed or ground cinnamon and cinnamon-tree flowers,0,0,0,0,0,0,0,1,2,5,,184,120,130,137,205,325,290,316,470,453,,2594,3534,5693,4810,6518,8153,10357,10521,11494,13424
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",3,1,1,0,0,9,9,0,2,5,,1314,1751,1105,925,1162,1240,1989,1435,3173,3773,,48785,46495,50864,43760,63161,71211,64986,59408,45529,59177
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,68,64,1,10,45,5,16,0,2,5,,6922,16379,2653,1894,5274,4357,5802,4259,2604,2127,,100740,97165,83136,51243,42543,49532,48289,38701,27638,25154
846596,"Splitting, slicing or paring machines, for working wood",0,0,0,0,0,66,102,0,0,5,,46,91,1045,180,202,155,223,425,235,680,,55980,61250,61536,41420,35147,36681,46168,46010,52312,59992
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",560,291,112,5,50,60,2,18,5,5,,20542,23637,81310,24041,19519,29988,30158,23557,17948,21707,,908823,900947,968719,1064155,1103823,562916,594257,449747,284484,244901
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,2,0,0,10,2,7,0,5,,4971,7432,8977,8249,8421,11795,13149,14800,13525,19360,,152812,169174,232147,220152,211302,232888,264899,292775,318619,430237
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",8,134,131,4,2,0,0,0,28,5,,18219,19928,18929,12346,16157,25019,43414,44028,28375,32909,,90832,93616,111798,93396,95522,108108,119161,101275,100871,105064
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",4,41,23,76,69,25,19,5,1,5,,11400,18325,22256,14078,14755,29089,20647,25588,19911,24360,,559097,668387,763198,646656,684320,729724,783918,789439,754604,837698
940520,"Electric table, desk, bedside or floor-standing lamps",39,2,2,0,20,5,5,3,19,5,,696,866,1302,1530,1819,2081,2517,3227,3211,4524,,266345,275373,303650,285015,302840,296074,313634,313872,337975,401681
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,3,9,5,,110,399,706,0,0,0,0,0,0,0,,4434,5250,4983,5900,5278,5016,5683,6242,5383,6430
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,1,0,8,0,1,0,1,0,5,,7,10,11,3,10,17,33,35,55,79,,14695,13649,14616,14432,15573,14906,15738,16034,16394,17735
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",0,0,2312,0,7,3,2,2,3,4,,103,144,304,423,274,470,595,524,536,1303,,53898,63175,67107,64872,70919,88866,110782,128897,134972,207066
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",759,444,228,39,47,11,18,112,0,4,,6726,4476,3909,4126,4143,3082,2159,1711,2187,1940,,88363,85185,103788,95342,119133,113548,152775,166278,155687,171979
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,8,4,,1799,1782,1396,388,504,792,433,3989,3982,5296,,15816,13800,11570,16593,15478,13986,12837,10445,8212,9809
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,18,0,24,0,0,0,0,0,4,,1562,1852,2620,2217,1587,1365,2141,1841,1936,1577,,44707,42764,48725,39051,35037,36452,50656,43918,45479,48230
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,0,2,0,4,,203,749,917,633,1013,1161,1607,2999,2428,3047,,165563,164672,176243,143555,144747,149291,145708,133810,147622,199589
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",27,11,17,27,113,3,35,13,22,4,,553,703,802,1121,649,1123,1690,1548,1526,1818,,87033,103548,101146,81622,91868,113298,125893,131353,109395,123950
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",13,10,99,394,132,46,9,0,295,4,,5097,8899,4240,11924,8676,3266,5288,5294,1943,2933,,54604,66788,61423,57301,61520,74909,83287,43304,45476,30584
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,103,0,0,0,0,0,4,,3227,2867,2870,2904,2782,3164,2979,3566,3658,8336,,24575,25147,27280,21862,19539,18502,20944,27826,28613,36508
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",3,41,0,1,84,0,0,16,0,4,,5637,4668,2469,1398,1933,2815,2431,2779,2179,3099,,227349,194943,177350,166524,297411,355019,372974,312755,271521,274368
283429,Nitrates (excluding of potassium and of mercury),146,0,62,50,61,74,5,21,4,4,,734,1178,2740,1178,5014,10164,10283,9198,11473,13357,,31052,33981,38116,28935,24598,28892,33635,26467,21653,24855
284130,Sodium dichromate,6672,5484,4355,4218,1819,2005,170,423,30,4,,39886,48321,31180,22378,20033,19429,11694,15287,12601,6298,,46043,41273,42282,35163,33423,33966,40945,37961,30950,31032
252520,Mica powder,0,0,0,0,0,0,0,0,0,4,,411,513,255,150,184,203,197,162,266,423,,15030,14002,16138,14600,13947,13903,14160,14171,13883,18567
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",2,0,0,0,0,1,0,3,10,4,,6911,8506,1638,950,585,1330,4839,8977,8047,1125,,112928,79454,77812,89391,90335,94098,81139,89607,91571,101211
851610,Electric instantaneous or storage water heaters and immersion heaters,89,123,2,6,0,3,5,12,4,4,,23579,34115,37078,30207,32477,39298,48034,52412,55686,64659,,194776,192518,196883,189221,191633,239505,231642,247672,256059,318175
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",0,0,1,0,6,0,0,1,18,4,,2805,2919,3889,4138,2933,4812,6045,7410,11332,14478,,238526,303031,370618,404084,441577,513678,604814,647248,837883,1000584
846722,"Saws for working in the hand, with self-contained electric motor",4237,4900,4904,4948,5329,4750,5434,217,16,4,,4824,5271,6983,5585,5272,5363,7084,3275,4365,5818,,197612,233808,223265,218488,235331,267493,277990,279315,329001,400445
292800,Organic derivatives of hydrazine or of hydroxylamine,213,224,2,0,0,567,1,1,0,4,,758,974,284,351,450,1153,1743,5200,2465,1573,,186460,184416,185886,154707,126505,158007,198434,153856,177588,166429
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",0,0,0,0,4,5,1,4,16,4,,2539,6307,13064,5066,7360,9956,7881,6250,5783,7193,,126762,124547,131126,127502,145496,160767,182698,169234,201221,219995
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",0,8,0,0,0,1,0,1,0,4,,157,226,243,196,205,289,233,268,196,191,,26314,23946,19518,19834,19176,16693,14929,14523,14172,20365
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",0,1,2,0,0,0,5,1,0,4,,85,274,288,230,283,344,425,364,398,983,,4822,6090,6478,6544,5369,5250,5659,6515,6518,7486
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",0,1,1,0,0,0,0,0,2,4,,45,96,111,97,67,87,230,78,70,183,,20547,19895,25938,25970,31065,37089,42001,44988,48479,56477
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",0,1,0,0,0,0,41,22,4,4,,277,411,868,492,284,443,836,631,520,755,,57578,54532,53705,56241,70889,72218,79954,108651,112747,99260
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",9,6,10,1,1,24,11,18,53,4,,2552,4066,5055,5197,4940,8389,9635,10102,11360,10781,,13282,11966,11541,10882,10678,14972,16447,14810,14388,12769
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",2,0,5,102,0,2,7,9,11,4,,27,22,19,32,40,33,35,17,38,45,,23930,24976,28606,27884,28320,30153,33364,32677,37278,44837
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,4,,1,0,53,20,146,335,311,286,182,244,,86,70,10,46,16431,20591,25110,23072,11212,15095
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",5,4,4,2,0,0,2,0,2,4,,535,548,422,282,180,430,374,222,176,393,,67780,65621,76563,105907,86601,57810,55577,73614,69583,55331
902131,Artificial joints for orthopaedic purposes,5,275,18,15,18,107,86,66,195,4,,648,1780,1150,2075,2914,3821,1864,1754,1339,3678,,700515,838742,905805,797511,885509,815930,771999,716488,631659,737850
902830,"Electricity supply or production meters, incl. calibrating meters therefor",2,90,0,3,0,0,0,1,6,4,,17456,20525,23551,13162,14432,11707,12420,10814,11665,16120,,75481,75039,76059,62964,68229,66361,103959,118131,113382,148200
691410,"Ceramic articles of porcelain or china, n.e.s.",0,1,0,0,0,0,0,0,10,4,,10,21,157,19,15,10,33,22,53,26,,5531,6772,8152,7292,6816,7442,6663,6397,6425,6179
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,4,,1591,1933,3746,3560,3522,4294,3997,5653,7475,9736,,585324,615576,707739,670762,716019,772924,822919,793509,758189,877250
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",0,95,0,0,3,5,19,3,4,4,,3875,6090,2906,1359,3578,2713,5046,3159,2343,6867,,195320,226680,340370,348261,343226,393064,414555,332885,255820,265947
90121,Roasted coffee (excluding decaffeinated),8,0,0,7,0,4,37,6,2,4,,47079,50785,42250,26236,25310,34108,34357,36044,47124,58693,,702550,698182,775331,613723,637563,586796,612766,638484,754337,829441
110813,Potato starch,2,0,1,0,0,0,0,0,13,4,,454,386,821,627,797,1103,952,2600,2449,1762,,29152,29154,28552,22518,31671,34306,50076,47151,52900,62559
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,2,0,4,,1501,2231,1706,1812,1343,1675,1601,3815,1557,2505,,313682,354790,298618,348915,244907,243308,228588,255344,220016,385809
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",0,8,53,1,0,0,0,0,1,4,,1245,1911,1312,1046,1260,1240,1517,1620,1680,2734,,221201,215605,228224,197894,198803,191825,202860,199276,214068,235912
