Product code,Product label,Japan's imports from China-Value in 2012,Japan's imports from China-Value in 2013,Japan's imports from China-Value in 2014,Japan's imports from China-Value in 2015,Japan's imports from China-Value in 2016,Japan's imports from China-Value in 2017,Japan's imports from China-Value in 2018,Japan's imports from China-Value in 2019,Japan's imports from China-Value in 2020,Japan's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",381669,322733,210158,177844,190326,193153,228349,257875,260007,333312,,2311870,2638833,2681229,2710552,2945953,3176418,3405356,3830810,4745042,5106706,,457711,365928,259951,210750,221413,235800,271119,300575,303684,379673
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",180927,185875,196600,236648,220966,201217,228634,233108,274554,330230,,2047302,2386739,2382234,2324281,2265041,2416126,2553049,2681887,2950488,3687373,,380896,361658,354502,374446,375195,334947,380442,382571,430817,495012
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",36801,33392,52360,83836,86360,118430,180971,92673,83446,326941,,214359,178211,288577,259229,135227,539289,614933,400557,285281,238401,,100687,114969,171529,224524,192203,384340,744124,484252,309383,538124
848071,Injection or compression-type moulds for rubber or plastics,191451,212057,259349,249925,258113,287014,280768,330496,290863,325930,,2191531,2629624,2975767,3101057,2929785,3233311,3498019,3784080,3719924,4054003,,613477,622380,748718,646090,745618,788805,653546,753933,639030,667221
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,393422,333347,311274,245909,243582,275663,283988,277764,293407,325749,,2858669,5125370,8141117,8673030,6789660,7002180,8134915,8834502,9886214,11751888,,522246,453015,431058,341580,330477,352290,357776,340356,349883,387291
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",574473,233016,268522,84173,145964,218812,103061,183891,398199,324404,,3762326,3373442,3575420,4313685,3335834,3055033,2332563,2396464,2139775,1981289,,912319,695406,688712,153734,297187,368692,388393,426592,869017,889514
850450,Inductors (excluding inductors for discharge lamps or tubes),363008,357460,380821,308239,300153,333337,327850,300095,288774,321739,,2369382,3288910,3254863,2888664,2624270,2661130,2901203,2897949,2773106,3660486,,474780,479137,511031,429980,449406,517594,483069,442779,424561,485618
282520,Lithium oxide and hydroxide,2688,4688,13031,20763,33631,141850,214753,383714,312964,314264,,23878,32192,44989,72301,139951,237940,398038,623392,543865,644462,,36347,20609,52967,77192,91320,218592,280028,485700,392017,388720
950639,Golf equipment (excluding balls and complete clubs),198859,204632,231167,224843,220624,249371,264903,262066,237144,308397,,571967,613971,654919,660731,534809,612534,603143,620832,658682,1005583,,302606,303763,341840,316042,308556,343360,365430,367260,365028,482658
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",258112,248722,304465,269219,226890,226066,254855,252025,249650,307593,,1806191,2003402,2396602,2219635,2260832,2279699,2597969,2523684,2945617,3796323,,592417,615662,710454,650575,621325,624334,659953,637978,600065,722733
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",217108,224175,230955,207937,204452,213565,216154,195771,173408,298978,,661908,727627,874180,852908,878913,1025264,1141813,765279,672315,805397,,301129,305901,312323,285237,280268,287376,294700,278304,246433,392810
851650,Microwave ovens,211637,195980,205184,194623,202031,211326,211190,228656,255171,297771,,2592491,2608542,2814976,2652527,2591062,2691222,2912495,2901640,3237544,3454359,,450479,408776,412672,380544,377091,397764,399785,391994,406278,448958
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",440839,424137,336344,295524,279831,285807,360244,354565,243281,294787,,3731623,4764292,5455048,5049933,4361279,4758067,4816473,4053368,3121531,4099624,,535452,534565,464801,417445,406845,433002,547632,603086,454623,485195
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",525393,445195,421366,368692,357231,350666,379626,365688,291873,292928,,2043857,2101222,2501001,2546076,1999703,1977449,2068496,1944375,1567667,1818683,,796321,700238,694733,647655,677609,684282,786479,823381,752352,717567
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",202537,238376,303106,251193,266306,289745,333462,339060,264276,291505,,1451878,1644127,1968675,1899008,2031017,2893655,2682392,2228655,2202109,2449112,,822059,854993,1141310,1039821,1072931,1175902,1376226,1399799,1103711,1061898
847989,"Machines and mechanical appliances, n.e.s.",179939,141842,167884,228074,164882,182642,219329,249657,278064,288957,,1337829,1455000,2018115,2087395,2593726,2852789,3558331,4244747,4846439,5219037,,829097,771996,831044,801591,728559,883128,879985,950221,936432,994234
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,331064,299477,275506,258140,286187,,0,0,0,0,0,5239203,5707137,5421180,5810853,5455642,,0,0,0,0,0,406341,363622,321356,292188,310598
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",393408,270748,247789,293280,305646,297825,295960,253684,300393,281428,,4355967,3306349,3277201,3399893,2785190,2027043,2087114,2282225,2092699,1982517,,1344791,1022199,836307,832335,883401,948179,922639,915757,993281,956616
720221,"Ferro-silicon, containing by weight > 55% of silicon",385088,350057,392754,292373,176275,222731,260015,159149,79534,278257,,582236,395465,517455,274249,199430,426040,761509,398921,267448,702519,,730089,659364,718833,593813,481965,576561,685029,567059,397192,787108
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",108037,119265,128040,110279,128025,149983,156719,168721,204204,277924,,2566292,2861814,3205783,3248723,3307515,3872095,4446105,4848296,5157063,6193252,,139828,150196,159426,140792,167839,189066,199684,214738,245493,322308
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",534352,485333,426532,335395,318641,308855,293747,288878,253153,276799,,2706414,2953830,2782774,2463167,2790327,2761442,2872385,2384193,2032939,2232735,,712038,674409,645243,548062,543337,538443,543177,550122,458835,500722
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",921087,440476,353755,250856,196357,267866,239285,253693,241490,273752,,3886197,4964861,4439511,4105674,3527777,5155403,6087845,5126847,5141272,4708174,,1079323,579743,491748,353841,337756,393924,345549,359404,351684,370270
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",289771,282478,266749,251379,261566,265784,275389,273743,269683,271644,,845273,1102460,1218672,1261712,1351586,1494161,1551969,1511227,1379487,1402677,,411961,388245,357898,330141,344683,350775,373439,368488,378094,389174
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",159644,140951,149353,165123,166540,172028,207581,224984,311568,270369,,3960322,4115727,4570645,4546777,4135731,4365155,4661576,5106461,9276045,11452382,,248889,233586,245497,261745,275542,304192,349259,384581,431841,379892
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",181971,171509,156753,138993,150325,172748,207568,234957,207639,270005,,5878993,6183586,6055198,4905323,4624310,5031723,5430335,5571778,4867161,5552397,,914205,823725,862834,752073,728275,812668,876358,870244,738231,829750
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),159182,146961,134229,111537,84123,107060,191944,207713,159504,268541,,1436941,1597160,1809683,1621264,1489944,1602192,1836716,1758008,1847166,2488966,,254364,215160,189696,179584,178317,222279,320100,360094,274655,334579
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",279877,285337,262919,239235,232753,252307,252046,239681,244778,267854,,1360391,2112667,3003687,3331987,2950663,3301840,3595118,4002905,4922246,5739144,,356574,370507,348311,315962,311303,331086,336645,325960,338427,361740
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",240295,225102,238939,194106,193140,229599,266287,263593,219453,267377,,1459010,1667813,2038358,2150215,2272678,2420778,2583207,2660082,2735127,3278548,,329941,322267,343836,299749,314268,358511,422687,432601,393335,476864
760120,Unwrought aluminium alloys,813920,686048,783490,675283,583600,717681,715788,546243,248991,267088,,1162734,1030288,1233656,1110813,911840,1033978,1098087,958024,400373,364020,,2444036,2193144,2450979,2156996,1907912,2459979,2708983,2046239,1493706,2728291
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",887652,552316,461993,389308,277414,268519,277895,286854,242017,263774,,36431768,36048022,31987218,31191384,26050626,25929096,23426196,21789796,20151248,26007659,,1069343,725359,600921,512312,416609,413685,400124,407073,348804,384996
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",213988,221241,287036,293708,287886,295271,314287,310032,252226,262064,,3733803,4246801,4794241,4704017,4680608,4957535,5633703,5476242,4943457,5645369,,575790,522094,587863,567486,581245,648595,704782,654240,521650,581741
761699,"Articles of aluminium, n.e.s.",157798,173512,176158,142980,149917,169179,188248,189936,212970,261519,,2406901,2653768,2952151,2894655,2748207,2820025,3221520,3169550,3411107,4220350,,315712,316513,334529,285777,290175,314756,347989,376646,400034,434263
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,231194,250627,317651,342487,299991,271164,301140,260571,169024,260456,,1852311,2309082,2709390,2600520,2713616,3172288,3471296,3317351,3122192,3989731,,893596,932536,1009600,989017,978211,1058237,1087901,1061550,770296,994023
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,147062,216216,311391,327623,321666,246764,284584,296485,216969,260289,,1642959,1848870,2400203,2534682,2369935,2305071,2514789,2530226,2554135,3146139,,429798,511125,623913,659253,708650,609921,692818,730938,548615,629264
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",209214,217945,205268,186330,187614,189454,199969,207350,213183,259336,,4005506,4926929,3182446,3368106,3245963,3404739,3585459,4265374,4897572,5549422,,572609,600304,584931,504540,515811,505015,503575,516756,494599,583851
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",957221,610772,667658,435902,349793,452567,339842,223229,242866,258842,,1985279,1499474,1377446,1244301,1008557,1437851,1561616,1483361,1655633,1682090,,1016814,666236,713865,482573,388287,498418,388949,265211,277294,290461
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",55905,47466,44909,31486,30843,238395,235009,247379,243411,253800,,742344,757565,605722,550108,557811,755441,1030827,1047928,1197055,1667400,,70478,59305,54769,41185,38245,274291,270308,282574,274750,275160
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",598337,615851,531439,432576,355608,388415,463953,341821,237120,253160,,1326003,1446004,1521043,1329074,1177466,1391240,1837484,1824903,1292914,1523228,,685633,749112,659821,558825,471789,546170,664140,530705,368475,348636
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",198765,170392,163436,156055,167794,175430,189278,206572,216717,252376,,5992403,5942871,5089381,4605664,3828044,3997680,4881497,5866976,7505435,8550096,,255534,233675,225530,221663,230232,244800,261334,274805,280901,321764
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",233754,254448,299252,264311,253668,246453,266208,274349,237021,249541,,520961,559251,630550,619581,551581,499344,557861,501489,411888,435269,,306107,334469,401945,361683,337458,332517,361881,377264,349982,363014
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,89268,102401,135428,138838,131501,162541,221975,179272,197201,248684,,452494,466650,490913,550132,744403,1039628,1356855,1089797,1243950,1689293,,760469,765163,802772,1036045,993405,1204983,1358418,1284499,1550185,1804078
392410,"Tableware and kitchenware, of plastics",238296,231536,229455,213174,206649,205147,221293,229664,214012,244029,,2493889,2896864,4123178,5159923,4869597,5030694,5635832,6247633,6597532,7971596,,323316,322104,306865,291141,288844,284539,310881,315298,294721,322815
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",92048,92778,99359,89932,104806,103836,113201,126671,202512,242336,,1856771,1965661,2196353,2246242,1998122,2115380,2531898,2802475,4014357,4723769,,150634,150104,153952,142308,156579,157162,171712,177308,253729,301302
