Product code,Product label,"Japan's imports from Korea, Republic of-Value in 2012","Japan's imports from Korea, Republic of-Value in 2013","Japan's imports from Korea, Republic of-Value in 2014","Japan's imports from Korea, Republic of-Value in 2015","Japan's imports from Korea, Republic of-Value in 2016","Japan's imports from Korea, Republic of-Value in 2017","Japan's imports from Korea, Republic of-Value in 2018","Japan's imports from Korea, Republic of-Value in 2019","Japan's imports from Korea, Republic of-Value in 2020","Japan's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",48432,49853,34342,36342,40241,45289,49208,55524,53759,59004,,764513,870300,941670,825936,884942,1122828,1319273,1376755,1366885,1727810,,218724,234193,177156,148894,162949,163156,180742,191648,196751,219644
390730,"Epoxide resins, in primary forms",22519,33095,40380,33255,33093,41496,54841,44265,37591,58172,,557809,645485,683063,652505,614323,738539,885300,858517,847258,1641685,,153466,153118,155308,138302,137891,155660,190847,169310,149234,213412
900120,Sheets and plates of polarising material,38471,24431,33173,14455,18546,16369,9924,81272,70332,57795,,1800592,1618927,1660478,1536228,1307261,1625526,1962667,2112137,2472554,3048436,,254231,206999,234121,135610,200267,201404,132543,210829,266235,291243
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,463,808,0,4542,566,852,1061,0,0,57382,,18451993,14526009,9877693,8776809,8816900,10890487,4902349,4716728,6273704,7125776,,308144,353064,428291,178532,302759,358643,238928,185003,60338,240929
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",39834,30684,35829,37588,47869,46523,50498,42461,43430,55643,,314995,462481,487807,562262,706465,719313,800974,853853,954038,1145050,,1396428,1273626,1249269,1076277,1147913,1279935,1328725,1221377,1233406,1565776
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",52402,65896,61571,57644,58144,56057,56981,67622,52149,53650,,338461,395510,340161,428283,401285,426819,400937,429351,335991,367303,,592417,615662,710454,650575,621325,624334,659953,637978,600065,722733
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",60148,46172,43612,24681,20460,31182,35708,37499,35085,53345,,655422,610027,555813,487543,499608,627107,716611,593121,514036,824497,,67015,49191,46578,27575,21722,33112,38539,38848,37065,59008
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",837,795,1531,1127,884,1541,1384,51032,59713,53202,,14712,16229,16804,13462,16326,17738,22109,150995,465887,553982,,284083,270390,272511,258128,241763,254690,251855,309674,350859,343967
390210,"Polypropylene, in primary forms",61743,51718,52564,33525,30714,43345,85935,48583,32175,53006,,1625108,1909446,2067064,1815847,1676346,2065274,2394340,2148725,1934103,2824435,,171489,173047,167326,92238,92470,133091,235155,146988,102044,156903
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",71444,61645,62346,48436,47636,48225,49884,53786,50382,51023,,324918,316644,341262,358574,507702,476291,498134,478721,534186,456818,,562493,544971,603759,563126,589257,627001,708174,690403,627943,724600
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",37659,34438,38044,26372,20353,24075,31479,33143,29081,50962,,201770,216830,237042,190246,169219,209935,299200,295384,257344,363959,,297798,262960,258964,198297,170942,203268,244327,249429,183339,241532
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,27429,42868,37122,25841,49269,,0,0,0,0,0,554213,660307,560937,415897,631617,,0,0,0,0,0,190698,227370,200396,151091,207230
841391,"Parts of pumps for liquids, n.e.s.",75062,52895,71251,56553,45370,43988,45023,61082,58704,48965,,380021,368649,430615,379488,395308,365784,415763,379343,338988,330287,,414002,378365,452654,416763,410131,392583,460299,464237,404723,467143
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",34376,35303,33956,26789,25094,32089,50969,48008,44804,48678,,36349,37309,36660,58153,51680,56525,65233,62224,56276,57936,,198207,213233,241758,256857,289864,310131,345531,307629,319027,325392
760120,Unwrought aluminium alloys,12942,15339,8238,2745,15052,52562,63618,23551,26564,48641,,123023,162265,189390,155082,189107,296174,519321,444537,629468,924222,,2444036,2193144,2450979,2156996,1907912,2459979,2708983,2046239,1493706,2728291
291521,Acetic acid,18172,14157,26689,32131,22054,32542,45817,37518,31778,48637,,60814,63477,91784,79438,66242,79901,115455,93130,77172,120182,,24165,22303,34935,58813,37807,65297,107881,75429,41276,140932
848210,Ball bearings,36199,34566,42369,39468,38243,51643,61741,48732,37010,48362,,340698,386636,415135,400556,449117,526304,608919,452875,385753,465784,,392613,360182,377138,377886,357495,377646,432010,420752,348099,416013
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",51952,71546,53316,49507,42190,45627,44926,37908,42086,47913,,835448,776216,819580,761683,807437,735153,863103,831505,888394,985886,,407118,407818,429129,400286,341104,376150,421747,399953,359650,469179
290124,"Buta-1,3-diene and isoprene",112843,42565,33004,23374,46598,62256,120815,43101,16685,47780,,677951,337172,279241,141218,172826,301973,282015,171902,104784,219263,,188719,59530,48764,52117,69853,126647,176167,68638,32256,86711
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",815,0,10260,18666,16182,34613,35161,33923,23070,47500,,203347,115953,100638,77453,164101,221682,192305,139272,133467,285006,,248864,111940,106745,66299,37052,63841,86752,73104,44593,75260
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",44209,37800,40296,36467,39671,45311,49517,46621,37693,47009,,274675,254599,284019,233180,212805,233702,243740,224146,161382,188260,,157558,140101,145258,129675,139530,150018,143985,139744,115050,143890
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",23868,22332,34065,29974,28270,46230,55664,45132,34958,46845,,215424,176475,206876,190095,200801,283052,350735,348657,416286,693931,,147726,151832,179865,144658,153574,223657,254017,221110,190664,303686
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",92342,75174,71194,58513,53723,59983,55769,54591,46340,46633,,668122,663561,726809,546779,497576,509775,529020,490421,401629,463775,,233228,205206,209204,168144,160601,179464,191132,217544,195621,255593
854290,"Parts of electronic integrated circuits, n.e.s.",15881,9895,26668,15572,23843,12878,17919,16757,21148,45815,,212004,213642,241482,210445,223042,263197,287985,254192,280823,401285,,129539,77824,98278,78669,89353,88071,92035,86987,113489,383643
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",108754,152587,230948,305640,246956,283748,252567,282507,188348,45691,,869775,1076934,1328335,1584607,1548351,1575833,1699891,1796971,1022655,880922,,1320723,1440811,1873540,1836140,2056030,1717325,1702298,1909932,1568274,1144715
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",28556,33733,30768,26977,27349,29692,41641,31226,26578,45336,,901491,990534,1078817,860635,740035,782301,917776,885612,878218,1432086,,282263,278773,282392,247719,258716,310511,358244,324663,317786,414575
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",61851,48887,39618,35415,26222,22491,19320,40621,64644,45154,,357476,386525,454205,361699,316605,328393,414058,424125,326909,422125,,176259,74102,57188,43388,30391,34276,141434,160929,128458,210809
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",103628,69018,84208,81505,72765,85027,91934,60103,30155,45060,,193037,181152,213578,213821,168674,231011,285442,233028,174249,244668,,526742,358139,502553,522453,424965,521097,556248,453728,363301,485207
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",11725,12279,16971,12862,16244,19173,22423,28586,38239,44687,,94067,101902,106875,113443,104946,121673,135231,137149,126562,142450,,476582,488291,602078,566831,758981,714125,680924,666650,723879,635358
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",87197,57982,62929,46456,39218,52404,62091,70784,41909,44605,,355084,243613,393680,327746,268508,343604,544156,526920,319484,643965,,136026,99151,110823,83582,68357,83290,97793,104662,72771,78859
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",111093,67154,62356,39175,33297,46529,53304,49274,35996,44312,,1593944,1305139,1149742,823648,816556,1092688,1073273,921805,701536,1119266,,193634,129040,129759,129429,120220,143875,147336,150983,109697,134088
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",56588,50937,44010,36754,44389,46189,45595,50094,40986,43269,,54608,49530,43194,36463,62709,47777,56408,55203,47475,49779,,66410,59653,55437,44321,47350,50553,50232,54597,43505,45748
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",31798,28484,40606,35066,28985,36047,43270,33789,14483,42910,,472579,484850,525331,478279,432140,514346,530911,358399,271406,401232,,411740,392352,417413,389691,366672,412244,505676,500109,298452,517628
900130,Contact lenses,28801,28693,25118,20854,25950,32615,35694,41119,43169,42806,,118976,138414,132216,130054,152089,176592,195447,214038,177473,229387,,1206730,1110719,1146929,997603,1148156,1259493,1312910,1370749,1284033,1391252
843139,"Parts of machinery of heading 8428, n.e.s.",24425,23652,24603,24734,46986,35481,44492,44955,44418,42705,,111654,112237,144277,150262,165093,164109,162337,140719,169554,142051,,134793,159508,171228,154000,181295,168991,214622,273940,256015,226182
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",81512,61493,67736,59013,60456,59369,55877,48397,31577,40505,,227911,217328,209768,185481,166311,176191,149731,127936,112827,164584,,91872,71616,80993,72859,73574,78288,80678,75138,52808,78905
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",58713,90553,97919,99846,86431,93455,102091,67074,37648,40345,,92970,114247,99561,128254,131040,139799,213709,210284,216119,211559,,592678,585931,578819,541621,596530,634278,747898,791584,735027,870768
730820,"Towers and lattice masts, of iron or steel",10099,8105,19935,27452,18384,18353,17170,31103,12066,40231,,8922,21795,18147,19149,22512,9619,5673,51686,75856,79009,,13195,8817,24834,28424,20307,21921,19258,67336,23145,70834
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",6080,3041,12026,6453,17700,25636,43191,17447,16936,40129,,245800,437567,476025,329801,274546,362434,552867,421779,380831,774852,,104813,65258,59743,41339,47758,48934,102253,43979,44682,120666
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",6500,3941,3897,12622,19256,29713,35153,39432,36976,40109,,45983,52612,72200,98409,120614,145967,201212,209113,233074,336739,,368626,240490,241272,230947,291888,318057,311047,328435,329809,343112
290243,P-Xylene,0,0,60829,55466,42622,43442,45311,45236,24885,40000,,3229066,4511579,4810291,4787745,4896980,6040762,7633872,6199836,3436561,5140686,,0,0,61328,55599,42622,44493,46317,45874,26083,40000
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",53324,44742,38435,29432,30156,39483,44217,50610,44842,39885,,154609,149482,145422,148342,171433,200193,225522,223992,183151,188272,,205152,192627,179584,161202,166969,210029,245835,272984,300025,285044
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,1858,98,146,163,109,964,290,13709,20351,39630,,250648,232806,214167,140292,139684,127634,158466,158796,143999,202570,,14425,5788,6628,7090,5480,7148,6505,19572,26147,47501
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",59649,44396,46251,38638,36346,40269,40639,40584,36189,39605,,131721,147973,171451,174704,201273,209956,230765,212528,204738,259290,,317536,283450,306370,300284,305908,321988,359956,349740,279447,349324
280800,Nitric acid; sulphonitric acids,8827,6177,6846,7876,8114,8135,17660,13518,22758,39579,,55488,63669,58059,52259,54037,59875,73358,71813,73690,107165,,8840,6191,6846,7887,8118,8139,17664,13537,22776,39600
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",100525,79853,64652,54175,57259,50942,49645,48198,40222,39175,,127794,127057,133749,103475,105418,106718,109610,102654,95771,86920,,163409,137005,117100,104013,104973,109417,102264,109692,89406,86759
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",8147,10587,7861,4853,5099,5136,6088,7024,8154,39149,,100360,99719,91952,80795,76820,79308,97405,85180,77486,116586,,250645,223964,210603,180644,165421,168079,158436,137666,127341,153632
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",44615,42441,35785,29089,27436,31165,36348,31594,25022,38473,,2544192,2677541,2557618,2133712,2072914,2684243,2793255,2244479,2051130,3011110,,97982,91754,87995,75465,77075,80104,99052,74332,61518,85366
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",31269,35700,23651,24516,25068,21030,34475,31499,38253,38439,,320,166,347,771,453,759,1105,1105,1961,6152,,65828,70019,62119,62111,67396,63158,78524,76028,79174,94790
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",33030,40100,40734,31003,33729,28394,25347,26563,32761,38291,,2616423,3621867,2762813,3361144,2855123,2750882,1692418,1304916,1255147,1421470,,825422,837260,963135,985885,1022785,1107300,1041308,940793,799536,918393
