Product code,Product label,Singapore's imports from Japan-Value in 2012,Singapore's imports from Japan-Value in 2013,Singapore's imports from Japan-Value in 2014,Singapore's imports from Japan-Value in 2015,Singapore's imports from Japan-Value in 2016,Singapore's imports from Japan-Value in 2017,Singapore's imports from Japan-Value in 2018,Singapore's imports from Japan-Value in 2019,Singapore's imports from Japan-Value in 2020,Singapore's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",169,56,151,29,70,10,0,0,0,0,,824,0,0,0,451,1344,2719,3257,2257,573,,109740,38064,27416,4115,1224,5047,7034,3190,212,1169
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,2,47,216,139,39,0,0,0,0,,50175,36445,32110,28407,26652,29998,25853,16023,11844,20756,,2305,966,2755,2005,2250,1948,2279,1133,207,820
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",250,267,124283,585777,462356,478574,204527,0,0,0,,749159,610439,265777,487836,1267985,1789038,1054004,389980,176382,0,,377329,125766,298666,1088501,2558634,1402083,891859,3046975,1279439,9328
711011,"Platinum, unwrought or in powder form",24009,0,0,0,4,0,0,1,1,0,,674947,970302,812011,394578,279549,262202,228538,270529,279833,385272,,29797,7297,63242,32175,70017,131494,28868,4666,24468,104209
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",3,2,0,0,0,0,0,0,2,0,,3,8,8,4,0,7,16,5,11,0,,389,376,432,794,306,571,202,848,622,365
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",1493,1008,169,3,5,0,21,28,82,0,,1281,1673,1371,709,715,797,939,1737,1084,1272,,5968,6036,8486,9413,8773,9105,9275,6855,6166,7923
630622,Tents of synthetic fibres (excluding umbrella and play tents),10,0,0,8,0,1,0,7,0,0,,1340,226,823,1511,685,1944,377,1248,1578,1485,,1665,2253,2759,3089,1918,2351,3561,1374,16871,1042
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,13,19,0,141,119,162,44,0,9,4,,29,18,131,154,74,14,108,3,31,50
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,94,0,0,0,,0,3,3,0,50,2,12,7,5,0,,19,49,33,43,30,77,150,21,5,9
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,0,0,0,2,0,0,0,0,0,0,,217,38,0,0,0,0,2,7,0,0,,4,73,188,113,43,0,6,11,6,17
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0,0,0,0,0,0,8,0,0,0,,8930,5895,6706,4551,3985,4229,5353,950,500,971,,3626,1972,2961,2099,3018,2820,3473,1971,1693,2232
284310,Colloidal precious metals,102,0,13,0,0,0,0,22,0,0,,28786,42657,51606,38817,27279,31332,55651,70473,89227,220244,,277,5006,1173,295,660,887,1459,470,48,76
284030,"Peroxoborates """"perborates""""""""",0,0,0,0,0,0,0,0,0,0,,192,127,126,17,31,4,0,0,0,0,,38,73,83,58,68,49,36,37,11,8
284130,Sodium dichromate,0,0,0,0,0,0,0,1,0,0,,311,141,244,158,141,148,79,127,191,131,,185,137,57,125,115,48,165,71,71,99
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",3480,2883,3160,2886,3005,6330,0,0,0,0,,41556,40541,77379,77646,68900,0,0,0,0,0,,9448,10772,10487,9361,10682,20292,0,0,0,0
280512,Calcium,0,1,0,0,0,0,0,0,0,0,,32,132,2,127,20,16,10,39,0,12,,0,11,0,1,0,3,0,6,16,39
281212,Phosphorus oxychloride,0,0,0,0,0,0,64,176,116,0,,0,0,0,0,0,3777,3400,2801,2687,3028,,0,0,0,0,0,0,171,285,183,72
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
261590,"Niobium, tantalum or vanadium ores and concentrates",0,0,0,0,0,0,0,0,0,0,,29,721,0,2,59,29,45,42,13,15,,0,3,0,0,0,0,16,0,0,0
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,0,,3051,2788,2806,3408,3751,7103,8622,8663,9751,14095,,0,0,2,5,0,0,0,0,0,0
270111,"Anthracite, whether or not pulverised, non-agglomerated",0,0,0,0,3,50,8,0,0,0,,70,22,25,77,63,52,74,112,47,17,,5951,3019,3908,2408,1439,2156,3191,1380,1569,2131
270220,Agglomerated lignite (excluding jet),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,19,0,8,1
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,0,0,18,22,0,0,0,0,,,,,,,,,,,,,10,24,23,15,62,23,680,76,26,4
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",15529,5,1,0,0,7243,0,5313,0,0,,590378,770510,1160577,878729,941511,1260618,1458573,1300333,821434,1075710,,47158,19488,5594,4614,4241,21757,11810,18236,11818,3020
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,1063,1066,901,350,138,285,80,45,8,79,,0,0,0,0,0,0,1,0,0,0
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,118,17,145,0,2,,0,0,0,0,0,0,100,278,0,0
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",5,0,0,0,0,0,0,0,0,0,,22,45,16,0,2,0,11,78,33,21,,92,31,1,0,0,0,0,0,0,0
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,67,4,30,0,0,0,,0,2,15,12,23,10,9,14,11,24,,3248,1919,1823,1739,453,706,2604,9492,7994,9305
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,0,0,0,,19,19,86,94,90,94,146,49,18,4,,0,0,0,0,0,0,0,0,25,1
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,2,0,0
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,3,0,0,17,1466,1278,9,76,129,156,,95,50,0,0,0,0,0,0,0,0
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,1,1,0,15,0,0,0,0,0,,62,3,0,0,350,168,65,97,74,154,,160,245,379,488,315,143,85,16,129,89
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,407,435,315,295,298,170,87,81,46,70
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,1,0,0,0,0,,351,486,40,10,16,4,11,47,80,93,,8988,11490,1739,3959,2967,3140,3729,2944,532,633
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,19,0,0,21,53,0,2,0,2,0,,9018,4474,9384,6590,6942,7356,6643,3781,4749,6737
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",10,1,186,62,3,3,4,0,0,0,,9502,11894,18591,15224,15812,19204,52625,44417,48493,27368,,1917,1687,1689,4735,2335,1121,1876,2546,2827,4739
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,12,19,22,8,14,17,0,0,,26696,27848,30177,21177,21920,24384,25513,22200,18865,22064,,14396,15001,12281,7034,6082,7447,4175,2588,17,46
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,17,14,14,26,0,34,12,10,17,0,,1835,2086,2726,2182,2704,2677,3177,2676,2694,3139
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,0,,3,133,198,486,5,3,916,1124,425,647,,85,80,162,127,132,173,190,156,171,111
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,15,0,,55,223,134,440,745,594,866,1635,3100,4609,,22923,22535,22752,21047,19655,19734,21071,22451,24578,32988
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,0,0,0,0,3,0,0,0,0,,3,16,18,13,25,8,35,0,4,0,,14471,13580,11824,13312,13105,10396,7818,7216,8408,9581
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,175,356,104,15,40,1,1241,715,1170,1869
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,7,29,3,10,30,3,0,5,47,23,,0,0,0,0,2,0,0,1,0,0
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,64,99,98,55,62,75,64,81,87,,0,0,0,2,0,0,0,0,0,0
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",0,1,0,0,1,0,1,39,5,0,,4066,3845,3171,3596,4131,4992,4445,4836,3947,6548,,265,312,316,1089,239,417,464,761,314,676
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,413,498,507,554,452,443,341,332,368,308
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",3,14,6,5,15,6,6,24,43,0,,33,54,30,49,25,15,13,52,20,59,,4328,5101,5707,5336,6050,6838,5941,4855,5082,4247
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,0,2,3,4,4,12,9,24,18,121,,90,90,0,13,1,0,9,6,13,12
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,0,2,2,21,3,21,42,81,133,52,,0,0,0,0,0,0,0,0,0,0
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,2
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,6,1,0,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,,0,0,0,17,9,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,3,0,0,0,,3,44,0,0,0,0,0,0,0,0
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",34,0,0,0,0,0,0,0,0,0,,25,6,10,21,54,25,131,25,5,112,,50,1,0,0,0,0,0,0,0,0
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,9,94,619,2972,1365,795,2449,1930,3286,3782,,0,4,0,0,0,0,0,0,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,1,5,3,1,0,,0,0,0,0,0,0,0,0,0,0,,22,7,6,55,100,215,312,357,466,304
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",4,0,0,0,0,0,0,0,0,0,,4,2,0,0,0,0,5,0,2,0,,5453,5224,5555,5660,6594,6505,7474,7753,7261,7780
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",346,302,432,551,570,709,0,0,0,0,,4547,5490,6832,5030,4972,0,0,0,0,0,,19429,24093,24024,26357,25972,20302,0,0,0,0
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,1,0,0,0,3,5,14,11,0,0,,9,10,24,6,6,153,58,69,52,4,,417,292,131,184,361,368,269,264,264,537
110520,"Flakes, granules and pellets of potatoes",3,1,0,0,0,0,0,1,0,0,,0,0,0,9,0,0,0,9,35,3,,683,528,470,349,444,544,576,874,738,1573
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1024,1487,3137,2381,1881,2375,2193,1911,1646,1506
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,0,,181,35,0,0,0,0,0,0,0,0,,42,33,361,43,34,61,32,29,416,533
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,18,0,3
110311,Groats and meal of wheat,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,43,0,130,,136,108,161,119,191,253,189,180,312,340
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,193,274,281,224,283,245,182,168,385,2658
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,71,5,66,90,0,0,0,0,0
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1036,1464,1295,1568,1495,1954,2202,3215,1353,690
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,79,64,124,26,34,30,54,55,48,14
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28732,18416,23656,18411,13267,13073,11529,23098,30736,29748
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,107,59,69,54,78,150,73,51,41,14
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,4280,5804,6050,6393,5157,4744,6689,8297,9160,7661,,254,146,344,234,284,99,213,8,0,9
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0
60210,Unrooted cuttings and slips,0,0,0,0,0,0,0,0,0,0,,2826,2620,1995,1896,1753,1572,2132,2303,2594,2790,,0,16,10,0,3,6,4,1,9,8
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",9,0,0,0,0,6,0,1,29,0,,265,171,256,243,383,574,603,755,927,1121,,64,94,98,135,99,445,165,446,266,254
70521,Fresh or chilled witloof chicory,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,234,193,206,167,167,183,207,226,304,304
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,36,36,41,15,21,33,23,18,15,15
440131,Wood pellets,12,2,0,0,1,0,0,4,2,0,,490,559,568,86,46,44,57,54,115,144,,261,522,563,644,329,514,509,497,470,749
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2860,2733,1838,236,747,,0,0,0,0,0,0,0,0,1,0
470610,Pulp of cotton linters,0,1,0,0,0,0,7,0,2,0,,526,273,282,213,23,109,22,12,20,29,,249,1,16,0,90,1,29,190,48,170
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,1,0,0,0,0,0,0,,26909,20844,21432,19240,22086,25199,33299,24686,14775,16032,,99,124,2752,3597,689,373,1174,406,122,162
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,1,0,0,,381971,315052,284513,257458,244866,238117,249723,157274,127930,130479,,4245,5566,5918,4651,6607,5819,10665,5266,4182,3349
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,1,1,1,0,0,0,1,0,0,,104865,142378,146707,147350,161781,171981,67320,41215,23658,17154,,7180,4696,3513,2747,2603,4050,7274,1840,3470,9025
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",1,0,0,0,1,0,0,1,0,0,,114,37,221,96,148,51,144,139,113,219,,21,15,29,24,13,20,10,16,5,29
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,10,0,0,,4,0,0,4,0,0,0,0,9,0,,212,85,163,112,353,219,187,291,318,203
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,156,48,0,0,0,0,,0,43,0,0,6,0,0,0,0,0,,182,1111,377,226,246,169,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,16,17,3,0,,0,0,0,0,0,40,36,0,0,0,,0,0,0,0,0,0,399,546,503,260
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",24,45,15,34,72,186,0,0,0,0,,4029,3785,5982,4082,6984,0,0,0,0,0,,27100,25688,25048,15757,15903,20832,0,0,0,0
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,1,0,0,0,0,0,0,0,,907,239,194,194,514,507,717,1778,1231,1791,,1833,703,1168,0,0,0,17,0,0,0
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,0,0,0,0,0,7,0,0,0,,5397,3241,2412,2279,3479,2899,2193,2335,2157,1882,,7609,5338,7503,3870,3303,2885,3479,2581,2005,2093
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",10,0,27,0,0,0,0,0,0,0,,5247,4534,4534,3544,3089,2696,2277,3172,2904,2012,,4256,3825,2138,1523,866,1519,1116,1015,583,533
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",1,0,0,0,0,0,0,0,0,0,,522,356,658,547,256,32,43,5,0,18,,3,4,47,170,180,1,11,8,1,6
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,360,1354,194,0,144,0,,0,6,0,0,0,0,0,0,0,0,,18,63,49,299,393,1370,200,0,145,81
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,1,0,0,0,0,0,0,0,0
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,760,778,736,822,3929,1993,2270,3297,2016,2322,,0,0,0,0,0,0,0,0,0,0
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,11,3,0,5,0,0,,14610,9973,9591,7315,6646,5538,5436,6158,3984,4629,,4720,4718,3692,2930,4705,2220,1605,982,457,247
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,1,0,3,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,1367,1489,91,11,142,290,0,8,0,49
401320,"Inner tubes, of rubber, of a kind used for bicycles",3,0,3,0,0,0,0,0,0,0,,160,54,60,30,33,40,19,25,52,46,,1097,459,521,527,465,305,435,371,819,899
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,352,7,0,0,,0,0,0,0,0,644,667,579,514,706,,0,0,0,0,0,0,1203,1338,339,395
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,20,0,0,,130956,118646,121056,88217,72267,72662,62124,56493,50000,59668,,214,289,48,38,64,23,22,110,0,0
382312,"Oleic acid, industrial",0,0,0,0,0,0,1,0,0,0,,4070,6555,6099,3710,3826,5992,4784,4533,4867,6600,,3133,3293,3722,2544,2608,3107,2587,3015,2822,6629
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,1,0,0,12,0,0,0,0
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,0,0,,0,0,0,0,0,0,0,0,0,0
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,19,0,1,1,2,1,0,,862,1103,988,1124,1221,840,848,765,940,1933,,12978,11978,9342,7564,14335,17057,21109,14461,12464,8855
320110,Quebracho extract,0,15,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1005,1266,536,1239,1229,1500,2297,10994,825,2657
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,8,0,59,2,4,0,0,0,1,0,,1385,2641,3465,2832,3021,1870,1263,336,1055,1725,,588,624,735,830,1058,795,458,435,236,194
320210,Synthetic organic tanning substances,290,9,140,0,17,0,8,0,0,0,,55,180,156,79,83,135,60,69,52,71,,9680,9447,9391,5978,6787,6322,6222,4850,4045,3467
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,1417,1215,1515,364,404,1091,454,372,323,377,,5104,4013,4145,4998,1796,3509,2879,2841,2924,2094
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,52,36,74,23,16,17,20,10,7,15879,,729,483,390,407,182,362,523,506,558,697
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,8788,13857,11145,12864,22491,,0,0,0,0,0,0,706,1256,1301,8211
300230,Vaccines for veterinary medicine,7,7,10,1,5,10,0,7,7,0,,10955,11726,4073,5298,5037,4778,5975,6471,5487,3399,,682,816,783,770,1092,3699,7038,6250,5947,5729
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",37,86,125,313,9,0,0,0,0,0,,53133,54386,61570,53435,65487,57299,45809,71039,69405,103256,,149568,1564,3373,4059,2090,18381,13120,12367,9836,20980
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",10,0,0,8,7,8,25,0,35,0,,509133,402360,308635,207154,121356,155433,178516,142057,103426,153929,,165,126,121,679,242,424,256,128,436,2054
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",255,159,20,0,1,0,0,0,0,0,,2909,2475,2767,2300,2951,3308,3708,3415,3480,4155,,6186,8262,7994,5795,4525,4201,3154,2543,2269,2596
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,18968,13840,13442,8944,7354,9823,10799,10050,6843,6207,,1836,1632,231,350,1042,358,0,0,0,0
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",19,8,14,15,13,8,0,0,0,0,,90,42,48,11,7,174,3,374,6,159,,10760,22001,18528,12627,10562,7235,7738,8356,7828,7838
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,11,10,0,0,0,,63962,11362,349,192,8,218,79,18,89,59,,3364,463,73,20,20,90,11,181,13,28
291422,Cyclohexanone and methylcyclohexanones,80,0,5,3,1,1,99,0,2,0,,5758,6273,14643,2832,29807,46034,62135,35305,29523,42016,,1659,2528,2517,2243,1896,2765,3487,2955,2686,3339
291212,"Ethanal """"acetaldehyde""""""""",16,1,0,1,1,0,2,0,0,0,,63,2832,9,181,542,436,1357,1177,544,824,,245,212,239,267,234,219,263,297,259,378
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,46,0,0,0,0,0,,0,0,0,0,0,0,12,2,0,0,,6099,5935,5692,5776,7194,6613,6709,7171,7222,10282
291010,"Oxirane """"ethylene oxide""""""""",0,0,1,10,5,13,9,9,5,0,,229,98,171,228,119,96,106,74,71,94,,1197,1155,1167,1219,1139,1275,1348,1406,1432,1260
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,3113,2483,535,513,199,200,388,304,180,202,,298,473,462,429,143,1227,1329,882,922,1170
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,821,915,1434,1788,1157,669,847,422,510,942
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,0,14,16,26,47,0,48,37,0,0,,433,553,25,8,41,110,63,24,73,21
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,4,0,0,0,0,0
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,233,141,176,218,251,,0,0,0,0,0,0,14249,9276,7783,10404
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,91,0,0,0,0
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
