Product code,Product label,"Russian Federation's imports from Taipei, Chinese-Value in 2012","Russian Federation's imports from Taipei, Chinese-Value in 2013","Russian Federation's imports from Taipei, Chinese-Value in 2014","Russian Federation's imports from Taipei, Chinese-Value in 2015","Russian Federation's imports from Taipei, Chinese-Value in 2016","Russian Federation's imports from Taipei, Chinese-Value in 2017","Russian Federation's imports from Taipei, Chinese-Value in 2018","Russian Federation's imports from Taipei, Chinese-Value in 2019","Russian Federation's imports from Taipei, Chinese-Value in 2020","Russian Federation's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,0,,92,172,152,141,328,166,150,153,520,291,,415598,432505,413974,223564,182878,221412,230164,223998,213908,253108
840420,Condensers for steam or other vapour power units,0,0,0,0,0,0,0,0,0,0,,159,432,1845,566,283,1103,202,147,211,2529,,370,5397,18,705,2465,85,210,826,577,424
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,0,0,0,0,0,0,0,0,0,,3051,4578,16785,24150,19354,20832,8285,6596,21867,36902,,38737,29290,44799,15471,8181,4999,3236,4428,1360,973
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,30,0,9,0,5,122,0,3,1,0,,0,0,4,5500,0,0,0,0,0,3880
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",2,0,0,0,0,0,0,0,0,0,,89,80,240,37,42,73,49,69,119,202,,1006,1583,137,138,238,198,458,530,666,457
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",0,0,3,5,0,0,0,0,0,0,,6829,6183,5905,3501,4594,2361,1843,1811,1412,1399,,114982,131423,124516,86922,125297,163726,149042,187617,224908,275147
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,817,542,131,262,431,76,35,89,375,122,,137665,47528,7447,18062,18943,6639,48951,39333,46247,11435
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,179,174,33,799,23,1,14,281,30,6,,47465,64567,77103,37218,61534,36093,38623,29172,17340,20714
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,1938,1477,1520,335,172,46,417,572,408,1957,,715198,407494,292094,132009,177120,296761,398011,325751,244119,507563
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,0,,478,984,1422,1954,1665,3398,3334,5353,4959,3270,,45143,58751,34855,12321,34374,17412,19969,17327,32049,42782
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,0,0,0,0,0,0,0,0,0,,3203,2704,2514,1414,2883,1392,735,1758,1172,921,,482653,411097,277002,157163,128407,197587,292076,357389,254418,271630
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,0,,336,478,9,98,714,370,141,82,35,54,,410007,101496,55592,15470,1497,1381,11791,19840,14111,19580
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",14,10,0,2,0,0,0,0,0,0,,3081,2354,2350,3001,2247,1973,1344,3525,2831,3144,,55974,57159,45005,20749,22246,31841,38705,37148,33051,43579
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,21,10,0,0,0,0,0,,4564,3856,6382,6376,4613,2642,2524,2464,1509,2235,,3452,1896,2755,7174,2278,3571,3853,5160,18287,7753
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,0,0,0,,12758,7313,11987,12275,16488,15998,17161,8357,13890,10999,,57317,50567,51039,19134,22930,32571,33517,26356,35483,34707
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,543,2201,3517,1241,1364,1574,1934,1792,2708,2778,,2730,806,912,3060,3045,3257,942,1339,1197,1289
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,20076,17773,20766,24585,21560,23226,13188,10232,7252,6267,,3605,4631,2190,923,2222,1810,2496,4841,2966,5180
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,4047,1179,819,9618,679,1627,976,2324,786,836,,2540,15648,389,896,2104,2738,116,174,456,706
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,0,0,,5,18,9,1,19,26,1,3,0,1,,171627,211641,189708,115641,122923,132633,161820,209779,217447,280289
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,2,0,0,0,0,0,6,0,,405,816,431,202,310,207,200,573,33,98,,15533,14615,13806,18255,15879,33341,15901,17086,19433,32409
848010,Moulding boxes for metal foundry,1,1,2,1,0,0,0,0,0,0,,4527,4998,4642,1475,1417,984,1070,1397,1164,940,,2533,860,2855,139,78,165,155,144,1385,305
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),12,15,18,0,0,0,1,0,1,0,,16751,14078,14199,20230,8126,9045,8606,9510,9274,11349,,47932,44984,42096,24961,28607,29399,27839,34482,29056,29362
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",1,0,0,0,0,0,0,0,0,0,,2044,1372,1354,1701,1444,1315,1071,1192,1262,1461,,4517,1973,716,878,3101,4324,2302,976,4986,1643
847420,Crushing or grinding machines for solid mineral substances,41,52,40,13,14,0,0,0,0,0,,23741,24050,22838,20226,17640,19647,18573,14586,10308,14689,,590013,564099,405650,139495,159178,175875,163062,298902,152114,226834
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,0,,8732,15725,1705,2869,3426,6312,5454,18574,19513,723,,107142,107691,84070,5992,21603,14121,12226,6735,19043,12592
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,39,17,0,0,0,0,0,0,0,0,,1106,1014,432,231,351,425,264,349,1296,203,,12266,10411,10082,2332,1452,2626,2439,1866,1372,1616
845590,"Parts of metal-rolling mills, n.e.s.",0,0,36,0,0,0,0,0,0,0,,13351,16390,11250,15455,13244,15056,16234,17379,12912,16706,,46266,43391,53620,44318,30564,32816,30035,37607,43857,48390
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3939,216,1049,58,648,,0,0,0,0,0,8,0,0,0,0
845430,Casting machines of a kind used in metallurgy or in metal foundries,478,242,88,0,0,0,102,0,0,0,,22745,25077,25934,18455,21155,23542,22689,17466,12788,19418,,77861,38236,44480,60690,22952,13280,21333,53725,17407,27381
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),456,107,0,37,421,0,0,0,0,0,,5331,3491,2381,1745,1760,0,0,0,0,0,,12157,12493,10055,6288,5402,0,0,0,0,0
845720,"Unit construction machines """"single station"""", for working metal""""",1089,889,0,0,0,0,0,0,0,0,,2718,4355,4362,4288,1651,657,746,1009,72,30,,6312,2278,4139,287,1413,1623,289,131,1090,1278
846130,"Broaching machines, for working metals, metal carbides or cermets",22,0,0,29,0,131,82,200,113,0,,4861,4553,5407,3467,3265,5117,3838,3795,2509,3061,,5108,318,8076,11010,3930,4148,5001,585,4829,1386
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1377,4572,1745,775,2037,,0,0,0,0,0,11404,15180,18024,22028,25766
960630,Button moulds and other parts of buttons; button blanks,0,0,0,0,0,0,0,0,0,0,,3327,3123,3086,2806,3342,4191,3267,3671,3144,3075,,294,201,141,88,181,229,406,605,358,524
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",17,15,14,3,1,1,18,52,0,0,,19612,21530,23165,19739,18215,18490,22019,20442,15941,21147,,4292,4942,4792,1933,1773,2635,3504,2738,1887,2354
910610,Time registers and time recorders,41,19,11,10,0,11,1,0,5,0,,6935,13093,12310,13179,8717,6597,6791,6260,6413,5144,,256,179,73,125,227,136,98,129,133,66
950621,Sailboards,0,4,4,0,3,0,0,0,0,0,,36,30,11,3,2,16,37,3,22,54,,171,163,118,51,69,73,84,120,77,213
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,14,3,3,0,0,0,0,,214,193,188,43,162,173,75,126,67,271,,5949,7448,7447,3999,3066,3068,3367,3714,3233,6350
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,0,0,0,0,0,0,0,0,0,,4515,4098,5206,7351,6519,7122,6188,5986,10060,17159,,845,930,2008,1725,661,10661,4731,2905,3546,4720
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,5,6,4,13,2,0,0,0,0,0,,1793,1815,2019,2221,6091,6535,7705,10923,8994,6421
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,65,11,208,169,54,57,,3316,3718,4065,2252,1360,2394,3484,2621,2579,3548
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,907,1296,1668,1113,1158
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,0,0,0,0,0,0,,106,52,60,86,17,47,22,9,31,14,,3286,4143,1890,2486,3437,3151,4324,4131,3827,5882
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,0,0,0,0,0,0,0,0,0,,32,34,196,91,95,143,39,0,0,0,,1388,997,962,928,251,186,67,1248,1129,1940
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,3,0,0,0,0,0,0,,5067,5078,5653,4694,3903,4210,3986,3569,3641,2599,,27460,27862,32247,24102,25307,29070,29973,30112,30451,35608
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,33,0,0,0,0,0,0,0,0,,187,234,141,149,453,396,303,275,422,143,,11012,7119,7135,7065,5824,8297,9357,8996,9215,10593
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",3,0,0,0,0,0,0,0,0,0,,11526,14758,12497,7976,7587,6418,9656,4590,3137,5501,,690,472,505,104,178,377,394,289,1834,5416
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,1019,2524,691,232,130,763,1,0,2,0,,259,207,379,238,199,72,698,54,86,454
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7815,10947,10800,31795,40131,,0,0,0,0,2,8365,9357,11811,10088,15134
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",0,0,0,0,0,0,1,0,0,0,,361,455,492,320,305,591,503,740,540,388,,31499,36394,37107,30737,25481,33279,38331,37801,30231,38831
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,55,282,45,96,179,32,11,61,22,25,,1133,1225,4693,559,750,1240,818,820,152,320
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,0,,35,260,19,161,26,23,56,24,8,22,,631,6718,57945,216,116,417,131,875,536,395
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,192,288,255,131,283,307,309,280,346,367,,8800,9809,8640,6669,8513,11455,15272,18223,19038,24045
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),0,0,0,0,0,0,0,25,0,0,,229,231,263,235,289,762,524,695,491,619,,49110,60494,57951,40893,46571,65662,66086,82396,66097,75334
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),0,0,0,19,0,0,0,0,0,0,,64,47,61,51,42,115,32,22,42,48,,3484,4007,4849,2620,2377,3063,3411,3622,2858,4294
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",0,0,0,0,0,0,0,0,0,0,,15,15,14,33,8,4,11,30,19,9,,731,777,623,681,477,681,501,601,722,1330
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",1,6,0,0,0,0,0,0,0,0,,662,563,581,915,630,496,340,366,234,473,,1016,824,585,312,318,1312,801,424,417,642
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",0,6,0,0,0,0,0,0,0,0,,46,34,17,5,24,20,113,82,54,51,,4452,640,1291,1425,2621,3439,2711,2562,1781,2228
621120,Ski suits (excluding knitted or crocheted),0,0,0,0,0,0,232,0,0,0,,48,0,25,38,16,6,0,23,10,4,,5083,3309,2587,1708,761,1845,4220,2474,2060,3888
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",0,0,0,0,0,0,0,0,0,0,,331,409,381,358,425,654,296,222,112,170,,902,1066,916,569,628,1097,1379,1253,1388,1927
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",0,0,2,1,2,0,0,0,0,0,,669,699,469,213,319,443,213,182,303,655,,1132,1412,1721,1413,2515,2428,2043,3129,3033,3814
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",1,0,3,0,0,0,1,0,0,0,,9688,9083,6220,5923,2872,1128,968,1200,918,1904,,660,69,127,168,584,644,739,674,879,873
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,1,2,0,0,0,41,0,0,0,,313,336,748,323,431,697,369,500,260,310,,19069,16954,18000,16789,19160,21877,22356,23724,21708,29743
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,448,336,463,251,558,593,420,627,318,624,,2397,931,887,853,861,1323,1717,2043,1505,1999
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,132,212,856,365,226,40,175,135,50,54,,5901,8579,10655,4759,6255,5372,5503,4699,2596,3080
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,83,53,77,40,40,93,98,37,48,76,,2754,2563,2301,1589,1393,1818,1675,1713,1520,2117
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,223,249,194,247,220,227,196,358,27,207,,772,854,543,156,368,656,601,342,789,885
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,22,0,0,0,0,0,0,0,,198,328,43,17,16,21,71,7,3,121,,9834,10415,9925,5205,5401,7542,8308,8879,9675,12393
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,1,0,2,0,0,0,0,,4804,3633,4534,2681,2762,3131,2469,2106,735,1172,,4373,2801,1031,385,236,869,455,991,320,667
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",5,1,115,75,68,0,290,3,30,0,,73019,75139,80661,67614,73753,91276,79784,72933,49835,54532,,4184,4315,4775,3362,3720,4949,10088,10811,9281,10314
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,0,0,0,0,0,0,,1179,1067,721,1783,2573,1357,1927,782,280,195,,738,200,38,141,52,64,77,353,155,94
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,29,21,75,9,19,33,14,33,15,,3391,94,61,771,140,58,58,210,523,381
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,1003,1501,2297,1729,916,1017,220,242,41,36,,63,575,149,321,209,137,194,341,206,419
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,2247,3187,9673,2216,513,304,467,103,808,331,,168,210,77,322,112,131,279,258,185,275
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,11,2,0,,0,0,0,0,0,34,14,5,12,24
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,21,0,0,0,0,0,,9379,12542,12404,9377,6554,6219,9439,7781,3589,3481,,419,112,607,2480,5197,8121,7619,10384,7777,9995
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,33519,27400,20472,17218,15594,16776,15387,7072,3678,4637,,10651,12717,18018,11782,16173,14774,17126,14117,13788,14013
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,415,290,31,168,207,307,672,947,572,580,,332,479,458,652,1536,1512,2392,2278,2701,3149
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,4228,2847,2630,3310,2558,1151,111,311,146,111,,6495,4433,3221,2360,1894,2633,3467,4070,3218,5167
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,72,13,81,3,1160,326,0,164,0,0,,3739,3223,3474,1739,1719,3463,4388,5971,3853,3477
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,108,107,149,83,10,40,29,227,178,5,,557,279,289,76,122,237,48,2532,2077,1529
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,21,38,0,0,0,0,,155,72,144,132,41,61,82,80,67,25,,27736,11643,10695,9418,16447,35122,44396,45096,43906,64813
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,21,2,0,80,33,0,10,0,0,0,,1028,987,634,340,373,293,375,276,236,797
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,5,0,6,0,1,3,9,0,0,,45868,41078,33385,31156,26314,19291,18994,17332,9366,10606,,1694,1154,1309,999,404,632,1626,1725,1305,894
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,1,0,0,0,0,0,0,0,,4194,3950,5181,5451,5323,7342,8528,8729,6267,6349,,80970,96980,124218,99148,105471,94849,66891,89532,92937,76345
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",2,0,0,0,0,214,0,0,0,0,,10930,13356,14365,12925,10604,12805,12732,14066,14942,20521,,19081,16448,9226,13955,23977,22962,23105,20707,22984,28392
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,68,43,18,26,16,15,6,2,0,0,,3,1,3,4,0,9,2,1,1,0
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,1,1,0,1,0,0,,156,170,321,138,67,76,99,60,106,98,,58495,51935,46636,34686,38647,36446,40522,48263,37748,36657
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,41,3,0,0,14,72,22,0,222,6,,91166,80977,77116,59110,60239,37673,45519,42293,43186,44098
481710,Envelopes of paper or paperboard (excluding letter cards),0,0,1,14,2,0,0,0,0,0,,980,1017,760,1125,2191,561,494,922,1054,992,,4535,4475,3884,1632,1131,2418,2150,2012,2186,2672
481810,Toilet paper in rolls of a width of <= 36 cm,0,0,0,0,0,0,0,0,0,0,,10682,10095,11394,10880,10208,10165,13543,14826,13052,11789,,47645,39538,32600,18626,14256,15493,16018,15181,13378,15044
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",1,0,2,0,0,0,0,0,0,0,,3981,3698,2378,2166,1687,1402,919,870,1594,2908,,4353,4344,4767,3008,2662,1871,2265,2509,2019,2879
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,1227,667,642,867,375,346,362,346,198,172,,196,225,92,70,45,50,192,91,265,368
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,71,192,43,21,10,16,30,0,14,0,,312,269,88,353,336,526,259,182,150,40
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,4,5,0,0,2,3,,6767,6393,5010,6066,7483,7332,8063,7159,7629,7937
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,233,4,8,26,38,44,17,7,68,0,,53,76,54,90,32,60,113,183,587,118
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,8,6,31,2,0,,360,221,80,32,48,14,193,224,210,551
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,46,86,0,0,,6710,5986,5287,6537,3582,5378,4078,4337,3741,5537,,269,242,789,183,481,518,533,916,705,478
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,799,483,603,1036,1235,627,707,501,1178,259,,91,357,362,336,297,193,186,447,329,195
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,0,,282,274,246,248,251,205,140,40,42,0,,1107,1314,1680,1142,1975,1189,2347,5739,2665,3021
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",0,0,0,0,0,0,0,0,1,0,,1159,1947,2451,1906,688,3394,2825,101,1,27,,10130,15138,16292,7094,10879,9680,12927,15615,10727,8990
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,20,12,23,6,32,25,2,25,1,6,,71,61,47,119,86,160,86,89,25,76
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,0,0,0,0,0,0,0,0,,49,455,299,194,73,99,64,9,21,2,,4427,10701,9284,4479,3656,4248,5227,4564,3880,3038
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials ...,6,1,2,0,0,1,1,2,0,0,,3016,2076,2137,1331,1107,1210,1585,1239,938,1190,,6162,6885,6940,6003,10144,15356,14550,11953,10450,11964
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),0,1,53,1,4,7,243,347,70,0,,573,640,1112,1502,1510,1364,1372,823,600,548,,33809,19423,13963,7863,5588,8482,11862,10855,8363,10381
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",0,0,0,0,0,0,0,0,0,0,,3153,2345,2278,1370,830,607,838,853,753,802,,7236,5340,3700,2196,2368,2490,2308,2386,1509,1368
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",0,0,2,0,0,0,0,0,0,0,,3264,2925,3498,5718,6060,4706,3575,1175,1290,3448,,164,123,240,173,698,316,569,260,601,1271
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",0,0,0,0,0,0,0,0,0,0,,15418,13116,13434,9662,9218,9899,11441,11073,8107,10545,,152847,161240,143572,117096,117298,148976,142008,129000,120599,140782
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,635,587,739,645,829,458,1797,1547,737,455,,2671,3193,2093,2068,2681,3929,4727,4943,4058,3728
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,0,0,0,0,,1049,878,791,812,2475,4465,4870,4215,1533,2448,,11128,13500,12119,5677,5302,6359,7635,7562,8379,12638
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",6,0,0,0,0,0,0,0,0,0,,6096,7627,6357,6445,5480,5231,5377,3835,2967,4061,,19499,27417,26178,10959,10067,13204,17143,17555,15507,22398
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,0,0,0,0,0,0,,2404,2089,2674,2363,2076,2274,1752,1145,1409,1540,,1074,1132,1395,1431,1411,1915,2268,2373,2739,3254
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,2864,2638,2252,3968,2298,2796,2463,2388,1929,3799,,556,615,634,202,252,267,245,239,173,196
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",0,0,0,0,0,0,0,0,0,0,,33204,11477,6983,6702,6779,4633,3079,2092,2516,1325,,5364,5131,3874,1601,1246,1308,1750,931,850,1159
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,1045,1886,9886,7846,5349,7889,6141,7337,10971,11616,,0,3283,1550,0,0,0,0,0,0,0
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,0,0,6,0,0,0,0,,8999,16467,20284,32170,21205,23906,27496,23547,20135,30151,,665,2446,2067,784,774,1341,691,1948,3358,3654
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,623,1416,909,563,373,455,167,7804,115,388,,43,0,0,0,252,6,0,0,79,28
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,1038,5948,2138,397,313,98,526,233,190,36,,7205,11272,331485,23979,18,38,89,189,307,129
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,84820,81123,116380,88249,85035,115965,129254,124374,81310,178370,,147,8069,0,0,3751,0,65,204,533,348
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,133296,120725,124874,88257,91975,112871,153384,136995,101723,196306,,14281,20131,21846,15903,32407,106248,67999,21204,33742,111543
