Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",24,2,0,127,2,2,0,0,0,120,,16036,14382,15756,11230,8092,30273,27041,15443,9656,25929,,26058,22781,22663,26101,16872,18148,18891,21354,19011,23560
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",231,624,44,4,155,14,421,29,52,117,,183095,177720,167849,149412,191947,196779,219582,274339,305053,286741,,305217,280318,360676,322543,329914,265347,288698,307551,296332,328704
282520,Lithium oxide and hydroxide,7,172,44,138,311,387,656,514,234,114,,13027,7679,14805,12259,43992,62752,67276,78342,67990,79428,,1310,1352,1216,1172,2385,3130,2126,2145,1039,3184
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",0,0,0,0,4,0,0,48,80,108,,3168,2526,3002,5909,6300,10284,11312,14042,11572,11367,,21476,43373,12791,18491,20167,28921,19058,20815,18540,36922
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,0,0,12,0,86,0,0,0,108,,2036,29209,2733,12856,2732,3194,4978,31759,11362,16970,,121171,115227,111293,100717,96025,105890,122382,121656,109955,200613
842121,Machinery and apparatus for filtering or purifying water,0,18,0,0,12,0,8,26,75,107,,21653,31053,40596,21915,38862,36634,32194,44618,40653,56197,,175213,165424,146383,139243,117802,123443,149944,158531,186665,171685
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",187,2519,672,329,248,343,359,707,227,107,,53448,54976,67006,56477,57278,76104,90804,96978,97773,125625,,146737,165258,185488,191138,183596,206940,238193,226773,212139,306790
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",82,115,84,116,152,59,123,82,65,107,,2333,3847,3605,3678,4641,3648,3132,2182,2570,3347,,1262,1356,2194,1914,2603,1872,1967,1967,1855,4481
902230,X-ray tubes,0,0,0,0,0,0,0,0,0,105,,7687,9726,11638,9014,10675,10702,10520,12744,9420,11044,,24319,23314,25535,25317,19290,23440,25441,23994,18909,19483
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),0,0,0,0,8,109,75,84,29,101,,6626,7487,8572,6546,7972,9653,12188,14034,14772,24754,,48931,53000,48829,43454,55354,58227,63125,59999,69224,77248
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",0,0,0,0,0,83,38,89,0,101,,58385,77316,79722,64873,68971,81701,88866,104846,114668,165149,,38432,47886,55324,62341,68889,71395,74733,72803,76564,96608
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",4,37,20,33,43,54,67,42,109,96,,1654,25336,2850,1541,2921,1612,2943,2426,2806,3283,,51758,41094,34727,35777,37079,39973,46031,39856,31387,34645
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",53,46,71,60,83,29,75,65,19,94,,3169,3019,2198,1672,1590,1710,1152,1355,1206,754,,1222,1296,1465,1377,1373,1178,1211,1215,1355,2073
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",0,0,0,0,0,0,0,48,127,92,,361703,288960,204116,192206,190659,288480,269376,239338,246581,441122,,47246,31861,26109,19833,20199,43646,39199,33431,27237,31858
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,0,0,0,0,0,1,10,13,89,,10912,11845,14307,16331,41810,34468,44016,44320,38958,54165,,50001,48446,46719,47017,44815,47213,44858,47225,40627,50153
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",69,49,44,107,50,60,106,80,189,89,,50432,72097,93362,91766,82635,89309,96755,97570,129555,141181,,34801,38655,41392,43494,44305,59625,69328,83329,82532,78045
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",0,0,0,0,0,30,0,71,4,89,,223079,237843,233317,209423,206730,512444,273454,251136,278482,305632,,180076,197841,204022,170664,149505,158355,183173,204625,275863,292394
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",0,8,4,26,29,33,29,95,72,87,,130441,252463,231024,338961,192717,284334,276631,358717,371389,346695,,533864,432138,450689,406158,359205,343454,337313,322639,297445,338897
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,220,120,0,56,86,,0,34,32,46,1,93,151,28,52,9,,41717,34194,43648,34421,37245,42120,44900,32900,29433,31555
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),0,0,0,0,1,2,12,34,29,83,,1513,4740,7842,8048,6567,5877,7123,8387,6087,8567,,160894,168360,165321,152652,148517,166881,182002,185074,125936,179103
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,0,0,41,208,146,77,191,79,,3364,4271,4124,5641,9420,11414,11569,11139,11986,16487,,7565,7882,7175,10988,9938,10261,9417,9083,10681,13082
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...",0,0,0,0,0,0,0,0,0,79,,11,19,16,42,7,12,15,11,10,8,,8258,6450,5144,6983,7354,6996,8830,4118,2252,2361
940550,"Non-electrical lamps and lighting fittings, n.e.s.",48,9,0,0,3,5,0,0,0,76,,706,778,548,309,143,151,214,329,294,655,,25796,25489,23976,22861,18758,16781,15546,12008,9000,12995
999999,Commodities not elsewhere specified,11,30,0,0,38,0,0,0,6,75,,12711257,13208165,11646991,55364811,45239262,52887528,63746027,55265424,39315738,73343877,,5954906,4754792,6393275,5498171,1962649,11296198,4467961,3187917,1689736,3441906
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,74,,2269,70241,18820,5428,959,52,8675,16951,20196,2950,,11312,3161,10140,4056,7564,938,3297,8471,26689,42389
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",11,1,35,10,0,24,0,36,9,66,,6540,6429,5691,4679,4463,5510,5733,6763,7977,10649,,32089,34218,48889,47314,55147,56105,53265,49125,55492,67340
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",0,0,91,0,0,0,1,3,141,65,,4869,5666,7227,5139,5435,5535,5578,4553,5990,5602,,6560,9139,7543,6259,6620,5946,3767,2813,7215,13747
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",494,3115,728,425,331,842,901,411,212,64,,82232,81368,90561,63561,73853,94470,107302,120425,124595,174345,,443212,465384,494440,484143,482047,484796,492654,497028,483508,573046
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",0,0,2,0,0,0,0,0,29,64,,42,28,177,97,83,97,473,2117,8130,14777,,2150,3053,3065,4049,3976,4155,3891,3804,6495,7418
970600,Antiques of > 100 years old,32,82,73,31,45,115,67,6,92,63,,0,938,0,0,0,0,0,0,0,0,,36221,29213,44357,19766,17329,19746,18488,20575,12222,20906
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",1,27,12,26,16,17,8,3,3,62,,1170,4449,3501,1498,2104,1449,1552,2743,2728,2776,,106132,95960,107243,127179,121835,135325,136261,130733,83026,109191
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",142,336,243,55,7,19,44,14,208,62,,75600,116238,96423,82048,129604,209120,192087,80177,119551,149022,,575500,560789,578261,496729,517604,459998,421460,422166,378786,503888
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",0,0,0,9,0,0,185,267,218,59,,32878,35468,34761,26880,20635,22095,29657,31522,32603,46832,,200949,205557,223256,220764,235359,284310,310169,292117,369588,483499
220300,Beer made from malt,1,1,0,6,18,55,54,30,19,59,,150869,151738,131083,104795,125520,129088,150646,147928,130500,160850,,253769,311264,327600,326480,325005,288830,316275,331750,259308,228562
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,58,,5415,5561,4305,2758,3550,4539,4219,5863,5159,6488,,22277,19993,18701,16503,16179,19127,20596,13260,13446,15526
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",0,0,0,0,0,78,0,0,6,56,,180089,286541,329392,414960,294681,325840,366864,411322,371326,511819,,1517536,2163714,1516504,1896507,944575,599599,814894,687706,766640,1055814
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,56,,128190,196127,103261,75547,45510,75904,75916,68561,39041,60016,,269176,264226,191158,184740,197037,181938,240598,289260,327729,539206
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,0,12,47,0,55,53,,92,1296,598,398,714,1140,746,509,367,1733,,6648,13362,22205,11591,6477,4502,3644,3652,4408,5778
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",12,249,15,72,21,84,17,49,25,52,,732,249,334,626,1849,301,5101,578,1105,810,,44280,56562,57750,69193,61105,68582,65473,76751,51898,65383
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",0,11,8,8,7,9,15,3,16,52,,3919,2451,3021,2539,2899,3069,3592,5143,5985,8923,,20938,22819,22352,21648,21079,23167,24581,24877,24096,27977
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",2,0,0,0,0,3,17,93,13,50,,4396,5904,6422,3819,3411,4753,7396,9342,11450,13754,,21760,21298,24582,23644,23134,23295,23465,21958,25235,31404
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",73,26,34,266,79,276,15,42,10,50,,44779,47256,53167,38979,16263,25461,27367,24175,17645,29820,,46505,29147,20642,23863,20931,22668,24943,40069,23144,23851
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,0,0,0,0,0,0,0,47,,1914115,1731844,1486658,1422234,1164687,1370599,1561903,1467433,1273758,2024941,,80833,68564,64565,65247,58319,60588,61561,57424,54318,69636
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",9,7,1,33,21,5,12,19,13,47,,90,410,1047,199,573,508,1976,2969,1894,584,,3550,4107,6716,11465,12524,15760,23685,31538,54501,79931
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",325,516,342,178,1228,1164,238,140,13,46,,173249,210400,188356,122399,131902,150334,166657,169714,174447,204486,,184186,202649,192152,178915,175389,183818,188404,182986,173682,214468
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",0,0,7,3,2,1,1,77,17,46,,18264,23034,19401,20745,19719,27505,30943,30447,25411,29240,,312941,332738,300773,292406,260614,334014,411524,310023,324495,394750
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",0,0,0,0,0,0,0,0,0,46,,17937,20560,18576,13213,13718,15661,20138,16198,12710,19193,,3937,3106,3159,3022,3202,3476,3596,4126,4180,5889
852580,"Television cameras, digital cameras and video camera recorders",0,1,0,4,3,7,0,13,6,45,,53876,71548,48976,59264,60095,47091,61048,64301,64106,62486,,731592,588100,576238,537141,501631,605791,726219,688206,630793,803323
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,43,67,13,44,,153365,90189,126688,97200,111086,124887,181665,139123,101613,168113,,3110,2144,1423,2410,2009,2477,3101,1896,816,122
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",9,0,74,8,4,5,6,14,28,43,,1171,1820,3315,3142,3064,5806,5775,3340,2814,6174,,49222,44302,41979,42260,40904,44851,60526,73267,68252,109745
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",3,0,0,5,0,72,30,27,23,43,,61114,67872,73300,52916,61190,83933,89512,102076,112441,145589,,657758,668580,685486,634586,625176,698755,786044,751248,903008,969416
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",2,0,31,16,0,0,12,0,18,42,,40322,73277,36474,22929,28437,32825,42529,53186,44868,52408,,165663,168525,226762,134446,125342,132910,150770,150554,161986,178769
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",76,47,8,22,7,58,26,101,279,41,,20678,25604,26263,28845,24218,31523,33875,40410,91661,92879,,344077,349175,337007,336682,363437,388821,383844,396728,530759,807792
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",0,0,0,0,0,0,0,0,0,41,,17017,15059,15737,15518,16185,20273,23274,24421,26288,34904,,4505,3464,6866,12792,11926,13312,16508,13944,13299,16348
160431,Caviar,130,133,16,58,80,57,27,131,186,40,,3478,3706,2955,2034,2113,2390,2297,2500,702,1529,,2130,2941,2141,2628,2680,3871,3089,3127,1897,2761
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",33,39,18,2,6,13,12,0,39,40,,32953,41534,29429,20161,32143,33618,29682,37678,32089,39349,,160049,151968,164127,154302,141167,154208,169574,171051,145891,156452
281910,Chromium trioxide,0,0,0,0,0,0,89,145,48,40,,1499,3409,3963,4343,7497,8157,6760,7304,7413,9457,,5715,5210,5751,4822,4818,4179,4387,3761,4595,5059
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",0,0,0,0,0,0,179,0,0,38,,5159,3365,3761,1692,1368,2117,3359,4655,3194,5857,,21759,12847,9459,8856,8298,9359,9425,9258,9636,13107
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,37,,27519,26516,27663,21875,22688,48591,68044,58248,101765,137099,,4621,3925,2915,3096,3139,4495,5175,5097,5973,7420
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",0,2,0,0,0,2,15,11,37,36,,441,714,1452,1159,2035,2869,2930,6994,11876,5769,,129833,127179,165789,212373,211413,229425,236119,283825,260719,301952
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",0,0,0,3,0,0,0,2,22,35,,2061,1603,2615,2500,3617,4613,5375,5162,5923,6462,,42188,39963,39407,43872,41391,46215,45231,41857,42298,47208
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",0,0,0,5,12,0,1,10,10,35,,17073,12578,12046,10406,13082,16091,18068,24737,56188,39197,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),0,0,0,0,0,0,4,3,4,35,,1100,1321,977,1021,1421,2566,2642,2591,3937,5174,,26348,28959,33612,33858,31759,39373,47013,49751,55818,66669
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,4,175,140,217,27,80,160,0,21,34,,3501,2434,2176,3233,3040,5078,5746,7152,11826,11318,,80443,84942,86802,81200,103529,116239,115914,112429,149726,206745
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,3,18,18,13,17,27,12,34,73,34,,17967,27205,20733,16856,20068,23987,38788,26752,24588,34784,,104510,95899,102253,93967,80388,82573,97281,94813,89958,106320
850153,"AC motors, multi-phase, of an output > 75 kW",0,0,0,32,0,0,0,0,14,34,,64550,61179,53871,48555,57501,86242,86347,78977,64988,69067,,175635,132975,104497,69409,53477,78535,123079,121161,190804,135702
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,2,0,0,0,33,,31617,38988,40968,33715,28439,25945,18803,18506,19472,41217,,4285,4955,7404,7202,4352,4764,7811,7149,5541,6286
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",5,0,8,15,10,9,5,39,30,33,,171811,711236,774358,162935,108137,72107,70825,83841,79372,123670,,649352,670282,680273,645972,678491,749131,778546,838346,726916,1063239
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",14,6,2,27,22,7,37,14,23,32,,7099,13211,15306,9680,10326,8660,8575,9845,10934,10979,,2888,2691,2635,2700,2688,2253,2128,2085,2466,2555
220850,Gin and Geneva,0,0,0,0,0,0,0,0,39,32,,50,20,87,34,21,65,226,781,1316,2910,,17218,16503,17914,16404,20164,23850,41165,45898,45954,46296
940350,Wooden furniture for bedrooms (excluding seats),0,0,0,19,91,91,0,24,0,30,,27936,28620,24274,19501,21226,30408,31644,41371,52102,73213,,273486,279003,290252,262681,268145,266025,301467,280386,312562,310393
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,21,0,65,28,0,10,55,0,30,,1178,637,666,616,664,966,597,141,519,1655,,73459,65156,59320,40333,68980,28814,67948,78199,78121,66355
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,9,22,50,30,,1448,2139,2345,1185,895,635,866,1406,1653,1827,,21548,30383,33237,30912,29024,37819,42606,44545,49480,47139
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",0,0,0,0,0,0,0,0,0,29,,126217,184874,179258,272535,138222,419366,434933,309500,331547,289193,,263196,558703,915909,827971,518346,117133,130919,141358,154026,145420
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",0,0,0,0,0,0,0,0,0,28,,134686,129640,135249,110663,99200,115144,134711,154305,153941,197364,,5169,4452,5538,5882,5231,5397,5774,5761,8508,10867
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,28,,5013,4985,2456,1290,2687,1184,538,2632,77790,83520,,2896,4938,3947,5835,3048,2647,2832,4303,3642,3110
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",0,0,0,3,0,0,1,0,0,28,,1415,1682,2277,1842,2610,2830,4188,4195,4834,7209,,56315,60058,61470,56062,54909,55853,61810,57610,55529,80711
902710,Gas or smoke analysis apparatus,6,6,9,12,4,20,14,30,19,28,,9947,9041,11642,9156,11156,18563,19552,23805,16360,18059,,53371,72179,57876,50148,49230,50808,55009,49966,54801,59672
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",60,0,0,0,23,18,8,8,6,28,,28923,35042,44367,43839,43726,44616,34694,43003,61229,80626,,556,623,1257,1604,1734,1300,1163,1235,1283,1673
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",0,0,0,0,0,1,0,0,62,27,,6037,7668,5253,4072,5240,6400,6713,7012,8342,9698,,18108,18797,21255,29923,33615,34219,33358,39446,42798,42149
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",0,0,21,0,0,0,7,17,18,27,,22061,28901,26789,17442,21983,24784,27119,33994,37742,47725,,190843,177499,190502,170606,166220,170834,173955,166955,175822,204146
720241,"Ferro-chromium, containing by weight > 4% of carbon",822,189,584,742,575,36,39,0,191,27,,231987,195518,156465,92892,73841,214726,162311,145025,138217,259542,,17946,8010,10725,10383,7909,12879,15572,10302,10859,14209
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",0,0,0,0,0,0,0,0,80,27,,405116,266372,305365,355202,253887,251571,324024,269806,231357,351155,,2335,2724,2313,2309,1448,1445,1947,1316,1818,1903
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",0,0,30,0,0,0,0,9,0,27,,7770,11140,9754,8583,6259,6742,8741,10778,12237,15738,,189765,195120,206521,214753,208384,238728,257536,256739,279916,306258
392640,"Statuettes and other ornamental articles, of plastics",0,0,0,0,0,0,8,3,22,26,,842,452,1161,617,924,1488,2037,2790,3287,4546,,36537,38701,41476,47029,42388,38164,36801,36967,35969,42516
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",0,0,0,0,0,0,0,0,13,25,,12714,13748,19678,11063,15793,26840,16410,17104,7723,10527,,36447,37122,33501,27306,24174,27023,33605,28692,29611,32419
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",26,61,33,17,40,35,48,5,19,25,,3207,2507,2733,1603,1852,3029,4349,4424,3843,3123,,3056,3541,2896,4085,9678,6669,4425,2800,1659,3371
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,7,17,19,22,18,6,21,10,15,25,,127428,63003,84966,113286,124624,180600,236710,195421,221662,180854,,428981,361505,268472,206779,147314,104855,109963,68937,67140,71041
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",9,0,0,1,0,19,2,37,58,24,,5569,7057,5313,6598,11247,11657,14732,13604,13737,27100,,220081,242728,229078,211270,226232,229116,275021,283785,362394,392442
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",0,124,0,5,0,0,0,0,1,24,,2066,2570,1794,1708,3395,4323,5088,12169,9162,13598,,71138,69640,72207,66444,53258,58914,65022,56581,57990,74592
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,12,9,4,7,20,22,13,7,23,,14593,10819,9513,9122,9807,12207,14517,10454,11016,14338,,3464,3701,3904,2687,2798,3005,2488,2835,3266,5113
210111,"Extracts, essences and concentrates, of coffee",0,0,0,0,0,0,0,0,24,23,,71291,116038,107031,117200,110337,133195,130443,107029,166528,210276,,158047,109083,108182,113623,110758,125280,134986,134405,139100,137005
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,0,0,0,0,0,0,0,0,11,23,,7354,5855,6342,4413,4111,5616,6543,7277,6060,9888,,80163,77176,78131,129637,98398,81100,65196,59314,57995,65385
821210,Non-electric razors of base metal,0,52,0,39,27,12,0,21,31,23,,26275,26196,27241,20732,17529,42542,26502,22195,21464,23800,,49251,43109,45988,43692,47801,44345,39185,43803,36722,39211
