Product code,Product label,Germany's imports from Viet Nam-Value in 2012,Germany's imports from Viet Nam-Value in 2013,Germany's imports from Viet Nam-Value in 2014,Germany's imports from Viet Nam-Value in 2015,Germany's imports from Viet Nam-Value in 2016,Germany's imports from Viet Nam-Value in 2017,Germany's imports from Viet Nam-Value in 2018,Germany's imports from Viet Nam-Value in 2019,Germany's imports from Viet Nam-Value in 2020,Germany's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,3955,1337,424,506,1116,769,2777,3468,2929,7684,,5281,6524,4261,3909,4852,5853,4918,5288,3829,5846
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,11,0,0,5,3,15,4248,8819,5746,8490,,5966,5533,5452,6008,6054,5248,4889,4470,4012,3593
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,144,222,317,308,192,1,,9029,8483,9514,8103,7911,8358,9204,8786,7825,7414
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,4,0,,23,463,337,121,74,2,30,14429,24589,28344,,19379,26979,25379,18318,14987,15174,14040,12292,13778,15430
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,27,103,993,2355,449,2759,,2687,3013,4192,2379,2281,2918,2685,2012,2683,1936
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,32,0,0,0,0,0,12,0,,0,5,46,38,53,1256,3254,4792,4341,8112,,9651,12556,10581,5537,4709,4265,3752,2709,2008,2104
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,12692,15079,11064,6172,5815,18535,32140,29510,13785,16932,,23414,23726,24219,22371,20659,21782,19018,15302,11284,15593
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,1888,110,107,89,106,1559,4523,5572,3812,6484,,11323,19494,17740,13945,13821,11846,11991,10792,6383,4808
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,57,0,73,1,446,2820,3434,4697,1579,,8259,7342,4266,4128,3182,2911,2688,1668,1693,1299
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,684,367,361,119,210,542,174,178,186,95
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,99,20,8,77,3818,4736,610,442,4,,4526,4502,3864,2169,2346,2871,3041,2441,2429,1756
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",0,0,2,0,1,0,0,1,0,0,,990,1810,1251,1464,1479,1430,1861,3019,2436,5533,,71029,63946,53014,46143,47961,46279,47433,46158,39934,43278
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,0,,0,1,1,17,0,0,0,10,14,,,61251,61665,60609,59915,58469,61358,60964,57893,55863,55719
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,51,,74113,75577,73647,58059,53439,49300,51128,51493,51489,55751
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,179,25,0,0,0,1,0,0,0,19,,7582,12670,14719,12167,13456,11297,11663,13021,14444,12819
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",1,0,0,1,0,0,0,4,23,0,,10,4,255,722,31,59,153,2,0,254,,24008,22308,31219,26261,27452,30136,34029,32213,33333,42287
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,41,0,0,0,0,0,,2453,1956,2682,4336,4239,4332,4911,11342,17462,20257,,19642,27064,27186,20205,19463,21850,19478,19896,23372,24680
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,7,11,5,,4705,6175,2236,926,1049,936,774,1313,1965,1736
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,0,1,0,0,0,0,8,0,0,,8,2,22,17,138,448,513,745,360,1446,,11933,12475,8630,8751,6108,6327,7653,7392,8323,9649
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,7,0,0,0,6,0,,1695,1761,1468,958,1027,1022,661,926,994,1415,,5829,5759,5759,3859,4448,3472,2913,2173,1580,2206
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,22,0,8,9,0,2,,6437,7412,6481,4426,4900,4330,3730,4909,2398,2261
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,796,863,355,617,1013,6955,15222,12096,8579,1779,,6052,7125,6819,5411,5147,5835,4819,6181,5538,4980
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,42,0,59,71,497,498,2381,1823,298,226,,1675,2619,2787,1891,1910,2290,3334,2923,2288,1666
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,6,130,266,90,119,180,75,108,148,186,,4657,5307,7522,6047,5591,4686,3968,3068,2294,1065
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,21,2,0,0,0,345,,758,834,1000,1205,1054,625,86,82,574,124
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,2,4,5,169,274,145,671,1224,1183,1309,,18286,17744,17534,20731,20399,19682,18545,14632,10640,10256
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,0,0,5,88,0,1,10,80,69,17,,1714,3105,4991,7794,8089,10123,9526,10182,9380,8616
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,,,459,989,799,526,650,332,116,25,7,12
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,360,10,9,629,242,30,425,199,95,47,,8401,9768,10392,4037,3347,3402,3098,2896,2877,3290
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",0,0,0,0,0,0,4,0,0,0,,482,507,1048,599,482,422,474,520,635,713,,6773,8236,7339,5779,7434,7564,7060,6822,5934,6568
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,0,0,4,0,0,0,,0,0,0,0,3,5,1,1,18,1,,6987,5736,6407,7350,5358,6333,5376,4617,4148,2640
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,57,34,75,0,0,0,3,12,0,1,,6,2,6,3,5,1,0,0,0,2
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,714,397,1879,190,355,95,319,170,0,606,,3729,3870,4588,2436,2285,3632,4191,4217,3637,3086
500710,Woven fabrics of noil silk,0,1,1,0,0,0,0,0,0,0,,11,3,14,1,2,11,29,299,2,5,,789,835,385,494,399,458,358,319,276,147
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,34,0,0,0,0,0,0,0,0,,1,6,27,61,54,438,0,0,0,,,9295,14808,17873,16905,20891,0,0,0,0,0
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",13,1,11,3,4,0,2,1,4,0,,1224,1763,1701,2695,2217,1899,2657,2330,2178,3387,,4880,5517,6258,11501,12807,18695,25523,19254,18811,23198
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,0,110,224,129,1398,2477,4067,5542,7025,7459,,5362,5066,4317,5679,4820,6581,6556,6334,10314,14907
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,4,0,0,0,0,0,,2031,271,170,445,245,562,155,160,621,1375,,384,129,156,303,269,171,171,185,258,422
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,12,10,24,1,1,0,,0,0,0,0,1,6,1,2,0,122,,8583,7374,7149,5862,3783,3792,2486,2105,2328,3236
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",0,9,1,0,2,2,0,0,1,0,,3402,24,34,40,33,56,55,28,49,18388,,62584,57128,58510,52575,56505,58096,64153,56740,53914,65771
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,0,,0,0,22,5,49,29,17,19,0,,,1608,1239,1175,1004,631,652,437,1037,875,1163
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,8,6,,433783,402658,301124,282709,295379,278407,313218,203041,224294,36013
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,0,0,0,0,0,0,,9138,163,844,457,881,2573,10881,6163,5557,8815,,71558,51395,48802,46332,34957,40270,52538,48525,30156,44202
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,0,0,0,0,0,,12884,977,5239,4365,5501,2648,930,87,161,774,,47085,60397,55870,41094,39128,42963,57508,44533,29131,36983
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,0,,1,14,60,87,12,56,131,208,100,,,23618,13315,15963,7463,8844,20640,9947,8690,6427,12443
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,1,0,0,0,0,0,,205974,184998,158417,16117,18381,228690,184695,212104,549136,673371,,115933,138779,100543,69935,63147,79792,131666,83246,65997,92591
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,97,0,0,0,,54,14,12,30,9,7,732,14,16,,,162469,168716,164029,149687,157931,225198,252447,191727,135987,263885
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,468,4,74,60,193,937,11686,10586,28688,20249,,22354,30119,21076,16898,13712,19468,27453,12785,12818,27929
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,1,3,0,0,1,0,,0,0,137,21,966,2782,3056,3457,3377,72,,3613,4635,4061,2804,2525,2056,2353,2097,3405,4343
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,0,,78,66,131,278,361,171,170,20,38,41,,754,1042,935,749,1238,1770,4441,4055,3398,3899
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,756,261,787,934,1246,1289,1386,1628,1156,669,,7,1,0,0,0,0,0,0,0,0
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,0,0,0,0,0,0,0,0,,1220,1230,1251,1130,608,674,1271,1527,1011,1339,,13751,12310,11446,11895,11297,22481,31889,27356,20045,17470
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,20,14,7,5,11,10,1,2,11,1255,,0,0,0,0,0,0,0,0,0,16
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,0,0,0,0,0,0,0,0,0,,26,13,23,46,19,35,46,47,67,726,,46830,60884,59158,45633,50975,48635,53037,41166,39857,45327
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,61,19,119,231,586,388,564,436,631,593,,44707,42764,48725,39051,35037,36452,50656,43918,45479,48230
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,0,0,2,0,0,0,0,2,0,,123,189,463,727,1393,2266,2967,4448,522,3197,,9793,13856,13400,11639,9539,7292,7366,7796,5012,8150
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,198,,45507,46291,44333,45330,44490,51627,63521,60864,61223,62308
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),161,285,282,0,0,1263,1856,0,0,0,,16,18,57,22,18,5,4,8,7,1400,,108819,112035,106872,51074,43301,58362,77155,57216,52299,90322
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,27755,27203,21813,16969,10318,16619,20860,18028,12760,16330
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,153,160,173,313,420,419,758,638,876,813,,7985,10076,5780,11436,4612,10810,5230,6309,4977,3100
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,,176,64,128,170,183,109,82,78,405,451
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,3092,631,0,3,39,,20719,15197,23388,23283,13571,20541,24151,29112,24356,23373
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,0,0,0,0,,506,60,241,0,942,795,4223,2465,4236,34161,,86330,95100,63343,48032,83652,82849,107084,92147,61545,94132
820740,"Tools for tapping or threading, interchangeable",0,3,23,0,210,1,0,0,0,0,,15,6,19,56,22,45,429,58,165,203,,105419,103339,111636,84669,84550,98089,109175,114463,91062,127749
841931,Dryers for agricultural products,0,0,0,4,0,0,0,0,0,0,,497,762,675,1140,1216,2834,2382,964,1040,611,,11520,12284,14954,20727,6332,4808,5170,2692,1578,6765
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0,9,,1542,98,634,112,72,125,172,386,82,313
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,16,0,0,0,0,,126,52,6,67,11,3,28,10,4,359,,8754,8043,7678,5573,3875,3084,3246,2483,2170,2078
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,8,0,7,0,0,0,0,17,0,0,,2722,2613,2377,2522,2329,2673,2834,2721,2906,2161,,22471,17021,22981,24154,24506,23738,26258,23637,24946,29591
842410,"Fire extinguishers, whether or not charged",0,0,0,0,0,0,0,0,0,0,,3547,4696,7324,4741,4786,5467,5735,5529,4547,1866,,70257,64067,65631,66336,75432,90218,94741,86686,74059,85281
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,305,447,266,88,0,0,0,,1320,562,847,1114,984,874,633,448,645,651,,14337,13774,13739,11143,14566,14997,13807,9815,11776,11130
830910,Crown corks of base metal,0,1,0,0,0,2,1,0,0,0,,0,33,61,160,165,401,84,47,0,206,,20890,21225,27187,20063,17452,18237,16012,12949,14268,16075
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,184,665,725,5801,1045,330,727,1166,349,3814,,12663,9313,12629,7188,12090,7176,10816,6036,5067,6307
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,0,0,0,0,0,,8,85,25,299,139,1256,24,78,87,151,,8611,4364,4598,19144,4886,6446,6165,8343,9161,11254
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,0,,0,0,0,6815,4536,114,36305,483,10344,356,,12565,13764,14979,12440,13444,10721,13394,23854,13014,14612
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,1058,3017,3109,1469,352,302,1009,204,2029,960,,60216,45066,55392,42936,45118,47662,52378,72159,41021,47057
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,300649,,3525476,4083886,4253106,2792531,3517541,2804974,5021898,5374097,4269132,4462300
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,1193,452,1048,513,490,1311,936,853,1216,1151,,5478,10938,10290,8232,9431,12671,12351,13955,24435,31121
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,21,44,50,545,559,391,1120,655,2000,1407,,32614,23901,8738,24263,28484,26376,44029,46100,55157,80826
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,0,0,0,0,0,0,0,,5652,12938,3056,8164,11364,8181,118,474,297,970,,24575,25147,27280,21862,19539,18502,20944,27826,28613,36508
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,19,0,0,0,2,,6365,5622,6572,5953,4439,3643,3638,3585,2792,4325
711029,Palladium in semi-manufactured forms,0,0,0,1,1,0,1,0,4,0,,0,428,111,233,71,20,262,175,76,103,,107099,97254,106173,84664,52351,47690,30009,47165,39530,48273
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3668,8217,8002,3011,5777,4397,5071,4947,6258,23967
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,0,0,0,,5414,4429,9471,8962,2641,2382,4595,7603,9281,4686,,276611,287271,255341,200850,173724,234291,240295,185557,129453,187223
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,11102,9912,5184,711,458,128,381,554,222,117,,46490,37649,43255,36406,32030,40306,51695,39701,29294,61120
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,6750,1520,1346,256,369,187,378,197,97,23083,,50486,44895,36904,33374,31559,31574,47747,53296,43654,57801
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,1,1379,1016,1036,77,,36508,31632,34576,19758,19050,22890,40137,23016,17923,26407
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,537,1085,107,330,152,91,4016,5052,4635,1590,,67241,57313,56267,43778,40495,44693,59380,42593,36101,55499
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,8,115,0,1,5,774,233,2366,12,1425,,101359,101936,115185,75370,79137,110539,128722,122057,102392,178051
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,70,2742,277,3,89,47,85,96,14,107,,90337,186490,432114,545595,357019,395921,417150,361956,292952,399806
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,76,45,54,47,307,1,13,0,0,12,,100141,93910,125185,104222,87964,104170,133101,133639,110339,187040
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,6248,5469,3867,4575,3811,4616,49798,48449,39627,65393,,80354,65966,126013,107774,85438,104059,149523,111635,127175,200541
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,7,1,4,1,1,4,0,0,,78,25,91,60,41,21,45,101,144,172,,7521,6960,7097,7987,10803,12938,12913,9923,8974,8884
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",1,2,0,0,0,1,0,0,0,0,,2541,2323,1850,1877,1348,1774,1772,2081,1976,453,,53535,54787,56658,51532,55960,60201,67788,70674,66223,80541
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,0,,13,0,0,414,0,4,0,12,0,127,,2276,3445,2659,2868,2402,2679,4940,16914,4800,4036
750890,"Articles of nickel, n.e.s.",0,0,0,0,0,0,0,2,0,0,,430,1100,1629,1329,1198,1093,1605,31552,18705,987,,25592,26866,32682,47183,55945,70850,78035,79578,54932,76272
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,2656,1379,3040,4048,5011,3633,7484,2799,528,2001,,178860,173687,188342,176457,147568,122426,149863,138458,123380,143690
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,12,0,98,0,2,1,8,0,17,3,,1359,2501,2720,3218,4622,4145,4746,5250,4474,5962
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,703,517,0,3,0,874,1644,0,55,,,92165,86990,80817,66708,60304,71074,76254,61857,52514,85400
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,886,363,402,349,319,0,0,0,0,,,1457,1442,1369,1764,1050,1436,1435,1205,1162,809
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,1,0,0,0,0,0,0,,28,107,89,62,39,19,250,67,2299,2909,,261849,243502,253419,196266,180208,204954,236149,192266,178531,338517
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,808,535,515,2994,6198,4935,4226,5009,6233,5160,,21744,24112,21451,19909,21062,21941,28989,31410,26638,25100
850240,Electric rotary converters,0,7,0,0,0,0,0,0,0,0,,0,0,1,0,0,3,1,1,1091,1690,,24800,22613,22449,15235,17791,33320,32018,28521,14346,14101
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,0,0,0,,9641,12088,13253,14709,15931,19317,18717,20307,10249,14715,,90190,81571,70397,69626,76944,44600,50725,75820,73197,81498
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,4737,1536,1522,1342,554,676,834,312,409,1887,,2259,2102,921,776,347,2797,4106,5864,8341,7355
851633,Electric hand-drying apparatus,0,0,0,0,2,0,0,0,0,0,,45,17,22,3,35,125,35,36,46,13,,6664,4252,3797,3042,4869,3248,4612,4787,4089,3695
851640,Electric smoothing irons,0,0,0,0,0,2,0,0,0,0,,141,168,109,87,94,90,117,100,65,50,,201503,215989,195159,161571,164430,171552,156435,168141,155243,156497
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",2,0,0,0,1,0,0,2,1,0,,525,8,12,144,57,560,353,1111,3725,493,,35680,41753,55338,63843,71627,81290,98614,90157,98620,132063
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,79,83,0,2,31,,986,594,356,357,348,383,333,472,410,385
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,5,0,0,0,0,0,0,,0,1,14,0,1,4,6,0,5,150,,11443,4350,5244,3220,2207,864,1574,4134,3861,1961
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,0,0,0,0,0,0,0,,324,693,2878,3582,6209,3635,3372,12084,1256,1350,,7181,8166,8269,8269,5428,6261,6761,6359,5709,2533
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,1,0,0,0,,0,0,0,7,169,10,103,804,167,1559,,7829,7931,9283,10415,10649,11298,13366,12444,9170,9224
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,0,0,0,0,0,0,0,0,0,,211,280,669,566,214,589,173,393,235,2019,,46064,36319,35049,22512,16514,12469,15823,16856,18795,27142
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,139,,36247,29223,41692,40654,44560,37459,40544,30042,28751,36732
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,7,5,0,0,0,48,10,0,0,514,,123,557,1874,75,52,161,44,141,53,149
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,,70299,76586,76794,46334,27072,16860,38555,20172,15736,23110
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,18,1007,1763,69,57,74,65,,,5105,5417,8005,4770,3398,5136,5794,4968,4556,5536
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,0,0,0,0,0,0,0,0,0,,507,454,409,314,371,92,506,758,1259,210,,17894,11626,11857,16461,9652,13215,16953,14162,13235,7880
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,0,0,0,0,0,0,0,0,,0,30,0,0,116,878,1089,33,0,,,0,10,53,12,0,69,235,441,133,1455
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",22,0,0,0,0,0,0,0,0,0,,329,476,732,1438,154,590,1221,1398,182,246,,54604,66788,61423,57301,61520,74909,83287,43304,45476,30584
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,1,124,0,0,0,29,9,2,0,,,1568,15681,565,553,1629,1437,8423,12908,3115,1917
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,1,0,31,1,0,22,145,160,0,83,,2959,3434,3883,3288,4067,5208,4397,3089,2195,1461
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,0,,74,122,93,3809,4506,3430,3490,3669,1830,1968,,17268,10104,11177,9525,11642,11079,22244,22332,20984,27233
