Product code,Product label,"Taipei, Chinese's imports from Singapore-Value in 2012","Taipei, Chinese's imports from Singapore-Value in 2013","Taipei, Chinese's imports from Singapore-Value in 2014","Taipei, Chinese's imports from Singapore-Value in 2015","Taipei, Chinese's imports from Singapore-Value in 2016","Taipei, Chinese's imports from Singapore-Value in 2017","Taipei, Chinese's imports from Singapore-Value in 2018","Taipei, Chinese's imports from Singapore-Value in 2019","Taipei, Chinese's imports from Singapore-Value in 2020","Taipei, Chinese's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
761519,"Table, kitchen or other household articles, parts thereof, of aluminium (excluding pot scourers ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23990,25200,10,0,0,0,0,0,0,0
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",11,0,0,0,0,0,7,0,0,0,,18465,20610,7251,7992,11795,12622,41119,10936,18535,24338,,21594,23288,31335,21594,26628,21378,28392,30836,21275,24285
750711,Tubes and pipes of non-alloy nickel,0,0,0,0,0,0,0,0,0,0,,1411,4491,9,179,188,6,0,140,88,70,,207,311,660,479,448,507,2109,455,573,1936
760421,"Hollow profiles of aluminium alloys, n.e.s.",11,0,0,0,0,0,0,0,0,0,,4241,2634,1788,2074,1519,2015,1682,2674,4179,2433,,1470,1553,1654,1346,1499,1301,4136,6381,1234,1825
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",0,4,0,0,0,0,0,0,0,0,,6069,6365,7756,5671,6062,8165,8921,8943,9055,11998,,5627,9548,6907,7917,7643,8620,8431,9350,8144,8909
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",86,27,2,0,0,0,0,0,0,0,,21164,29865,25479,26970,31351,27835,22505,26825,19799,8969,,9813,7612,6487,9416,7213,4073,5362,4417,4732,14696
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,0,0,0,0,0,,3693,1073,528,2181,4049,3921,2036,1034,268,575,,4457,2493,1918,7253,2365,1530,5413,2909,4316,1288
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",0,0,0,0,0,0,0,0,0,0,,6251,15340,17434,6647,4792,2830,4098,6807,4956,11588,,2689,3444,4521,3293,3342,2805,4132,5861,5717,6017
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,30155,22115,18955,8990,9301,6524,13925,20114,11933,14261,,4454,6733,6047,3720,3136,4619,8528,11320,8829,9185
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",0,0,0,42,0,0,0,0,0,0,,28430,15728,7872,5889,4511,4270,8635,4571,4674,9032,,15322,10032,7689,4761,4116,2729,4088,2194,3567,1455
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",0,0,0,0,0,0,0,0,0,0,,8595,7320,5604,5665,4370,4872,5370,4809,4529,7168,,3605,3454,2658,3373,3277,4872,4999,6562,5241,9698
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",29,29,0,11,0,0,0,22,0,0,,11074,9646,7916,8038,7185,6338,7299,6848,7076,6654,,1310,685,690,1082,492,577,395,487,761,997
731512,Articulated link chain of iron or steel (excluding roller chain),0,0,0,0,0,0,0,0,0,0,,7561,12166,13417,8758,3703,6281,3267,4715,2408,2868,,8467,6539,6674,5710,3874,4491,3812,3709,3235,4289
731520,"Skid chain for motor vehicles, of iron or steel",0,0,0,0,0,0,0,0,0,0,,461,1636,9874,1254,293,225,657,883,997,531,,37,75,106,73,83,87,109,20,41,71
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",0,0,0,0,0,0,1,0,0,0,,3643,4686,4050,3390,2754,1878,1259,536,963,1991,,915,475,211,238,315,260,418,1661,2537,4428
740313,"Copper, refined, in the form of billets",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6226,8626,6607,5776,5093,5187,4679,4143,6692,5777
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",0,0,0,0,0,0,0,0,0,0,,243,742,1250,759,1135,533,616,2802,4383,12297,,88,300,132,247,186,266,525,430,532,883
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",2,13,15,0,0,0,23,0,0,0,,2047,1702,1602,1053,875,1374,986,852,1152,460,,2537,2803,3405,3257,3063,2864,2974,2896,3079,4421
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",0,0,0,0,0,0,0,0,0,0,,666,458,555,691,603,1066,446,510,571,422,,1902,434,423,1934,480,442,549,513,591,603
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,4601,95,4,13,5,72,1,0,0,0,,3090,756,1764,751,795,1323,230,6759,1166,28
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",0,0,1,4,2,12,10,0,0,0,,48506,58615,26653,20093,13909,24862,16644,26226,18437,19868,,3665,1373,1055,909,2659,729,682,1164,7046,11629
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",14,22,21,5,7,6,2,7,3,0,,50240,36361,34490,39139,30475,41747,65998,72982,60903,73651,,62318,56241,46875,39321,39295,40399,36757,36600,38846,43322
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,21,813,1194,1248,13,17,53,6,5,0,,3482,4523,31997,2198,70,0,1589,0,0,0
841121,Turbopropellers of a power <= 1.100 kW,0,3,0,0,0,0,0,0,0,0,,37165,78302,65276,38398,51434,69321,106812,196942,83578,49015,,10,33,10,116,430,797,521,43,79,20
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,105085,247199,426610,295076,210057,150620,190518,409645,349886,196138,,4146,2858,1799,4857,39210,105207,42078,58256,122603,202575
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,0,0,0,0,0,0,0,0,0,,1391,1047,1527,1021,1082,2795,874,1221,804,710,,6672,5192,4230,4146,4182,3150,3076,3107,2598,3204
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,0,0,0,0,0,0,0,,1181,315,505,492,193,95,139,39,212,85,,5594,6140,4148,4447,4785,3348,3037,1666,1944,2692
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),0,4,0,55,0,0,0,0,2,0,,4215,7958,6932,6038,6590,5503,6070,7741,5521,2948,,9761,8725,11567,10270,6572,10208,9603,11773,10806,9824
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4841,1299,1756,1915,,0,0,0,0,0,828,863,1543,1329,1137
842219,Dishwashing machines (excluding those of the household type),0,0,0,0,0,0,0,0,0,0,,2667,2901,2433,2303,2177,1922,3834,1908,1041,1622,,3872,4792,4948,4977,4351,6996,5397,5453,5611,5978
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,33521,21847,14795,11500,12388,7518,10179,12390,2579,5371,,495,377,311,254,219,366,563,435,612,646
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,2027,2258,4085,377,676,18390,9226,35,2945,3752,,854,6013,19667,2857,7007,2033,128,3275,7602,12479
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,0,0,0,0,0,0,0,0,0,,61647,14588,3842,18959,12969,7108,1599,5515,11597,1926,,165,223,118,592,253,644,1170,2543,1232,440
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",0,0,0,0,0,0,0,0,3,0,,387,805,288,461,362,514,496,171,831,140,,1243,928,846,602,754,997,1639,1819,1291,1254
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,0,0,0,0,0,0,,244,11,0,0,394,349,35,22,25,1,,203,302,734,567,472,272,137,118,379,647
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,0,0,0,,6,20,38,73,112,86,174,42,95,97
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,1,0,0,0,8,0,248,0,,1118,1552,3871,882,1156,830,677,771,813,2531,,4275,3207,5263,3363,4690,3144,5546,3436,6746,9145
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,61,20,48,97,70,36,51,19,65,34,,1026,1156,1542,900,826,767,694,705,541,671
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),28,5,0,0,0,0,0,0,0,0,,5603,3309,3023,4290,4288,5710,5640,4959,4468,5719,,2502,2698,2150,1982,1503,1731,1814,1869,1765,2014
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,0,0,0,0,0,0,0,,203,131,63,83,81,112,120,39,118,78,,505,513,551,646,474,576,423,486,245,451
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",48,49,90,0,34,50,57,0,1,0,,4400,1916,1930,1919,1866,1020,2161,1580,992,1495,,689,1386,3148,3301,1552,661,2476,1539,1066,1959
730820,"Towers and lattice masts, of iron or steel",0,0,0,0,0,0,0,0,0,0,,5939,5617,17280,1302,3823,6749,1114,12485,1244,1366,,118,101,1997,136,20,128,1690,3251,74934,273695
731519,"Parts of articulated link chain, of iron or steel",6,12,16,0,7,7,5,11,11,0,,3932,2163,2075,1885,793,1108,1445,1245,5229,15656,,1428,1036,1207,1289,1792,1770,1465,1766,1811,2417
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,446,613,1030,517,557,111,119,71,27,77,,34,65,171,91,20,111,32,59,15,11
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,2,2,0,0,0,0,0,0,,155,298,49,140,36,88,864,736,141,296,,196,124,148,142,145,161,106,296,894,547
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,380,188,862,274,576,310,271,146,96,336,,2039,1738,1809,1751,1372,2029,1770,1589,1530,1747
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,1630,2101,1312,440,356,579,1144,138,1319,348,,968,707,895,513,711,620,540,540,299,485
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,2,0,0,0,0,0,0,0,,2423,666,1859,624,397,3207,11420,16504,1431,2360,,20799,26607,25933,24120,28275,30038,20834,935,2145,3492
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",365,47,0,0,54,0,0,0,0,0,,45281,48097,49804,33128,33442,36978,40635,26908,27325,21309,,74877,82994,72317,60638,32808,37148,43120,36383,32899,73744
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",90,22,0,0,0,0,0,0,0,0,,4190,2086,1307,1965,4005,6974,2052,4039,4603,12075,,8579,6649,5483,4263,3849,3942,3167,5623,5909,12283
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,0,0,,393,151,1759,87,52,50,207,670,1301,525,,1112,1466,2005,1388,253,2045,1153,1157,895,549
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,0,0,,3078,1356,1082,213,235,261,127,300,115,200,,435,210,425,79,168,147,623,113,441,1704
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,2294,4927,4538,1799,1464,1939,1522,1864,1829,4140,,3765,5183,5257,2719,466,883,958,895,1265,1420
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",106,0,0,0,0,0,0,0,0,0,,19361,8710,20092,25234,56510,22416,15723,2362,39026,95893,,312978,331802,413274,393646,332864,520074,484619,467847,371017,512250
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,149,141,273,225,144,147,298,237,92,384,,5472,5823,5697,4711,5088,6438,5918,8618,8533,13457
790500,"Zinc plates, sheets, strip and foil",13,0,0,0,0,39,0,0,9,0,,650,189,301,88,127,47,322,93,97,58,,4036,1789,2030,3471,2200,3770,2612,1782,2190,2802
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,4946,2950,1503,1595,200,208,55,82,224,263,,2783,1855,1589,5832,1469,736,1013,3247,5176,1456
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,0,0,0,0,0,0,,93,177,232,333,42,18,38,3,5,16,,9227,7366,6520,6520,7220,16000,11668,14384,16606,18071
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,1,28,0,0,0,0,613,402,0,0,,0,3,20,312,4,0,0,0,31,80
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,0,0,2,1,1,0,70,120,6,19,,8223,15755,13266,10847,11027,11886,11986,11985,8922,22397
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,146,289,226,319,153,166,641,400,769,296,,141,180,104,133,172,135,182,326,316,323
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,7195,0,0,4715,34,4,0,0,0,0,,85108,114559,123609,40643,197512,48506,45110,101411,165749,27336,,15303,7848,42667,8212,2766,679,15105,23421,20069,7063
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",15,2,3,0,0,0,0,0,0,0,,20331,20898,17252,16314,16955,17926,15631,13483,16169,16408,,3465,2703,2922,1915,1495,2006,3377,4379,3194,3036
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",0,0,0,0,0,0,0,0,0,0,,6192,6739,5769,4990,7250,14892,32854,13713,8369,9817,,4642,3063,2441,1495,2537,6665,5930,6681,6326,3728
851521,Fully or partly automatic machines for resistance welding of metals,0,0,16,45,19,0,0,0,0,0,,7137,4779,1548,3178,1501,936,2271,3613,2073,1382,,8471,12718,3314,3796,11180,4724,4946,6814,6315,7960
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",0,2,0,0,0,0,0,0,0,0,,19691,20230,24336,17179,15162,11025,7603,9989,6418,5611,,3107,2698,3277,2817,2596,2982,2951,5135,2281,3424
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",0,0,0,0,0,0,0,0,0,0,,1895,2025,17201,2519,2725,3530,3316,2694,3099,4618,,2896,370,209,1115,564,606,806,958,797,1057
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",0,0,0,0,0,0,0,0,0,0,,2723,7535,16303,21017,24818,35748,17117,17620,30043,34875,,1179,1178,1062,958,1227,1318,1567,840,1411,1000
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),0,171,23,4,2,60,3,0,301,0,,2766,5290,4708,3816,6202,5653,5820,9448,5347,6125,,33085,34798,45510,44071,26871,46804,57588,74181,42905,90120
854072,Klystrons,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,197,1320,0,0,0,0,0,0,0,0
854419,"Winding wire for electrical purposes, of material other than copper, insulated",22,107,21,10,11,66,0,0,5,0,,32331,27029,27904,18543,16835,14509,17206,8998,5269,6289,,18110,14487,11812,14206,10028,12287,13161,12048,17685,15777
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,29418,20433,23972,7414,18001,12215,23678,9244,8230,18714,,4071,4934,4489,3228,3545,3027,25349,38665,30036,51437
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,293,0,0,,0,0,0,0,0,0,0,0,0,0
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,0,0,0,0,,13834,22006,13298,8971,2971,1000,323,265,3049,155,,6732,6352,8523,6562,2463,4884,1773,3246,9131,3891
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,1098,467,70,2310,5271,1494,1,33,1,2,,0,0,0,0,0,0,0,0,0,0
870821,Safety seat belts for motor vehicles,0,0,0,39,0,0,0,0,0,0,,1623,1323,1489,1366,1414,1962,3074,1922,1667,1995,,4125,5686,7591,7771,7539,7371,8005,10823,11515,12865
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",1,1,15,9,0,0,0,5,0,0,,13551,15637,16945,16404,17550,16140,21664,21585,14655,12576,,32404,34148,37600,36338,35513,40869,45240,44393,54888,65014
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",0,0,0,0,0,0,0,0,0,0,,1161,752,1262,1309,446,603,1540,2055,1576,10501,,166,117,42,285,57,108,84,119,91,3
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,421,23,124,347,224,0,0,0,0,0,,193418,170188,156438,185821,179193,182338,0,0,0,0,,54834,44709,36474,27813,23273,251,0,0,0,0
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",2,0,0,0,0,0,0,0,0,0,,15925,14344,11848,22005,12238,13065,19285,16560,11086,12865,,4390,3873,3991,4137,4465,4479,4707,5228,5404,4990
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, ...",0,19,3,0,56,2,0,0,0,0,,17241,8368,3501,5645,3448,2993,9384,15974,21799,10633,,3484,2857,2783,4415,3396,3303,3462,2631,2822,5626
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),0,0,8,0,0,0,0,0,0,0,,54174,46283,42951,19261,8708,16663,7105,3131,6245,8661,,2880,955,363,1818,457,620,577,2509,2559,3460
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",0,0,0,0,0,0,0,0,0,0,,19398,17924,9028,2707,2503,1712,771,958,229,381,,1065,670,948,1152,991,1493,1683,2127,2297,5121
847730,Blow-moulding machines for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,4983,2923,3650,1170,2369,1351,431,556,4082,2089,,4840,6124,8292,12786,9213,5458,11032,3414,7071,2631
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,0,0,0,0,0,0,0,0,,1975,1818,5002,1061,1629,2114,1577,785,293,154,,3412,2547,2501,2311,1511,1638,3529,3247,1631,2493
845510,Mills for rolling metal tubes,0,0,0,0,0,0,0,0,0,0,,39,60,12,12,51,60,188,242,11,104,,177,40206,1236,642,20,2721,596,1277,748,1173
845522,Cold-rolling mills for metal (excluding tube mills),0,0,0,0,0,0,0,0,0,0,,14,180,587,313,81,153,99,362,54,206,,17885,56845,16012,7414,3720,4271,4206,20366,562,1276
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1997,496,597,139,,0,0,0,0,0,29,173,104,921,122
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",10,0,0,0,0,0,0,0,0,0,,1655,2929,2294,3973,2548,2702,3476,1733,1507,3827,,1386,3168,3641,1471,1721,1332,2149,2004,914,594
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,77,44,23,,0,0,0,0,0,3193,1826,5085,24,2572
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",0,3,46,5,3,0,0,0,0,0,,2051,1852,2743,1388,2041,3948,1877,3178,1569,2013,,11983,7244,11308,12031,30586,11736,8830,6377,5806,8177
846210,"Forging or die-stamping machines, incl. presses, and hammers",0,8,17,0,0,0,48,55,0,0,,17547,10663,11634,4232,13136,4584,12922,14588,6097,18192,,14766,14137,20947,14484,12522,40085,22076,12027,9831,11344
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,0,0,0,0,0,0,0,0,0,,32702,18326,26840,20107,20523,18632,17883,20180,11213,15436,,13584,10712,6819,19613,19329,7669,6802,9369,6049,7233
842541,Built-in jacking systems of a type used in garages,0,0,0,0,0,0,0,0,0,0,,225,5628,3085,456,705,517,108,170,42,540,,1440,1290,1942,2275,1976,2302,1976,1924,2468,2558
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,0,0,12,0,7,0,0,0,0,0,,13054,3703,12947,6448,8158,12436,13177,11967,3380,7806
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,60,0,0,4,0,0,0,0,0,,249,202,418,248,191,330,421,62,53,1025,,15404,8572,7922,11347,7904,6569,6705,8252,3925,9012
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,0,0,0,0,0,0,0,0,,879,80,1798,1219,77,12,14,47,0,6,,3324,4515,3205,2557,2515,2367,789,1964,1643,2539
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,0,0,0,0,0,0,,454,407,736,146,522,15,91,27,108,89,,398,794,1231,2420,2616,9741,517,1960,1817,1484
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",0,0,1,0,0,0,0,0,0,0,,872,810,958,1620,3189,3988,2538,3201,2730,1935,,562,1249,644,1190,722,876,589,1780,557,1818
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,0,0,542,0,0,0,0,0,0,,5083,8475,2575,16566,6512,316,41,1129,2106,15219,,34,2180,14210,976,8589,1846,7625,4113,1110,1142
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",1,7,0,0,8,0,0,0,0,0,,4725,2954,3889,1192,1108,1309,1130,762,396,1074,,5968,10284,9788,2497,6720,5407,4488,2760,2131,7093
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,0,0,0,0,0,0,,1439,748,350,319,107,62,94,73,21,553,,2923,2064,1417,1933,1847,507,807,531,152,204
844311,"Offset printing machinery, reel fed",0,0,0,0,0,1,0,0,0,0,,734,807,7940,657,739,319,1229,997,193,125,,13516,1824,3850,2211,6502,2631,1523,1782,956,612
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,0,0,0,0,0,0,,264,265,294,522,1166,560,391,166,133,309,,508,547,298,605,619,398,324,503,489,553
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,0,,109,75,210,435,1229,1311,1552,1053,1533,1227,,2190,2563,3015,3775,3491,2543,2387,2220,2267,2474
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",0,0,0,0,0,0,0,0,0,0,,6921,2834,2775,3766,4139,3062,2883,4565,1090,2274,,59,182,207,264,302,688,684,423,214,344
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,0,,47,114,619,272,152,40,140,51,12,18,,48,4,54,30,22,78,32,145,24,1
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",0,0,0,0,0,0,0,0,0,0,,3738,4759,3601,4516,4914,7287,8641,3925,6224,8182,,2964,3323,4136,3606,2594,2251,2980,2948,2411,3111
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,1,0,1,14,0,1,0,0,0,0,,32734,33660,37748,40706,41311,38151,60823,41752,36134,40371,,55746,54942,76226,101158,100784,93896,98598,117539,104629,108433
650510,"Hairnets of any material, whether or not lined or trimmed",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,82,62,0,0,0,0,0,0,0,0
660110,Garden or similar umbrellas (excluding beach tents),0,0,0,17,0,0,0,0,0,0,,125,4266,270,228,188,214,236,301,83,71,,481,398,469,689,564,628,465,638,664,575
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",0,0,0,0,0,0,0,0,0,0,,11309,4391,2281,2936,2219,2307,2954,2915,6804,3789,,765,984,1017,1127,698,601,701,1068,921,1191
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",3,2,10,0,0,0,2,0,0,0,,2424,2778,1518,2411,914,1296,1675,658,994,1262,,15297,15262,14955,14661,14775,14990,13444,12839,11904,13841
700220,"Rods of glass, unworked",0,0,0,0,18,35,33,0,0,0,,35,6,25,92,174,586,217,157,587,727,,1149,1527,2990,3261,5590,4883,3525,1981,1935,1736
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,0,0,0,5,2,0,0,0,0,,88,12,41,174,35,91,147,137,126,160,,246120,186436,75733,109401,135365,64959,68353,64372,66786,78968
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,1649,2204,1253,623,447,606,413,1727,307,234,,341435,189048,122108,121042,80257,87117,91964,42450,58976,80807
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,301,114,603,103,390,312,66,55,22,21,,4861,4959,4006,2735,1249,1462,1268,810,614,515
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,0,0,0,,743,2863,2134,583,352,810,455,513,138,119,,549,581,1159,851,355,414,330,315,278,407
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,0,0,0,0,0,0,0,0,0,,2250,500,625,294,348,358,535,185,87,98,,1994,1665,1827,2337,1057,762,685,576,423,578
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,0,0,0,0,9,0,0,0,0,,322,265,434,404,477,2932,8023,9777,13214,17436,,2471,2109,3747,2414,2325,2824,2873,3011,3543,3858
701820,Glass microspheres <= 1 mm in diameter,0,0,61,0,0,0,0,0,0,0,,3392,10618,9341,4645,5176,5255,4880,4100,4419,4709,,4539,5024,5992,5920,5570,5791,6705,5972,5648,5981
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",0,0,0,0,0,0,0,0,0,0,,2321,1468,1128,1339,1019,417,449,436,147,167,,4954,1654,1263,1698,1304,1211,818,1089,1300,1675
630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",1,0,0,0,0,0,0,0,0,0,,1466,1167,914,1283,4264,686,720,253,73,466,,90,175,148,111,264,331,344,171,121,93
