Product code,Product label,"China's imports from Taipei, Chinese-Value in 2012","China's imports from Taipei, Chinese-Value in 2013","China's imports from Taipei, Chinese-Value in 2014","China's imports from Taipei, Chinese-Value in 2015","China's imports from Taipei, Chinese-Value in 2016","China's imports from Taipei, Chinese-Value in 2017","China's imports from Taipei, Chinese-Value in 2018","China's imports from Taipei, Chinese-Value in 2019","China's imports from Taipei, Chinese-Value in 2020","China's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",854,284,335,256,178,116,88,108,110,62,,1617,614,961,956,1344,1175,853,1320,1096,1144,,11582,17332,26503,23388,19824,10929,9782,10042,5905,3328
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",203,763,1066,852,434,355,1511,703,192,62,,1049,878,791,812,2475,4465,4870,4215,1533,2448,,7385,10176,11556,12460,8128,8012,10894,9106,15519,10368
91091,Mixtures of different types of spices,354,170,47,74,41,49,69,8,4,62,,547,635,516,657,530,538,465,386,319,311,,1436,2130,1431,1155,885,958,1009,970,1148,1494
40900,Natural honey,334,251,413,483,477,404,244,209,169,62,,4020,5206,6208,8635,4824,5113,3544,3241,2323,2908,,26208,42932,58627,74740,72807,91235,70129,84901,89231,96151
340600,Candles and the like,32,40,58,82,48,50,56,49,49,62,,2897,2342,2795,2971,3566,3404,4002,3941,3466,3483,,5449,5581,5719,14223,16554,12277,13301,13122,18498,30202
820110,"Spades and shovels, with working parts of base metal",403,485,399,127,51,37,72,57,26,62,,3632,4424,4642,3901,3752,4373,4122,4956,4501,6447,,544,629,561,264,195,212,231,231,360,260
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,20,35,42,19,25,77,29,22,61,,1,8,0,1,1,5,10,22,21,15,,548,1255,1511,1957,2480,3520,3607,4010,4835,4164
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",16,3,11,10,5,21,17,12,107,61,,2103,2177,744,628,669,488,262,106,143,306,,3213,3448,4384,2399,1753,1749,2168,1864,1127,1382
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",26,20,10,56,128,61,41,38,28,61,,7348,5443,4964,5128,3566,4007,4764,4528,3200,3038,,730,765,941,746,826,753,719,556,610,884
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",0,8,139,687,926,400,278,125,56,61,,9957,3427,1846,1504,1811,1389,1190,1136,1053,8030,,824,1701,3785,7816,11533,19062,25928,20108,15610,11690
950661,Tennis balls (excluding table tennis balls),150,297,254,63,89,13,31,40,38,61,,4718,5072,4926,4169,4003,3285,2355,2236,2834,4001,,1401,3586,3162,3790,3993,3989,4037,4452,3464,3870
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",87,29,38,11,43,85,134,259,152,60,,334,652,1102,1966,924,1554,1126,291,282,523,,2075,1398,971,957,1360,1140,1255,2063,1386,1348
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",964,1217,1733,776,296,225,135,270,57,60,,1945,2653,4072,5804,4388,3875,2871,1820,1136,938,,6797,6127,10201,3377,1650,1532,2017,2333,1292,1527
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",5,0,1,1,3,1,0,0,18,59,,10290,9450,10384,10498,9204,4268,5086,4158,4390,5006,,713,748,822,937,1514,1700,1209,988,1026,889
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",400,722,511,247,191,76,279,62,55,59,,12075,12094,11786,10965,19006,13952,16053,59347,10476,11859,,4226239,5679913,7764428,6693533,7106304,7212350,8136090,7350291,5627046,8705045
830520,"Staples in strips, of base metal",107,49,568,50,41,43,54,56,54,59,,15927,14377,14614,12814,11436,10458,10078,11067,16842,21543,,9069,8980,8774,6945,5123,5278,4159,4063,3554,4380
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",2,40,0,0,0,0,0,4,325,59,,18333,16471,22900,18664,21709,18057,15017,20785,15886,11289,,27311,43781,48416,38539,46267,68231,56388,67879,33479,43012
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",1173,2063,2656,1365,646,33,98,74,52,59,,3598,2798,3883,2468,2124,2759,2728,1076,50,75,,12198,10929,11505,5002,1821,2097,2536,2207,1931,1771
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",767,404,334,1403,473,284,348,125,132,59,,5534,5938,6506,7162,8336,8082,8366,7669,7450,8806,,10985,12703,12286,10024,12349,11052,14607,17744,11003,11848
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",212,47,27,40,95,477,249,33,8,59,,3747,2821,3003,2736,1796,2894,2481,2528,1255,1952,,1191,326,794,568,519,1036,785,633,343,738
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",806,845,641,432,508,181,237,277,112,59,,32576,27117,20784,17257,14046,11210,11276,6916,3406,3088,,30346,26168,27802,30609,26556,20207,21254,15280,8841,7424
720229,"Ferro-silicon, containing by weight <= 55% silicon",28,54,0,0,0,28,21,45,28,59,,136,130,98,102,82,65,87,53,37,40,,6902,6908,4935,4132,4415,2318,4679,3287,2162,2100
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",779,652,832,356,132,36,32,18,18,58,,92,388,69,4,2,2,6,3,18,25,,22455,26211,21890,19268,12836,10360,5101,10455,4281,3957
901410,Direction finding compasses,41,85,234,173,286,232,79,127,86,58,,1841,2180,2216,3697,2953,1826,1380,1553,1418,2195,,29683,33686,35520,28606,21021,17345,16184,19383,18558,19523
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,124,36,37,64,38,17,260,158,79,58,,1368,1129,822,1399,1017,670,574,463,589,587,,15296,17887,25316,25706,30716,31972,40776,49205,40641,47812
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,328,0,15,254,58,,0,0,0,0,0,443,374,972,1391,561,,0,0,0,0,0,1909449,1972550,2109590,1894405,1585186
293030,"Thiuram mono-, di- or tetrasulphides",5,4,0,0,3,0,17,5,6,58,,19,8,5,52,29,70,90,81,44,29,,131,145,197,168,131,207,166,251,244,259
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",131,41,4,141,128,87,48,56,34,57,,2110,1481,1872,1970,1722,1949,2363,2350,2507,3947,,678,413,364,712,552,476,424,765,753,880
90412,"Pepper of the genus Piper, crushed or ground",65,132,152,152,146,112,113,60,46,57,,1069,915,1069,1419,1446,1651,1429,1058,948,1122,,6221,4307,5538,5064,4912,5041,4222,4271,4542,4741
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",502,219,132,255,213,119,48,15,55,57,,20376,17974,17496,15367,15040,11466,8841,10381,6869,8645,,5299,4103,3038,2988,2680,2334,1706,1192,1172,1101
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",186,206,181,206,173,76,99,38,64,57,,574,563,634,704,742,601,916,1737,2101,2742,,28496,39235,46979,43645,39159,46082,51030,49647,41406,34978
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",480,519,566,530,416,466,346,438,267,57,,4076,4577,5117,5047,5536,6860,7711,7925,11239,12449,,2926,2684,4258,4712,7566,7299,7713,9941,17284,17884
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",50,50,71,64,63,192,176,131,34,56,,368,345,460,501,541,837,696,688,619,552,,15887,21581,36578,58986,73401,105141,131293,142719,147955,161481
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",2543,1472,1273,538,435,79,62,56,704,56,,3247,3287,3241,7004,6062,8976,15966,15554,10529,13080,,31166,25026,28879,24995,24396,33273,43039,42118,41437,33686
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",138,25,11,86,22,18,86,4,2,56,,798,155,779,227,648,409,351,339,1039,1238,,10928,14933,19103,21933,16769,16113,14781,11460,4200,5545
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",61,104,55,105,49,57,54,74,136,56,,3236,2899,2259,2483,2044,2188,2595,2008,1909,2531,,12224,12865,11338,12697,16046,16638,16611,15949,15747,16110
280421,Argon,70,30,11,3,12,41,63,58,52,56,,1091,833,650,628,1124,1649,1565,1429,1496,1410,,202,76,374,559,316,371,1112,155,332,446
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,255,115,56,,494,745,755,973,605,1218,1193,1115,380,411,,7198,9359,13222,16917,15293,41558,30803,32237,31238,68660
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",78,57,38,27,50,48,129,94,35,55,,5485,5385,3508,3265,2322,2289,1900,2217,1240,2369,,13107,15639,22423,34641,51317,64473,88758,90030,102589,114647
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",34,38,38,39,31,25,45,52,68,55,,2390,2031,1942,2035,1072,1154,1210,1046,931,1063,,1314,1292,1763,1921,1593,1374,1693,1270,1302,1198
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",6,6,4,2,29,4,1,41,33,55,,402,532,335,649,486,403,480,549,147,275,,7293,9623,11504,14151,14900,19728,19947,22539,16170,14770
842820,Pneumatic elevators and conveyors,2049,1873,2519,3647,483,1543,708,688,662,55,,2530,4111,3129,954,1154,1662,1400,542,1062,1027,,92201,73317,96177,52433,50992,40455,75135,67442,76098,50798
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",277,265,666,62,170,120,513,151,84,55,,1426,1091,1302,1196,2039,2197,2751,2207,904,1551,,21398,21148,29937,16101,21626,18425,18457,18107,13412,9985
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,28,28,115,127,55,,0,0,0,0,0,1608,2147,2751,2417,3984,,0,0,0,0,0,3559,4078,3437,2647,3283
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",49,9,87,0,36,267,725,1,15,54,,493,972,2917,1934,2439,1704,1675,1146,1130,1445,,1730,1607,2049,2045,2789,1833,3378,2940,3948,1894
291450,Ketone-phenols and ketones with other oxygen function,588,867,1212,888,695,975,2115,1601,159,54,,28662,18001,14825,5373,11635,1472,1606,2837,3348,2120,,8967,6966,9921,6880,14897,13388,15718,17573,18970,11407
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,65,240,41,0,12,18,27,27,54,,850,685,693,3448,952,330,385,215,183,754,,36039,35982,26833,33888,19198,10298,8402,7284,5278,8618
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",1132,808,843,580,321,209,240,117,37,54,,2195,2564,1652,1383,1171,1043,2009,2815,2515,2903,,8003,7152,6743,4880,4455,4842,4507,3896,3586,7546
842539,"Winches and capstans, non-powered by electric motor",59,40,451,4165,171,46,578,268,237,53,,3162,3259,4319,6619,9873,8979,8764,9127,9425,9951,,115234,148935,163282,128328,43399,76120,41651,61327,75666,50690
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,14,3,19,17,53,,0,0,0,0,0,755,2133,515,722,278,,0,0,0,0,0,3744,5556,6394,8384,6427
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",55,71,119,58,115,18,37,1350,117,53,,2770,3104,2242,2104,2076,2441,1689,1358,1279,1426,,1451,2408,1818,1783,2079,2383,2412,4407,3480,3581
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",165,209,246,293,411,16,131,151,254,53,,280,116,61,107,88,0,0,0,0,0,,1959,1782,1800,1720,1289,726,571,674,440,161
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",56,19,98,11,13,20,5,23,59,53,,563,738,1772,2258,1832,1427,1446,2915,644,7,,3378,3257,6753,2109,1975,2546,5298,7512,6343,4549
330530,Hair lacquers,5,13,2,3,1,12,3,195,94,53,,40,72,89,65,39,87,49,99,54,87,,8763,8886,8432,8862,3205,4809,10539,17121,18923,22345
130120,Natural gum Arabic,20,2,13,0,0,0,0,0,7,52,,177,25,56,7,12,16,30,21,6,8,,14141,12790,14637,13147,7214,11618,15420,11430,11090,16395
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",31,2,48,217,60,25,129,35,57,52,,4566,3862,5783,2488,3427,3789,3157,2127,2604,2327,,63663,68866,58346,53655,58098,75717,80558,92717,84785,103872
252520,Mica powder,525,384,257,224,208,218,425,472,85,52,,1130,1101,835,812,883,688,842,738,249,253,,8617,9102,8130,6850,7751,9133,9538,6723,5474,5617
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",1614,836,940,259,149,71,60,93,77,52,,9212,5344,6194,6592,7125,11395,10182,9727,7917,11413,,19660,15832,21763,14400,10609,11591,10314,8274,8613,6712
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",717,1286,980,212,76,51,234,200,174,52,,2291,2682,3790,2751,3705,5296,3002,2350,1261,2181,,8735,16790,19119,18731,13211,13541,10528,11627,9022,7309
840420,Condensers for steam or other vapour power units,0,0,34,1,721,36,9,22,103,52,,159,432,1845,566,283,1103,202,147,211,2529,,688,3865,3514,1896,1704,4687,765,2591,1711,2967
790400,"Zinc bars, rods, profiles and wire, n.e.s.",428,476,608,443,99,51,98,116,106,52,,916,780,766,456,401,510,300,143,171,212,,24991,20412,17925,14726,11513,13483,13431,9659,11678,6526
392210,"Baths, shower-baths, sinks and washbasins, of plastics",397,362,354,285,226,171,74,121,44,51,,3565,3593,4841,3067,2741,2417,2740,2926,1723,1415,,10271,12642,13892,11072,13326,18418,16132,15576,17204,20624
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",1,2,2,15,53,139,291,225,106,51,,224,895,116,85,309,333,399,347,129,77,,523,877,1351,1557,1816,2131,2400,4027,2307,5766
490300,"Children's picture, drawing or colouring books",249,249,222,97,41,1,144,1,74,51,,1983,1839,1918,2193,28975,46294,48387,68057,48901,36984,,1807,2070,2436,5251,8577,9643,7560,6556,7097,5672
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",8146,5588,181,5434,6257,4676,6135,6908,2783,51,,2093,2992,4598,4351,2920,8760,899,20947,792,73,,15794,7422,2274,6262,9682,9436,10924,14154,13893,5813
851650,Microwave ovens,214,162,289,0,0,0,0,0,1,51,,811,724,517,230,21,14,101,183,18,9,,4501,7749,5721,6296,7532,9496,6501,8470,14190,12813
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,367,72,162,64,51,,0,0,0,0,0,51,0,12,46,0,,0,0,0,0,0,676450,676693,534586,352367,679736
90122,"Roasted, decaffeinated coffee",597,716,676,481,229,96,100,221,51,51,,290,438,514,738,932,8957,857,799,455,427,,9476,7927,6485,7144,7337,7548,8997,11567,11655,11298
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",22,40,63,24,50,6,11,55,48,51,,351,769,473,707,607,548,681,521,696,613,,23095,21329,25774,23856,10553,11998,17031,17014,14554,21010
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",200,49,41,12,220,270,655,147,3,50,,1421,945,1048,831,1129,1250,1135,1064,1557,1440,,107200,99178,126790,118244,125057,91769,90541,83731,80482,60801
290715,Naphthols and their salts,21,24,32,87,99,103,47,62,26,50,,0,0,1,0,0,2,0,0,0,0,,2429,191,491,222,159,303,112,229,90,184
850120,"Universal AC-DC motors of an output > 37,5 W",515,568,726,277,169,105,66,75,42,50,,3817,3150,3204,3549,7728,6476,3755,3421,2839,3875,,19916,18160,18753,12575,8291,7382,5213,6000,6011,5916
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",1,1,5,12,47,40,9,7,5,49,,129,114,159,84,193,41,58,214,282,557,,82273,46917,43764,66924,50831,73521,69766,73621,66042,56670
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",14,13,68,153,128,215,83,113,17,49,,5850,4718,4444,3638,4189,4419,3945,3007,2629,2305,,3347,4015,4792,5291,5925,6885,8667,8380,7879,9580
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",45,50,78,146,79,131,180,172,88,49,,189,207,295,423,256,395,243,157,48,152,,222062,860913,756562,82243,75266,96633,93446,102899,66107,112285
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",187,85,120,50,42,69,104,50,38,49,,514,1132,1797,1990,2655,3963,3439,2899,3122,3450,,7558,6346,7235,8065,9278,10558,11409,12401,9299,8655
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",743,460,759,593,543,324,237,141,85,49,,1678,1134,1080,1465,952,653,548,523,578,320,,12530,11454,11937,11589,13686,14364,13595,10393,5715,6286
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,152,438,908,588,423,232,78,75,21,49,,1387,2241,2834,1771,1947,1151,1710,1094,777,2257,,135152,182881,220676,161756,170532,206437,233323,250525,287113,335042
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),55,7,18,143,60,35,17,105,169,48,,0,0,0,0,0,0,0,0,0,0,,10491,12738,16444,16140,13255,51426,25193,28272,27943,41514
853931,"Discharge lamps, fluorescent, hot cathode",430,823,938,405,426,155,28,116,77,48,,4114,1728,1782,1450,617,566,713,732,476,693,,35146,30736,24650,25499,22059,10390,8445,7475,6992,6423
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",296,180,152,260,309,113,182,58,116,48,,2543,2704,2387,2187,2480,2602,2383,2358,3562,3480,,3719,3603,4462,4003,5046,6610,7528,7484,7501,7636
820240,Chainsaw blades of base metal,47,133,108,79,93,0,0,2,1,48,,1145,1396,1008,111,45,10,20,41,463,471,,27379,24594,22769,21749,20414,29806,34543,31351,33433,37584
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",332,268,110,41,115,110,55,1,28,48,,4586,2343,2227,4273,2128,492,1103,255,891,457,,6553,4998,5378,6090,4565,5605,9008,8288,6122,9345
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",93,161,47,98,67,110,99,153,189,48,,9986,10067,11878,8886,8268,9609,10577,10727,11908,13259,,58863,57463,72849,62081,70446,63071,67697,54427,48113,48443
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",90,75,77,102,93,57,57,60,10,48,,8280,6247,5364,4089,4151,3517,3866,3488,2534,3910,,12093,10732,10048,9018,8794,9632,9857,9951,8212,10622
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",63,99,125,123,41,70,85,66,79,48,,70212,66990,66361,60999,54963,54802,47371,42852,43791,58005,,379,418,489,552,511,562,484,537,499,832
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",6,5,7,182,367,252,249,194,91,48,,160,98,0,52,512,1158,1462,1306,1644,1537,,247,265,148,311,602,421,1042,363,718,1621
820560,Blowlamps and the like (excluding gas-powered blowlamps),10,21,72,102,73,62,63,59,61,48,,10687,12576,18595,25969,21677,25141,23221,25116,25439,34917,,316,478,537,1104,763,679,716,505,294,304
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",160,56,49,80,34,12,3,92,15,48,,126,268,77,35,5,4,68,98,31,23,,13784,12830,12928,12500,10676,10864,12043,9319,6700,10282
220850,Gin and Geneva,0,0,0,0,0,0,0,8,0,48,,0,12,40,2,2,20,32,81,378,405,,1976,2546,3365,3289,4207,4363,6007,7701,7413,12368
911430,Dials for clocks or watches,29,22,31,171,91,47,16,26,71,47,,8790,5832,6097,6283,4651,4274,4134,3827,2142,3410,,47805,59804,74880,83141,73957,74588,68508,66628,36381,33434
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",1830,1334,1115,919,810,984,602,125,149,47,,29499,18089,22259,23686,19698,21426,20284,18176,16034,30369,,9257,7664,7252,7188,7694,3704,2499,4854,703,477
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",205,226,95,281,229,295,298,180,40,47,,1126,506,498,791,717,805,441,336,397,80,,2928,2351,2710,2044,2700,2260,5749,6132,1368,2351
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",626,735,727,420,777,158,241,268,66,47,,746,522,578,554,223,367,206,164,172,53,,59962,54089,52328,37367,31810,26803,28189,26195,11479,11463
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",37,5,32,44,146,245,96,167,74,47,,1533,1687,1128,1162,842,1072,1035,814,2449,461,,45173,53616,57908,67829,51782,69916,84624,164180,214438,190156
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",76,78,137,64,236,131,15,78,30,47,,65,74,43,37,211,153,18,32,55,122,,4996,6097,2938,3140,1293,1814,1653,1579,1540,1454
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",154,87,275,511,437,325,213,173,65,47,,2978,2582,2391,2844,2312,1988,2036,2730,1774,1604,,6433,7101,10601,7853,6355,5966,5845,7063,7005,9805
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",861,423,791,470,559,232,90,68,66,47,,3090,2660,4015,2740,2778,2053,2604,2870,2645,2582,,258031,356415,340690,243656,189189,315698,360203,299293,255338,249060
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",5,10,1,8,2,3,3,36,16,46,,1045,316,224,1052,4673,3340,3073,4238,3513,2610,,18730,16690,19727,29761,20017,19491,19905,25529,22740,28786
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,32,0,0,0,0,0,46,,2935,2190,2387,2104,1650,1381,1602,1044,764,1050,,82,107,85,72,49,110,160,173,210,487
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,85,52,18,22,46,,0,0,0,0,0,759,702,607,1229,1064,,0,0,0,0,0,9730,13888,8524,11534,14515
731600,"Anchors, grapnels and parts thereof, of iron or steel",104,44,65,117,62,108,123,111,63,46,,8510,6552,7154,6674,5802,6119,5933,8198,6203,8151,,5437,4998,7894,3035,1746,1363,3842,1118,1708,2891
140490,Vegetable products n.e.s,88,66,110,181,115,74,45,48,45,45,,484,505,1054,1106,1238,1541,1601,1436,1137,2338,,84357,88970,111584,95254,79688,92716,100759,94488,85836,106896
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",358,217,154,374,71,15,95,145,80,45,,2798,2419,1502,1431,779,814,698,631,744,1089,,13707,16282,13302,9693,9306,8227,7245,4831,3343,2769
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",354,277,97,161,0,309,57,488,376,45,,6158,1574,1737,1588,1014,3881,6819,2025,3598,4643,,455415,608811,445763,364238,337121,401568,463507,403674,216367,282568
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",55,56,43,20,16,20,35,47,69,45,,13279,11083,12644,11761,8022,5782,6162,3590,3435,2544,,73675,87341,103149,83128,80601,78484,70844,73681,70760,79488
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",64,87,105,275,197,372,387,168,38,45,,7339,5522,5210,5532,5284,5577,4895,3314,2643,2928,,5913,5204,5798,5533,6092,4860,5033,5213,5986,5171
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",504,493,214,413,292,318,279,192,8,45,,266,71,221,145,238,138,167,104,151,49,,27050,26965,15833,21972,23011,24910,29105,32613,43730,43233
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",469,652,296,514,479,175,151,218,32,45,,2104,5775,1760,1830,1192,1212,1406,342,540,1324,,21144,13592,14467,13228,13371,10862,13359,10113,5006,3535
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",85,157,180,451,90,237,100,4,29,45,,185,151,28,49,31,0,17,58,37,158,,30362,40398,51856,51079,35334,31283,29249,21580,15296,18649
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",9,5,5,27,2,12,4,14,15,44,,543,177,284,512,870,796,1256,660,682,965,,8762,14045,18803,38187,27939,29000,41661,79069,129962,84697
851711,Line telephone sets with cordless handsets,0,0,1,0,0,0,0,0,0,44,,9339,8659,10858,5227,6381,7681,14126,5110,3250,1677,,13151,10637,13981,26148,2273,2564,1535,1235,240,419
845090,"Parts of household or laundry-type washing machines, n.e.s.",912,90,162,114,101,200,387,118,30,44,,2591,2848,2664,2861,4657,4833,5050,6518,4530,2903,,72250,83936,108181,78198,56399,55360,55712,47363,40921,36586
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",14568,20732,10851,13398,23272,21546,17845,9082,994,44,,1184,4292,1108,7203,1859,787,3401,11407,1726,35,,46966,57080,41201,52071,59455,81575,70317,57255,52748,52941
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",124,328,308,104,224,90,84,39,106,44,,904,1100,587,1020,830,779,821,699,546,553,,13192,14447,18807,16885,20964,23256,23480,21465,24516,24129
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",215,253,319,236,44,70,75,21,57,43,,1008,1223,3962,10731,7205,1795,363,498,507,402,,6408,6470,4799,2879,2346,2193,2084,1770,935,749
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",22,6,40,19,49,122,312,94,29,43,,4833,4870,3873,3857,5256,4137,4142,3837,3561,5261,,62823,78412,111148,119570,110938,142687,145077,172515,182411,210275
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",313,359,414,784,448,501,273,92,239,43,,112,190,451,98,47,65,5,0,20,5,,4726,3670,4144,4389,4687,3968,3029,3608,3341,3822
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",36,0,195,7,31,31,32,95,8,43,,1219,995,639,515,186,110,118,12,205,149,,27660,27117,33537,38964,50072,24834,16410,14813,24963,56706
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",11,28,17,27,19,43,10,23,8,43,,53,74,166,145,141,259,223,245,139,152,,6625,7662,9496,8478,9021,12010,18642,30152,31801,34811
