Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,267,0,0,0,0,0,0,131,2,,5,132,138,103,95,172,293,224,82,21,,1041,11610,9129,18086,22199,10359,3833,5476,1009,3339
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,355,49,277,9,38,12,7,10,25,2,,289332,214401,235661,30315,9776,5757,3892,2624,2097,1396,,32845,25503,23166,19026,14918,15597,11784,11822,10407,9125
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,6,25,0,6,0,37,0,0,2,,135,423,183,103,58,48,54,117,209,275,,5984,3234,2755,2364,1797,2344,1880,2043,2500,3069
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",11,3,1,7,23,0,4,5,1,2,,574,563,634,704,742,601,916,1737,2101,2742,,4195,5346,4073,3996,3170,3386,5862,5021,3729,5023
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",2,4,0,3,0,0,0,0,0,2,,814,1210,745,671,659,794,753,536,451,571,,2129,3284,1082,1085,399,372,507,792,888,1337
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",100,49,116,24,18,6,60,56,1,2,,34065,38801,32748,31292,28252,25108,27032,22770,22280,23291,,9966,13183,7448,7511,5424,6321,11471,12055,8602,11274
843069,"Earth moving machinery, not self-propelled, n.e.s.",77,8,7,0,1,21,0,0,0,2,,435,514,294,159,390,570,52,11,104,332,,126988,24514,25404,13261,13281,72532,21136,33310,17704,12404
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",0,0,0,0,0,0,0,0,0,2,,755,653,873,797,646,828,243,426,178,390,,296,179,177,243,352,298,441,2071,631,309
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",28,14,3,3,0,1,0,0,2,2,,5422,3283,2066,1608,1525,1555,1923,2656,2680,3832,,52114,43904,33008,24730,16146,18040,32715,20674,9435,11186
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",13,47,26,8,100,16,42,2,6,2,,6319,6261,7123,8952,7622,8228,9559,9463,10048,9537,,8055,12489,11016,9434,11206,19268,17600,20700,9019,10008
871310,"Carriages for disabled persons, not mechanically propelled",0,1,32,362,37,31,163,23,20,2,,19623,22114,21923,19684,19849,19390,26521,15339,10346,9591,,2763,3696,4519,5410,6593,7783,13021,14742,8608,12104
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",6,0,0,1,0,0,1,1,0,2,,1079,1000,777,458,719,371,487,391,347,535,,312,342,1470,1262,1405,1327,2206,1616,1811,1457
701820,Glass microspheres <= 1 mm in diameter,2,0,7,0,0,8,25,0,0,2,,138,265,296,289,323,253,179,166,201,201,,1479,1343,3288,3280,3122,4374,4967,7892,12130,12768
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",0,0,0,0,0,0,4,0,0,2,,717,1048,704,1429,1912,2924,4582,4522,3780,5675,,999,551,497,675,732,1003,900,573,349,1194
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,3,0,0,0,0,0,0,0,0,2,,563,214,165,584,676,600,116,48,286,77,,6483,1624,2411,2509,1710,1710,2123,5017,5057,4189
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),160,29,51,0,33,304,4,27,6,2,,1143,1266,2317,2165,824,1150,446,304,82,149,,23410,5425,3421,3885,2996,3966,2373,4227,2544,1821
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",78,6,14,10,46,12,6,12,2,2,,305,235,468,460,532,527,637,650,295,344,,3316,3396,3522,4251,4694,4634,7267,8171,2926,5904
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",10,0,6,10,0,0,0,0,0,2,,523,246,270,203,317,569,226,424,97,135,,662,720,795,815,478,887,1140,880,655,1534
820520,Hammers and sledge hammers with working parts of base metal,28,25,26,16,19,34,25,7,5,2,,21473,23704,24566,24723,28274,30638,34696,32792,32414,47424,,969,1161,935,1047,605,745,1283,1226,681,1502
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",15,1,5,0,0,0,0,4,0,2,,2894,3521,5108,4208,3691,1892,718,542,659,803,,2589,2371,2982,1797,1814,2286,1874,6360,6456,3986
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",785,722,155,163,157,150,294,111,16,2,,11961,9222,9312,6758,5181,5423,2848,3820,3830,2600,,2656,2561,1715,1424,1390,1852,2925,3211,2220,4140
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",169,0,15,0,0,0,3,110,20,2,,31692,38303,45650,49237,51783,43527,39488,37415,33017,44930,,489,712,915,890,918,1295,1965,2263,1989,3623
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",6,86,29,38,23,1,26,11,2,2,,6485,5655,4837,3729,3439,3449,3760,4591,4567,2479,,1179,3570,2129,2117,1479,2453,4507,4361,3301,4922
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",13,0,0,0,0,0,0,2,1,2,,56,30,57,45,87,134,60,29,9,361,,2156,4861,3231,2243,1811,684,536,2194,393,565
280461,"Silicon containing >= 99,99% by weight of silicon",77,0,4,2,0,0,0,0,1,2,,397575,499604,600230,511907,615390,614762,551139,244648,172824,288509,,78525,67966,92178,89515,39590,611,724,353,970,110
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,192,73,114,0,2,,19,13,5,1,2,112,97,95,0,60,,6636,6157,14205,8617,3802,6056,2012,1826,2132,2330
491191,"Pictures, prints and photographs, n.e.s.",91,0,24,1,8,1,1,1,0,2,,3046,1527,2001,1842,1411,1539,1814,2112,1853,3340,,864,2134,1222,657,1250,1754,1299,2017,873,1408
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,123,0,0,13,3,33,24,4,0,2,,38,3,27,30,4,8,0,0,0,0,,14348,12447,14265,15001,12070,15093,20716,12860,10186,18103
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",162,75,34,138,43,23,18,0,0,2,,8836,9474,10144,12296,11982,19264,19589,14215,12053,9794,,9196,7354,8184,7448,7878,4953,1520,1907,1566,2322
854150,"Semiconductor devices, n.e.s.",291,237,94,60,100,66,179,2,2,2,,482385,462070,417754,194691,17009,12545,15322,18708,35288,38792,,13518,12593,15237,12877,10956,12548,17072,53833,18165,29233
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,88,25,5,22,17,0,1,1,1,2,,19795,24329,28121,22091,18142,15237,15511,8872,6133,5348,,11526,15138,20443,19944,22689,25459,29662,29909,23402,39916
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),1,0,0,3,4,0,2,1,43,2,,5666,6184,6900,6589,7210,8882,11965,18738,21044,21858,,1353,1148,1405,937,1171,1836,3202,2508,8647,3863
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",13,0,0,0,1,0,10,3,3,2,,266,71,221,145,238,138,167,104,151,49,,12490,14389,16467,13802,14923,14000,22622,21497,20031,29685
854610,Electrical insulators of glass (excluding insulating fittings),9,0,27,0,7,40,2,0,0,2,,411,366,365,386,491,313,388,384,185,80,,8720,5649,7160,2224,802,900,273,284,265,360
851420,Furnaces and ovens functioning by induction or dielectric loss,1861,0,0,102,26,664,80,22,24,2,,4594,4842,5292,3703,5092,6056,7670,3789,4717,4877,,5485,5174,4101,1671,16328,7986,5412,3890,4355,5676
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",22,0,0,0,0,1,0,0,6,2,,1740,1350,1608,1942,1528,2554,1948,1167,775,752,,63311,57819,73748,62848,59444,66328,64031,41091,21307,20657
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",56,30,40,38,54,32,54,14,2,2,,1270,1553,1288,1673,2930,1048,1191,814,1147,1022,,28607,23462,27522,31930,33873,35106,22692,19814,13291,12830
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",10,0,7,3,1,14,0,2,0,2,,27744,29637,27628,20505,15299,13185,7940,9796,6454,6163,,5794,6834,8882,10329,11741,13944,20141,28372,26055,46184
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,0,0,2,,7339,5522,5210,5532,5284,5577,4895,3314,2643,2928,,174,100,59,309,341,805,1895,1982,1218,1728
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",6,0,0,0,172,0,0,0,0,2,,908,1086,603,1000,1013,993,1029,708,389,564,,10918,6971,8308,7463,6584,8297,9297,10384,4584,4086
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",1491,1219,114,84,63,9,0,0,0,2,,13597,12367,18523,15026,14831,32537,39717,28313,23413,34652,,167879,142602,377703,404294,148443,83034,138911,57459,28283,39931
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,0,0,0,0,0,0,0,2,,4732,4553,4804,38486,50832,15083,29428,48489,108782,100744,,575,1302,1430,1138,929,1617,4179,10775,2743,2455
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",211,155,6,6,7,72,24,72,68,2,,3906,500,781,854,804,895,1199,1074,626,1272,,38205,42789,48204,47749,65106,81481,99409,96399,121528,141476
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",10,7,4,0,0,32,124,84,30,1,,7710,9659,7933,7056,10486,12622,14545,18458,16896,24364,,3707,2999,4479,4866,5449,7182,8064,8966,4130,5772
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",7,15,4,0,0,0,0,0,0,1,,5865,4447,4351,3636,2713,3080,2109,1816,2039,2151,,2687,2102,2167,2475,1670,2105,1658,1981,1020,2181
720219,"Ferro-manganese, containing by weight <= 2% carbon",544,0,0,0,0,0,0,1,0,1,,214,299,298,208,150,328,298,428,149,306,,39660,38611,74098,46870,40046,73754,54460,41259,32512,63181
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",47,0,16,20,6,12,0,0,0,1,,3891,2737,3370,3941,6045,6282,5274,3484,2303,2151,,14798,14945,15243,14886,13915,17669,18958,20821,15185,25555
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",86,71,1,0,0,0,34,0,2,1,,367,303,12,931,413,68,283,319,180,180,,3731,2618,4955,8379,4460,7072,9797,10373,8796,10630
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",106,3,2,1,36,0,0,0,0,1,,59456,47249,48098,45069,40371,44147,35291,31877,35730,35306,,10724,15263,20031,23920,22510,34713,46849,37844,26319,48154
731824,"Cotters and cotter pins, of iron or steel",23,175,34,55,12,9,20,9,19,1,,21572,28860,35677,34029,30259,35072,36254,33838,28912,49522,,2264,3284,3923,3669,3301,4489,6195,5957,6056,9758
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",13,3,0,5,0,3,2,0,0,1,,7248,7088,6556,5544,5492,4898,5627,4753,3968,5732,,2266,3090,2879,2955,4493,12372,5503,4361,2055,3159
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),3,2,7,0,1,7,1,25,49,1,,783,143,575,43,40,81,100,141,27,13,,956,4028,1841,3394,4443,6719,3897,6067,2939,3924
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",45,1,1,1,4,31,7,0,0,1,,5466,6049,6700,6706,5922,5311,4486,4146,3585,2936,,1426,2682,3265,4930,4421,6217,6199,6165,5637,7966
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",18,190,99,23,20,190,37,1,14,1,,13756,17918,27732,20399,17750,17274,15130,13633,13713,16910,,7324,7389,4859,6087,8252,12146,18806,16912,14662,20225
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",2,14,11,10,11,6,18,30,3,1,,3507,2145,2705,2752,2654,2586,2981,2843,2051,2880,,2605,1303,2157,1804,1561,1789,2376,2511,1748,1381
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",30,0,0,0,0,0,0,0,0,1,,41,3,0,0,14,72,22,0,222,6,,12063,10867,10093,8567,8932,8268,11936,9491,10914,10516
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,0,47,1,0,7,14,0,4,1,,1617,614,961,956,1344,1175,853,1320,1096,1144,,5259,3926,5516,4554,3166,6482,5377,4443,3142,3781
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,1,,729,843,498,475,389,692,412,693,574,1679,,67,301,133,1106,149,916,3492,2135,2663,5627
282720,Calcium chloride,14,0,0,2,0,7,15,55,1,1,,25,31,32,25,26,34,47,92,51,44,,769,688,672,884,1221,1059,1369,1357,1641,1610
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",92,0,0,0,11,0,0,0,0,1,,2954,4210,4418,2303,4029,3050,3503,3522,3233,3519,,48481,35444,40732,31971,36209,43428,47484,42716,26242,41802
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",15,3,6,4,0,0,3,3,0,1,,7313,7866,6679,5633,5084,4802,3736,3509,2254,2500,,22789,16926,12661,16596,18240,20396,21139,19919,12651,15772
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",4,2,1,2,2,0,2,0,0,1,,5196,6738,9095,7253,6430,5202,3067,3169,2276,3634,,11040,7346,6090,5565,5913,6518,7254,7009,4944,6709
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",22,7,25,6,11,6,0,15,0,1,,8525,8042,8326,7805,5908,5356,5350,6276,5209,5681,,8747,12986,18649,19950,13890,20478,31286,24630,9754,14774
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",40,0,147,0,428,607,596,244,53,1,,41,68,138,105,227,191,434,316,70,48,,8424,3854,6132,6993,10410,6701,8466,6057,3263,2934
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,8,1,0,1,,9493,16618,21524,20273,4676,4511,4835,3037,2362,1728,,2129,4892,2826,2372,2413,1814,2185,1592,3350,10505
750220,Unwrought nickel alloys,385,3,1,2,1,0,7,0,0,1,,2916,71577,100513,124758,71785,21864,1753,2698,1746,1852,,27180,9566,13296,27637,11227,6142,6035,5819,9642,8954
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,2,0,5,3,1,0,1,,18,12,1,10,27,12,6,24,6,23,,574,651,1199,599,668,1045,1727,1390,1457,2210
281121,Carbon dioxide,1,17,0,0,0,1,0,0,0,1,,8947,13588,16434,11242,10310,12349,11104,7273,8020,13596,,46,416,121,254,460,779,1106,1056,308,905
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,1,,1264,1019,361,2,0,0,0,0,0,1,,204,223,211,166,109,91,191,441,32,138
910610,Time registers and time recorders,2,8,2,1,6,12,1,11,1,1,,6935,13093,12310,13179,8717,6597,6791,6260,6413,5144,,197,205,250,123,139,326,168,154,63,281
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",5,14,15,7,9,14,1,0,1,1,,2552,2473,3326,2537,2237,3126,2414,2755,4268,17843,,1185,1080,897,883,794,1240,2667,2986,2499,4459
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",2,0,0,0,0,13,3,0,0,1,,384,454,273,307,303,270,894,768,1104,565,,1594,1548,1900,2024,3275,1225,1835,3174,2450,2346
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",15,0,1,0,0,0,0,1,0,1,,300,533,694,492,278,495,476,334,250,416,,5295,11919,7948,6549,9413,8503,11709,9877,1435,1980
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",0,0,0,17,1,31,35,27,5,1,,4638,5266,5647,5418,4198,4209,3497,3779,5612,6493,,828,1096,1155,1430,908,1843,3886,4675,2543,2043
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",4,0,2,2,4,0,0,4,0,1,,5562,5418,5596,5157,3789,4845,5752,5632,4266,5582,,3758,2638,3968,9214,10143,11228,16689,5166,5809,7282
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",30,29,0,0,0,3,4,0,1,1,,1655,1789,2502,2539,2417,2813,2815,2394,3642,4608,,394,539,499,457,383,511,864,525,453,1001
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",1331,1548,150,123,202,68,128,25,0,1,,11257,9429,7114,7731,10235,12209,10293,9917,9624,11559,,7546,7221,2823,2244,1223,4843,6188,5916,6023,7707
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",27,0,0,0,3,2,2,0,0,1,,7069,8168,3077,3045,1930,1613,1255,1286,899,1297,,15557,19077,20643,27199,30259,32297,55488,50279,30136,45004
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",269,47,58,4,20,2,2,1,0,1,,13027,15832,15320,15536,15707,14962,14233,16268,13803,16079,,1535,3533,3876,7129,5221,4378,5877,4810,4092,4173
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,0,1,0,0,0,1,,3090,2660,4015,2740,2778,2053,2604,2870,2645,2582,,2987,3192,3338,4060,4080,5240,8099,7069,10390,8742
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",0,0,0,0,0,4,6,21,17,1,,1097,1698,666,1076,668,935,960,1299,3718,8447,,3603,2355,3238,589,1220,825,8195,709,871,981
950612,Ski bindings,0,0,0,0,0,2,1,0,0,1,,3886,4175,3739,3419,2662,3185,4460,4773,3724,5076,,5,10,6,56,192,123,10,11,7,27
870821,Safety seat belts for motor vehicles,386,208,2,2,17,7,14,0,0,1,,4129,4231,4900,5257,4875,5923,5751,5099,5120,9005,,10243,11512,13886,13838,12434,16404,23119,21320,14488,24567
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,261,1,,0,0,31,2,3,1,10,0,0,1,,0,111,746,0,0,0,1230,0,261,1
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,3,0,0,0,0,1,,6,70,56,32,39,63,32,32,32,16,,547,655,1915,1002,1861,1287,1538,1857,1120,2406
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",0,0,0,0,0,4,13,0,1,1,,1043,775,955,740,760,770,785,758,722,610,,1063,848,813,990,2898,6638,1727,2283,1528,2131
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",0,0,0,0,0,0,5,2,1,1,,80,1697,73,75,45,85,95,103,51,21,,810,5127,4368,4102,6825,8096,7088,7607,10333,23480
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,12,41,104,40,26,3,3,4,0,1,,1923,2329,2592,1664,1206,1912,2754,5242,2638,2396,,4908,5430,4185,4367,2328,2460,2278,45258,244,620
283230,Thiosulphates,7,94,0,2,2,2,2,1,1,1,,162,193,209,129,76,102,123,88,62,438,,1416,2658,995,351,235,435,608,640,1027,770
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",1,2,2,1,1,2,2,16,48,1,,8999,9695,10637,11939,11504,12474,12576,11171,10351,12320,,498,909,885,673,341,941,310,518,1416,3085
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",0,0,0,1,0,0,0,0,0,1,,753,709,779,1121,722,728,691,775,724,613,,556,455,383,505,324,524,846,570,251,228
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",0,0,0,0,0,0,0,0,0,1,,23180,21568,21548,24546,26789,48825,26155,25648,7312,10898,,28,20,40,28,8,18,60,99,27,104
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,11,21,0,0,0,5,0,0,1,,333,630,400,214,284,363,222,358,456,370,,75,23,22,18,5,3,109,155,113,38
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",114,58,25,6,7,11,4,4,5,1,,37157,39940,41034,34004,25291,24698,26757,25928,16978,19973,,5358,3921,2905,2603,2064,7170,7701,3909,1802,2136
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,2,0,1,0,0,0,0,1,,43,0,379,176,184,0,200,220,207,177,,123,759,1322,487,745,659,1037,936,673,810
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",6,11,11,8,9,6,3,3,8,1,,1661,1350,1287,1049,1198,1674,1004,1047,611,828,,2520,2650,2177,2433,2329,2052,1459,1677,777,890
30111,Live ornamental freshwater fish,0,2,0,10,22,0,2,1,4,1,,0,196,3481,3025,2134,2667,1808,1357,900,1522,,0,53,61,145,59,203,246,293,162,183
900691,"Parts and accessories for photographic cameras, n.e.s.",66,14,22,3,12,11,3,1,1,1,,61679,56952,34059,29649,24600,24866,26052,17132,12098,18833,,7387,4578,2675,2825,7344,3441,3473,4173,4373,8141
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",3332,0,1,0,0,62,52,12,9,1,,1421,945,1048,831,1129,1250,1135,1064,1557,1440,,16001,5708,9801,7115,5548,6596,8278,6836,4224,13048
940169,"Seats, with wooden frames (excluding upholstered)",2,1,0,0,0,0,40,0,0,1,,8654,9164,6542,5019,4125,5296,3995,3704,2735,3935,,5693,5417,5741,7713,9027,10422,13127,16651,8656,10044
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",43,0,0,0,3,0,0,0,0,1,,231,345,345,272,395,660,408,217,451,362,,2675,3286,3480,3144,2611,3378,3275,2798,1427,1797
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",2,4,16,0,0,7,0,4,0,1,,1528,433,396,256,263,217,133,82,161,646,,7175,12631,19116,7712,1992,2012,1791,1597,814,475
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",256,0,1196,0,60,0,1,0,0,1,,25573,14328,17828,8102,7240,7194,6343,5223,6211,4739,,6320,2986,8135,3536,4400,4735,3140,8918,5166,5324
851633,Electric hand-drying apparatus,39,51,75,47,123,63,75,61,22,1,,7772,10584,10219,10163,9118,9167,9556,10846,8257,10173,,1093,1328,1998,2252,2002,2410,3218,3467,2617,2131
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",427,207,51,0,11,206,22,0,2,1,,190720,172350,169012,140415,138060,214829,210454,246808,184136,210303,,16092,6188,3967,5430,4990,2894,2719,2826,2656,2825
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",177,24,51,11,8,8,5,0,0,1,,6874,6751,7414,6192,9696,11144,13297,9602,7408,8141,,4817,5922,2792,7865,2165,25734,17635,29899,7550,18691
760120,Unwrought aluminium alloys,4563,1294,1218,1410,588,380,134,245,496,1,,287400,264944,269157,197137,167542,193074,189390,157068,201042,264559,,339242,341504,432695,440335,472518,596382,628881,429438,291073,451183
800700,"Articles of tin, n.e.s.",62,15,27,40,55,2,0,0,2,1,,78990,43800,37377,30373,27257,37833,36710,32088,31553,55564,,2097,2303,1749,1564,1539,1871,2667,3936,2886,4719
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,2,0,5,0,0,13,0,13,1,,6691,4380,6710,3871,2673,3256,3229,2619,3317,3230,,2414,1320,1577,203,874,15155,18810,18062,5562,15461
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",1,0,0,0,9,0,1,1,0,1,,4833,4870,3873,3857,5256,4137,4142,3837,3561,5261,,2744,3701,6700,8167,8523,8151,17577,22622,13745,17512
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",105,174,13,20,24,35,18,2,5,1,,5002,5386,5486,4881,4648,4274,3766,3187,3173,5164,,44088,20459,18834,20159,15224,16981,21439,27994,20651,27605
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",0,0,0,0,0,0,0,0,0,1,,1677,801,684,1597,2281,2014,2501,2418,1533,3033,,162,3336,10501,10223,14170,17358,26556,6160,1949,1918
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",75,57,320,224,30,82,84,37,160,1,,17975,23375,31666,25159,49391,91587,77804,96303,91946,82714,,26016,32269,36620,50056,37524,55299,66250,54590,40782,37186
854620,Electrical insulators of ceramics (excluding insulating fittings),1314,1343,1606,2056,1297,1473,1537,602,244,1,,393,428,496,628,670,664,499,794,739,857,,40658,23888,11289,21307,14018,11565,16629,11142,8004,8679
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),170,145,0,0,0,0,0,0,0,1,,300,110,158,467,191,141,209,66,162,65,,5437,6826,7006,11464,6935,6688,11218,14667,15293,24205
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,188,0,389,215,15,288,61,58,1,,0,0,0,0,1,4,0,0,267,0,,317,976,1330,5589,1081,2721,13671,10863,3372,5835
970190,Collages and similar decorative plaques,0,0,0,0,0,0,0,0,0,1,,485,544,188,595,185,313,138,138,248,209,,7188,11746,1875,1896,6039,1000,1878,1995,869,5631
960839,"Fountain pens, stylograph pens and other pens (excluding indian ink drawing pens)",1,0,0,0,0,0,0,0,0,0,,27947,19707,0,0,0,0,0,0,0,0,,2437,0,0,0,0,0,0,0,0,0
940330,Wooden furniture for offices (excluding seats),669,210,37,94,13,26,57,59,4,0,,9008,9889,6562,7717,6979,5324,5079,3046,2910,9524,,85539,74016,63325,60463,64747,76394,72520,55771,39184,34476
950440,Playing cards,0,4,0,6,0,0,0,0,0,0,,16873,13742,15653,11389,11458,12836,15985,19930,21221,27507,,4816,2450,2263,2733,3339,3315,2140,1835,3465,2111
