Product code,Product label,"India's imports from Korea, Republic of-Value in 2012","India's imports from Korea, Republic of-Value in 2013","India's imports from Korea, Republic of-Value in 2014","India's imports from Korea, Republic of-Value in 2015","India's imports from Korea, Republic of-Value in 2016","India's imports from Korea, Republic of-Value in 2017","India's imports from Korea, Republic of-Value in 2018","India's imports from Korea, Republic of-Value in 2019","India's imports from Korea, Republic of-Value in 2020","India's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,26,0,0,0,,0,0,0,0,0,780,2034,3965,3351,3535,,0,0,0,0,0,976,1050,2421,3869,10091
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,1,0,,128,48,473,251,212,286,173,114,152,292,,10718,8295,15488,7815,10597,7650,11748,25865,13798,26960
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,7,0,0,0,0,0,,41,1,0,0,0,0,1,1,0,4,,38718,43754,39466,47180,36405,27981,31254,35313,31573,28048
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,338,380,310,513,268,265,193,1115,324,1533
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,38,0,0,0,,0,0,0,0,0,0,72,16,0,2,,0,0,0,0,0,2301,3346,5458,5453,7266
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,7,4,1,1,,0,0,0,0,0,2972,3026,3637,3327,1725
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,1,0,0,0,0,0,0,0,,1536,1414,1624,1676,1484,1392,895,87,211,211,,101,3186,1139,905,500,1113,2675,1656,736,914
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,0,6,4,3,5,2,8,6,8,8,,2,1,0,0,0,0,9,4,100,0
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",234,0,0,0,0,0,0,0,9,0,,2,0,0,0,77,32,0,3,0,0,,36610,33163,27391,17711,10357,7861,10777,6586,7474,7375
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,30,0,467,1,0,152,0,33,8,,1,1,13,48,13,0,76,702,184,447
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",160,0,0,0,0,0,0,0,0,0,,42,43,46,24,0,1,4,0,1,32,,3533,2163,4351,2648,2932,1381,1179,2251,1356,1974
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",1,0,0,0,0,0,0,0,0,0,,0,0,15,6,0,8,1,17,1,45,,1717,1281,1484,14014,26387,79737,177673,500889,3691,3786
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2227,7946,4244,5695,4345,6022,4776,8759,6247,5972
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,3,7,0,0,0,1,1,0,0,0,,2691,4104,4695,4321,4733,5570,7330,8004,5127,6146,,913,1109,1256,1528,2795,2669,2848,2107,1717,2097
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",1011,1860,4720,2848,185,1,0,0,0,0,,882,1222,1679,1563,1554,2202,2998,4951,3152,3587,,5139,4383,6755,5823,3015,3627,5928,4779,4938,7430
291713,"Azelaic acid, sebacic acid, their salts and esters",5,17,0,8,0,0,0,0,0,0,,72,86,244,197,66,181,140,191,139,174,,1143,890,860,3238,1938,1815,1963,2099,1728,3347
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",140,0,0,3,19,37,260,0,421,0,,3018,2432,5520,2331,3116,10474,17442,10760,21337,33000,,25664,31918,35379,31679,30589,31053,45316,39338,50651,68617
292144,Diphenylamine and its derivatives; salts thereof,88,17,3,0,0,24,117,372,3,0,,343,163,297,190,190,321,731,851,795,934,,51390,42333,43990,48226,35388,35207,28718,20318,17335,16818
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,1229,2218,,0,0,0,0,0,325,2113,154,34,66
291635,Esters of phenylacetic acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,26,28,14,26,27,32,28,2,0,0,,181,86,129,330,147,84,165,373,258,411
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,15,0,4,1,0,0,,7,0,0,0,0,0,0,0,2,3,,13131,19624,26819,6976,6353,9172,15724,7650,11888,12647
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2,,0,0,0,0,0,242,3924,0,0,1656
290346,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,484,0,0,0,0,0,0,0,0,0
290351,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), incl. lindane (ISO) (INN)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,95,320,0,0,525,1549,907,640,1042,1527,,0,27,146,0,0,1,0,206,312,387
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,183,0,0,0,,0,54,405,972,2530,3465,4191,4774,4239,3567,,0,319,214,487,378,370,2073,989,656,2208
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,0,5,1,0,,0,0,0,0,0,6526,9863,1159,955,1142,,0,0,0,0,0,34370,52821,56324,58460,80114
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",650,4,0,781,1,86,2,3,22,0,,47921,13108,4762,284,1715,1583,72,16,27,118,,63400,66832,69267,55467,48482,49314,80703,62264,54947,104386
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,321,155,289,138,0,0,0,0,0,0,,98,219,419,1369,455,317,458,373,420,484,,9617,13233,10369,9924,7740,10597,11345,10908,8925,8972
291531,Ethyl acetate,111,235,0,0,0,0,0,0,0,0,,10684,4232,793,1518,1921,438,700,753,6466,4205,,4360,1157,843,1351,1439,184,3322,536,4110,6695
441860,"Posts and beams, of wood",75,0,0,0,0,0,0,74,0,0,,3,1264,694,423,40,479,11,70,0,1,,1860,468,414,315,436,294,1080,978,1260,2369
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,1,153,0,0,0,0,0,0,0,,34,18,25,93,42,58,86,94,76,190
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",0,0,0,0,0,0,0,0,0,0,,54,57,51,155,97,149,34,119,66,19,,297,58,0,0,0,0,0,0,0,0
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,315,214,56,0,0,72,0,0,0,0
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,323,236,66,18,72,145,142,233,214,356
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,12,64,59,10,7,44,996,,182,16570,9820,15,91,85,137,156,100,118
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,193,239,124,167,68,,0,0,0,0,0,352,626,452,228,0
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,863,983,419,1056,1165,1418,5653,932,421,646,,3943,619,1295,5519,6693,6887,10749,9262,7362,7240
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,44,40,86,102,0,0,0,0,0,,12207,14593,7054,4846,5051,8238,11651,21950,35407,23113,,3599,2515,3551,5731,4479,6871,4884,3714,1801,1723
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",706,1,23,0,8,0,0,0,0,0,,105,375,344,312,573,749,965,294,213,112,,4677,3359,2541,2306,1509,2537,2597,1702,450,312
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,2921,3120,3293,2985,786,614,1002,501,410,255,,705,768,1539,1039,1436,2031,2667,3020,2138,3887
480830,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,263,0,0,0,0,0,0,0,0,0
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,34,20,16,0,0,47,53,8,29,27,,161,147,130,142,320,350,237,288,286,847
481410,'Ingrain' paper,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",2,0,0,0,0,0,0,0,0,0,,900,1091,1146,993,751,632,447,504,840,607,,846,316,120,132,107,96,244,216,462,1127
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",11,0,9,0,0,0,0,0,0,0,,2,0,1,1,0,0,28,2,0,0,,14015,12162,10886,5491,5116,12205,7769,8241,2063,1569
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",14,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,38,8,0,0,,1780,2122,3535,782,1599,1570,1108,88,0,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",203,3,3,0,0,0,0,0,0,0,,0,0,0,17,4,0,0,0,0,0,,25038,27614,27493,23434,21066,1195,138,2672,839,485
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,105,45,44,49,25,1,8,317,0,0
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,109,61,21,28
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,0,,0,0,0,0,0,2335,424,412,91,41
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4642,9379,6151,5201,5098,531,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1788,2704,2759,1516,651
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,4,0,0,0,0,18,0,0,0,,962,721,111,41,1,0,13,0,0,27,,1593,321,511,435,791,1923,2029,2194,2030,2439
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,2,467,1144,15,17,0,0,0,0,0,,0,49,0,0,0,212,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",122,0,0,0,0,0,0,0,0,0,,5565,7701,10273,17033,21932,0,0,0,0,0,,62055,73276,74985,85529,77745,12650,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,5,,85,108,961,934,4291,1624,7803,23601,17433,20518
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,0,0,0,,28,26,32,11,3,0,0,0,6,56
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,32,113,64
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",62,0,0,71,0,0,0,0,0,0,,278,329,245,140,88,329,1081,99,53,200,,47443,34545,50613,64280,34952,36800,8989,10537,5985,7083
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,9,11,7,3,0,0,0,0,0,,24,1,33,0,7,3,3,4,1,2,,3,13,30,14,10,16,12,11,13,2
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",109,0,0,0,0,0,0,0,0,0,,24141,23844,17812,13954,10737,11341,10090,12337,7739,7577,,404,1,0,4,0,0,414,0,0,16
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,1816,263,0,0,4,30,306,210,0,0,,38,28,40,69,96,624,712,498,217,0
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,50125,141390,89363,75843,66558,26636,37427,109421,203675,289342,,0,308,1646,722,2301,4419,16487,4393,825,1476
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,188,220,0,0,0,0,3,2,1,0,,48,313,235,141,465,265,55,15,22,12
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",32,4,11,3,3,4,0,0,0,0,,7988,7423,6491,8619,7485,6617,671,457,39,711,,312,191,171,166,149,207,127,38,23,56
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,94,28,50,14,1,0,0,0,0,0,,69,0,178,0,0,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,0,0,0,0,0,,392,151,36,0,18,5,103,7,29,24
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,33,0,0,0,0,,0,0,0,0,0,29,1,0,1,0,,0,0,0,0,0,250,77,32,100,167
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,26390,28615,27270,14230,12479,2819,0,0,0,0,,155945,150884,142430,149089,142994,0,0,0,0,0,,153290,166702,168689,155017,160390,40683,0,0,0,0
283210,Sodium sulphites,0,0,0,0,0,146,0,0,0,0,,225,102,248,72,88,178,164,65,85,89,,4956,6370,5686,8090,7771,7102,9183,8260,7316,6815
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,0,0,0,0,0,84,0,,1501,1792,1964,1949,2675,2656,2346,2460,2252,1645,,199,150,178,127,1066,1724,1603,1013,611,1674
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",9,4,0,2,0,0,0,1,1,0,,2171,1543,1177,533,1771,1276,1964,3122,9668,6578,,119185,108453,91344,86715,99774,143241,210628,448496,1097295,1879024
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",4,0,0,0,0,0,0,0,0,0,,1330,2183,2669,6079,9809,0,0,0,0,0,,656,545,157,220,335,69,0,0,0,0
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,261,1924,11,0,,462,168,275,363,244,870,2350,1777,2105,3100,,7333,6264,4227,3481,3185,58371,7977,8803,5812,7557
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,0,0,0,0,,0,0,2,50,102,165,295,31,38,38,,493,529,430,612,348,876,795,1025,1714,1668
282010,Manganese dioxide,0,0,0,0,0,0,0,0,0,0,,40,434,140,82,18,16,37,10,25,14,,11234,10325,10671,11263,11273,11442,12256,14026,13714,14254
282090,Manganese oxides (excluding manganese dioxide),101,0,0,0,0,1,0,15,37,0,,2930,5248,9601,6335,7421,17870,14611,13932,8211,12743,,2147,3515,4056,3891,3732,5045,7117,5689,6948,10495
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1682,891,20,16,8,9,17,5,0,0,,277142,93729,44865,64796,15860,83393,121513,6290,62673,11573
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,13,5,0,3,0,0,0,0,0,0,,125,287,70,11,27,18,4,9,5,8
261400,Titanium ores and concentrates,119,0,0,0,0,0,0,0,0,0,,13472,15415,17458,8820,9326,10208,16394,15396,18583,23438,,49968,30895,18441,19803,20334,36588,44223,60561,42185,70570
261510,Zirconium ores and concentrates,510,471,0,0,0,0,0,0,0,0,,1942,1067,661,456,382,378,3373,329,499,1206,,67975,70217,50827,55746,67603,78556,123921,89547,78231,152179
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,131,114,191,63,254,99,70,83,46,84,,915,1225,880,11559,759,1560,1898,1775,2531,5616
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",3981,0,0,0,0,0,0,0,0,0,,57853,76713,74318,69914,141799,126329,107718,57981,41696,103854,,1109689,876380,874505,457331,747374,1047366,659808,457320,39917,62680
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,0,27,0,12,7,15,3,3,9,29,,0,0,0,6,1,0,0,0,0,0
271320,Petroleum bitumen,105,0,0,1696,3336,602,0,0,0,0,,1396932,1796318,1950126,1344636,811727,1328540,1388038,1268496,892827,898280,,49363,87435,223156,281576,209752,264221,307992,425819,493046,1008975
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,107,0,0,1890,12942,25141,0,0,0,0,,1,0,133,0,0,0,0,0,0,0,,401251,561946,587721,328314,243381,346753,483956,439287,205465,182340
280421,Argon,0,0,0,0,0,0,0,0,1,0,,2406,1773,1285,440,394,2631,3447,1386,538,701,,606,726,215,151,192,464,108,56,26,40
281000,Oxides of boron; boric acids,0,2,3,14,0,0,0,0,0,0,,1134,3923,4026,693,1835,651,206,138,531,1050,,11093,12230,12601,11059,15024,6526,4479,3329,4259,6682
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,39
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,123,279,1,0,0,,76561,36845,102796,47605,80066,57413,78109,64654,60369,56854
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",42,0,0,0,0,0,0,0,0,0,,1635,2157,2182,2554,5113,5331,5399,5059,5245,7023,,2404,5020,6650,1333,856,1031,2209,5636,3282,3979
220860,Vodka,0,0,0,0,0,0,0,0,9,0,,5266,6275,4484,3796,3975,3532,3338,3268,1662,16,,115,38,64,15,70,309,684,195,7184,14100
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,29942,71422,104137,48448,37261,40219,25772,29463,13218,23233,,244,325,748,584,16686,2375,2342,15307,10252,364730
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12977,21356,13085,5059,68602,50113,27991,51954,71389,69926
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,41,0,0,0,0,0,,252,1139,1713,567,829,816,1832,798,782,1080,,308,7,0,103,41,432,554,6929,3324,2618
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,22,0,0,0,0,0,0,0,,16920,16303,18194,11203,9265,11846,13140,9603,11440,10640,,24193,9981,15885,13043,19731,10027,13570,6476,16521,14381
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1295,1273,1454,876,1055,882,1294,1659,485,612,,4,1,1,0,0,20,65,36,0,0
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,319,0,284,273,22,0,0,0,0,,73,81,91,0,57,351,116,3,0,302,,224,326,22,1250,1074,1060,1415,1816,0,5
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,25,693,618,1895,8055,49829,92475,133478,122353,156843,,0,205,571,199,378,545,567,502,197,6030
250610,Quartz (excluding quartz sands),0,0,0,0,0,0,10,0,0,0,,1175,1511,2964,4837,5687,7981,7537,8090,5623,10525,,243,132,49,215,80,104,93,128,140,281
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,118,26,0,0,15,42,1,9,0,,4845,4093,3599,5112,3510,4456,6054,6964,6058,5273
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,41,23,24,13,11,12,13,19,4,21,,246,1858,1067,595,903,572,78,88,43,30
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",423,0,0,0,0,0,0,0,0,0,,182,9,94,17,1,121,2,69,56,1,,203498,225394,227169,294802,213633,248986,208319,208157,130415,223821
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,0,0,0,0,0,0,0,,27,52,48,8,7,2,2,10,0,10,,624,218,522,68,149,513,346,904,313,144
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,842,636,755,691,594,340,372,438,482,407,,2117,2186,1842,1690,1421,2025,7093,14930,15745,19811
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,1,0,0,0,0,0,,0,48,8,0,1,15,106,2,1,6,,177,147,275,373,448,584,795,816,503,745
200320,"Truffles, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,169,153,145,142,163,128,206,107,141,182,,284,347,449,155,129,63,64,128,88,3
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,1,0,0,0,0,0,0,0,0,,701,789,831,551,545,449,560,641,632,738,,183,144,173,217,198,246,501,559,357,216
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,12778,10409,12905,11229,8635,8149,7639,8328,9347,3939,,0,0,0,0,0,86,97,203,130,100
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,0,0,0,0,0,0,0,17,0,,868,1214,808,925,1787,1079,948,1117,1300,1541,,589,417,574,108,281,401,1095,1220,442,1734
90500,Vanilla,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1250,0,0,0,0,0,0,0,0,0
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,23,5,0,3,110,42,67,11,5,,0,756,3080,3866,17538,33268,21734,487,0,0
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",4,0,0,0,0,0,0,0,0,0,,79,122,50,1155,1042,773,137,165,88,306,,89,1153,2076,1104,1642,1575,1553,1370,1391,2069
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,71,0,0,0,0,0,3,9,,2099,1990,1927,1249,937,1477,1037,889,732,1155
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,944,12,46,15,12,33,63,171,73,109,,1549,1811,1795,1143,707,1056,1185,556,431,87
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,14,21,14,14,12,100,,0,0,0,0,0,0,72,28,14,86
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",17,8,0,0,0,0,0,0,0,0,,70,252,65,74,21,252,152,153,149,284,,11743,8486,6935,5873,6650,9135,11965,16179,13742,18810
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,759,752,908,1006,635,778,810,718,988,1395,,216,282,333,390,320,398,665,479,270,361
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,2,1,0,0,1,0,0,,464,606,389,299,345,1027,750,468,904,801,,235,85,112,29,32,0,72,9,1,0
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,0,0,29,0,,39634,37508,36150,39604,44615,46153,47258,54183,60822,72444,,1467,2829,3649,4925,4010,4096,4448,5686,2742,4563
91010,Ginger,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14699,0,0,0,0,0,0,0,0,0
91012,"Ginger, crushed or ground",0,0,0,0,0,0,1,0,0,0,,28,47,35,8,9,14,15,11,37,94,,0,179,257,944,136,266,265,794,1519,1229
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,6,0,0,0,,10,14,95,21,120,73,126,163,118,62,,1,2,126,0,13,9,189,24,3,368
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,0,0,2,0,6,29,0,0,,4084,3093,3466,3976,4015,4671,42980,25313,26467,21684,,575,1302,1430,1138,929,1617,4179,10775,2743,2455
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,11,30,12,27,46,12,8,8,28,34,,0,0,0,0,0,0,0,0,91,22
