Product code,Product label,Singapore's imports from United States of America-Value in 2012,Singapore's imports from United States of America-Value in 2013,Singapore's imports from United States of America-Value in 2014,Singapore's imports from United States of America-Value in 2015,Singapore's imports from United States of America-Value in 2016,Singapore's imports from United States of America-Value in 2017,Singapore's imports from United States of America-Value in 2018,Singapore's imports from United States of America-Value in 2019,Singapore's imports from United States of America-Value in 2020,Singapore's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",92545,78621,48765,39238,37050,22364,41710,94399,64245,81546,,3226614,3266652,3345799,2608749,2050316,2421704,2324485,2139354,1918943,1927895,,286637,294968,269997,387312,258949,191046,194076,276041,245111,283288
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",86387,76174,71552,60784,79946,74557,71162,80854,61231,81317,,1623905,1662188,1756022,1795736,1770617,1920498,1907993,1876530,1732660,2260425,,198070,209833,221004,185979,197499,195968,234901,235843,206241,259365
901811,Electro-cardiographs,7096,2933,3339,2395,4877,4441,7986,22728,32944,79902,,166436,161495,161428,142574,150989,189150,209671,203024,200415,244532,,16145,12040,11797,10795,15250,16646,18277,36617,43901,92230
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",95187,57733,41183,28840,21535,26428,36204,29043,27361,79544,,641517,601720,648654,539576,505476,548792,561888,506300,508054,585192,,147116,100318,75535,68742,50221,62749,68999,55594,56447,116550
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,49787,47982,43461,52189,40496,44552,62245,87807,73905,76908,,1174074,1307952,1527864,1480311,1482490,1562528,1671342,1863248,1910886,2418886,,126410,121392,137609,232643,129892,162526,187196,199906,293149,223191
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",138804,104094,128783,93066,113088,184587,152694,89276,90148,76180,,2753493,2322930,2288838,2139912,2214884,2529172,2621184,2027001,1967726,2147322,,489784,483558,397298,357344,376583,527782,483287,421024,429655,449183
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",3796,3148,6148,1669,8902,4047,1741,11086,122886,74308,,1016883,748074,754799,773300,680437,845116,877429,1101074,765070,1484791,,35020,34181,23447,28523,82051,101992,137038,164764,365037,614000
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,61577,88380,92756,111451,172805,62765,79678,59181,52699,74003,,761281,657600,779148,983084,1113373,880475,1041077,868559,984482,1166031,,232970,282704,305842,274153,423691,368913,331893,295160,286547,533859
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),64137,60049,58016,45311,44741,55875,57329,69736,61716,71757,,2257177,2404117,2750027,3041465,2847082,2965432,3088869,2790118,2563339,2905924,,307991,282093,301089,259114,248092,272411,306790,315800,364461,498434
848640,Machines and apparatus specified in Note?9 C to chapter 84,31022,17842,30929,36615,31415,50226,75459,54996,77158,70790,,379641,336801,302784,321414,381285,407225,581885,566863,586365,657094,,188953,169799,180764,213333,256124,414612,482870,346148,496157,819263
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",62208,32797,50916,60536,66790,60196,81189,79778,58808,70760,,2358036,2439459,2593782,2604257,2520677,2735924,2881269,2615611,2351015,2344530,,182692,173164,230088,252203,252153,295657,594472,710840,1328271,1994785
901320,Lasers (excluding laser diodes),59163,52129,41229,28669,54465,71070,71296,59218,75560,70025,,989123,1073250,1120855,1150269,1173361,1372854,1468198,1229124,1144123,1314263,,138916,121015,132919,96900,138784,182620,189794,183058,215759,221351
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,41142,44484,46646,42106,36430,41866,51204,57591,56961,68478,,1205692,1263818,1429334,1353794,1362522,1419056,1608166,1491078,1361259,1583310,,100212,129828,157081,159145,144022,155449,183723,231882,177742,263129
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",53402,43764,672074,45240,58956,72162,101894,102109,51675,68225,,1828479,1873237,1876284,1711446,1617107,1588539,1511840,1410456,1285495,1407248,,290934,287871,909321,241306,238058,245858,267978,292122,237621,293162
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",50149,66118,93446,105276,123795,100281,120385,73064,78184,67204,,1687948,1566472,1623278,1821422,1516650,1619608,1853477,1890902,1432116,1510350,,167850,154773,205874,190568,183426,152052,229209,147654,159636,165326
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",627115,728826,362102,334674,338159,367751,90664,83575,59055,62145,,4267560,3505876,2807464,2442841,1957694,2315857,2730445,2753444,2284065,2685410,,1436204,1399445,1019884,892421,943311,1102710,743680,604928,421621,523517
902131,Artificial joints for orthopaedic purposes,939,1923,5473,26881,59984,57199,96843,98147,56244,61438,,1624899,1684502,1691253,1656330,1792347,1815604,1892593,1902504,1496713,1530241,,1884,3597,8813,40086,101513,109138,170168,169629,89621,99587
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,37438,35202,39640,44736,32700,28207,45756,61210,52336,58771,,1182659,1274006,1385148,1337542,1131580,907218,733387,642128,597331,679637,,60676,60056,65601,62628,52851,52583,67711,79766,75932,98179
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",39805,39031,55815,23074,24818,20970,32432,61993,45881,58739,,20657827,22819936,25406823,21721726,21916493,18724756,17390556,20528260,17047647,20547366,,737743,732337,889242,997314,1155159,1039746,1043564,823237,436690,491977
300220,Vaccines for human medicine,315,487,1575,4907,648,7586,10574,34830,30406,56724,,2530695,1686551,2436614,2926207,1826365,1419081,2360175,2019351,1771146,14809438,,2800,2713,5942,19329,34841,33758,44475,72507,86804,511065
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",37789,31806,75481,34090,34622,43719,49433,47553,48663,56268,,904418,762142,844007,888260,825052,1095113,1349373,1331380,1278454,1532290,,179763,176234,238594,181421,165524,256547,230020,185325,216035,260655
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",43667,17766,12021,13939,11702,9913,47355,25949,32635,55935,,2295291,2488822,1773652,2192208,1483662,1171491,1120708,902615,1130397,1852061,,208124,213593,178603,266596,189082,250111,246274,194866,172646,182439
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",45329,54414,38946,38994,40074,40935,54131,54778,52321,55233,,1393734,1303089,1367566,1304489,1282172,1212870,1244984,1086371,1026089,1011673,,152499,175174,170490,173703,179442,206712,227759,248336,184415,229386
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",12493,17362,12808,17119,22674,27865,36567,47676,50678,53787,,397126,462682,477446,518669,575189,625595,734621,760476,873343,1135426,,17515,25804,21020,25929,32144,39075,51480,67935,83430,90747
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,18999,23190,25850,28437,39895,43738,47908,39744,63975,53286,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,76155,91030,105404,108961,131282,152274,152151,139638,196387,237499
852691,Radio navigational aid apparatus,284253,168405,97290,68091,67959,101861,166599,180076,144818,53074,,1045860,951807,865194,840453,859288,881091,837633,934954,754087,847176,,452808,271054,192031,142307,128805,163628,227581,280849,214073,124437
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",43763,55212,44099,40568,44652,43412,54550,63652,57719,52761,,2287603,2327695,2468013,2541122,2733749,3017606,3158880,3090826,2879060,2803422,,328537,334787,287261,239294,257205,264535,396621,448033,420106,732376
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",62159,65401,356374,290859,169898,31557,63081,59515,34604,51402,,11850020,10797792,10674546,11772683,10543240,11167993,10078492,9230539,7438310,8692030,,1073498,992753,1326342,1159549,1072150,1019347,1353398,1365992,1007963,951264
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",40449,21817,6488,8509,7108,3800,2876,4153,6518,51241,,159071,160210,149148,138537,119162,109690,104589,99966,82681,101169,,116775,88464,66074,56909,51459,52162,58843,67906,132957,202882
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",48067,31979,24114,21753,25738,25450,25182,25568,34799,50841,,107924,92737,101019,94373,106383,142184,132536,121776,192960,304209,,247405,211294,177850,151532,156334,164699,153438,206502,266440,258772
848610,Machines and apparatus for the manufacture of boules or wafers,10404,24579,16882,10725,21159,23405,5815,7376,22889,50489,,247374,52371,45788,63169,73757,119198,101379,83359,122968,154675,,134145,138035,106206,89910,119968,115808,93308,90953,105879,467429
970300,"Original sculptures and statuary, in any material",5174,7931,9442,4073,7610,4643,10194,9551,7582,50255,,1029987,1089009,1467496,1786478,1773715,1740319,1939427,1965026,1163165,1298615,,40494,59559,79185,76405,46669,99561,62379,37453,89548,96555
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",1512,2078,6453,6028,6884,9304,8822,18341,18545,50172,,260809,274954,299797,309647,357246,371936,390475,418984,484617,538300,,22801,28786,39068,44590,43401,54696,69317,90398,125777,157006
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",71902,103151,96198,126461,61163,230260,100865,190548,63890,49175,,1507588,1657429,1512861,1145621,869128,977889,1105915,1094255,819107,881721,,187066,298843,248390,318033,176580,365887,246769,334089,171001,136976
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,36923,45282,46020,48262,,0,0,0,0,0,326597,383673,551696,567739,613916,,0,0,0,0,0,0,121869,131395,145427,151416
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",80904,84572,73069,54340,64702,68739,50213,33690,39623,48059,,304875,320127,370401,397906,359509,485041,377789,282972,294298,369881,,855241,787088,950178,1004962,1181821,1255190,1835753,1442325,1182363,1070132
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",74843,104922,108376,79010,49452,45465,61290,59221,37328,48017,,1579949,1921129,1991691,1639063,1237319,1273695,1481143,1405439,1141012,1307219,,117164,151724,180455,143594,105359,94023,135734,130474,102031,145229
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",67427,63076,65285,46163,40464,53313,64786,63087,44529,46501,,1373669,1448763,1595460,1537828,1449956,1596738,1634990,1676588,1430698,1445748,,176890,193753,215220,156771,155698,184895,210793,206243,179462,217413
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",34239,46419,53867,50468,50263,58396,58969,60821,45162,46398,,807263,820543,857111,862032,853874,878727,945767,869918,747685,958532,,62877,78769,105308,110629,101183,106114,100450,100816,82933,93484
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",78274,30433,16148,37284,61613,50778,62077,54334,23188,45703,,2222693,2444689,2502822,2366159,2125517,2123271,2475760,2481652,2321387,3456243,,1068693,856529,996829,690247,753549,966256,1375238,1278024,821079,861631
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,25070,27547,6916,5239,13823,32655,12285,24188,24642,45630,,2749292,2834288,2875677,2845697,2528613,2516062,2368866,2492723,2565065,3040652,,38594,44134,13905,11581,22701,46792,54113,89516,72097,108663
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",31090,33687,37067,34255,31873,29894,30089,27407,29619,44163,,942072,919777,1018582,966437,950827,1016105,1007745,922224,842089,1009832,,60932,62193,65142,69106,65638,73146,63638,55899,54395,73447
280461,"Silicon containing >= 99,99% by weight of silicon",33103,18960,12358,14266,21403,25980,1689,3153,23296,44048,,1837918,1322660,1666356,1283565,1620984,1583998,1026231,803252,818242,1134549,,205251,181058,149580,143907,174090,231575,209547,130440,116201,134948
382370,"Fatty alcohols, industrial",20908,20973,17786,19604,24756,43154,39555,39697,25683,43917,,250865,245870,234682,226478,229746,259008,222148,237848,225879,304513,,133933,103355,112457,133058,187899,260611,235191,181206,186479,291194
841960,Machinery for liquefying air or other gases,5099,3151,4062,1463,2669,811,1505,2268,761,43224,,173937,137203,147878,115763,52588,58148,60520,75914,147584,103604,,8385,49641,11572,6713,10298,9243,4851,13992,10831,98036
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",15923,27223,32317,9725,20618,57599,50069,29398,65080,43160,,798724,965277,1126925,1128230,1354028,1691845,2483316,2839086,4594358,5556407,,321945,462750,288808,376899,498136,1178725,1199843,729002,1060810,1433940
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",56781,51554,23132,67760,53950,35212,58022,56312,30588,42334,,975516,891348,1075596,990998,522963,399904,445762,540489,490020,445871,,209235,227251,222217,222791,156917,96891,168321,186345,106242,101399
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",84835,95587,85229,86637,85135,82545,89305,64089,33783,42171,,1723523,1839311,1831712,1657055,1698983,1758131,1780071,1661346,1218442,1430062,,578995,652092,678953,640308,700053,817312,907734,841585,650668,859256
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",26780,36639,29356,20852,24343,31144,42793,50393,37924,41628,,1562608,1718807,1844583,1846456,2033969,2087159,2044602,2063934,1676056,1931929,,211046,202897,201665,155078,156262,184520,196794,203308,171654,206348
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",23876,21928,29244,28632,34712,43362,50088,35907,45224,41603,,495497,537313,581375,631647,667216,746536,894605,799709,671250,786442,,72292,76959,96342,108656,144283,198305,166790,157018,156843,197676
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",540,857,4024,3099,5656,6345,28012,58399,57872,41371,,336734,394541,519875,535054,445200,384035,410540,418797,394720,444425,,11932,19029,28673,24993,38558,40804,91949,116910,110992,109379
841430,Compressors for refrigerating equipment,13783,14297,11023,11845,8461,7668,7824,13419,12351,40968,,1214900,1313671,1347192,1467318,1299400,1380526,1312836,1185489,1012402,1054370,,84255,130026,144941,162827,166115,139561,135871,141214,142310,167027
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",46719,40283,50036,31905,34091,33734,54554,66953,45085,40922,,1582959,1553428,2047467,1946809,1640138,1694243,1669819,1857512,1458775,1684129,,282000,250058,273497,182086,124806,127923,163987,180365,124088,136251
841391,"Parts of pumps for liquids, n.e.s.",111333,102108,90543,67834,50833,45317,52400,49153,39502,40894,,2619207,2617795,2654607,2334753,1997924,2172426,2341483,2257765,1984758,2083347,,369170,346887,311417,270947,240719,218403,253327,263215,228107,252841
848120,Valves for oleohydraulic or pneumatic transmission,13819,19476,21933,23854,26699,24499,40764,38892,34029,39587,,1189307,1159489,1331673,1241463,1274520,1383397,1600494,1523507,1360170,1432278,,68643,83734,82219,66968,72702,107770,103389,113153,112625,137498
853400,Printed circuits,44249,47545,47700,35793,37290,31432,31693,23414,76513,39488,,1748508,1769302,1980226,1727340,1858366,1752486,1592217,1283166,1190302,1207965,,822763,750782,726454,636744,587696,597727,673543,638617,835161,985036
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",51515,55699,71422,87412,104989,69893,53347,48022,40084,39444,,3307137,3489549,4008241,4198438,4189586,4388320,4638427,4189721,3712206,4517830,,618776,722653,639981,580580,603018,599540,645755,728855,624895,769851
902110,Orthopaedic or fracture appliances,12571,17198,13066,22565,32168,41796,59225,56748,43333,38952,,1683157,1989549,1989065,1993639,2070229,2108468,2265253,2311169,2131088,2582380,,32770,39967,33277,38167,50535,65803,85864,93202,82508,88237
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,589,1892,2333,38539,,0,0,0,0,0,194618,256621,228947,195483,144564,,0,0,0,0,0,0,2166,3871,5082,48855
848140,Safety or relief valves,18291,38434,43502,44844,38367,63099,72152,32727,42566,38307,,792643,1111813,1329709,1308535,1034612,957714,879988,779487,844230,810464,,59605,85471,101539,146679,122307,158849,172827,117639,163322,252339
852610,Radar apparatus,27656,20864,17853,18167,17484,26918,34823,45013,31499,38153,,680134,1323191,813381,705333,972637,1364236,1496575,1796224,782921,726319,,69449,53693,87608,56727,43678,50209,62468,70601,60126,67332
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",25449,35374,37168,35326,33884,43086,55689,45257,45239,37539,,262759,258349,278234,231074,242517,274034,287921,271967,298577,346972,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",5257,7943,10847,15048,16996,25156,26096,25159,28042,36511,,581168,619778,684686,737192,786576,833432,866756,891574,832436,993027,,16554,19470,24139,28383,30112,43084,48172,47972,48652,60777
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",83875,79155,66440,55213,56799,52499,44408,42961,33837,36301,,2411750,2359291,2287894,2187321,2153282,2147133,2096295,2058956,1759908,1937075,,279998,268458,243846,218124,206319,175888,177316,166968,121876,131827
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",7946,5871,8762,13738,17902,9267,26027,56241,76371,36137,,2632422,2722844,2760415,2802769,2868343,2576261,3488424,3914698,3659526,4416508,,779506,663857,686159,553248,570808,736470,768316,909444,628896,467066
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",8561,8448,10871,6530,10123,12137,26114,39630,45931,36068,,168725,211542,189885,178845,173089,233430,235069,257242,300370,300157,,31554,19408,20655,19177,20754,23372,42890,52231,55484,45710
390740,"Polycarbonates, in primary forms",103369,53218,53010,49294,38731,33460,45077,30540,64322,35648,,1361455,1261947,1383685,1225145,1071930,1127334,1256303,1139173,996059,1121871,,489064,388836,424669,369004,315675,296464,355783,345818,285276,349542
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",14693,14529,14245,14215,19146,33815,28987,26798,26421,35606,,738539,768845,760285,819810,853366,905526,942369,886636,866743,961628,,52744,75536,175163,210339,193653,166479,174729,170313,163848,189061
