Product code,Product label,Russian Federation's imports from Australia-Value in 2012,Russian Federation's imports from Australia-Value in 2013,Russian Federation's imports from Australia-Value in 2014,Russian Federation's imports from Australia-Value in 2015,Russian Federation's imports from Australia-Value in 2016,Russian Federation's imports from Australia-Value in 2017,Russian Federation's imports from Australia-Value in 2018,Russian Federation's imports from Australia-Value in 2019,Russian Federation's imports from Australia-Value in 2020,Russian Federation's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,203,216,122,12,29,27,104,76,90,113,,63,174,149,150,63,104,54,30,24,3
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,0,0,,212196,201278,198109,188421,220287,526415,174484,211295,372895,536150,,2426,2831,3671,2807,2294,2201,977,781,862,991
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,176,67,129,169,58,139,12,27,16,4,,0,181,0,0,0,63,0,92,0,0
80212,"Fresh or dried almonds, shelled",0,636,2322,0,0,0,0,0,0,0,,96838,224162,297070,406034,245901,206331,212259,297251,277849,275805,,111152,122535,85310,48776,35505,66448,71282,52857,53293,45593
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,0,0,,298,536,233,127,165,154,253,142,127,317,,27258,29527,25837,18600,22119,28823,28452,25941,16000,13098
80440,Fresh or dried avocados,0,3,1,0,0,0,0,0,0,0,,8739,7173,5287,6288,8353,9177,11639,17216,12851,29624,,19360,23079,24029,19016,20907,36253,59010,91172,121845,132672
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,5248,8835,8094,12899,17671,12761,19441,23214,16537,19013,,77720,72207,48687,29477,48608,37002,40774,47357,21147,21115
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,1816,1186,288,148,471,135,101,90,309,1,,11673,13270,15430,4732,6529,6542,7393,10593,7427,6165
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,1790,1072,450,490,249,374,1107,877,551,220,,17270,19329,20229,17300,17416,22905,29269,25699,23460,31296
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,555,503,636,213,190,322,606,375,156,233,,232,88,32,18,199,107,31,48,30,18
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,0,,2301,1643,1514,1861,2427,1942,8458,7920,7649,8238,,3976,4711,2187,643,620,704,1598,2164,2554,4182
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,138816,87642,104601,118318,132950,119825,124917,111960,108470,118496,,1775,1475,2283,878,1394,1942,4862,2367,2052,4378
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,1,0,0,0,0,0,0,0,0,,101,81,157,0,0,307,0,24,0,0,,287,286,244,170,112,134,122,157,51,65
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,0,6,0,53,40,99,6,53,3,26,,414,405,258,122,27,22,7,21,0,17
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,0,,200,209,728,296,225,247,273,120,56,37,,123,121,59,22,30,7,135,222,140,2
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,11103,14440,8100,6517,2610,1425,1577,2215,845,478,,33530,81971,123916,105780,84628,53999,43520,20299,3874,3935
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",423,886,570,0,0,0,0,0,0,0,,167050,248705,352822,286477,216745,255374,298897,453852,356865,415507,,7974,4134,22745,24320,14483,14955,13042,4045,10272,3314
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,121426,192885,210356,192371,193754,245568,319732,287839,220955,113566,,0,21,24,6,4,6,1,49,990,300
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,1485,1563,1514,747,1102,1114,1592,1103,1265,3459,,23095,17526,5244,4858,3969,5804,1648,1660,585,414
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,616,133,81,13,0,0,0,0,,126869,141257,141665,86041,64178,75983,83256,84957,79312,108146,,635,580,1750,730,286,396,322,133,87,128
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1947,2922,336,205,314,0,0,0,0,0
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,77,14,37,0,2,20,35,12,43,382,,478703,395441,77195,35940,25523,31770,31396,10140,4419,3845
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,0,,10748,8646,7872,7153,9116,9333,10221,10779,9431,8601,,4262,9373,12190,7601,266,4246,4976,15582,21258,25946
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,122,130,36,6,10,1,5,1,8,11
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,75,525,0,0,0,0,,231,599,178,0,0,0,0,0,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,16,,0,0,0,0,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,56,0,0,1,,17631,23442,24963,14806,13035,16926,16916,17059,16736,18816
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,674,701,229,156,23,2,1283,10,9,29,,108366,158433,107459,40694,53429,46130,71357,111318,100660,175872
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7589,8860,4091,447,1075,308,3,0,0,0
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,1302,669,852,948,1224,1517,1231,1519,2589,3215,,0,0,0,1,0,0,0,0,0,0
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,3,4,1,10,1,5,18,0,,106,544,218,165,0,0,40,612,475,0
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,0,73,0,0,23,0,0,0,0,,37560,43449,36323,21031,23607,31230,27286,37888,36465,36285
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,1575,569,130,0,1,262,149,0,0,0,,18307,3583,4066,887,1669,4814,2937,6209,4976,5349
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,2,0,0,,324,379,145,0,0,0,0,0,0,0
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",1,0,0,0,0,0,0,0,0,0,,244,416,3,126,22,74,92,35,48,71,,5141,2052,931,0,0,43,197,1110,15454,28232
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,196,56,180,0,0,0,0,0,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,377,1776,3006,3267,4169,3825,3435,5049,,9,2,85,0,0,0,0,30,0,0
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,0,0,0,0,0,0,,50,40,270,54,233,184,90,32,27,428,,10851,13246,9223,9788,13466,13394,22428,39148,20894,37540
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,42,24,1263,1880,2222,2599,2813
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,19,7,5,3,5,135,0,2,1,3,,310,185,1031,1127,869,1100,2424,1320,2641,6619
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,56,403,194,588,1075,2112,1353,960,489,1022,,0,0,117,6386,8121,8291,6906,4430,4419,5479
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,193,912,595,392,230,160,630,46,661,294,,80,38,232,5,46,401,428,74,40,400
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,,446,32,125,9,3,0,0,0,0,0,,733,857,760,125,130,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,907,235,25,69,47,,0,0,0,0,0,5044,5239,6636,7818,8942
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,1,5,102,13,3,3,30,285,118,56,,9,10,17,3,7,4,12,6,8,6
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,0,,19177,19270,18473,18120,20468,23285,24864,30028,30558,36384,,32165,46690,39304,6332,8806,17407,25758,35824,38101,42970
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,2119,1185,229,417,422,982,840,1029,627,979,,20103,30379,40218,33820,35833,30806,29415,38241,28107,34690
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,3,0,0,57,7,63,115,23,0,61,,506,683,606,236,252,199,368,1057,799,582
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,5,50,0,38,1,11,39,19,49,58,,1114,1048,774,972,1166,1020,1151,846,1205,1262
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,10,47,27,21,29,15,5,18,5,42,,1602,514,549,546,347,1486,1909,1156,923,3201
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,0,0,0,0,0,0,0,0,0,,152,346,658,886,413,747,777,3022,422,1269,,2365,1458,1890,1587,1793,1890,2273,1626,1845,1810
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,276,89,36,59,77,123,133,55,115,155,,2804,188,43,64,196,224,229,110,6,45
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,0,0,0,0,0,0,0,,58,20,101,90,110,27,252,85,23,1681,,10820,5684,9474,12668,19410,23402,28315,25474,22098,37192
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,18,19,11,10,3,72,2,5,10,17,,8,8,33,15,17,23,31,25,27,21
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,25,60,14,193,96,31,11,24,5,3,,5,47,16,459,104,146,42,63,40,1243
290250,Styrene,0,0,0,0,0,0,0,0,0,0,,0,3,4,12,0,0,0,0,0,83,,55,84,57,922,108,672,130,147,43,8451
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,30,0,2,4,107,4,0,14,1,1,,1579,1,792,0,1,1,0,1,3,0
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,57,12,21,9,0,4,0,6,8,6,,305,1103,1291,298,420,688,1143,785,1094,734
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,22,11,17,12,7,0,0,5,5,5,,90,210,71,79,70,60,380,103,50,63
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,0,0,0,0,0,0,0,,48,73,53,66,25,33,13,121,86,7,,1771,2387,6003,3103,2046,2015,2402,2904,3878,3550
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,4,0,1,0,1,1,1,52,0,5,,20928,27690,11911,427,283,1321,365,354,330,736
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,839,3090,3770,789,1475,1444,1840,2008,638,1107,,14295,35994,29661,15354,12601,22128,21980,25891,62086,28302
290545,Glycerol,0,0,0,0,0,0,0,0,0,0,,3504,1298,444,725,1161,4580,66,190,146,134,,74798,88512,78470,50837,54909,38603,33621,39430,24461,30375
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,7,,0,0,0,0,0,0,0,0,0,0
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,13,23,0,0,0,0,7,2,8,4,,31,0,25,1,4,38,34,9,9,1
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,3,4,16,18,23,4,9,9,11,3,,97,34,38,34,103,273,218,393,367,526
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,0,,451,401,114,5,1,1,7,1,0,0,,544,784,311,280,205,246,141,313,662,2915
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,0,,45,101,96,52,142,523,1204,294,191,181,,1015,609,973,982,1690,1215,2131,2167,1984,3628
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,0,,9,97,48,68,18,18,97,37,32,43,,44,110,65,73,148,243,253,216,151,172
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,78,40,1,2,2,4,5,1,11,3,,7651,5989,4843,3839,5054,5620,8263,8148,7189,11799
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,5,63,3599,2680,1033,0,24,0,2,0,,1508,1242,1294,2311,2343,2609,818,1753,453,2716
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,8,20,306,88,42,5,297,12,38,26,,1663,3557,2669,2827,3257,2904,3389,3644,3742,4703
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,0,0,,0,0,0,0,0,663,743,685,2267,3985
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,0,85,55,66,332,391
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,0,,98,64,45,23,47,34,40,36,28,129,,6098,5018,6114,5190,7623,8818,6542,5680,9790,7430
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,1,0,0,0,0,0,0,0,,4,6,3,1,3,7,62,7,7,8,,3831,2766,2401,3513,4587,2854,3027,3779,6450,6924
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,0,,17,13,40,154,206,274,414,462,174,200,,17801,18665,17897,14435,13372,14533,15643,14780,16392,27025
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,0,,14,18,2,7,3,3,3,30,10,29,,808,790,937,1328,1212,1317,1443,2629,2262,2669
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,0,,12,4,50,5,43,33,107,13,3,23,,15125,12821,12821,13397,13982,13618,14683,14443,14239,18282
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",0,0,0,0,0,0,0,0,0,0,,435,405,533,329,187,963,853,378,308,401,,39176,54105,67856,77241,74563,66538,72346,77508,79251,117179
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),0,0,0,0,0,0,0,0,0,0,,152,113,105,240,101,280,288,219,1132,1677,,22064,24817,24504,18273,21464,24501,29740,25376,33680,35309
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,0,,0,57,2,2,0,0,0,2,0,0,,1,1284,2301,1853,2434,2997,4562,3186,3014,6588
292910,Isocyanates,0,0,0,0,0,0,0,0,0,0,,2671,2110,1112,1182,637,675,532,777,895,986,,339726,227830,160082,78815,90290,146721,165630,96800,106448,154990
293050,"Captafol """"ISO"""" and methamidophos """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,43,172,307,0,0,0,0,0,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2,0,,0,0,0,0,0,0,0,0,0,0
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,0,,10,12,0,1,2,15,2,0,10,1,,346,516,571,490,767,908,644,813,635,1193
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5086,3526,2843,2087,2319,3789,5202,4030,5557,8458
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,15,59,2,7,,8423,6689,7958,3973,6377,4709,3749,4995,5051,6549
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,5,11,8,13,8,19,14,7,12,45,,1353,1432,3204,1536,925,493,45,934,939,382
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,5
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,0,,327,6,6,14,71,21,12,14,18,119,,193,194,516,303,241,1107,151,441,134,191
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,0,,177,21,33,77,7,12,3,38,11,0,,1886,1249,930,1554,1515,3441,6983,11035,13116,13562
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",0,0,0,0,0,1,0,1,0,0,,1017,792,864,1134,341,389,668,260,1469,1364,,81534,76548,104669,96370,107440,197428,277023,384590,438824,570826
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,0,,59,13,181,350,209,93,62,42,346,45,,1243,1453,2032,1894,3111,4193,2875,3914,7736,3547
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,1723,804,4251,6664,8908,9939,8289,11417,10500,4991,,52,593,67,240,555,569,417,163,344,228
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20441,6317,11706,13938,,0,0,0,0,0,855,1211,6970,14890,11661
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,70,2209,1500,673,362,,0,0,0,0,0,18,122,143,42,62
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,0,0,,6951,6274,2865,2007,10459,97885,117152,94466,111524,109527,,369131,395873,335053,225617,237526,289874,266341,377168,232534,330636
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",0,0,0,0,0,0,0,0,0,0,,4665,5080,7848,5117,4731,5297,5337,6898,9090,14388,,21855,27708,24678,17164,20533,20929,21259,23174,21637,20138
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,12,7,0,62,113,14,91,30,59,133,,2968,4720,3396,1944,2209,3102,3744,4364,3880,3441
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,117,0,5,9,,0,0,0,0,0,42,0,52,26,0
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,1706,1555,1875,2099,2854,3067,3468,1492,2612,1481,,233,303,353,2468,1611,7795,13312,14510,18105,31281
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,18,0,7,8,8,0,1,14,3,11,,368,432,706,774,2025,993,1158,1060,925,1067
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,0,0,0,0,0,,46,131,81,126,38,0,8,6,20,25,,5717,3342,4438,4836,5785,5586,6523,8037,8436,10500
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,0,,106,53,219,375,155,40,22,38,13,91,,9202,8658,9047,4116,5850,6334,7285,5856,5843,7279
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,0,,232,341,346,287,375,193,16,806,131,11,,752,609,487,471,431,369,305,238,198,180
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,0,0,0,0,0,0,0,0,,5206,3906,4962,3512,5300,7377,6618,9500,11687,5561,,400072,371032,326737,190357,170897,175750,189826,180911,174809,169278
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,136,53,59,108,44,0,0,,15958,13657,11125,9175,9108,7315,9688,10130,10232,16552,,183170,195561,176406,113600,109345,134035,146047,147719,131563,152342
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",0,0,0,0,0,22,0,0,0,0,,7221,5746,7321,3554,6498,9121,7168,6899,5927,7872,,129387,157961,175370,145498,182175,220830,232789,192250,196661,246413
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",0,0,0,0,0,0,0,0,0,0,,1225,308,329,261,309,76,348,242,1600,411,,43878,33745,30402,16380,18707,29315,40399,34014,28774,49789
391510,"Waste, parings and scrap, of polymers of ethylene",0,0,0,0,0,0,0,18,10,0,,29056,19067,19149,20019,15003,13341,8605,9047,10756,28523,,126,174,276,660,732,1158,2707,4880,2572,3494
390311,"Expansible polystyrene, in primary forms",0,0,0,0,0,0,0,0,0,0,,206,131,36,26,483,398,117,116,567,1025,,136334,120844,101125,41483,33428,39823,30448,34330,29632,48826
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,1991,2070,97,273,262,1250,1521,1042,799,1502,,102185,102784,68638,43546,37425,43877,48018,51832,52471,70144
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,0,0,0,0,0,0,0,0,,367,183,110,68,77,117,0,42,2,1137,,18762,25975,28481,21736,21317,17865,19508,20490,19419,26301
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,0,0,0,0,0,0,0,,200,48,28,34,27,4,18,294,49,127,,15444,14805,14798,14318,15434,18007,21321,22064,21171,27841
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,19,35,5,0,5,3,0,0,14,25,,15134,12462,9803,8714,9138,12857,12625,9928,5997,9251
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",0,0,0,0,0,0,0,0,0,0,,1,8,9,17,38,12,38,100,79,72,,3166,3174,2579,1053,1381,2370,2118,2673,2795,1684
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,77,242,113,87,166,26,253,89,74,123,,32076,28750,27467,19392,20771,22920,27076,24697,24327,34980
400829,"Rods, tubes and profile shapes, of non-cellular rubber",10,0,1,0,0,0,0,0,1,0,,2418,1179,915,1459,713,702,1320,2262,1011,1471,,41388,46484,38196,22022,16857,17811,17173,19072,20920,28747
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,56,2,0,162,75,10,3,0,0,72,,6303,5880,5421,6137,5878,6086,6597,5926,5680,5491
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",1,0,1,2,0,0,0,0,1,0,,2764,2891,2799,2114,2987,2382,2709,3541,6946,6874,,41963,39632,44941,34463,38033,49301,60369,56159,49909,62022
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",0,0,0,0,0,1,1,0,2,0,,6003,9172,6504,3883,7247,10073,10350,13724,7866,12529,,14024,15188,13895,7822,7125,8648,11329,11825,11927,14844
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",0,0,0,0,0,0,0,0,0,0,,21721,15377,18796,13883,7820,3728,5543,4075,1970,2010,,92,76,57,53,44,79,40,54,78,101
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,218,701,341,86,12,96,80,54,1,3,,878,587,245,371,358,690,1223,441,80,190
