Product code,Product label,United States of America's imports from China-Value in 2012,United States of America's imports from China-Value in 2013,United States of America's imports from China-Value in 2014,United States of America's imports from China-Value in 2015,United States of America's imports from China-Value in 2016,United States of America's imports from China-Value in 2017,United States of America's imports from China-Value in 2018,United States of America's imports from China-Value in 2019,United States of America's imports from China-Value in 2020,United States of America's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",647,299,599,2208,535,1619,1560,395,853,842,,9747,13119,2468,10658,4494,9078,2117,2745,3464,3629,,890,456,843,2934,769,1905,2367,1572,1575,2520
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",978,899,460,457,5035,717,685,736,518,841,,10422,12619,17364,18856,9790,7983,9667,10355,10064,17917,,7826,6485,8492,7949,15956,8668,9526,10229,10956,10016
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",1110,1217,725,765,596,255,424,283,321,840,,23396,29984,26054,34029,21103,16861,24676,14929,19164,13069,,8511,10092,10089,8694,6867,3539,4512,4004,3478,5216
810296,Molybdenum wire,511,488,335,411,543,485,703,482,615,840,,27955,23949,26351,21062,18608,15749,16331,13791,13369,16102,,2827,3599,2272,1948,2583,2730,3122,2263,1666,2089
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,129,105,99,510,840,,0,0,0,0,0,0,0,0,10,1,,0,0,0,0,0,155,600,206,742,916
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",411,315,327,1474,660,798,303,4046,2584,838,,34750,48958,81613,72152,69266,67130,76126,91025,60746,62212,,9728,9833,10894,11861,11919,12474,16157,12659,17112,30839
390610,"Poly""""methyl methacrylate"""", in primary forms""""",13043,16267,17021,15820,9207,11670,13420,8561,8362,834,,48190,36899,31811,29073,27121,43250,46420,38640,51376,46674,,51118,57616,55409,58687,46950,71404,66180,69008,65302,59700
530820,Hemp yarn,273,279,239,343,495,878,485,417,740,834,,6585,12084,1238,1312,1060,1441,3236,5546,7436,11402,,539,519,963,1575,1959,2840,1334,1453,1885,2149
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",570,415,1200,1152,694,851,1763,1896,459,831,,11365,12169,18586,17986,28815,61886,29845,18488,17921,73714,,2682,3217,4198,3876,2544,2859,4291,4675,3776,5190
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",262,571,542,569,471,621,670,773,493,828,,35095,57686,75176,89126,78743,119906,105323,244768,303245,138880,,11506,12938,10613,10574,15288,11135,15665,19146,13918,15105
710610,"Powder of silver, incl. silver plated with gold or platinum",2324,3357,2690,1361,890,1874,1230,273,197,826,,5798,4581,7041,1781,3397,4747,4613,4312,7689,15992,,323973,385020,334813,113917,52847,60059,64621,29325,23151,49889
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",1160,1331,1458,1830,1295,2260,1765,981,673,825,,7132,6386,11490,8179,6552,8125,8443,8572,10674,16272,,28204,30053,31373,29826,29702,29935,37622,34394,37997,47858
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",10012,9216,10294,7828,8405,5918,6461,1330,805,824,,510264,671646,571286,1021938,1279186,1592477,1399317,511489,763279,642675,,30435,24727,25048,27905,23723,19445,21214,17416,17619,15042
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",684,614,319,184,330,518,449,333,1249,822,,7439,8221,9094,9445,6617,11630,15432,19464,10825,26665,,97845,72573,96290,84447,76586,84868,98222,127977,94131,117255
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",969,747,947,1178,767,1094,1317,779,708,820,,142486,101454,137111,108909,124065,109014,123960,135836,112605,143637,,14288,12162,13865,12695,12120,9321,8639,7178,5517,7080
852210,Pick-up cartridges,57,115,46,82,93,269,680,537,334,818,,461,293,6656,3696,2982,2378,2545,2229,1965,1383,,3566,4255,4554,4245,4237,4147,4252,3668,4364,6635
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",3783,9806,16719,1357,1233,665,50,57,22,818,,140206,129843,112463,95020,72731,93639,112980,119790,136980,323104,,45458,44072,52723,45101,42316,41310,26133,14253,8705,17211
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",1041,1814,1769,1863,603,1312,1340,1232,800,817,,63178,84904,71809,74404,52404,58198,91653,88998,94301,141021,,15272,13687,17085,27428,22390,20604,27434,40837,31830,31728
80241,"Fresh or dried chestnuts """"Castanea spp."""", in shell""""",4068,3081,2557,2500,4005,3159,2312,998,1135,817,,84367,83953,82178,77701,76743,72530,77892,86224,81331,60398,,11406,10854,10746,13560,12657,13837,12040,12255,11626,13162
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),2097,1804,6460,691,4891,1118,1600,2608,2855,815,,13674,18265,30158,29212,36606,39141,42408,44186,39742,52858,,42259,47548,45562,50027,54770,62433,89922,135404,140689,164092
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",5244,6044,11046,7381,6692,7839,6144,1538,605,813,,277001,313554,323398,280782,230023,213926,233074,198559,124387,146221,,13162,11271,17005,11955,10877,13972,11722,8867,6598,8494
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",1081,1369,1583,1923,822,1017,1390,1111,567,809,,28208,19553,20667,19932,21887,17290,19849,24025,23308,30241,,40816,25725,17257,23948,25100,22698,27973,31514,26167,34457
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,474,1361,1934,6274,1540,3943,3240,1514,1331,809,,19691,32647,63074,86954,138667,195922,195769,235655,238800,249256,,358525,359098,380795,395347,367660,402689,462940,424258,375544,471015
282731,Magnesium chloride,263,465,1085,1966,1310,1292,873,2090,542,806,,16497,17546,19385,17662,16652,20228,26239,31438,49245,42528,,19981,16116,36684,35295,35263,25203,30709,31970,27587,32152
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,136650,177134,184265,197104,224225,261859,149469,195,5688,806,,363588,470308,516035,607902,626092,546365,571488,805005,697776,869048,,648102,654410,665423,723396,783211,838438,915633,940876,984939,984383
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",7618,7107,4529,4154,2767,3724,2756,1149,810,804,,17091,18982,16824,14735,8372,9089,10223,10137,13736,11981,,42781,29039,22586,24270,25753,20704,21941,20642,13029,14662
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",917,882,500,771,952,1239,1515,832,542,803,,13496,11950,6260,5161,4517,5160,11407,13797,8286,14449,,10890,12778,13399,12494,9729,18039,21372,20524,18983,17510
250510,"Silica sands and quartz sands, whether or not coloured",1038,878,957,1299,1912,1823,1768,1174,671,801,,530,223,232,350,746,670,933,1186,1236,1154,,43351,21805,41066,31688,27806,34403,39563,37758,32518,34652
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",1381,1947,2080,1917,1733,1729,1570,1593,2980,801,,14881,50624,65150,79628,91193,84500,95478,109681,112225,116579,,3388,3548,3496,3555,3547,3236,2843,3195,5212,4345
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",669,713,559,838,677,1079,1163,1258,591,798,,19302,30667,46196,71620,57137,62890,65109,46704,47607,56737,,6254,7597,8798,9833,8994,8743,8988,8908,8462,12752
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",2419,1092,2575,7775,9541,11405,15539,5646,2865,795,,27201,20794,43410,55465,55254,75573,93562,67233,45056,44805,,321812,194642,190141,176351,130071,157791,165146,161882,135340,150606
360100,Propellent powders,0,0,31,0,10,1439,939,0,13,795,,5367,5277,9726,14440,24676,30927,28622,17275,12096,13681,,84090,87593,97028,95201,83684,59918,51760,46519,77621,123794
843221,"Disc harrows for use in agriculture, horticulture or forestry",311,456,377,601,544,752,681,483,499,793,,5587,5838,7643,4104,5214,5633,4327,3990,4395,5668,,9858,24889,26948,15318,19848,24540,40960,57926,88120,96744
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",1217,1210,1443,2841,4135,5186,4488,848,965,791,,229008,288718,326308,442811,437913,552241,388284,387591,433386,386012,,65657,69644,81265,101731,96145,101096,97119,74001,72240,75411
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",6341,2430,2751,4696,1458,2304,5913,1185,219,788,,32555,25079,25046,25028,21564,22939,35979,30242,22224,30224,,36708,37248,57983,48932,36840,60084,66219,96835,72633,54249
900720,Cinematographic projectors,351,10752,11801,8703,11948,9492,4389,1144,563,788,,115287,120064,65850,48138,52275,56319,57366,68854,31688,30135,,4302,12553,14283,11124,15886,16329,6328,4242,1883,2328
251310,Pumice stone,197,256,338,449,264,394,491,495,258,788,,2353,2125,2230,1997,1552,1772,2131,2126,12074,12247,,3306,3647,3145,2749,5230,5925,7024,7049,6393,4285
730810,"Bridges and bridge-sections, of iron or steel",12013,8073,2687,17877,27869,2946,12304,1463,123,787,,109717,149906,215102,142268,140431,144443,136485,191933,217830,312006,,38495,21875,9926,26681,35414,13317,38273,39564,48908,40882
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",3439,799,2356,1464,1313,1278,812,1679,501,786,,4115,2378,3182,2572,2141,2386,5946,8121,9978,19142,,104839,75225,96615,86243,78553,85853,67760,46922,32243,46105
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",9931,184,478,805,454,732,1631,1470,649,784,,9642,13582,11442,10911,11365,18320,18928,24882,21566,24590,,28673,18987,22485,17010,17695,18935,22286,25880,19549,24608
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",202,3021,3899,3883,2795,3502,6367,4547,496,782,,55130,56243,71599,53203,50134,70731,100163,103932,160214,321127,,205826,166476,176292,143072,133780,168610,190650,152765,128401,237211
850630,Mercuric oxide cells and batteries (excluding spent),229,404,330,534,444,622,639,635,440,779,,4,134,103,141,72,94,91,28,0,0,,356,425,382,625,476,670,767,732,452,937
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",1109,1141,2239,1445,1384,1244,916,529,769,778,,33900,30914,30165,28268,30523,33446,35685,34161,31305,29096,,119514,137463,141599,193385,210093,221030,237320,288824,511811,523870
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",15212,14485,12005,5740,2799,7427,9622,1622,646,778,,66246,58822,50413,47962,52633,56848,83886,99330,111065,139882,,67403,65931,63240,56280,60139,65695,71168,62126,66063,92178
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",338,555,243,185,209,182,396,140,204,774,,403,608,215,276,412,607,889,767,402,440,,28578,27242,25864,27602,28669,30794,32881,38158,47674,42568
281910,Chromium trioxide,2419,3220,4022,3839,4154,5789,4902,2280,760,769,,9960,10121,13061,9592,6857,5534,5230,5232,6291,8098,,29007,24995,26026,26819,9133,12525,10364,7444,6112,9270
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",1648,798,786,789,915,685,627,1177,797,768,,67106,69509,110696,232400,149356,76713,75280,90663,106608,196530,,4275,2904,2320,2517,1643,1999,1882,2109,1919,1744
842611,Overhead travelling cranes on fixed support,432,6465,24522,9846,46224,40775,26728,37651,364,764,,314159,229259,271912,224092,169503,202368,284719,250238,191573,174634,,9725,35292,41094,105892,66816,95789,49194,81711,49943,45187
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",40,74,77,54,104,746,1616,761,1669,764,,1022070,975592,670459,409155,222162,231241,247272,231778,319045,424557,,61,129,78,60,104,752,1895,1127,1890,1655
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",2397,2638,3660,3118,582,774,863,858,293,762,,152557,164483,171999,120497,101932,89262,120721,111001,98902,97969,,207643,212429,169725,128195,103263,113916,141281,101404,100312,124483
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",396,576,760,539,318,521,360,410,804,760,,2016,2126,1539,1266,824,1343,1396,1243,1427,1060,,21430,27827,34825,34230,32206,49099,51871,49104,56701,63421
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",2234,2233,1861,2568,1786,1148,982,1416,636,758,,34258,35710,33838,38343,32549,26824,25909,24912,20986,21945,,2525,2723,2198,2842,2264,1559,1373,1998,961,1368
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",174,241,644,1098,1194,592,694,449,882,758,,818,1127,1287,1371,1367,2090,2959,4482,4718,5842,,3896,2568,2903,3469,4947,2963,3026,2626,2771,2513
844316,Flexographic printing machinery,1162,507,932,504,594,626,6354,3501,3209,758,,23702,25425,30825,30204,41574,55694,63561,71283,63946,66128,,148409,154042,155963,161098,188515,175176,169641,196527,121086,159382
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",2220,2619,2370,1904,2720,2435,2596,1060,821,757,,9066,11562,22495,16083,17489,16195,12649,15935,29227,19147,,3932,4180,4239,3790,5158,4743,4922,4188,3786,3388
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",17790,19053,13211,7129,5817,6599,1229,409,240,753,,10485,2934,9046,3137,44893,50238,46055,22028,25050,24174,,18385,21345,16726,12906,11746,8690,2873,954,850,999
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,409,752,,,,,,,,,,,,,0,0,0,0,0,68,0,0,438,752
210500,"Ice cream and other edible ice, whether or not containing cocoa",1814,1472,0,3,21,0,0,34,23,752,,31534,26606,13733,15547,32342,47023,50038,29835,48305,57003,,71903,54927,55557,55227,65680,66903,86847,83905,139281,262423
441860,"Posts and beams, of wood",1213,1833,906,734,20,108,21,0,60,751,,20290,16060,10614,9751,12958,12891,14959,22091,23837,52204,,5149,6963,8116,9417,8056,10920,16042,22362,27159,34798
847979,Passenger boarding bridges (excluding of a kind used in airports),4,0,18,55,144,241,796,1859,399,750,,433,746,397,365,303,1327,7385,5629,2554,3137,,2104,1259,3015,5192,16763,12131,18670,8886,27180,26787
100829,"Millet (excluding grain sorghum, and seed for sowing)",405,420,480,1112,590,554,757,406,809,750,,7643,8718,7287,6144,5556,4748,3728,5236,6410,5888,,1490,7219,944,1562,1063,872,1442,1979,2172,6702
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",72,52,122,115,1541,124,1154,2020,1204,748,,47809,53683,60175,44362,47747,60275,50913,56291,32427,25754,,9860,5061,2860,3341,5051,2294,2451,2793,1589,1435
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",4249,1267,11968,9785,3388,6518,16901,755,307,746,,78385,63313,94657,80720,87389,101212,110597,99510,97911,107125,,19603,15705,28336,30264,41397,51961,87650,58710,54113,65052
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",14028,15412,14648,15929,11003,4989,1860,1294,1224,746,,50585,31197,23520,19246,23761,20671,18699,19603,9446,9800,,18726,19317,18153,20490,15308,9761,6757,6567,7560,8084
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",375,715,641,3592,4397,7328,2795,459,382,745,,125435,643079,779098,28213,8423,2056,2287,11580,2298,3143,,16683,17701,25655,44057,50130,32576,54419,50380,27506,39934
844540,"Textile winding, incl. weft-winding, or reeling machines",72,221,274,695,266,243,624,857,546,744,,21200,21070,20260,19379,24213,34482,31067,46114,23916,29410,,16912,25990,33388,44345,24237,20208,38197,39300,19430,17991
30289,"Fresh or chilled fish, n.e.s.",505,583,587,31,572,613,1041,591,572,744,,149924,149068,104765,128879,135287,81198,102200,114209,157638,165526,,236807,238098,249410,276451,307275,320009,325589,338606,262767,373627
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",243,140,158,160,537,232,463,569,611,742,,29664,32837,183964,248283,161415,74511,45750,85704,82901,60319,,18613,18614,24305,25422,22158,23893,21061,23517,24819,35257
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",1315,1102,1973,1724,1180,2806,971,922,434,742,,59688,77701,520914,867370,786096,752390,328075,376094,447363,402734,,3964,3729,4587,4839,3887,4417,2800,2682,1432,2072
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",472,367,499,545,407,693,867,986,688,741,,20592,22487,33308,36724,37345,35467,36447,32738,32999,38821,,42651,36390,42926,41342,40671,52414,46088,42718,40368,52457
841932,"Dryers for wood, paper pulp, paper or paperboard",266,2276,1095,3476,921,530,1874,1251,2556,741,,28873,35616,45747,78100,62160,63170,97223,100903,58847,103996,,16805,15266,28048,30484,22914,22481,40064,52405,23294,17439
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",1251,1217,1636,627,1022,1575,2593,1092,694,739,,6668,7926,8798,8751,8953,10945,14539,8300,8286,10269,,3737,2783,3329,3606,7266,7885,10155,3807,1592,2176
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",141123,134695,511208,408878,6226,128,434,117,204,739,,3485318,3732539,4850820,4382895,4370552,5275930,5642193,4899474,3869773,7605706,,1343031,1346466,2156672,1943140,1594175,2038715,1829184,1358289,1048913,2433531
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,105,421,110,345,484,0,85,31,241,738,,118600,64666,85548,62001,22982,20848,22330,32300,22035,29871,,2507,2456,2274,2239,4972,3076,1824,1531,3242,8928
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",1,75,4,1,225,1099,1523,1138,808,738,,915932,800594,630442,386064,286811,222379,531534,190139,165025,228862,,14,120,10,17,260,1245,4293,1705,1070,1449
843340,"Straw or fodder balers, incl. pick-up balers",265,187,215,164,122,48,188,366,386,738,,4262,4343,7205,6230,14009,13342,14629,22195,25026,31285,,61915,97208,94493,107264,62152,58183,75964,107167,115996,116361
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",2910,3161,3253,2044,970,733,581,648,651,735,,114468,120079,112006,75138,73776,84764,80284,81801,87384,166811,,9183,8985,7885,7001,5159,7002,5253,4029,3530,6530
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",2224,2011,1341,1660,1227,1306,1449,1022,644,734,,1269734,1298241,1084345,956576,790264,689056,667233,546660,353109,339899,,9066,10680,7793,8317,6212,6905,5937,5517,5319,6273
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",31967,6855,2909,2940,7166,7007,15435,11009,5532,732,,1841,8069,4314,4221,3135,5425,8664,8684,10869,10447,,73854,44614,42949,20566,27670,28917,35477,34046,24905,14099
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",199,469,561,733,1692,1240,1648,528,468,731,,1514,1641,2263,2904,3298,4279,5713,6262,5074,6823,,22866,34794,34090,33993,36439,33381,35372,33489,52613,71209
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",940,808,1234,1994,2273,1093,752,921,736,730,,4890,56787,25729,10812,4420,5799,3682,5840,5441,2205,,7309,1766,2520,5216,5948,8083,5741,7725,6606,8648
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",3,10,58,136,386,206,23,5,144,729,,9215,9964,10272,14110,19012,7091,9959,12487,11852,10873,,24758,24726,17553,10632,13230,7099,5515,6600,5393,5771
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",288,139,99,284,122,159,216,213,321,727,,3589,4243,9916,5187,3280,4324,7495,9165,8676,10672,,12297,13191,16154,15886,16512,18683,21232,21773,18167,23734
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",39,225,165,261,143,2070,0,132,3,727,,725,796,2397,907,1651,5350,2846,14117,17122,9263,,26586,23346,45587,43039,43037,41017,44477,48281,25497,61544
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",16398,5888,1435,4854,10155,7177,967,1917,684,725,,51855,70778,56813,170428,103264,89332,138274,154537,159550,195369,,71209,58516,71901,68456,93802,69660,42557,63902,74774,72151
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,22,94,6,81,250,257,0,462,400,725,,76977,96488,107549,86853,71128,83082,78563,64830,65389,64835,,2731,3235,4001,4123,5229,6566,6056,5671,5918,8672
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,808,1160,205,813,725,,0,0,0,0,0,41672,177105,350045,271884,299286,,0,0,0,0,0,5417,6744,8171,7184,9112
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",2867,2936,2486,1670,1225,545,726,533,342,723,,23035,31156,25999,21455,23722,22534,39690,38740,39660,53523,,20878,17222,16372,15761,17749,17416,13669,16306,17153,22361
842691,Cranes designed for mounting on road vehicles,670,914,645,1227,1707,2492,926,1354,792,722,,3855,3963,12447,19885,10434,15728,16602,16143,19654,27689,,103591,100596,115917,131477,109472,134770,151343,151629,114317,129170
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,7550,4842,1079,710,720,,0,0,0,0,0,8306,4933,3224,2537,3695,,0,0,0,0,0,8670,6406,2034,1465,1602
293332,Piperidine and its salts,45,226,140,97,255,455,318,465,49,718,,1548,3713,3656,804,1007,2297,3184,1374,2048,3703,,1661,1516,2583,1556,1092,2067,1964,1408,1206,2270
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",1626,808,366,206,93,112,40,47,23,718,,174908,180587,166298,142319,143248,143986,135079,115294,90792,95951,,9025,12177,12702,12102,12111,10841,9803,7605,5072,9867
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",203,14,79,24,191,537,364,3,154,717,,3745,5448,3657,3216,6173,3704,5162,5757,5413,5211,,451,326,538,696,593,832,1238,1399,1251,2044
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",897,651,1277,856,1113,1129,1043,396,472,716,,3296,2559,4413,5427,5948,10671,6873,5208,4361,3913,,2072,2046,2328,1639,1681,2995,1663,839,926,1230
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",2560,2600,2978,2450,1488,978,1367,993,635,714,,49309,48786,41376,43549,41586,43636,47682,33457,38219,34594,,13879,15569,15457,12602,10003,6365,9246,5765,5142,4754
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",108,2427,2151,2334,1355,1431,267,661,989,713,,841,608,597,1212,789,700,309,439,664,481,,259932,228365,148248,159444,86297,118055,213919,139338,131161,306260
844311,"Offset printing machinery, reel fed",183,82,74,88,1683,457,185,0,0,711,,26292,18924,27261,20400,14339,23422,27482,21642,10355,25699,,23427,9083,19801,21486,25164,18543,8181,25076,22304,5356
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",2263,842,498,516,571,758,865,460,287,701,,10511,8663,10319,11863,10821,15325,16457,18961,18902,34169,,120128,150241,155464,107702,107276,104809,124229,100458,70329,150868
261510,Zirconium ores and concentrates,991,1310,953,889,1478,1322,1520,869,494,700,,38508,27136,14787,15600,13959,11342,30076,22125,25188,23167,,68041,16137,62082,39407,39543,39880,59107,56749,36230,45009
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",1758,448,310,478,397,647,643,690,517,699,,34234,29095,32098,26868,70840,26933,29930,30708,29849,62182,,76619,62779,76246,68849,59462,75335,82234,79611,48704,56556
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",1726,1614,3179,1372,1551,1713,1233,870,618,695,,194748,241940,230486,209866,217911,233836,235966,242355,144240,175356,,2370,2863,4238,2109,2227,2354,1844,1493,1808,2319
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",58,155,141,1032,2115,2041,642,520,160,689,,4615,4065,4454,3984,4650,4737,3768,3743,10437,13488,,130758,105070,107407,93356,99323,126763,165475,195530,233597,247923
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",1745,804,720,1163,328,162,448,126,382,689,,3038,5572,12327,13030,13415,13207,15741,20314,14715,19392,,16049,17891,19690,19751,34766,27010,17436,18564,7481,7005
150810,Crude groundnut oil,13,25,74,99,316,553,510,557,779,688,,655,1761,752,2004,1429,968,646,760,1207,1826,,14813,30453,20919,20801,35750,30654,35524,14194,10197,50779
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",611,41,333,96,689,211,477,198,293,688,,75847,100473,105983,101066,90217,111008,159732,123550,141477,196536,,34308,24566,26927,27508,32280,48561,48332,74043,52594,52653
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",158,73,130,278,256,115,803,214,289,686,,56006,61110,69454,79954,83261,53284,75230,85772,93442,148706,,5119,5644,7175,7495,8725,6905,7221,7699,7207,4891
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,449,677,387,218,684,,0,0,0,0,0,9709,9752,8741,8270,5843,,0,0,0,0,0,6956,1396,1538,344,849
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",2754,2329,2502,1381,158,741,461,1036,783,683,,34166,39855,51450,48541,58867,30896,16111,12828,58054,120945,,15224,16509,16409,14017,10653,8384,7458,9538,9767,11042
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",96,109,153,192,275,109,158,99,87,683,,29603,43736,48640,38592,34783,38545,41052,31186,22687,29334,,208,207,183,292,395,224,351,342,258,830
30111,Live ornamental freshwater fish,1314,1036,952,1210,1778,2147,2558,1005,672,681,,5271,4861,3941,3232,3388,3427,4003,4190,4592,3999,,48748,50391,45420,44070,47276,48222,54761,53454,54736,77821
810830,Titanium waste and scrap (excluding ash and residues containing titanium),2078,988,3609,5264,2609,4156,6256,3290,6113,680,,155,0,950,1386,27,0,316,644,0,104,,101239,66234,103474,127708,80337,100334,120029,133929,71535,48624
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",390,421,297,912,221,683,883,363,1118,679,,113710,112195,99635,93251,93953,99632,95848,92860,83299,78501,,9341,13404,11566,12889,9782,11300,15155,14119,16572,16768
