Product code,Product label,Japan's imports from Viet Nam-Value in 2012,Japan's imports from Viet Nam-Value in 2013,Japan's imports from Viet Nam-Value in 2014,Japan's imports from Viet Nam-Value in 2015,Japan's imports from Viet Nam-Value in 2016,Japan's imports from Viet Nam-Value in 2017,Japan's imports from Viet Nam-Value in 2018,Japan's imports from Viet Nam-Value in 2019,Japan's imports from Viet Nam-Value in 2020,Japan's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,5,0,0,0,0,0,0,0,,20,0,5,29,16,54,9,46,78,76,,2632,1792,1153,1045,1050,1118,1918,2100,1598,1574
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,21,21,7,4,8,68,,1516,790,1216,2534,3096,2004,2191,2132,1931,1843
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",210,22,33,35,0,26,195,249,17,0,,3487,12123,4402,8171,1472,2337,3657,5049,2890,338,,1610,1214,1178,912,833,560,788,1098,668,555
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,0,5,3,0,0,87,18,0,0,0,,2361,3280,13707,16686,19126,19102,22056,28027,41025,43344,,1158,1273,983,1322,1079,957,1174,1160,1395,1961
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,9414,15043,9609,9166,4379,10935,11801,12554,10169,1546,,26,81,5,40,25,26,13,0,51,27
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,287,0,20,55,98,448,23,49,3,191,,425,306,372,151,203,489,226,234,117,130
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,0,0,0,0,0,0,0,0,0,,319,396,71,0,8,2,1,0,0,169,,1646,1501,1417,1644,1824,1907,1341,1580,1137,939
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,4,0,0,0,0,0,0,,314,249,85,30,29,0,6,3,0,652,,3281,4085,3297,2354,2964,2868,2122,1108,864,1150
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,5,566,187,15490,22367,29879,30957,30725,26179,,593,403,637,515,417,491,439,605,488,755
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,0,,73,149,1803,515,10013,17333,12675,35266,33901,15990,,548,690,527,476,397,441,345,526,469,729
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,4,0,0,0,,,32,27,75,2,4,12,18,8,5,0
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,3,0,0,,47,207,722,1195,3823,3735,10608,15761,21489,28373,,1475,1474,1046,573,280,238,366,400,221,340
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,207,394,1278,3418,4918,516,240,,1198,967,640,517,459,620,306,323,245,110
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",35,66,28,20,2,8,9,6,2,0,,1043,2098,1203,1785,1594,1584,2358,1670,1300,823,,1902,2938,1718,1300,1254,1200,1044,862,965,1069
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,3,1,0,1286,,1915,1273,1029,1335,1335,1783,3122,3576,4926,9040
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,46,0,0,0,0,0,0,,1172,1938,2097,2293,3052,1328,4223,2453,986,4,,18,83,127,86,82,78,15,8,33,18
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",0,15,2,0,7,11,11,27,8,0,,771,297,224,213,179,197,194,174,290,279,,42717,40629,40685,36490,37199,36899,40648,41176,32948,30008
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",0,0,0,0,0,7,0,0,0,0,,2307,1189,1232,1634,1139,1266,2423,2138,2004,227,,4792,5206,4920,4091,4068,3804,3717,3029,1791,1521
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,18,44,14,70,32,7,0,,3199,3566,4815,4980,4584,4629,6519,6066,4954,7801,,2085,2330,2283,2329,2440,2434,2616,2643,2052,2087
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,0,0,0,0,0,0,0,,404,595,608,586,1003,601,309,343,247,9,,1485,1289,1245,2490,2251,1321,1041,902,721,765
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,27,51,80,655,671,516,0,0,0,,,456,423,582,710,995,0,0,0,0,0
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,16,10,4,1,0,0,12,,0,3,0,0,0,0,0,0,0,0
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,464,90,7,0,49,,4775,2785,3020,2607,2898,3769,5731,4487,3475,3801
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,0,0,0,0,0,,0,2,0,1,0,0,1,0,2,,,7976,6076,6332,5723,6192,7573,6105,7180,9584,5911
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,1426,786,329,232,4,5,1,16,78,76,,3229,3672,2425,2197,2832,1662,1715,1127,1114,1507
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,4,0,0,0,0,0,,90310,99004,115330,130139,135643,123914,122471,27700,32313,94190,,5878,20064,21543,15613,15347,13862,14583,19682,14407,17264
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",0,3,7,14,11,12,21,2,9,0,,74,103,75,180,143,134,209,36,19,475,,14190,16484,16263,14015,15180,13920,14097,14464,11564,13650
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,0,8,0,0,1,0,0,0,0,3,,23387,21628,16371,15501,15098,13976,11922,12958,12270,16149
731581,Stud-link of iron or steel,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,0,16,12,6,7,,26239,23783,28121,27338,22901,21797,23844,26520,24741,22815
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",55,0,0,0,0,17,0,0,0,0,,138577,88434,39342,26992,71728,94584,98477,76622,38807,4591,,1845,924,1311,1963,2133,2819,2657,2779,2470,3112
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",23,0,0,0,0,0,0,0,0,0,,29646,28441,22602,19981,18960,30499,30797,27752,22491,42499,,18769,20214,22546,19968,18740,19177,31837,22703,22653,34758
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,631,831,24,186,20,189,30,115,17,69,,2731,2501,2761,3594,2629,2625,3468,4135,3440,2938
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,5,0,0,2,0,0,,481,9,39,122,562,858,4317,822,615,448,,1928,1026,1130,1012,1012,727,1667,1437,1012,1438
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",0,0,7,0,0,0,0,0,0,0,,58,103,140,242,564,402,171,467,835,98,,20634,8750,15009,11551,9755,11383,16829,14639,9801,9388
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,0,0,0,0,0,0,0,0,,6905,8695,9080,9090,8103,13767,14175,15354,13650,758,,7494,12326,21133,13417,20731,14533,25883,25800,15208,9326
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,0,0,0,0,8,0,0,0,0,,1955,4645,981,1204,439,1215,2018,6772,13280,3962,,15045,24182,23857,8842,13844,16753,27231,28154,10183,3727
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,0,0,0,0,0,0,76,0,0,,3046,2363,40,107,0,269,29,601,50,348,,2032,3656,3677,662,1131,965,1640,880,661,1059
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,158,0,0,35,4,3,1,80,11,,,127,3,166,0,156,106,201,32,0,0
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,112,49,47,62,4,,32450,25651,27251,21110,20297,22877,29683,27768,15014,26467
720241,"Ferro-chromium, containing by weight > 4% of carbon",1426,0,0,0,634,0,0,0,0,0,,17031,0,0,2317,80,4827,321,206,527,1814,,945125,868122,960405,783934,685389,1044030,1076013,798288,577370,1009256
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,73,305,0,17,199,,117,334,601,1053,1285,1003,2800,1943,1267,1572
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,3,0,0,0,0,0,0,,129,157,71,36,179,254,266,17,2,10,,323,99,143,466,433,220,934,744,864,674
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,3,0,0,0,0,0,0,,1820,0,0,0,1,1,2393,6529,27119,25868,,197,84,61,45,65,378,1057,916,728,711
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,14,0,4,9,0,16,0,15,3,4287,,11625,8002,10158,6898,6529,11741,11609,10734,7000,13249
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,17,64,84,18,793,12,0,1,0,16010,,13859,12830,8954,7078,6303,7798,7740,6234,6955,10343
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,152,51,112,295,243,2308,12,31,330,7,,5290,3698,3983,3775,3057,5325,5585,7216,4309,4892
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",0,0,0,0,0,0,0,0,0,0,,3,2,3,0,30,12,3,4,4,509,,4164,4064,4899,6263,5920,7349,10909,9535,11581,13770
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,6,3,0,0,0,0,0,,0,0,0,0,0,2,4,1,1,62,,93,105,142,254,404,396,294,291,278,173
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,0,0,0,0,0,0,0,,48,61,0,106,351,2737,418,597,623,148,,124884,71054,51415,44161,40964,52226,48006,48600,60116,78503
711011,"Platinum, unwrought or in powder form",68,0,0,0,0,0,0,0,0,0,,0,66,104,219,212,65,49,34,0,,,2171987,2180362,1413135,1552384,1378824,1303424,1206443,931297,930086,1244720
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,0,10,0,19,0,0,0,39,60,501,,359,1589,2502,632,689,750,1386,1436,1428,1196
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,0,0,39,268,203,46,0,0,0,,18,90,222,613,5373,62,108,132,134,146,,906,1264,2189,1485,1117,944,794,676,722,582
850650,Lithium cells and batteries (excluding spent),0,0,0,4,0,54,0,0,0,0,,16843,1457,2547,2454,3252,2841,2589,1179,8513,10945,,47275,60480,59826,51725,50547,55531,59624,58612,56947,50262
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",0,0,0,0,0,0,0,0,0,0,,232,53,1464,188,323,170,1909,7641,2314,4321,,630,333,561,479,666,852,824,647,1085,628
848230,Spherical roller bearings,30,13,957,4422,814,0,0,0,0,0,,4,19,0,39,0,66,41,647,1465,1468,,18916,14784,16269,18246,12893,12582,16767,15173,11820,12223
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,93371,1526,8799,20,15885,40360,70531,106378,90149,112681,,88257,40261,55165,24828,32434,25488,38237,34823,19392,24923
850231,"Generating sets, wind-powered",0,0,0,0,0,0,0,0,0,0,,3989,77377,70170,59891,20051,0,0,0,199,34764,,41840,46556,85342,87576,73959,172629,119382,228188,105372,79890
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,6,0,0,0,0,0,,126,148,531,593,633,371,155,270,40,31,,3832,283,829,521,876,1449,1410,6666,2265,34658
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",0,0,0,0,0,0,0,0,0,0,,225,54,40,376,224,56,0,0,0,,,323,196,139,133,129,0,0,0,0,0
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,68,,,70783,55911,67559,45440,30526,25731,41,8465,2638,2356
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,7,48,603,82,394,110,432,526,889,195,,36300,26387,23815,20266,23614,23204,23911,22482,11833,20578
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",20,0,0,0,2,0,0,0,0,0,,26,5,6,62,25,12,2,36,80,596,,20041,17419,17475,18205,16410,17544,14505,14030,13647,17398
846722,"Saws for working in the hand, with self-contained electric motor",0,0,0,0,0,0,0,0,0,0,,133,46,147,295,61,53,12,13,66886,102680,,35625,44485,44773,39793,44297,45233,62791,64494,69553,94830
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",0,0,3,0,0,0,0,0,0,0,,0,0,0,5,141,4,0,0,0,6,,15162,17259,11979,8080,6147,6970,7139,20738,7468,5472
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",0,0,0,0,0,0,0,76,325,0,,2239,3629,7785,10379,14906,18904,11988,26787,29872,34648,,40123,28772,23089,21531,18309,27811,26298,26497,27715,28326
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",0,0,0,0,0,0,0,0,0,0,,73,9,330,210,7,5,663,356,15802,34871,,22337,21205,18206,11608,12658,12083,12387,16876,12567,17989
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,31,0,0,,,0,0,0,0,0,172069,230467,140158,150071,251235
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,5200,1625,673,230,2520,303,1319,757,265,374,,5124,1853,6684,3325,5841,8050,8282,19684,15997,5202
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",31,0,0,0,0,0,0,19,0,0,,40,28,581,198,461,835,583,904,66,709,,2489,4224,6536,4200,5070,2239,2277,4388,4044,10403
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,500,0,0,0,0,0,0,0,0,,,49289,65642,53645,25082,25147,28972,38587,22160,15197,29978
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,50,0,0,0,0,0,,50872,57772,86718,41163,31942,19276,29860,124413,0,61413,,92,4794,0,49207,3208,39,0,227,2798,10251
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",149,21,7,0,0,0,0,5,0,0,,205,107,4,143,119,371,471,129,350,2059,,3456,4505,1395,652,1252,1964,6479,3098,2031,2173
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,4154,5941,1519,450,0,49,2152,1014,2575,399,,2069,1938,1352,759,650,0,0,14,20,25
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,0,1,0,0,10,0,0,11,45,,,39250,56878,74030,979,2199,1756,355,257,1376,787
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,56,0,0,0,0,,0,0,0,0,0,0,5182,6294,7865,4979,,0,0,0,0,0,2466,1982,2267,3355,1946
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,3545,5702,2464,5243,6310
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,2,8,209,22916,17642,29626,,11042,11609,9821,11964,9747,11190,9504,12941,9041,16184
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,0,,0,49,42,30,0,2,313,64,1,,,63088,53373,45759,40568,37406,53451,141096,92795,70174,80985
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5190,5951,3359,2443,3131,2011,1795,1217,592,2767
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,2,0,0,,0,1,0,27,0,1,5,0,0,,,12167,11251,8125,5813,6988,8056,6747,5834,5846,7333
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,65,16,306,245,62,76,0,0,0,,,1514,1667,854,1040,709,0,0,0,0,0
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,71,,573,374,3506,14401,23910,3161,2190,6295,2158,3000
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",0,0,0,0,0,0,0,0,0,0,,2,2,48,22,20,14,31,7,125,1438,,47180,31812,38253,27365,23918,34624,27951,23803,21245,28466
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",0,0,0,0,0,0,0,0,0,0,,486,372,306,327,463,59,49,14,25,102,,4781,4354,4169,11486,7147,7602,10057,6240,10595,5349
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,35247,16586,22236,18108,23466,15176,20801,22733,15741,19698
811252,Thallium waste and scrap (excluding ashes and residues containing thallium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",0,0,0,0,0,13,0,8,0,0,,2,0,0,2,2,0,0,14,404,653,,17064,20723,21317,19254,12694,12841,17201,14429,15241,21172
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",0,0,0,0,0,0,0,0,0,0,,14,39,8,0,233,81,120,683,74,4340,,1261,2003,507,3643,353,1282,2701,1833,499,1523
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,0,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,1,0,140,,3872,3597,4121,2429,1989,1721,1066,623,558,310
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,0,0,0,0,0,0,0,0,0,,203,269,337,246,130,190,54,125,229,371,,790,526,566,515,450,743,965,891,832,1012
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,6,0,0,0,2,0,0,,6,65,44,5,230,403,1360,1362,549,1888,,21880,21647,56403,33122,25854,28918,48934,56122,71455,112074
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,0,185,34,0,0,12,37,35,15,138,,4,73,318,30,23,44,58,78,29,95
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,0,0,0,2,0,0,0,0,0,,0,0,1,77,245,36,365,465,537,485,,5673,9025,6075,4840,2461,9838,7759,12431,5112,24141
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,435,721,1001,1936,1275,1688,2042,4375,5408,3616,,11594,13146,12989,7835,6946,7403,9754,6327,4617,10764
830130,"Locks used for furniture, of base metal",0,0,0,0,0,0,0,0,0,0,,526,210,904,1899,791,289,561,716,549,2444,,4050,4415,5261,4139,4596,4980,6141,6661,5303,5173
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,0,0,0,0,4,0,,186,236,609,220,1345,2211,2817,2652,2764,2045,,13778,14488,12969,12493,10795,12984,13238,13716,11676,13257
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,0,0,3,0,0,0,0,0,0,,86,163,70,66,43,21,24,26,37,690,,5132,5474,5939,5733,5063,5083,7089,4892,5470,5827
820240,Chainsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,14,398,221,2614,3510,970,1379,23,89,169,,10252,12477,10956,11196,11238,12746,13289,16019,13565,13666
790310,Zinc dust,0,0,0,0,0,0,0,0,0,0,,2400,2580,2684,2995,2771,1004,366,348,571,4,,5728,7347,8058,9236,7304,10884,10097,11621,11105,25996
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",0,0,0,5,0,0,0,0,0,0,,762,1359,1277,1320,1455,1631,1783,2383,1840,1132,,6018,11972,8618,6180,8411,12346,13155,20798,13805,8691
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,0,0,0,17,0,22,0,,284,175,554,497,119,114,735,261,253,280,,2990,2767,5112,3744,2784,2833,2103,2671,1987,1761
846596,"Splitting, slicing or paring machines, for working wood",0,0,0,0,0,0,0,0,0,0,,127,225,211,92,128,228,743,506,574,18,,5997,5224,5556,5208,4919,4171,4876,4837,5173,5373
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,40,,,0,0,0,0,0,4128,7033,5191,7823,6340
843351,Combine harvester-threshers,16,0,45,29,0,0,0,0,0,0,,6,1871,677,2055,5609,10148,8067,3869,7113,2102,,15328,22050,41487,8044,13057,11825,13338,12946,17866,20402
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,0,0,0,0,0,0,0,6,0,,0,0,0,0,3,37,75,1515,170,226,,7943,8346,7908,8170,10154,14435,16042,11832,11426,12717
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,1,2,0,0,0,63,,0,433,281,4232,0,0,246,0,0,0
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",0,0,0,0,0,0,0,0,0,0,,27,9,4,10,15,56,104,67,231,51,,407,676,322,844,1318,511,225,209,203,653
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",0,0,0,0,0,0,0,0,0,0,,320,82,60,18,206,93,346,72,249,91,,14377,14882,15257,8435,11853,3976,2572,6707,1824,1268
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,26,104,100,1944,587
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",0,0,0,0,0,0,0,0,0,0,,7,13,2208,5,120,82,54,20945,2393,155,,1032,9463,5830,5037,7939,9000,9118,6790,4708,5675
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,0,0,0,0,0,,31,12,0,0,0,192,0,0,0,,,7153,5912,9677,5710,8227,0,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,0,0,0,0,0,0,0,0,,4,4,20,489,27,29,90,333,163,2,,36949,23922,24755,24102,33234,27307,42328,41177,18199,14228
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",0,0,0,0,0,0,0,0,0,0,,49,80,96,44,7,42,3,111,0,44,,6088,4942,7979,6419,3841,1042,4112,11025,4451,4669
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,974,,0,3,0,0,0,3,0,0,0,0
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,1,0,0,0,,,98983,253134,15897,0,7,143471,0,0,0,284311
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,14,46,38,178,205,296,1485,1374,1769,967,,386,360,241,317,5056,38,128,22,9,19
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,6,1,0,,,6163,14386,9332,10912,6556,6382,9628,14001,11279,3023
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",61,0,0,0,0,0,0,0,0,0,,4356,4277,4656,1714,2054,5904,4745,3781,4002,569,,1030,266,178,44,45,3950,2071,1703,760,700
842820,Pneumatic elevators and conveyors,0,9,0,4,0,0,0,0,0,0,,213,26,177,214,100,186,339,536,1857,1117,,2845,7594,4974,3073,2323,3967,5545,3417,2180,7692
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,25,8,0,5,0,0,0,0,,791,683,637,535,631,1233,802,920,1151,923,,1668,1491,4438,6126,1059,11295,2685,13491,1077,23770
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,12,0,0,0,,0,0,0,0,0,0,253,282,669,1127,,0,0,0,0,0,13134,13791,15183,19291,21006
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,798,382,427,733,1006,291,584,630,1255,3288
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,54,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,12,6,39,,7215,5622,6858,11711,19606,8668,13220,13092,8115,7325
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",6,0,0,0,0,0,0,6,0,0,,0,0,0,11,20,27,59,194,88,88,,4908,5899,9210,6987,7933,5643,5754,11180,6953,6421
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,4,0,0,0,0,0,3,0,0,,838,604,272,240,213,365,351,608,80,283,,18844,19282,19320,15531,17841,17970,19994,21565,16806,9617
