Product code,Product label,"Taipei, Chinese's imports from Japan-Value in 2012","Taipei, Chinese's imports from Japan-Value in 2013","Taipei, Chinese's imports from Japan-Value in 2014","Taipei, Chinese's imports from Japan-Value in 2015","Taipei, Chinese's imports from Japan-Value in 2016","Taipei, Chinese's imports from Japan-Value in 2017","Taipei, Chinese's imports from Japan-Value in 2018","Taipei, Chinese's imports from Japan-Value in 2019","Taipei, Chinese's imports from Japan-Value in 2020","Taipei, Chinese's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,113,130,137,429,247,616,629,571,401,563,,14151,14346,10600,17594,5636,6451,8172,25142,32794,46162,,91362,99214,110194,127402,134557,135847,144156,140315,142808,140331
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",759,768,681,635,645,700,723,626,699,561,,35831,30379,30830,27011,31213,31944,30893,30894,23852,28444,,2309,2568,2072,2031,1759,1847,1937,1726,1739,1966
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",762,605,1171,697,872,2342,4533,1774,654,560,,11263,10591,9067,13092,13740,20815,18894,16933,8410,8117,,5638,5860,6079,5249,5725,6525,9102,5545,4316,5992
80719,Fresh melons (excluding watermelons),102,184,212,228,307,295,296,348,332,560,,819,1017,1489,2311,3052,3768,4479,5454,7606,9714,,1435,774,946,2189,3003,3307,3743,3719,3087,1867
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),218,284,320,240,329,271,244,287,305,560,,60632,54732,43564,51927,43869,40362,42197,42523,35733,47556,,9121,9931,9234,9707,9498,11157,12073,12461,13214,20483
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,156,163,142,66,261,985,354,360,504,556,,4308,9409,7455,8337,10142,21512,27087,27158,38844,53199,,11110,13347,17454,14363,7072,9047,10436,9830,11160,23904
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",198,178,359,293,386,335,662,504,508,555,,6675,6554,5737,5448,5328,5071,5595,6297,6355,7286,,11352,12053,14284,12994,14307,17238,18607,19612,23323,24762
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",307,232,267,471,358,708,429,905,343,555,,38965,36282,24255,28589,42428,48610,48224,45628,43571,58972,,4707,12835,8779,7518,7400,8467,7632,8014,8498,7757
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",501,377,863,747,706,711,254,266,1219,555,,21074,18148,21535,16733,17559,19514,24684,28189,26336,31882,,5962,14172,13407,5589,5453,9557,9703,6236,8467,8764
820420,"Interchangeable spanner sockets, with or without handles, of base metal",618,514,517,580,519,498,583,521,485,554,,14964,14958,14569,12298,11695,11460,12857,11617,10441,16070,,2978,3350,4040,2150,2338,2139,2813,3757,7306,8466
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",70,184,441,748,817,2602,1040,965,276,554,,272070,245444,264920,189182,191289,239219,242871,184684,187264,227641,,1777,3925,8262,13364,15622,23449,23840,22471,30057,49808
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",466,281,434,307,418,374,580,680,1740,552,,21461,21204,27828,16338,18020,20590,18446,13225,21299,13983,,1862,1440,2050,1858,2898,1613,2256,2037,3320,3114
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",1643,1120,398,240,180,451,174,155,137,552,,2916,3139,3562,2296,2835,3512,801,325,87,333,,46779,35240,45041,21294,25261,28492,37238,25557,25005,44002
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",319,222,407,441,379,508,608,516,568,551,,4768,5056,6964,4942,4455,4305,5173,8692,11044,14455,,7607,7866,7541,8153,11453,6903,7545,6977,5498,5588
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",1077,964,620,502,813,639,534,541,558,549,,110159,103477,100678,86391,94046,93399,101811,109480,96234,131577,,11508,11704,12022,10081,10721,9224,9016,8684,7555,10295
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",500,378,224,490,654,214,625,1262,601,547,,8193,2546,4993,4734,4989,4362,9719,8909,7148,5718,,942,514,483,844,1705,444,716,1337,1344,846
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",3304,7251,5782,15615,13534,7769,11738,4069,5193,544,,77778,33867,51211,42618,30304,43480,72343,83687,50473,30826,,27054,24275,20556,27546,22227,23193,22136,8929,48959,7556
281511,"Sodium hydroxide """"caustic soda"""" solid""""",466,648,601,400,412,609,708,337,378,544,,4779,4734,5705,4941,4211,5496,6621,5413,4726,5910,,1305,2042,1909,1512,1151,1853,1377,1077,1301,1647
960719,Slide fasteners (excluding fitted with chain scoops of base metal),310,184,197,165,457,946,74,787,180,544,,93632,79289,67597,65968,71525,75666,77386,76704,65161,66929,,2315,2451,2442,1772,2315,3086,2283,6476,3844,5595
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,8,364,453,461,463,706,490,418,542,,3926,3298,4267,3787,4405,4427,6590,6732,5330,10299,,0,371,8264,9373,10153,11892,16117,15592,16839,22112
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",351,804,1430,2050,487,656,431,374,132,541,,12810,6050,7646,5043,8157,6515,6418,6792,6314,7465,,3765,5405,6436,6889,2261,1493,2384,2470,3160,6166
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",106,70,57,136,353,389,531,368,355,541,,1202,1197,1505,1300,1280,1714,2100,1062,959,1178,,788,602,586,841,798,1064,1166,781,706,853
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,164,177,259,394,539,,0,0,0,0,0,11082,17480,14702,21364,25341,,0,0,0,0,0,276,597,642,1418,2090
30381,Frozen dogfish and other sharks,0,12,352,272,464,531,380,529,250,537,,6839,6922,7772,6719,6665,5133,4591,3864,1678,1481,,0,36,1805,2314,2602,4052,5102,5152,5391,4559
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",1219,1059,732,552,649,742,757,487,393,537,,19016,16138,15857,12879,14670,12176,14905,11177,6397,8593,,17976,17567,19050,15064,12213,15844,15644,13486,12967,21797
240220,"Cigarettes, containing tobacco",428401,404559,367301,364951,328169,30922,15792,917,433,536,,308166,228414,181542,194231,192143,118037,144752,121931,103562,98926,,512076,521506,511547,497545,524275,190900,187421,148310,153472,136619
270810,Pitch obtained from coal tar or from other mineral tars,758,328,465,339,551,399,602,437,570,536,,26349,25579,15781,8216,7332,12417,8644,1386,1662,1514,,1189,696,925,697,1759,952,1004,786,900,1123
820520,Hammers and sledge hammers with working parts of base metal,327,264,262,268,293,235,302,470,434,536,,3863,3900,4442,3845,4995,4628,4422,3354,2397,2888,,3760,4421,4387,4335,4073,4395,5328,6492,7060,9935
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",248,160,177,225,464,560,344,415,360,532,,283,620,889,708,1077,1401,1012,1209,1350,3851,,284,178,197,253,480,579,360,441,369,553
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",20425,26369,25392,22835,27495,29566,20334,362,499,532,,11105,14319,3974,3384,2913,2076,1862,2137,1506,1952,,20799,26607,25933,24120,28275,30038,20834,935,2145,3492
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,242,158,118,190,165,169,499,301,282,532,,22545,16704,20198,19331,19143,20325,19892,24160,25563,36583,,9514,10342,12765,15195,15619,21086,22243,22750,27232,35580
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",1843,1355,739,1640,1826,371,41,33,258,530,,3376,2690,2221,2912,3593,2518,3660,4171,2819,3984,,15045,15619,16141,15577,16395,18841,18774,20961,22472,22581
843210,"Ploughs for use in agriculture, horticulture or forestry",784,913,654,657,585,637,726,652,1809,529,,76,248,346,566,491,304,236,389,593,464,,842,1157,733,726,713,862,853,850,2200,667
841440,Air compressors mounted on a wheeled chassis for towing,757,1210,1237,1409,1177,1945,3017,1391,703,528,,41039,46440,41435,38278,30509,33652,39907,40748,22714,32048,,4258,5142,4537,7140,4989,5915,7025,5666,4702,3604
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,13,14,173,257,386,404,484,526,,205,714,1096,914,1042,1142,697,903,485,2825,,0,0,18,18,174,341,388,405,484,526
750810,"Cloth, grill, netting and fencing, of nickel wire",116,7,9,47,7,134,117,18,106,526,,667,1010,2462,1933,1547,2760,1891,6875,8964,7982,,277,461,650,581,457,1034,1450,663,970,2133
722240,"Angles, shapes and sections of stainless steel, n.e.s.",3488,2098,1111,1973,963,678,363,677,663,525,,25950,22615,22089,29360,21146,23930,27404,22716,18800,24322,,11499,8069,5443,6493,5386,6705,9640,6151,7174,7054
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",298,224,185,504,381,306,362,248,228,525,,18535,9248,10310,9394,11861,12722,12537,12010,8937,10945,,626,607,622,1225,873,904,882,666,919,1139
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",380,531,295,266,269,247,209,287,279,523,,59343,53289,56925,58746,47994,45898,39460,40378,36341,42560,,868,922,1400,1072,842,978,1305,1200,936,1472
920510,Brass-wind instruments,782,582,761,837,905,570,543,524,374,518,,35890,37649,36117,40022,40627,44606,48206,46224,31491,37195,,4165,4063,4124,4445,3396,2731,2804,2669,2184,2320
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",120,128,167,152,147,301,259,244,235,518,,5935,5657,2402,1130,1490,2309,2856,2978,3090,4140,,694,717,637,558,526,783,661,1115,2158,3150
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",2326,436,1001,1337,1615,1403,1393,748,983,518,,17196,13523,9184,9156,7948,9145,7054,6296,5251,4192,,3234,1143,2257,2328,3013,3164,4282,3877,3623,2867
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",295,183,230,271,345,315,308,342,358,513,,18178,14998,14765,13483,12934,12819,13027,9943,8166,9293,,1429,1242,1765,2312,2101,1781,1591,1908,1660,2643
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",1063,1009,801,2010,750,677,1119,2706,1030,512,,55204,51076,52283,43515,45460,42968,38726,18412,12995,15032,,8504,9251,8821,8962,7443,7553,7234,8328,5073,10098
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,889,943,599,461,633,541,652,707,798,511,,12484,10186,10256,9475,10764,13469,13357,10540,8091,10226,,4115,5170,5228,4816,5176,4567,5239,5067,4884,5387
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,10,247,372,432,499,675,581,510,510,,835,1487,1311,1887,1163,1472,1777,1210,1818,5701,,0,286,4002,3807,3623,4397,5309,5553,5229,2836
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,65,34,39,405,754,189,456,544,786,510,,13973,11904,12698,12349,12061,13603,13269,11133,8761,10695,,10067,13531,15955,15196,12967,12024,17412,15158,10936,11120
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",509,69,1028,101,85,223,257,267,386,510,,2757,1866,3385,3876,4360,3868,4722,4724,4068,2882,,13173,12665,15708,14413,15208,18499,19506,18150,19772,23479
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",1122,1169,1780,1476,1398,743,771,729,398,508,,108947,88122,89061,90627,102092,111739,135397,117942,86423,96364,,4019,4759,5868,4413,4529,3660,3263,2306,2123,2859
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",554,1928,1585,1152,177,577,836,1951,229,508,,46221,41148,52280,31890,36553,29917,36931,32685,31088,35261,,2694,3135,6584,3139,5770,4166,29907,10500,4331,7585
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",1184,413,800,896,711,537,493,942,276,507,,8395,10451,10355,7750,8872,10699,6638,9094,12248,11885,,4880,6830,9259,13394,9958,6618,5689,5944,5239,5011
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",726,719,570,577,766,645,647,814,662,507,,18059,16973,14386,13541,14904,13745,16080,15880,10516,12717,,3676,3799,4061,3363,3128,3204,3420,3398,3050,3449
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",127,183,1634,195,282,362,554,508,410,506,,2492,2128,2512,1759,1851,2757,6066,3979,3974,11761,,2673,5053,7243,4430,5662,5636,5522,5076,5644,7589
848710,Ships' or boats' propellers and blades therefor,171,2562,6334,2733,881,4808,1091,1450,177,506,,252746,232726,254633,227815,163484,136587,93328,101812,108264,87837,,4042,4393,14068,11769,6840,7559,6131,5700,1865,1947
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",57,69,96,72,94,110,128,264,344,505,,4546,4675,6784,6084,7659,9081,11130,11194,10913,15036,,37176,43973,44728,44745,45856,51199,57091,60465,57930,70062
701820,Glass microspheres <= 1 mm in diameter,843,650,788,807,544,980,772,498,456,505,,7922,5661,7763,7959,7551,8729,6577,5517,6189,6684,,4539,5024,5992,5920,5570,5791,6705,5972,5648,5981
880390,"Parts of aircraft and spacecraft, n.e.s.",13,768,881,768,804,43,151,107,325,505,,12976,15184,14611,21722,13275,13695,22107,10666,2196,7821,,12206,9845,3993,18473,15915,15640,18638,21451,13283,11162
282530,Vanadium oxides and hydroxides,145,519,167,165,228,134,319,6,358,505,,1701,1391,1752,986,1314,2855,2783,2136,1442,1647,,333,745,229,191,408,603,1070,1506,444,805
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),1503,3259,8503,905,1271,43,1148,1491,4815,504,,55499,26468,22926,23335,24075,42762,19543,16597,17280,24041,,6120,5885,10016,5845,4089,8452,7802,16021,31245,28273
381210,Prepared rubber accelerators,616,513,535,602,446,434,391,320,275,502,,23799,22397,21865,22187,27363,26677,27678,25297,23396,31506,,8651,8675,10701,9606,10051,10997,12391,10175,8077,13730
283711,Sodium cyanide,152,530,1439,871,405,484,585,539,652,500,,22118,21107,15630,14424,10587,10505,16248,15954,18856,12496,,6026,5993,2874,2157,1516,1094,747,774,1045,977
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",1159,774,739,552,704,823,872,927,155,500,,3163,9428,5251,4026,4605,3864,4593,4904,3557,3800,,5361,3803,3186,6010,7795,6690,7605,7535,10332,7293
380610,Rosin and resin acids,615,442,472,369,340,409,362,442,339,495,,2791,2340,2378,4327,2111,2726,3529,3261,2729,3845,,26742,24905,32904,25202,21163,19573,21111,13158,14430,26081
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,1248,655,523,602,1547,573,747,387,624,495,,2607,1417,1000,1635,1387,1810,1850,2325,3880,5682,,3174,2597,2264,2304,5049,3459,2516,1757,2069,2345
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",15,14,20,20,103,228,23,54,311,493,,17845,16459,9032,8785,10535,14345,8096,8361,16072,20566,,90049,70690,65729,48905,41648,47031,52080,50694,48943,71413
750522,Wire of nickel alloys (excluding electrically insulated products),3016,663,602,779,478,690,1169,599,486,489,,23503,20439,23033,21313,21194,21089,23970,30671,26989,30382,,10189,4725,7660,5016,3473,3529,8328,12925,9210,7747
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,430,437,45,274,410,489,,58,525,1869,2420,956,786,617,542,684,844,,0,1358,24865,21729,23505,29841,32751,33365,37546,44670
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",2956,2524,1728,1797,605,571,883,886,524,485,,159299,142900,136367,112796,112938,134508,152462,135045,110493,185962,,14921,10787,13349,13128,12416,21088,19102,16802,16828,33956
841392,"Parts of liquid elevators, n.e.s.",166,259,95,204,174,155,464,349,269,483,,142,34,283,311,181,198,87,197,151,307,,1949,1705,1914,1920,2788,1422,1832,1601,1890,2278
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",1222,959,785,660,621,495,490,388,338,482,,26326,22567,22829,18763,20037,20063,21529,21463,18222,20050,,4271,4401,4114,4466,4110,4223,4876,3820,4565,5564
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,59,28,20,48,481,,0,0,0,0,0,935,794,501,315,915,,0,0,0,0,0,103787,117522,90948,90647,148542
291540,"Mono- di- or trichloroacetic acids, their salts and esters",424,365,360,257,291,297,388,286,360,481,,14760,12254,12414,10508,12048,11752,12038,8409,9387,12652,,1171,1279,827,1087,1141,1077,712,498,626,993
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,754,1674,1256,1003,1475,1163,898,916,182,479,,256791,211847,137641,103841,103613,103138,101047,74523,55087,64890,,24776,19296,21336,21701,18067,22540,19519,19182,19404,24472
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",729,850,629,554,448,512,419,333,344,478,,6764,6299,4412,3857,3951,3593,4703,5527,5301,5541,,1884,2858,3643,4429,6197,4841,1509,610,526,1060
441820,"Doors and their frames and thresholds, of wood",460,277,152,230,100,212,187,581,257,476,,842,808,3095,927,1135,1930,1415,2192,2426,1277,,1651,2030,1836,2856,3016,2875,2858,2909,2429,3019
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",731,656,538,637,577,608,544,543,566,474,,28252,27488,28069,25792,26663,29080,28835,27954,29093,34567,,2096,2189,1878,2123,2524,2208,2208,2183,3015,3700
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",1046,734,682,843,568,595,433,432,390,474,,3780,4071,4002,3464,3989,4057,3767,3766,2722,5435,,3623,4196,4324,5177,4814,5764,6343,8926,7801,11755
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",1546,894,1211,816,1999,1198,872,922,714,474,,12728,8102,7290,6086,5508,7598,6885,5783,2297,2090,,3587,2123,2444,2617,3933,2707,2034,1884,1625,1132
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,500,379,753,426,473,,0,0,0,0,0,762,865,767,1131,2534,,0,0,0,0,0,7410,7053,19372,24898,32282
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",146,124,131,183,337,355,498,602,433,473,,1142,2077,1517,2081,2975,2660,2961,2336,1816,1743,,525,386,495,475,639,640,749,853,675,657
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",630,353,453,321,587,317,435,369,276,473,,2215,1801,2508,1838,2224,1841,2293,1706,1304,2361,,59437,64509,62752,60005,72287,72717,73307,73438,70637,87505
842541,Built-in jacking systems of a type used in garages,319,135,444,291,406,226,432,244,447,473,,4965,3990,4299,2604,3040,3289,2331,2050,1264,1385,,1440,1290,1942,2275,1976,2302,1976,1924,2468,2558
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",487,107,526,698,1575,2606,743,432,232,471,,7774,7746,8845,8052,9017,12079,9843,8454,5447,8161,,5154,4358,4622,4589,5234,5931,2459,2778,2104,2425
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",101,121,281,514,11,14,7,34,493,470,,42361,48174,44681,32314,21237,35363,30867,17508,17559,46627,,1719,667,839,521,250,197,190,1020,1839,3010
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",92,72,44,45,109,139,158,195,123,468,,1676,1547,1314,1786,1519,717,670,826,760,1408,,3011,2432,1237,228,405,407,382,431,592,963
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",498,180,417,266,48,137,185,47,755,467,,22598,32230,47438,56568,71936,105439,148074,127316,184303,272477,,7712,3199,1885,3042,1084,2132,1438,2706,3740,2735
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...",511,43,632,178,117,149,166,242,485,465,,1433,2324,952,3764,3552,3188,1695,2385,2070,2126,,4784,5334,6550,7111,7675,7896,9699,12439,17784,26796
292143,Toluidines and their derivatives; salts thereof,498,525,468,341,377,589,578,452,273,465,,1781,5162,40235,33974,5067,6408,5007,5110,3505,4622,,2407,3132,2810,2066,2465,2610,3333,2622,2608,2977
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),237,141,238,857,111,221,38,79,880,462,,3302,2726,1982,3477,2271,1401,2205,1175,3200,2060,,2880,955,363,1818,457,620,577,2509,2559,3460
831120,"Cored wire of base metal, for electric arc-welding",1531,1458,1350,974,783,620,746,488,626,460,,101612,74614,76438,61908,50206,59524,58892,64618,50412,59611,,4506,3687,3580,2906,3371,2682,3092,2656,3078,3973
382410,Prepared binders for foundry moulds or cores,319,211,170,270,483,470,458,345,312,459,,1733,2295,2207,1641,1388,1369,1876,1737,1329,1620,,1239,966,1208,1076,1143,1454,1791,1614,1740,3134
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,14,3,35,958,175,312,674,916,459,,27196,22279,15115,17787,17039,25974,36719,32368,34372,35505,,5973,30019,33590,31407,24351,31554,28213,27685,33497,46574
442199,"Articles of wood, n.e.s.",0,0,0,0,0,368,348,376,462,459,,0,0,0,0,0,7071,6490,6735,6967,6412,,0,0,0,0,0,28777,27511,26950,29854,30460
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",222,183,358,345,290,292,511,326,383,457,,471,284,230,247,237,319,254,332,233,346,,10185,8665,6299,7152,6128,4146,3801,4780,4328,6390
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",1565,185,432,34,19,348,211,179,138,456,,500,254,559,795,684,456,1097,3418,1919,2226,,7801,5379,2096,3732,2422,1877,184806,64365,160470,419001
250510,"Silica sands and quartz sands, whether or not coloured",322,577,498,706,390,307,229,265,399,455,,6155,3057,3512,1291,1589,1164,2374,1351,1298,1591,,51711,62287,64278,64833,57576,62045,64132,64293,61306,81451
851631,Electric hairdryers,6,1,11,17,882,1098,2037,934,795,454,,5649,4483,5405,5626,7252,5948,8562,2989,1863,2002,,12840,12479,14237,15690,25072,28225,34227,32564,36902,53883
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,593,526,479,647,453,593,683,621,450,453,,5884,4733,4985,7850,8184,11065,12537,10691,17967,31459,,55746,54942,76226,101158,100784,93896,98598,117539,104629,108433
482370,"Moulded or pressed articles of paper pulp, n.e.s.",209,202,289,398,573,408,316,289,336,453,,2924,4115,4538,4232,4864,4634,4842,4269,2946,4048,,2303,1776,2180,3735,3275,3832,4318,6318,5974,9160
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,854,655,691,499,453,,0,0,0,0,0,313459,358773,352765,266480,342217,,0,0,0,0,0,1462,747,747,632,540
903032,Multimeters with recording device,229,210,185,395,232,197,500,262,341,453,,6562,5892,8179,7940,7956,8547,9937,6781,5529,7614,,6505,4427,7021,9544,8492,10142,13635,10614,10235,12617
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",528,411,461,323,438,384,456,453,560,451,,2502,2269,1586,1166,1416,1379,1564,1330,1383,1306,,1319,1411,1808,2565,1323,1858,1915,2048,1833,1860
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",257,89,243,64,121,403,596,248,196,451,,29,29,104,134,82,108,58,91,57,206,,1843,2208,4556,869,843,891,2039,973,551,813
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",1027,509,190,283,323,625,433,188,157,451,,24623,18872,16729,16057,15240,17568,17665,17379,12334,14689,,2129,1681,2010,2039,1732,2463,2290,1956,2085,2347
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",15,13,56,189,87,148,118,123,244,449,,1095,979,1166,1123,2032,2213,2518,2175,3143,5215,,4221,4332,4060,3933,4476,5524,4320,4705,4802,4967
283660,Barium carbonate,577,464,359,458,489,672,862,185,318,448,,3968,2208,1704,1550,3293,4731,3316,3012,2644,5928,,4338,5886,5712,4539,5630,6719,9408,5316,9660,13946
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,452,443,314,328,381,359,309,264,293,447,,7677,6542,6910,5933,6318,6510,7286,6956,9653,8432,,14861,15820,15613,15274,16376,17514,18501,18002,25656,30402
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",179,220,115,97,168,322,215,303,468,446,,2778,1718,2026,2294,1608,2177,2180,2362,1677,5818,,566,594,709,429,777,759,1651,1081,1446,2332
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",100,292,380,390,337,280,344,358,406,444,,164,164,187,443,1203,1096,1544,1174,1098,1199,,1870,2323,3334,4044,4663,3787,3852,3642,3601,3468
850610,Manganese dioxide cells and batteries (excluding spent),785,812,593,624,565,598,538,474,465,444,,13367,9549,9001,6105,7591,8584,8540,12947,17787,24089,,34652,35500,30577,35974,33918,36339,36463,37808,37078,43437
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",1115,1270,1284,1393,1609,2141,1393,750,519,444,,9406,4926,7740,6239,8044,6894,10370,10698,11717,13192,,3490,2823,3152,3376,3129,4433,4617,3633,2644,2899
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",375,387,209,227,191,157,251,298,261,443,,4439,4286,3211,3324,3954,3122,5268,4992,6395,8390,,10175,6920,6361,6033,5931,5511,6042,6794,7260,8376
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",17,18,71,128,106,285,414,190,402,443,,3138,3426,4329,4400,5429,5676,6024,4955,4936,9934,,685,1523,1153,1532,1696,2269,2497,2629,2339,3601
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,302,2125,1873,398,174,251,1095,242,239,442,,23570,19103,20536,15547,17406,16476,16440,14755,11057,12420,,2905,3731,5800,3110,4961,7309,12622,8081,12813,9166
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,13,216,210,304,453,482,533,519,441,,1333,1530,2384,3620,4855,6526,9286,10398,9655,11110,,0,13,218,210,304,538,669,1083,919,1262
851829,"Loudspeakers, without enclosure",2450,2463,363,231,302,327,315,221,444,441,,13264,12838,19082,15655,27760,16848,15721,39340,37959,36384,,44697,42256,33479,34739,22544,20975,18941,20023,22215,34224
