Product code,Product label,Australia's imports from Germany-Value in 2012,Australia's imports from Germany-Value in 2013,Australia's imports from Germany-Value in 2014,Australia's imports from Germany-Value in 2015,Australia's imports from Germany-Value in 2016,Australia's imports from Germany-Value in 2017,Australia's imports from Germany-Value in 2018,Australia's imports from Germany-Value in 2019,Australia's imports from Germany-Value in 2020,Australia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",13,0,4,2,21,1,0,1,29,35,,31983,38630,33981,34293,29499,29403,24082,25394,33018,29630,,35014,34873,34200,33608,35488,36840,38022,36790,49342,47561
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,87,50,0,0,10,5,24,35,,0,0,0,0,0,0,0,0,0,0,,274,627,605,266,167,181,249,260,508,421
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",395,325,168,140,118,104,54,51,36,35,,23158,20746,20355,13207,12816,17808,19410,15175,14617,22839,,11984,12788,5242,9849,6756,5709,6243,4583,5182,8624
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",142,140,23,30,59,95,47,34,68,35,,113030,108788,154984,96142,165419,286100,303495,282931,248367,246781,,3253,16735,23024,27528,18291,51627,98250,91351,57241,113640
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,9,15,22,13,33,52,40,29,35,,10876,11313,12515,11624,12033,13426,15089,14076,15874,20499,,1296,979,1443,1493,1440,2004,2383,1162,729,825
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",32,9,28,14,4,17,21,26,6,35,,13765,13474,12739,10974,11767,11862,12083,10583,9387,10293,,2277,2301,2415,2510,2139,2245,2224,2072,2326,2411
820510,"Hand-operated drilling, threading or tapping hand tools",16,23,21,32,12,59,26,59,30,34,,13194,11617,11584,10611,12143,12040,13456,11425,9133,9685,,599,525,605,528,561,558,554,663,476,998
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",60,6,0,30,0,3,0,29,3,34,,50033,34692,35368,32127,45845,46976,50212,51623,57902,70578,,51680,70712,83718,80966,95515,94758,100821,109923,125670,132629
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",62,71,114,39,85,21,40,39,46,34,,18845,18687,20392,17721,16904,17421,18041,15272,21631,40867,,6388,5559,6033,5441,4552,5435,6438,4999,6521,7801
841420,Hand-operated or foot-operated air pumps,621,402,99,114,83,94,103,34,24,34,,21894,24383,23765,20543,21677,20130,21860,19264,24503,27388,,8049,7121,7407,6814,6467,5523,5643,5465,6032,7771
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",28,33,27,0,17,45,25,0,22,34,,13072,13150,12986,9799,10088,12742,12874,14840,10866,15006,,562,201,177,155,227,259,176,376,482,820
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,105,0,2,8,34,,166187,117327,118900,108033,87914,185092,512700,902684,2505367,4630323,,23,27,26,27,19,123,208,235,88,79
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",164,0,65,0,96,0,112,0,0,33,,75,0,297,269,31,77,2835,434,483,727,,3536,1974,504,234,165,532,183,427,423,2050
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",253,283,110,320,244,244,158,75,101,33,,100658,108327,113015,81294,87062,41035,45984,28359,26023,30916,,3937,3106,3159,3022,3202,3476,3596,4126,4180,5889
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,6,0,0,2,4,90,5,1,33,,5978,7013,7327,7277,6741,7513,9347,10610,11000,12744,,3123,4387,5653,6530,4920,5672,6778,6804,7788,12043
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",13,14,32,21,13,21,14,10,3,33,,13526,12463,12312,11929,11433,9853,10910,11358,9175,10753,,1563,1894,1813,1852,1869,2089,2444,2440,2509,3871
291814,Citric acid,14,34,35,28,64,41,48,45,61,33,,38142,42394,44566,41977,33166,32500,38631,38667,43620,61047,,9285,10045,9857,8950,8309,13464,10575,9183,8533,14672
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",645,668,594,597,407,463,610,872,233,33,,80215,78244,77082,70633,66422,58396,70357,61069,57042,61601,,3746,5343,4170,5502,6852,6127,7456,7629,11503,9301
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,397,157,0,23,33,,41584,50898,40425,19045,9642,7169,7081,6641,6862,9018,,13896,11711,11704,10087,9210,6349,6367,6007,6312,7598
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",38,133,67,51,56,95,85,88,51,33,,90439,81647,103002,109126,127920,137800,180631,205220,207331,251578,,34577,39615,58072,61986,58827,64259,77897,87132,71187,91657
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,32,,0,0,0,0,0,145818,34409,29471,37099,45163,,0,0,0,0,0,41044,37012,29169,30730,44684
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",4,6,24,7,2,19,4,0,1,32,,14857,20533,18872,13815,15020,18498,15214,14264,14947,17282,,3781,4164,5396,4029,3098,2791,3716,2973,5090,4361
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",110,46,81,70,14,47,10,28,8,32,,37521,43610,43780,36398,37929,37873,39496,34983,20958,26775,,330,263,319,228,163,241,96,59,53,125
580300,Gauze (excluding narrow woven fabrics of heading 5806),2,1,44,20,3,13,42,24,10,32,,1759,1658,1942,2143,2908,3066,4250,4416,3884,6968,,266,146,150,115,152,339,1684,1680,1563,1689
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",68,25,0,0,3,70,0,28,67,32,,29815,31799,24588,15580,15991,24877,22471,311,534,1308,,40563,31307,27254,22685,24661,27844,28527,32139,30475,34587
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,30,102,32,,0,0,0,95,213,33,159,433,673,4525,,6,16,57,41,0,2,0,30,166,212
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",527,24,4,14,8,15,126,6,5,32,,9874,10303,11300,9160,10085,11794,10838,9676,9256,8945,,13028,9240,12261,14025,20237,11597,13284,7670,5534,11648
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,2,0,0,0,1,0,32,,24206,25383,27676,24000,21940,25092,24854,23085,21174,27253,,3188,5170,4558,3538,3590,3571,5290,3677,4621,4850
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",129,51,241,20,54,40,106,140,169,32,,275313,248163,256279,231861,225889,202486,212196,219072,187187,219411,,2906,2113,2740,1706,1889,1631,2938,2220,2524,1869
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,13,23,18,27,28,21,21,30,28,32,,9685,12318,11851,10911,11121,11886,12811,10810,9713,12502,,7152,8792,10778,11254,8887,10085,12292,7792,8951,10238
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",77,26,32,27,35,52,43,26,21,32,,44363,42106,43522,37951,35688,37680,47391,43399,43261,47282,,4954,5276,5425,4848,3200,4438,3145,3281,3017,4415
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",0,7,108,32,421,181,75,2,12,32,,37973,28453,33348,24871,21873,22568,23943,30800,23190,27228,,21759,12847,9459,8856,8298,9359,9425,9258,9636,13107
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",97,33,21,61,36,72,12,37,4,31,,22575,18458,19804,13402,13411,13219,18129,24596,29300,33432,,14111,14837,18388,20019,16800,15914,23693,36118,27630,38622
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",75,178,183,286,122,138,144,12,46,31,,29356,29648,27857,19784,29269,41832,40704,23714,23045,33682,,1410,1008,1103,1080,784,1107,1303,989,1051,2475
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",128,85,169,40,105,84,82,29,45,31,,259468,253401,252558,204643,187743,221557,229161,211177,178168,191258,,34639,35895,35600,32188,33231,31924,30697,27009,21434,27606
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",10,20,3,8,9,20,35,8,12,31,,42457,43146,46275,41749,41445,49790,58500,56056,62733,71654,,4903,6039,8419,7981,8991,8676,12349,12224,11203,15793
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",33,57,91,62,2,35,116,110,76,31,,11550,9641,10555,10758,11858,9687,9694,8406,7572,13445,,16011,10322,27641,19003,16271,10654,10313,11427,10485,10622
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",6,10,21,28,10,27,13,24,19,31,,13530,10401,9945,6742,6435,7121,6538,4503,4318,4871,,4877,3182,3101,2235,2065,2012,2039,2804,2401,2924
961511,"Combs, hair-slides and the like of hard rubber or plastics",18,21,46,27,20,48,69,37,27,31,,12555,12800,14112,12215,13883,13574,16030,17417,17812,19620,,8151,8114,8156,6641,5292,6462,7673,7583,6189,10702
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",81,26,34,2086,47,95,85,30,14,31,,97553,70324,99251,55770,67528,51614,55774,41729,40341,44649,,17361,18630,20212,24397,22212,23638,29724,22645,25944,29650
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",15,33,29,20,18,24,12,27,24,31,,176504,203238,229290,207413,231951,266759,315101,296985,311478,392503,,1566,1055,717,712,608,797,593,653,1367,2934
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",30,70,124,68,4,10,3,9,1,30,,179201,198335,206731,141439,121051,143294,161202,182989,212813,233022,,2531,5754,4810,4366,7318,8316,11422,11245,15731,13856
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",2,1,0,1,0,0,12,1,4,30,,3426,2333,2606,2201,2316,2496,2921,3533,3130,2504,,4187,3773,3934,4036,4256,2958,3571,3467,3849,4362
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",61,191,80,75,99,65,48,56,31,30,,431011,389334,383034,331971,360023,38356,31642,31159,24366,13541,,42030,31770,35790,30225,22062,19454,21605,12865,18630,29946
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,3,42,11,30,,40630,37797,42551,32384,36758,36029,39828,39338,43201,50739,,13113,12653,17632,16786,18393,19215,15786,15970,16027,14581
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",32,32,13,37,0,0,0,14,0,30,,21756,26233,18367,8221,9062,11593,21673,17840,13791,42111,,297,243,1115,1402,558,163,181,88,18,218
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",16,35,11,18,17,27,28,92,44,30,,83601,84377,84782,74025,80617,99675,103662,93450,81192,84153,,44971,44713,54208,53510,41988,42383,41981,40292,30882,38385
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,1,35,0,0,2,0,6,90,30,,981,843,1644,1178,665,1034,1729,945,778,467,,457,299,265,239,263,286,302,266,244,402
291411,Acetone,551,334,133,200,110,93,64,48,23,29,,120968,92873,105058,88079,64633,97083,90560,84451,73406,108216,,8995,8508,9609,5575,4971,6015,6048,3562,5663,8877
790500,"Zinc plates, sheets, strip and foil",1019,969,1123,677,777,461,378,100,39,29,,0,0,0,0,0,0,0,0,0,0,,5251,4760,4751,3535,2989,2754,3289,2208,1167,1636
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",178,48,968,57,97,33,57,50,44,29,,10670,14809,12943,10591,11771,12949,14450,14120,14645,19659,,1446,1593,2388,1607,1667,1417,1483,1220,978,1121
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",143,153,77,124,8,11,16,20,25,29,,91805,92089,108096,112025,120947,146024,211364,207447,168138,174381,,87354,99740,135055,130375,118056,142882,151504,130042,100800,103806
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",114,109,86,62,50,94,27,106,19,29,,30305,30664,34665,61183,73375,89480,92961,96448,81501,113521,,3217,3978,4219,4826,3915,4866,3435,5226,4858,6325
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,20,0,18,0,0,0,26,29,,9468,10768,12322,7969,7981,6801,6698,5120,4096,5192,,732,868,623,743,868,426,483,643,1050,744
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",8,7,6,3,17,5,4,9,5,29,,4919,4116,5045,3748,3541,3725,4140,3853,2944,2907,,1868,1870,2041,1968,1486,1119,857,764,847,960
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",1367,933,384,286,120,89,59,72,36,29,,36912,30381,27574,22262,20319,18492,18076,16646,14605,14834,,1994,1441,1052,1103,628,1809,1590,1051,471,552
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",3,0,0,1,1,0,0,1,181,29,,19641,26999,29044,57255,72937,77129,82826,76286,73107,85730,,692,565,540,279,207,361,222,403,693,796
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",15,75,16,11,88,104,82,48,26,29,,195871,187630,206219,163010,168936,244747,309446,373748,365386,393096,,30149,30663,28264,29965,40155,41419,49417,54283,27610,35429
481810,Toilet paper in rolls of a width of <= 36 cm,12,72,129,126,176,167,90,23,46,29,,392258,392801,377917,321204,339818,345335,396046,373762,320440,328230,,59115,57210,54545,64823,60387,66548,71400,68902,79977,62277
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",181,127,78,23,97,88,151,84,56,29,,210290,253502,310683,328452,372945,473646,567277,527391,431633,396698,,140577,139208,151281,136552,130966,137141,135807,136124,87992,87260
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",3,0,0,35,0,8,12,10,0,28,,11376,8672,7625,6658,5636,6745,9556,9347,11123,12536,,5407,4033,4939,5220,5454,6677,7350,6926,4864,9054
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",2,26,5,6,0,0,6,5,0,28,,15752,24783,32873,30433,24890,17120,12635,11971,11111,13141,,5377,5879,7045,6561,6532,5910,6773,6245,7055,6731
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",254,125,136,114,68,117,61,60,36,28,,314429,302227,296708,205496,205791,254451,281899,232613,211101,244319,,109817,98088,84550,81839,72947,73887,73628,69122,52621,75590
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",37,51,295,66,54,75,17,6,23,28,,9003,7442,7527,6866,6504,5086,6917,5800,7422,5991,,6127,7405,10015,6745,5563,5584,5821,3916,2942,5967
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",128,67,80,41,77,34,42,33,64,28,,51825,56075,63242,64165,61098,74732,75672,67211,78163,84902,,11153,7931,3877,2947,2732,2774,2541,2549,3784,3450
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",775,778,659,517,715,373,101,4,38,28,,58737,59214,65119,53743,68166,62239,54414,26740,36248,42156,,2121,2629,2060,1903,3367,3340,4310,3175,3196,2420
940550,"Non-electrical lamps and lighting fittings, n.e.s.",92,44,338,124,139,188,74,23,32,28,,46906,45448,47766,44822,44374,33823,32393,31244,29977,39813,,25796,25489,23976,22861,18758,16781,15546,12008,9000,12995
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",6,10,10,13,16,8,7,5,1,28,,173134,182490,158575,134812,127193,153262,183376,209745,204721,714154,,191,123,244,112,263,188,406,665,856,692
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",2,14,2,19,5,0,12,12,13,28,,3218,3264,3589,3221,3249,3941,4599,4757,5385,6297,,342,255,499,617,281,235,356,476,405,331
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",24,25,11,24,9,43,19,28,33,28,,55456,56296,51184,43954,47425,55021,57510,57621,61945,76666,,430,601,636,869,667,737,868,749,847,1194
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",15,10,5,11,0,7,6,0,14,27,,11432,10175,8395,7668,7403,8123,7808,7268,7127,6897,,95,242,22,24,62,32,14,12,42,72
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,3,25,27,,3470,3579,4829,4658,4402,5077,4374,5906,6615,7417,,11,12,33,36,0,128,90,402,547,993
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),549,8,11,12,12,2,7,7,17,27,,45438,45248,44529,43554,38824,34120,40157,29335,27885,33373,,4264,164,135,1445,976,2486,1154,396,758,1569
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",529,168,257,178,107,221,368,194,160,27,,115971,110156,114681,98712,91280,94977,110361,100509,89567,97071,,6531,6834,7241,5335,4054,5057,4980,4722,3816,5783
950621,Sailboards,13,12,11,6,59,5,15,14,18,27,,10131,10471,13050,12964,13505,14013,13712,12665,11626,16609,,2188,2451,4275,3848,2985,1966,1089,1702,1423,1783
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,4,0,1,1,0,4,0,27,,211,263,498,379,426,344,219,192,169,235,,203,280,340,234,210,181,280,227,168,243
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",269,0,80,180,377,339,315,155,107,27,,379571,446444,393192,402577,305588,330732,329792,295672,283295,272814,,2926,1774,2155,2477,2834,3185,3048,1743,2051,2065
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",25,29,31,26,37,23,17,15,1,27,,30929,28125,26868,21529,23380,25254,21564,20452,18937,21730,,7074,8373,8246,10158,10456,12451,11561,10871,7666,6710
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",1,73,3,7,0,254,1,31,12,27,,92749,101338,104491,80844,84536,98522,119678,116745,104459,134931,,43709,51632,54413,57230,51358,59589,62527,60802,57056,76201
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",55,44,52,35,34,23,47,7,13,27,,80719,64623,67613,41680,45334,57108,66490,57408,52023,81058,,1709,1644,1126,848,810,958,942,358,219,249
800120,Unwrought tin alloys,0,0,14,0,0,0,0,0,17,27,,28651,32449,34155,25961,20680,22086,20384,17221,14302,26787,,435,494,38,26,49,25,168,33,21,42
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",115,69,111,34,31,23,33,42,87,27,,20012,22583,21819,21291,20870,22728,21775,21631,9434,8490,,2656,2649,3268,2423,2613,2253,1075,1013,814,949
680430,Hand sharpening or polishing stones,7,14,10,6,7,10,10,7,74,26,,6514,7259,7251,5797,5605,6956,8028,8038,9901,10871,,1090,896,1077,1325,1193,1302,1582,1382,1855,1839
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,1,0,218,248,486,525,0,26,,41034,41845,38766,29830,29089,34222,34812,34117,28965,49780,,43,71,43,17,243,302,582,576,426,451
360200,Prepared explosives (excluding propellent powders),10,5,13,27,247,21,74,5,40,26,,54576,52381,47304,0,0,0,0,0,0,0,,41264,44252,50616,37995,45910,42545,38448,38346,44011,43678
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",15,0,0,0,0,0,0,0,0,26,,3985,2956,2656,1599,1453,1442,1610,1155,1484,2059,,2680,2327,2031,1658,1589,1271,1592,1570,5465,3002
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",64,24,10,30,19,48,15,1,49,26,,90743,101296,96841,76552,65280,62007,68626,58811,45310,44048,,26075,27227,27672,26148,20573,20248,20858,21749,17899,20709
810196,Tungsten wire,239,5,0,1,0,3,1,9,1,26,,13119,12287,12694,10095,12283,12735,11657,8482,5606,6124,,330,113,70,78,117,146,69,131,102,127
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,2,121,57,0,0,0,0,0,26,,13359,13196,14388,15109,13355,12310,13842,12493,11962,13883,,1421,1009,1542,1379,1341,941,975,595,861,1331
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,224,699,26,,0,0,0,0,0,1482,2946,1904,7001,5250,,0,0,0,0,0,427,39,369,6207,1891
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",5,0,79,24,5,1,52,8,4,26,,2092,2990,3692,3597,3600,3858,3760,4272,3830,4534,,39430,45052,47505,35105,40357,46948,53625,47510,44717,47043
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",59,5,4,6,39,40,0,5,4,26,,13276,5795,3413,3459,1910,1151,686,636,556,591,,7588,6441,5858,16774,8546,3558,3312,2224,1354,992
730711,Tube or pipe fittings of non-malleable cast iron,18,17,13,46,53,14,31,25,80,26,,72479,54692,43704,29611,24892,26303,31034,25680,29931,36490,,5876,3935,4636,3270,5605,5342,5921,7695,8430,9308
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",10,29,42,21,211,51,61,8,11,25,,29208,23008,26577,22185,19908,18986,18073,16293,14139,14243,,2786,3265,3109,3643,4174,3368,3891,4006,3240,3816
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",264,316,187,33,82,61,106,28,73,25,,88502,84879,92950,70007,70344,76555,77826,73233,58581,80151,,2029,1946,1265,1208,1224,1302,1538,1415,1714,1836
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",10,13,3,3,102,21,16,24,8,25,,32886,29677,0,0,0,0,0,0,0,0,,1660,1521,584,532,857,1249,1654,1258,1485,1573
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",147,194,222,773,162,219,138,78,0,25,,29493,35031,37093,43712,40303,41011,33774,37181,49950,69889,,19868,26874,37178,35708,38379,35963,26974,25753,31427,40052
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",0,1,0,0,1,5,6,14,5,25,,4353,4299,4754,4183,4784,4968,5020,4627,4843,5993,,528,640,817,765,772,801,898,505,595,943
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",6,0,1,0,5,13,6,3,7,25,,108173,127728,145520,118977,117460,173785,202447,198336,196839,253541,,5097,5099,5191,5531,5930,5620,5867,6338,5349,7949
851633,Electric hand-drying apparatus,9,20,51,17,21,36,38,31,30,25,,3312,5037,5482,3481,6244,5296,7994,9140,8902,7244,,2518,3187,3099,3593,4274,4072,3886,3978,4410,4293
280430,Nitrogen,23,5,20,20,0,18,1,0,10,25,,14517,14043,13110,10074,9026,11045,14720,15404,17020,20784,,1703,3358,1834,1335,1348,1113,2374,758,643,781
210310,Soya sauce,0,58,28,0,29,0,0,3,1,25,,7871,10207,10230,8722,9499,10176,11393,11379,13060,16878,,28191,28075,29394,28623,30983,32897,35416,35785,39805,37076
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",42,5,14,15,45,1,5,18,4,24,,32481,37315,34167,31404,28040,33863,36711,37037,42763,46631,,4514,2741,2176,2095,2489,2426,3051,3690,4475,2916
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",5,2,12,17,11,17,2,5,3,24,,29292,27671,27991,21265,20462,21053,19786,18737,15991,21258,,6676,6970,9237,7881,6378,4497,3136,2846,3151,3382
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,4,304,756,24,,0,0,0,0,0,169061,199920,193929,215348,264790,,0,0,0,0,0,24689,34627,23351,16641,23724
290542,Pentaerythritol,233,214,225,235,229,202,458,139,169,24,,55406,49471,62727,49172,54754,62269,60169,61852,56020,62262,,1580,1611,1837,1642,1430,1539,1683,1455,1197,1593
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),835,699,132,119,77,61,128,125,9,24,,15856,15420,11206,7368,10918,8291,9281,9740,7742,8202,,11869,14610,12269,9981,8977,8518,7404,6529,7142,9580
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",8,167,572,521,283,98,18,0,0,24,,1033723,868349,2461962,5521565,5670987,5299505,3903750,3024132,2542487,1438784,,391,2577,4441,2660,7816,6163,2727,2311,974,142
961220,"Ink-pads, whether or not inked, with or without boxes",38,32,20,1,0,0,0,0,20,24,,3154,3292,3049,2641,2778,2887,2903,2449,2526,3128,,996,920,823,652,607,849,1196,548,600,646
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",5,18,11,34,6,17,21,223,10,24,,49335,17440,13639,10205,9189,9097,13221,10562,6990,6969,,266,151,103,152,291,194,542,497,253,1479
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",57,54,97,104,87,91,68,132,91,24,,33507,31579,30619,31703,28410,32417,32722,24850,16946,20716,,2145,3295,2873,2431,3158,836,943,945,1441,1181
960891,Pen nibs and nib points,6,10,15,12,11,11,28,19,21,24,,7134,8520,12193,10852,12823,10373,9406,8099,5879,6488,,38,15,38,35,41,38,67,29,45,69
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",49,9,19,7,14,19,8,28,34,23,,17769,18111,18368,10740,12024,13575,13802,13397,13221,16756,,211,241,297,421,496,348,1887,2690,594,349
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,4,20,0,13,23,,3839,3265,4273,3273,2578,2621,3300,4075,4491,8728,,148,114,287,424,336,457,492,265,696,474
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",34,21,7,2,1,8,4,44,15,23,,97144,89790,75576,45238,39085,64470,133886,121534,134378,291233,,85,102,50,47,70,211,160,245,154,641
391220,"Cellulose nitrates, incl. collodions, in primary forms",1000,830,879,283,363,162,181,79,39,23,,86939,82849,79871,79939,81235,80614,73948,65667,65417,75476,,2619,2461,2353,1367,1766,1802,1603,1131,1466,1605
