Product code,Product label,China's imports from Saudi Arabia-Value in 2012,China's imports from Saudi Arabia-Value in 2013,China's imports from Saudi Arabia-Value in 2014,China's imports from Saudi Arabia-Value in 2015,China's imports from Saudi Arabia-Value in 2016,China's imports from Saudi Arabia-Value in 2017,China's imports from Saudi Arabia-Value in 2018,China's imports from Saudi Arabia-Value in 2019,China's imports from Saudi Arabia-Value in 2020,China's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",0,0,0,0,0,0,0,0,0,0,,7519,7131,7839,13460,12694,10741,11223,8177,6985,9627,,381305,416218,453639,423852,450968,501016,544944,522779,509317,565350
321511,"Black printing ink, whether or not concentrated or solid",0,0,0,0,0,0,0,0,0,0,,244,1342,1566,1542,2544,1554,1658,2547,1052,696,,50610,48201,47769,42876,46104,55089,65896,56932,66111,59445
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,1,25,28,17,19,0,0,0,,135,63,526,245,20,101,5,0,41,149,,9290,8437,10257,11370,8073,5947,6233,5400,6180,5844
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,0,,4602,3123,2044,4002,5267,5645,3940,2650,5041,7527,,2593,2832,2770,2594,4728,4081,3144,3321,4451,4871
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",0,0,1,26,15,0,0,0,0,0,,885,1313,1170,3214,771,871,2961,3047,1899,3448,,38965,47580,68332,114679,113983,152079,236337,260737,254925,237930
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",0,0,0,0,0,0,0,0,0,0,,247609,213658,109409,52537,32123,43945,34305,31557,23708,18782,,37532,27478,23282,49804,43906,70079,68306,35792,31792,39246
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,0,0,0,0,0,0,0,1,0,,58,116,210,46,1,7,170,0,0,0,,638317,712701,765711,680060,680954,791984,839502,776985,758720,856504
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,2013,1348,1931,1219,111,74,147,285,72,97,,98305,118359,146672,140058,106435,112035,135207,134106,169124,220906
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",0,0,0,0,0,0,0,1,0,0,,0,0,0,17,2,13,10,0,39,0,,38602,32176,32657,41845,55041,64945,96609,99562,127504,137610
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,2673,8312,6212,3456,2059,3601,1574,1937,2524,4642,,1391,612,0,4,0,8,0,20,57,10
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,95,41,74,39,64,431,587,42,105,13
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,769,842,540,601,743,836,933,831,706,395
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,78,112,92,108,88,138,121,371,272,225
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,0,0,0,0,,141857,127212,115401,89817,62517,42656,45949,32021,19653,16983
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,75,,4437,3932,4615,6096,6715,6370,5345,3566,4326,4591
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,339,454,523,540,618,562,1568,1440,1404,1364
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,0,0,0,171,5,0,0,0,14,0,,3042,3460,4787,2982,5508,14028,15041,12970,17564,14510
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,0,,595,625,533,998,31,1,18,0,343,34,,17977,16620,23948,22999,21481,16255,16277,15172,22226,18218
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,161,0,249,0,0,32,157,0,0,0,,5299,382,3568,3094,2592,1210,87306,2203,962,1962,,58309,68933,82446,67168,73673,76374,82236,80536,94092,111332
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,38,1427,931,0,2,2,7,0,0,0,,16781,15223,15787,3806,3615,5682,10673,8089,13340,5243
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,1,0,0,0,0,0,0,0,0,,0,31,0,39,44,80,111,37,41,25,,151993,175178,128438,112267,100086,114052,143389,130222,102819,97413
290545,Glycerol,0,0,0,0,50,0,47,0,0,0,,0,0,0,114,1081,284,469,1392,594,46,,97098,86695,123829,128373,82206,124657,208571,197177,231764,391594
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1365,1698,836,970,854,1437,1197,937,922,422
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,0,0,450,0,182,27,0,0,0,0,,4914,4010,5415,4318,6660,7872,5970,6755,3988,4461
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,66,929,0,0,28,121,79,481,12,14,,1113,948,1409,1003,1046,1679,1781,1563,1628,2100
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4666,4493,5106,7065,4767,3314,6004,648,260,718
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",1,1,0,0,0,3,0,0,0,0,,1099,0,0,11,0,0,0,0,0,0,,1028,1781,825,1396,705,446,1164,4650,6521,11457
252620,"Natural steatite and talc, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,300,622,415,485,573,477,268,307,227,265,,18123,15975,19201,16827,20833,31824,35298,32568,32258,31255
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,1794,975,0,0,0,243,786,0,0,0,,17476,17647,17647,16896,10160,20553,67787,87439,79096,76676
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1487,1427,2364,1752,1686,1600,1804,1460,1101,1187
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27,7,0,0,0,,9521,10005,10808,8730,5838,5653,6138,6565,8719,10280
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,69,38,2,43,1,62,7,0,2096,2003
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,57,0,34,384,,0,0,0,0,0,0,0,0,0,0
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,0,0,0,94,160,13,386,0,0,0,,142,4755,987,0,0,0,0,0,0,0
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,0,0,1106,13679,110,85,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,0,0,0,,18117661,19775885,15178105,7816083,8793149,15388837,16065549,16093804,13877449,16372479
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,64954,53594,36563,17953,19407,74675,210671,158230,42990,88318
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,30,436,530,696,716,573,395,360,279,447,,4374,4475,5670,7028,9374,9366,10313,8720,7126,5945
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,13610,0,10225,4363,12890,88179,12476,17324,4094,43,,1401,933,725,525,478,538,815,525,399,468
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,0,52,41,87,176,121,45,26,18,19,,21,30,35,2,10,11,4,28,373,292
280429,Rare gases (excluding argon),22,0,0,0,0,0,0,0,0,0,,1863,1135,666,887,510,450,447,817,862,1558,,93643,115292,165779,160159,164703,172130,215972,256415,301790,285269
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,214,271,1268,860,835,1159,1274,608,233,1637,,123,69,100,114,580,1502,2000,2045,1722,2380
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,11008,27005,4016,0,0,0,0,,0,0,0,71,0,69,0,0,0,0,,2166859,1587043,2245611,2144896,2329419,2581665,2067527,1315044,1001121,1937490
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,0,,3629,2724,1539,1531,1633,2641,1450,2256,2481,1374,,57140,43521,50448,54670,40283,45569,58756,42326,36188,49847
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,184,60,0,28,45,83,354,281,27,129,,19293,20066,29858,52111,46874,56684,39269,22824,37015,41348
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,5057,5237,5873,5144,5820,13991,5680,14580,20344,17474
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,389,126,240,276,182,359,375,1102,288,300
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,105,88,2
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",232,89,0,158,316,0,0,0,0,0,,240,111,0,219,1797,1469,0,0,0,0,,7285,5588,10111,15575,11341,14541,9941,4145,1036,231
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,6,2,0,0,0,6,,393,293,504,746,1196,1420,914,1052,1289,1158
282720,Calcium chloride,0,0,0,0,0,0,0,0,0,0,,205,189,145,238,151,216,216,0,4,177,,2255,1694,1946,2095,1872,1650,1861,1300,2868,1953
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,124,49,0,327,0,132,6,0,0,0,,34408,27348,29865,18571,4904,2344,1861,1755,1417,1176
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,388,636,209,353,362,2854,10666,14416,14130,16508
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,9,181,0,0,0,,5219,5756,6497,5333,4152,6671,9189,6892,7132,7685
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,85,0,0,34,22,20,11,0,0,0,,45,35,14,41,74,58,8,15,4,5
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,162,0,37,26,98,26,246,1015,1420,1096,,2908,2319,4785,681,2028,3300,7358,6480,15172,27972
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,0,0,0,0,0,0,0,0,0,,193,0,54,142,2,41,3,0,0,0,,48644,58325,71779,95950,159376,328911,800689,1184027,1142359,1591032
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,617,455,919,390,640,468,566,539,348,565
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,36546,152661,57327,86230,93600,167052,200321,258631,494586,754512
290211,Cyclohexane,0,0,0,0,0,2,5,1,0,0,,284720,299277,364671,241908,201052,153882,331990,220279,127391,290515,,7030,6907,2452,1893,1479,10956,4133,12517,270,185
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,0,39,31,0,1,28,0,0,0,0,,774567,977875,1059537,525230,472614,342564,256928,219808,194763,145495
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,43,45,0,21,139,191,94,28,0,0,,355,3392,11956,45092,78343,105453,133380,92443,71625,96403
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,4562,5552,5170,5836,460,478,316,6,8,0,,41525,38066,37953,50951,55128,43633,52951,58806,33478,34542
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,83,41,8,0,0,0,,0,0,0,0,0,1,0,0,0,0
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,70,7,17,71,0,0,0,,15944,15442,13510,14706,20183,20352,27574,33083,37642,60450
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,0,0,,290,128,442,365,330,823,15046,26693,21183,16015
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,0,,56,67,0,39,37,32,4,0,7,10,,436,374,468,1548,799,947,658,842,864,39
90121,Roasted coffee (excluding decaffeinated),0,0,0,0,0,0,0,0,0,0,,74,115,220,283,876,419,997,182,219,1793,,31211,35320,46740,102197,374211,384194,155837,121991,143132,154251
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",0,0,0,0,0,0,0,0,0,0,,1401,876,2850,2247,1165,3153,2921,245,2376,1950,,38791,38938,51328,57951,63221,100122,115863,122704,124972,121595
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,0,,408,153,556,1703,200,121,771,6,3,4,,6221,4307,5538,5064,4912,5041,4222,4271,4542,4741
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,72,95,0,0,0,0,0,0,,434,924,676,325,158,301,302,10828,33208,57325
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,135,164,158,37,103,4,7,0,0,0
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,1835,1155,1866,3894,2664,1757,3660,0,351,27,,4,0,0,16,46,0,1,5800,50691,73664
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,34,0,118,62,14,29,0,4,10,,96,30,26,38,84,65,166,1928,1372,24534
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",0,0,0,0,0,0,0,0,0,0,,12490,11820,20474,22761,16156,6983,4084,2092,1810,1604,,5345,2962,3090,2783,2787,2797,3721,8082,17363,15744
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,17,0,0,0,0,0,,3,1,3,4,5,3,1,0,0,0
100620,Husked or brown rice,0,0,0,0,0,0,0,0,0,0,,954,713,1071,2161,1247,4129,2360,0,0,0,,514,2780,4438,22191,28784,35429,7546,259,1167,472
110813,Potato starch,0,0,0,0,0,0,0,0,0,0,,624,515,0,0,13,2,20,0,37,0,,28894,29051,26329,46268,31354,47848,41050,31444,37393,60829
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3139,3848,3180,4770,9364,7382,8857,8524,10570,10522
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,5700,9619,10668,8982,7183,9469,4678,14292,9795,14509
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2766,5682,9123,8870,9657,7160,8401,10927,12414
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,0,0,68,51,86,9,15,0,0,5,,2126,6168,7587,13134,8420,9606,7945,9074,5930,6207
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",0,0,0,0,0,0,0,0,0,0,,544,765,375,133,390,209,104,153,0,15,,12781,12981,17845,23659,25308,31830,32647,59736,51527,45188
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,116,173,349,1456,288,65,17,56,54,338
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,0,0,0,0,0,0,,95271,69714,53502,50985,33001,25471,45941,37369,53748,65387,,2273124,1268361,1090657,636371,434952,514189,409008,569415,706757,1041600
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,1363,27,0,1170,6967,1604,226,3,447,4342,,19,44,135,58,150,85,82,1152,696,14
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,27,0,0,2,0,6,0,0,4,10,,333960,315579,247738,291829,275026,384506,388317,400242,362313,465918
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,0,0,0,0,0,0,0,0,0,,0,0,161,109,830,1427,1504,860,368,12,,367255,258593,337594,274919,297547,400261,397261,385496,454695,870870
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,1,0,0,0,109,0,,1176,1394,1359,1767,1621,2349,2382,2231,2184,2304
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,352,17566,14966,11251,13285,11867,10233,3951,2973,2898,,4154,2668,3242,4801,6741,3197,3707,4181,3979,4043
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,451,25,133,2164,1766,2145,2834,1128,70,19
160510,"Crab, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,663,0,50,0,0,0,0,,1207,2611,1252,2483,6597,8330,6457,3468,4139,1370
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",0,0,0,0,0,0,0,0,0,0,,627,929,769,1724,1207,8739,9272,8940,7162,4069,,20187,25706,27201,30896,26410,32134,36145,79821,407705,252018
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,317,481,79,31,12,,0,0,0,0,0,0,0,0,0,0
170410,"Chewing gum, whether or not sugar-coated",46,70,32,11,20,12,1,0,0,0,,25839,30074,25728,24579,21864,21908,27973,26122,22817,26741,,1697,1821,2025,4160,1892,1681,2619,3147,2446,10489
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",0,0,0,6,27,0,1,0,3,0,,2112,2724,2523,2838,7826,12277,34111,24324,1544,2114,,170418,214077,315281,326262,177629,163258,201101,207334,185951,222173
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",0,0,0,0,0,0,8,0,0,0,,860,2276,7452,8975,949,3445,7366,14010,7871,18721,,1044772,1470345,1565868,2517935,3071719,4071606,4888489,5330787,5215817,3991017
190510,Crispbread,0,0,0,0,0,0,0,0,0,0,,747,445,305,348,20,3,16,104,14,122,,22,31,16,32,47,39,7,2,4,13
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,24,12,7,121,0,0,0,,215,253,195,211,1448,369,311,1203,2923,1412
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,130,149,112,169,114,142,165,79,87,64
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,0,0,0,0,0,0,0,0,,81,96,0,167,36,204,88,97,73,48,,346,649,1020,5488,5933,15510,24606,21107,20426,19769
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,591,111,8752,20579,6856,3829,7277,2435,0,0,,4381,7130,11877,9129,4720,8131,8767,10326,9198,11362
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,0,,35,563,658,218,493,651,682,2110,2155,2927,,442,198,423,812,1186,967,1597,946,1164,2460
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),0,0,0,0,0,0,0,0,0,0,,46,42,0,37,10,56,83,32,0,7,,5607,8349,11439,16399,8726,7323,8603,8109,6036,9186
210410,Soups and broths and preparations therefor,0,0,0,0,0,0,0,0,0,0,,2452,3470,3700,1739,1785,2233,1523,980,1708,1784,,22707,20932,26330,28299,27593,23007,18505,18001,15932,12605
210690,"Food preparations, n.e.s.",14,60,40,46,14,2,0,11,2,0,,7117,8703,8022,10108,8531,11114,19647,16531,19116,19447,,720374,917013,1011247,1296657,1484863,1835969,2717012,3125061,3842576,3672672
220300,Beer made from malt,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,144207,231486,407029,575140,665733,750047,904370,820006,695086,649319
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1524,2166,3803,2556,1299,2742,6183,8147,7083,5833
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,0,0,0,536,199,0,0,235,0,0,,54684,100695,106532,140731,154885,198322,258585,229814,245021,243714
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,774240,1405610,1762417,1999448,683992,67332,36014,31778,42325,82516
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,148262,23831,48885,41099,150104,291285,419317,486879,576976,704147
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,1241,1162,993,1106,614,555,0,0,0,0,,2633,2724,208,270,285,298,469,685,1131,3817
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,0,0,0,0,,48354,41997,107955,59734,45564,23228,31627,36227,48762,49660
250700,"Kaolin and other kaolinic clays, whether or not calcined",0,0,0,0,3,0,0,2,8,0,,142,0,243,124,0,117,0,0,0,0,,120051,117443,128086,108662,111482,119682,154743,144125,125880,133523
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,12,0,,0,0,0,1,1,0,0,0,0,0,,12,31,32,556,23,17,4900,7081,40,266
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,93,70,67,305,5513,9879,8181,4070,3285,6092
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,108,101,0,0,0,0,0,0,0,3,,3172,3684,2970,2698,1265,2929,703,232,78,429
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6099,8174,7426,6922,6844,5866,7327,8932,789,174
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,96,218,188,448,272,621,1281,932,0,0
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,0,,0,147,192,489,428,101,0,0,0,29,,3782,2652,9764,11871,8128,6107,12622,20062,5596,4630
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,318,257,180,212,159,780,1300,0,0,0,,19540,165059,258725,279846,262403,286840,422665,726643,765139,1105392
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,2719,187,0,661,847,813,504,0,0,0,,107,0,0,0,0,0,4,4564,552,308
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3765,8289,5698,246,9663,321,218,3501,20223,13627
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,4415,355,0,40,132,234,243,115,350,34,,12801,17742,14274,8036,6389,11211,16255,24276,25273,20949
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7084,3949,3944,31454,143027,35463,8194,151767,138896,246921
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,10,2,94,110,0,43
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,407,792,393,,41349,66998,61868,49187,53195,61784,94330,114706,84747,114709
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,14,0,0,0,0,0,4,3,0
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,65,0,0,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,28,533,1708,1541,833,336,1404,0,0,210,,5,2,0,0,0,9,3,0,0,0
