Product code,Product label,Saudi Arabia's imports from Viet Nam-Value in 2012,Saudi Arabia's imports from Viet Nam-Value in 2013,Saudi Arabia's imports from Viet Nam-Value in 2014,Saudi Arabia's imports from Viet Nam-Value in 2015,Saudi Arabia's imports from Viet Nam-Value in 2016,Saudi Arabia's imports from Viet Nam-Value in 2017,Saudi Arabia's imports from Viet Nam-Value in 2018,Saudi Arabia's imports from Viet Nam-Value in 2019,Saudi Arabia's imports from Viet Nam-Value in 2020,Saudi Arabia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,0,0,0,0,0,0,,44,312,0,0,18,0,1,0,0,610,,6186,4060,3863,6482,7860,2730,4870,8527,5115,10167
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",0,0,0,0,0,0,0,0,0,0,,2,19,46,23,6,20,33,79,46,128,,748,842,909,2343,1110,1957,1187,1608,1338,636
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,0,0,0,0,0,0,0,0,0,,119387,263205,286647,224341,226692,190482,378412,482287,580238,894217,,3692,5828,6480,5589,634,877,497,371,565,799
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,1349,0,0,0,0,0,0,0,0,,,1318,1010,1946,1771,1394,1333,1711,1182,1385,1462
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,110,1604,4060,4732,36,6,,,4850,7374,2079,1045,9083,20546,4367,629,3581,5468
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,34,0,35868,,69,58,0,103,78,748,751,567,205,0
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,0,0,0,0,0,0,0,,2407,3716,9667,4155,781,1110,3555,13648,18962,4490,,21278,18993,12833,14990,7016,4361,7574,2663,785,7745
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",0,0,0,0,0,0,0,19,125,0,,602,1682,621,273,372,436,28,0,7,13116,,11679,13919,14209,8591,11336,14010,9575,10418,7117,7302
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,0,43,0,0,0,0,0,0,0,46,,1781,6632,38184,34273,14007,12611,9966,6482,8116,11437
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,125,37,42,1,0,16,0,3,16
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,168,1025,59,199,46,46,424,0,0,,,3534,16425,23762,19316,13910,21631,53085,42696,37671,49648
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",0,0,0,0,0,0,21,36,0,0,,43,397,961,1137,3712,2183,3931,2814,2593,1639,,4549,6363,3740,3073,2022,3714,3138,2379,3636,2432
330420,Eye make-up preparations,0,0,0,0,0,0,0,0,0,0,,3,812,3618,6605,6803,7090,5391,7194,6572,2091,,33259,36411,43429,44966,29613,37779,48936,54865,47738,59073
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",0,67,0,0,46,0,0,0,0,0,,464,679,680,880,289,335,398,618,480,144,,20994,23118,21941,29073,28307,26593,33558,59180,53507,33795
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,3089,3048,2521,5057,13713,22432,29061,22514,25444,21829,,3191,6518,19145,9283,6730,9890,12583,17600,22850,19979
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",0,0,0,0,0,0,0,8,0,0,,6763,5199,8055,5420,1259,7285,2266,3902,4902,6465,,39215,42398,52274,54073,48964,51907,64941,59220,71842,83184
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,1095,2001,2690,3119,1783,681,646,632,953,3633
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,4,0,0,,14315,17083,20285,22217,20629,22959,25246,31198,28092,27468,,17019,23310,27618,27275,18206,17562,59460,42540,16979,19197
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,318,5306,6144,6832,3650,,3484,4408,5456,7003,6536,11237,7980,11453,14611,9603
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,43,1,0,1,1,1,0,4,6,,,91,177,117,102,87,85,99,46,104,124
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,25,0,0,,16,5,29,12,40,29,108,57,89,110,,47,27,181,258,162,268,479,376,1162,1131
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,40,10,55,5,,0,222,71,639,204,684,30,665,738,909
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,413,459,651,202,242,348,92,,5969,3180,9588,6769,10235,4813,555,2002,5508,5637
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,42,58,148,39,6,11,3,24,121,305,,8490,8050,7731,8458,6739,7401,4106,5457,36081,18633
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",0,0,0,0,0,0,0,0,0,0,,1049,1105,401,4762,2583,6063,9471,3640,1745,2813,,10888,4063,4406,6776,9849,12993,11840,15363,10634,13072
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,141,2526,3,3,3,0,0,0,0,125235,,107,0,43,34,35,47,69,0,16,88
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,310,0,0,0,0,0,0,0,0,,,55,38,127,247,56,344,179,290,4786,21264
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,0,0,248,0,17,30,0,27,0,2,,0,0,0,4,2,0,3,8,0,33
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,32,29,9,18,81,69,0,0,0
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,0,,40387,120630,134330,119414,101195,137405,0,0,0,203657,,450,57,0,321,8,3,27,14,18,54
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,0,0,0,0,,10,10,4,3,5,12,71,38,46,85,,1653,2014,1728,2067,2096,1957,2066,1646,1561,1993
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,31,,0,120,0,0,0,6,19,9,6,16
281121,Carbon dioxide,0,0,0,0,0,0,0,0,0,0,,81,57,16,70,127,131,262,203,251,757,,1390,6675,2074,3457,3076,4686,4446,4341,4249,6039
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,10,,0,0,0,1,22,26,9,9,5,6
281410,Anhydrous ammonia,0,0,0,0,0,0,0,0,0,0,,4,5,1767,19,16,42,30,24,93,347,,0,27,0,0,142,125,154,276,95,7695
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,0,1,8,2,0,6,0,0,0,,,1001,0,0,157,7,0,0,0,0,4
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,415,423,21,2,9,74,0,354,23
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,38,82,0,0,0,0,0,85,0,,,604,308,436,314,285,752,668,100,1355,795
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,0,,132,0,0,0,17,34,5,0,0,,,637,344,1719,557,540,841,1002,1427,814,912
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,340,354,526,338,122,49,0,7,20,166,,5673,4720,4203,5251,4584,4942,2319,1294,310,937
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,1,0,11,1,685,6816,9655,9323,7506,7937,,125,212,210,105,29,289,241,1713,521,1442
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,979,326,220,189,71,74,22,433,445,221,,3668,3290,4769,2229,2789,4410,4286,3036,3556,2731
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,0,4,8,7,45,18,12,16,26,83,,60,0,1229,1239,195,1107,514,162,85,233
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,6,48,39,50,28,39,0,119,50,21,,275,349,196,647,654,576,235,224,324,266
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,158,149,31,21,16,1,13,11,109,209,,688,166,1305,2146,1409,1773,1014,1097,1578,1240
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,5,2,37,7,0,293,71,75,20,1,,405,2251,3594,636,219,678,639,645,522,644
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,27,126,328,525,420,487,273,135,,290,345,778,863,636,1825,2221,1165,1424,1478
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,192,,0,0,0,0,0,0,0,0,0,163
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,1671,995,1128,1229,1193,1131,1943,2465,1619,2989,,12345,11788,11490,10912,9049,6439,8354,8129,6098,6812
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",0,0,0,0,0,0,0,0,0,0,,1797,1386,2073,3133,4033,6680,5477,7398,5958,7497,,2990,10241,16665,19895,14042,8973,6863,6056,9674,10918
392210,"Baths, shower-baths, sinks and washbasins, of plastics",0,0,0,39,0,0,0,0,0,0,,3386,2799,4340,4400,6035,6001,7141,8331,6194,5265,,14462,21118,15688,15109,13525,10880,9872,13624,18024,19030
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,0,,27,0,0,598,846,15513,16289,20777,18333,23614,,0,0,0,0,0,0,0,0,0,84
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,0,0,0,56,,191,63,756,234,818,255,170,238,0,63
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,0,,9,143,4,328,463,151,446,16,10,38,,0,0,0,29,45,0,0,0,0,0
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,181,0,0,0,0,0
382476,"Mixtures containing 1,1,1-trichloroethane """"methyl chloroform""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,119,81,28,0,97,,0,0,0,1,0,0,18,33,0,13
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11730,5482,2996,19253,,0,0,0,0,0,0,0,0,0,17957
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,117,6,120,3864,,1665,642,120,90,139,284,338,332,200,295
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",0,0,0,0,0,0,0,18,0,0,,32,1111,662,15,22,20,1,91,231,157,,1815,1842,2281,2342,3164,1646,2270,1806,2634,3145
390610,"Poly""""methyl methacrylate"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,2307,1557,1495,1660,1253,1418,1733,1957,2376,2165,,6644,5585,6876,8078,3165,6549,1932,5990,7363,5962
390710,"Polyacetals, in primary forms",0,0,0,0,0,0,0,0,0,0,,56,101,362,140,230,1337,3574,5487,2896,6982,,735,547,12540,13033,8367,5260,4635,6114,686,649
390940,"Phenolic resins, in primary forms",0,0,0,0,0,0,0,27,0,0,,4020,6725,2812,1504,1054,708,1963,4097,3885,5157,,7218,5931,8989,17204,8866,9604,9234,11587,16070,20455
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,10,0,0,,,35,0,502,1079,869,619,820,666,694,816
391310,"Alginic acid, its salts and esters, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,88,232,117,0,0,0,184,0,,,0,74,319,75,240,173,266,354,612,941
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",0,0,0,0,0,0,0,0,0,0,,4969,9750,5401,5744,3679,3223,3430,4623,5564,14586,,40201,33046,27153,25813,25910,23446,22583,27697,34396,43648
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",0,92,0,43,0,34,0,66,0,0,,10463,10756,8150,10312,17845,21194,24106,32141,26150,38203,,17223,26125,24823,32930,20309,47317,75449,42451,17649,19987
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",0,0,0,0,0,0,16,0,0,0,,1517,2127,828,940,711,596,729,1214,922,1963,,21604,20825,17662,22151,27004,17722,14804,20714,22651,5749
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",0,0,0,0,0,0,14,19,0,0,,3500,4622,2754,2101,2745,4375,5331,8372,10669,14101,,63745,59710,65495,59294,27973,28425,28347,21327,11858,4225
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,893,985,0,19,400,1519,820,1052,1058,131,,322,438,693,544,411,412,1713,2584,412,1724
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20,,1033,1305,1413,910,761,1603,903,2128,3338,2093
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",0,0,0,0,0,0,0,0,0,0,,78,1,36,941,937,376,660,188,50,,,17473,13195,12672,10592,6238,9227,4192,4810,3451,2304
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,5,0,55
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0,6,6,0,0
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,0,0,0,0,,6,4,3,2,0,0,0,1,0,,,1025,1276,85,44,220,25,312,652,378,176
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,62,210,131,533,,0,0,0,0,0,0,0,0,0,256
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,5,0,,,6615,2513,3593,4457,7469,3674,1704,425,1376,3366
381210,Prepared rubber accelerators,0,0,0,0,0,0,0,0,0,0,,145,70,101,95,109,149,670,988,873,1965,,1067,1505,2503,1481,703,5714,11112,8622,3572,11255
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,39,25,19,173,18,3,,20980,22545,23104,18492,9366,13388,10627,13070,11339,7592
482050,"Albums for samples or collections, of paper or paperboard",0,0,0,0,0,0,0,17,0,0,,585,808,3876,1955,1365,1025,912,831,394,1242,,686,1146,673,718,704,681,706,801,915,571
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,34,0,0,0,0,0,25,0,,0,0,0,1,0,2,2,5,33,306,,29,70,65,619,280,187,536,3230,2051,1229
491000,"Calendars of any kinds, printed, incl. calendars blocks",0,0,0,0,0,0,0,0,0,0,,534,308,973,840,1379,1316,1596,1313,1648,7094,,1611,1213,1912,1521,1524,953,619,613,466,540
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,4,0
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,23,47,,0,0,0,0,0,0,5,0,0,0
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,63,0,42,0,92,157,272,2313,13648,19819,,137,251,115,627,78,13,116,11,11,36
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,11,,,28,0,80,142,131,134,187,482,116,212
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,11,59,249,48,3,7,95,0,1,269,,267,235,448,538,386,331,69,1025,1516,1298
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,112,0,0,5,10,20,123,0,0,17
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,337,297,807,1095,858,1750,629,1020,1355,3898,,213,0,0,9,41,19,34,33,17,2
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,49,113,88,785,2169,9570,7799,7915,8777,12555,,0,0,0,0,0,10,10,0,0,0
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,196,0,2,178,0,1,0,137,365,,0,0,0,0,0,5,0,0,0,53
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,33,0,0,0,0,0,,818,1332,0,5,992,3521,8792,6785,4294,1505,,298,229,1278,2129,2858,2131,2100,2568,534,177
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",0,0,0,0,0,0,0,0,0,0,,372,265,1905,7860,1631,2412,920,851,1366,2391,,458,322,148,674,503,635,669,496,420,342
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,18,7,38,1,37,18,329,63,26,79,,1093,703,1043,519,557,593,212,662,1596,1392
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,27,1,4,9,26,65,207,834,,0,0,0,2,0,39,0,0,39,6
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,84,16,213,294,28,41,397,,66,29,157,159,271,265,543,547,1124,1526
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,5,0,9,257,315,974,1827,1015,704,508,,134,281,185,68,56,0,0,17,110,42
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,313,6,24,84,906,1939,5599,3483,2544,3297,,215,255,242,204,535,786,578,888,414,73
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,16,2,8,396,,0,0,66,19,6,7,21,22,14,56
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,55,18,123,249,133,157,179,254,52,189,,565,76,534,141,370,205,149,241,333,348
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,0,0,0,0,0,0,0,,2539,1267,777,184,141,0,48,48,0,153,,2455,3218,3045,3869,5210,4055,2184,2356,2361,678
530820,Hemp yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,18,0,4,0,0
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,0,0,0,0,0,0,0,0,0,,172,135,218,197,367,605,586,682,696,110,,0,0,579,253,130,172,341,350,57,85
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,17,0,0,28,43,75,5,2,412,,379,495,376,586,655,459,611,1261,230,180
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,5073,4288,9047,14026,13928,21542,42662,44494,38267,133888,,2869,757,2481,435,777,1016,2595,3152,5058,5162
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,14,2,9,6,0,6,,331,317,535,569,420,108,83,19,4,33
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,356,338,279,527,695,621,1207,2359,1676,996,,813,642,1770,1014,365,517,348,1425,1126,1398
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,0,0,246,372,247,545,116,26,2,24,,2666,987,652,1165,202,1054,1769,86,0,25
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,191,81,531,6,0,0,2,324,0,29,,258,209,177,565,597,347,432,404,214,109
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,,119,0,0,377,453,53,135,208,1728,29
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,379,0,52,0,64,0,690,343,,0,0,129,0,45,238,230,241,88,113
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,68,50,33,3,1,4,2,6,17,92,,0,0,62,129,54,243,713,695,400,75
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,4049,3038,2591,3137,2130,2528,5780,8155,7526,9365,,2375,1665,2142,2834,1968,1359,846,1211,1274,1786
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,8558,7346,5360,3868,3494,9309,15281,14042,12933,15550,,29,554,528,509,376,48,204,201,355,72
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,1606,1763,1081,861,38,1078,157,37,29,1978,,402,137,101,446,716,1195,1716,700,22,28
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",0,0,0,0,0,0,0,0,0,0,,90,0,289,216,182,227,337,56,92,37,,1738,927,1301,2722,2701,865,1729,3663,1961,2475
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,87,1,240,700,450,1542,1104,2193,1635,738,,16009,10534,579,771,2890,2347,2131,2411,2839,1045
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",90,58,0,0,0,0,0,63,0,0,,183,776,1275,3398,2222,628,611,932,766,1331,,17776,23571,17520,10545,14148,12340,11435,29280,31520,37434
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,12,15,241,109,0,16,,1331,130,29,859,64,43,111,89,143,43
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,17716,18020,132,441,245,422,578,529,179,28324,,762,863,638,1272,304,751,1027,82,7,9
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,5,6,14,1,50,0,134,,143,38,278,258,244,11,194,82,6,35
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,0,0,0,0,0,0,0,0,0,,16,311,76,11,55,38,157,355,363,38,,4709,1647,499,257,891,4239,3690,3137,2203,3411
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,19,0,9,0,,,172,0,0,8,4,105,4,16,11,3
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2554,1614,2776,138,225,364,104,56,0,171
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,43,0,53,40,263,68,,153,459,39,21,28,3,59,0,525,11
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,0,0,0,0,0,0,0,0,0,0,,129,6,555,29,57,741,424,344,215,319,,1727,2017,2231,2188,1140,1434,361,1077,689,159
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",0,0,0,0,0,0,0,0,0,0,,3335,3024,2142,1270,1473,2441,4712,3834,5135,4304,,8426,9947,7980,11459,14523,19560,18086,15919,14752,15082
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",0,0,0,0,0,0,0,0,0,0,,190,418,604,338,486,1576,2545,3159,5772,4077,,1165,809,488,576,353,1287,772,859,1852,1190
