Product code,Product label,Japan's imports from Saudi Arabia-Value in 2012,Japan's imports from Saudi Arabia-Value in 2013,Japan's imports from Saudi Arabia-Value in 2014,Japan's imports from Saudi Arabia-Value in 2015,Japan's imports from Saudi Arabia-Value in 2016,Japan's imports from Saudi Arabia-Value in 2017,Japan's imports from Saudi Arabia-Value in 2018,Japan's imports from Saudi Arabia-Value in 2019,Japan's imports from Saudi Arabia-Value in 2020,Japan's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,40,0,0,0,0,0,,5784,863,889,4085,2571,3370,1614,3006,963,303
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,15,0,0,0,0
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,0,0,0,0,0,0,0,0,0,,84,846,429,126,821,639,1295,0,0,45,,370950,300390,273073,238036,234272,250006,280684,302437,218150,222014
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,571,247,511,181,0,0,0,2,,4883,4733,4232,2857,3227,2510,3884,2998,2727,2878
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,0,0,0,0,0,0,0,0,0,,0,0,177,51,95,43,73,0,0,1,,115739,117060,117263,98873,84999,81022,81664,79947,63694,64309
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,1409,1686,1320,955,459,287,355,252,190,45
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,192,227,223,224,186
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,606,364,823,254,224
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,5,0,0,0,,4104,3173,2830,2196,2503,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,118,16,0,0,0
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,0,30,0,24,14,1,31,94,41,60,,1310,1194,1065,759,693,696,770,790,991,1166
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,1091,356,0,234,136,2,0,0,18,0,,1864,1459,1623,848,483,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,0,0,0,0,0,0,0,0,,422,172,158,250,354,34,78,0,0,0,,2240587,2840428,2262610,1851510,1923343,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,22,0,0,0,0,,443,217,299,338,224,293,275,111,109,313
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,5106,6558,7075,3580,2881,3863,3439,3197,2427,3478
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8004,6147,6273,4371,3532
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,109,46,114,64,19,167,5,,151173,132599,128249,115584,123348,131322,145076,155926,128716,134009
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80820,59408,42930,32406,43112
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,0,0,0,0,0,0,0,0,0,,48,0,0,59,65,50,38,211,302,261,,53264,49712,49647,41057,39803,34714,35361,32531,30141,33173
441860,"Posts and beams, of wood",0,0,0,0,0,0,0,0,0,0,,0,107,117,461,48,55,139,109,5,4,,37639,27701,6559,1408,707,807,517,1690,1686,2267
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2756,2400,2074,1348,769,838,841,679,446,529
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",0,0,0,0,0,0,0,0,0,0,,83,306,191,342,489,264,618,479,877,24,,16524,15586,13454,10666,11246,11127,12027,10809,10697,12624
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11771,7953,7875,5114,7517,6809,4921,5260,8932,5654
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1201,0,0,0,,5871,3840,3931,2683,2269,3015,2842,3368,2013,3897
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,6853,7057,5768,5618,1436,1415,2092,2666,5374,16892,,134685,88290,86012,63744,75841,71127,27739,27259,16055,13260
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,108,1453,,12166,11601,12047,11406,9675,10559,10641,10847,8175,8361
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,2714,2699,1049,246,1546,15706,24452,26431,22622,64238,,21947,10730,8861,3831,857,76,132,2898,2906,1001
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,0,47,0,806,922,181,130,577,1053,17317,,9034,4825,3597,1039,73,565,434,703,626,379
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,11,0,12,1,,4184,5885,5949,3409,5135,5638,5252,977,50,112
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",0,0,0,0,0,0,0,0,0,0,,20605,25438,25121,19774,25960,25612,21146,14354,29259,48928,,1353,1029,1542,1105,1087,1162,871,1186,879,974
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",0,0,0,0,0,0,0,0,0,0,,2875,5258,3088,798,114,326,1381,1055,563,2656,,3366,5097,4070,3753,3527,3083,2638,2161,1415,1080
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,39,59,233,0,,723,738,942,483,488,630,757,658,802,765
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",0,0,0,0,0,0,0,0,0,0,,1896,1046,1392,1423,6439,5871,1125,109,78,74,,6091,6884,6210,6974,4672,5125,3953,4281,2332,4011
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27,36,3,0,0,0,,332,320,395,354,412,487,510,691,518,901
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",0,0,0,0,0,0,0,0,0,0,,0,314,27,97,576,90,535,132,23,32,,3158,3929,3470,4029,4198,4874,4387,4479,4976,4970
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,0,0,0,0,0,0,0,0,0,,308,137,28,165,300,259,232,354,315,916,,1251,1349,756,381,287,267,145,174,115,21
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",0,0,0,0,0,0,0,0,0,0,,111,321,550,581,166,38,24,0,0,16,,8321,6968,8035,6373,7088,6939,8581,10308,9567,12427
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,28,0,0,0,0,0,,392,741,381,5794,123,184,127,383,445,59
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",0,0,0,0,0,0,0,0,0,0,,2050,31,0,49,31,40,0,0,0,0,,23992,26316,24543,22061,18724,18234,17983,16690,13969,17775
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33809,35989,31460,22604,20806,26599,21795,17975,8841,11532
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,55148,61160,57613,49819,39373,52675,48227,39895,23059,23489
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,0,0,0,86,110,101,88,20,843,1376,,134,38,35,37,140,237,47,68,0,17
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,61,0,0,0,0,0,0,0,,479,328,840,1511,1059,4,182,62,39,0
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,52,1,2,0,0,0,0,,5309,6659,7440,6108,4070,3945,5698,5157,2893,4663
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,469,0,0,0,0,0,,40,12,32,19,4,0,17,32,75,27
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6122,4381,7056,9083,12491,5730,6836,6017,2628,2266
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,375,208,288,210,172,212,223,164,93,67
520300,"Cotton, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,123,43,79,68,0,5,0,,6554,5874,4549,2487,2153,2114,2168,5644,6271,3129
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,11,122,88,23,24,74,35,135,43,60
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21,345,40,312,133,117,18,225,248,212
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,0,,279,488,306,48,536,247,221,21,90,181
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,466,493,136,76,70,244,114,401,297,269
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,307,453,227,33,11,8,20,25,14,21
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,34,0,0,0,0,0,0,,262,291,288,135,165,220,233,225,162,131
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1619,1448,1560,1312,1117,1154,1073,939,1303,785
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,138,83,37,0,0,0,,92,153,193,183,130,148,159,98,79,29
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,4,0,0,0,,1665,2454,2904,1556,1415,1485,1566,1545,863,626
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,117,324,295,140,345,171,301,54,73,92
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,705,896,796,746,553,635,611,821,721,873
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,59,0,0,0,,1846,2022,1973,1292,1335,1321,1667,1416,979,1088
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,9998,10855,14106,17626,17520,18130,20115,16519,17135,16172
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,123,0,0,52,25,4,13,0,0,0,,8927,9280,10535,8910,9977,9746,10027,10467,8697,8649
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,154,73,0,15,645,1412,1798,496,127,0,,43,72,36,36,28,10,19,17,2,38
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",0,0,0,0,0,0,0,0,0,0,,0,331,267,0,306,730,193,25,0,0,,6200,6071,20102,28287,21728,12684,16901,25136,13096,30401
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,45,1,0,0,0,24,,59506,55306,53453,46366,44746,48882,51149,46870,34488,43290
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,0,475,518,104,1363,2813,7813,7973,3887,1962,,93378,87616,88855,80734,74376,74643,77305,69351,54120,62050
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",0,0,0,0,0,0,0,0,0,0,,1076,1910,149,51,0,0,22,46,124,0,,902,1056,1751,1267,1380,3618,4472,5380,5386,4870
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,29,0,0,1,36,20,142,505,666,3418,,3499,4140,3255,2640,3258,3089,3652,2810,2472,3886
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,603,403,487,97,15,170,205,0,0,101
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,96,832,162,0,0,943,25690,32770,4080,,48975,44790,43770,28171,23527,26141,22740,22647,20494,24105
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,38,0,0,33,8,291,,3958,3842,3391,4382,5334,5720,3819,3246,2705,3935
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,0,0,0,0,0,0,0,0,0,0,,229,188,62,1341,3606,3734,2055,977,869,546,,6743,5313,5852,5998,4199,4410,8818,7826,6089,6369
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,58,0,34,0,1,61,0,0,0,,524,710,656,328,179,254,377,357,230,221
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,0,,7489,7219,9420,6859,6276,6932,6902,8234,6691,5005
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,4,,130,101,128,23,90,100,116,39,101,13
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,270,412,212,223,390,501,827,875,537,900
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2994,5383,4739,3156,2827,2388,2794,2495,1672,1644
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30,160,156,232,165,85,137,77,370,435
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,36362,37500,31922,27338,30054,25924,24371,21441,13938,16981
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7485,8536,8749,3852,2170,1386,1611,1462,837,786
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1393,430,261,380,353,689,293,724,656,141
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,39,54,24,44,69,66,17,9,105,,1198,1077,1320,1553,1791,2493,3354,2842,2193,1589
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,5162,5959,4272,4609,3367,4028,4735,4701,2662,1588
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,173,127,1784,1891,946,668,736,51,16,665,,1230,714,1236,1290,861,704,792,827,781,782
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",0,0,0,0,0,0,0,0,0,0,,58,0,27,66,62,73,282,0,0,0,,461,397,653,312,589,401,519,470,604,168
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,111,354,327,264,277,91,219,290,180,162
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,0,94,0,7,58,2785,2398,2768,1872,635,,4077,4765,4940,3300,3750,4230,3396,3762,3999,3465
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),0,0,0,0,0,0,0,0,0,0,,102,1329,705,998,46,373,282,3,0,0,,9323,8584,9902,9202,10429,7844,9175,10546,11428,8590
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",0,0,0,0,19,0,0,0,0,0,,34,67,1241,83,36,11,278,29,0,2,,23341,18023,14810,12640,9907,8269,9042,8507,5670,7459
570231,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,13747,12419,10222,8549,2286,2415,223,160,209,602,,2372,2274,4380,4911,5397,5091,3986,5185,3603,1661
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",73,0,33,0,0,0,0,0,0,0,,3713,1792,1249,4033,2501,596,1024,1199,0,2002,,49051,44687,40799,29792,41219,45729,49258,40313,37096,42006
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,72,0,4,10,21,9,34,0,,3125,2505,2576,3082,4551,3322,5091,5717,6312,6438
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",18,51,2,0,0,0,0,0,0,0,,18282,20207,16601,18195,26818,28229,34889,5401,15437,29778,,268641,251653,246988,208951,208675,210832,209969,207755,198738,202053
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,36,127,41,60,155,125,0,10,130,207,,63,68,127,52,42,211,39,46,27,3
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,57,0,0,13,0,0,0,0,0,0,,513,355,289,117,105,509,409,239,302,189
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",0,0,0,0,0,0,0,0,0,0,,0,0,38,2,12,13,7,0,0,40,,4272,4824,4680,6015,5841,5899,6560,6480,6557,7031
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,236,44,26,4,21,0,24,2,0,7
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,89,62,122,78,96,56,71,117,60,136
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,43,22,0,0,0,,20577,22985,23668,20421,17187,16882,19492,17823,16961,17154
590500,Textile wallcoverings,0,0,0,0,0,0,0,0,0,0,,202,862,1739,2971,1593,216,83,0,0,0,,562,339,444,456,430,498,883,787,470,919
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,22,8,0,0,,6246,6305,5316,5574,5785,6308,6424,6518,6155,7162
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",0,0,0,0,0,0,0,0,0,0,,186,73,28,109,190,85,680,0,0,0,,350,275,184,59,13,32,0,3,44,29
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1983,2035,1779,1164,1526,0,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,60,67,18,8,20,11,4,5,0,31
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,73,0,0,0,7,0,0,0,0,0,,12999,14647,14764,12026,10760,11035,11242,9595,8322,10644
610323,"Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,13,191,0,0,0,0,,30325,21892,18079,15039,17480,16268,18145,12828,8686,14141
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,0,,0,0,71,61,522,275,327,0,0,0,,141148,147987,140228,125758,108320,81076,109798,186725,154756,162561
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,0,,1759,0,0,5,634,34,6,0,0,0,,81615,72475,58892,49887,49073,39012,41130,54118,42877,42112
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5077,5535,8490,5992,6853,5034,6450,8095,5149,3969
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,28,223,466,290,0,0,3,,228718,280207,249232,238998,215856,211905,226708,259242,214857,242917
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,0,0,0,0,0,0,,1489,58,57,12,128,85,59,0,0,0,,26632,27022,24200,18459,33811,28506,41951,32107,40943,34742
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,1147,831,2746,817,4685,1307,197,0,0,0,,24029,26925,22133,18112,16504,11468,9280,7202,5047,4407
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,212,164,141,259,50,173,182,0,288,0,,227548,235580,188276,175024,165136,173391,155684,153902,130007,143784
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,590,0,0,0,6,548,0,0,0,0,,20817,14976,9477,10261,9263,7863,7043,9308,13377,8484
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,0,45,44,32,26,0,0,0,,216933,192984,182636,168990,179257,175420,190622,184908,183431,192472
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,107,106,0,0,436,13,0,0,0,0,,1279,1776,1282,979,1040,1130,1133,1260,1051,1183
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,0,0,29,13,169,209,287,0,0,0,,1240010,1262044,1254106,1176578,1148966,1148335,1308666,1472056,1378745,1536827
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,5,2,0,0,0,0,,116912,120548,109504,92403,91816,92714,83954,76719,49640,43412
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,62,83,181,0,0,0,,3529,2167,1705,1283,992,1332,1090,1228,607,661
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,181,33,14,0,0,0,,329784,318547,279018,262951,259520,253707,248830,255826,221466,235414
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,0,0,0,0,0,0,,430,254,629,465,313,244,136,71,26,95,,16582,15985,13180,8492,8393,9036,9139,7867,7732,4158
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",0,0,0,0,0,0,0,0,0,0,,0,202,0,64,83,4,0,0,0,0,,54040,57200,43112,43323,37682,37479,46062,48277,39193,35482
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,0,0,0,0,0,0,0,0,0,,9434,3635,2278,1943,1272,952,432,0,27,8,,170487,164222,197741,165324,179561,176432,186731,181793,139494,118453
