Product code,Product label,"Singapore's imports from Taipei, Chinese-Value in 2012","Singapore's imports from Taipei, Chinese-Value in 2013","Singapore's imports from Taipei, Chinese-Value in 2014","Singapore's imports from Taipei, Chinese-Value in 2015","Singapore's imports from Taipei, Chinese-Value in 2016","Singapore's imports from Taipei, Chinese-Value in 2017","Singapore's imports from Taipei, Chinese-Value in 2018","Singapore's imports from Taipei, Chinese-Value in 2019","Singapore's imports from Taipei, Chinese-Value in 2020","Singapore's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,0,1,124,127,18,9,5,2,11,776,,53,24,0,0,0,13,0,0,0,0
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,0,4,7,0,0,0,0,0,0,,321,447,51,147,110,858,800,26,9,10
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,179,3099,1569,161,530,174,192,189,322,320,,0,0,2550,2145,2410,4664,3679,3700,22,14
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,224,207,0,131,2988,2628,1192,0,2273,,41,233,317,210,5,109,676,4960,3422,773
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,0,,1302,18145,6555,42,0,67,66,1,0,112,,0,4,5,0,242,0,0,0,0,0
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,0,,30094,4813,15438,130,170,12798,4161,3433,22185,7137,,43,55,0,0,44,0,960,1383,656,2087
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,,48,51,144,83,174,97,247,44,55,19
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,3,0,1,0,0,4,,195,81,93,67,48,50,62,201,222,189
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,3,0,1,15,,264,268,288,214,224,185,387,406,502,200
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,4,32,28,2,133,204,205,196,12,5,,209,865,754,742,376,282,256,289,343,340
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53,18,0,0,,6,266,914,872,322,0,0,35,0,1
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,0,3,4,0,0,0,0,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,130,57,409,2500,625,66,188,12,10,1363
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,606,1651,934,1076,1531,1889,970,0,0,0,,138,99,23,7,1,0,0,0,0,0
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,28,0,0,1,0,0,0,,21046,13632,16648,8397,7090,6365,6104,7470,7568,7472,,113,164,222,65,276,61,36,46,119,83
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,1,0,0,0,,8833,10176,7054,8450,6726,6528,10410,8476,1492,211,,171,318,737,132,130,74,61,105,41,22
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,246,90,97,59,24,19,0,1,12,0,,0,0,0,0,0,0,7,0,4,17
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,6101,3494,2562,6040,2962,1787,1505,1097,439,394,,0,0,14,8,228,0,0,0,0,0
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,10,0,0,0,22,0,0,,469,380,358,465,432,189,149,123,357,190,,164,2,32,171,177,103,26,138,20,34
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",3,9,5,6,0,0,0,22,0,0,,2104,5775,1760,1830,1192,1212,1406,342,540,1324,,428,1241,1276,873,801,782,359,900,48,323
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,421,424,324,169,993,896,541,391,159,152,,0,0,5,3,0,0,0,0,25,26
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,37,59,42,11,53,38,6,0,5,10,,63,154,82,63,173,268,123,35,15,52
560130,Textile flock and dust and mill neps,10,0,0,0,0,0,0,0,0,0,,327,412,448,433,252,438,329,520,269,175,,651,504,295,355,368,687,366,282,270,290
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",14,12,1,0,0,0,2,5,2,0,,1584,2087,2495,2197,1745,1524,594,978,1420,1150,,1483,1140,1313,4611,600,492,812,594,521,2007
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,2,1,28,0,0,0,0,0,,264,197,190,171,189,153,267,87,80,63,,261,314,233,575,236,403,74,289,38,67
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",3,13,1,0,9,0,0,0,0,0,,6,113,36,117,39,22,16,3,20,0,,208,202,91,91,92,377,106,83,53,188
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,4,0,0,0,0,0,,8,2,21,21,12,15,7,0,0,0,,62,27,14,26,39,14,58,2,1,4
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",1,1,0,0,10,11,2,0,0,0,,11062,8910,7423,5431,5217,6362,4892,3488,1336,1223,,250,92,136,110,317,127,61,16,23,12
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",1,4,0,0,0,0,0,0,0,0,,18,9,44,57,13,16,50,5,25,23,,33,58,38,86,38,1,1,1,7,11
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",1,0,1,8,18,0,2,0,0,0,,0,0,109,72,166,288,396,287,141,140,,541,692,1122,659,407,598,421,643,370,396
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,3,0,9,0,1,0,0,0,0,,4,9,1,5,6,0,4,0,0,0,,34,35,41,44,70,10,20,42,16,3
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",8,1,0,0,3,0,0,0,48,0,,2873,3178,1779,1227,756,1010,991,1365,895,1250,,3622,3425,3788,3031,3103,3040,5534,1987,957,7096
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,147,214,86,24,65,23,92,91,110,93,,192,74,166,405,134,242,319,298,77,109
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",187,84,5,2,2,3,2,0,0,0,,2661,4007,4338,5492,4308,4240,4398,2958,2202,1789,,3034,3488,3143,1792,941,725,870,1599,1413,3599
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,1405,1102,180,69,74,1,28,0,0,6,,220,264,241,259,81,71,72,100,14,42
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",41,6,6,13,3,0,0,0,0,0,,1006,571,333,256,220,287,186,66,75,76,,4392,1382,1027,962,545,601,475,463,456,572
490400,"Music, printed or in manuscript, whether or not bound or illustrated",12,1,0,0,0,0,0,0,0,0,,95,82,65,43,34,94,63,47,48,51,,1790,1353,1839,1523,1501,1264,1614,1303,1298,1188
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,1,2,0,0,0,0,2,0,,5,12,21,1,14,2,8,20,1,3,,1524,1227,693,721,346,270,349,275,112,180
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,75,62,19,5,5,5,1,7,0,0,,13,1,0,0,0,0,0,0,0,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,1,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,2,0,41,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,439,100,169,167,151,74,105,728,66,61,,88,118,11214,9584,3028,55,45,43,28,29
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",9,3,1,0,0,0,0,0,0,0,,434,589,419,717,330,265,191,30,278,246,,185,179,648,368,193,103,71,136,38,37
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,2,0,4,0,0,0,0,0,0,,1,0,0,27,1,0,0,0,0,0,,35,9,6,20,126,13,7,25,6,14
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,748,166,1966,1412,1261,1004,1552,1898,6794,2914,,39,23253,63,11458,7262,129,1171,353,149,233
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,54,0,,193004,182122,159063,122120,131336,137525,154758,145418,88605,99042,,0,1,0,0,0,0,18,66,70,23
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,9,10,79,0,16,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,79,309,193,33,60,11,41,49,67,124,,0,0,0,0,0,0,4,1,0,0
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,67,18,20,19,,29,15,0,13,57,3,0,0,0,0
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",19,13,11,0,8,0,0,0,0,0,,178,28,5,11,7,10,43,0,14,7,,901,922,1398,895,879,878,448,718,322,482
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,62,5,0,0,0,0,0,0,,453,577,637,528,295,118,164,68,12,11,,157,25,2325,369,272,89,206,261,41,78
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,66,8,0,0,0,0,0,,1122,1097,730,655,685,955,128,105,23,180,,327,347,394,306,141,80,37,52,7,6
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,8,0,0,0,0,0,0,,5001,4162,4354,4621,4142,4178,2917,3490,2962,5115,,614,495,917,772,414,98,400,338,68,416
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,706,493,386,181,190,78,58,35,202,93,,356,290,229,311,185,124,234,104,146,116
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,23,8,14,51,0,0,0,0,,66,47,52,65,84,93,40,124,201,291,,164,224,237,81,135,83,44,12,3,8
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,3,0,,187,295,530,195,375,195,472,353,373,259,,1050,2129,2073,1888,1281,1445,1132,1060,1299,636
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1798,2061,1907,1225,1321,2091,1889,2872,1322,1199,,2308,3826,2310,792,658,583,1323,710,170,287
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,2,18,0,47,0,0,0,0,,5843,5440,2994,3338,3199,2073,2402,2203,1620,1992,,61,62,12,57,41,67,26,15,13,61
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,59,345,337,649,193,93,122,479,268,333,,267,89,109,423,921,60,144,28,10,10
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,8,0,0,0,0,0,1,0,0,,1189,446,972,910,690,541,194,324,309,201,,202,203,136,84,80,61,128,118,79,92
530110,"Flax, raw or retted",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,27,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,2,6,0,6,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",24,0,124,74,1,0,0,0,0,0,,187,338,116,207,260,219,271,280,193,358,,211,283,433,471,214,183,321,201,338,363
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,15,4,0,0,0,0,0,0,0,,19249,12672,7597,5403,3174,1326,2349,1667,1117,1823,,383,213,157,473,1997,182,83,162,73,122
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",75,0,8,0,1080,0,0,0,0,0,,7170,5095,6580,4619,4999,6388,5987,1388,1318,1446,,532,1117,829,600,1387,310,347,138,9,2
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,60,96,57,152,,0,0,0,0,0,0,16,1,10,1
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",52,0,5,1,6,1,6,1,2,0,,3564,5361,6730,9770,9194,4515,3964,1209,730,1998,,2488,1820,2345,1864,2147,1737,2337,1517,1146,1544
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,498,975,540,426,635,,0,0,0,0,0,0,615,1014,754,650
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,0,0,0,0,2,0,,2362,2296,4392,5323,5675,3896,5761,3889,6007,6530,,405,493,584,206,321,531,1241,836,446,396
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",26,0,0,0,0,0,0,0,0,0,,1122,1438,1076,752,505,361,294,361,299,484,,7876,7129,6385,5087,4728,4741,2817,3097,2110,2897
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",18,30,9,17,126,23,2,0,20,0,,161,50,30,72,159,171,112,82,102,198,,16715,21242,22297,19099,15132,14826,11460,12244,9363,11457
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,2,2,0,1,0,0,0,0,0,0,,284,127,239,340,319,405,391,342,329,334,,2,2,0,4,0,0,1,0,0,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,5,21,7,3,18,10,6,14,6,18,,0,0,0,0,0,0,0,0,0,0
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,3,,446,356,21,84,34,28,39,32,17,7
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,9,0,0,11,0,,1137,3183,4059,1085,728,375,1334,1690,1230,1164,,1796,1327,1952,1523,1165,1529,3036,1086,394,3284
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",24,9,24,0,0,281,0,0,0,0,,8283,6312,5859,5599,4873,5597,6505,3802,2233,2601,,2164,2055,2626,2934,6986,1417,1343,1366,1046,1906
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,23,0,0,0,0,0,0,0,0,,410,82,96,59,78,51,20,22,6,26,,77,105,52,142,106,124,68,124,72,67
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",195,98,35,30,2,11,31,1,0,0,,1276,1051,1392,1293,1098,837,720,730,314,414,,6102,5615,5946,4439,3443,4150,3842,2817,1792,1859
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,3,0,1,0,,487,352,231,119,88,59,233,236,536,381,,1283,1227,1020,784,965,1004,1883,2109,1618,1671
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",1,0,0,4,1,0,0,0,0,0,,57,39,0,3,18,12,2,0,0,0,,2426,2364,2346,1727,2561,1571,1648,1267,775,800
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,75,39,3,17,10,3,29,7,32,55,,699,561,613,595,454,395,716,808,329,364
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,0,0,0,0,0,0,1,0,0,,37,25,38,48,470,431,357,325,290,187,,85,289,357,486,457,374,882,322,377,246
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",6,1,0,0,0,6,0,1,3,0,,198,155,174,135,110,65,29,8,7,5,,1394,1281,2685,1652,2943,2198,2382,3012,1428,1758
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,6,0,0,0,0,0,0,0,0,,75,21,5,9,5,23,28,9,8,28,,420,137,402,171,59,274,509,935,387,307
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,0,0,0,0,,67,131,13,13,7,3,25,30,17,63,,154,145,106,350,949,277,429,1284,1257,282
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,15,9,0,0,0,9,0,0,0,0,,0,0,0,1,10,0,1,1,0,0
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",1,0,0,0,0,0,0,0,0,0,,7467,8261,9987,10260,9138,20413,53188,5743,4988,6602,,12,15,1,16,63,197,723,904,1,17
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,15062,15298,11209,11276,10030,411,0,0,0,0,,10,0,15,197,271,62,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1557,70,83,70,86,,0,0,0,0,0,0,0,0,15,50
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,16,0,0,0,0,2,0,0,0,,3100,1613,3123,5157,3929,1861,1165,1397,1078,1818,,50,101,54,18,4,32,4,45,11,52
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",166,272,373,474,84,200,35,21,18,0,,4043,3082,269,167,205,273,588,838,799,708,,4489,3852,4527,3323,3138,1245,2638,4514,7811,9860
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",0,1,13,2,2,10,1,1,1,0,,857,848,794,656,736,277,348,394,380,374,,3284,2537,4238,2670,3025,2561,1909,2022,1552,1301
720270,Ferro-molybdenum,0,0,0,0,0,0,0,0,0,0,,4555,2518,7679,1209,1775,2270,4428,3149,4660,5373,,856,1039,349,29,0,0,0,0,16,46
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,4,0,0,0,0,0,0,0,,2572,1433,504,1283,1326,728,1042,1376,1175,1035,,1045,1020,118,211,222,322,533,270,185,90
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,1,14,6,0,1,3,0,0,0,,661,1373,451,180,120,359,300,146,262,252,,706,3778,2967,4631,3336,3818,3102,2624,1502,3440
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",179,76,100,4,7,25,0,0,0,0,,35826,49111,64497,56765,89330,82380,105551,75369,52349,102362,,413230,634832,697390,676378,394011,437841,557466,393406,150710,156156
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",18,10,0,0,0,7,0,0,0,0,,11257,9429,7114,7731,10235,12209,10293,9917,9624,11559,,267,513,244,137,169,254,268,52,392,133
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,417,310,839,1113,592,909,252,639,346,822,,1,80,0,0,0,49,103,1904,1478,1912
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",962,1680,509,11,1,0,0,3,0,0,,91,4294,944,1936,1415,1472,483,527,175,106,,12734,26178,26156,10922,4588,11542,4007,7945,9604,6742
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,0,0,3,18,0,0,0,0,0,0,,841,4694,1597,4018,3219,2395,3394,485,1121,2579,,8043,1114,1664,757,1688,1326,2072,584,1215,1037
821210,Non-electric razors of base metal,28,220,17,37,5,19,10,6,1,0,,2147,2280,1913,1920,2579,4263,5129,2866,1879,2002,,11835,9325,10926,12588,17955,17534,17560,19398,23505,26564
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,63,1,0,3,0,2,6,0,0,,3804,3322,2900,2633,2603,7897,13110,10450,11886,12602,,9494,6389,3377,2861,2893,3171,2271,1442,2419,4275
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,9,29,1,33,7,30,0,2,1,0,,2571,3542,2196,1727,1870,1582,2103,2338,2783,2954,,16238,17520,27071,7069,3596,3515,2687,3778,5032,4265
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",590,1487,657,1123,1092,540,430,458,589,0,,8475,8370,6218,6621,8600,5742,9113,6513,5392,2977,,318228,320903,320050,323502,275326,282549,314920,304433,212926,285942
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,0,0,0,4,0,0,0,0,,316,685,459,34,65,8,1,228,20,45,,56,31,3720,80,503,118,372,7,41,222
780110,"Unwrought lead, refined",0,0,0,0,0,0,0,45,946,0,,16378,17196,19574,22021,19216,22336,43054,30655,29661,43163,,2695,7557,26441,1424,2328,1262,8276,5250,25569,1747
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,0,151,0,0,,0,0,335,48,0,0,0,0,0,0
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",0,0,0,0,0,2,23,0,0,0,,583,203,271,169,111,677,171,215,109,2131,,3854,3542,3800,866,148,112,93,512,306,126
811213,Beryllium waste and scrap (excluding ashes and residues containing beryllium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,22,0,0
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,52,18,,0,0,107,0,90,0,0,0,0,0
750712,Tubes and pipes of nickel alloys,70,2,41,0,0,1,2,1,0,0,,121,20,214,50,331,215,41,112,1,3,,12059,12792,12435,12013,10264,5691,8829,33459,26731,19979
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,54,251,95,52,272,169,231,29,96,10,,112,173,92,74,36,24,309,172,64,290
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,1011,1397,586,2223,653,1758,2028,1928,2327,2206,,323,991,2064,3090,3313,4152,5482,4424,5383,1988
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,4,0,2,8,0,1,302,0,,67137,73717,59313,69212,38695,52348,61022,63975,56254,83845,,12278,18709,6373,6248,11049,3687,15804,23787,27029,33638
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,406,105,0,0,0,0,0,0,0,,1889,596,758,648,466,346,415,206,259,330,,5490,3298,3638,4053,3615,2210,1600,2391,1098,1520
850740,Nickel-iron accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,1484,1361,1187,686,513,102,4,17,0,1,,1656,245,103,70,112,651,161,38,21,54
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,67,6,9,2,3,21,77,8,0,0,,1387,2241,2834,1771,1947,1151,1710,1094,777,2257,,13758,17307,17436,16030,17462,21090,22063,29114,19309,26123
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,5,26,0,0,0,5,0,0,0,,697,618,714,906,891,707,1680,480,689,187,,6396,5115,7029,6397,6723,6474,8194,7108,4347,7094
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,17,6,9,0,11,0,1,1,0,,75600,83892,82224,80179,86675,109871,96517,80456,55853,76412,,1391,1689,2744,1002,601,775,431,494,225,1123
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),2,14,2,0,0,6,11,0,0,0,,70,381,8,3,46,0,136,33,130,0,,557,205,618,652,4373,412,1079,11469,358,511
844090,"Parts of bookbinding machinery, n.e.s.",16,26,8,9,7,9,28,1,5,0,,626,625,855,907,1278,1281,1003,139,193,241,,1972,2421,1639,1142,1111,613,1077,1139,648,546
844511,Carding machines for preparing textile fibres,0,0,0,0,0,0,1,0,0,0,,4907,3685,4578,5708,9637,10126,7715,8647,11638,15992,,28,64,271,77,83,935,937,1498,11,4
844540,"Textile winding, incl. weft-winding, or reeling machines",10,0,2,0,11,0,5,0,0,0,,7408,8568,8225,8450,7727,7501,7634,8270,4211,8680,,6358,775,3344,3656,1225,2277,188,1271,44,522
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,1,0,0,0,0,,6285,4919,5623,6768,5426,6112,4929,5118,2036,3394,,4,4,0,0,0,9,124,38,98,8
