Product code,Product label,Viet Nam's imports from Australia-Value in 2012,Viet Nam's imports from Australia-Value in 2013,Viet Nam's imports from Australia-Value in 2014,Viet Nam's imports from Australia-Value in 2015,Viet Nam's imports from Australia-Value in 2016,Viet Nam's imports from Australia-Value in 2017,Viet Nam's imports from Australia-Value in 2018,Viet Nam's imports from Australia-Value in 2019,Viet Nam's imports from Australia-Value in 2020,Viet Nam's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",175,23,0,11,1,1,0,0,0,,,7924,5030,3280,2757,3141,2977,4148,2938,3808,4059,,11840,6841,10246,8891,10051,9535,10281,10910,11737,23463
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",0,0,0,0,0,0,0,0,0,,,1660,2041,3992,3380,2457,2735,3285,2344,2545,3346,,642,419,516,872,1745,4558,9823,7697,6759,21016
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,7,0,5,0,5,0,7,,122,284,204,147,279,306,142,65,13,87
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",5,3,3,3,1,1,1,1,65,,,3163,2780,1949,2020,1481,1571,1337,1531,1226,1465,,5631,7453,9224,11898,15055,13285,15555,16963,15020,10195
700910,"Rear-view mirrors, whether or not framed, for vehicles",4,0,1,3,1,2,1,0,3,,,59663,71284,52278,64612,36152,6766,5080,5327,6170,10386,,5431,5933,7590,11200,16264,14422,18097,23027,22321,27098
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,1,0,0,1,,,164,130,10,9,326,10,91,6,57,377,,252,186,471,484,238,176,568,916,1032,8464
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",1,4,1,5,22,24,51,32,38,,,4227,3962,3361,3039,3714,6091,3895,5405,4465,2287,,2892,2694,2662,3038,3645,3559,4705,4851,4263,2432
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",0,16,0,2,2,0,0,0,0,,,68,54,68,31,42,163,65,63,87,336,,405,771,1055,1987,1198,1404,1247,1470,2713,3647
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,1,5,0,0,,,9,1352,2422,1523,2157,2054,1552,1600,581,4,,37,51,85,243,162,178,262,57,94,578
711029,Palladium in semi-manufactured forms,28,42,33,45,26,32,49,106,64,,,88,31,788,23,59,613,962,1529,1626,10488,,79,95,104,50,60,73,128,245,157,915
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,,,0,0,1,0,5,14,0,36,0,170,,22,14,7,8,12,163,510,421,256,129
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,24,0,0,1,0,0,0,0,,,17527,21460,25265,21463,25074,17937,14657,18658,12527,17854,,1962,984,1083,2545,4108,4755,5756,5749,6926,8797
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,,,5214,2880,3744,2884,3118,4186,5819,7530,3484,2090,,1583,810,1316,1042,1255,1111,856,769,795,7384
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,,,1169,795,1352,3944,869,1493,1100,762,1726,2885,,0,0,5,0,6,0,12,2,8,7
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,0,0,0,0,0,,,1525,1201,480,337,31,101,94,94,103,362,,2035,754,2883,4803,18415,52829,63322,44353,23640,35882
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,34,0,0,0,0,0,0,,,79,61,133,334,185,90,44,123,56,230,,9900,8557,12969,14322,20622,14297,9564,9744,10208,15443
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,,,264,72,1309,1885,2281,1947,1772,2197,1050,1144,,1150,970,1023,1382,116,61,119,65,156,1107
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,0,0,0,0,,,181,823,832,788,1057,565,82,257,779,472,,242315,161495,140559,330442,170353,16340,36882,37395,530,2017
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,120,0,0,0,0,0,0,0,,,53,4,10,0,0,22,20,47,30,96,,9049,9191,7963,5758,5829,11597,10936,7565,5638,9391
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",130,426,0,226,3,1444,27,55,96,,,0,76,99,29,14,59,420,0,11,16,,45585,40705,51314,25464,40232,28462,57481,79460,62128,59217
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",2,0,0,0,0,0,19,0,0,,,0,5,0,0,0,12,0,0,11,42,,1208,730,731,873,1342,2227,1253,996,642,2413
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",27,75,132,176,2,49,8,1,0,,,3950,680,53,22,213,12,290,57,0,379,,29159,28100,57660,27706,15445,34608,38472,18545,16824,18450
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",9,1,0,0,1,0,0,0,0,,,57,118,456,80,18,0,47,32,0,2,,20931,10571,11592,11418,13198,19783,21900,20037,20449,24620
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,1,1,0,0,0,0,0,2,,,154,583,672,203,45,77,55,46,29,67,,5209,10569,9068,8160,5158,6373,9230,6944,4357,3018
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,1,0,0,0,0,0,0,0,,,39,25,8,142,0,122,15,31,0,29,,290,509,641,876,100,377,190,347,135,1434
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,66,1,0,0,0,0,0,,,101,162,113,36,22,23,13,54,43,42,,2021,2237,1660,1834,1404,1325,1999,1652,1326,3469
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,,,236,38,93,66,68,26,77,29,47,406,,28,111,14,4,0,0,81,230,137,716
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,1,0,0,0,36,0,0,0,,,13,5,8,123,207,719,116,262,262,300,,333890,258461,317638,324228,333097,446867,570982,558706,520247,726196
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,1,0,3,0,0,0,,,36,2,0,109,93,545,479,194,4,23,,8009,5413,6206,6732,7404,6392,11205,8882,6493,9422
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,,,0,2,0,5,106,22,7,28,0,105,,2123,5340,11510,12792,9967,22431,24114,22289,22046,27653
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",219,281,0,0,0,0,0,0,7,,,6086,3024,5746,1604,1495,1811,2193,1649,2448,2980,,16491,12063,7899,7062,6328,7411,3767,1892,6930,19763
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,0,0,0,0,0,0,,,10910,4611,3554,3449,3005,1478,4249,3355,356,694,,1987,1671,1658,947,547,393,882,1460,210,304
730721,Flanges of stainless steel (excluding cast products),18,17,8,20,4,15,25,39,15,,,2903,1949,928,1297,2491,2252,1319,868,1327,1345,,5944,7805,8670,16277,18022,9484,11538,11074,25207,11381
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",23,118,45,35,30,58,28,18,43,,,4451,3848,3958,5877,2986,1226,1269,2025,1816,1544,,13885,10937,15237,22818,22655,21775,17259,16136,16908,6896
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",67,69,39,54,57,29,94,9,40,,,17068,12390,14967,9099,11424,15619,11700,13065,8278,20820,,74408,72985,97699,122253,115362,131749,162367,157270,167426,214922
731412,"Endless bands of stainless steel wire, for machinery",319,5,0,4,53,0,0,4,2,,,2729,16,1481,64,125,314,67,55,55,184,,1099,1290,586,1452,707,740,982,1417,870,500
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,,,412,412,142,408,157,191,161,736,435,452,,986,1159,1351,1125,1440,1087,1210,1612,2027,2212
731816,Nuts of iron or steel,4,100,54,85,102,85,120,141,53,,,5478,5202,5091,4788,4671,8780,5966,6023,6887,10262,,31836,37744,38805,50280,54831,56015,70409,75520,81247,114060
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,,,114,154,23,12,70,31,143,74,21,54,,162,377,144,138,168,81,188,33,7,71
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",3,2,1,1,0,0,0,0,1,,,2543,3989,3247,2789,3410,3886,4873,2490,2508,2751,,6363,5211,3246,3845,4450,4216,3839,3779,3786,31967
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",0,0,69,101,46,2,11,7,5,,,2409,1778,1177,996,1368,1314,2095,1793,2121,2554,,8293,14115,15160,10123,12537,15700,15256,16318,18769,64083
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,14,45,6,0,0,0,0,,,15184,12947,3111,1506,1911,1514,1719,2812,1589,1254,,528,1099,1542,1801,1885,2293,2483,1759,2052,5236
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,,,9,42,11,6,0,17,1,5,110,103,,1723,1735,1458,1397,1600,1929,1861,1805,1746,1784
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,,,2528,3029,3627,3308,1338,3426,5149,4041,4239,9040,,16632,17900,16991,23780,30511,40157,49324,41277,36534,83114
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",69,258,74,321,146,125,156,112,117,,,30199,47288,48162,49367,50721,63530,66577,14085,21343,51314,,8874,10390,10769,12523,13808,15552,18335,17423,18996,28513
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,3,0,0,0,0,2,0,2,,,5619,9375,13065,17061,23542,39079,42555,26310,4049,6022,,112828,119820,128332,111121,92752,13071,12246,12742,15895,19564
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,0,0,0,0,,,79,42,10,115,216,99,92,208,410,535,,1290,282,269,282,279,726,797,788,831,558
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,1,0,0,0,6,0,,,171,124,141,148,700,213,372,306,439,840,,3365,5011,5765,9391,10169,12319,11156,12318,10053,5657
741999,"Articles of copper, n.e.s.",44,69,4,38,39,24,11,9,28,,,2036,1482,1390,2036,3440,3068,1962,36482,31381,1051,,79561,81336,91389,98408,116910,140024,163418,204166,225266,73686
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,10,0,0,,,1617,475,1199,2224,908,538,964,349,120,437,,106,197,327,56,29,17,34,292,267,481
750890,"Articles of nickel, n.e.s.",0,4,0,48,0,16,32,13,22,,,719,143,792,734,618,533,840,570,436,843,,2386,2354,12772,3913,4781,10154,12879,9322,10432,7419
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,,,5,0,2919,89572,68643,5034,862,4,0,6,,2694,2316,3391,4407,2113,8101,20149,39830,52738,76374
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,96,0,0,0,0,0,,,175,102,82,238,71,244,376,519,44,52,,3598,4849,6397,5699,5704,7707,6753,8255,18085,24117
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,33,1,14,1,0,0,0,0,,,355,357,712,409,150,155,772,194,549,234,,4237,7153,8335,8110,5193,4988,4998,19351,9739,7484
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,,,961,1343,1668,1474,2191,1738,1255,792,53,43,,263,333,203,7,14,7,389,13,6,1882
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",1,1,16,0,1,3,0,0,0,,,14835,9930,9633,6562,10387,15525,24922,12925,10068,26912,,29272,21013,20946,24899,39337,43583,33132,36323,37407,24043
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,51904,39893,33298,29317,38870,44723,53941,21982,43029,,,504010,391273,177165,359985,359484,360649,300621,301196,348223,487695,,198351,171102,186503,134840,149085,206356,273340,277382,233397,108871
790700,"Articles of zinc, n.e.s.",14,0,0,0,3,0,1,29,56,,,185,375,6054,13575,12636,16807,8422,4971,13448,15415,,3528,8706,7275,6945,8564,8200,16488,21734,25669,12409
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,,,968,130,513,167,181,349,100,156,40,679,,13,0,0,0,0,0,0,0,0,713
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,,,77,25,25,151,36,0,287,76,162,54,,0,0,0,0,0,0,0,0,0,
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,,,1,0,1340,1748,851,1422,1830,1627,181,156,,3,1,3,18,0,0,0,0,0,43
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,,,51,211,233,155,27,81,185,240,116,826,,0,0,0,2,1,1,0,0,0,
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,,,0,6,0,2,0,0,0,0,2,158,,135,1,2816,4591,4096,12,0,61,282,913
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",3,0,1,1,0,0,0,0,0,,,1614,1340,1011,589,1645,2514,2025,1509,1068,1767,,13,11,53,198,246,144,266,116,252,2205
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,1,0,0,0,0,0,0,0,,,166,181,113,246,153,256,270,323,277,296,,192,202,425,460,627,606,715,795,1063,7307
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,10,0,1,0,2,1,5,0,,,1294,1025,770,653,1082,1421,933,615,445,847,,4713,5433,4961,5169,5547,6950,8763,8962,9527,19138
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,,,3324,1087,1264,2741,1063,1435,1287,1709,1659,2337,,166,156,231,246,468,467,995,385,465,24244
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",12,7,0,6,0,1,2,0,0,,,3266,2774,3267,6219,4649,3036,3435,2952,3369,4571,,6572,5954,1873,2459,2818,2396,2903,2238,1864,5734
820740,"Tools for tapping or threading, interchangeable",45,36,7,22,16,4,22,14,22,,,6005,2797,3764,2765,2788,3573,3414,2797,3276,4748,,5981,5658,5910,7115,8763,9058,11128,12249,12260,10138
820770,Interchangeable tools for milling,0,0,0,0,0,0,0,0,1,,,6201,2139,1576,2448,901,1473,1168,1042,952,1226,,813,562,542,1923,1215,1272,1153,1107,1258,51078
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",4,8,15,3,10,0,0,0,0,,,4132,506,650,584,946,887,1113,532,575,551,,2042,1799,2778,3662,3403,2538,2634,2840,3402,3443
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",1,0,0,0,2,0,0,0,0,,,591,509,799,562,557,497,475,516,253,129,,867,1954,2430,1919,3433,1679,2837,3739,3524,12282
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",29,175,1,9,21,24,46,17,21,,,3460,3843,3781,2118,2150,1874,1604,2247,1317,2343,,28428,32324,35884,42682,51644,71574,88267,132426,207191,429851
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",3,1,7,0,13,0,0,0,0,,,728,876,1263,744,857,1186,845,795,562,937,,2467,2000,1552,2310,1319,1657,1292,1650,1241,2149
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,,,2898,2533,2254,2082,516,302,375,200,172,207,,2700,1211,2056,2083,1665,1740,1660,1738,1898,530
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,,,889,3117,900,359,609,592,202,381,357,136,,6879,11651,16236,13738,12596,20914,11672,12883,19415,10616
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",4,27,0,0,0,7,16,10,38,,,2886,2778,8970,6231,8601,522,3711,1747,486,3498,,14665,16817,23951,30320,23511,11547,70462,19978,55685,6206
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,20,196,,,52153,53851,84939,114654,110341,60135,118569,85005,96798,72892,,24294,38643,31905,81986,80711,31643,144937,25379,8599,11674
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",55,66,79,109,135,99,303,0,1164,,,3369,3258,4604,3008,2441,3794,4319,4070,3099,3995,,106459,141952,139690,213710,231064,145400,116846,119835,129668,67869
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,,,14363,27691,6814,8445,2754,8554,7465,16251,31410,30963,,0,0,28,39,0,675,8,0,0,642471
841340,Concrete pumps,5,921,39,20,0,0,0,0,0,,,4405,1853,3618,1407,2604,2896,2182,985,1395,4034,,7904,9068,9006,10897,12355,12383,4586,4405,2475,3115
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",10,9,156,50,1,35,20,58,5,,,7408,8651,7446,7114,8715,11215,9958,11534,12987,7887,,5708,12966,6407,17277,10128,8304,9823,17213,13507,40807
841392,"Parts of liquid elevators, n.e.s.",485,0,1,5,4,9,6,3,2,,,8147,5268,2350,1299,2543,5088,9979,5702,3233,3582,,1107,3844,2546,972,941,1319,1180,635,506,439
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,0,0,,,2977,1029,1101,2214,2653,1652,2701,2129,1243,1416,,4412,7070,8132,12168,11703,10378,7648,7872,9047,11973
841931,Dryers for agricultural products,0,42,0,0,0,0,1,0,0,,,6,53,467,53,800,105,374,2136,322,739,,6695,2770,7085,9204,11130,10936,13746,8592,11650,3833
842111,Centrifugal cream separators,0,0,0,0,0,0,0,3,0,,,131,56,33,24,65,334,122,502,3729,428,,12,106,2,0,472,2,1,6,0,296
842320,Scales for continuous weighing of goods on conveyors,0,20,7,116,0,3,0,11,0,,,814,1398,708,3185,1085,830,351,819,699,1684,,1694,3142,5716,5274,2567,3722,5566,2585,1064,2590
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,4,33,1,80,1,0,0,0,0,,,500,355,438,518,501,825,559,304,326,357,,1940,1628,1673,2951,2144,1911,1600,3190,1361,9251
842410,"Fire extinguishers, whether or not charged",22,63,20,47,27,0,33,42,80,,,5392,6028,4161,6970,2986,4058,3335,3446,2372,3179,,14477,18529,23029,26079,36535,26205,30412,33345,34386,22301
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",83,17,17,15,24,66,90,46,32,,,3707,4843,6477,4084,4355,5639,4626,5448,5476,8822,,16766,24050,28416,28477,31243,41684,45692,34111,28636,42913
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,8,0,,,0,0,0,0,0,2117,5649,3620,1981,2532,,0,0,0,0,0,0,7482,14315,11679,6505
842630,Portal or pedestal jib cranes,0,40,0,0,1,12,0,0,5,,,2330,1768,12578,4180,5105,3738,1814,2660,391,765,,1535,10526,9666,17415,5372,12414,14081,21933,16465,18220
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",5,330,31,1340,111,0,0,0,0,,,23015,28762,32778,45409,18441,17195,16321,17178,9998,10363,,4837,21326,32908,80771,47216,27682,8924,7775,14017,12928
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",35,61,27,51,46,60,47,225,86,,,33074,28216,36281,31161,44783,42253,39497,75623,57485,51778,,35414,20459,56905,53716,36633,79371,74012,112835,59738,215475
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,,,1921,219,2088,3225,5193,2907,1767,1432,2049,2661,,19,0,140,113,0,118,178,5,0,677
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",0,0,0,0,0,4,0,0,0,,,7868,3121,2970,3620,3583,4824,6624,5908,4312,3355,,18086,19057,21836,26224,33753,47883,53457,61818,52389,41263
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,,,12752,5967,5561,4507,5193,4167,5977,6454,6179,6164,,468,185,138,172,179,119,159,267,93,375
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,308,703,923,1399,429,,0,0,0,0,0,0,771,133,391,1577
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",20,44,0,0,0,2,6,8,3,,,10105,6938,8372,6684,4095,4758,3678,9278,7095,3454,,438,645,783,1382,1666,1219,1368,1251,900,5824
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",38,44,85,16,23,69,7,14,0,,,2471,2578,2504,1423,2444,2522,1738,1212,1309,1934,,4167,4300,5081,5737,6090,6883,4487,2413,2029,6325
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",26,12,9,54,31,34,64,83,44,,,1235,1468,1506,2195,780,987,1200,1715,1682,14420,,13840,7494,6466,11612,9996,8604,11550,9330,11157,44388
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,1,3,0,0,0,0,0,0,,,11111,18627,11488,7748,8529,10854,6571,8308,4964,3220,,37269,29252,15090,34217,56532,55357,39929,75215,51635,41170
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,,,0,7,1835,14,0,2412,85,114,665,0,,4606,3127,3458,1473,8494,13852,24300,19329,20087,14063
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",748,813,452,336,169,113,98,125,2,,,51786,81816,74891,44310,80261,40039,37487,55319,39169,35289,,569317,581964,523272,457108,446185,591918,680787,667603,634834,1272667
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,,,1191,175,0,0,0,19,0,74,0,5,,2393,7813,22361,22489,8671,8836,21083,16258,2674,6630
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,,,409,430,126,293,42,3,0,22,2,3,,14154,7232,21561,38718,44835,39258,45919,40092,29324,29560
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,2338,0,0,0,0,0,0,0,,,441,637,162,99,111,92,233,173,904,494,,26998,14211,9125,15240,19073,15437,23940,70414,9489,11893
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,9,0,0,0,0,,,279,309,268,1945,107,332,327,530,89,114,,8699,8862,11828,17635,26228,31626,29876,30739,37163,39910
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,0,0,0,0,0,0,0,0,,,288,137,347,489,987,490,777,1006,809,482,,14798,7615,9936,12876,44935,62654,40808,36923,37541,67882
845110,Dry-cleaning machines for made-up textile articles,0,4,0,0,0,0,3,0,0,,,37,25,19,4,83,30,110,88,54,44,,424,783,1196,1412,1088,1970,1566,1379,1492,873
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",4,4,0,36,0,0,0,0,0,,,18,590,113,221,218,159,149,70,155,262,,13937,13730,21516,23629,29313,27452,27285,23095,16996,16605
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,84,0,82,19,23,0,1,0,,,678,661,597,323,422,601,512,1041,110,258,,26365,23886,50640,77463,79360,101950,104234,111737,67676,71994
845221,"Automatic sewing machines, industrial type",0,0,0,0,0,0,0,0,0,,,826,588,385,238,246,568,212,111,107,345,,47642,73032,91271,109278,100427,100655,109073,125489,68824,157962
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,1,0,0,0,0,0,,,106,92,0,11,1,90,254,19,362,23,,9257,14950,22376,33894,34829,28027,24085,20732,12359,26029
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,,,281,884,3049,331,9,130,3024,4931,2190,181,,13467,6377,7011,20917,15770,24505,27078,19561,10279,14463
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,23,,,687,1402,853,781,992,200,61,62,23,51,,6068,12251,8789,3742,6090,12648,13406,11193,6733,7919
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2602,1473,657,516,221,,0,0,0,0,0,0,5502,26201,9221,3310
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",17,48,1,86,71,12,2,470,0,,,3271,1379,932,1897,2325,2068,2107,1504,1693,1245,,28487,36461,221524,41838,51766,47068,64501,65764,51933,63387
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,,,120,226,153,160,433,585,190,664,4,52,,2115,1132,19297,97283,7449,3412,4170,4698,2176,7684
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",12,4,8,7,1,2,0,67,13,,,1454,1025,1038,1504,3521,1167,1215,851,230,1352,,10947,24239,20386,26552,25048,27887,25286,35218,28534,57489
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",6,17,11,18,21,41,17,40,53,,,611,2209,1783,2063,1339,1342,2497,2063,1065,1657,,41866,41459,44396,98490,57988,55684,81322,106412,81021,205172
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",1,0,0,3,1,0,1,2,0,,,1672,1774,1435,1388,2072,1628,1406,1250,1532,1391,,1858,1684,1856,1685,1885,1555,1784,1631,1447,10269
847050,Cash registers incorporating a calculating device,0,0,0,0,0,0,0,11,1,,,3570,5078,6526,3897,3590,7286,6916,4268,1757,2181,,1367,1316,1588,1983,2817,5401,10193,7752,7165,14074
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",2,4,1,1,24,4,10,22,5,,,29052,20972,24654,19887,27610,31318,29195,29464,25256,27046,,23437,28040,29303,39169,38434,54030,61471,615986,454287,184770
