Product code,Product label,"Taipei, Chinese's imports from Russian Federation-Value in 2012","Taipei, Chinese's imports from Russian Federation-Value in 2013","Taipei, Chinese's imports from Russian Federation-Value in 2014","Taipei, Chinese's imports from Russian Federation-Value in 2015","Taipei, Chinese's imports from Russian Federation-Value in 2016","Taipei, Chinese's imports from Russian Federation-Value in 2017","Taipei, Chinese's imports from Russian Federation-Value in 2018","Taipei, Chinese's imports from Russian Federation-Value in 2019","Taipei, Chinese's imports from Russian Federation-Value in 2020","Taipei, Chinese's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
730721,Flanges of stainless steel (excluding cast products),0,0,0,0,0,0,0,0,0,0,,3254,3431,2271,1873,1538,2133,2556,1741,1717,2130,,15179,13709,11525,12475,9859,11094,13087,11477,11348,15890
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",0,0,0,0,0,0,0,0,0,0,,1060,1255,940,568,637,623,1230,912,1082,1294,,6753,4888,4983,5396,4937,5038,4547,4438,4497,3610
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",0,0,0,0,0,0,0,0,11,0,,60486,57665,52193,47760,49430,59676,73240,64160,61257,98405,,101224,89634,83613,80096,73803,82570,78938,79733,77487,81370
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,57,112,85,38,16,54,48,96,95,61,,763,594,613,845,1058,852,1108,1678,1141,902
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,0,,763,1102,771,247,310,968,413,457,241,283,,1699,1848,2189,2095,2133,2151,1861,1809,1637,2326
731816,Nuts of iron or steel,3,3,0,0,0,0,23,14,0,0,,14536,16595,12955,10105,8060,10282,12149,12060,11371,14223,,26477,25473,26902,24741,25779,25034,27427,32003,28736,35816
731920,Safety pins of iron or steel,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,39,70,0,0,0,0,0,0,0,0
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,1,12,4,5,5,1,4,,159,166,168,461,91,202,144,62,160,118
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",0,0,0,0,0,0,0,0,0,0,,441,694,819,836,1195,644,613,631,882,1338,,15699,13620,12795,13894,11676,14039,10446,9289,9544,13431
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",0,0,0,0,0,0,0,0,0,0,,1914,3020,2166,2562,2193,2911,3500,3134,3839,5038,,2673,5053,7243,4430,5662,5636,5522,5076,5644,7589
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,562826,70198,48777,41452,31491,37431,43593,32788,29773,52187,,31669,30727,32445,26132,27161,32273,36154,28750,27640,42649
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,5,156,160,1578,19,16,46,34,42,12,,1560,1544,2309,2158,2176,2783,2394,1589,3166,3975
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,117656,96481,64259,16121,19268,13019,16156,12189,11497,17244,,21688,22087,20053,16570,14697,15284,20643,19184,19835,28061
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,4331,4236,3862,3724,3054,4792,6642,15586,18722,13624,,27282,20552,21519,20081,17940,20072,23495,22216,26611,40359
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,1847,4075,2101,1152,2273,894,1864,10763,5158,4776,,2106,2254,1754,1946,1528,1612,1804,2762,1852,2495
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,1,0,0,0,0,,38,100,82,128,185,470,255,250,288,444,,0,63,755,906,1065,859,1404,1743,2288,2736
741819,"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,844,674,0,0,0,0,0,0,0,0
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,0,0,0,0,0,0,0,,40,276,70,155,316,384,443,322,358,725,,3889,3915,4617,4019,3486,2969,2608,3096,2344,2188
741999,"Articles of copper, n.e.s.",0,0,0,0,0,0,0,0,0,0,,27066,48171,66389,7816,9687,12219,10648,8796,18844,9185,,55021,73192,123459,109339,83547,93471,109720,115136,142816,202174
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,0,,1687,31,343,7,5,4,8,2137,8,59,,2911,2657,2602,2756,2203,1464,1467,2400,2716,3879
750890,"Articles of nickel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,78006,72754,68023,31071,35509,29361,29748,32449,24675,42210,,38905,32508,37540,30781,15587,17120,36762,56473,31562,46590
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,13908,21187,37931,76738,143771,82728,82698,93371,48408,44525,,135173,163830,214347,237127,199458,161416,119674,70697,70929,97888
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,41,305,1735,1774,4578,,0,0,0,0,0,57393,35539,179638,322686,380001
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,1242,635,439,89,167,376,1522,594,173,456,,0,0,0,0,0,0,0,21,0,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,7709,1252,1870,2186,910,410,582,111,308,515,,65,344,51,141,78,74,241,5,55,40
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,38322,51763,35698,37333,22926,17006,23019,39876,10009,27087,,49882,24380,33324,25934,31486,25436,22603,26604,43775,61335
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,7908,9964,5492,3134,839,5501,47183,50040,26852,58129,,19284,26585,35416,41222,38203,50171,54065,101913,38795,81718
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,0,0,0,0,,26921,44947,26774,16711,25254,21513,37365,49806,50133,75686,,56249,71718,84525,74166,69768,69711,95778,102838,91930,124875
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",0,0,0,8,4,0,1,0,0,0,,35582,38194,28743,24254,30124,45107,50742,58401,53489,73932,,177381,157530,157818,144758,132331,140554,140294,140297,145979,160528
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,52,116,221,702,201,164,213,444,818,1129,,168,158,247,170,253,230,127,85,200,715
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",3,0,0,0,0,13,0,0,0,0,,8724,9436,8581,9419,9375,10755,8973,8893,8534,10589,,16318,20717,26254,35922,31561,32475,18789,19810,30583,35831
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,0,,1980,749,3780,0,0,0,0,0,0,0,,101,370,235,159,644,621,887,198,237,1620
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,179,0,0,50,2,0,0
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,201682,695583,232147,213669,83688,360935,86813,94630,51069,967116,,0,0,0,0,2400,11247,25817,0,15552,98795
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,6692,1328,830,90,800,371,14945,6274,6,11085,,0,0,0,0,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,11900,6050,25212,2641,2365,1213,3997,4342,4829,4231,,237,1447,991,721,1350,441,1671,1088,97,2104
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,2,0,11,0,0,0,0,0,,15252,15052,13157,5285,14469,27040,24509,34892,5130,40439,,645,782,1392,780,879,1016,740,957,1226,1881
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,3,1,1,0,1,0,9,1,8,11,,751,1763,1297,1349,1595,1738,1602,1536,1850,1577
900691,"Parts and accessories for photographic cameras, n.e.s.",0,0,0,2,4,0,0,0,0,0,,6,9,47,332,101,293,244,93,85,126,,8760,13199,9433,9272,7781,4748,4062,2820,2520,1915
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,3,73,33,38,1,475,80,40,14,6,,3562,2268,1597,1357,2205,664,2165,335,365,1410
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,0,0,0,,14,23,1,6,22,87,43,31,9,105,,713,554,139,558,1039,688,553,130,225,146
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,219,1785,764,2115,2123,44,662,59,3331,1910,,0,154,153,208,191,202,187,256,706,3092
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,159,99,68,53,47,70,105,50,98,391,,2394,969,1028,2953,1408,2778,3916,3467,3847,5084
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,454,7,166,196,10,167,146,10,25,10,,322,333,1038,330,441,415,436,173,206,5637
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,0,1,1,5,46,3,1,1,1,0,,947,618,269,564,1333,174,1190,341,854,652
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",5,0,0,0,0,1,28,0,3,0,,9398,10544,9677,7923,9994,12759,11967,10726,13745,18799,,17687,23291,27419,28032,24615,28204,34941,39012,41255,43329
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,1842,2478,2410,1747,2208,2130,2139,2523,6065,4305,,1084,1179,2437,4820,4362,3466,905,927,1179,954
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,515,552,508,554,916,1002,1141,1658,1467,2082,,15362,16929,18446,20022,22237,24393,26455,25600,29678,29036
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,69,60,79,162,154,262,454,1507,345,520,,1548,1344,1395,1217,1563,1829,2550,3122,2243,3136
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",0,0,0,0,0,0,0,0,0,0,,692,2510,1300,1372,1833,4074,3526,2466,4725,5179,,52259,61387,62464,79304,68828,69186,82561,92818,99683,100793
790700,"Articles of zinc, n.e.s.",0,0,0,0,0,0,0,22,0,0,,1476,2712,4157,5940,5794,5869,4896,6169,2039,2831,,4645,4193,4786,9189,6982,10676,14238,14868,15770,18195
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,0,,0,21,0,72,1498,2014,4505,3700,3939,2315,,11561,13762,11403,1197,1104,2071,2897,11502,9579,5755
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,3658,2,38,0,120,761,278,124,611,1147,,19,157,7,26,3,31,60,0,0,741
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,3,0,0,36,,1210,4942,7046,3206,773,246,1184,3858,4001,1178
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,46,65,157,47,57,70,37,208,63,104,,26,19,22,8,2,19,26,6,2,2
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,38,39,3548,4017,6201,5203,2261,1479,1157,324,,4652,597,2804,1036,5986,6965,4808,2417,377,2122
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,17,4,2,20,19,15504,6,29,165,3959,,6970,6974,6230,3644,3676,4078,3515,2429,1243,4207
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,37,62,0,0,0,0,0,0,0,0
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,0,0,0,0,0,0,0,0,,2961,3452,2474,2116,1601,1900,1588,1339,1433,1955,,482,375,584,460,709,1160,761,756,594,598
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,0,0,0,0,0,,816,1120,1183,692,513,835,772,797,845,1151,,1118,727,824,748,889,611,495,762,1160,1021
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,0,0,0,0,0,0,0,0,,485,355,231,158,239,260,380,413,441,511,,28358,29072,41385,31193,27308,29793,22673,11890,12182,15193
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,747,757,1096,615,893,939,1187,1512,1705,2406,,2200,2077,2389,2745,2800,2928,3977,2457,3017,3451
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",0,0,0,0,0,0,0,0,0,0,,1055,1451,1203,703,649,1280,2367,1701,2206,2110,,2800,2206,2719,2618,2221,2746,2979,3077,2551,4758
820740,"Tools for tapping or threading, interchangeable",0,0,0,0,0,0,0,0,0,0,,1986,1377,1828,1043,985,1637,1749,2137,1949,2383,,20630,16195,13873,11495,10951,12789,16429,16452,11484,17075
820770,Interchangeable tools for milling,1,0,0,0,0,0,0,0,0,0,,92312,5241,3581,2380,1864,3100,3819,3609,4223,4528,,20934,19644,20247,19496,19603,21033,23713,21250,20553,22542
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,55,18,51,39,88,141,238,166,215,388,,1531,1868,1812,1956,1824,1930,1795,1695,1580,1617
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,50,58,91,82,254,122,150,138,143,252,,4081,7159,4592,7558,6446,7427,7570,5473,10634,5888
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,0,0,0,0,0,0,0,0,0,,3053,4161,4918,4112,5418,7163,9147,10033,11534,15491,,24911,30875,35790,30154,28723,30531,34125,35745,46371,63972
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,0,0,0,0,0,0,,454,477,140,150,63,398,166,187,131,366,,528,421,489,421,411,561,621,680,661,864
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,733,779,740,377,598,999,882,881,678,1175,,37,51,0,14,35,3,55,50,30,41
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,5013,4985,2456,1290,2687,1184,538,2632,77790,83520,,7266,9296,9930,18126,8197,3515,1732,1721,5046,11488
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,0,0,0,0,0,,4557,1798,5375,11427,4370,7586,8190,6403,6501,3452,,5371,2623,2236,2122,2807,5295,5421,14538,1525,5727
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,0,,1178,637,666,616,664,966,597,141,519,1655,,8593,4905,8417,3863,1580,5187,539,495,19326,1346
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,1915,4100,6793,835,1499,853,2307,1778,4934,1557,,67540,31729,77542,35810,32062,71171,20823,18607,22948,30690
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,1135940,1575745,1413571,1393658,1210885,1540673,1593769,1851894,1746725,2429223,,15441,31654,32989,14124,263030,189575,367182,344879,238411,524851
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,104,3497,3714,1472,1566,1166,2494,948,1077,2657,,1206,1866,784,996,1523,543,1116,2624,5972,5312
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,0,0,0,0,0,,18208,54524,21590,11610,13016,19368,17508,18509,19860,23285,,23966,20631,24834,25395,20159,21971,23301,21927,24588,29823
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,156,155,450,859,225,772,941,561,618,1662,,1949,1705,1914,1920,2788,1422,1832,1601,1890,2278
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,0,0,0,,5637,4668,2469,1398,1933,2815,2431,2779,2179,3099,,8565,8922,11323,11721,10225,10927,9113,8410,8134,7556
841931,Dryers for agricultural products,0,0,0,0,0,0,0,0,0,0,,2102,2646,3406,5167,1730,2753,1973,2952,3390,5077,,232,793,774,1304,1359,1529,1344,1019,406,1639
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,3864,3059,3003,1916,1715,4503,3086,3689,4013,3698,,102,74,13,15,2,0,21,28,5,1
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,0,,1391,414,1344,919,503,468,873,1182,382,1040,,1309,1268,1979,2122,1514,1811,1910,3436,2991,1853
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,0,0,0,0,0,0,0,0,0,,1010,1964,1707,1315,901,2033,2820,2001,1307,2144,,2423,2427,2272,2764,2602,2998,3254,3855,3197,4079
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",0,0,0,0,0,0,0,0,0,0,,1432,2358,2007,1708,1675,1893,2773,2609,4255,4499,,7163,7306,6959,8426,5876,9530,6998,7830,8085,7654
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2171,1461,4747,5387,7489,,0,0,0,0,0,894,1013,1653,2603,2518
842630,Portal or pedestal jib cranes,0,0,0,0,0,0,0,0,0,0,,351,25751,442,853,2332,333,4179,654,113,294,,4235,1228,72356,39595,1217,4354,821,3178,2162,513
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,2566,1720,1941,3425,3361,1260,195,2680,9358,2909,,18262,17180,25604,47470,6809,2837,4840,3752,13107,29052
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",0,0,0,0,0,0,0,0,0,0,,24161,36169,25197,23310,46376,19964,25404,26169,27926,37963,,117559,104792,84147,84421,112556,109202,142352,163410,178786,154207
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,1,3,0,3,9,4,28,50,0,3,,8094,6282,2199,6951,6030,10070,6586,7560,5656,7759
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",0,0,0,0,565,0,0,0,0,0,,4624,6982,5998,3453,2068,4883,9052,13052,9398,4555,,41084,70224,44678,39534,42025,37432,43851,39413,60221,78118
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1035,1759,1785,1926,2319,3055,4482,3329,2792,4407,,391,353,420,231,255,333,457,389,316,488
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,644,16136,14401,18921,14934,29207,,0,0,0,0,0,6152,4679,5474,4636,3142
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,0,0,0,0,0,0,0,,1560,1577,449,384,277,1037,1405,2103,2808,3553,,921,1026,1047,682,1027,1360,1300,1713,1806,1426
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,0,,20,7,17,10,50,24,161,82,13,55,,2345,2880,3546,3434,3206,2715,3016,3829,3420,2779
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1541,1364,1779,1330,1770,1417,1028,1117,1408,1506,,4707,12835,8779,7518,7400,8467,7632,8014,8498,7757
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",68,0,0,0,0,0,0,0,0,0,,5097,8899,4240,11924,8676,3266,5288,5294,1943,2933,,35528,63720,32605,32292,46689,26196,24113,28320,6995,20123
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,0,285,187,0,105,2586,45,0,141,111,,36,446,510,2029,265,187,140,250,137,25
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",24,4,8,0,0,0,0,1,0,0,,7132,10958,6702,7450,7692,10156,7771,9729,11626,17050,,309377,311975,282062,266080,241021,250078,249235,248497,213770,225923
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,177,84,165,140,74,76,86,160,25,10,,343,0,0,128,0,11,5,0,5,213
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,4777,5733,4008,2426,334,616,1802,533,373,1249,,10615,16980,15403,20000,16072,20172,17182,32349,12775,13515
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,0,0,0,0,0,0,0,0,0,,181,20,18,12,97,35,6,7,1,4,,6856,4389,5304,5963,7057,6619,6408,12673,3965,8198
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,0,0,0,0,0,0,,2339,1823,2100,1226,1861,2289,3631,3229,2098,2684,,66878,76456,85065,77820,92482,91767,111073,121567,135386,160734
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1343,602,516,484,618,784,876,1011,1173,1736,,12772,11580,10690,10492,11629,9230,8319,8174,7754,9556
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,74,177,47,176,113,113,115,150,46,39,,258,117,437,544,612,907,252,245,183,108
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,0,,671,687,533,484,606,693,638,777,576,740,,2041,2063,2379,2825,3109,2152,1818,1401,1059,1099
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,0,0,0,0,0,0,0,0,0,,325,499,170,559,139,68,75,444,159,192,,6703,12061,11571,11649,19793,10830,5913,6105,14802,15123
845221,"Automatic sewing machines, industrial type",2,0,0,0,0,0,0,0,0,0,,863,195,178,331,173,90,211,320,826,837,,3222,3330,3021,2101,3583,3959,6760,3335,2100,3699
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,1,0,13,9,1,14,20,14,265,101,,339,595,973,1113,691,1604,362,528,214,100
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,0,8,392,564,0,7,265,32,387,0,,2070,314,0,4337,1243,1466,4362,4540,6036,8803
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,47,20,356,1,1,1,172,406,5,97,,3029,3883,3405,7367,1713,3162,5616,4784,4565,7583
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,72,0,80,88,,0,0,0,0,0,28487,19294,36272,15453,22299
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,1892,921,1255,950,2550,2040,1281,4609,2851,5930,,28364,13877,10872,9443,10449,13156,15913,17825,17422,16079
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,0,,408,236,8,296,1013,769,1226,1052,1360,450,,492,1178,824,2081,1433,1033,967,418,685,1149
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",0,0,0,0,0,0,0,0,0,0,,760,574,956,757,975,1416,1918,1922,2316,2612,,1925,1809,2712,1787,3190,2221,1936,3022,702,3330
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",0,0,0,0,0,0,0,0,0,0,,866,965,1914,731,1064,1319,2666,3331,2047,2485,,9234,14756,13416,13395,11915,8843,20934,15740,18643,26974
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",0,0,0,0,7,0,0,0,0,0,,975,1156,342,397,329,639,525,672,510,663,,16255,16857,18446,17440,28457,29438,35469,33820,54931,70299
847050,Cash registers incorporating a calculating device,0,0,0,0,0,0,0,0,0,0,,8508,20445,18955,26599,23937,20000,23671,20239,19021,18390,,33524,16496,21413,19998,19191,19168,16906,19362,16014,21170
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",0,0,0,0,0,0,0,0,1,0,,5569,7057,5313,6598,11247,11657,14732,13604,13737,27100,,85802,76863,74884,77818,132739,159946,156952,206765,249933,304897
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,0,0,0,0,0,0,0,0,0,,4202,6287,1830,842,2950,3849,3222,12990,10397,5632,,5453,3720,4474,2720,2283,1891,4006,6871,2906,2242
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,0,0,0,0,0,0,0,0,,25,85,0,8,141,15,807,1704,2631,3691,,619,715,543,18,72,285,245,179,58,78
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",0,0,0,0,0,0,0,0,0,0,,415,509,185,136,236,554,1057,855,1380,1211,,9544,7543,6117,7736,6356,5646,8518,7620,6143,5459
848110,Pressure-reducing valves,0,0,0,0,0,0,0,0,0,0,,18120,28760,30875,17523,19602,14859,15735,20018,11842,15872,,20075,23990,31650,34910,42152,48788,59002,46864,52567,73878
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,0,0,0,30,0,,21,3,114,865,1019,1385,3893,2205,1019,2873,,6560,4078,6988,4622,3618,2008,5086,5644,3522,4441
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,0,0,0,0,0,0,0,0,0,,10,188,13,82,49,61,178,1234,643,850,,9779,10697,12856,11571,14617,18041,20727,22510,28421,32087
