Product code,Product label,Viet Nam's imports from Singapore-Value in 2012,Viet Nam's imports from Singapore-Value in 2013,Viet Nam's imports from Singapore-Value in 2014,Viet Nam's imports from Singapore-Value in 2015,Viet Nam's imports from Singapore-Value in 2016,Viet Nam's imports from Singapore-Value in 2017,Viet Nam's imports from Singapore-Value in 2018,Viet Nam's imports from Singapore-Value in 2019,Viet Nam's imports from Singapore-Value in 2020,Viet Nam's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,20,11,0,0,4,0,0,0,,,2585,2051,3166,2510,1479,852,752,834,1188,1523,,4543,6847,9468,11634,15404,16209,17309,19479,24775,25664
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,,,425,1223,1191,955,728,1374,606,285,720,740,,2830,4709,5940,5041,6670,13366,15728,15485,12966,12515
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",3,0,763,0,105,0,222,0,0,,,27861,38606,30273,26068,12202,28272,6171,7611,11235,16745,,243442,294931,331258,200012,167409,192210,172339,247289,266160,350622
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,,,6255,8428,25817,16870,4314,15544,17032,12067,18008,17972,,15249,14531,11965,5964,6309,3773,2759,4580,7110,8621
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,217,0,0,0,0,0,0,,,19013,18111,17497,3528,3012,3234,3970,3483,2439,2678,,46542,67692,61554,37774,39429,64490,77974,76661,53217,66507
40630,"Processed cheese, not grated or powdered",205,519,170,425,421,319,568,556,281,,,5762,7572,9391,9898,7666,9166,10210,12168,12422,15440,,1148,1557,1799,3073,1988,5476,9212,7325,6454,8214
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,0,0,3,17,57,,,2745,2898,3525,3217,3526,3204,2909,3081,3007,3616,,14273,18613,17532,15972,19018,28208,27250,30598,33027,12320
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,,,20,23,20,18,23,24,18,14,7,7,,131,59,247,225,218,303,704,549,788,821
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,,,0,0,27,363,70,22,0,0,1,0,,24,11,0,0,0,8,7,1,33,123
51110,Bovine semen,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,14,68,112,24,,835,1460,2043,2781,2082,3330,3144,3563,4418,3578
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",0,0,0,0,0,0,0,0,0,,,1594,276,525,559,474,158,176,145,97,265,,36985,33846,44851,43877,30184,32066,29632,37894,32512,20724
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,,,0,72,12,34,16,8,13,24,0,13,,42,52,53,66,164,121,144,162,107,1195
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,,,141,207,337,259,253,144,102,115,118,89,,12,2,14,95,327,20,24,17,26,12703
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,,,45,56,40,57,72,132,103,78,338,263,,5,0,0,2,0,15,91,222,45,332
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,0,0,0,0,0,0,0,0,,,282,248,389,340,325,242,219,157,150,189,,325,651,101,94,188,698,1376,1630,1687,677
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,0,0,0,0,0,0,0,,,306,495,412,331,196,160,172,217,155,134,,599,690,424,881,1498,1448,1089,59,31,
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,,,38,24,22,19,29,35,70,14,2,6,,1028,1643,1217,2136,4963,27991,64695,47177,12680,92949
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,17,0,0,0,0,,,308,77,59,209,497,157,106,181,113,58,,585,361,749,807,899,878,1020,1100,1464,2979
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,,,165,199,209,256,278,217,135,200,230,195,,0,0,0,1,0,0,2,2,9,142
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,,,15,24,29,16,7,4,124,5,2,2,,81,49,30,137,260,553,515,746,140,5396
71450,"Yautia """"Xanthosoma spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,293,241,55,430,870,910,609,1588,2227,
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",0,0,0,0,0,0,0,0,0,,,2740,1515,1498,1244,1298,1512,2260,2367,3867,5477,,1,28,54,21,100,2719,25,443,22189,12889
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,0,0,0,0,0,0,,,723,219,249,196,22,41,12,29,103,115,,13,11,0,2,15,9,4,13,24,35
80270,"Fresh or dried kola nuts """"Cola spp."""", whether or not shelled or peeled""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
80450,"Fresh or dried guavas, mangoes and mangosteens",0,0,0,0,0,0,0,0,0,,,438,440,526,988,1743,1139,1669,993,781,546,,30575,74182,124588,69231,97220,235217,188301,181818,20606,51876
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1397,2,1,0,,0,0,0,0,0,0,49,0,19,478
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",0,0,0,0,0,0,0,0,0,,,1346,3337,9106,11335,5955,3325,2341,1835,1784,1548,,21,26,22,42,38,20,40,62,136,166
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,,,14,41,37,8,74,12,6,12,2,6,,1717,664,873,414,53,436,985,730,565,1307
81020,"Fresh raspberries, blackberries, mulberries and loganberries",0,0,0,0,0,0,0,0,0,,,43,50,67,91,82,222,121,104,102,129,,4,10,11,20,22,0,0,107,0,142
81060,Fresh durians,0,0,0,0,0,0,0,0,0,,,133,61,125,131,20,13,7,17,72,45,,45,13,522,19099,73681,221411,177228,135638,9,115517
90111,Coffee (excluding roasted and decaffeinated),0,0,1,24,0,0,0,6,0,,,16668,13469,13388,12994,17226,15252,27563,18761,15364,22821,,33404,47424,61949,35805,45751,87850,83524,64209,82808,66942
90411,"Pepper of the genus Piper, neither crushed nor ground",3,0,0,333,2933,0,0,0,61,,,70453,111878,198905,179007,46581,22314,14835,6070,4874,6926,,108316,97684,68985,206107,111271,66545,48652,65114,74197,79205
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,504,632,1154,1296,693,780,661,141,444,202,,1433,1128,1141,355,584,2825,24642,13659,10661,13732
90921,"Coriander seeds, neither crushed nor ground",0,0,0,0,3,0,0,0,0,,,972,1152,972,687,586,302,543,521,432,396,,130,91,666,266,372,188,349,383,2003,1679
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,,,67,126,135,169,164,147,121,41,119,90,,1,4,10,1,84,6,3,8,3,12
91020,Saffron,0,0,0,0,0,0,0,0,2,,,259,300,371,335,411,342,360,299,210,144,,0,0,0,64,87,28,102,344,220,445
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,,,7,25,3,16,9,5,5,6,9,11,,0,24,0,0,0,67,0,0,0,
100810,Buckwheat,0,0,0,0,0,0,0,0,0,,,3,1,2,0,2,1,4,5,3,4,,0,0,0,0,12,7,49,241,25,36
110313,"Groats and meal of maize """"corn""""""""",0,0,0,0,0,0,0,0,0,,,389,658,530,428,534,166,187,213,242,184,,300,562,264,78,236,155,384,633,642,888
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,0,0,0,,,612,516,257,340,532,223,131,137,138,86,,4,11,8,21,112,33,26,35,33,7
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,,,22,7,1,0,0,2,7,0,0,0,,0,0,0,4,1,1,29,29,7,4
110720,Roasted malt,0,0,0,0,0,0,0,0,0,,,40,10,19,38,59,49,129,27,12,13,,50362,60610,60934,60760,77987,73845,50480,2763,1952,1018
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,2,0,,,620,510,211,223,109,388,96,97,147,170,,1084,2324,1911,2570,2804,1923,3456,7550,7480,25882
120770,Melon seeds,0,0,0,0,0,0,0,0,0,,,159,413,575,97,183,540,9,25,8,20,,2794,2229,1909,2000,2680,4721,4364,5743,7787,18560
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,,,106,24,9,6,22,39,29,46,29,63,,16,19,5,5,6,12,3,16,17,390
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,38,0,0,0,,0,0,0,0,0,0,0,0,5,
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,,,1,3,0,1,0,0,0,12,2,26,,231,1537,2465,2509,2061,3024,3604,4826,2854,18
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,,,0,12,0,0,0,22,11,0,2,0,,26,100,142,91,102,6462,113,94,14,1342
140120,Rattans,0,0,0,0,0,0,0,0,0,,,13942,13124,10018,9917,7268,6270,6122,7198,8316,7629,,20,3,49,153,17,26,16,29,39,464
140420,Cotton linters,0,0,0,0,0,0,0,0,0,,,0,3,10,2,24,237,4,1,0,0,,69,2,58,62,21,591,0,0,0,1247
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,,,210,403,65,118,167,179,370,156,126,4,,804,655,489,452,466,418,573,287,404,653
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,23,49,16,0,0,0,0,0,,,21803,15556,13808,11112,6180,5055,5439,4537,4423,5820,,5224,1317,4382,3261,7306,4695,6224,9639,12144,30511
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,0,0,,,557,1100,1118,952,1479,782,1399,860,1014,541,,1265,2267,2801,3257,3870,3178,3357,3168,5018,5208
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",64,69,57,39,36,36,0,0,0,,,13242,12833,10589,5709,4525,2814,2917,3422,20432,3430,,1558,2529,3221,4497,5281,7018,12587,15120,17735,11797
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,12,0,1,4,1,0,5,5,,,9203,9078,7094,7423,5909,1560,4261,8243,17232,16721,,5620,5643,6096,5348,5695,10154,12231,12700,11782,15830
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,535,291,126,860,1009,656,247,95,70,745,,0,0,0,5,0,0,0,0,4,
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,2199,1871,1583,1853,2241,2242,5343,9629,3272,3617,,42,98,200,600,876,668,771,4555,5605,27554
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,1044,962,1128,1221,1313,1204,1109,784,298,426,,18,63,150,352,313,372,349,432,306,712
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,,,11,107,21,339,24,58,37,33,16,7,,1864,2055,0,851,2482,3017,3027,1260,1100,3499
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,,,15381,2056,420,440,472,190,344,89,159,90,,0,0,0,0,0,0,0,0,1,713
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,,,6250,1553,1538,328,314,415,2107,1014,4422,4976,,0,7,0,9,31,18,1,32,88,
180500,"Cocoa powder, not containing added sugar or other sweetening matter",1251,801,918,1428,964,1154,1368,1258,1211,,,148568,122202,103694,87893,129585,127143,135069,100873,111930,128705,,14106,11058,9333,10659,14725,13947,14319,16892,15368,18795
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",1615,1378,1456,1209,1309,1102,1537,1168,970,,,149757,197416,244102,197467,166763,179655,195146,212110,189548,224291,,2635,2632,2718,2989,3424,4597,5440,5031,3910,7490
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",221,401,130,93,332,253,268,481,461,,,71903,82198,87300,87417,93412,96739,99925,105708,101603,111105,,3816,5205,4695,4880,3214,6256,4879,4437,3476,4783
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,9,2,3,3,2,,0,0,0,0,0,0,0,0,0,2
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,0,0,,,429,321,506,531,549,537,390,222,71,143,,48,18,272,709,234,5854,372,648,377,3659
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,,,704,585,518,425,351,318,340,322,379,323,,0,0,9,47,25,32,48,52,41,207
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,,,658,433,157,118,136,133,101,96,42,77,,80,53,55,57,70,75,80,64,50,31
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,0,0,,,314,128,216,157,147,118,171,436,144,109,,64,75,82,84,144,93,118,195,192,534
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,,,65,297,458,796,541,478,668,958,519,758,,0,7,30,11,22,64,162,320,440,462
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,7,8,7,0,6,17,13,,,1377,1298,699,287,218,102,192,121,213,249,,162,201,186,309,346,297,139,284,399,69
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",2,3,2,0,0,1,0,0,0,,,83,50,67,51,523,84,68,119,157,106,,468,697,756,502,659,826,874,951,905,645
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",11,62,82,92,105,756,513,204,161,,,25676,35521,27986,14989,13959,16536,19233,22326,17089,18517,,697,1967,4158,4675,5196,12067,17378,16763,14243,53784
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,1990,1703,1987,1881,3246,3623,4218,5441,6298,,,81663,85654,80622,88635,101913,90133,82510,79851,80267,95194,,22344,23331,26280,30004,38551,44499,52513,66579,68091,78693
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",0,0,0,0,0,0,32,0,0,,,2127,1674,5393,2847,1275,986,697,886,234,365,,1028,1099,1317,1595,1937,2636,3869,5984,3793,1798
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1297,3013,1026,1135,,0,0,0,0,0,0,652,884,613,1342
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,,,23084,12211,22136,9611,9445,8140,6858,9792,7902,8925,,223,240,459,252,281,396,1045,5911,11352,1703
220820,Spirits obtained by distilling grape wine or grape marc,9,0,0,0,0,0,0,0,0,,,955816,1000094,1011667,989126,978765,957567,1099072,1153501,855597,1248331,,15136,26642,23464,31659,20071,17851,15486,12039,9512,167872
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,,,12602,14399,14912,10720,12762,14067,12311,12881,7813,5915,,315,173,245,226,186,202,170,125,85,1106
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",776,285,474,686,854,1072,485,451,574,,,15389,15544,14636,11252,9674,10201,12419,13617,14186,15105,,93980,120157,95170,99629,142852,121803,103065,101269,91943,68218
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,0,0,,,2946,2347,2711,2100,1504,2230,1191,1045,1053,1354,,269,273,435,1355,1677,1233,2201,947,1925,1580
230910,"Dog or cat food, put up for retail sale",0,0,0,0,0,0,0,0,335,,,2784,2896,3184,5426,6901,4871,6093,5113,7245,5639,,4393,5631,6887,7024,9776,11748,16462,21511,30245,38240
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",12158,6018,5815,5163,958,1751,3503,1452,658,,,31177,18671,24546,24529,16932,22267,31618,18830,8080,31401,,57245,48105,50358,84375,35999,49991,73078,45328,17575,11598
250490,Natural graphite (excluding in powder or in flakes),0,0,1,0,0,0,0,0,0,,,187,402,317,161,115,21,85,38,77,48,,198,430,163,38,318,158,96,129,138,25
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,,,7,169,137,20,3,7,1,1,0,3,,436,391,494,1913,404,634,939,807,785,4238
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",38,94,6,8,64,9,3,1,51,,,1065,1817,1820,1022,1595,864,822,524,225,279,,6192,6271,7610,7687,9735,9722,8595,8046,7678,6695
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",4,0,1,6,1,2,7,0,0,,,1443,1127,1302,2404,1229,359,245,496,785,2141,,1058,719,869,1331,1435,1446,1376,1594,1594,1871
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,,,36,499,7,3,7,1,47,2,0,1,,138,11,5,0,2,1,31,96,102,131
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,,,27,72,20,23,14,8,11,3,2,11,,1363,1620,2218,2135,1845,1870,2001,2214,2749,4826
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,10,0,0,0,0,1,6,3,,,961,2100,1693,1441,2132,1788,2208,1808,1130,1309,,7647,11446,12627,10443,7914,9419,19969,16385,14213,20980
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",8,0,0,0,1,0,1,0,0,,,182,383,549,224,183,144,234,184,264,280,,3020,4135,5230,6441,7721,8192,9106,9663,8827,15469
252329,"Portland cement (excluding white, whether or not artificially coloured)",63,5,16,0,0,0,1,0,0,,,1269,4370,2349,1388,1091,542,736,774,1547,1528,,258,144,84,440,136,335,185,25,26,687
252330,Aluminous cement,0,0,0,0,0,0,1,0,1,,,1102,996,862,555,898,711,629,544,430,277,,3,39,228,55,424,471,615,725,395,1246
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,,,474,214,110,12,46,31,49,20,3,16,,1076,1540,1680,1242,1841,1567,2225,2137,2541,146
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,,,85,44,7,31,12,38,11,6,0,0,,56,40,8,430,524,325,3961,14533,1457,4812
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,0,0,0,0,0,0,,,3414,3499,3776,1900,1352,1900,1229,934,480,1360,,271,165,77,39,26,142,181,186,93,6998
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",448,0,0,0,0,0,0,0,0,,,2,269,575,28,4,14,6,21,47,39,,32741,31901,37842,48846,150611,353592,737785,1334034,1668213,888870
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,7,22,0,0,0,0,,,69,318,19,35,0,2,1,64,0,0,,73,125,308,23,71,45,112,46,3,
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,17,7,0,20,0,0,0,0,,,378058,335377,289500,370,209,174,83,287,77,103,,355,126,30,49,803,71,242,464,249,6
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,51,21,33,11,35,11,23,60,57,11
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,6727,2,0,46,27,9,17,13,0,0,,850,529,81,59,71,14,0,8,0,452
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",1990180,691294,1012584,1402634,1537997,2270662,1538622,1246635,577608,,,48609846,46130341,42668050,27219489,23654667,31195996,33977162,29297643,17208867,25298192,,6359577,4989501,5656485,4385832,4317746,5579364,6441341,5000670,3069394,4146904
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,,,1393,329,3,94936,106335,196145,318635,141206,239143,685134,,0,0,0,0,3,1,0,88,0,7338
271112,"Propane, liquefied",1,3,2,0,3,0,1,0,0,,,79,195,3235,212,3747,9058,11313,343,32,500,,180754,151026,199100,177946,122693,153645,188068,222201,220813,198167
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,,,17,127,10,11,11,44,108,2584,3004,80,,5,2,1,4,60,3,35,9,15,176
280480,Arsenic,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,9,0,0,,0,126,0,28,77,18,0,0,0,
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,,,2921,236,374,480,447,524,552,524,61,6,,5401,2,0,828,2275,6361,0,0,0,53952
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,44,54,86,,,3237,4466,4116,3612,2814,2828,2584,1965,1361,2041,,3007,3206,3176,3854,5357,7135,8689,9918,8306,7390
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,,,64,45,84,87,108,31,18,10,61,53,,1,2,3,1,1,2,1,1,0,1
281121,Carbon dioxide,6,69,6,6,26,3,11,39,15,,,8443,8367,14831,10583,5092,3518,7258,6812,8176,9592,,4308,4228,3433,10497,8294,3471,1904,2309,2571,1999
281211,"Carbonyl dichloride """"phosgene""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,17,12,0,
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,6,0,4,0,0,0,1,0,0,,,2156,2388,4254,5561,4734,6844,16048,25395,19575,27513,,84,47,44,117,161,206,290,243,295,
281410,Anhydrous ammonia,0,0,0,0,1,0,0,0,0,,,239,544,1326,481,603,564,584,752,698,573,,82932,63831,44423,45343,35911,45131,57872,44888,35901,64799
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,,,117,405,235,681,226,325,311,658,481,534,,27,74,24,26,6,94,10,93,1,206
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,,,32,121,30,220,92,111,206,138,179,50,,680,875,1768,1889,2003,3719,4664,4993,3785,1812
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,,,47,0,0,6,20,0,2,1,1,2,,65,1832,189,117,13,159,231,176,129,457
282619,Fluorides (excluding of aluminium and mercury),7,9,11,20,14,11,2,1,0,,,2276,2056,1991,1177,2368,2522,3021,3554,3098,3963,,4381,6285,4528,2596,3352,4878,3295,3494,2635,3609
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,2,0,5,0,0,0,0,,,424,88,101,394,363,321,103,170,259,149,,603,717,706,534,776,1146,1066,1519,1627,1720
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,42,10,0,8,0,0,,,242,481,367,265,103,217,253,293,315,424,,436,384,503,373,631,366,381,176,249,499
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,161,159,0,0,,,1139,812,1105,1251,695,552,446,755,519,431,,14549,12369,15046,13269,13352,15993,20537,29376,35638,17831
283110,Dithionite and sulfoxylate of sodium,1,1,0,0,0,0,0,0,0,,,205,120,51,6,33,41,68,36,177,146,,5605,5897,6615,6756,8075,9349,12304,13397,11211,14408
283220,Sulphites (excluding sodium),1,29,38,96,22,6,42,80,43,,,794,808,736,514,722,289,572,507,294,282,,827,1054,1359,1170,734,1070,1575,1397,1003,224
283319,Sodium sulphates (excluding disodium),35,43,51,0,0,189,0,0,0,,,418,399,460,269,289,603,372,444,345,738,,519,1312,2810,1758,2373,1835,892,503,253,212
283322,Sulphate of aluminium,0,0,0,0,0,0,2,18,31,,,356,79,249,63,246,139,175,77,190,42,,2202,2587,2760,2371,1954,2063,2101,1617,1441,3878
283340,"Peroxosulphates """"persulphates""""""""",0,5,0,0,0,4,18,0,1,,,636,432,674,1116,1128,1360,1408,1696,5884,1106,,1326,1638,1700,1597,2465,3667,3670,3416,4328,5926
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,,,143,102,74,15,43,29,21,118,118,159,,18846,16668,10239,8390,13551,16241,14075,15569,13436,16106
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",56,0,0,0,0,0,0,1,0,,,201,84,38,39,194,257,401,520,151,186,,13681,8831,9714,12955,13437,11764,6675,6855,7187,36934
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",1,0,0,0,0,0,4,27,8,,,133,256,239,242,191,178,179,231,321,296,,9354,8831,10650,8076,8868,9056,9221,9688,9044,21078
283620,Disodium carbonate,47,172,90,90,78,96,110,145,0,,,909,721,432,441,438,661,769,398,421,492,,84112,81205,97697,97751,89087,116702,139620,152326,101741,120969
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,,,1,20,2,1,2,0,0,0,14,7,,1127,1388,1396,1347,1511,1744,2219,2684,2450,2312
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,,,178,629,0,0,10,0,0,0,2,0,,1945,3026,1999,2161,1753,1555,1488,2035,2220,2152
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",37,30,29,15,10,20,35,18,0,,,1069,755,5917,2439,1363,570,553,736,212,482,,8253,9279,9614,9581,7024,10447,9895,9423,5549,8165
