Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",13,1,0,17,0,20,3,0,1,11,,10883,11144,11389,10125,11985,11715,13227,14500,10857,7671,,44014,39215,36867,33499,37777,40356,44466,38065,32954,42223
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,69,117,119,39,148,234,56,72,23,11,,3087,2864,2297,2581,3408,3709,4028,3055,2082,2896,,8322,4659,6092,3410,4829,4653,5844,5180,5038,6821
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,1,1,4,2,0,7,14,7,11,,448,528,932,1458,1685,3328,3320,3173,2793,3492,,683412,718884,778488,703490,688767,712684,770348,707745,698920,939972
30357,"Frozen swordfish """"Xiphias gladius""""""""",65,34,46,5,6,12,23,10,11,11,,0,45,308,980,506,795,1166,3824,1216,2515,,376,406,571,264,1690,1393,723,83,49,35
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",2,0,1,0,10,0,2,1,0,11,,163,3362,101,243,15450,2000,18948,125458,3076,782,,14620,13596,13715,13603,12501,13769,12503,12959,13117,15069
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",953,1877,1196,974,616,842,125,53,15,11,,215,128,75,52,89,38,21,480,166,564,,58641,65747,75548,63711,61350,76196,86595,65229,73110,98346
970200,"Original engravings, prints and lithographs",0,0,2,0,3,13,59,20,17,11,,120,571,117,2067,998,7155,8339,3446,1614,836,,21571,17091,20191,11746,12066,11964,14188,15130,15956,22941
293040,Methionine,0,0,0,0,17,0,6,13,74,11,,91,493,10759,24623,4175,426,234,116,439,727,,37392,30498,38080,51144,41623,36855,40931,36462,55952,80304
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",11,715,15,7,11,3,9,9,10,11,,19150,22489,20595,29796,12030,12857,16582,19607,26705,29560,,341,1242,437,350,468,639,599,471,628,1035
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,11,,0,255,1162,2083,2346,565,0,0,0,0,,2724,913,1125,1003,1069,883,1109,1095,905,1196
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",14,5,67,54,5,6,1,6,0,11,,903,1112,1048,1050,1125,1251,1648,1653,1965,4182,,208658,190990,189805,160938,156682,150336,165495,187904,155788,189640
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",20,61,26,63,51,27,44,44,9,11,,899,1375,982,1643,2408,2069,1291,1337,884,680,,6329,5626,5238,4753,5139,3976,4772,4734,4848,5184
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",171,99,137,136,95,70,67,36,37,11,,252,234,231,146,4,69,99,154,53,96,,4691,3268,4000,3935,3307,4364,3687,2086,3241,5544
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,15,0,10,4,11,8,0,11,,0,0,0,6,0,7,0,2,1,2,,25067,25523,39061,32530,42421,51001,39500,36821,28420,48513
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",149,88,25,41,94,47,25,35,37,11,,9482,6100,3936,2214,1209,2106,2890,2050,1053,1396,,21504,24211,23909,18828,20798,20393,15428,10899,6452,4878
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",1,14,4,30,90,57,1,41,0,11,,7070,5031,3367,2627,2717,2737,2915,2409,2209,4863,,190241,190413,168979,141496,112342,89232,92590,82194,73021,91972
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",8,3,40,7,54,14,10,14,0,11,,28701,28413,23903,23821,30168,36065,40380,33177,31095,35529,,68080,59906,54664,63080,67684,67319,84144,83980,76251,74952
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",9,1,1,1,9,7,20,29,37,11,,1794,2633,2734,7489,8775,10315,14709,18445,12650,11377,,10783,11397,11260,5991,7367,7124,5793,4260,3643,3618
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",15,59,71,4,21,61,19,25,14,11,,96060,88181,75957,95750,90145,83447,67669,93835,86866,120113,,2940,3323,3921,3253,1993,2119,1788,1624,2449,1270
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",10,5,168,33,18,7,25,27,17,11,,4017,2332,14346,19243,24278,23198,19084,12377,22327,18545,,761658,704434,689148,607845,571137,573941,620358,599295,702986,806656
30389,"Frozen fish, n.e.s.",27,69,57,30,16,55,68,58,26,11,,0,512813,499533,392621,409739,476880,412819,355897,265496,193895,,20563,19677,18204,21540,19131,14762,17604,18108,19771,17657
282751,Bromides of sodium or of potassium,1,5,0,0,2,4,9,11,17,11,,945,1529,2984,5153,4108,7427,7582,11692,8049,10788,,4215,5694,5913,5496,5493,6448,10161,8374,8041,11870
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,22,33,21,77,11,,0,0,0,0,0,653,639,277,671,677,,0,0,0,0,0,15493,11772,7833,6552,6457
903020,Oscilloscopes and oscillographs,16,73,5,60,127,0,15,111,52,11,,2619,1229,2101,1721,2417,4841,4792,3994,3181,5898,,61194,60148,57901,62507,59688,65258,62081,85265,86448,93090
580127,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",396,417,210,167,169,122,46,33,39,11,,0,186,223,45,31,188,1126,1337,970,1933,,11039,6641,5306,4832,4757,5035,4241,4025,2711,2837
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",3,4,0,6,0,8,0,0,48,11,,22843,26022,31742,29521,44866,42753,41482,50209,35731,57278,,337765,337408,342504,302635,317153,340603,365503,341585,335654,393168
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",389,295,239,371,501,266,57,107,0,11,,27723,6924,10664,16350,7997,13299,8610,13500,8330,7490,,22189,15350,13051,11389,11045,7314,8929,12225,7432,6751
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",47308,78262,4309,263,430,45420,40912,51122,27513,11,,30189091,46921811,40682152,17629287,16081655,22227429,32327270,29790424,17626804,34867787,,23761969,26820702,22678918,13970891,12235047,14189323,17461245,17496797,10501298,13236501
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,70,0,11,,45,25,36,174,165,24,31,39,32,32,,222093,272204,279666,277752,291308,301034,321762,293540,339933,365065
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,6,0,11,,0,0,0,0,0,193,190,0,0,1,,0,0,0,0,0,273,128,113,92,169
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",7,0,70,0,2,16,35,11,1,11,,17226,18327,23447,19538,15308,23384,3358,3401,4147,1390,,10655,10395,8595,6939,7953,4983,6570,6804,3709,4296
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,11,0,0,4,4,33,0,0,11,,30175,30109,33851,35388,38083,53004,83789,81149,81228,87790,,83904,94184,94229,66888,71915,141156,159726,118200,102900,112397
91020,Saffron,124,136,148,115,90,36,16,7,25,11,,2171,1885,1850,1605,1386,1547,835,997,1650,974,,5358,5203,5165,4693,4485,4873,5391,4830,3842,4673
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",44,55,7,16,51,24,4,0,19,11,,11301,12183,14553,16784,15432,7543,15369,16720,10853,17774,,8358,8662,6609,4337,6099,6928,6803,4839,4721,4359
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",295,44,94,87,35,154,70,54,16,11,,8939,6742,9238,11282,7927,5573,9884,7356,2424,2297,,94767,124851,103865,142692,140135,146652,167826,178954,185809,227380
293941,Ephedrine and its salts,78,108,81,1,23,50,39,80,10,11,,3523,3547,5379,2674,3027,2538,2194,3318,3418,2823,,86,132,154,73,80,139,153,310,151,118
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,0,0,0,0,0,9,0,0,11,,7,41,65,77,71,3243,1129,8,100,56,,15570,15759,17077,22699,25312,30879,45685,61941,68509,75934
290722,"Hydroquinone """"quinol"""" and its salts""""",112,573,505,259,121,170,148,104,73,10,,8448,9932,11849,7302,6485,9879,11021,12643,9094,12445,,18783,15748,21309,15683,13382,12283,11507,10162,9699,11712
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",26,23,10,25,25,23,3,39,34,10,,2186,2526,2470,1954,1959,1975,2281,2155,1863,1905,,20745,19010,19411,16846,17779,26846,24949,19347,16608,18279
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",2,2,0,0,0,0,0,4,0,10,,166,410,418,603,808,3509,1433,686,817,994,,4102,4288,3431,2693,2836,3096,3409,2905,3121,3370
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,1,2,4,1,23,0,45,1,10,,814,851,795,1041,1071,1476,1675,1755,2710,1956,,38957,41057,36923,35624,32881,31908,34408,35472,36208,38437
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,4,1,1,0,0,0,2,10,,3216,2021,1552,2140,1303,1417,1081,1258,1663,1600,,14492,15953,16378,13878,15717,13982,13385,11997,12296,15906
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",22,49,33,66,47,75,47,76,4,10,,552,1964,3721,2584,2523,2779,3301,2853,2635,4033,,49943,56803,62408,55145,52508,56032,47520,57184,44213,57711
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,3,4,0,0,10,,4529,1075,2515,2199,1791,3175,3044,3685,1737,17418,,73368,77748,78173,59824,53939,67924,103012,75675,58991,98332
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",182,231,284,35,15,26,4,21,1,10,,8149,11591,12958,11854,13638,14047,16674,16314,16077,21920,,16985,16285,16448,16365,20268,19798,19354,19537,28458,38373
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,425,350,116,10,0,5,0,64,38,10,,2122,4279,4086,3005,4816,4047,4535,4789,4841,6351,,8658,8008,8559,5372,6838,7518,7325,7991,6809,8321
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",45,0,0,0,0,0,0,0,0,10,,0,0,0,2,37,0,0,0,0,104,,234508,278483,312335,238814,284199,306220,329332,357127,318350,299244
110220,"Maize """"corn"""" flour""""",11,2,0,1,18,2,9,0,3,10,,466,1866,1930,2507,3340,2759,3455,3581,4804,4626,,11420,15778,16541,12843,12546,12668,12614,15483,14397,15847
281520,"Potassium hydroxide """"caustic potash""""""""",14,18,9,16,22,10,8,4,7,10,,1436,1575,1736,1541,1325,775,1801,4267,3145,2865,,71666,78735,71437,66069,63539,69837,90237,89610,70374,76657
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",0,3,7,0,5,1,0,29,12,10,,647,1694,1493,1079,720,662,1134,1432,1730,1056,,18237,17380,19058,16334,15969,17494,18099,16997,21131,28619
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,4,2,0,0,55,25,0,10,,115,275,25,7879,22910,160,323,568,603,505,,24234,9257,8630,9904,10245,10197,11914,18634,16412,9410
680430,Hand sharpening or polishing stones,140,110,2,17,1,11,8,10,24,10,,1258,1500,1521,1588,1180,1626,2124,2048,2612,4581,,6332,7056,7564,6231,5702,7012,7054,7689,9212,12214
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",2,0,1,33,26,14,10,0,6,10,,22,611,61,135,400,438,456,591,322,609,,4780,5564,4744,3736,5026,4687,5168,5524,4415,3883
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",12,8,14,18,11,40,20,42,60,10,,6172,4313,4067,5673,12114,11044,8914,12274,11611,9618,,2390,2360,3493,2253,2395,2094,1442,1740,1909,2306
292241,Lysine and its esters; salts thereof,5,222,66,1,1,0,0,7,8,10,,1428,1222,2368,6111,846,1379,1865,2054,1657,2977,,188734,170242,116770,116578,112981,109097,109086,87644,90649,117688
900510,Binoculars,2,8,6,0,10,3,4,8,2,10,,2828,313,207,1024,1165,2636,3909,371,251,874,,53455,56117,60919,53994,54422,57412,59207,61636,61778,75701
283230,Thiosulphates,0,1,0,0,0,10,3,12,9,10,,768,1276,1339,1363,2279,1729,924,1416,770,1231,,3029,987,4048,2923,2818,4461,3029,2044,1567,1031
130231,"Agar-agar, whether or not modified",4,99,56,52,52,165,117,5,48,10,,3023,4215,3375,2838,2902,1997,1931,2664,2085,2346,,12332,13679,19416,18591,18188,18364,20077,14021,9536,12938
660110,Garden or similar umbrellas (excluding beach tents),2,1,0,11,8,3,5,1,10,10,,132,209,297,171,354,251,910,809,422,528,,85527,82435,97782,91535,90663,93826,113976,128961,130300,191725
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",32,65,6,143,10,2,374,11,0,10,,5380,15764,10835,11171,8513,10742,9990,9146,5755,7146,,43828,28216,37815,42043,38748,48255,60805,54696,20684,30500
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",183,0,174,0,2,0,3,6,1,10,,2161,9514,1815,1774,1235,1752,1469,2085,1484,2583,,52865,75697,78790,58195,61112,62650,63236,68425,77796,90089
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",0,205,243,3,19,66,160,155,0,10,,11642,12291,8513,10355,9813,12883,19280,13038,15406,28261,,44878,42576,40079,78386,109821,131264,141106,162291,132058,138059
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",22,9,5,19,9,29,58,25,3,10,,629,731,692,785,784,1020,753,587,437,539,,62336,64981,70772,64858,72136,68214,76209,72066,78118,103015
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,10,,685,662,446,520,1019,949,667,853,481,1178,,4134,4086,6160,10582,6682,3869,4004,3893,2866,4342
630622,Tents of synthetic fibres (excluding umbrella and play tents),0,0,7,0,0,5,1,2,2,10,,229,251,125,1057,268,180,211,207,176,184,,80962,73951,75363,96939,98803,97651,103088,108669,136707,162450
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",22,31,29,25,1,0,1,64,51,10,,20913,23527,13964,27055,28305,27538,41557,25261,18468,12252,,39107,41194,37266,36309,37806,43937,40741,38917,37435,35633
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,8,0,0,0,0,0,0,10,,1093,492,432,314,648,893,600,1847,3171,6101,,11741,9538,8359,6762,5381,5141,5482,2995,2872,3605
210320,Tomato ketchup and other tomato sauces,0,5,9,2,12,13,7,9,11,10,,2986,4816,4699,5656,5538,5426,4597,4730,6972,7956,,160703,167445,188167,159941,154497,161268,186245,185387,212987,219522
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,78,10,,0,0,0,0,0,1893,9516,723,331,1101,,0,0,0,0,0,140029,60552,156503,464879,374026
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0,0,0,0,0,10,1,5,13,9,,21,64,46,33,34,208,1599,438,1115,2164,,21768,41017,32243,22180,29676,34468,49657,37559,28484,37513
283325,Sulphates of copper,0,0,2,4,6,5,3,8,17,9,,829,2198,2118,1234,2973,3544,2570,3392,4002,4557,,24780,25896,30314,24476,18289,17387,18486,17538,18577,22763
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",57,56,38,20,6,1,0,6,6,9,,1186,1805,1110,1872,1745,1899,2141,2656,2140,2050,,4657,5307,7522,6047,5591,4686,3968,3068,2294,1065
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",0,0,0,0,0,0,0,12,1,9,,3522,7844,9018,4200,1085,664,2086,2101,3653,3077,,471,822,608,376,829,809,1860,3389,3838,2954
701333,Drinking glasses of lead crystal (excluding stemware),8,3,2,2,13,13,11,1,5,9,,1,14,22,8,20,502,921,1430,849,1617,,3778,4251,4177,3311,3111,2792,2193,2229,2891,3373
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,2,1,0,0,0,0,0,9,,10674,21226,17658,15128,20005,49042,16677,26790,20671,10863,,215,54,42,34,87,125,39,126,27,786
850650,Lithium cells and batteries (excluding spent),9,31,16,0,40,5,23,12,2,9,,837,329,2794,2821,767,1935,1348,1805,570,8174,,125979,143305,151811,162612,159948,171672,186698,183025,173656,206173
851610,Electric instantaneous or storage water heaters and immersion heaters,29,26,2,8,7,1,1,4,38,9,,1401,2086,46921,2001,2714,2736,5255,8298,7722,9023,,194776,192518,196883,189221,191633,239505,231642,247672,256059,318175
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",1,1,1189,1,40,62,3,18,4,9,,8981,2983,1054,774,627,1104,1383,1184,983,998,,22668,23043,24801,21956,17544,18441,23716,18671,17046,19128
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,22,9,,805,138,134,195,275,508,743,1602,2044,3517,,3367,3563,3086,3892,4287,3947,6855,6799,8635,11933
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,19,16,5,0,11,7,5,9,,1236,1943,2553,1984,2713,2914,1753,2858,2883,2823,,393,322,324,280,312,333,821,608,1316,1255
283640,Potassium carbonates,0,0,1,0,0,3,3,2,1,9,,410,281,253,62,147,690,1834,2277,1374,865,,11387,10626,9991,9930,8976,10247,12487,11533,12556,13701
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,5,2,14,2,4,16,8,9,,293,571,456,248,44,654,621,534,530,844,,243007,259650,284800,275870,265418,274386,266179,262564,307992,347560
291712,"Adipic acid, its salts and esters",0,0,154,126,0,1,7,6,8,9,,927,1442,1176,625,749,1112,1174,1518,1961,4338,,150311,147409,147828,101753,102065,109225,110004,93158,62140,96261
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,1,7,6,14,8,9,,0,4,25,5,27,10,25,22,15,30,,3202,3877,3701,1822,1931,1566,1791,1348,1530,1913
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",1,2,5,3,8,3,14,4,26,9,,1520,2026,1838,1339,1474,1666,2215,2512,2627,2124,,7289,6541,6274,7760,7262,6782,7083,6021,19084,15749
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",0,2,2,0,0,0,0,0,2,9,,15,36,32,61,32,87,157,149,111,176,,12232,11326,13811,12498,10984,13744,13996,11994,12133,15481
843330,Haymaking machinery (excluding mowers),0,0,0,0,0,0,1,0,3,9,,32,309,309,222,386,437,175,1734,356,765,,89937,84946,81852,66816,51280,65858,73152,79792,79852,91275
841920,"Medical, surgical or laboratory sterilizers",141,53,88,23,62,34,30,40,10,9,,7381,10295,7472,11235,11016,8694,7107,5765,7032,15392,,40543,38213,46515,47930,46142,45436,44308,57926,49002,46863
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,1,1,2,0,5,0,6,0,0,9,,1110,728,944,673,2750,357,470,415,310,207,,3546,693,338,1278,2033,2285,2063,2161,2885,3468
830110,Padlocks of base metal,6,66,10,7,108,39,7,8,7,9,,1361,2005,2132,3880,4260,6813,8310,9564,10826,13734,,39476,36750,44017,36171,40463,41124,44326,42545,37083,40991
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,2,9,,2252,3372,6239,2787,1924,1849,1010,2979,2862,1597,,6193,10683,1136,2759,13127,39446,24662,26626,15335,29206
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,14,28,23,14,21,9,,39,0,2,3,0,0,4,1,0,56,,6588,8040,5346,4151,4071,4232,4804,4950,6006,7169
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,15,6,11,9,5,0,8,11,9,,343,495,533,361,49,335,628,372,6279,1041,,16653,13216,17567,14643,15169,22979,22823,22546,29143,36982
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",11,0,0,0,1,99,4,1,0,9,,4476,2074,2871,1002,1075,1286,598,1210,1159,1237,,10840,14155,12628,13352,15779,16577,21270,21490,19044,24798
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,9,,5360,26211,22344,22699,6133,6092,4578,1931,1418,1810,,108,84,72,447,156,78,47,33,53,59
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",76,149,397,122,45,70,80,113,59,9,,44746,6877,1574,29181,27961,1465,1202,135,311,56,,443183,373626,136717,24131,26840,10335,7944,4004,8965,9817
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",0,0,0,0,1,0,0,1,0,9,,11337,16719,16314,11659,10544,8942,11593,15855,13906,16918,,37246,31518,36644,38229,34848,33995,40351,45761,59482,88335
441810,"Windows, French windows and their frames, of wood",6,3,2,5,5,2,14,0,0,9,,323,128,113,117,144,288,119,359,404,198,,116913,246884,310809,222407,218152,263730,332383,348910,361972,360348
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",0,1,2,0,0,1,0,0,5,9,,96,505,905,891,807,390,255,393,246,322,,154633,155599,118080,147416,164977,192679,160693,116053,112067,177625
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",14,25,16,16,24,49,352,306,103,9,,38607,45581,58237,60074,69985,62645,61669,48129,44934,45663,,7184,7812,10533,10411,9230,9009,12309,8926,11138,11085
841382,Liquid elevators (excluding pumps),0,0,1,0,0,1,5,8,13,9,,469,605,3165,16690,2132,981,62997,41832,5196,1920,,17273,16669,18128,16487,15821,14362,18541,16901,16344,22560
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,19,56,13,5,0,0,2,39,9,,600,610,700,474,708,813,876,857,423,457,,24617,23925,27090,25123,28812,31518,33110,31980,36343,39217
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",0,0,0,0,0,0,0,0,0,9,,108,22,31,28,46,45,24,17,25,19,,13224,14492,14898,11284,12062,10143,8667,10817,12057,13938
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",0,0,0,0,2,5,5,8,4,8,,1590,1765,953,1259,1093,1402,2269,1735,1993,2881,,25622,25152,31848,28334,21220,32190,43228,37078,40593,48085
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",0,0,0,0,0,0,0,3,0,8,,7152,7019,4588,4209,4978,5977,7944,8181,6650,21281,,40580,37875,29823,26264,28876,32508,30507,27871,33676,37789
845959,"Milling machines for metals, knee-type, not numerically controlled",4,0,0,0,0,0,0,0,0,8,,695,668,762,460,642,1230,1619,1312,438,473,,917,808,1241,838,562,469,452,589,257,590
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",1,1,11,34,133,112,0,4,17,8,,16624,5095,7777,8840,8054,4400,3297,3315,1392,1460,,31950,46032,44053,24387,24437,26258,24405,23788,24049,26217
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,1,0,0,1,0,0,12,3,8,,4,67,0,12,41,23,17,7,55,199,,10422,11368,10809,10783,11732,7844,7906,4813,3066,5509
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,9,8,8,,4247,12291,10968,6923,4546,6481,7973,7311,6579,11621,,24358,24301,25229,16875,18109,18908,23466,21054,20485,27378
282300,Titanium oxides,316,80,1,0,36,0,0,0,0,8,,87826,59334,43062,35714,32893,36131,50413,56394,41839,62932,,72694,85611,95570,71110,70759,106283,112087,85239,73422,117438
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",196,36,0,0,2,2,6,20,5,8,,38688,43422,47239,46583,49137,55734,54370,59685,57239,84019,,57081,53305,68483,66549,97840,90788,119308,167085,228621,185458
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,2,0,1,8,,2307,2206,2266,1960,1764,2005,2770,1373,1257,1748,,79628,85396,89381,88088,87093,87701,88595,94020,115379,127016
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",0,0,4,3,24,2,0,0,0,8,,63,15,91,27,17,63,18,77,20,225,,5850,2091,2417,1896,1844,1721,2582,3618,1569,4673
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",0,0,7,31,0,0,0,0,0,8,,173,433,823,1178,276,121,176,378,1951,2129,,5849,5106,5641,5244,5814,5049,6931,9017,15508,21053
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,15,12,3,5,4,11,10,16,8,,6001,5583,10219,12106,4380,3931,3573,4236,3089,6545,,508,198,1148,824,497,890,1084,879,1054,1267
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,8,,132196,178871,129632,116091,93196,98159,88084,36581,107580,65743,,728243,812211,598433,507610,538764,684966,718477,846922,838375,850628
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",55,50,5,7,0,1,16,6,8,8,,10505,13331,12649,7550,7228,11503,17177,20476,29186,28442,,1237812,1312985,1292440,1168835,1155393,1231945,1480927,1597868,1598304,1593957
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",4,34,231,69,29,41,87,11,0,8,,10941,13303,13701,8543,8588,2445,6127,2179,1093,15907,,48200,44547,62158,57503,83830,113211,90111,114421,78310,60106
282510,Hydrazine and hydroxylamine and their inorganic salts,15,3,3,2,94,5,0,10,3,8,,117,197,170,369,313,122,213,606,1042,1421,,10278,12260,11925,7756,8420,10492,11606,14094,10488,10696
