Product code,Product label,Australia's imports from Japan-Value in 2012,Australia's imports from Japan-Value in 2013,Australia's imports from Japan-Value in 2014,Australia's imports from Japan-Value in 2015,Australia's imports from Japan-Value in 2016,Australia's imports from Japan-Value in 2017,Australia's imports from Japan-Value in 2018,Australia's imports from Japan-Value in 2019,Australia's imports from Japan-Value in 2020,Australia's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,2274,19287,22453,23748,23421,21157,20264,22146,16602,20548,,0,0,0,3,0,2,2,0,0,19
930120,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4454,1632,882,22796,23890,21424,1628,16106,24734,23767
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,0,0,,30260,27124,30409,25761,33619,29200,26950,32366,34101,32696,,23924,28755,33346,26428,21720,21360,24753,23726,4877,0
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,0,0,0,0,0,0,0,6,0,,107,177,77,51,216,325,266,420,419,513,,2003,3669,9583,10331,7041,21831,4017,7387,5023,2751
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,0,0,0,0,0,,8200,7871,9902,7915,7038,7994,9276,8957,9702,14064
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,251,171,123,78,128,184,229,113,206,395,,277,401,426,336,383,491,414,313,415,480
290545,Glycerol,0,1,0,1,0,0,2,0,0,0,,2787,1477,1139,539,830,1030,1288,1597,1787,2607,,6983,8598,8813,8629,8441,9277,15369,8379,11181,14898
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,0,0,0,0,,0,1,3,5,5,8,27,3,8,10
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,140703,179433,148036,101298,67985,84354,115380,78962,64806,108466,,143,89,354,376,283,156,67,101,158,145
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",3,0,0,0,0,0,1,0,0,0,,16328,24350,12717,18211,6828,12060,4829,6188,3996,1278,,1973,1970,1976,1386,808,545,936,804,507,613
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",16,13,13,9,3,5,0,13,2,0,,59121,56048,56424,53160,49416,51251,74888,91006,98030,106847,,2218,1273,1264,868,779,953,1005,972,859,1178
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,6,0,0,0,0,,5290,5172,11148,3798,2939,4611,4457,4304,5049,5841,,250,148,145,155,118,141,106,106,175,219
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,216,233,286,340,339,549,262,223,265,272,,960,947,659,480,347,472,2038,387,401,761
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,61,61,27,52,26,0,0
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11472,8744,11462,11001,14376,,0,0,0,0,0,77,550,444,386,233
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,1
284321,Silver nitrate,0,0,0,0,0,10,0,0,0,0,,762,641,854,269,389,392,294,241,324,746,,1026,561,1512,865,1357,541,578,477,539,791
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,2,0,0,0,0,,55962,97321,61584,34917,26977,24189,16447,23394,42850,11019,,844,777,905,549,10341,777,353,586,2302,3100
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,0,,7750,4859,6383,4827,3954,4729,5592,3757,3884,4225,,2643,2447,2978,1938,1690,2066,1947,2231,1706,2472
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,0,1,0,0,0,,31554,36769,41264,40518,42957,47642,51351,48958,37509,55708,,1303,578,476,571,379,364,332,438,660,7489
293050,"Captafol """"ISO"""" and methamidophos """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,733,816,789,563,637,0,0,0,0,0
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,0,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,2,0,1,0,0
293211,Tetrahydrofuran,5,0,0,0,0,0,0,0,0,0,,36642,21474,11801,8435,6813,6226,6160,5366,4162,8178,,256,295,255,191,158,242,207,239,176,440
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,1,1,0,0,0,0,,0,43,101,91,73,9,15,148,55,179,,1610,1408,1023,1162,1016,1536,1720,933,436,1081
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,2188,0,6,0,0,0,2,8,7,11,,2,3,2,9,4,1,2,7,9,4
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,353,455,523,280,447,524,371,622,564,736,,587,394,400,144,23,28,89,28,95,268
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,0,,244546,184887,95082,6483,15950,33709,70224,81720,96857,100068,,855,522,649,489,315,522,842,571,358,287
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,63752,67853,105587,122667,282378,,0,0,0,0,0,1389,493,889,1407,503
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,146,177,276,168,228,,0,0,0,0,0,20,9,23,0,104
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",316,146,0,1,0,0,0,0,0,0,,5688,5001,4334,3927,3927,4720,1472,2438,3304,5957,,161821,251058,247725,198762,187776,239807,223708,185677,211137,207366
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,3,0,,132,132,522,466,203,223,211,140,133,331,,74,41,74,5,22,1,4,0,3,22
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,0,,0,0,0,0,0,7,24,4,2,13
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,35,0,9,0,84,143,149,218,119,183,,10930,10225,14769,12873,13155,10307,13326,10757,14494,13909
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,164,4561,7787,6007,6992
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,223,35,14,20,41,7,19,16,2,99,,8909,17578,38362,30528,25875,30359,22644,19608,931,6716
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,0,6,14,12,21,0,0,0,0,0,,1520,991,895,1114,859,747,377,148,120,223
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,4,4,5,4,4,2,0,0,,20820,22747,21998,15798,18035,18251,20208,18929,15583,19662,,1253,1455,1578,1419,1125,1099,846,852,786,1031
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,492,220,251,243,550,499,371,372,356,399,,165,0,2,44,50,3,6,3,0,0
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,5399,6035,6109,4300,4319,4375,4241,3846,4304,4786,,4090,3988,4130,4282,2788,1945,2233,1702,1313,1626
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",59,3,0,0,0,1,0,0,0,0,,8198,8245,8395,7360,8646,8090,6547,6102,7166,8720,,4877,3182,3101,2235,2065,2012,2039,2804,2401,2924
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,41264,44252,50616,37995,45910,42545,38448,38346,44011,43678
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,10,7,4,7,0,2,1,0,,1406,898,992,749,574,393,541,522,565,616,,12395,10631,11180,11120,9492,11015,10141,10808,8708,9623
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,64,54,25,2,0,2,3,52,7,0,,2589,1507,1944,1044,819,2439,357,148,200,273
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,17,0,6,0,0,0,0,0,0,0,,3,0,26,558,21,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,3,0,0,5,,0,0,0,0,0,4,16,25,16,20
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,206,8,0,0,0,,0,0,0,0,0,0,0,0,0,112
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,735,856,631,48,290,,0,0,0,0,0,4,9,0,1,0
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,4,0,0,0,0,0,0,,0,6,0,2,0,0,0,0,6,0,,286,505,561,382,503,441,327,481,404,499
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,136,26,13,14,15,41,4,47,71,88
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,79,18,30,12,11,38
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,6,12,3,12,19,7,5,5,2,5,,248,344,667,822,736,958,1050,695,473,650
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",28,0,0,0,0,0,1,0,0,0,,1460,1258,1033,1332,473,1140,902,750,839,763,,4575,2063,2961,2873,2810,2207,1808,660,344,383
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,3,3,4,47,49,3,,8888,8397,10042,12228,12630,9357,7327,3791,3270,2140
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,0,0,0,0,0,0,0,0,,3712,2462,2849,3507,4904,4772,3886,5483,4205,6225,,17182,16469,19004,17520,20333,23345,32037,19064,14528,19420
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,4,0,0,0,0,,1674,2456,2574,2588,2790,3433,3756,3250,3309,3175
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,17,0,0,0,0,0,0,0,0,,881,961,1139,15436,39321,48600,55970,51220,46435,62433,,88526,61827,68953,65963,75947,75685,65603,44734,45257,78439
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,85,47,48,10,28,,0,0,0,0,0,2101,1178,691,1068,597
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,74,6,17,22,29,,0,0,0,0,0,2519,3467,4296,3880,4556
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,0,0,0,0,0,0,0,0,,2179,1680,1397,1052,1310,1162,1299,1330,998,1008,,2068,2998,4533,2736,1148,1989,519,297,213,247
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",12,0,0,0,0,0,0,0,0,0,,129,565,301,223,331,86,254,66,40,91,,285,378,943,55,290,515,129,344,97,347
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,1,0,0,0,0,0,0,0,,1725,1210,1153,837,1041,900,1240,1225,808,968,,220,338,504,298,530,297,359,460,209,387
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,3,0,0,0,,104,70,42,74,51,158,130,257,273,170
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",9,1,0,62,40,0,3,3,0,0,,440,408,486,447,916,852,599,399,478,370,,2721,2706,2422,2611,2961,1516,1913,1736,2057,2332
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,62272,72531,78373,80386,84396,93761,96411,62438,71479,80766,,18473,21619,25554,25266,25369,25859,33112,26394,24613,37337
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,2,,9,6,145,1,6,6,2,5,27,0
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,1,2,0,0,0,0,0,0,,1648,1424,1333,1087,1177,1331,1190,1109,1294,1345,,3540,3452,4140,2961,2671,3985,4710,5643,6952,5903
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",505,287,374,21,134,96,0,0,0,0,,206633,169517,157640,122430,113848,150168,153022,130676,117667,156456,,5675,2537,3472,2748,2905,2858,3209,2009,1886,2591
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,9,0,0,0,0,0,,0,0,40,0,0,0,1,0,0,0
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",0,0,0,0,0,0,0,0,0,0,,359,298,167,64,42,0,4,147,16,0,,82,43,34,11,750,10,3,47,7,0
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,11,84,4,53,18,38,6,6,15,0,,0,0,0,0,0,0,0,1,0,0
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",16,62,32,62,71,70,15,0,0,0,,29,4,18,0,10,81,521,178,1022,242,,52,68,45,63,85,105,60,88,119,153
391510,"Waste, parings and scrap, of polymers of ethylene",0,0,0,0,0,0,28,27,0,0,,190876,153213,157095,137744,128513,113857,69135,54421,42521,43862,,328,1106,105,95,2160,3155,2507,174,635,10
382370,"Fatty alcohols, industrial",5,0,0,0,0,0,0,0,4,0,,8525,8143,8329,8119,9656,11378,12210,12709,10098,12298,,11955,7582,9082,11871,8073,9608,10334,6375,8080,11362
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,0,0,,16891,17040,17885,15281,17223,17933,20278,12377,8964,12974,,6607,2849,235,80,39,496,910,1027,941,707
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,9,1,0
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",0,127,54,0,1,0,3,1,0,0,,332778,294819,258504,193835,177220,190376,200257,203452,188755,227457,,296103,309587,250602,188785,171485,228731,350610,230084,209408,282011
390311,"Expansible polystyrene, in primary forms",51,0,0,0,7,5,0,0,0,0,,17507,17448,15736,13063,11446,14203,18836,20043,15878,17094,,65355,77453,82230,61073,57498,69485,77459,53893,44860,78013
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",5,0,0,0,0,0,0,0,0,0,,57211,42830,35277,30147,32539,29115,27426,26946,24797,30069,,10602,10639,10897,7099,6438,7160,7454,6951,7766,10518
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,28,0,0,0,0,0,0,0,0,,3953,3606,1832,1635,1936,2654,2452,2509,1540,3263,,1316,2159,3786,3609,2633,3350,3176,2655,3013,3630
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,2,0,0,0,0,0,0,0,0,,25057,23909,20345,15297,13842,13028,11806,11429,6788,6388,,44,729,433,287,480,166,43,7,14,13
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,0,0,0,4,0,0,0,,1236,1565,1542,1191,1594,1297,1763,1701,1595,1322,,631,502,276,289,402,431,448,416,559,972
283421,Nitrate of potassium,0,1,0,0,0,0,0,0,0,0,,6312,3433,2834,3175,2118,2620,2146,2430,1390,1050,,12816,10299,11506,11222,15831,16674,8219,12956,20546,14755
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,378,341,327,375,434,472,595,877,1182,2579,,10,12,8,9,3,20,4,2,1,5
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,1534,415,441,619,493,677,1077,605,935,1375,,8435,4215,4062,3535,4590,8048,7975,6169,7127,10333
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",36,0,0,0,0,0,0,0,0,0,,3811,753,183,233,430,551,732,592,551,687,,246,1,19,30,37,462,28,26,29,15
282710,Ammonium chloride,0,1,11,0,2,5,4,0,0,0,,1307,957,1012,765,646,553,455,395,416,412,,1382,751,663,563,487,569,1039,994,807,1229
290230,Toluene,0,0,9,0,0,169,0,0,0,0,,149360,414929,554999,458939,320251,400214,467727,339594,168606,326005,,31535,12304,16928,10584,8262,6713,6917,11942,1201,8911
290250,Styrene,0,0,0,0,0,0,0,0,0,0,,1416530,1940895,1592566,1064708,564667,763558,729548,615540,470616,593197,,26970,35420,28620,22900,15401,21066,23043,17222,10242,23052
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,353812,590508,583168,523763,507297,619680,595756,578445,579740,1163216,,0,0,0,0,0,0,0,0,0,0
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,4305,5035,3656,2936,3267,3536,5104,4403,3953,3800,,589,768,426,681,605,831,1125,825,858,516
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,8858,8812,7137,6380,5666,7736,5909,5360,3856,5015,,908,864,743,497,557,599,632,368,345,341
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",2,5,3,4,4,0,0,0,0,0,,34785,30372,25973,21757,22873,25571,27284,25074,26169,29129,,3661,3429,3097,2550,2246,3067,2559,2643,3032,5059
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,28,62,58,68,8,68,23,3,2,2,,404,461,481,644,710,429,430,827,508,744
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,49599,44705,42603,39015,42747,11997,10859,14542,20607,28812
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",21,0,0,0,0,20,0,0,0,0,,20410,15569,17713,19314,25388,27658,32678,32424,33433,34576,,17744,14668,15935,15006,14431,14894,18789,13891,15279,20978
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,247,0
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,8,25,25,36,105,61,38,24,71,229,,1386,2980,2557,1756,1957,1919,2442,2498,4149,13023
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,4,,1193,2010,2321,2363,2083,1847,1834,1912,1305,1748
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,123,79,71,138,144,249,289,155,275,167,,3,33,338,0,0,0,165,2701,10177,0
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,1313,2,648,15258,1484,0,0,0,1217,1977,,0,0,0,0,0,0,0,0,0,0
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,123,112,17129,20352,10463,13071,,642,768,579,507,161,156,432,614,800,772
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,64,40,18,33,14,0,218,0,0,3,,75,32,83,57,38,73,60,732,1398,1551
190510,Crispbread,0,0,0,0,0,0,0,0,0,0,,0,0,19,46,43,91,0,2,0,0,,8343,7918,13094,10707,9552,8062,6402,6409,9012,9759
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,11,0,2,,4929,5174,2030,1252,1417,1149,1151,525,826,4469
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,263,383,429,316,434,365,431,502,783,763,,6074,4834,5167,5778,6580,7313,7531,7679,8007,8091
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,3,0,2,2,27,65,32,53,56,52,,5313,5119,4138,3703,3408,3880,3956,3199,4121,5972
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,84,79,60,58,100,33,108,75,20,20,,597,717,887,1059,778,1067,1001,2180,1428,547
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,0,0,2,0,2,5,14,13,4
100620,Husked or brown rice,1,2,2,2,3,1,0,0,0,0,,956,2000,3104,3873,6408,8466,9529,10999,10442,12870,,1023,1047,1823,2529,2671,3033,3365,3234,4639,3682
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,523,399,391,462,461,8,6,15,109,45,,497,179,159,113,129,94,188,280,218,398
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,16,24,12,6,2,5,0,0,6,10,,596,595,684,898,695,871,667,841,984,1140
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,1398,1205,1029,715,462,1081,736,557,410,419,,2663,3315,3939,4801,5340,5604,6399,4772,5193,5349
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,417,552,553,402,268,522,528,650,255,469
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,78,0,0,0,0,,31,6,11,66555,44353,40057,22849,57383,39652,210884
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,23,0,0,0,21,1309,1255,0,0,0,,124099,172519,232034,163420,341448,509292,579905,292737,217286,323343
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,,326,650,0,0,0,0,0,0,0,10
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,10394,16970,8927,4260,4702,3960,5547,4955,7412,7486,,706,239,1535,1549,518,914,150,148,141,261
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,5999,6840,5762,5499,4513,3469,3318,2359,2073,1304,,90,85,263,218,3,0,2,0,1,1
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,33,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,1418,914,587,629,913,971,1049,1253,895,2034,,380,1,2722,61,38,27022,46,126,11902,18
270820,Pitch coke obtained from coal tar or from other mineral tars,0,3,0,5,0,6,11,0,18,0,,124325,85677,66434,36904,27494,49648,133482,53143,10393,51528,,1692,692,878,1278,1208,5565,2153,1231,963,779
271311,"Petroleum coke, non-calcined",0,0,9,0,0,0,0,0,0,0,,1324,1403,1068,1704,5880,3470,2566,4405,4915,2186,,11,0,15,0,0,2327,2649,35,4726,71
280110,Chlorine,0,0,0,70,65,98,104,173,127,0,,9714,8496,8878,9475,10515,11795,12342,11838,12154,12209,,190,252,380,135,607,798,827,607,860,1413
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,37,0,0,0,0,0,0,,1025,777,782,466,608,544,355,349,327,433,,439,312,581,620,442,340,461,275,163,116
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,19,23,23,3,42,4,7,2,0,1469,,59,80,43,58,84,60,110,38,25,5
280429,Rare gases (excluding argon),38,0,0,0,0,0,3,0,0,0,,1983,2634,3250,2445,3290,2618,2689,832,1923,1261,,5916,6906,10010,9058,8124,7827,8825,8733,7114,8305
280440,Oxygen,0,0,0,0,0,5,0,0,0,0,,1009,1094,657,539,634,1038,1520,1148,581,1225,,1289,2630,2587,2385,2398,1832,1517,1769,1624,2298
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,8,17,21,8,17,29,12,15,38,41,,3839,2836,2980,2579,3024,3600,4271,4148,4416,4975
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,0,0,0,0,0,0,,0,0,0,2181,7,6,0,12,121,2,,8128,7033,5740,6539,4649,4931,2878,2882,2492,5149
