Product code,Product label,"Taipei, Chinese's imports from Korea, Republic of-Value in 2012","Taipei, Chinese's imports from Korea, Republic of-Value in 2013","Taipei, Chinese's imports from Korea, Republic of-Value in 2014","Taipei, Chinese's imports from Korea, Republic of-Value in 2015","Taipei, Chinese's imports from Korea, Republic of-Value in 2016","Taipei, Chinese's imports from Korea, Republic of-Value in 2017","Taipei, Chinese's imports from Korea, Republic of-Value in 2018","Taipei, Chinese's imports from Korea, Republic of-Value in 2019","Taipei, Chinese's imports from Korea, Republic of-Value in 2020","Taipei, Chinese's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021","Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,244,204,212,191,171,153,122,75,145,127,,15,13,7,0,21,0,0,2,1,13
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",28,20,16,18,27,11,12,0,0,0,,25332,17455,18611,21773,19288,18055,24392,32030,21495,22135,,420,308,294,178,267,252,291,153,147,141
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",6,1,1,1,0,4,7,9,2,0,,3252,3595,3976,3137,4857,11680,3176,6165,1264,936,,156,145,130,126,55,100,114,77,32,83
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",254,144,233,12,0,6,0,0,3,0,,4163,4587,4742,4354,4719,7612,7985,9583,4961,4500,,1240,1231,1069,542,440,413,359,254,235,346
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",6092,6977,4649,3777,2250,2235,1310,425,0,0,,959,1774,3982,6962,7330,6292,6020,4778,4330,5438,,43790,41831,24132,16333,16781,20808,29209,28197,18328,33473
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,152,16,0,1,5,156,418,689,503,119,,52,134,40,4,38,4,0,5,14,0
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,0,0,0,0,0,3,0,27,0,0,,1969,2331,1674,801,1273,1502,2344,4792,732,2291,,4625,8431,9010,6166,4938,5003,3663,5275,5396,7475
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,12030,9117,6499,4413,5366,4839,4684,2673,2305,2513,,63,116,88,31,191,67,3496,1268,1196,1985
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,1,13,6,0,0,0,,128,109,100,84,108,62,48,83,107,202,,141,187,218,161,184,183,231,120,99,134
830130,"Locks used for furniture, of base metal",0,0,0,0,0,23,20,3,3,0,,133,326,801,1012,1137,963,1366,2254,2105,1923,,901,955,1028,1044,808,1001,1398,1725,1443,1449
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",1,1,3,1,0,0,0,1,0,0,,89,101,82,149,102,83,62,36,13,41,,2096,2189,1878,2123,2524,2208,2208,2183,3015,3700
820240,Chainsaw blades of base metal,32,0,0,0,0,0,0,24,1,0,,35,31,71,53,12,7,15,29,101,22,,1328,2870,1820,926,1178,1261,814,1124,1547,2009
820110,"Spades and shovels, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,543,492,256,284,437,214,373,426,502,673,,707,758,947,679,815,818,660,890,984,1102
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,20,0,0,0,0,0,0,,554,130,482,216,261,2294,5550,2079,1703,4012,,1280,812,798,1116,604,1766,861,932,912,1182
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,0,0,0,,422,205,125,11,5,16,34,1,160,42,,1168,1778,1928,1372,1300,849,938,2101,860,1683
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",3,3,0,4,1,2,0,0,0,0,,8405,11238,6913,6943,2742,2192,3229,6581,18271,24536,,140172,170161,173290,123332,119558,152829,188962,148283,159678,234471
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,0,0,5,0,0,0,0,0,0,,438,375,258,259,230,257,639,172,218,137,,44,94,125,97,55,176,272,123,73,169
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",8,0,5,3,0,0,0,0,0,0,,3761,3986,4449,4371,3992,3905,3913,4891,4678,4939,,2370,3175,1755,1986,1616,2325,4448,2970,3297,2589
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",298,294,60,539,0,3,6,145,189,0,,17309,18963,21042,25760,23238,31417,30689,27028,29342,22000,,5775,8963,7637,8142,6833,6966,12305,9020,11369,8882
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,18,6,0,0,0,,0,0,0,0,0,2316,1486,556,829,1571,,0,0,0,0,0,336,646,608,299,594
843351,Combine harvester-threshers,39,1,0,45,0,0,12,9,0,0,,6881,27711,14022,12852,4133,4955,1971,1778,3223,2272,,19354,27266,22366,8357,17103,23087,21451,19020,39978,19847
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1103,996,1113,890,842,771,570,722,705,958,,1331,1381,1780,1711,1784,2606,2263,2059,1832,1717
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14746,23838,22218,16001,24995,,0,0,0,0,0,366,5,666,405,130
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",0,96,30,31,7,52,43,47,0,0,,17676,17327,18563,25708,22896,13415,15534,22745,26697,17725,,2277,4856,7616,5025,5887,5064,7102,16378,14639,19533
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",181,0,146,0,0,0,0,0,0,0,,2354,1560,1076,1490,2114,0,0,0,0,0,,3121,2653,5224,7456,12326,0,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",206,0,0,0,0,3,435,0,0,0,,2061,339,1654,772,1453,1567,2389,1724,871,1090,,11504,16411,19643,8903,10574,8061,20279,16475,5679,11167
845229,"Sewing machines, industrial type (excluding automatic units)",2,0,0,0,0,2,42,0,0,0,,44247,30058,25266,23876,17385,18551,15725,14527,10046,16219,,9247,10040,11406,11141,16168,15635,15358,11559,7485,10160
845240,"Furniture, bases and covers for sewing machines and parts thereof",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1287,1395,0,0,0,0,0,0,0,0
845410,Converters of a kind used in metallurgy or in metal foundries,0,3,0,0,0,0,0,0,0,0,,1495,686,5381,513,573,30,160,525,457,529,,780,479,1792,752,292,280,443,930,7,530
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,27,0,4,15,63,23,20,12,0,2,,0,0,0,0,0,0,51,24,65,72
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,42311,167177,0,0,147758,182593,,183417,317051,162372,137663,183532,65090,44310,176775,83225,91020
840220,Superheated water boilers,0,0,0,0,0,0,0,259,0,0,,297,145,2997,8233,10677,35,591,1037,3568,2729,,113,35,17,135,11,46,136,6763,51,100
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,5,0,0,0,0,0,0,0,,762,4,9372,9228,9149,8019,745,1899,0,1144,,3643,873,777,8101,1721,1864,386,1576,1210,4442
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,84,1009,925,337,166,451,846,1663,591,343,,5516,5931,4363,3730,2892,1809,231,167,1211,746
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,0,0,0,0,0,0,0,0,,10618,2826,5790,1102,3419,1709,1574,4600,581,8141,,1327,2501,684,613,1067,2641,1423,1374,8001,1407
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",0,0,0,0,3,0,0,0,3,0,,2106784,1947273,2027527,1839671,1750696,1628670,1326131,1481253,1863746,2736438,,633,86,73,142,351,1314,609,3121,3724,3010
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,0,0,29,0,,0,0,0,0,0,1761,1539,3193,7805,3853,,0,0,0,0,0,1710,1772,3164,2110,1696
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",213,130,0,0,6100,19,4415,2816,2495,0,,20957,16827,15046,14833,16686,26019,26394,16899,9293,17086,,6252,9894,6163,6287,16630,13559,14131,12245,10115,4871
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,21,18,22,0,27,12,7,0,,4940,909,1501,4870,4212,6117,3998,7406,4881,12474,,13829,11177,17401,16816,16484,15664,10174,10682,13216,58835
846596,"Splitting, slicing or paring machines, for working wood",12,6,58,153,6,0,0,0,0,0,,1255,1734,1088,1738,1069,1226,2596,3382,1390,1755,,5377,8100,8330,5095,5806,1239,2376,1780,2942,2198
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",0,0,0,0,0,5,0,0,0,0,,87,214,55,17,22,41,4,23,15,2,,3626,2921,3268,4246,4241,3694,2217,3239,3826,3029
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",0,0,0,0,0,0,0,0,0,0,,87,87,36,9,13,38,15,111,39,2,,514,367,435,568,431,528,319,317,269,391
847910,"Machinery for public works, building or the like, n.e.s.",6,0,0,201,0,0,0,0,0,0,,8714,5970,5839,7787,7280,5936,3925,4634,8034,3366,,11407,7996,7392,7689,5886,10478,8948,9790,9031,11512
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,0,0,0,0,0,0,,1182,1748,1450,281,343,129,304,250,119,187,,1843,2361,1860,3270,684,934,2183,3905,1353,3097
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",0,0,220,0,0,0,0,0,0,0,,3438,537,492,610,432,0,0,0,0,0,,199,340,1042,199,197,0,0,0,0,0
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,0,0,0,0,0,0,5,0,,6575,4876,4453,4382,4234,3593,4635,3054,1889,1058,,679,647,1283,2016,2979,2525,4730,4997,4320,4066
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,0,0,0,30,10,0,11,25,1,0,,73549,33677,62870,52036,43983,42610,33569,21229,17990,38771,,12013,13371,15751,8108,11662,22416,18485,11083,15355,15205
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",0,1,0,0,7,0,0,0,4,0,,7589,2885,1800,1795,1868,1685,2140,1288,1891,1639,,1684,1318,1060,1595,1210,1729,887,422,723,899
850231,"Generating sets, wind-powered",8,0,0,0,0,0,0,0,0,0,,16072,3655,8950,1754,604,562,14246,137,1260,81,,54249,52761,5883,15023,35406,1453,11708,172105,426791,817867
848710,Ships' or boats' propellers and blades therefor,1664,0,734,4036,1683,0,0,1,4,0,,41263,30383,30581,30530,24331,15369,18664,13105,10824,14537,,4042,4393,14068,11769,6840,7559,6131,5700,1865,1947
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,3,0,0,0,0,0,0,,1052,1039,587,342,227,148,203,80,87,177,,278,76,30,50,470,22,145,38,72,23
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,0,0,0,,2808,2211,2073,2137,3708,2809,1780,2252,1361,2949,,11965,8846,6653,6791,7649,9091,8581,6154,8696,9552
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,5,5,1,3,4,0,0,0,0,0,,4984,1427,1797,752,2207,0,0,0,0,0,,174,129,98,143,124,0,0,0,0,0
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,20,0,0,0,0,0,,1898,5436,16250,2723,2983,5577,10282,7626,7227,6629,,52,3260,4313,569,656,267,254,195,683,1803
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,1,5,0,0,1,0,0,,354,2094,298,173,691,2266,21,292,583,1217,,3998,6294,3265,1508,3482,3168,2959,3443,4247,6865
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,159,91,121,105,557,132,2,7,17,30,,0,0,0,0,0,0,0,0,3,0
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,3,7,12,248,2,5,2933,0,51,17,,0,6,0,0,0,1,0,4,3,43
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,63606,119551,73995,89810,110502,,0,0,0,0,0,1462,747,747,632,540
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,424,209,,0,0,0,0,0,160,0,492,36,347
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,70,57,76,48,65,72,46,23,108,0,,529,293,242,230,273,264,132,831,761,2651,,1148,2381,966,1337,1699,2290,1767,2725,2752,2353
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,272,0,0,0,0,0,3224,379,0,,2407,671,1723,1084,1025,1231,2953,10271,5292,7483,,89148,76891,65976,61637,41093,89626,250690,159395,61414,90460
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,482308,709433,939425,703974,1339762,,0,0,0,0,0,950,3533,7441,14330,30533
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,169,0,0,0,,220237,394114,532300,401863,335251,313045,188779,175039,119571,116185,,7032,8010,9115,7075,12990,13821,16224,23551,21748,54808
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",3,654,2,0,0,0,0,0,0,0,,41239,38764,32902,18252,19693,7059,4687,3725,3408,3188,,9359,8683,10771,17330,22319,19245,35622,39519,47145,55857
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,0,0,0,0,0,0,0,0,0,,2805,6241,2234,1741,2491,3668,3544,8372,4357,1554,,3,165,301,291,666,350,528,295,479,463
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,3173,384,83,1083,759,557,875,1276,531,3,,0,70,0,63,61,14,261,145,93,4
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,0,,367284,22599,38128,49715,11048,13559,20780,22575,3758,13103,,0,3929,0,4729,3161,5938,10748,33783,4075,14087
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,0,,4223,3188,3875,3314,3390,2822,1850,1800,1249,3151,,116,78,166,167,142,229,199,233,207,264
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,5,3,13,25,10,66,41,97,108,56,,824,1181,1037,881,946,988,907,1303,1157,2209
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,7797,885,2109,1919,1649,1422,1340,2161,9512,,0,4066,26887,26257,19448,17936,15538,14233,12886,14043
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,16,41,16,73,83,39,60,89,17,2,,170247,161204,177189,143352,149559,159651,155728,130777,156412,240697
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,2,11,322,293,185,287,,1934,1620,1831,653,525,559,431,474,523,816
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,844,688,1119,1265,1734,1115,856,568,748,639,,0,244,3920,2744,3788,3731,4362,6522,2077,2686
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,1,7,10,11,0,0,0,,7977,5940,8182,5693,4953,7980,3635,2946,2830,2490,,0,0,477,807,1129,2221,3119,4594,4952,5972
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,2,3,2,0,5,5,1,0,,1459,1289,725,526,646,403,220,436,719,1150,,0,71,676,542,511,520,611,675,617,293
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,1,0,1,0,0,0,0,0,,467,345,254,230,229,176,287,396,450,493,,413,528,407,713,64,113,295,37,40,18
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",9,1,3,1,2,1,0,0,0,0,,22867,29523,41831,48627,49265,35176,17393,26984,23247,22501,,104,77,269,107,189,2213,4305,1487,1574,1182
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,3,1,6,11,31,29,37,82,133,,24049,20003,28812,25560,18678,15300,11298,11068,107,116
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,478,124,164,167,234,225,309,279,294,336,,561,615,1104,955,1048,625,1177,845,1338,1488
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,6,7,8,0,3,0,,7,10,9,16,35,21,33,35,41,27
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,18,0,0,0,,19,14,17,15,20,101,16,9,75,64,,1319,1411,1808,2565,1323,1858,1915,2048,1833,1860
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,2,0,0,0,0,1,97,,8,2,2,0,1,4,31,31,57,89
200892,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1760,1101,0,0,0,0,0,0,0,0
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,1,1,0,2,5,3,0,0,,45,71,437,179,238,207,161,193,284,248,,117057,131093,129581,135791,150017,167886,189667,182127,184598,228632
220870,Liqueurs and cordials,14,7,4,4,10,0,0,10,7,0,,1340,1939,14082,17994,18297,16806,17324,29489,50069,81200,,5342,5310,6826,5250,6383,6754,7685,9158,11912,14158
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,9,0,0,0,0,0,0,0,,646,702,1554,1885,1932,1532,783,108,87,1304,,44490,43962,39321,34833,18778,8410,5356,8517,8192,9721
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,170,1109,1244,1059,978,908,734,746,1347,167,,960,2554,1357,1691,705,488,436,127,360,800
251310,Pumice stone,5,0,39,14,0,0,86,34,0,0,,528,472,418,128,169,166,512,737,825,1166,,815,747,820,777,1086,1207,1378,1380,1056,1431
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,75,777,671,849,177,364,185,82,115,36,,3440,5414,10681,11148,12360,10547,10607,9969,6645,9010
252010,Gypsum; anhydrite,0,5,0,5,0,0,0,7,0,0,,1056,2333,2348,4961,4240,4125,4119,4166,3204,3918,,2177,2014,7332,7598,5571,4651,4497,9068,8328,9192
283324,Sulphates of nickel,0,142,0,54,3,2,0,0,0,0,,891,1044,1375,3686,3064,3392,11492,61292,84868,209636,,14110,15251,15321,12108,7770,7861,9599,8942,8423,12368
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,4,0,1,0,0,0,1,0,0,0,,2939,2928,2837,2609,2240,2727,2755,2670,1502,2228
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,1,0,,130332,124430,116662,75586,70847,92093,100976,86741,55968,73488,,692,20,231,185,107,23,5,5,7,1
290241,O-Xylene,0,0,5095,0,1,3,3216,25023,4579,0,,139683,96092,81827,0,5253,37465,16593,60679,31727,30604,,79,2889,29145,27552,40157,62350,72054,80701,53430,57800
290244,Mixed xylene isomers,2,6,0,3,0,751,0,0,0,0,,621422,497647,336366,124685,22726,13667,28436,546,598,764,,141,50,55,60,49,815,91,74,108,61
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,67,122,111,85,21,61,116,73,95,90,,33,50,321,1,1,2,2,2,3,2
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,97,4,1,7,1,1,,832,1137,623,739,587,649,618,370,741,1162
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,291,0,0,221,0,0,0,0,0,,48,47,21,6,61,178,185,154,154,257,,13305,14099,14752,10334,9078,11508,12309,10583,8060,26147
290359,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-hexachlorocyclohexane ...",14,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,21797,15366,0,0,0,0,0,0,0,0
290361,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,575,620,0,0,0,0,0,0,0,0
290375,Dichloropentafluoropropanes,0,0,0,0,0,0,0,0,0,0,,0,8,0,8,0,0,0,0,0,0,,0,0,47,8,4,0,14,6,0,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,96,61,122,1,1,2,2
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,8,66,62,186,21,1,1,0,2,2,,39,2,5,10,1,21,7,21,2,2
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,69,112,46,59,48,201,245,124,12,0,,408,218,313,154,243,198,419,116,64,95
280511,Sodium,0,0,0,0,0,1,0,0,0,0,,594,31,42,1,1,3,4,3,2,25,,468,412,238,384,399,68,304,906,888,54
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",14,93,270,140,67,31,74,22,0,0,,741,1550,1657,1805,2597,2989,3397,2703,4749,5568,,18112,17479,19485,17171,16720,18600,22001,21999,21680,26522
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,107,127,97,209,198
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,0,4,1,3,5,4,0,3,0,,10091,9738,9321,8073,6112,2811,3142,2811,1048,1205
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,15,36,42,29,46,35,43,101
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,176,5,0,0,67,531,0,0,0,,0,0,0,111,3,70,0,0,964,7434
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,5122,2614,0,0,174,,21,25,7,0,47571,26277,12136,47571,143022,325074
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,31,27,0,0,0,0,0,0,0,0,,1,1,400,40,0,8,0,43,25,0
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,21,188,161,135,174
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,948,2243,5355,5244,6662,6288,8092,8004,4112,4634,,0,0,0,0,1,0,2,6,13,22
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,362,413,323,412,159,116,243,708,853,2345,,14863,19715,24666,20298,17356,24501,29142,19470,13404,39154
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,6,0,0,0,0,,247,354,337,126,52,204,81,129,99,87,,74,45,38,38,43,61,129,193,143,116
80510,Fresh or dried oranges,3,0,0,0,0,0,0,0,0,0,,51,2,9,4,30,17,23,10,34,98,,10197,9445,9752,9525,18925,20064,12996,18409,13647,15760
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,55,61,82,122,122,111,130,210,296,142,,0,1,60,46,0,0,0,0,0,2
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,5,0,2,1,1,,17,28,8,10,31,19,18,22,11,8
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,8,83,16,39,132,198,241,187,,647,2203,1688,531,774,556,458,388,695,851
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,0,0,,27,2,4,41,24,4,5,1,16,332,,17043,18623,18256,19027,20746,20162,14439,18117,21061,20723
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,0,0,0,0,0,0,0,0,,76,44,0,4,9,1,3,0,2,5,,365,81,0,1,3,22,3,9,8,18
30382,"Frozen rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,126,145,173,230,169,415,871,446,400,1137,,0,0,0,0,5,0,0,0,0,0
30449,"Fresh or chilled fillets of fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,27284,24106,20034,18156,20278,18880,18273,16551,12366,11650,,0,8,476,583,917,873,982,1697,1975,1722
30452,"Fresh or chilled meat, whether or not minced, of salmonidae (excluding fillets)",0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,,0,0,2,0,4,2,1,0,0,0
30461,"Frozen fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,78,61,0,15,142,36,0,0,0,,0,0,376,62,832,596,468,780,2109,1379
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,4,2,0,2,13,0,0,0,8,51,,0,108,408,536,727,385,451,438,533,435
