Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
70310,Fresh or chilled onions and shallots,1,3,16,2,3,2,2,1,2,3,,294698,600886,322148,423388,382394,423335,420448,367328,346640,449457,,7345,5362,6513,3488,3503,3750,3181,4291,2794,2158
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",14,2,5,4,3,0,0,3,3,3,,3081,6671,8098,624,865,600,837,721,4641,8971,,708,484,373,216,212,602,420,354,283,205
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,0,0,0,8,9,0,3,,9637,6851,3221,10244,3820,6588,500,95,269,110,,661,1767,1476,1570,313,358,248,192,395,481
282560,Germanium oxides and zirconium dioxide,0,0,53,102,217,57,0,26,22,3,,376,96,925,259,407,583,1609,497,1212,807,,361,323,414,284,458,616,472,641,607,414
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,24,0,0,27,0,14,57,3,,617,621,777,1778,130,298,46,317,157,119,,855,908,816,681,717,1125,700,739,611,460
81310,Dried apricots,0,0,0,0,0,1,0,0,0,3,,13,74,44,22,56,147,218,232,101,183,,15741,13693,16120,21300,14488,13656,13988,11040,14332,12324
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",46,0,0,0,0,12,3,2,5,3,,488,3060,440,368,983,1404,1144,1215,1615,1812,,4262,3179,5142,4311,4029,6845,7963,4838,3216,4739
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",119,176,19,46,25,22,25,20,0,3,,46695,53701,53996,56848,73575,242645,794088,526141,291916,244813,,63947,84162,98422,79581,74446,74198,85118,65197,62269,89015
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",8,0,0,0,0,0,0,2,2,3,,41,899,304,162,972,1616,2568,3562,4995,6258,,2369,2570,4075,2779,2953,3294,4018,3323,3419,3563
902213,Apparatus based on the use of X-rays for dental uses,0,0,6,0,0,5,4,0,0,3,,405,856,1253,1386,1550,722,654,1790,1043,1120,,17403,13187,14642,16675,16817,13751,17138,15518,14622,19795
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",1,0,0,0,3,3,4,6,5,3,,1963,1647,7683,3153,1188,1161,1847,1464,961,1148,,2915,2668,2680,2317,2448,2427,2801,2543,2048,2701
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",15,0,19,9,2,1,2,0,0,3,,173,40,120,137,502,111,239,483,67,240,,2066,1143,1337,1284,891,745,1409,1178,840,1084
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",0,18,44,30,28,11,16,94,14,3,,5911,7580,5274,5908,26404,54941,57017,48793,34950,58939,,12017,14784,12480,10818,10160,9740,11002,12103,11341,16128
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",4,2,3,5,0,3,3,3,0,3,,2739,4850,5361,2572,2278,9524,2183,6397,3665,7832,,900,1278,1164,1536,1321,1498,2337,2511,1970,2656
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",17,41,61,16,5,0,8,3,0,3,,3,170,58,48,468,60,82,261,240,175,,5915,6661,6569,8047,7352,10218,12504,11304,9088,13908
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",3,8,11,14,15,15,13,2,4,3,,264,277,580,768,523,528,408,326,189,227,,1650,1315,1037,956,715,765,717,583,128,350
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,10,4,0,0,0,0,0,0,3,,1632,2870,3014,3337,4447,1116,2257,2307,1183,3291,,17276,15628,17942,21591,27588,35037,39936,39666,57824,103953
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,8,0,3,,890,2123,2982,2210,3261,3629,3801,5166,5452,7880,,215,179,260,585,208,351,384,268,541,2771
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",5,0,0,0,239,64,0,0,0,3,,12132,11606,10015,7508,5299,6358,7649,7551,5398,7460,,2339,1797,1431,1447,2002,1028,1561,2720,1811,1979
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",0,0,11,0,100,88,0,0,5,3,,204,138,83,1407,1233,1726,2949,2904,2391,3010,,14309,12698,13245,13591,14965,12451,14984,16312,17865,17932
850120,"Universal AC-DC motors of an output > 37,5 W",13,29,151,90,72,34,38,34,8,3,,815,531,585,760,1260,862,1160,1356,2495,4502,,5882,4736,4941,4414,4816,5586,5587,5648,5131,5170
110430,"Germ of cereals, whole, rolled, flaked or ground",0,11,0,3,0,3,9,1,2,3,,342,1436,1167,2095,1431,1367,838,858,826,740,,58,101,48,41,9,52,30,2,2,6
120300,Copra,0,0,0,1,4,0,0,0,0,3,,18898,13840,15102,2001,16827,8506,4664,5061,4457,13147,,0,0,9,330,143,258,294,1371,212,3
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,3,0,1,0,0,0,2,3,3,,468,715,631,556,960,478,979,818,552,1138,,80,61,26,45,41,47,3,29,19,98
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",19,15,1,1,1,0,17,5,0,3,,225,64,88,170,100,91,134,171,129,190,,1517,2680,4025,2296,2091,1627,2216,1816,1283,1867
291450,Ketone-phenols and ketones with other oxygen function,196,707,67,2,19,7,3,5,9,3,,25376,27083,28432,18021,18974,23357,32167,55992,65555,58526,,2665,3621,2825,2727,3431,2302,3119,3593,2408,3167
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",0,12,0,82,4,0,0,61,0,3,,9671,9314,8140,7283,7893,9624,9866,8886,5296,8067,,21759,12847,9459,8856,8298,9359,9425,9258,9636,13107
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",0,0,32,0,0,0,0,2,0,3,,3163,2491,1231,1857,1728,1241,1477,1217,766,1507,,7506,7201,5240,5531,3774,5148,3686,5598,4659,4223
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,37,0,0,3,,0,0,0,0,0,254,812,554,929,1375,,0,0,0,0,0,36380,36954,36935,45208,62046
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",2759,612,35,298,0,0,19,0,12,3,,137515,68850,64999,38354,36365,105009,69528,64958,30361,36460,,91788,68091,177706,91532,55831,68070,137536,19109,18321,32046
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,0,0,0,0,0,0,0,0,3,,669,1703,1253,922,935,355,760,1272,796,166,,39,154,227,147,73,48,60,74,120,41
611212,"Track-suits of synthetic fibres, knitted or crocheted",5,2,7,14,25,54,1,6,1,3,,3813,2959,3148,2619,1556,2107,1786,1968,1540,5729,,1325,1768,2440,1675,2250,2388,1501,1990,2839,3756
911490,"Clock or watch parts, n.e.s.",9,5,3,8,1,10,5,9,5,3,,6220,3421,7995,13373,9623,9479,12001,7686,5598,9758,,4615,5559,4387,3541,2851,2386,2965,3042,2572,3127
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",9,1,5,0,15,3,2,3,14,3,,278,172,1004,242,147,105,5978,2590,377,637,,1899,2062,1931,1937,1798,1851,1924,2160,2175,4718
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,27,0,755,11060,10494,,0,0,0,0,0,1389,493,889,1407,503
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,2,0,0,4,6,0,9,6,3,,10187,38090,57538,77586,83457,90382,98873,112388,83024,102090,,1031,571,518,472,1053,524,331,1960,2395,2423
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",3,1,1,12,28,43,1,3,1,3,,682,478,591,394,492,1223,409,325,472,624,,10358,11312,14933,16863,17467,13472,14068,15439,20078,28379
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",2,7,3,0,0,0,0,8,3,3,,3368,4364,3487,3773,4610,6264,6136,4202,3589,4214,,358,419,446,368,292,226,199,168,485,197
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",3,0,1,0,2,4,1,4,50,3,,445,1320,1695,1689,716,911,819,631,705,697,,105,61,78,42,29,29,48,49,114,75
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",6,5,0,0,0,5,0,2,4,3,,230,267,596,533,271,1228,1072,907,566,1078,,61,47,29,33,54,44,7,29,38,10
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",3,0,2,0,11,1,7,0,0,3,,3697,2881,2265,3729,3333,1835,3725,1706,1164,993,,746,440,902,540,1027,740,709,1428,2990,1657
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",8,9,3,1,1,0,1,7,4,3,,5842,9441,9301,12334,12672,26897,45559,45477,41380,50573,,4101,3882,4013,3204,3458,3139,4183,3607,3274,4322
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",0,0,0,0,0,0,0,11,0,3,,468,436,349,151,236,172,215,271,283,172,,2053,1974,1525,861,817,1308,1350,1570,863,887
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",60,36,20,38,61,46,60,16,78,3,,1771,1381,2049,383,459,380,744,722,509,886,,717,855,1299,1043,696,1135,1389,419,780,602
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,0,0,0,0,1,0,2,3,,1843,1808,6478,3032,2370,2185,4377,5240,9206,9988,,2517,1874,1428,945,696,1647,1939,2465,2170,1618
210330,"Mustard flour and meal, whether or not prepared, and mustard",9,34,74,25,5,1,7,4,9,3,,13,23,30,14,31,29,25,611,154,39,,6746,7536,7878,6488,7161,7375,7622,6194,7011,6983
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",51,11,8,2,386,7,1,0,0,3,,11788,14318,21540,12438,12716,7054,2133,1954,1701,1897,,42030,31770,35790,30225,22062,19454,21605,12865,18630,29946
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,1,4,30,2,3,0,0,0,3,,513,447,206,217,135,58,233,1114,1860,3117,,716,1126,1573,1834,645,751,539,400,731,2310
252330,Aluminous cement,34,151,103,59,0,1,0,0,0,3,,714,963,554,503,485,482,187,169,102,202,,7476,7908,7176,5523,5908,6628,7406,6927,7569,8945
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,11,5,2,2,31,0,29,0,3,,617,411,765,825,68,500,198,301,320,709,,66109,49806,36443,39371,46266,46751,39746,45081,42186,42951
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",1,151,278,143,216,126,259,67,0,3,,34567,48502,67142,64114,70820,73018,95834,104061,107899,143962,,1562,1188,2744,1954,1781,1299,1414,808,941,1297
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",3,0,0,1,0,0,0,5,5,3,,871,1308,1130,2418,505,797,1946,2991,1445,431,,701,984,771,592,589,537,598,580,487,528
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",31,10,24,23,8,0,2,3,0,3,,3689,2043,2172,1945,1141,3616,7266,5273,4392,7147,,2140,878,816,737,744,624,694,801,779,692
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,3,0,0,0,3,,480,1524,1474,1858,1841,1375,824,418,1155,1406,,9464,8819,6766,6839,8346,7893,9021,10500,9415,10628
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",0,0,0,2,0,0,0,0,0,3,,4034,3304,2757,2102,6204,11034,12444,10257,2033,1440,,1603,13719,2019,1219,775,781,1114,1020,803,872
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",5,16,7,10,5,1,5,5,7,3,,477,734,473,444,417,321,170,170,125,230,,2173,1963,1918,1832,1841,1645,1314,1119,655,949
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,153,2,0,,0,0,0,0,0,13,11,30,46,79
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",144,63,47,53,44,3,1,0,2,3,,6488,6250,7545,7564,7551,12418,7086,11796,12121,17352,,220,73,84,79,99,40,35,47,41,65
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",4,0,4,0,0,0,0,5,0,3,,60,26,268,170,71,197,764,1284,970,1082,,7774,3690,3074,2235,1951,1881,1675,1503,1571,1855
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,2,2,9,3,,87,127,51,323,265,119,91,52,134,152,,4025,3461,3656,2707,2951,2319,1935,1272,1805,1409
283311,Disodium sulphate,0,0,7,2,0,3,13,6,3,3,,222,586,882,3727,9163,9577,11853,13341,12042,17560,,1260,1909,1083,935,635,829,1511,765,1286,1511
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,3,,27,55,4,38,85,189,98,198,258,345,,1261,863,682,1058,813,1276,1155,1102,1084,1286
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,3,15,95,45,2,0,3,,1423,1381,684,1141,369,916,364,684,425,574,,1153,1390,1552,1664,1511,6193,3006,587,907,590
80420,Fresh or dried figs,0,0,0,0,0,1,1,2,2,3,,59,383,111,166,471,786,755,922,631,738,,5696,5981,7819,8767,8240,8062,8111,7615,6556,6727
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",1,1,0,0,1,0,0,0,0,3,,11323,8823,6112,9713,10148,12089,16341,20249,17988,18098,,1166,1103,967,666,1002,1223,1205,1831,1872,1622
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",0,9,15,5,18,63,8,4,1,3,,3032,1674,4060,5569,5843,9372,11571,10626,5045,7682,,106132,95960,107243,127179,121835,135325,136261,130733,83026,109191
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",348,0,0,0,0,0,0,0,0,2,,2349,3588,3309,3417,2418,4627,5266,11146,8506,15508,,1605,2072,1219,676,249,268,266,390,336,1053
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,33,0,44,354,0,0,0,1,2,,22257,33473,13283,10263,9394,7188,8374,7953,1804,3529,,18590,12361,9949,5040,4889,5780,9332,6369,7107,6297
284610,Cerium compounds,11,21,2,0,0,6,3,0,2,2,,948,238,154,119,163,1379,1919,2584,2428,1763,,955,73,194,29,80,73,54,389,96,31
240210,"Cigars, cheroots and cigarillos containing tobacco",0,13,4,23,0,11,0,0,0,2,,857,1301,833,947,1058,872,880,1037,1202,1092,,15825,31376,21058,20814,16431,17694,15339,16969,15764,15082
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),27,22,17,5,6,13,48,13,4,2,,10041,7407,6737,9608,7432,5785,8233,7578,8259,15134,,1529,1637,2792,1266,1407,1504,2316,2595,3087,3975
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,2,1,4,1,3,8,12,2,,6530,11062,6603,6385,5165,10967,18301,18376,22817,29233,,2926,1774,2155,2477,2834,3185,3048,1743,2051,2065
293941,Ephedrine and its salts,0,0,0,2,0,0,3,1,2,2,,3523,3547,5379,2674,3027,2538,2194,3318,3418,2823,,2,0,0,2,41,0,50,2,2,13
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,1,3,1,0,0,2,,793,465,455,454,662,632,947,739,630,580,,1851,2046,2279,5403,2957,2097,2050,2975,4488,4373
843410,Milking machines,0,0,0,0,0,0,0,0,0,2,,503,272,1930,288,352,699,545,865,492,1722,,2792,4438,3817,3033,2074,1755,2247,3867,2336,2533
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",0,0,0,0,8,4,0,0,0,2,,4248,6545,1942,3126,2464,2913,3612,4080,1855,3455,,2960,2452,939,778,262,878,1326,873,1410,1134
100810,Buckwheat,0,7,2,0,0,0,3,0,4,2,,255,2664,2997,1694,854,622,388,1957,1380,420,,774,765,959,1200,913,569,730,613,652,743
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,1,4,16,0,0,0,2,,834,1480,1730,1074,3144,2234,499,894,1044,2993,,2488,1266,932,827,994,791,1799,1301,1601,1333
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,144,0,0,0,2,,6877,6718,6361,4023,1873,3351,1713,1093,1110,1664,,4311,4940,6972,5847,4771,6324,5183,7066,8845,4979
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",4,0,3,0,0,0,4,4,11,2,,2072,1629,1895,1685,2800,4577,3548,4492,3788,4028,,5,5,3,65,64,36,56,49,37,116
71450,"Yautia """"Xanthosoma spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",1,0,8,9,7,9,9,13,13,2,,,,,,,,,,,,,10,1,11,10,10,48,33,55,29,27
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,2,,1452,3633,4865,3903,1275,1110,1218,1256,2077,2225,,37,103,262,131,250,95,132,63,197,109
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,433,224,81,1,0,0,0,0,1,2,,1815,2079,591,122,97,70,66,45,1133,1058,,832,466,387,298,246,258,241,95,273,255
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",0,6,1,17,10,0,3,0,9,2,,13316,14198,9402,8431,8826,13352,11691,13339,8222,10319,,7396,6010,2708,3425,11623,3818,4798,2730,2829,4437
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",0,0,5,0,79,14,2,52,0,2,,5764,6048,4938,1885,3257,3759,2693,2816,3227,2602,,4323,6243,2539,3024,2152,2099,2589,2324,2610,2400
848010,Moulding boxes for metal foundry,0,26,0,0,0,22,11,0,0,2,,2017,1202,1335,1643,1261,1218,1734,1409,1129,1019,,1249,876,693,448,412,959,687,1064,1358,443
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",9,7,13,5,4,51,40,0,0,2,,722,954,11792,22861,23783,37261,43349,45553,37146,51253,,28871,24042,18668,19644,34737,56794,68138,35585,6743,2560
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,80,21,0,0,0,0,30,279,0,2,,73,5,0,0,0,7,10,1,9,2,,4317,5343,6033,5692,5155,5530,6412,4182,2229,3467
282751,Bromides of sodium or of potassium,3,0,369,9,4,20,197,332,233,2,,945,1529,2984,5153,4108,7427,7582,11692,8049,10788,,3983,1638,4910,7822,3720,3032,4794,4508,12609,5331
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,0,0,153,85,119,0,2,,41495,40768,35073,28421,29135,34308,31417,30157,19202,21906,,294,163,102,201,155,1201,399,627,350,77
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",17,4,13,4,0,2,10,11,17,2,,208,210,194,208,175,172,139,161,346,300,,194,126,314,644,335,499,686,1181,738,1179
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,4,7,0,3,4,4,2,,778,622,725,542,300,395,371,155,240,470,,718,911,450,17,52,16,3,18,5,30
732410,"Sinks and washbasins, of stainless steel",39,25,2,6,6,5,0,0,2,2,,2102,3314,3960,3888,3395,3703,3406,3177,4372,6388,,40643,45735,49816,50041,47639,49225,51381,42414,43947,54834
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),0,0,0,6,0,9,0,0,0,2,,723,1329,345,743,1018,1701,3655,4568,4160,3458,,6081,5539,10413,10745,10422,6515,7876,7777,6986,3951
842810,Lifts and skip hoists,0,0,26,0,11,94,169,84,0,2,,7377,7688,8321,8088,13878,9335,13006,13441,17690,55395,,136608,134078,149073,160040,159231,158768,182016,171120,164120,177611
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,0,0,0,0,0,2,0,0,2,,7903,12047,9518,7485,7550,8629,8888,8092,5585,10448,,65,99,258,12,37,47,23,19,31,55
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",0,0,0,0,0,0,0,2,0,2,,871,817,1081,1162,1769,3530,29116,30959,16658,24319,,1277,1335,2487,2866,4135,12955,10763,7284,2559,1938
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",23,3,1,1,2,10,4,1,2,2,,431,409,557,429,280,489,577,1062,960,1716,,14040,10032,11392,11033,11971,12719,10409,9785,8982,17322
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,5,0,8,1,0,0,0,2,,1793,3799,1458,2034,1672,2004,1679,16215,8495,6469,,25,31,12,34,11,7,20,5,1,40
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,1,0,0,1,0,1,1,2,,2366,2635,2059,1755,1833,2492,5092,5685,4182,6953,,359,481,387,357,479,508,279,468,309,330
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",0,0,0,0,1,0,0,0,0,2,,7,283,13,35,61,175,131,313,204,340,,3638,6891,6718,5846,6642,7592,7196,5393,9638,14440
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,191,566,1417,1885,4192,,0,0,0,0,0,24693,53693,75789,124605,198585
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,2,,23817,1775,129,298,156,11574,10083,434,114,365,,406,1018,2,0,22,0,237,0,251,98
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,1,12,25,1,2,,87,133,53,109,98,92,186,115,160,373,,5953,6298,4572,4193,5692,5191,3482,2059,1883,3023
282710,Ammonium chloride,0,0,154,0,0,1,1,2,3,2,,6952,1893,735,732,1067,2015,3729,3503,1518,3094,,1382,751,663,563,487,569,1039,994,807,1229
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,1,0,1,5,5,3,3,2,,29672,21035,3680,6422,1016,252,466,1799,1684,4570,,17744,14668,15935,15006,14431,14894,18789,13891,15279,20978
283421,Nitrate of potassium,0,2,1,2,3,1,3,2,2,2,,1454,1795,2589,2689,3155,2764,2112,2584,2170,2471,,12816,10299,11506,11222,15831,16674,8219,12956,20546,14755
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",2,6,0,1,0,0,0,0,1,2,,777,471,485,235,478,749,1316,2780,2377,2097,,5735,9473,9599,8617,6847,11493,12888,13722,13577,22214
910511,"Alarm clocks, electrically operated",0,0,0,0,0,0,0,2,7,2,,991,1026,1304,883,632,402,358,529,296,259,,2342,2800,2022,2305,1924,3409,2223,2484,2206,4009
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",0,26,2,8,2,16,2,7,1,2,,1533,1594,2654,3885,3271,476,625,2236,1127,1106,,21153,24350,32351,34486,40910,47593,50501,35134,13478,30500
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",0,0,6,0,6,9,0,1,1,2,,1520,2026,1838,1339,1474,1666,2215,2512,2627,2124,,1419,881,802,762,910,889,805,1078,1816,1134
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",3,7,7,0,2,2,1,1,2,2,,421,996,637,1353,738,502,395,522,400,581,,308,732,322,749,523,244,148,6127,3390,915
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",1991,1975,1856,2277,1354,1108,0,15,15,2,,22044,24367,25881,25288,21547,29151,26728,24299,18281,28082,,2374,2557,2821,3260,2183,1785,842,621,1221,1043
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,2,0,2,1,2,,565,3651,4672,3451,4296,5435,5339,3741,6778,9757,,165,70,0,40,111,159,269,149,113,252
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,1,0,1,0,0,11,1,0,2,,213,179,335,960,633,3619,1072,1034,1081,1566,,157,110,104,100,100,99,59,86,51,84
841610,Furnace burners for liquid fuel,0,0,3,0,0,0,0,7,13,2,,2149,2326,1299,2121,1653,2675,2811,1393,3853,4726,,728,6818,647,1911,3983,361,566,420,492,859
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",0,0,0,3,0,0,0,0,0,2,,325,536,334,76,460,7142,77,44,74,966,,8551,3706,5381,4303,2185,6031,8279,8000,7690,7785
841420,Hand-operated or foot-operated air pumps,0,2,1,0,14,6,9,4,2,2,,2157,2376,2631,2954,2510,2620,3785,8634,3655,3620,,8049,7121,7407,6814,6467,5523,5643,5465,6032,7771
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,0,0,0,7,1,0,4,0,0,2,,536,660,464,536,554,922,1528,1640,1367,1486,,3691,980,972,2069,801,1601,1238,1800,1139,1145
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",0,0,0,0,1,0,0,4,0,2,,1939,2566,1770,992,951,288,337,125,281,277,,3056,3541,2896,4085,9678,6669,4425,2800,1659,3371
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",9,2,58,24,2,2,2,1,0,2,,1134,803,781,562,770,601,740,850,316,416,,1582,1494,1243,977,683,913,1231,581,2182,3330
871500,"Baby carriages and parts thereof, n.e.s.",0,0,0,0,0,2,1,0,0,2,,131,265,255,155,103,201,371,511,409,221,,42356,43918,42530,45901,51670,51066,45889,44231,47865,53081
100490,Oats (excluding seed for sowing),0,0,0,0,9,0,0,3,0,2,,0,35,41,71,128,158,53,85,65,92,,4,0,35,2,9,40,13,27,79,10
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",3,0,50,317,109,4,4,1,1,2,,4102,5730,5678,6440,6757,8561,10654,9743,10346,12275,,865,707,870,1196,945,2119,992,851,1132,1870
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",0,0,0,0,0,0,0,0,0,2,,128,22,82,205,114,20,32,37,64,53,,920,807,1135,1036,815,705,606,497,515,573
