Product code,Product label,Saudi Arabia's imports from India-Value in 2012,Saudi Arabia's imports from India-Value in 2013,Saudi Arabia's imports from India-Value in 2014,Saudi Arabia's imports from India-Value in 2015,Saudi Arabia's imports from India-Value in 2016,Saudi Arabia's imports from India-Value in 2017,Saudi Arabia's imports from India-Value in 2018,Saudi Arabia's imports from India-Value in 2019,Saudi Arabia's imports from India-Value in 2020,Saudi Arabia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",14761,23961,15791,22295,5070,6693,89940,47434,9484,9398,,11308,4902,4929,6446,5875,5661,5422,6089,5526,6102,,29181,41312,24911,27837,6809,12105,112145,80193,27785,27387
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",842,466,163,188,0,337,992,300,4941,9349,,26192,68367,53576,45032,174062,272869,117765,85671,57520,473312,,11023,16747,9159,9064,5229,6864,9870,15796,30184,46101
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",12685,7841,7376,11330,11277,13402,14438,11123,6068,9347,,257563,332334,337367,340597,268940,329364,421459,484317,415188,486798,,211814,247330,234308,260205,206929,300976,344304,266289,121955,178563
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",54,521,296,1176,1203,2589,3258,5740,7299,9322,,148808,157876,150637,142954,132694,130002,145101,181500,128781,178887,,6786,11575,11983,17987,13153,14974,14957,21902,19661,29178
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",1145,178,541,1667,709,2210,3157,5372,6876,9303,,105362,123070,125365,113486,109008,113730,112665,130516,103481,135735,,2207,1904,3528,7163,5161,7710,16132,31939,43494,52864
870120,Road tractors for semi-trailers,0,0,0,0,0,83,0,14176,4949,9084,,14512,19315,28504,40663,52293,52337,83982,40357,9055,32265,,105011,71711,65724,66785,46337,27070,32139,207501,304441,196335
841391,"Parts of pumps for liquids, n.e.s.",4188,7453,5799,6151,6258,7500,7334,10753,12586,9062,,194290,262948,290885,264827,245696,366397,358393,378309,304760,467010,,256933,311179,331309,333002,279838,261359,299797,363901,365105,259167
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",11813,7777,8840,8789,8461,8072,8567,8770,5853,9010,,78573,107120,93201,97390,103475,122951,134623,131049,112316,126037,,164165,148128,175363,215085,192677,168488,155093,170399,142611,164412
80310,Fresh or dried plantains,1609,2119,3631,6765,5963,4670,3996,4578,6420,8844,,0,206,98,607,512,542,231,427,595,1233,,62060,58884,65772,85957,118636,122849,79486,62100,127260,181633
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",1561,2934,5335,3600,2676,1446,1127,1277,2477,8780,,276036,156849,158866,217638,261856,317749,287146,243868,196684,855186,,10324,16947,20299,9042,7006,5077,5689,7085,8440,16791
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,1172,557,108,404,926,1236,4274,8744,,37377,31989,34328,23723,19295,16670,14179,18079,18539,21442,,230,115,1785,1401,991,2026,6897,2894,17585,28793
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",6859,9021,6914,6811,8142,11365,11336,9236,7049,8679,,183799,346901,180315,172948,144777,143636,237801,106567,140663,89101,,33791,38186,33716,40928,54548,63524,50843,42160,40233,46778
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",8283,10173,9568,13892,12062,10977,6152,8138,7605,8604,,123317,130861,108733,135245,128998,107230,80094,86852,122670,138754,,65445,66154,74200,83425,94134,97343,92390,94008,100799,97251
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",3199,5986,3846,5159,5624,5249,4234,6399,5327,8454,,12810,18386,18969,22460,58832,88275,108990,118490,110160,152368,,52254,59405,60783,64688,44572,41956,37771,54714,67942,57928
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",1479,1934,1759,2037,891,976,665,1668,5539,8418,,14754,16864,22836,20042,23506,28939,33604,45514,41632,56813,,55974,60120,102470,49508,24160,11716,10391,20894,25699,33729
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",1733,2318,2134,3175,2945,3727,2839,4446,5089,8364,,210498,262717,274855,254690,219272,233175,291084,276264,290954,467264,,44877,35424,35894,32163,28639,28462,28542,25700,22870,24152
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",1229,3160,5297,4551,4946,8869,8989,7449,6245,8305,,107270,134525,160308,145314,138669,140539,145636,149930,141510,198837,,7114,12761,13435,10410,9122,10562,11690,12675,9668,11835
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",7362,4225,4201,8451,10062,6719,5615,5591,6617,8234,,179488,262132,321688,317972,352001,330304,376453,431216,429857,429429,,263969,302788,343169,391304,310939,235780,203239,239217,202429,197026
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",2086,6365,2370,3073,5649,5570,4299,6596,6172,8099,,3034,5701,5340,4675,5650,7092,8860,10129,10016,10949,,44433,58957,53909,56176,47583,51416,48428,70238,43144,37550
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",0,814,80,0,48,39,78,51,799,8093,,2823,3658,13152,2032,1584,28817,23865,31539,25847,269046,,8195,3140,24465,34518,16019,4712,5024,13198,15786,20757
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",115033,5164,0,2843,56109,129845,8158,14760,40330,7837,,1291417,710702,534420,552772,497569,609704,349560,472111,563787,298724,,474919,53777,14922,38723,96506,197933,65428,51118,201040,51194
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,82,0,0,0,7777,,519,1,0,4,102,190,261,125,127,88,,22079,22637,32074,11397,5805,267,408,563,371,40075
90931,"Cumin seeds, neither crushed nor ground",3362,5453,4537,4349,2907,4144,6662,6253,6812,7769,,0,248493,288353,220316,274773,336139,416654,450079,504935,448845,,3587,9799,8394,11633,10454,13439,15350,15427,16449,14876
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",13578,14912,10372,12984,4626,3283,6729,2356,782,7628,,24878,26222,18871,20542,24967,27800,43216,38006,65574,84688,,21278,18993,12833,14990,7016,4361,7574,2663,785,7745
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,0,0,0,7516,,0,0,0,0,0,486921,693075,669986,739012,1111596,,0,0,0,0,0,0,0,0,0,12443
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,4927,6044,6751,5905,6693,8949,7243,6481,6421,7456,,535238,621166,613988,573343,570918,651621,710365,755570,723895,987642,,42582,33710,38164,36944,32654,37020,36987,34937,23187,25016
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,233,0,686,1588,3213,1923,7390,,102348,123263,124306,52969,120633,464458,320177,479444,323475,970088,,49004,40091,35653,52001,38815,27478,12079,14242,33062,41306
854511,"Electrodes of graphite or other carbon, for electric furnaces",9851,8067,9534,11914,2955,4298,7688,12543,4591,7387,,283079,396523,283781,180015,120829,275857,1075429,517198,185106,237235,,43120,46700,36851,31350,10069,18519,81335,78699,35307,26579
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,24752,6554,894,255,110,0,54,592,7466,7353,,17536,42577,21810,25710,15692,11240,8654,11612,12414,15380,,545908,207253,124069,135625,32288,53065,85839,61624,54247,52071
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",12650,10247,7356,8300,7367,10965,12535,13440,6809,7350,,74701,55487,70279,71027,93755,85153,103487,130851,121678,198329,,165834,157887,114291,134214,97804,96899,98574,111275,60155,65748
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",0,63,303,558,1890,998,1790,12357,18094,7335,,53615,67839,80116,73389,92663,106531,102746,104982,97078,144310,,93508,95850,133550,125571,120331,155485,213765,232606,229724,187431
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",2071,3396,2007,1603,1590,1295,1663,2023,23247,7233,,102320,59363,62819,39028,39468,16684,13114,12742,38230,59428,,159658,166769,134867,136500,60105,54989,54352,32244,35839,24176
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,0,0,0,7206,,0,0,0,0,0,151211,241959,262517,204578,240503,,0,0,0,0,0,0,0,0,0,99533
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,0,13215,0,7152,,342678,461607,432638,277507,229085,187885,287441,55752,243037,69883,,20600,13973,32167,0,10000,6289,308084,247601,145181,591322
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",6457,6837,5695,7052,6150,4183,3950,2587,5914,7149,,133745,144882,147168,150180,180294,195618,236362,279344,290057,400913,,193288,228718,257936,212640,141265,137231,96250,105032,138495,139857
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",15721,16927,14068,16689,18119,19282,22345,24196,13254,6998,,24746,25581,22767,29093,30770,33819,39635,41587,31707,40452,,18754,19505,17759,21198,22100,22795,25564,28197,17309,12850
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",0,224,1550,1203,1307,1543,3303,7806,6964,6936,,3010,3180,2901,3587,7941,10537,14787,18235,18599,29199,,155717,162645,190451,210184,224116,258839,242171,292239,296692,411016
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",1379,1109,2335,2336,1394,1470,1976,2717,3652,6849,,0,190108,210047,182134,158569,153711,144515,155173,200060,232961,,1987,2854,3434,5976,3179,3001,4503,5337,7789,13729
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",2729,10269,17842,17170,8000,6363,7836,16647,9829,6843,,145802,190957,193504,172341,157154,170765,154079,168584,129106,119901,,16387,47530,63604,67621,32140,26165,30578,50479,27998,22188
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",945,15930,12042,9574,16376,13624,9874,12488,22890,6821,,95878,105844,135904,168815,182889,421277,630572,515734,559177,677536,,757056,1111855,1287198,1083095,739558,1114532,1083272,1800639,1898775,1666107
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",291,1055,2946,1071,816,567,841,1114,2562,6761,,63331,65705,104557,148540,192291,192299,178247,177406,88579,131486,,38925,34948,52999,69308,77283,74038,64016,77377,85818,198485
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",2278,2416,2780,2723,2925,6497,8447,5566,5557,6744,,18227,18251,19750,22554,31255,40592,51334,52359,45620,55801,,53261,54620,52469,50289,35318,43373,47750,45162,37008,43849
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",1203,2041,2342,2774,2620,1583,1868,1626,2694,6739,,5533,15551,9306,7376,6720,6146,14366,13722,13481,22108,,141957,133739,127076,113218,88103,80705,83860,79923,109583,101202
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2973,3243,3802,4862,2567,1372,71,312,1868,6738,,807877,1110665,993271,624272,656137,794023,483559,334846,230502,1290777,,166920,188387,177555,232405,123279,112614,113900,132109,175377,192404
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",2003,1294,1389,2637,1386,727,6883,4924,6663,6661,,44334,51047,58965,45876,71043,69088,113019,91232,69184,83648,,465787,331157,296179,350741,143879,120125,149668,182228,180780,107443
848110,Pressure-reducing valves,3105,10306,2911,1953,1856,4453,3024,4475,5762,6559,,27800,43641,44524,58520,60766,58378,52866,84253,64638,78002,,150375,143684,92863,58260,95880,131709,84273,81055,105360,147364
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",17115,4555,2825,3286,11813,7103,6429,8517,5451,6547,,294552,304207,257556,234768,184031,197930,199211,228166,161905,194279,,122643,45581,40471,47825,92942,68463,70103,116609,67140,59345
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",79832,69246,69816,62371,79120,53065,11923,10883,3310,6521,,119540,147650,129624,125681,137934,132611,133159,145599,122895,164404,,351514,346655,431952,483238,456066,397193,409579,456926,434232,459304
890400,Tugs and pusher craft,0,0,0,3000,0,2265,0,8947,2500,6500,,968047,1109717,457343,388344,814461,529766,509152,280505,455149,213887,,53606,276552,51905,104767,184044,16249,719683,987473,395739,707135
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",2103,4868,2743,5066,3880,4034,4346,4819,6475,6458,,409947,505844,506523,544267,621539,572942,536253,586093,525876,803331,,174511,156751,183628,210507,148495,164086,220122,250591,287417,310818
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,27679,18526,6219,0,921,7290,17,40,6422,,2075456,2860253,1180724,429948,305238,837924,893291,744417,701358,900822,,175431,348373,310578,276478,163641,263894,344860,351797,284862,327868
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",6845,7747,6826,1744,237,2674,7245,17104,2076,6352,,119868,97388,98615,89742,85812,146934,111028,107536,92913,173717,,897329,938524,902168,790327,639563,611130,626384,942226,571814,669596
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),755,1303,1416,1076,1809,1117,1417,1232,3695,6325,,22072,27241,31306,33350,36912,40886,46148,50269,47869,64206,,33019,29803,44417,36642,32106,22092,14858,15630,37191,68338
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",2861,2351,8371,21580,18112,20836,8742,7312,11209,6271,,560941,628704,581836,565713,501827,497836,528281,556512,543591,490131,,26721,17006,36266,53640,40067,41209,20982,25395,30021,17405
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",457,365,225,217,997,5590,3261,6094,9380,6209,,347395,112930,111765,116555,133198,145831,153440,155891,174748,233400,,3191,6518,19145,9283,6730,9890,12583,17600,22850,19979
291736,Terephthalic acid and its salts,0,0,0,3128,11389,3183,311,812,1975,6187,,1942,2809,79,51732,172592,162447,96059,100010,64122,49320,,0,167753,159252,53407,49214,60895,36429,24954,70458,325284
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",2587,2692,4623,5332,4104,5853,3953,5447,7347,6160,,55723,65817,70459,64673,73156,78715,78491,65821,73621,71456,,75879,93537,98433,100766,95351,110665,101464,140946,94205,82365
