Product code,Product label,Saudi Arabia's imports from Australia-Value in 2012,Saudi Arabia's imports from Australia-Value in 2013,Saudi Arabia's imports from Australia-Value in 2014,Saudi Arabia's imports from Australia-Value in 2015,Saudi Arabia's imports from Australia-Value in 2016,Saudi Arabia's imports from Australia-Value in 2017,Saudi Arabia's imports from Australia-Value in 2018,Saudi Arabia's imports from Australia-Value in 2019,Saudi Arabia's imports from Australia-Value in 2020,Saudi Arabia's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,123,0,246,481,134,54,280,239,566,,5809,3118,5392,3207,1688,6390,1064,1121,7907,6284,,8382,3426,4186,4273,1952,922,1671,1427,1051,1699
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",173,515,0,0,0,0,1141,582,1201,556,,20470,16240,20728,30850,24459,11551,15856,12275,11517,10675,,69379,117049,116743,204226,37698,9825,131931,105403,157219,44755
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",32,0,0,57,858,1173,1801,3459,3044,550,,6,7,19,27,327,585,717,786,966,664,,609,371,2069,2387,4458,4146,4398,5305,3827,3020
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",81,1592,3260,3251,1149,2063,1753,2202,247,544,,11103,14440,8100,6517,2610,1425,1577,2215,845,478,,6249,6761,7243,9894,12525,22341,15152,10261,1221,3243
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",725,1620,778,546,533,3723,989,725,623,543,,29080,33098,29257,29809,36836,39956,41263,41746,30929,29435,,90561,96953,108507,91204,89253,101903,125396,82838,91737,125302
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",1053,0,105,1705,65,326,241,378,446,518,,1857,6225,11241,5377,9993,16553,29680,15017,8466,8640,,1033502,1388348,828233,865789,527267,495727,1183970,5033544,4781537,5903720
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",842,124,0,0,84,151,70,50,501,513,,10556,8421,7396,12786,14459,20750,24091,12799,14378,18798,,41570,43107,38821,49024,36789,34073,40059,172143,176847,197081
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",221,260,263,868,135,0,23,36,125,513,,39270,26224,24792,22155,20771,16774,16353,14847,16131,14909,,116105,160536,194094,251174,192195,95463,68077,71111,103919,122940
850450,Inductors (excluding inductors for discharge lamps or tubes),0,0,0,0,0,86,224,5,0,509,,5076,2959,3366,3916,2997,7450,3628,3600,4398,4271,,27908,23746,45423,53534,50202,37361,40885,48489,40525,46956
20430,Frozen lamb carcases and half-carcases,910,843,1134,764,1626,1952,549,1297,543,472,,62070,56618,43919,36536,28764,36388,33816,47150,30969,85551,,1473,5393,5867,2719,1859,7446,8380,8100,2590,1124
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,73,36,90,0,119,268,198,176,199,472,,96193,93398,104859,97311,98821,103260,96959,85224,86311,111089,,85273,100551,99333,114229,102341,115175,104454,117179,144967,169043
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",143,133,918,592,276,243,299,172,164,469,,110535,100138,96419,69215,80039,116605,126853,125493,116585,135593,,49704,69821,82835,77955,57637,57512,100009,105838,114069,122080
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,329,109,81,64,462,,665,1067,640,417,580,650,695,877,987,1090,,284,60,332,594,807,1840,1597,1613,21752,15908
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",4638,210,178,459,3233,409,1237,962,360,454,,566372,380077,284586,327143,307621,343665,339362,366254,389166,522731,,75548,94829,32625,20878,72733,156074,265149,275162,243925,214724
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",304,50,0,0,0,0,10,368,282,453,,52167,53008,44522,40965,34554,38984,58909,39542,48589,58754,,93508,95850,133550,125571,120331,155485,213765,232606,229724,187431
853649,Relays for a voltage > 60 V but <= 1.000 V,733,420,1697,2378,1967,982,241,346,240,453,,5999,6844,8679,8201,7751,7278,11493,12889,18743,18341,,173771,174277,174423,220521,201497,119101,74498,57971,45459,51462
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",0,44,0,0,70,0,8,51,18,440,,17302,16915,26967,16638,14810,14539,10207,14480,22164,24531,,31910,51340,70979,111050,127060,133582,105688,102161,93983,80801
851671,"Electro-thermic coffee or tea makers, for domestic use",40,0,0,0,0,0,13,28,120,437,,3647,1861,1709,2502,3205,4369,5170,4807,6582,8734,,12658,16815,30756,32025,26663,36504,45345,46021,66968,84530
731829,"Non-threaded articles, of iron or steel",0,0,0,83,219,38,77,56,768,435,,9147,10350,47649,39727,58716,51759,74201,64716,44524,52529,,28338,44408,75755,49123,29612,24938,25335,22937,22836,19556
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,0,0,0,0,419,,0,0,0,0,0,1949,2617,2575,4215,4366,,0,0,0,0,0,0,0,0,0,13493
20423,Fresh or chilled boneless cuts of sheep,898,562,397,727,990,2350,1827,2963,5417,418,,120423,128532,152387,143987,155891,166082,170645,173861,178265,262809,,973,562,397,879,1206,2437,2362,3277,6022,539
830710,"Flexible tubing of iron or steel, with or without fittings",0,0,0,0,0,0,46,0,0,417,,547,1171,3924,3527,1972,1126,1065,1410,992,2137,,21442,23293,46232,45525,12603,23687,36090,26327,16462,76921
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",28,50,0,0,0,0,86,154,356,406,,11581,10059,9103,10205,12084,0,0,0,0,0,,181636,211378,144410,135064,116845,73292,42794,45794,70032,37516
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",260,264,188,295,377,60,341,180,1056,398,,84278,85644,76669,68120,70047,84209,90199,88326,93993,91830,,152028,175925,174224,223682,218577,213226,259250,282400,292913,348652
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,331,299,291,206,221,171,605,427,644,396,,117322,129659,112933,100182,118974,116714,141640,121142,129982,116266,,86931,101723,110120,115029,90022,141568,187608,147599,171904,152201
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",1737,519,51,0,0,32,62,50,195,395,,139379,126696,96262,44444,40066,35928,32352,23564,21966,27364,,68185,72877,84656,104269,67255,48430,58436,58774,109306,302359
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",621,251,0,1518,0,120,0,37,0,388,,23015,28762,32778,45409,18441,17195,16321,17178,9998,10363,,334698,395806,446214,401523,132784,112293,124394,127124,98374,61684
902110,Orthopaedic or fracture appliances,0,0,0,0,0,65,3,399,0,381,,6616,6487,10381,7988,10114,11598,14305,13879,18599,15097,,55101,33069,60256,62938,27670,18807,54897,49704,30404,75430
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,0,50,0,87,0,0,167,218,647,381,,3211,3574,3023,1819,2052,0,0,0,0,0,,92022,73692,82605,91393,74708,30937,31004,25563,22093,10595
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",50,209,62,512,393,346,179,468,288,379,,85977,71541,74102,59618,75113,69075,88821,100027,86092,113033,,174511,156751,183628,210507,148495,164086,220122,250591,287417,310818
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,375,,0,0,0,0,0,10,2,12,142,72,,0,0,0,0,0,0,0,0,0,5610
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),221,90,591,271,0,0,105,139,480,370,,8993,14791,13770,15612,14670,15154,14304,17334,14031,16613,,20337,22007,29741,26519,20627,20266,26294,24671,48904,59636
853931,"Discharge lamps, fluorescent, hot cathode",0,0,0,0,0,0,0,0,0,364,,966,693,214,554,561,431,1231,607,360,366,,53687,59752,66910,42133,31842,40796,23004,9098,16899,7098
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),0,0,0,0,0,31,66,67,155,360,,1608,1288,1565,1831,1920,2237,2275,3351,5886,9853,,27431,24795,21592,23004,24623,31113,116485,215773,200289,483235
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",2344,2183,2844,5752,1679,2285,1280,1880,518,340,,343683,232534,203953,140391,102710,106150,93457,101719,66144,0,,763273,753503,1080059,871226,639281,615730,751344,772633,322220,376479
847420,Crushing or grinding machines for solid mineral substances,4751,166,155,179,0,0,18,82,29,339,,60648,35091,28345,20926,16859,16694,14019,19045,20331,21479,,115074,101356,114647,105547,44045,28644,13218,17311,32981,42314
80450,"Fresh or dried guavas, mangoes and mangosteens",48,113,240,419,888,927,1070,1216,590,338,,15959,17952,21215,24556,24322,24839,24446,20951,23354,7938,,54940,48593,52283,56566,52675,59828,42106,47818,61196,70329
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",169,45,355,67,133,38,168,394,209,336,,26343,24409,14762,20845,17048,13309,14348,16881,15943,19551,,308288,343203,341987,265006,197853,175093,189649,141654,77577,77986
901850,"Ophthalmic instruments and appliances, n.e.s.",133,207,307,167,156,291,327,133,397,331,,31494,39559,44330,46149,40832,36926,37696,37773,31157,41004,,27081,36382,37202,40225,19470,37029,34549,45945,37511,46673
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,61,637,397,0,590,0,30,330,,12656,18916,20151,14156,8215,6348,9144,9044,4841,3938,,3903,4281,6772,6097,3496,5516,4818,6764,11846,10649
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",8144,5197,94,0,113,0,19,365,967,329,,9206,9914,8895,9018,8456,9519,12561,12376,12138,20604,,143981,144904,150638,128134,70230,54509,31624,52230,88274,87695
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",1077,1721,991,800,190,54,59,90,227,321,,3188,3243,2110,3721,1409,1540,2726,5095,5711,15604,,1497,1869,1025,893,326,178,217,467,412,496
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",120,90,171,0,0,0,76,5,393,312,,7157,6394,6353,5191,3782,4763,6145,5015,4833,6209,,7692,8987,8535,7619,7645,4970,5529,7756,9862,9252
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",0,37,0,119,49,0,367,321,310,310,,59002,56767,79947,58407,47689,72412,78239,78570,52156,61975,,97994,86663,125809,116126,42147,49900,69939,121933,46617,158013
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",0,62,76,43,374,675,108,112,59,309,,402831,460470,307190,246069,288024,329678,284461,350395,363141,299466,,21321,29336,61456,64984,71500,29298,19169,24048,30104,38283
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,367,123,71,0,0,53,39,82,197,306,,24526,23004,30481,19401,21744,26663,27967,35244,28753,51664,,185868,231447,235182,162499,100975,114092,114705,130627,75092,83336
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,0,0,0,0,0,0,303,,2909,4768,9516,9958,14603,20064,23154,25581,22325,35633,,5282,5357,9279,17414,9573,10894,35263,14004,3989,6252
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",572,0,157,226,259,82,146,149,285,302,,80247,58421,79432,67689,78460,76519,84408,73246,55028,64066,,193611,130148,186708,142047,80962,65274,58780,71346,144526,246036
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,298,,10748,8646,7872,7153,9116,9333,10221,10779,9431,8601,,0,0,0,9,0,6,0,14744,4727,918
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,0,0,0,0,297,,0,0,0,0,0,9566,10613,15098,18637,26789,,0,0,0,0,0,0,0,0,0,23826
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",56,879,516,278,142,249,184,730,36,287,,34440,26234,28207,31842,34109,37244,56139,59047,51414,59442,,207155,236066,238577,186981,124622,136475,169160,107137,94371,97974
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",0,0,0,101,153,257,12,161,48,287,,16021,14384,16644,18673,22309,21405,17402,19850,19970,20672,,194546,216485,212511,187429,122535,145974,182512,323236,230773,279466
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",675,351,706,478,578,215,286,352,562,278,,38111,41685,38979,28726,30348,29809,38825,42449,37482,58289,,153420,194799,148355,151554,119617,112038,128385,123294,129977,143282
847990,"Parts of machines and mechanical appliances, n.e.s.",29,27,137,0,186,162,2179,220,2194,269,,99038,107637,140759,92866,118015,182923,88063,90164,70183,93607,,28740,59867,50570,47647,59359,60745,92302,123444,120031,114482
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",0,0,0,0,0,0,0,0,0,269,,39555,39113,42235,44064,41840,45068,51673,48108,40643,52880,,74948,80830,68309,73959,79043,53478,33990,63205,57042,59421
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,70,98,0,0,0,23,0,0,269,,109,908,86,90,39,118,31,91,21,17,,23749,22436,33325,26146,9025,10418,22238,18788,17169,25738
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",0,140,72,253,370,565,1686,4780,5834,266,,312866,353942,348822,335180,350065,378095,369064,367162,399294,447866,,352048,421993,519152,522295,329560,380922,526203,419557,376059,420855
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",996,956,455,0,544,0,0,0,131,263,,1111,704,584,831,299,440,627,202,630,437,,3853,8059,5532,5254,8783,8341,4022,4434,5408,3620
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,0,0,0,148,28,53,72,165,121,262,,21070,18842,23583,23241,18399,20340,31028,27684,22029,25275,,91756,85881,98188,97091,90862,81108,115532,104343,72773,72720
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",0,0,0,0,0,441,1059,950,299,257,,77861,68363,69276,75848,81316,79175,78460,82162,114924,125515,,105046,116382,114730,136879,162520,118515,130059,98219,74264,139371
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",0,0,0,1415,0,0,15,576,270,248,,19949,6803,6690,10431,11052,15839,12152,10568,9137,9668,,20305,28684,31445,41334,34860,37505,48969,59971,56239,63160
843139,"Parts of machinery of heading 8428, n.e.s.",354,645,29,0,89,119,389,438,81,243,,63465,53654,45682,39841,36012,37586,54017,40515,45195,49800,,72910,106938,121600,110892,69768,69188,51512,63054,61713,38049
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),0,0,0,0,0,0,233,214,185,240,,2233,2576,3378,4846,4541,6083,6459,8427,6248,9469,,22407,23708,43365,48480,49828,69157,76842,72129,64258,124389
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",0,0,0,0,154,630,35,378,238,237,,878744,1097308,1169065,1232546,1191811,1353728,1351843,1384141,1110680,866953,,1165459,1404924,1627925,2743414,2398210,2139166,2320210,2489533,1685440,1261841
90121,Roasted coffee (excluding decaffeinated),0,33,0,0,34,101,8,58,624,234,,10478,8722,11198,13185,12353,15193,19047,18226,15135,12638,,9435,8837,12291,15703,14027,21181,30874,52949,74623,79084
80910,Fresh apricots,75,67,120,860,552,732,366,569,763,232,,1401,1851,1524,2055,1016,1684,1701,2087,2942,1578,,4424,4422,3988,7397,8149,7363,5893,6934,7559,10297
