Product code,Product label,Singapore's imports from China-Value in 2012,Singapore's imports from China-Value in 2013,Singapore's imports from China-Value in 2014,Singapore's imports from China-Value in 2015,Singapore's imports from China-Value in 2016,Singapore's imports from China-Value in 2017,Singapore's imports from China-Value in 2018,Singapore's imports from China-Value in 2019,Singapore's imports from China-Value in 2020,Singapore's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",20439,35658,43762,45805,44453,44812,46188,49879,37849,75290,,407144,544905,692568,733578,763439,810135,1053510,953748,923244,1090114,,84592,93990,118040,94573,71558,69919,109861,144076,99832,172832
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",3352,22132,49331,40204,34397,55288,64160,58576,60019,74616,,1315639,1297592,1459218,1279302,1211444,1802350,2175817,1995523,2147090,2234386,,47648,75409,244831,374116,225092,236403,300458,214737,227165,185926
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",10934,32969,33708,20386,6726,9901,5611,13120,53816,73721,,29174,13678,26128,25655,50592,60276,65817,140346,125187,94707,,287909,325078,228167,177603,122096,134173,214098,239739,309934,595360
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),41375,52900,77651,82557,55729,58020,63181,72567,64744,73184,,1519735,1797185,2556187,2281590,2264603,2476905,2568168,2568604,2720449,3007100,,252902,262397,301388,252024,230477,254548,318168,351924,308427,389025
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",8651,5028,5501,7448,8071,17188,9588,12940,77605,71728,,179089,169773,129022,152484,169891,234878,272371,314071,1909778,1821843,,273552,338128,379127,347110,367870,500910,675782,554301,697365,1232127
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",22569,30103,30691,33607,32934,40452,44302,45833,47720,71346,,7556079,7915238,6974962,6944367,6437914,6782631,7920782,8476989,10007413,11083858,,82153,99133,103802,103506,96243,112003,127811,112806,101820,142280
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",117612,144013,136152,113452,72378,107470,98786,101154,55625,70225,,11707283,11558640,10616607,9066266,7801391,7127845,6952744,6095318,4550585,4026137,,308011,325836,293373,308676,301988,358428,311583,274765,161481,200639
300212,Antisera and other blood fractions,0,0,0,0,0,0,114,176,2328,68901,,0,0,0,0,0,21758,26902,39973,34785,124914,,0,0,0,0,0,0,33392,46156,39082,114757
940540,"Electric lamps and lighting fittings, n.e.s.",45890,58392,61112,66365,62999,70631,69340,69173,43723,68843,,5971647,9088013,14459201,16910153,16975612,14130457,13688052,14851047,17393122,20490076,,180329,197889,208192,191946,146583,153577,169029,144324,98672,126922
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",55663,31708,34334,44469,41189,53565,73796,51582,58423,66935,,140626,145462,132956,121184,92320,69954,92748,94494,87691,76706,,262722,176322,159657,185785,175304,251460,284017,199323,170327,229140
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",3068,3958,6055,12356,19988,22144,21410,34679,39196,65579,,899908,1053014,1146637,1261062,1302183,1490105,1603571,1784986,2083829,2478975,,72530,82401,104665,113421,116617,131842,139707,143054,148377,200129
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",121267,114946,137307,87906,68668,63069,77604,64644,52268,65280,,36431768,36048022,31987218,31191384,26050626,25929096,23426196,21789796,20151248,26007659,,185186,178522,184623,130737,104765,103628,116536,116062,97851,122305
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",35607,31267,32347,43710,47306,36306,41371,38136,45763,64279,,536765,436835,441678,409411,311341,232759,254498,263950,425417,283519,,370103,334025,342581,362726,240507,193101,182123,153732,148042,176935
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",48340,32811,46156,46556,53971,53916,53099,73007,150166,64253,,1183259,1333426,1435886,1515831,1602703,1657805,1874187,2201100,2878857,2894121,,1092661,1446556,1524900,1375932,1395114,1329135,1328190,1384078,1686132,1194343
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",31083,44131,45453,43675,43022,55723,54622,52839,77769,63955,,3468722,3451974,3681212,3487191,3241605,3663610,4086193,3929862,3575852,4308513,,383806,526225,511810,413867,352032,416982,416158,445841,465438,451600
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,3086,1762,63551,,0,0,0,0,0,110059,129753,438082,1578871,8143214,,0,0,0,0,0,0,26205,74766,16698,79969
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),35857,36829,40111,45582,37543,36779,42280,39918,36015,62959,,1099656,1043075,1125830,1168474,1065008,1099250,1253817,1326667,1345683,1718430,,104833,111647,123584,133863,113786,133638,159216,122434,116567,158796
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",61335,49542,39958,38038,41987,55479,53783,58559,37018,62704,,15346,10434,13431,16659,9879,14133,33146,31902,26314,46538,,109200,95036,95819,89900,107268,116688,108123,118311,65450,102493
850490,"Parts of electrical transformers and inductors, n.e.s.",32235,40863,34360,32000,35994,43027,49626,38016,41602,61514,,2050517,3584050,2118398,2050188,1884200,2153800,2286090,2757486,2741317,3378144,,231416,219031,198453,191369,187787,204314,218273,264182,306692,387981
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",31166,43375,64667,58285,57999,38991,38686,43906,38681,61179,,7149728,7386778,7904822,7283527,6655596,6909953,7282661,6593078,7227905,8887863,,124023,160041,176370,195236,192731,146307,149593,137218,112699,159750
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",10440,16032,19247,18592,18804,19596,18874,18640,732898,58830,,3489427,3971765,4425576,4648290,4461880,4636591,5132255,5445655,53751194,11949763,,24087,55157,48993,54645,54312,54238,52134,49668,1010695,146583
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",5337,16036,36019,30617,7404,4967,13276,25664,81223,57530,,1555146,1517164,1667295,1708063,1817218,1937334,2142233,2143647,2811820,3148085,,907456,849572,573221,508588,741617,917583,1054413,1333900,1325377,1606049
853620,Automatic circuit breakers for a voltage <= 1.000 V,47414,52512,58217,26965,27182,33014,59837,48271,50117,57083,,798488,850450,909575,871956,820693,868081,897811,860534,946071,1220548,,174413,182290,137883,86601,89414,159604,224045,184875,162675,167095
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",41486,37990,39500,34113,39028,37668,36278,32005,37679,55982,,1178010,1314824,1382620,1491798,1594207,1948334,2490391,2637182,2624303,3235655,,290934,287871,909321,241306,238058,245858,267978,292122,237621,293162
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",26621,28426,43682,47756,52879,50614,60844,54061,57656,55940,,1278646,1484459,1690983,1760321,1770379,2047188,2487152,2262449,2110622,2624206,,61627,65945,70626,64885,60200,56126,67623,59277,61570,65204
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",54572,42261,50973,41191,34101,38912,44981,39767,33423,53651,,2040308,2111130,2307290,2307146,2196114,2413429,3070497,3073951,3237274,3600955,,211046,202897,201665,155078,156262,184520,196794,203308,171654,206348
841391,"Parts of pumps for liquids, n.e.s.",24102,30271,33428,28280,22086,21519,31122,45666,36639,52482,,1381256,1492519,1637870,1472995,1378355,1638236,1911782,1917099,1719365,2042662,,369170,346887,311417,270947,240719,218403,253327,263215,228107,252841
854150,"Semiconductor devices, n.e.s.",15802,15370,17430,13754,11170,13273,23092,47087,34574,51973,,615742,546373,631912,851812,640992,591697,708986,574566,368277,401102,,281171,432100,359430,193861,236268,147522,158600,231263,201222,198999
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",10679,16547,21052,10543,10039,8985,5068,8860,16786,50900,,703812,773951,1067873,885896,940280,987270,1170029,1328043,1453212,2874717,,89189,125926,193940,146362,120328,120995,185106,193971,199749,256956
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",38479,41697,44527,59755,66143,58240,51309,57514,64773,50840,,819923,1033376,1224241,1326701,1268255,1439356,1923353,1874499,2002245,2330075,,136176,155865,265942,181718,166255,162243,243908,202590,140842,135623
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",174187,184492,144433,142840,41134,21020,5415,3780,191,50079,,10192,16826,9948,6795,9175,9730,29919,51310,45805,41949,,303108,239970,147000,143963,41283,46560,57099,76860,53332,456113
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",13502,19804,27887,31325,41406,39722,48886,49152,22989,50022,,210837,239048,249521,232596,241972,245404,285818,313960,187106,299864,,15880,21192,31275,34865,46310,45268,54197,56621,27957,53581
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",17861,21583,30907,61932,50130,62390,48122,58371,26963,49958,,540464,500759,524482,504429,546215,573366,673851,737606,730481,880720,,152499,175174,170490,173703,179442,206712,227759,248336,184415,229386
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",10027,50377,11016,2073,13229,4644,7391,15634,70381,49601,,2867,14764,2165,57013,1395,1588,2001,2959,2573,5250,,174236,145898,104582,93865,150900,64234,43934,79806,179266,161763
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",28039,20625,16777,19939,19524,28900,34331,24349,28450,48983,,658870,737518,734430,835291,801527,713800,752155,639711,1725100,1836725,,90232,66003,53155,49074,45817,64309,92091,81451,86900,143127
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",18527,28106,36854,37324,38581,47216,53007,54212,40782,48470,,684412,849411,897990,819417,862985,791678,969030,815677,577384,642517,,39077,62232,77824,77724,73203,102746,123455,143374,119241,140666
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",31100,30451,32509,32721,34610,34865,38944,34713,29195,47898,,5809829,6020386,6129462,6089210,6005525,6399667,7032694,7408333,7084399,7919140,,55056,54801,52659,55847,52840,53798,60296,53828,42075,67183
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",28355,29367,23864,18266,20117,23992,31406,31294,28733,47562,,2899566,2967844,3180240,3112882,3219509,4291359,5096367,5481871,5073228,6670989,,142985,135099,120538,116320,116163,126088,133497,147456,160895,220479
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",15123,16298,17061,20496,22097,27190,27540,29002,35425,46927,,1383827,1526753,1740720,1773394,1761757,1847939,2055557,2187926,2468883,3035004,,80914,86924,101439,87834,105890,102523,130290,140745,143370,156637
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",31384,40040,49041,32413,38974,36327,40693,50658,35080,46731,,3840141,4083632,4380924,3982888,3935376,4431499,5067627,5147457,5041408,6608520,,1073498,992753,1326342,1159549,1072150,1019347,1353398,1365992,1007963,951264
740311,"Copper, refined, in the form of cathodes and sections of cathodes",53553,4002,1,17839,373406,53164,49368,2236,0,46092,,2281569,2262617,1872501,1236360,2062561,2054799,1879604,1931594,1291620,2309345,,302972,6515,49534,212021,1055356,531873,161377,73655,60227,206667
850110,"Motors of an output <= 37,5 W",57351,49762,46557,46862,40844,45272,44461,39267,33657,45346,,2657818,2756568,2840126,3064187,2919399,2979901,3084423,2966454,2774326,3264798,,339599,264082,234992,162195,156756,164192,183226,162215,138217,180294
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",7510,5115,6279,19882,11276,14545,23456,33939,45027,44659,,383685,510593,766976,1290714,745236,1023410,1386274,1520033,1589597,1985426,,67899,80931,91440,92140,73085,101224,151687,151741,112648,97769
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",18405,22233,28008,17860,19639,22417,36740,37484,37378,44378,,1224094,1331491,1547415,1715232,1683796,1953928,2225217,2269322,2675741,3105027,,208124,213593,178603,266596,189082,250111,246274,194866,172646,182439
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",25382,24130,47550,36822,20617,25009,17357,19448,20352,44211,,843432,953600,1155087,1070045,1137278,1312165,1126337,1239357,1215339,1230189,,224643,216482,248935,237819,187770,130337,142640,211210,141607,172290
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",39130,40009,47104,42171,46019,65299,66337,58002,40779,44128,,4237702,4544787,4367099,4868206,4300680,4906812,6078807,6563510,6140653,7670167,,59906,60536,73521,70448,97343,126973,138643,145274,148718,146502
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",42998,55262,46837,35124,29016,28550,25082,36604,38534,43389,,895571,888493,1008939,803106,726158,826381,1013332,1023709,836434,931302,,178811,220234,157424,157883,122273,93671,90214,124970,121896,134946
851829,"Loudspeakers, without enclosure",28695,24413,20156,17298,19491,17168,16992,13185,38453,43012,,1902487,1937517,2061258,2064807,1930350,1812572,2015616,1995813,2438748,2705308,,109773,124247,136543,106594,127105,107094,96056,30731,51383,58803
842810,Lifts and skip hoists,57117,73247,70160,89374,81684,48904,44610,49245,37678,42223,,1036619,1217479,1391123,1472105,1416877,1412375,1526564,1520266,1365592,1436385,,108530,124387,120837,128003,117071,75272,69015,70245,71074,71639
848640,Machines and apparatus specified in Note?9 C to chapter 84,40567,36892,30008,19346,6627,24493,31411,14741,22255,42030,,457239,484773,646396,619449,609648,575525,580852,502918,644599,1026750,,188953,169799,180764,213333,256124,414612,482870,346148,496157,819263
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",19914,45856,50633,40784,29012,30164,28417,19106,14362,41936,,3485318,3732539,4850820,4382895,4370552,5275930,5642193,4899474,3869773,7605706,,44918,74550,82244,71446,66894,59819,49061,36023,30539,75644
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",51672,45047,44837,34683,25850,30345,44563,56418,33912,41812,,676619,756303,814031,791524,798071,884634,1017657,1092312,921100,1014410,,116830,116068,113730,110034,82802,81258,94906,104691,81473,90861
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",29651,27047,24035,23121,26778,34607,36816,31453,29088,41659,,269607,231191,248794,444628,576689,726494,667489,676846,661393,711844,,40172,39015,38191,38474,39245,52436,56596,50991,45235,64739
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",11824,13434,13685,16291,13825,32949,16813,10071,19163,41609,,3196451,3189308,3580002,3515599,3142050,3145784,3284610,2880681,3690811,4694252,,33430,33827,35892,33983,30898,48128,31672,32778,64209,98107
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",18688,20619,22709,24943,23296,21566,26870,28619,40323,40719,,3124717,3651434,3650517,3707855,3636944,4177659,4988896,5303948,6672479,7988031,,49610,52219,53939,51048,49637,46399,54056,53474,59657,71216
392410,"Tableware and kitchenware, of plastics",27567,29384,32285,30144,29393,30142,33496,37939,33950,40472,,2493889,2896864,4123178,5159923,4869597,5030694,5635832,6247633,6597532,7971596,,94005,116245,128992,118130,124162,121645,127331,126932,121521,140306
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",35840,39898,38356,37459,37095,37132,40228,44025,30789,40446,,1015489,1071799,1114944,1252844,992162,960583,1171417,1256500,1325592,1545835,,75588,78124,68808,64979,63045,68051,74422,72404,55343,73207
850650,Lithium cells and batteries (excluding spent),55959,38766,48997,55414,39642,62423,48699,34497,29342,39685,,124217,156600,202012,331613,366670,316530,312679,311445,344131,389873,,262261,156601,248878,257284,274346,247069,225982,213983,205032,226753
