Product code,Product label,Singapore's imports from Viet Nam-Value in 2012,Singapore's imports from Viet Nam-Value in 2013,Singapore's imports from Viet Nam-Value in 2014,Singapore's imports from Viet Nam-Value in 2015,Singapore's imports from Viet Nam-Value in 2016,Singapore's imports from Viet Nam-Value in 2017,Singapore's imports from Viet Nam-Value in 2018,Singapore's imports from Viet Nam-Value in 2019,Singapore's imports from Viet Nam-Value in 2020,Singapore's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",1590,922,2214,2610,3261,7747,5021,5713,6089,6359,,205804,263183,259334,254090,233070,280420,304908,299500,216726,444816,,45915,42618,41984,35051,33841,35713,38676,44085,29569,31706
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,0,11087,9185,5005,6337,,0,0,0,0,0,0,124118,121077,94235,82297,,0,0,0,0,0,0,154233,153896,148002,173492
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",571,528,1570,916,1862,4631,7725,17117,4806,6107,,46877,60556,117921,167024,210710,256609,286748,306853,263449,218017,,383806,526225,511810,413867,352032,416982,416158,445841,465438,451600
80132,"Fresh or dried cashew nuts, shelled",3638,5448,12992,5530,6909,3440,4282,4483,3580,6015,,1443109,1596348,1930396,2315661,2732522,3385090,3128961,2941542,2843195,2912469,,15565,17918,26007,16057,19401,19659,19386,17209,13724,17069
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",2490,3642,2833,2951,2279,1109,1424,1937,2406,5873,,36278,105216,143928,155605,171936,226149,168883,92826,113328,122966,,52164,51673,47476,45046,27795,13476,14122,12085,10200,23182
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",511,270,250,552,1094,1751,3097,3137,4247,5840,,226495,303976,444073,579426,657799,872311,945371,1049498,1196848,1543758,,15301,18692,18243,27737,30111,36913,34015,42061,36628,47598
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",73,302,251,151,10868,3628,32207,8985,9262,5711,,111706,135239,92150,551223,1617756,2325299,2000068,3507962,4460421,2997497,,728636,838377,967621,1391527,1250264,1064110,1185708,1027130,1028223,1426874
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",2315,2473,4143,9038,6335,8268,8838,6006,5577,5546,,333801,355892,438673,486320,520451,562645,667630,750748,817782,1042662,,703542,713575,669980,638833,671422,814241,855507,933778,876946,1015717
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",5935,3204,6320,3284,2946,14107,7971,27563,7346,5536,,23715,49771,54412,140302,296481,305993,395682,598254,353337,116712,,5235287,5022570,4217285,4381924,5060008,5920649,7069759,7515708,4815695,4599831
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",1731,2060,1912,2325,3077,6136,9319,7958,4552,5534,,497669,612223,542727,555999,550068,576682,722688,810519,750026,986124,,51561,56053,57057,56013,67069,67507,68338,69822,54307,60345
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",23,51,161,1456,546,398,694,1697,6114,5402,,4790,7608,4505,4002,5539,5451,6369,12492,23646,33181,,82250,83822,80798,80192,75726,74774,84424,83713,82490,80108
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",228,666,1362,3033,3820,5044,5645,4870,4223,5401,,480199,603948,780841,920727,950496,1097543,1306111,1343366,1196554,1507200,,15771,14418,15469,17947,17557,22843,22625,19710,16565,22197
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",3575,5093,6802,318,50,2256,9017,5880,5667,5383,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,80914,86924,101439,87834,105890,102523,130290,140745,143370,156637
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",1999,2040,1499,1437,1519,863,1988,855,1641,5328,,1053,9645,6726,5869,20005,47386,59111,91659,66988,342394,,36587,33360,33679,23236,18058,22560,35662,28395,21516,44056
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",0,2383,2343,2676,2975,1809,4027,4402,3967,4967,,69117,82811,91008,75756,67425,35577,74404,103914,108436,93972,,29966,35025,39215,38533,40360,43179,46159,37055,33022,40009
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,1575,1723,1012,1618,2330,6505,7333,7603,5366,4899,,387327,308198,356454,413631,467186,452746,466081,479822,298185,358438,,9057,11547,10150,10375,9846,16394,16505,16828,11318,14395
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",4528,4513,5171,4544,4609,4469,4926,4999,4448,4834,,391392,252146,322635,545706,1144740,1479306,1563283,1549394,1341076,722240,,26046,27763,29661,28774,29021,30824,35801,31797,37560,38534
110100,Wheat or meslin flour,4376,5204,5242,4590,4682,4797,4996,4982,4571,4815,,64747,64899,66956,68849,55595,67582,70227,73225,70186,59921,,64468,62588,60770,53850,50340,51288,49659,49818,51754,54449
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",7436,3647,2034,3381,2455,2952,2381,6026,7477,4573,,20797,23981,28092,42701,56722,74493,87932,113406,173239,367913,,618776,722653,639981,580580,603018,599540,645755,728855,624895,769851
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",790,615,2569,4046,1869,5074,1240,3000,1153,4572,,125828,122991,108372,117453,110101,131756,39834,34559,17568,15569,,109200,95036,95819,89900,107268,116688,108123,118311,65450,102493
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",1835,1954,1794,13115,3812,5060,2887,1767,2755,4542,,832872,912531,1170711,1337505,1360439,1533406,1700448,1960324,2307078,4244570,,124023,160041,176370,195236,192731,146307,149593,137218,112699,159750
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",15925,11162,4892,3220,6797,8958,3518,2505,2495,4451,,113339,100629,146602,132861,190366,175026,194215,325913,324942,474381,,415262,459603,493058,422125,689984,378466,304099,431124,569046,474902
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",897,2037,7841,4789,2480,3569,4688,2873,3187,4397,,562330,838610,1167426,1277542,1186342,1288475,1429324,1555263,1518887,2289217,,17521,21950,36111,23637,20485,24199,28843,25659,19801,33642
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",2521,2141,1900,2086,2126,1947,2275,3002,3377,4392,,85967,98981,144414,154835,105809,91909,114661,137918,138191,231387,,23978,14901,14492,18835,23290,27269,40403,36596,45195,62495
848210,Ball bearings,103,166,126,80,378,578,379,437,3928,4331,,3859,3274,2540,2219,39052,60809,41606,15379,42238,137850,,668111,563215,564750,506845,487964,488607,479876,451623,324780,366922
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),5,18,791,301,323,296,281,879,1743,4307,,51486,67026,76361,76371,96993,124822,140678,168504,184996,274149,,27871,36017,33744,27233,35614,46701,49079,55141,49296,69449
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",447,1202,4591,4418,3785,772,804,1488,171,4091,,4,8724,35814,38771,32325,90935,43487,52730,45528,211833,,204887,177651,147925,103782,88375,111152,130357,213597,88832,104114
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",113,762,674,690,3281,2909,4139,1804,1694,4046,,12055,13940,12090,4838,14728,19031,32827,34864,50820,28119,,91191,77259,67300,74460,72674,63925,70906,69495,50224,52430
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",942,2015,2565,3668,3694,783,1770,2816,3178,4010,,113554,117926,171068,200051,205184,224833,309133,407116,358747,464796,,295882,414307,387389,407512,362986,347635,421721,493505,431237,458127
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",12036,11270,8922,8997,9153,5725,3221,2983,3059,4003,,54204,55788,72212,92859,98396,111162,107461,120491,114993,56245,,234857,152644,156946,140797,149596,155202,178856,172191,214716,205889
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",566,460,1991,3532,4377,4446,5786,8318,3907,3998,,212346,245370,354547,447721,600325,803578,875607,1018424,1054139,2439359,,158250,171569,187829,193128,189649,216071,223424,205792,153994,181875
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",622,3704,64,1369,256,204,120,254,183,3892,,11293,15772,33441,31177,23656,30710,36407,42995,52193,70841,,285402,283807,263406,223059,242455,225564,257064,306919,300372,341338
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",215,277,1336,1254,1336,1751,1833,1342,993,3865,,85592,103367,123579,137472,161972,182099,214506,217405,207785,266140,,176890,193753,215220,156771,155698,184895,210793,206243,179462,217413
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",219,454,270,264,371,546,264,254,216,3778,,82137,78615,83514,65709,108001,156948,137338,131896,143733,175945,,55056,54801,52659,55847,52840,53798,60296,53828,42075,67183
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",1186,845,668,467,1174,1098,1052,364,1621,3762,,16785,13328,17062,22777,23972,21698,25079,26181,24544,51215,,15382,17428,21468,20457,10664,8440,4330,4006,5443,15500
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",65,150,671,438,496,1168,1384,1572,32611,3681,,258742,339419,475214,553920,526194,483546,546053,670926,1916873,818840,,24087,55157,48993,54645,54312,54238,52134,49668,1010695,146583
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",614,759,2085,3026,3652,6795,8573,8528,4068,3680,,42673,84944,141930,171904,248928,180716,292754,311139,225755,554880,,342951,453804,429833,432421,516928,625504,678414,683877,446026,545244
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,2,0,6,1,0,4,2099,3612,,1732,4425,3910,3128,4543,4013,2465,3129,17494,65199,,11029,15880,34754,11423,18002,5801,21599,19733,111938,50952
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",3741,4027,4818,5165,5155,4317,3893,3879,4965,3565,,12732,16307,19051,24374,61708,85699,62370,42039,61586,37465,,6016,6915,8028,9548,9992,10065,12328,13701,14651,13582
841191,"Parts of turbojets or turbopropellers, n.e.s.",214,9,97,66,192,615,1139,2131,1096,3531,,1,259,202,47,9,0,0,0,0,50974,,4466914,5756528,5373006,4765011,5516715,6299087,8962304,11083992,7352779,7481911
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",217,75,0,83,498,1578,2204,1728,1326,3451,,1998,891,459,221,22814,80781,69191,73273,78917,105633,,49788,51453,54086,47401,47696,49253,58869,46375,51621,66955
847050,Cash registers incorporating a calculating device,2376,4684,9949,11857,8063,6419,5577,4069,4632,3407,,4,326,9,4,51,13854,33326,42117,76020,542346,,166108,128845,113501,127464,112471,98773,89761,98921,41818,30973
831120,"Cored wire of base metal, for electric arc-welding",9565,8041,7187,3540,2810,2939,3251,4354,2396,3366,,39166,41553,52374,59724,56621,65573,56460,59896,53381,66193,,61806,46650,37056,25814,20889,16555,22637,24752,23036,24523
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",100,156,190,361,356,1212,2262,2835,2235,3337,,8049,2932,1789,5224,1198,4946,7515,11439,11555,40957,,72292,76959,96342,108656,144283,198305,166790,157018,156843,197676
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",25,2,0,298,0,31,381,706,1845,3306,,10483,9486,11399,15402,9536,12643,18655,22961,22208,21186,,20188,25181,18124,24973,12730,8140,13172,8472,12422,27284
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,441,360,6,328,353,312,372,3064,3292,,7232,19630,23533,24921,29582,29963,66251,72241,70427,11539,,5971,8160,12273,9210,11476,15407,18378,20421,19529,18537
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",16,0,0,0,0,0,0,1792,5666,3268,,121,731,597,376,516,434,1067,16762,21995,29094,,4489,3852,4527,3323,3138,1245,2638,4514,7811,9860
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",488,0,0,0,0,0,27,51,710,3238,,28856,36660,39568,21473,15009,22014,29271,19863,13779,13870,,12278,18709,6373,6248,11049,3687,15804,23787,27029,33638
847990,"Parts of machines and mechanical appliances, n.e.s.",2041,3663,2967,2029,2405,3392,3940,2118,2771,3144,,33092,32126,28731,25447,12181,10805,11996,13863,16184,99153,,1163247,1213267,1108630,962742,905282,987185,877797,965347,870378,999715
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",2983,2931,3212,3262,2996,3387,3602,3402,3098,3065,,17716,22004,21130,21431,23480,24595,31871,37485,45583,64690,,30275,31577,31355,30719,31524,33191,33453,33293,38719,38218
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",4115,4246,2954,1738,2238,1743,2420,2663,2278,3064,,51903,50023,49902,52987,50925,54105,53575,47946,34028,94905,,218383,212304,199098,185800,181587,187383,203863,213702,189485,217183
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",692,660,491,396,1271,1490,1183,1853,998,2917,,233428,268366,326361,373028,409914,492649,554623,555469,607182,920050,,55112,70818,47138,67698,43404,57908,72210,53500,52102,72491
854419,"Winding wire for electrical purposes, of material other than copper, insulated",1422,4835,5030,3654,2487,2791,2653,2282,2042,2902,,19099,47673,36103,4713,1224,1333,2417,7989,9165,19753,,29047,28136,32839,22755,19079,16482,22312,13125,20990,26732
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",144,1334,1755,5146,9783,10915,13793,14742,3664,2900,,19740,22789,46883,78323,111038,118052,118299,110941,59976,72970,,90020,169043,166677,136918,145250,129776,179396,188400,89527,101239
90411,"Pepper of the genus Piper, neither crushed nor ground",40615,62676,103662,88720,10542,5087,6119,1898,2520,2815,,687624,765277,1023290,1089612,1233929,961993,602448,566099,510855,580531,,72237,120915,216635,198175,56898,30901,19170,6501,8126,9624
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",1534,1558,2324,1781,2323,1194,1635,2196,3405,2794,,103097,117712,116943,202538,141802,169207,182322,176511,185178,169367,,10637,14342,12738,9822,10030,9878,10372,9297,8982,9174
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",1073,2535,691,1052,1406,1460,1768,2880,1689,2776,,2358,4071,9567,17041,20338,34870,33024,68940,44600,89818,,30710,27512,17501,19580,13978,18856,12334,16742,16440,15519
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",737,130,569,61,432,191,27,252,2482,2748,,5723,7719,9141,11578,13055,11649,12986,18159,29994,64979,,149322,147304,150236,167757,152080,94904,188590,129092,133419,170984
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",2329,903,18,750,392,602,1142,1610,2178,2740,,1630398,1868144,1962344,1974574,2008435,2311678,2599179,2825387,2676329,3230456,,80522,100048,99366,100002,113045,148233,194265,165479,133363,196488
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",86,80,161,180,192,141,629,939,1229,2650,,10885,6050,31217,474935,56611,74624,71319,131410,141859,182431,,26213,36577,38733,35027,33368,35916,43074,47260,44243,56225
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",460,835,1528,1824,1747,2391,3004,2623,2385,2649,,480336,665758,790179,817012,859628,1058541,1435655,1510901,1233445,1792798,,4167,3781,6337,7725,11977,11555,16329,18856,12625,31361
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",161,100,172,423,522,529,987,1782,1793,2590,,95158,144621,195128,210012,293742,363440,482394,533015,520453,676470,,14042,14259,12719,22513,17891,17542,15112,17303,12482,17939
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",42,129,613,427,885,1206,1647,1860,1468,2567,,111926,153236,178537,188256,283180,431639,695244,1194169,1748997,4426010,,31499,39751,35553,37117,30010,34207,43620,40935,28255,41827
854290,"Parts of electronic integrated circuits, n.e.s.",4324,5769,18897,20654,28719,4762,1061,6030,3241,2566,,9074,9734,7727,7183,7582,12973,81077,45895,116011,79190,,3492302,3491527,3788795,3463894,2968745,2205275,2060387,1616201,2442639,2925658
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",2,1470,1915,1470,1079,1751,2467,3622,3346,2506,,13691,22621,32822,29806,27984,35193,54620,74724,87349,167086,,72530,82401,104665,113421,116617,131842,139707,143054,148377,200129
10611,Live primates,0,0,397,569,295,0,0,0,829,2484,,3410,3214,2956,3315,3238,4309,4255,6730,5326,35455,,0,0,614,637,376,0,0,0,11087,20684
610520,"Men's or boys' shirts of man-made fibres, knitted or crocheted (excluding nightshirts, T-shirts, ...",177,257,756,1081,2158,2063,2947,2632,1627,2483,,181742,201010,213094,248033,294697,358643,356338,385959,290231,417989,,9847,8822,6471,10232,8835,6922,9743,12324,6684,8957
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",1290,2435,1769,3087,2993,2379,17873,11473,13419,2449,,12125,21131,26288,18769,24251,26621,23487,23149,20778,19221,,306629,267525,212755,149221,130465,112076,117751,101169,84372,43832
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",943,1179,1866,1528,1131,1017,2031,2642,1734,2445,,144030,198396,202275,240740,239205,318279,382959,459723,448349,356124,,100439,98963,125445,153303,218371,207441,217871,337972,385134,338247
