Product code,Product label,Germany's imports from Singapore-Value in 2012,Germany's imports from Singapore-Value in 2013,Germany's imports from Singapore-Value in 2014,Germany's imports from Singapore-Value in 2015,Germany's imports from Singapore-Value in 2016,Germany's imports from Singapore-Value in 2017,Germany's imports from Singapore-Value in 2018,Germany's imports from Singapore-Value in 2019,Germany's imports from Singapore-Value in 2020,Germany's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",0,1,0,0,20,46,4,0,1,0,,6737,6435,4344,6276,5123,6110,4858,8761,48976,50533,,65307,52383,58245,55827,62438,66013,67623,56171,83562,72781
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,2543,3100,4558,2390,2808,1612,1987,1758,1353,2650,,141726,159135,176449,93176,97390,101418,105504,97669,109541,122266
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",1,1,1,0,0,0,0,0,1,0,,2691,8102,8944,7542,3682,3636,4569,12332,12779,17661,,279964,329120,342465,258860,195967,207031,213767,250678,275826,323105
360200,Prepared explosives (excluding propellent powders),0,0,3,0,0,0,33,2,0,0,,11174,8859,10440,6245,4126,4231,1861,2376,1392,1260,,19486,25182,29308,24982,21782,28500,32998,25818,28375,28555
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,798,559,730,1890,1951,2922,1401,968,561,593,,2724,2529,2196,2181,2454,4278,2898,4685,2925,1298
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,1104,2041,398,431,220,257,228,207,52,47,,3312,2668,6401,4067,2976,3810,3291,2240,2432,2574
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,160,28,12,248,50,114,156,32,57,70,,70,187,217,347,1780,993,1140,1506,804,937
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,1698,833,1799,1069,493,165,69,46,104,57,,21933,25738,17981,4606,10130,7915,8366,2257,2908,3345
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,0,,36,45,127,2,3,1,21,56,144,69,,1488,1609,1900,1909,2627,2833,3059,4870,5914,8451
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,44,1086,1123,2040,919,300,360,190,236,357,,12067,7848,21403,19709,8948,10548,11397,9997,7778,12280
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,258,100,63,184,208,148,372,253,194,74,,52459,49774,44659,34871,30144,33032,29710,28075,25769,39881
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,4,0,0,,656,799,642,443,249,468,532,271,420,333,,98039,111173,123440,93482,112536,83743,73426,57277,49441,74533
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,0,0,0,0,1,0,0,0,,167369,56273,41779,25394,19410,19434,15547,9130,7790,8881,,44896,60189,67116,46436,60923,64487,67615,55619,55481,64573
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,432,0,0,0,0,0,0,0,0,,82122,70958,86169,90751,58959,60263,75167,66455,68654,76621,,153175,155586,148371,141676,109595,138090,124521,131265,169451,243683
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,372,1575,344,54,,0,0,0,0,0,0,154,21,0,0
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,6,0,0,0,0,0,,5275,40754,49592,190353,79454,45926,58478,55815,53642,23809,,338974,333602,423335,369740,446095,470919,552298,558980,616367,610627
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,20,2,0,,6419,7454,9070,13204,10371,9946,8801,7789,5149,5250,,80772,90670,97449,88134,88804,89056,90718,70556,63450,65198
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,0,,14239,8889,5291,10952,5866,2996,2019,2064,1468,1410,,4255,4864,4898,2987,3030,3223,3863,3658,6894,11208
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,1,0,480,0,0,0,0,0,0,0,,2297,2278,2541,2004,2116,2309,2201,1900,1753,2454
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,261,2950,0,0,,0,0,0,0,0,18457,14752,24517,15044,12713
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,455,309,389,64,85,108,199,117,137,112,,8340,12388,14222,18548,16582,13044,14839,14318,9650,15788
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,3,0,8,3,32,3,2,1,0,0,,2554,2780,2887,2522,2813,4197,3913,3066,2597,3087
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,0,,2033,1519,1761,1336,1185,1310,2560,2265,977,1142,,12607,8626,6239,2737,3853,3717,3676,3025,2814,4208
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,0,,2431,3196,2915,3236,660,489,370,197,30,3,,1043,1352,1245,1099,905,1266,1900,1247,294,781
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,0,0,0,390,0,0,0,0,,33686,34822,35446,33917,32623,22868,16433,10723,9947,12700,,142261,139832,145790,128901,120776,125317,139559,128323,134878,159113
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1,3,0,0,12,27,0,0,0,0,,42694,45939,43344,64537,32737,30281,25786,27651,28012,29169,,235157,249581,257889,205113,221892,232233,248441,223644,196246,231560
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",0,0,0,0,0,0,1,0,0,0,,2143,8591,8023,7178,3015,2314,2150,2129,1939,1787,,7284,9341,11056,6980,7055,5533,5881,5626,5084,6885
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,1,7,0,4,0,10,,6767,6439,4516,3720,2460,2514,2674,4497,6602,3947
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,46,568,5,163,0,48,0,0,0,0,,1613,3611,4564,5089,5558,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,6,54,,0,0,0,0,0,0,0,47,70,111
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2036,456,416,38,1
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,193,502,1084,417,2017
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1565,812,908,1103,722
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1562,2465,2363,3692,6815
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,0,31,24,234,102,0,14,0,9,,13,32,82,17,215,44,165,88,118,133
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,44,298,0,166,49,0,0,0,0,,346,299,0,183,148,127,169,243,179,211
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,4,0,,2716,2288,3617,2985,3079,3352,3866,2136,2785,2181
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,37,2,1,,20703,19573,21991,16560,12305,10897,12385,10248,10658,11676
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,239,19,29,52,49,,22142,17739,16519,12405,14253,11947,15665,14003,11438,13669
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",19,0,0,0,0,0,0,0,0,0,,44,55,25,39,44,11,7,11,10,16,,5350,5895,4833,2669,2883,3095,3188,4035,2888,4133
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,0,0,0,0,0,0,0,0,,1164,358,274,330,532,739,638,146,219,218,,657730,609788,690153,578887,547305,556614,602675,553336,529230,719416
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,0,,314,228,544,124,172,365,846,237,209,250,,1555,1757,1674,1401,2629,2547,2733,2120,3020,5014
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,0,0,0,0,0,0,0,0,0,,4773,4282,3743,2542,2006,1312,1430,1490,1101,1719,,175596,191464,170881,166280,135943,141934,189054,144150,121576,178892
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,0,0,0,0,0,0,0,0,0,,526,1678,9951,472,1016,888,684,1725,2187,1531,,20775,21594,20973,12131,15080,21293,16365,12407,14099,17673
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,18,9,4,,0,0,0,0,0,78,76,56,64,54
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,55,4,34,,0,0,0,0,0,17210,19463,20474,22897,34469
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,115,0,1,0,0,0,,1,0,0,0,0,22,77,14,16,127
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",0,0,0,0,0,0,0,0,0,0,,94,26,168,636,694,527,26,0,0,2,,22150,24853,47925,23061,20998,15110,11445,8242,5351,6091
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,147,0,0,0,0,0,,331,272,407,2516,7894,648,197,143,121,147
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,0,0,0,0,0,1,0,0,0,,3273,3495,1535,2813,5275,4212,3481,2082,944,805,,308588,285160,295798,235339,201149,197301,174966,179948,144187,150089
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",0,0,79,0,0,0,0,0,0,0,,862,241,61,140,143,80,100,124,0,57,,46339,40332,27977,17396,10968,22263,16820,6304,4903,5457
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,0,0,0,0,0,0,0,0,,329,190,223,316,71,8,97,19,99,193,,12395,13667,13399,8061,8738,8781,6412,6429,3437,3012
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",0,0,63,0,0,0,0,0,0,0,,20399,12708,5807,2655,2513,3721,4326,2752,2144,3087,,29811,34868,29320,22974,21108,33597,38838,31363,21656,29023
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",0,0,0,0,0,0,1,0,0,0,,1973,1307,473,365,378,399,355,508,425,308,,147916,136940,136733,115286,98872,120880,137595,110388,80918,108721
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",0,2,3,2,11,1,0,0,0,0,,2739,2619,15067,23684,34328,43754,32374,25990,19570,22122,,224195,222351,218458,181613,176506,207254,193724,156541,118771,170126
400829,"Rods, tubes and profile shapes, of non-cellular rubber",9,1,1,2,1,0,0,1,0,0,,2984,2162,2983,1316,1175,1430,1698,2338,1859,3318,,92685,83132,81057,68829,73029,82299,89849,85405,77760,92012
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,41,0,0,0,0,0,40,0,,5025,4431,3746,1128,1995,31691,55063,78507,56849,98788,,44615,49141,53839,39605,30562,33797,35268,34665,26601,52863
391510,"Waste, parings and scrap, of polymers of ethylene",0,0,0,0,13,0,0,0,0,0,,7904,15915,13335,7467,5872,5430,5594,5390,7671,8655,,76688,82193,106843,92092,95845,76405,64338,73825,70440,110044
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",1,16,1,0,13,25,0,47,0,0,,25866,30703,44906,25864,20549,16224,12381,6879,3828,3507,,60266,71334,92828,74331,65833,63737,63549,60685,49919,55203
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,306,1060,580,845,418,381,531,163,146,282,,9731,8789,7895,6614,7285,8182,8447,8187,8835,13520
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,138,621,200,303,204,121,1917,716,140,405,,71826,80625,55632,30587,18322,10828,8178,6774,7563,6316
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",15,17,87,411,0,0,75,0,0,0,,23055,15798,9581,5303,4099,4227,7895,7360,4807,3432,,149535,124752,104492,76208,106660,120934,89972,90954,62166,70430
481200,"Filter blocks, slabs and plates, of paper pulp",0,0,0,0,0,0,1,0,0,0,,533,548,995,1686,1631,990,766,259,199,448,,3954,5833,7329,5753,5249,6111,6286,5086,5315,7091
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,11707,8785,5535,8440,10079,12704,13057,7684,6481,7162,,38273,34497,41268,32120,34362,29130,27749,21082,17183,20033
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,989,569,768,1380,1782,1802,2421,457,493,800,,97901,98755,91146,67867,73281,79463,97243,93697,78091,82741
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,2107,1324,1573,1058,2074,520,883,1076,762,992,,110443,123507,143232,118463,126682,143151,157545,162711,146105,182346
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,396,607,414,77,150,240,138,229,113,611,,48465,47236,51123,43110,40994,41115,49586,35897,30895,38191
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,603,1039,821,472,676,626,996,1249,616,880,,66337,88437,102879,79764,77008,85274,83354,77530,75760,107868
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,0,0,0,0,0,0,0,,473,407,361,494,489,625,310,19,9,29,,1569,2180,1788,1258,1846,2609,2511,1731,1060,1737
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",2,0,32,1,2,0,54,284,0,0,,828,1678,1471,885,2104,1618,1065,947,706,635,,137765,126561,155840,146253,165041,175181,188982,176160,181480,205738
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,1543,4029,3511,1575,854,646,823,892,236,414,,3651,5920,4117,3395,3581,4459,5255,5868,4778,4184
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",0,1,1,1,3,1,1,2,0,0,,1511,655,620,833,1069,723,813,493,431,893,,126416,134822,163306,145709,149611,160600,172408,176274,179403,264212
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,43,8,11,2,0,1,1,0,,134,175,180,116,131,121,223,239,209,115
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,0,0,0,0,,382,365,477,316,260,255,282,182,196,150,,79033,81021,78086,68458,77308,70466,72229,71020,75755,72065
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,1,0,1,0,0,0,0,,212,221,195,209,157,245,197,456,159,72,,8347,7060,7878,8178,8448,12147,12065,10426,9758,10752
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,40,4,13,11,3,19,13,34,43,47,,398,163,217,223,145,184,203,264,290,147
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,126,187,218,88,35,409,493,313,25,312,,11053,9406,10393,9855,10147,10260,9349,10001,11569,14466
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,,74799,94581,68630,51037,54744,62544,82494,66538,52606,79222
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,0,,43,6,16,1077,308,1,1,23,8,12,,1496,1627,1573,1067,1208,884,917,603,613,641
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,2,1,0,0,0,0,0,0,0,,791,1212,1031,1802,2588,801,1708,955,1157,1044,,6192,7307,6649,4463,2893,2432,3026,1661,1274,1348
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,86,8,0,0,0,0,3,0,0,0,,26,112,310,14,111,138,100,49,316,17
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,7,0,0,,9405,12891,8406,5102,4417,5244,6568,8033,4413,4904
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1035,1600,1930,930,970,1094,1076,927,267,328
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,2,91,0,0,0,0,0,0,0,0,,735,437,457,752,1531,874,1760,1922,1546,1460
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,0,0,0,0,0,0,0,,15,12,0,0,0,421,17,8,0,0,,215908,194186,178517,146076,149141,188599,182809,160053,111476,163652
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,0,0,0,0,0,0,0,0,0,,145,1,0,0,0,161,254,177,0,181,,25545,25964,30513,27755,30541,32258,43597,34676,34456,36170
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,505,670,701,325,289,12,7,10,0,0,,15727,15905,13330,11437,12121,13140,14479,12069,9866,10810
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,6729,7357,6008,3996,6326,6387,5524,4666,4494,4958
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8290,9351,7525,4410,3785,5335,5697,4601,4036,5266
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,28,16,23,30,474,282,10,13,5,7,,2822,3156,4165,2380,5415,3649,6028,7109,5676,6770
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,12,5,11,5,1,42,0,0,0,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,353,299,352,826,757,624,1044,1147,765,660
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,3,2,0,0,0,0,0,0,0,0,,719,219,14,91,156,62,248,1444,140,733
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,448,477,695,712,191,6,583,510,332,161,,31903,27846,28119,23988,21048,25756,27980,21246,22167,26405
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,0,,475,417,545,628,874,730,2450,2103,862,482,,22288,21511,22612,17955,14552,13950,15528,14094,13842,14828
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,1,0,0,,10,12,2,89,3,0,4,114,5,20,,9973,8942,8213,6750,7077,8197,8210,6708,3254,4633
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",0,0,0,0,0,0,0,2,0,0,,2132,1977,1126,663,438,267,353,370,875,808,,3692,3939,5075,5898,5246,5537,5284,3800,4445,3057
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,172,105,177,84,43,0,192,1,9,156,,6710,3915,2880,3434,4922,7647,3703,6756,8210,11027
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,648,1587,754,366,250,306,368,151,23,41,,19064,12932,12983,19311,14743,18388,19064,16799,10142,11075
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,422,219,265,382,107,47,101,138,16,12,,2721,1499,1685,1364,1041,901,890,607,639,599
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,11,0,0,0,13,0,,2263,1324,1582,679,829,851,967,919,626,732
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,13,1,174,3,0,0,0,1,0,7,,646,821,623,783,802,1030,869,681,652,1018
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,1,0,0,3,0,0,0,0,27,30,,1348,1242,976,391,546,391,744,377,853,325
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,2693,5814,10408,7439,6674,6155,7895,16495,14483,16113,,62260,63145,68781,57772,57345,56562,65900,71991,61025,70444
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,149,8,56,293,2109,1052,1142,588,1749,384,,6337,5600,6666,6231,5671,5746,6282,6598,5744,7698
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,2,254,16,2,31,35,371,2,5,42,,183,189,154,214,330,531,1064,272,297,230
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,719,166,77,295,572,380,343,1707,860,260,,13704,12389,13424,10694,13445,15856,10690,9377,7133,7990
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,0,0,0,0,0,0,,84,166,667,18,74,34,316,427,279,8,,291,164,270,228,26,25,47,100,82,107
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,5,11,3,12,16,19,27,27,2,1,,4195,4467,3723,2851,3181,3033,2281,1822,1043,1378
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,196,775,280,280,274,404,323,150,53,150,,1280,1306,2223,2335,2391,2242,2409,2935,2298,1731
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,5352,297,0,48,0,62,1,0,668,31,,10930,12035,14568,8711,9510,12192,12438,11443,13841,16664
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,20,172,137,365,2168
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,48,43,15,0,765,556,0,0,,3258,3652,3988,3045,2463,3882,3474,3147,3321,3186
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,30,0,0,0,0,0,0,,273,15,89,2031,1274,2912,1571,5955,0,0,,22480,20309,23109,15534,17690,23160,22107,19567,12541,13383
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9519,10575,6877,6210,6104,8170,7026,5742,3623,5118
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1135,1015,806,816,1417,1629,1683,1233,736,491,,20792,22008,19494,16050,13857,15870,14428,12558,11165,10144
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,484,221,246,307,192,118,5,32,,9499,11516,13198,11386,11386,12039,8785,8480,8110,10539
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1364,5913,1155,1020,56,131,618,186,22,29,,561,965,831,634,876,646,676,698,1526,864
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,7609,1188,1212,722,0,0,1310,2034,,14442,14132,17157,14479,18264,22453,12231,9646,8616,10883
