Product code,Product label,Japan's imports from India-Value in 2012,Japan's imports from India-Value in 2013,Japan's imports from India-Value in 2014,Japan's imports from India-Value in 2015,Japan's imports from India-Value in 2016,Japan's imports from India-Value in 2017,Japan's imports from India-Value in 2018,Japan's imports from India-Value in 2019,Japan's imports from India-Value in 2020,Japan's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,1714,1492,1497,899,892,1076,1326,4139,3851,3740,,2119,1937,1811,993,1827,845,775,968,1073,1074
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,103,221,130,11,18,10,29,21,36,6,,34,40,6,128,16,2,193,21,383,640
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,16,443,444,583,85,0,0,0,0,,1073,1628,1184,1246,791,2340,7504,4071,4230,6299,,52273,39387,48644,49189,50095,44078,49477,40168,35629,30758
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,9,2,0,0,0,0,0,,273,12049,24448,47423,35841,34634,18138,11199,9400,2520,,1929,1888,2809,2779,2597,1867,2759,2265,2092,2533
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,19,22,16,378,54,8,2,3,4,939,,112,199,236,150,151,154,210,131,82,66
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18602,15283,19959,19375,21235,21216,26791,22996,9906,9753
510521,"Wool, combed, in fragments """"open tops""""""""",183,0,0,30,87,0,0,0,0,0,,27,0,532,0,7,43,102,200,3,2,,1534,1288,736,424,255,58,3071,3952,3772,2126
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,7,0,0,0,0,0,0,,6081,8987,8265,3566,3242,2868,3132,1879,1473,4814,,88,60,69,83,62,82,46,144,76,81
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",65,0,3,0,0,0,18,17,0,0,,617,621,777,1778,130,298,46,317,157,119,,2531,2640,1902,1924,1692,1576,1502,1486,715,490
530620,"Multiple """"folded"""" or cabled flax yarn""""",7,0,0,0,0,0,4,0,0,0,,1316,1112,808,160,120,121,283,126,224,302,,632,517,400,292,589,545,497,241,225,177
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",6,6,0,7,0,11,2,3,2,0,,1306,4266,2528,1999,1313,1493,1066,940,1153,1089,,51,70,52,68,40,56,49,28,41,22
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,2,19,,167,38,128,164,162,109,122,128,55,135
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,12,20,27,37,31,36,25,19,0,,976,2556,2688,2307,3366,3511,4623,6163,3717,10061,,1149,949,954,1010,917,512,693,714,678,327
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,11,0,0,0,0,0,0,0,,15,59,18,7,43,2,2,219,150,146,,49,52,40,24,10,26,12,3,9,10
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",0,27,5,5,3,6,0,0,0,0,,2193,1023,1174,690,869,2722,587,421,238,1208,,74117,59902,53471,46064,43326,53673,61016,71315,61463,74322
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,6791,70782,24494,645,3514,282,5424,38857,807,19162,,0,0,0,0,0,0,0,0,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,8,40,1,13,831,0,699,746,7114,0,,12,12,0,24,44,28,122,153,100,771
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,1280,0,0,,985,808,3030,116,0,0,18,1730,94,1,,1210,2089,2130,2131,1031,734,670,10386,1677,31
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,1050,83,95,149,37,11,24652,181,659,1516,,0,151,296,220,451,2497,804,116,828,8467
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,732,2177,8595,2319,5612,8671,14226,15429,6841,7666,,67,0,916,219,253,2106,1467,70,102,308
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,27,0,0,0,0,,0,0,0,0,0,4461,3094,16182,28612,57631,,0,0,0,0,0,119286,107168,138579,98787,104077
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2389,1538,270,878,2334,,0,0,0,0,0,33906,56736,59486,49437,59258
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,0,0,25,5,0,,3815,6513,5611,4803,5740,6023,11094,10067,3870,8046,,24316,25955,30724,22617,29326,30922,32614,24467,26212,32290
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,6,0,0,0,0,0,0,0,,491,686,458,655,790,485,346,437,370,596,,2460,2232,3422,3017,3019,2880,2241,2640,1799,2700
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,34,2,0,20,1,3,3,5,9,2,,118,125,84,32,160,23,66,162,73,55
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,0,0,0,0,0,0,0,,2898,888,415,178,463,408,659,201,68,114,,1621,2141,1054,835,627,173,79,150,37,36
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,0,0,0,0,0,0,0,,529,1300,2165,1415,830,1218,2095,1876,1272,1491,,7614,7866,10279,8973,13256,9182,11087,11631,6392,3280
850520,"Electromagnetic couplings, clutches and brakes",0,0,0,2,0,25,0,0,0,0,,1540,1976,1594,1196,2492,3542,3703,3719,3108,4527,,15055,18561,22042,16230,14306,13469,14773,12281,9396,13339
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,5,27,2,52,29,37,167,48,61,68,,66072,55656,42673,17819,17090,19029,2986,3742,2217,2818
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,21,42,33,49,31,56,113,139,250,479,,6129,6850,6303,6571,7072,5378,4427,4522,3162,2275
851640,Electric smoothing irons,0,0,0,0,0,0,0,0,0,0,,508,227,253,1458,1793,1782,2409,2549,2123,1733,,48861,43327,54613,63305,59830,63061,62071,58316,51106,52172
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,35308,35469,28007,32141,86813,79184,84806,71093,55181,77738,,8037,6479,7108,6991,5106,6524,11247,13696,7368,7340
850240,Electric rotary converters,0,0,0,0,0,0,0,0,0,0,,95,664,466,1501,58,103,1506,208,98,119,,84,433,3689,303,580,308,478,986,1600,2177
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,0,0,0,0,0,0,,627,885,265,269,239,3453,2535,3097,3092,4318,,10619,19171,29694,25665,31955,51963,62204,87107,124003,186169
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,0,3,0,0,0,0,0,0,0,,5770,11652,8202,10933,16307,15149,13831,21650,26979,40928,,140489,166305,150730,135496,161114,151264,156988,162238,173880,184725
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,2014,4067,2319,2349,447,1470,709,1181,1312,1003,,590,737,900,335,487,795,916,592,922,155
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,0,,846,539,422,668,537,477,773,733,523,881,,2546,3300,3888,3235,6485,5744,4508,4059,5238,2423
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,34,0,0,0,0,0,0,0,0,,11226,15290,10206,10946,13717,18910,23582,11268,13497,20436,,6713,8092,8660,9989,10399,12745,14973,14143,18570,11581
845221,"Automatic sewing machines, industrial type",8,0,0,0,0,0,0,0,0,0,,6148,6348,5892,3657,15463,1870,2794,4017,3079,3042,,16342,16698,9710,8564,11030,11798,10370,15503,7662,7907
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,489,516,457,394,586,667,550,436,700,357,,968,826,1049,851,1072,537,1593,819,758,316
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,966,1732,858,1811,741,1578,647,471,284,100,,4302,6924,6320,14904,12567,5688,16870,30173,10690,11042
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,69,109,710,15,477,175,144,299,31,785,,1096,5951,4823,3774,752,3472,5565,5371,1442,591
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,12,33,17,13,,0,0,0,0,0,8996,12259,14370,11528,10930
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,0,4,0,0,0,11,0,0,0,,1373,2671,4338,4790,3083,3393,3807,3306,3789,3439,,24282,19633,23352,21496,23364,23152,22671,23363,24029,18010
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,79,0,0,0,0,0,,542,43,250,113,495,97,328,86,118,196,,2915,1537,2888,5397,983,1309,869,1143,590,1770
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",0,0,0,6,0,0,0,0,0,0,,1016,457,476,414,474,903,821,588,795,1162,,6194,7040,7353,5677,6864,7299,4746,4737,3816,7118
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,0,0,0,0,0,71,0,0,0,,4575,7010,6373,6805,5848,7208,8835,12354,5451,8591,,3770,1167,1949,897,2620,1984,4717,3936,3403,3997
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,0,0,0,0,0,0,0,0,,1494,2248,2406,3592,5609,6902,5406,1063,1142,1002,,30,5,3,21,14,0,0,0,32,10
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",9,49,62,14,62,272,15,48,70,0,,6192,4548,6942,3095,2202,3380,5049,3789,4279,6472,,40766,33855,41403,51168,49175,57012,73275,74313,54605,87693
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",0,0,3,2,0,0,0,0,0,0,,4944,5659,6214,5440,6210,6742,5774,5597,4662,6988,,21049,23889,24368,25455,24037,24701,22867,21952,18487,27685
847050,Cash registers incorporating a calculating device,0,0,0,0,0,0,0,5,0,0,,125,673,447,236,1861,9292,3148,4028,20323,56403,,72692,116535,105947,93456,119966,169506,157578,177005,160677,141261
844512,Combing machines for preparing textile fibres,0,0,124,0,0,0,0,135,135,0,,2422,9072,6667,8118,5165,12885,15803,10905,9056,19521,,12,0,129,50,0,22,4,135,135,0
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,1254,1946,1296,2791,4222,2556,2453,2769,4027,8590,,7799,6559,10282,9248,16072,13738,9094,11806,8698,4196
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,0,0,0,0,0,0,0,0,0,,4432,4789,7779,7015,4676,3445,3885,4802,6869,3227,,47827,63344,62228,88261,72489,53243,62308,56194,64204,67458
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,5456,5606,10183,5390,7544,11197,11179,5285,5180,8937,,3822,1510,8201,771,2401,5296,23765,4653,3942,1687
841931,Dryers for agricultural products,0,0,0,0,0,0,0,0,0,0,,3036,3817,4808,7439,6969,10186,16397,6702,7578,11018,,1432,1120,2489,3176,2120,1812,2814,4510,3434,3624
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,4,0,0,0,0,0,0,,1400,1273,2535,1839,628,1490,677,1575,879,924,,2953,4573,4865,216,302,329,315,357,488,684
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,249,457,468,842,1654,,0,0,0,0,0,9463,10664,10222,9789,13563
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",3,0,10,3,3,0,0,0,0,0,,6652,5548,9564,16497,21191,23563,23252,29033,37672,66495,,8069,10424,8913,8030,9247,10686,12073,10932,12296,12818
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,0,,1072,111,53,60,60,46,547,479,1247,704,,4756,7405,10363,10506,14665,11976,12224,9507,7652,6478
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,0,,1963,2389,2685,2899,2257,3277,5279,3093,2764,3689,,726,812,1241,654,446,730,494,1010,1019,568
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,0,12,0,0,0,0,0,0,0,,1225,1011,1678,758,1052,1545,1814,1350,1112,1658,,10557,9080,9754,10629,11030,9916,12174,12234,10784,11808
842410,"Fire extinguishers, whether or not charged",0,0,0,0,0,0,0,0,0,0,,1674,4977,2942,6263,4460,4093,5874,5634,5775,8139,,34973,37552,41937,34663,33598,36014,41931,42367,37180,39026
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,523,1340,1305,1800,1385,,0,0,0,0,0,3913,7726,8541,16710,22532
842630,Portal or pedestal jib cranes,0,0,0,0,0,0,0,0,0,0,,3205,3059,4717,10571,1751,3050,431,18397,975,6671,,36,543,308,522,513,629,16829,0,116,85
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,1633,8934,2731,1451,1975,5447,1513,7117,4631,6799,,8193,1856,1501,1118,757,5600,7173,2569,9484,7068
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",75,6,12,0,157,2299,4,3539,0,0,,18195,21013,32287,30101,34524,37329,76847,86538,63398,68184,,94831,104157,133380,136938,134122,143400,183966,253224,223165,272178
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,30,588,74,841,335,30,163,8,16,14,,502,643,140,265,1538,239,2179,243,325,544
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,1114,1177,950,1660,1344,864,1040,1205,1328,1381,,32,310,115,151,331,149,150,204,99,53
731811,Coach screws of iron or steel,0,0,0,0,6,0,0,0,0,0,,37704,17494,5078,5784,4131,5265,10447,10148,8227,14388,,2008,2003,2153,1690,1437,1116,1942,2153,1427,1948
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,14129,12268,8997,7963,6011,10329,10513,9011,6780,14980,,19170,21538,17422,11056,5634,8954,10738,8714,7365,11519
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,13188,9972,9860,10431,10914,7410,12664,7780,8781,8232,,31972,28191,25956,8072,5691,7527,13884,11670,9932,35587
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",3,0,0,3,0,0,0,0,0,0,,1064,1922,3614,3437,2345,1734,2087,1665,1679,2489,,668,522,610,589,525,431,243,344,406,598
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,70,9656,0,0,0,,4705,1703,1350,817,676,4864,9344,46433,123113,252272,,30748,53087,93265,76440,47904,48541,53010,45888,17141,11724
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",17,0,0,0,0,0,0,0,0,0,,1997,747,74,6762,37387,20762,248,125,47,853,,2050,1436,1215,845,607,1393,1643,1410,1385,2010
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,39,0,0,0,0,,5840,5395,4691,2150,595,790,3416,1611,23000,41013,,11687,9592,14272,14488,11385,13922,14441,18371,16148,12012
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,140161,164747,115642,23792,18667,40608,7917,17077,13843,43638,,23504,21782,25805,18614,22117,30222,34349,32916,22499,38220
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",22,0,0,2,0,0,0,0,0,0,,2324,49,44,70,5077,1327,734,972,1415,1749,,1048,1828,646,210,333,124,218,175,326,959
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,15775,15225,28622,15533,29263,20605,16323,5765,3484,19563,,5317,2421,2520,2415,3265,2476,3976,2872,1945,1673
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,589,511,829,342,39,258,260,386,422,947,,6,5,3,4,0,5,148,11,0,0
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,541,1664,1484,1730,4403,11794,19438,14704,16495,14844,,1101,3021,3456,1154,590,700,774,747,634,620
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,24,21,32,27,8,55,4276,76,303,1138,,315,1012,621,603,560,353,449,339,729,303
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,81761,58100,57687,41780,50366,65055,52767,29769,13179,39644,,67326,79065,68249,46606,64685,78217,82477,72320,54599,80771
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,15,0,0,0,0,0,,1869,2815,1611,2329,2799,6985,5661,5512,5728,12095,,2802,1071,688,1242,1225,1263,2052,2307,2773,8156
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,4,0,0,3,0,27,0,75,0,,656,1660,16565,36678,47647,20452,7957,1754,11568,3672,,3111,5389,6145,8268,10230,15982,18633,16943,12955,20179
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,8,32,0,5,4,13,0,0,0,,2197,1248,1190,731,1125,964,611,531,359,817,,2763,3384,3147,2692,1937,1782,2114,1317,962,1031
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,12946,12310,11663,13321,14184,15222,15090,16426,13722,16990,,14370,13700,13714,12369,15518,14904,16681,18459,16294,17561
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,40865,26406,21061,25480,18902,37411,60994,107235,192193,311495,,1051,929,3174,5004,2368,10838,13490,18428,18904,13322
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),132,159,0,0,0,0,0,0,0,0,,287,334,414,219,411,290,43,29,7,556,,17076,13835,24987,33043,15621,10494,8450,4343,4732,6108
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",42,0,0,0,0,0,0,0,0,0,,99,12,0,0,9,58,291,3241,1273,9352,,1015,465,568,530,484,439,556,765,530,915
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,36,45,83,127,148,273,306,220,259,315,,10,6,73,9,68,47,19,27,7,2
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,1202,167,530,511,139,290,926,694,523,163,,4240,6266,7791,7997,7825,4083,6438,8883,3557,3843
811010,Unwrought antimony; antimony powders,2039,1964,1503,212,378,257,0,0,0,0,,22046,18775,20291,14907,9998,14047,17920,13995,10744,19905,,83774,57990,62652,40270,36784,47076,53804,34396,28623,58166
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,0,0,4,0,0,6,0,0,,4570,3705,4486,3160,3069,3437,4450,4596,3409,4538,,12471,11956,12374,11757,14222,16072,17406,19860,20539,22158
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,476,530,496,431,228,441,2585,2137,315,163,,2468,2294,2232,1967,1995,2099,2290,2378,2524,3119
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,4,0,0,0,0,0,,1898,446,332,448,373,449,353,191,131,374,,4314,4353,4276,3845,3708,3756,5219,4310,3700,4596
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,16496,12281,32446,109249,97324,1537357,3179495,3128454,2593662,2288980,,1125852,1110262,1184086,1333723,1774255,1745847,2760757,2236272,1409179,1660547
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,5,0,0,0,0,0,,324,484,2158,1169,3232,3290,513,1435,550,1203,,97,216,225,186,194,184,238,320,256,152
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,12506,12675,9636,8886,5472,6246,6790,6559,3787,5557,,45,58,86,62,79,81,86,110,98,106
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,30530,25245,36872,31832,19350,19303,27511,18568,11311,14954,,1544,4001,707,3954,681,49,1161,573,6237,8325
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,129,0,0,674,0,73,0,,25410,32083,30282,14943,17280,20738,21099,16351,10348,20249,,6753,9843,13880,9894,17376,16182,28470,8825,5888,6222
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,30,19,0,14,40,0,0,0,0,,120141,472918,617937,391618,383588,557465,236175,204412,216909,107837,,20587,3897,10098,1308,2455,3900,10460,8582,4056,2455
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,0,0,0,0,0,0,0,0,0,,1131,1226,1233,571,1549,5445,7780,6198,2420,2857,,2321,1450,1610,2197,3730,3571,4716,4586,4074,5027
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,6278,9552,9756,6828,3402,2693,3757,4041,3557,4927,,492,1151,1587,982,1101,885,694,896,715,849
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,0,0,0,0,0,0,0,0,,2465,2234,1537,1134,1088,1051,968,850,1677,1761,,30258,25835,23090,17998,36154,40009,48245,50856,36854,34275
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,0,0,0,2,49,4,0,,24,122,2,115,288,538,786,319,690,3107,,4817,5371,5440,3386,3696,3064,2927,8365,692,4451
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,389,1136,265,48,0,8,950,1026,1607,1227,,0,139,44,5,4,2,55,114,4,34
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,60,79,6,0,0,,0,0,0,0,0,56965,101313,66802,45080,46001,,0,0,0,0,0,4297,4816,5055,4091,5552
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,122,0,0,0,0,0,,2357,20717,2346,2173,5608,15812,7906,14738,8895,1073,,1863713,1476705,1032506,808169,698154,1007164,858878,882544,647179,1023474
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",78,67,87,77,43,75,17,0,0,0,,4351,3113,14597,29172,18687,40195,44913,37278,27830,14850,,193634,129040,129759,129429,120220,143875,147336,150983,109697,134088
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,135,0,1092,663,58,43,504,1659,26854,32058,,37047,16498,17254,14906,9372,8000,7483,7585,5589,6407
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,4,251,7,63,24,30,92,0,2726,9362,,85,49,37,103,35,50,55,43,24,42
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,1069,2186,2919,1522,1020,666,874,1215,1309,2458,,87,217,212,381,383,174,412,404,263,322
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",18,0,0,0,151,0,0,0,0,0,,20979,17061,14070,8274,7318,7692,7908,9447,7841,11566,,2079,2236,2016,2709,1977,2116,2720,3151,2982,3916
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,1035,984,642,340,505,895,1447,1713,1723,1941,,3305,2232,2319,1178,413,437,298,299,216,141
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,238,194,77,141,197,267,295,96,64,115,,32,0,0,19,49,41,30,51,118,127
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,42,48,12,0,33,1,,39413,33125,39873,35272,34715,25791,25098,29486,24865,29203
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,894,0,0,0,4,53,298,247,314,176,,45475,33055,32329,38089,29121,36581,41839,30784,24643,27822
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,8,15,0,0,0,0,0,4,52,6,,5162,7420,9221,10465,12044,11857,13032,9235,6705,6070
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,2,2,5,4,36,63,87,61,0,1,,59,77,24,139,350,1926,534,477,330,19
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,1585,4,35,78,58,6,172,89,4,994,,327,183,197,287,670,1004,896,745,303,155
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,78179,73919,63327,83447,64621,87305,97551,95779,60437,155708,,45514,29817,21384,15748,13916,11016,6717,7994,5602,3879
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,4741,6935,7762,5639,8830,11393,20373,14922,18001,21226,,3191,1783,1668,1319,1294,1596,1692,1578,2000,2011
