Product code,Product label,Japan's imports from Australia-Value in 2012,Japan's imports from Australia-Value in 2013,Japan's imports from Australia-Value in 2014,Japan's imports from Australia-Value in 2015,Japan's imports from Australia-Value in 2016,Japan's imports from Australia-Value in 2017,Japan's imports from Australia-Value in 2018,Japan's imports from Australia-Value in 2019,Japan's imports from Australia-Value in 2020,Japan's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,28,14,7,0,0,5,0,0,0,0,,0,6,0,0,25270,4483,9433,5,4490,460
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,4,100,1,4,1,8,20,2,1,0,,8093,7033,9149,7548,8766,8776,8946,11805,8777,10505
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,7,93,2,0,7,119,67,18,18,19,,450,722,1460,980,800,1652,1422,1063,1784,2400
291450,Ketone-phenols and ketones with other oxygen function,0,0,0,0,0,0,0,0,0,0,,2,8,2,4,6,7,18,11,13,5,,16239,12297,13209,11294,15667,13781,15260,15991,11586,17047
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,165,62,34,57,47,9,11,5,2,0,,6782,7765,12230,11396,7891,5567,5624,5646,4098,5460
291612,Esters of acrylic acid,0,0,0,0,0,0,0,0,0,0,,141,102,4,54,101,39,0,4,18,42,,169121,248058,118792,91953,90914,91138,105966,87264,65969,122605
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,47,29,0,0,625,750,1393,2229,2097,1179,,72084,70429,79045,58487,54368,57551,60196,54909,45307,61902
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,91,6,1,3,3,3,11,4,3,7,,50414,47739,58751,21014,16820,12193,15623,6175,5302,4269
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,251,6,5,3,10,62,15,21,17,25,,2747,2704,2951,1873,4118,1623,5530,1996,3490,4534
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,28,52,60,176,36,181,23,47,129,52,,91984,96350,97843,90192,112643,111606,98557,106036,105370,102735
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,0,0,0,0,0,0,0,0,0,,70,19,13,15,149,342,146,312,6,49,,85985,84805,88070,85123,82892,91100,105227,95607,92356,112515
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,10,36,4,41,37,12,30,33,47,1,,65828,70019,62119,62111,67396,63158,78524,76028,79174,94790
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,864,1068,1490,1011,342
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,31,42,1,0,3,0,0,0,0,58,,182922,161574,192117,157315,136436,155062,181411,180594,116557,182965
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,19,0,77,0,0,,97312,162245,47020,109361,49495,62613,62841,23624,42336,17054
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,2,0,,2,1,4,10,8,2,2,1,6,4,,7137,7740,11322,7741,6916,6789,13756,17763,8228,8599
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,,224,113,231,169,98,248,134,678,522,828
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293220,Lactones,0,0,0,0,0,0,0,0,0,0,,97,72,82,64,122,124,34,69,38,41,,220893,57296,52839,80639,70968,74134,97001,113816,73948,79637
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,2191,1395,872,3571,59,223,1589,1297,1631,1876
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,0,0,0,0,0,,46,55,11,23,185,53,30,42,5,20,,401631,374177,366133,311366,369149,309268,888043,690552,700513,250760
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,2,1,0,3,0,0,0,0,0,5,,592,430,445,692,573,669,752,782,904,920
293500,Sulphonamides,0,0,0,0,0,0,0,0,0,0,,3168,5841,3174,8863,7105,0,0,0,0,0,,462675,403478,270892,318665,456850,0,0,0,0,0
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,53,11,31,4,30,,0,0,0,0,0,418813,442161,547066,482831,238902
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,7,82,67,0,3,4,3,11,44,7,,16296,15268,36143,14361,15261,14241,12725,14920,14235,17564
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,26,0,0,,139,92,92,62,157,36,131,107,52,33
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,44,16,0,0,0,15,0,0,0,0
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,434,779,440,455,700,532,579,213,596,989,,181,214,170,91,58,53,109,85,55,110
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,0,2,14,0,5,,33,28,29,14,12,33,29,23,15,30
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,105,74,177,221,233,200,253,139,12,33,,41795,56071,65614,51414,39608,35973,52230,43382,26760,30919
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5341,5733,4185,2884,3277,2915,2799,1647,763,1166
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,3,24,0,63,254,182,273,229,130,305,,788,789,632,592,119,90,440,427,288,239
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",0,0,0,0,0,0,0,0,0,0,,266,3,123,13,0,0,0,0,0,0,,6866,2643,9760,7199,6787,6164,1212,7911,1113,1664
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,0,0,5,2,2,0,0,0,41,44
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,0,0,0,73,0,0,0,0,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,4,19,14,5,56,91,89,16,84,0,,58417,43032,53783,50384,49180,62244,51361,35111,38235,39269
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",98,173,42,0,0,0,0,0,0,0,,0,5,0,35,3,6,1,8,13,8,,467025,377168,347959,250881,258123,321291,264787,320134,322400,279462
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,9220,7628,7338,5861,6893,7880,6267,5561,5736,4829
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,0,0,0,0,3,,0,0,0,2,2,6,4,0,0,5
30289,"Fresh or chilled fish, n.e.s.",764,612,566,760,565,0,0,70,48,0,,3413,1232,2583,4984,9894,3711,5646,4841,1989,3089,,68605,64595,48721,49979,50555,37820,38094,36150,28668,23515
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,685,68,290,425,533,535,703,755,526,4103,,9141,8723,11122,7886,6239,7755,6740,4899,7609,10107
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,615,102,76,300,817,990,335,642,654,1014,,0,0,0,0,0,0,18,0,0,0
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,58,23,33,33,22,271,,27,20,20,12,19,39,59,137,255,344
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",28,0,12,0,0,0,0,0,29,0,,3425,1987,93,906,475,320,4662,2,213,17,,6786,6477,4586,4094,4570,6498,4698,4115,4287,6586
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,36,72,49,46,31,57,12,35,8,29
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,222,344,203,205,305,226,230,190,329,262,,38631,34941,30828,38971,54263,56218,44299,48182,48898,54261
70940,Fresh or chilled celery (excluding celeriac),0,0,0,55,128,4,13,0,0,0,,1002,1295,1587,2794,4488,5341,5882,6784,6141,6665,,8283,8781,9186,7302,7226,7128,7945,6811,6127,5622
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,130,30,0,8,0,0,0,0,,273,407,509,395,359,381,363,373,326,338,,28,14,164,128,56,35,2,165,1502,2589
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,713,933,1858,1226,1221,993,1009,1142,1573,1384,,160616,152805,132149,132008,144742,134706,135699,128712,124532,115057
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,9,0,0,,69,276,52,353,147,148,94,100,95,263,,240571,266944,382496,332709,205827,189502,214164,303162,322867,213260
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",3,2,2,4,0,2,6,0,0,0,,1602,1211,1336,682,1010,1159,1238,1185,770,875,,32166,36052,36478,28085,27584,34405,30932,26492,17743,13715
130214,Extracts of pyrethrum and of roots containing rotenone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,44,15,14,6,16,,0,0,0,0,0,9,0,0,0,0
130231,"Agar-agar, whether or not modified",0,0,0,0,0,0,0,0,0,0,,9,20,15,31,19,89,24,9,20,3,,45493,46674,49927,49853,45605,47041,48687,42602,38683,38558
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,0,5,2,12,0,4,0,4,3,3,,7185,6407,6356,5679,5057,5139,5310,4579,4262,4378
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,479,9,61,291,410,52,151,131,120,128,,218,258,130,418,1123,440,332,316,443,548
120300,Copra,0,0,0,0,0,0,0,0,0,0,,31,14,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,702,418,1040,2233,730,786,609,233,176,215,,1600,1681,1502,1745,1599,1009,1185,1191,1268,971
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,60,42,0,0,0,,11903,14553,10866,15579,14950,11820,17830,13263,10467,14931
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,73,0,0,0,9,12,0,0,185,94,,28,60,128,53,165,130,49,0,16,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,,9247,7391,5431,3974,4281,4607,3993,2662,2590,2361
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,122,3,0,,0,0,0,0,0,269,626,1097,865,4068
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",235,0,0,0,0,26,39,10,72,0,,1308,1439,1413,994,1185,1042,1928,1300,1468,1936,,284,71,91,171,375,366,481,471,431,315
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,182,107,29,0,169,126,51,14,140,14,,36176,26868,18865,17838,19243,17785,15767,15477,8400,7179
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,1031,1182,1802,1146,881,2033,737,1108,1029,1795,,454,370,218,509,188,127,44,52,134,83
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,13,40,107,29,11,7,0,12,0,25,,5864,5364,4685,4836,4775,3695,4054,4349,2858,3720
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,94,382,1019,0,,0,0,0,0,0,637,774,733,1197,723,,0,0,0,0,0,1082,889,1012,1036,120
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,5668,8281,11712,19285,24430,24237,20860,25571,19416,18935,,36239,34674,32487,29210,26999,30351,33575,33383,36707,38683
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,3632,1137,2329,1888,3115,2552,2634,1628,2144,2382,,274498,209622,209987,224981,287396,311535,370929,410707,458816,459237
90520,"Vanilla, crushed or ground",8,5,0,17,33,20,5,0,0,0,,30,39,128,136,15,34,32,186,706,130,,327,246,258,591,676,1200,1111,1849,1491,1634
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,34,58,125,192,150,66,68,35,23,12,,3942,3914,4027,3460,2420,3159,2607,2721,2098,2427
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,19,14,10,3,65,43,21,51,57,63,,41,114,37,24,14,28,36,4,15,33
91011,"Ginger, neither crushed nor ground",0,0,0,0,29,0,0,0,0,0,,37,39,10,148,201,88,181,159,148,187,,87010,87159,120791,104307,85284,85749,86753,89470,90168,101791
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,2,0,0,0,0,,112,78,60,260,235,643,901,946,2133,2308,,9896,8009,10776,10157,8792,9285,9377,10360,9321,8496
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,4,4,7,0,0,0,0,0,5,19,,5189,4704,4504,3913,3697,4174,3430,3840,2598,2602
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",18,0,0,0,0,0,0,0,0,0,,1189,190,82,13,58,132,24,35,2,0,,3974,228,65,133,50,39,70,23,0,33
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,0,0,0,,1502,898,1441,1143,1436,1357,1340,1242,618,1172,,1067,923,2252,1759,1439,901,564,1063,1247,1467
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,2,0,0,0,0,0,0,0,,948,678,171,332,538,771,437,227,263,620,,2734,2146,2063,1574,1726,1488,1125,1139,1232,1356
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,6,0,0,0,0,0,0,0,0,0,,5,0,6,2,4,2,22,5,50,92,,1402,2479,2601,1942,2271,2175,1548,850,968,830
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,0,0,,236,259,24,0,0,4,3,3,9,20,,3626,4218,4033,2469,2721,3494,5182,3686,3448,3760
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",2651,2002,1846,1576,1829,0,0,0,0,0,,45260,38656,35346,34895,34736,0,0,0,0,0,,1531276,998228,1048913,1094945,1051177,0,0,0,0,0
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,47,49,12,0,0,3,3,3,15,14,,0,0,7,33,11,17,51,51,157,333
390220,"Polyisobutylene, in primary forms",0,9,0,0,0,0,0,0,0,0,,211,302,300,227,63,14,9,7,12,10,,19976,15308,16597,12438,15280,16383,11890,12024,11925,14054
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,0,0,0,0,0,,142,128,173,198,156,251,139,148,110,8,,2166,1254,1328,1370,2062,2070,2047,3024,1619,2525
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,0,0,0,0,0,0,0,0,0,,26,7,27,14,25,30,36,43,13,4,,2902,2458,2247,2047,2283,1817,1926,2494,1647,2205
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,0,0,,674,981,1058,473,1776,149,62,51,25,187,,6147,5753,5481,5135,5502,5539,5961,6703,6361,7013
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,15076,9606,8005,6619,7169,0,0,0,0,0,,0,0,0,0,30,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,109,0,28,4,0,,0,0,0,0,0,694,747,951,828,2456
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,473,249,565,542,1393,,0,0,0,0,0,21,296,1298,911,1224
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",0,0,0,0,0,0,0,0,0,0,,7557,1620,950,646,745,1121,1154,1540,887,916,,92026,74273,94559,87773,101372,117539,108042,91318,75332,111626
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",75,64,90,85,69,56,0,8,64,0,,53357,44424,47349,57158,37137,44695,34946,36519,28952,30451,,33004,33160,35326,31791,32515,37882,37835,35310,33183,32558
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,131,103,27,67,563,,0,0,0,0,0,19926,23438,20009,13174,25680
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,1136,846,94,33,188,92,53,411,66,67,,208,59,77,67,84,18,45,74,86,91
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,3,155,6,1,0,3,5,93,350,554,,531,853,834,700,833,1021,825,1346,1053,843
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,40808,13270,19639,13766,11913,9744,5465,2860,4109,2782,,14859,14004,12447,10492,8977,8697,9500,9602,9084,11696
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,893,0,9,1167,0,0,0,0,0,0,,28512,23176,18826,19160,16309,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,0,0,0,0,0,0,0,,262,2220,932,41,118,248,264,247,100,81,,302019,231225,216061,205377,154767,175651,169371,187011,152513,192856
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",0,0,0,0,5,0,0,0,0,0,,890,973,2443,6155,10004,16813,5643,5720,3477,11773,,14841,24919,33488,26297,9780,19164,15840,13014,9842,13462
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,18082,27901,15867,5621,5692,433,2112,2052,188,158,,8669,11331,8911,9894,12389,12033,10233,9490,10444,5494
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,24,2,0,62,10,110,128,284,,0,0,0,6,0,0,0,0,0,0
300620,Reagents for determining blood groups or blood factors,0,0,0,0,0,0,0,0,0,0,,1920,855,976,1136,780,1043,1157,1126,1537,1967,,16625,14589,16412,9685,5461,5970,17469,19277,19257,17971
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,0,,484,626,568,966,854,1155,679,846,754,1413,,288516,216925,212764,193373,207009,165172,187992,209790,169449,197348
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,0,27,1,16,37,39,2,1997,225,67,,10870,5598,6063,8553,9993,15784,15764,12219,9925,10595
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,5,0,11,0,6,0,0,0,9,,2258,1805,1837,1976,1498,1808,2174,2292,1932,2254
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,21,55,8,16,98,111,137,59,20,46,,147889,139605,132994,126807,112993,165694,230038,170897,116739,156992
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,3,242,6,52,0,0,0,0,0,0,,22944,14334,26487,19011,18758,0,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,2,0,,0,0,0,0,0,22345,25005,20005,19117,16865
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,226,250,317,163,218,395,152,142,106,199,,15,34,615,4,8,20,0,22,7,17
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,219,179,220,421,86,2,13,0,0,22,,18867,15149,16983,18432,20030,18487,18654,13470,10531,17361
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,28,0,0,0,0,0,0,,135,111,2569,15,31,137,109,105,202,437,,213356,103784,155801,129779,147597,173980,262773,232852,131854,169015
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,295,1637,1752,1340,666,566,572,221,99,4,,3091,3871,4171,4396,5072,4130,4570,2956,2492,3866
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,0,0,0,,1851,2711,2529,3976,1007,2075,1415,1212,1158,1401,,22354,21179,25905,28908,31322,29293,42034,53921,40338,45961
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,24,7,20,1357,86,7,106,1,10,4,,1645,741,772,682,695,641,581,569,472,1394
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,0,,2,4,13,37,77,27,10,15,13,0,,20486,20123,20842,22137,21218,24207,23196,19843,15289,22339
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,21,5,3,4,27,227,164,137,286,23,,1244,1298,1121,1181,1282,1223,1151,1221,1067,1666
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,324,181,307,129,49,37,59,187,658,516,,39766,37701,65980,75904,54204,96458,223751,142235,113335,209440
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,102,71,83,58,171,564,669,887,789,467,,3803,3841,3526,4192,5105,4010,6720,4999,4457,5832
283691,Lithium carbonates,0,0,0,0,103,0,0,0,0,0,,10,42,24,15,420,153,92,52,52,430,,69913,44407,62315,65330,130112,195133,317107,312474,191822,207042
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,13,12,11,5,4,5,9,1,1,0,,613,505,1018,1083,1352,1347,2238,2534,2249,3057
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,12,7,11,4,0,,0,0,0,0,0,621,135,76,195,325,,0,0,0,0,0,3317,3907,4726,4571,5860
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,0,,235,473,413,378,53,629,320,264,276,1205,,7342,6517,5928,5380,4499,4169,5189,5171,4537,4845
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,147,130,102,248,13,90,23,160,185,163,,21982,19709,19995,18716,18997,19579,21405,32729,23865,35841
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,121,8,3,11,2,27,1,108,11,22,,268,312,418,454,393,470,449,632,269,469
392220,"Lavatory seats and covers, of plastics",0,0,0,0,0,0,0,0,0,0,,580,298,275,244,805,418,364,175,307,163,,11089,9703,10005,8095,8365,7711,8040,8039,9122,9802
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,118,50,174,67,115,0,95,0,0,6,,124776,72152,73609,56374,47413,57814,41816,41351,29951,58955
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,209,433,125,0,0,3,0,0,0,0,,76604,79049,66906,37388,23795,29964,36868,32597,30943,42707
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,0,0,133,14,107,0,0,0,50,0,,96473,67312,69504,63146,58606,54105,50715,57070,40239,38946
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",65,0,0,0,0,0,0,0,0,0,,24,208,7,39,45,20,0,3,64,50,,159,533,693,341,77,0,51,30,64,3
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",0,0,0,0,0,0,5,0,0,0,,564,372,19,85,104,128,67,808,35,95,,7621,7454,7701,6674,6420,6614,7120,8442,6720,7355
