Product code,Product label,India's imports from Saudi Arabia-Value in 2012,India's imports from Saudi Arabia-Value in 2013,India's imports from Saudi Arabia-Value in 2014,India's imports from Saudi Arabia-Value in 2015,India's imports from Saudi Arabia-Value in 2016,India's imports from Saudi Arabia-Value in 2017,India's imports from Saudi Arabia-Value in 2018,India's imports from Saudi Arabia-Value in 2019,India's imports from Saudi Arabia-Value in 2020,India's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",0,0,0,0,0,0,0,3,0,0,,433,0,120,1368,4732,495,198,0,0,496,,33428,11979,4455,4396,19330,19840,17233,4781,3431,10876
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",0,0,0,0,0,0,0,8,0,0,,0,320,902,7,5,44,9,0,0,0,,19353,17709,14357,9694,6343,199236,9122,13861,8737,5440
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,33,0,60,113,0,0,0,,4759,5809,10215,10339,7457,3990,3440,2700,2104,2138
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3335,15885,2089,1586,3868,398,376,854,91,188
900791,"Parts and accessories for cinematographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,134,0,46,229,213,126,98,0,0,0,,6618,5229,3961,5010,14120,5867,3501,3600,1288,2569
900840,Photographic enlargers and reducers,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,471,0,0,0,0,0,0,0,0,0
901110,Stereoscopic optical microscopes,0,3,0,0,0,0,0,0,0,0,,0,0,105,11,3,0,26,0,0,0,,1770,2781,2234,1353,1606,2506,2455,4124,2978,4766
901210,"Electron microscopes, proton microscopes and diffraction apparatus",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,,32531,43877,34150,25432,30580,32812,43259,34896,23361,29482
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",27,0,0,0,0,0,0,0,0,0,,2123,2430,1641,2386,1096,1502,535,191,324,432,,4266,4431,2800,2896,3272,2818,3478,3685,2407,4988
731511,Roller chain of iron or steel,1,0,0,0,0,0,0,0,0,0,,0,0,0,13,75,6,3,0,0,0,,14552,13364,14285,12186,10982,10818,17869,21564,19618,41989
731813,"Screw hooks and screw rings, of iron or steel",0,0,0,0,0,0,0,0,0,0,,61,0,0,29,7,92,58,48,0,0,,1246,1312,1188,1541,1392,1976,1956,1469,1635,1695
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",2,0,0,0,0,0,0,0,0,0,,0,0,152,552,726,605,271,15,25,1,,7042,9412,10920,11221,13539,15827,17621,18059,12565,14416
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,0,444,0,49,1,19,84,0,134,0,,590,651,175,137,271,316,505,798,554,604
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",0,0,0,0,0,0,0,0,0,0,,39,0,0,43,1,34,53,0,0,0,,9056,8162,7893,8938,9449,13076,16261,17939,19681,30903
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",2,0,1,0,0,0,24,0,3,0,,12914,6306,4452,12469,2931,3899,3992,396,246,325,,12866,25945,8118,15403,9759,10478,13533,8981,5155,14106
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",30,0,0,0,0,0,0,0,0,0,,0,30,0,67,87,42,28,0,26,19,,239,284,546,828,1312,987,231,733,83,295
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,0,3234,1267,174,238,866,52,160,0,23,,52,17,48,57,104,174,21,2,26,2
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",0,0,0,0,0,0,0,0,0,0,,0,0,133,0,10,10,30,0,0,0,,2589,2371,2982,1797,1814,2286,1874,6360,6456,3986
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,21572,191,253,4652,5869,15921,32339,12899,15183,253
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,76,0,50,14,44,2,117,0,0,0,,23166,32606,17971,24746,19361,24889,22537,24518,25859,18287
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,9977,4356,5693,15365,10698,25878,23337,212,0,0,,17906,9245,12500,32082,18081,31358,32910,29505,39303,12402
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,0,,115,1175,6212,2783,1030,1573,16391,0,0,0,,4676,3524,705,312,3273,1369,3053,5264,4087,7703
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,202,28,0,0,0,405,765,0,124,0,,9581,9218,7155,11457,7129,11063,9273,0,0,48,,209999,114416,150194,87763,105069,155273,230639,150080,122763,170328
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,0,,1262,0,1921,559,229,185,1952,21,0,0,,2475,2003,1387,1130,1124,670,2597,1878,405,662
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,0,0,0,83,0,0,0,0,0,,525,98,1170,254,90,85,85,12,12,0,,48069,8931,6069,6461,6752,6873,11781,11061,6841,10591
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,0,0,0,0,0,0,0,,3032,815,153,111,56,13,32,0,0,0,,2150,3225,4235,1859,2022,8824,4761,1482,917,3423
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,0,0,0,,89,128,0,54,13,1,11,0,0,0,,18636,10586,9101,14923,13736,10134,16140,11697,18501,15837
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,189,0,38,21,1,0,0,0,0,,6379,6277,3487,2381,3845,3193,6986,6046,2253,3078
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",0,0,0,0,0,0,0,0,0,0,,345,0,133,33,232,174,98,0,27,50,,39821,44462,43011,55552,53458,51874,61866,62032,30713,35584
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",26,0,0,0,0,0,74,0,0,0,,90,153,161,373,710,706,611,4,27,0,,107618,94802,82811,76939,79746,93536,116526,75655,52885,85030
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,0,41,2666,21,1,13,48,0,0,0,,13389,7936,10328,7805,10529,12704,21836,17162,6696,12491
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,19,0,0,0,,186868,161271,116451,81504,119540,118175,128057,92899,39710,123186
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11325,10178,9248,7089,6667,7538,8390,9647,7710,11475
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",86,0,0,0,0,0,0,0,0,0,,226,0,206,29,1299,647,840,198,1351,664,,149126,112736,96419,80370,62051,64150,89320,80118,67237,69490
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",0,0,0,0,0,0,0,0,0,0,,5062,6771,27549,20889,3779,866,719,3777,2107,3223,,21709,35347,72899,41395,7972,8354,10952,10578,8064,13894
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",0,0,0,0,0,0,0,0,0,0,,7807,4285,2958,3617,2781,3064,1904,1681,104,0,,57499,99809,116495,279604,425199,874874,1067809,960802,199432,499475
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,247,769,0,0,,18163,25071,23598,25896,24436,29529,40249,27734,15809,34401
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",0,7,0,0,0,12,0,0,0,0,,0,0,0,0,48,97,222,0,34,0,,55783,17796,47621,35698,25531,33126,27179,28476,16716,19725
750220,Unwrought nickel alloys,1085,0,0,0,0,0,0,0,0,0,,0,148,234,0,0,0,0,0,0,0,,27180,9566,13296,27637,11227,6142,6035,5819,9642,8954
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",210,1,1,0,0,16,0,0,1,0,,5589,3143,3280,14201,4534,2453,845,375,456,1336,,101236,111723,152082,163366,186891,212473,289803,287795,212168,245185
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),34,0,0,0,0,0,0,0,0,0,,0,28,58,199,941,101,534,0,0,37,,51989,48417,50126,46322,40865,41767,46239,37819,37106,57488
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,0,0,0,0,0,,206,106,630,689,1292,1050,1577,4065,5261,2121,,794,1813,6184,9521,2319,3258,9988,1035,267,866
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",0,0,0,0,0,0,0,0,0,0,,0,122,0,20,11,6,44,211,9,59,,3165,3207,3135,3303,1885,4681,4847,2959,4341,3909
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,12,50,649,0,0,37,,794,475,1239,645,596,890,950,492,611,938
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,105,0,0,0,0,,17,54,1,1,0,29,0,2,62,1569
790400,"Zinc bars, rods, profiles and wire, n.e.s.",101,0,0,0,0,0,0,0,0,0,,269,892,1178,524,601,560,595,1018,444,488,,16749,4067,12567,4704,2622,3513,3279,4227,3026,3249
800110,"Unwrought tin, not alloyed",319,0,0,0,0,0,0,0,0,0,,0,30,0,2,23,0,0,0,0,0,,160265,233527,199908,189256,177376,211714,224069,211070,174203,333439
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,191,141,49,75,23,9,183,379,262,13,,4323,3980,3646,2706,3181,4917,5947,5310,4416,8731
810196,Tungsten wire,0,0,0,0,0,0,0,0,0,0,,562,1217,0,4,11,32,12,10,10,113,,15735,14671,14202,12529,10309,10904,10762,7946,6841,9085
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,39,0,0,0,0,0,,3338,3271,2798,3481,2367,3288,5081,6946,3322,9964
810490,"Articles of magnesium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,28,66,199,445,749,426,45,4,17,149,,1941,2629,1860,3248,2032,1714,2442,2211,3838,12773
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,12,0,0,95,0,0,48,0,0,34
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1050,1859,3877,4083,5132,8323,15610,21323,18041,19993
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,0,0,440,2,0,0,0,0,28177,40582,,1405,7513,4532,3401,2244,4799,5081,3812,5270,6157
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,112,122,101,12,121,1,4,77,69,196
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,27,0,0,0,0,,630,486,486,237,386,850,782,963,1033,1702
820220,Bandsaw blades of base metal,0,0,7,0,2,2,0,0,0,0,,0,0,0,106,90,7,0,0,0,0,,16908,17037,17332,16000,16995,20420,26778,24359,18337,27993
820330,"Metal-cutting shears and similar hand tools, of base metal",0,0,0,0,0,0,0,0,0,0,,193,0,75,35,98,131,32,0,0,0,,462,456,553,557,361,573,650,614,558,1171
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal",2,0,0,0,0,0,1,0,0,0,,88,39,27,47,122,200,47,305,90,3,,3541,4039,4168,4185,3720,4017,6172,4202,2751,3974
820520,Hammers and sledge hammers with working parts of base metal,0,0,0,0,0,0,1,0,0,0,,54,186,555,882,697,488,786,16,0,0,,969,1161,935,1047,605,745,1283,1226,681,1502
820780,Interchangeable tools for turning,0,0,0,0,0,0,0,0,0,0,,0,77,0,0,7,4,0,0,0,0,,32248,15629,7508,7978,9369,9151,16995,14373,16718,24104
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",0,0,0,0,0,0,0,0,0,0,,261,326,358,287,1187,704,138,278,453,0,,3962,7566,5510,2122,1579,2262,3615,7912,6850,4094
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,303,0,1,8,0,0,0,,1549,1492,1944,1638,2262,1922,3078,3144,1904,2723
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,0,0,0,0,0,0,0,0,0,,33,0,0,0,29,22,0,0,0,0,,190,298,169,296,280,310,612,575,753,1057
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,77,63,88,48,0,0,0,,662,720,795,815,478,887,1140,880,655,1534
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",62,0,0,0,0,0,0,0,0,0,,0,0,0,23,37,10,13,0,0,0,,1005,1172,1306,1486,1316,2314,2808,2709,2405,2746
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,15,56,15,47,0,0,0,,4158,4295,5116,5264,5316,8059,9166,9201,8109,12162
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,31,15,16,85,0,0,0,,653,495,494,380,392,605,1465,767,1112,1567
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,35,16,7,0,0,0,,6927,8081,11206,16371,13756,13816,15077,13300,8611,8527
830260,Automatic door closers of base metal,48,0,0,0,0,0,0,0,0,0,,120,239,221,178,565,39,124,11,7,6,,9780,11375,11138,14444,13958,14436,13316,14994,9072,15936
830520,"Staples in strips, of base metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,2,7,0,0,0,0,,707,655,756,1153,926,1472,2424,3249,2194,3036
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",1,0,0,0,0,0,0,0,0,0,,294,0,0,18,4,85,34,0,5,0,,6080,9913,6525,7191,6796,7958,5536,4150,4463,5564
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",26,0,0,0,0,0,0,0,0,0,,965,261,200,291,279,345,408,0,0,39,,19326,23238,24089,21021,20131,25097,23599,35921,23977,35443
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",59,0,0,0,0,0,0,0,0,0,,97,69,0,12,100,16,21,0,0,39,,847,810,5281,3640,358,487,911,343,1644,572
840420,Condensers for steam or other vapour power units,0,0,2,0,0,0,0,0,0,0,,0,0,0,601,11,150,0,0,0,0,,1546,1421,8122,667,4899,361,1450,1189,9978,5218
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,0,0,0,0,0,0,0,2,0,,50,200,0,1,214,382,0,0,0,0,,9042,26264,17758,11724,8064,18480,8988,27371,5448,5379
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,75,0,6893,201,0,0,0,0,0,0,,39033,19878,12,20444,1222,2622,1433,3475,318,5730
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,47,0,43,5,6,11,7,0,0,0,,26,3,24,19,65,2,2173,2820,3038,266
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",1,0,0,0,0,1,0,0,2,0,,902,465,2596,636,29,105,115,0,0,0,,191936,238630,263534,283596,163444,205854,161199,167824,124552,206584
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,7,20,0,0,,0,0,0,39,73,19,887,170,42,75,,1871,2107,1881,2563,2931,3886,3856,4699,3177,4724
290124,"Buta-1,3-diene and isoprene",0,1135,3876,783,0,0,0,0,0,0,,18329,125515,104818,69883,54837,16074,9887,13888,2405,0,,19026,3904,4693,1174,2545,4619,2032,154,209,116
290362,"Hexachlorobenzene (ISO) and DDT (ISO) clofenotane (INN), (1,1,1-trichloro-2,2-bis[p-chloro ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,17,0,0,0,0,0,0,0,0,0
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,307,244,325,311,306,4181,5400,3307,9922
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,11,0,40,1,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,3,0
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,0,161,0,156,29,31,37,25,46,65,,18538,15858,9924,16452,15664,26093,27120,33678,33899,41931
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,10,0,7,0,0,,61819,79486,79306,81646,63045,53649,68436,44147,56116,41305
283620,Disodium carbonate,60,0,0,0,0,0,0,0,0,0,,217,261,1553,1749,746,112,1251,4,0,5,,161796,141525,165374,172440,149779,158905,207231,227864,152854,134362
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,52,0,0,0,0,0,,2512,2255,3592,3621,286,44,25,41,126,166
283711,Sodium cyanide,0,54,15,0,0,0,0,0,0,0,,0,317,0,4,1,0,70,183,15,0,,17257,15906,15011,8180,11953,9203,16985,37805,31613,18957
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",4,0,0,0,0,0,0,0,0,0,,1186,2791,2975,1022,1250,240,102,92,104,0,,26446,22401,23942,18065,19717,13483,7573,12759,19522,17602
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,374,145,1889,1115,463,1198,1320,870,229,575
290110,Saturated acyclic hydrocarbons,689,165,0,0,0,0,0,0,0,0,,97073,62365,101092,65061,51499,45192,40884,58118,53857,111355,,87490,96754,89209,62021,62791,466575,759026,645144,551505,700291
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,386,789,0,0,0,0,,256,116,0,0,0,472,0,0,0,0,,3579,3455,5069,6321,9026,6799,6536,5853,3322,6715
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,38,0,0,32,131,0,0,0,9,0,,2953,3452,3471,2071,1526,3565,7649,7423,4946,8036
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,0,31,68,119,171,422,452,0,37,3,,61,11,1,3,1,98,39,68,87,81
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,0,49,0,115,324,79,230,466,317,254,,4396,1624,499,1405,1492,906,4232,6575,5382,3006
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,218,0,0,0,25,16,26,0,8,0,,883,1026,1573,1221,969,998,1120,684,553,524
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,0,792,974,327,975,772,143,67,52,499,,2136,2832,1383,1577,1794,1418,1913,1924,885,875
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2245,1869,2111,1614,1062,1301,1245,1213,826,1251
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,86,661,195,0,0,0,0,,519,1333,813,870,1889,453,1452,1275,0,116,,447,65,19,148,1001,1494,980,1920,1346,445
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,23807,21354,18496,22498,25762,27353,25472,22238,13949,17704
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,887,1442,360,793,1388,8185,5907,1497,1482,1095,,1394,652,926,499,542,468,433,238,630,845
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,278,315,828,1048,771,467,1031,2208,419,722
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,47283,42840,48224,36218,29342,62219,79660,81642,61622,105611
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,0,94,0,84,24,67,59,156,68,3,,204,223,211,166,109,91,191,441,32,138
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,474,128,211,102,0,0,0,0,0,0,,213,589,388,2,55,192,376,606,2379,2584
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,1258797,1559959,1594569,1724026,1055468,1631644,0,0,0,0,,7795965,8311492,9888690,7133087,5425188,7204333,10912584,9550077,7908672,12078526
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,0,0,0,0,0,0,,0,0,49,316,0,812,0,0,0,0,,24996,33787,49140,40149,21683,31303,47361,68045,102978,140385
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",0,0,0,0,0,0,0,0,0,0,,1025,82,796,1101,661,2597,551,266,34,10,,225954,221789,269884,216755,248422,34500,0,0,0,0
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,0,0,0,0,0,0,0,0,0,0,,2437,6829,14366,39954,44753,14760,10047,17173,4616,265,,37650,34910,39468,28869,41354,39910,44513,56667,51736,58902
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,107,645,49,0,704,378,1773,350,0,0,,3731,1830,2158,6931,8816,794,0,0,0,0
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",0,0,0,0,0,0,0,0,0,0,,4737,6183,9596,6368,999,979,1358,655,428,783,,11078,10530,10793,8883,8625,9496,12661,15061,8304,23300
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,26,3,0
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,26,0,0,0,,0,0,0,0,0,14,0,0,10,1353,,473,308,11553,19347,14605,16054,12250,13968,18130,23637
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,12,0,0,0,0,0,0,0,0,0,,137,0,32,33,0,0,0,43,21,0,,1876,2306,2753,3561,1454,2049,2050,2154,3452,4083
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,6292,0,,245,0,0,39,0,19,0,0,0,618424,,120291,35452,101460,54668,62610,60885,77380,87537,71601,112023
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,31,92,246,8,299,122,655,283,71,143,,12178,17026,23792,22312,26234,24533,34958,29772,47400,54775
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",0,0,0,0,0,0,0,0,0,0,,0,0,106,137,0,1,18,25,435,29,,7286,9013,10797,9501,7204,8033,10223,7161,5982,7858
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",129,0,0,0,0,0,0,0,0,0,,5101,147,121,0,0,43,0,7,0,0,,44689,60659,70270,74380,83507,81042,107818,106420,48818,107881
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18541,18808,19249,13831,6690,6606,7367,18414,5672,8253
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",12,0,0,0,0,0,0,0,0,0,,28641,36066,12021,13320,24848,23977,19682,15356,10684,10829,,25694,23206,26258,29321,34622,36188,37696,41626,30040,40080
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",0,0,0,0,0,0,0,0,0,0,,61,367,0,354,615,2230,4694,3721,1929,1241,,177,207,247,255,256,222,547,368,582,1132
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",0,0,0,0,0,0,0,0,0,0,,1404,1310,2443,2234,1073,660,966,614,529,442,,353,989,797,1190,1005,1178,2205,2124,1624,1964
330420,Eye make-up preparations,0,0,0,0,0,0,0,0,0,0,,300,0,33,118,787,168,427,247,96,36,,8933,9602,10198,12287,12273,17200,27692,27634,17427,29406
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",0,0,0,0,0,0,2,0,0,0,,127,501,620,410,654,2029,1397,239,345,754,,5023,7227,7951,10264,9190,10633,15286,21644,8802,15648
292512,"Glutethimide """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,64,26,115
292700,"Diazo-, azo- or azoxy-compounds",50,118,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,121,,10688,7990,10313,10832,10109,11928,16837,21139,17183,26125
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,13597,970,0,0,0,0,0,0,0,0,,574,651,1199,599,668,1045,1727,1390,1457,2210
