Product code,Product label,"Korea, Republic of's imports from China-Value in 2012","Korea, Republic of's imports from China-Value in 2013","Korea, Republic of's imports from China-Value in 2014","Korea, Republic of's imports from China-Value in 2015","Korea, Republic of's imports from China-Value in 2016","Korea, Republic of's imports from China-Value in 2017","Korea, Republic of's imports from China-Value in 2018","Korea, Republic of's imports from China-Value in 2019","Korea, Republic of's imports from China-Value in 2020","Korea, Republic of's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",1799,3963,3237,2238,1776,2659,4147,3963,4219,2759,,45944,50965,57749,60713,50985,63729,79325,129770,62404,61604,,10182,15145,12649,16480,11256,33308,17839,24576,20793,30999
841440,Air compressors mounted on a wheeled chassis for towing,6162,6309,24236,1317,3738,7486,358,316,887,2758,,85144,113769,126903,69421,48363,65366,92610,92589,88275,107873,,16175,14816,42794,3979,10957,13602,8665,13950,9806,24069
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",19283,20825,32169,25895,16300,12971,10112,10335,7591,2757,,144224,91706,90155,80611,142382,139707,88803,67895,59740,52219,,83126,99698,123357,120021,105330,111838,106982,108481,103945,90513
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",4308,4251,6578,9830,3969,3272,3651,4703,3565,2726,,237661,232404,231852,315009,292731,279140,339149,323467,419187,419930,,17710,15240,16404,21847,18648,14016,14101,13713,13094,10306
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",6004,1220,4541,2140,1414,4860,4397,4186,6085,2725,,279982,194673,173370,170479,162996,193533,261810,316554,236801,173200,,11232,15642,9820,8991,5880,13742,6928,7551,9134,4256
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",11351,5761,5972,3371,3193,2704,2929,3258,2533,2723,,120925,133381,139219,122548,127311,142788,159885,157703,138396,169320,,27569,20149,22154,20825,17214,13743,14604,12647,12150,12690
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",248,577,554,675,669,478,1186,3122,1656,2723,,56551,49908,56511,51399,44182,42782,43097,34465,39212,33510,,2088,2081,1665,1925,2142,2539,2873,4537,3103,4888
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),426,517,607,635,1347,2205,3223,5176,2269,2721,,258652,333844,328536,264119,279437,278405,316897,389668,288524,371244,,2113,3016,3088,6264,10798,9558,11033,11703,9373,11053
291570,"Palmitic acid, stearic acid, their salts and esters",1689,1668,1009,882,952,1160,1227,1556,1591,2720,,34991,24716,27605,28384,27626,28740,31858,20939,7947,12424,,18594,16426,16341,15657,14715,14336,19269,19002,19258,26011
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",535,356,562,734,1300,1344,1323,2299,1995,2717,,101088,101471,114841,92147,96961,125648,149784,165765,203526,218867,,37489,44884,48521,53153,63290,58995,67600,59429,62046,78802
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",3098,2626,1910,1907,2079,2796,2258,1746,2324,2716,,14757,13453,9591,12504,15067,14215,16585,17166,20230,19660,,7115,6025,5367,5856,5937,6379,6018,5704,6494,7175
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",7044,9519,9790,7452,7877,7261,6872,6407,3425,2702,,254642,261191,284281,292181,211616,157649,150883,146634,149365,177173,,19131,19825,20165,16041,14777,13966,15307,11854,7742,10848
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",5934,5208,5548,4079,3374,3176,3126,3199,2550,2698,,19316,17105,16070,15826,13724,13863,13335,11957,12622,11275,,6319,5708,6984,4995,4191,4247,4151,4040,3862,3834
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",194,160,222,382,365,351,205,648,1556,2696,,20723,14914,19725,16893,15734,24977,37110,33615,27959,29768,,16102,15110,16113,14275,12261,14651,11654,11877,14212,19918
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",1822,1210,1972,2235,2333,2011,2779,2085,1882,2693,,43278,36274,53239,48179,79680,61853,63267,36023,25596,57825,,4762,4352,4805,5224,5107,5446,7958,7147,4736,7163
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",312,383,439,668,404,292,306,1006,3163,2692,,4116,4351,4823,4279,7850,6399,5232,8921,9245,7913,,3702,2796,3621,3453,2808,3574,3101,4374,5470,5593
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",1867,1187,439,817,1002,2847,2075,2034,2452,2684,,76232,56648,54393,52553,44253,55434,55413,71339,85012,75733,,5381,5358,5810,6243,3892,7250,5356,11933,5417,5609
491110,"Trade advertising material, commercial catalogues and the like",2709,2639,2016,2993,3322,3899,2728,3168,3381,2676,,213308,238703,255195,250770,260629,301807,274832,298437,278373,361521,,23482,22633,21808,21028,18623,20663,17732,15691,14360,13570
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",277,192,461,791,333,378,249,189,346,2671,,293566,320722,284325,231988,222230,229211,270523,255924,203563,240190,,1002,1110,1257,1179,919,1137,1192,1229,1328,4382
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",34918,38302,25742,17473,5089,2870,383,700,3080,2668,,35336,31354,31449,24526,22707,29744,32972,26063,32634,65730,,89836,87020,74485,43204,20963,18510,17228,13575,9365,13718
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",123,428,56,40,140,650,622,399,363,2667,,45537,39263,45153,47210,30369,26612,28440,37601,17625,24795,,100484,96489,115403,94315,112885,127096,114403,190020,163067,245829
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",1078,620,757,705,1166,1057,956,1211,1903,2664,,65294,69726,82214,72329,72710,101734,122848,88667,71645,68309,,1192,706,849,773,1624,1117,987,1242,1905,2671
381220,"Compound plasticisers for rubber or plastics, n.e.s.",2815,1805,4484,4707,1850,323,731,2035,2022,2663,,19429,19969,25312,23717,26088,41327,43597,41853,44029,75556,,7784,7728,9375,11298,10019,6262,5514,6764,6594,9998
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,13272,1668,2668,3642,3880,4688,4431,4326,2824,2655,,8812,5965,12858,12690,14896,22012,33351,34245,35967,40645,,31277,22242,22004,21220,22406,23616,26571,26753,23083,21636
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",3110,2955,2848,2707,3229,2283,2859,2067,1778,2654,,317805,376840,495762,488604,501184,538867,664191,660163,584067,685653,,3259,3182,3229,2815,3247,2389,2869,2127,1911,2814
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",21835,21147,25424,22489,24174,32416,24815,14055,7950,2654,,35434,27156,46486,44776,58892,10674,5764,7237,11401,13061,,31200,30730,35308,31130,31915,42947,36974,24997,19567,11717
845230,Sewing machine needles,2979,2862,3144,3201,2858,2838,2747,3111,2715,2651,,15818,15759,17871,16558,14898,16138,17745,17917,15393,18292,,3906,3838,3975,3941,3646,3614,3533,3864,3305,3755
290511,"Methanol """"methyl alcohol""""""""",8065,123622,31176,6172,32,6814,2306,92,41,2647,,26472,307806,342439,49887,9795,47451,133914,62021,29227,130142,,640590,709510,638937,485700,368131,560029,759683,496347,421595,790797
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",5604,4861,5389,5053,1526,4485,4219,805,815,2645,,7357,6474,8771,18622,7461,6358,10915,13886,9611,13876,,40746,24271,22564,22093,16538,20232,25089,33248,22980,15123
670411,Complete wigs of synthetic textile materials,1420,1975,1900,2290,3600,5074,4916,4393,3393,2640,,176360,183072,180232,195736,160031,144496,168202,147892,126160,200369,,1883,2573,2387,2662,3892,5281,5735,5231,4583,3617
800700,"Articles of tin, n.e.s.",2426,2921,2851,2263,1799,2010,1469,2001,1404,2638,,30648,42859,95294,41398,40670,29010,21124,28636,37845,51432,,19402,16772,15951,14618,22426,27619,26494,26547,10587,19212
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",137999,33331,10197,9459,2252,4723,3360,6224,1480,2636,,61543,50831,38948,54798,261585,45377,62005,39787,36412,41522,,205921,101022,106752,73487,34979,43200,16839,22300,9328,8112
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",2226,2252,1798,1281,1431,1450,1647,2451,2107,2620,,153839,201439,238535,214435,289426,364925,477758,546350,560860,650176,,10298,9220,9942,8023,5971,5361,5295,7566,6459,7589
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",1735,924,1156,477,574,1060,865,1492,1670,2619,,99040,111265,181323,97729,61810,51586,41447,32285,27347,44130,,4630,2598,3664,2925,3390,4939,3716,4875,3978,6153
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",1791,3663,4466,4813,4840,5946,8015,8610,3466,2615,,830648,935515,1121070,1154223,1193955,1275000,1407048,1403739,1101280,1483675,,7797,11966,12409,14661,16800,20198,20865,21161,10901,6386
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",7127,6708,6491,7075,6957,6475,2603,1163,1942,2614,,24238,22618,28616,29656,30006,34283,31909,38683,55148,55097,,9437,8764,8871,9475,9186,9127,11235,10585,11145,14962
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",1646,1556,1905,1386,1107,1086,1489,2529,2164,2608,,19639,18474,28958,21602,23508,25354,40478,28690,22440,21461,,21382,20345,21683,19296,18624,15449,14074,14250,13216,15668
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",808,600,690,749,985,1264,1973,2100,2795,2608,,184063,212237,366108,502812,355724,296054,415551,303870,263267,261321,,7055,7080,9179,8219,10431,10380,14843,14879,18417,20568
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",3419,2810,4069,2747,2912,3934,3295,1787,1172,2598,,26229,26569,25793,39671,24808,19764,25965,22739,25929,53730,,12725,10786,11822,8066,7741,10780,8982,7237,5266,7186
293723,Oestrogens and progestogens,1373,1935,1889,1618,2570,2250,2641,2492,2530,2592,,218958,279640,282134,224388,196276,204304,268752,267198,300060,307867,,4267,3240,3898,3446,5374,4212,4973,5261,4947,6512
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",10452,7571,6470,7102,4623,3166,2616,2442,2594,2588,,97466,101297,136647,130694,123037,153169,421937,1310130,235895,55624,,18511,17395,17900,16709,15400,12289,13390,13794,14713,17102
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",747,1402,2089,1987,2424,3779,3464,4027,4114,2587,,15958,13924,16898,16702,16169,18149,19532,18981,15404,14055,,5023,6026,7132,5995,6131,7770,7621,7681,7873,8635
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",111,885,246,255,245,1075,2773,1012,944,2580,,70709,102363,91250,90431,108531,123518,144221,163743,135540,161881,,2148,4361,6178,5422,8098,23771,15927,10827,8073,30327
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",35,269,1,1423,2480,2151,2937,3291,2696,2579,,6420,8360,10422,12356,12951,19786,17983,19067,19503,28406,,211,482,161,1505,3595,2356,2939,3305,2791,5152
510130,"Carbonised wool, neither carded nor combed",18204,19914,13057,9068,8702,6233,6913,5919,2335,2579,,49267,51558,46869,30750,28867,24241,25400,22741,17422,20026,,58325,72788,70845,89304,96553,87384,100861,74093,41077,49075
847910,"Machinery for public works, building or the like, n.e.s.",7109,2687,2369,2187,4395,7238,2510,2245,2451,2573,,135775,143196,154412,142459,138859,174899,240017,218772,204407,227599,,22284,16230,33205,9196,34998,44560,29850,28546,18822,29260
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",1222,453,1697,1434,1115,1038,1093,1413,1307,2558,,4211,3149,9987,9165,11948,13266,16202,15410,22264,33413,,33313,72999,65532,45091,67908,95834,121074,67388,102049,71779
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",9484,10074,11557,10892,11061,7487,4531,5817,2693,2558,,101925,143289,139588,167581,129916,153955,165335,179582,171703,128322,,21735,16933,17430,15936,15447,11917,8850,8820,5216,7372
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",4281,3969,10560,2478,2118,1716,1485,1833,1591,2549,,6762,4536,13908,8314,5015,7339,11187,12978,17828,18961,,10805,12348,19119,9844,10069,10009,10130,8814,3005,4491
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",3722,3944,4061,4650,4364,4572,4887,4066,3055,2542,,114038,121507,144502,109912,105170,115344,124131,127981,118308,124161,,5491,5560,6312,7746,5405,5317,5532,4911,4399,3159
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",1000,2095,2329,2691,2772,1026,1694,1385,1625,2542,,97933,94301,84870,98227,81547,77776,96414,87715,94551,139824,,21772,27844,39311,39881,21691,15673,14851,15213,14051,15162
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",6950,6823,7358,7011,3924,3275,3095,2743,2275,2541,,42479,41331,50081,47631,39190,48977,41291,36143,30677,34102,,13788,12118,10449,13660,7563,5985,5218,4640,3928,4615
560410,Textile-covered rubber thread and cord,1163,866,949,896,1195,1392,1526,2164,4525,2540,,125158,150733,159752,193988,201389,218328,250037,350936,420424,359761,,6928,5307,5278,4955,5361,4859,4567,4575,6006,4348
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",2427,2311,2576,2692,2940,2922,4098,2253,2340,2533,,407220,501034,535511,506559,487344,471244,495787,448827,353461,424783,,4035,3701,4481,4536,4396,4350,6345,4316,4123,5872
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,400,531,1621,1102,1146,911,1911,3526,4298,2525,,77894,83568,89116,96408,90086,101770,109961,127383,151221,210515,,61805,26595,29801,28836,19548,57551,59600,49730,52997,30435
910519,Alarm clocks (excluding electrically operated),2216,2949,2088,2251,1517,1861,2130,1640,1806,2525,,5377,5725,10497,10080,5171,2367,1946,5268,1637,1522,,2402,3178,2210,2401,1601,1925,2226,1696,1855,2575
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",453,715,709,600,605,603,678,837,1755,2523,,31569,30760,26374,38596,22051,16423,18420,19980,23073,32418,,1074,1210,1409,1152,1326,1232,1312,1416,2194,3195
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),986,1241,1559,1422,1092,731,712,923,1980,2520,,94211,84560,56228,51990,48476,56286,60272,64015,97125,139125,,6936,6447,8236,10629,8919,8251,5994,7044,7177,8587
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",23719,22623,21587,14802,4295,2990,2584,1593,1329,2517,,8463,15640,28522,12517,22505,18405,16566,13037,24601,13772,,26717,28702,31116,23074,13020,11248,12305,7751,7817,15750
140110,Bamboos,652,1075,1465,2071,2538,3812,3192,2716,2745,2516,,48227,52312,60146,72888,71543,73374,65616,60765,66905,71978,,663,1093,1507,2114,2716,3846,3213,2778,2765,2556
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",1204,1000,2816,4227,4108,3909,4922,4396,2198,2516,,23003,19515,29117,29523,32131,41509,49608,46974,40625,31792,,17154,13887,19133,17711,20915,20499,24754,23022,20894,24672
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",2169,1534,1938,1243,1600,1822,1986,2107,2022,2509,,539228,584182,562943,471746,438046,448873,483876,452343,425603,491648,,3748,2146,2314,1514,2424,2352,2766,2760,2799,3448
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",1219,1255,946,1165,895,1535,1385,1344,2141,2503,,227461,260458,269588,226786,214190,240235,239136,219273,207716,234311,,2293,2148,2000,3114,2549,2985,2778,2865,3324,3481
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",2190,3637,3519,3578,3338,5997,3760,2684,2634,2502,,59976,58403,47781,47545,62991,90107,43274,53854,36235,17906,,6363,8328,8831,8373,9354,9632,7052,4954,5735,6747
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",1328,1717,1457,1065,2155,2979,3095,2783,1820,2496,,42286,37409,39754,35041,31013,32188,34822,44257,32010,32130,,5355,6262,6362,6420,8436,11318,11339,10472,10750,10441
680430,Hand sharpening or polishing stones,191,229,333,469,1049,1581,1973,1815,1847,2487,,37288,41784,75017,43894,42853,44970,52232,53945,72789,82247,,2235,2333,2283,2302,3696,4310,4378,4514,4224,4642
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",1194,1038,1249,1186,2083,2601,2086,2346,2438,2487,,130335,140546,144049,149329,142468,151655,177254,178130,178144,218312,,4717,5489,8923,7421,7760,8197,8359,8103,8410,10250
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",49,138,411,607,970,867,2017,845,1700,2481,,19017,19022,19367,18739,16536,20039,17351,12480,16355,18527,,19461,28736,33497,30570,34253,36096,47541,49467,60132,81924
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",4549,7250,5809,6334,1625,997,1483,1573,1574,2474,,231452,218999,276170,174287,150704,157804,139108,131278,144527,176582,,4825,7853,6382,6946,2350,1631,2172,2068,2223,3813
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",6864,8664,7108,9717,5011,3250,4759,4129,2361,2463,,238231,274298,264752,231161,192165,200251,200627,180293,138407,156056,,11713,16053,18744,24093,14346,4853,7098,5967,3403,4674
620291,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",3303,3865,3375,3187,3446,2323,1600,2359,1497,2462,,44484,38643,34672,23419,42713,367063,35587,18037,30656,36048,,5932,5946,10087,8109,12817,8781,12037,11710,5277,11639
284700,"Hydrogen peroxide, whether or not solidified with urea",398,66,26,288,251,729,7392,1876,1084,2444,,4229,1376,2337,1950,1856,2538,16264,8607,6530,4827,,1505,695,704,981,965,3214,9755,4138,2431,4439
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",593,647,56,21,0,1,0,2,0,2433,,87,89,21854,13039,52159,149317,286989,591584,965130,1521847,,593,701,61,6943,9586,3429,2016,4980,2560,7683
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",162,549,849,901,908,889,1011,985,1457,2430,,223542,384325,571992,784309,631545,715599,776320,967551,762564,526715,,6562,7756,10888,9532,8342,10682,12268,13542,15544,19385
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,1873,1014,545,425,745,1100,1804,1912,1477,2426,,59622,62169,60629,67328,86013,91966,120837,135664,113017,129543,,8142,2987,2245,2152,2712,2622,3035,3663,2487,3529
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",1690,1270,1229,1296,1697,1799,2376,1924,1515,2425,,123258,91458,90088,88460,88850,94947,136643,104669,111798,174966,,2826,2288,3239,3254,3134,2871,2962,2661,2068,3287
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,36,0,0,444,0,0,8848,2424,,40694,38934,34901,21069,24203,67026,28340,13107,234396,15655,,127013,110139,126847,94850,108066,103824,105693,104589,131725,119496
830130,"Locks used for furniture, of base metal",296,177,186,256,716,1256,1310,1605,2089,2423,,259288,335507,381629,385758,290321,279477,282928,253087,298313,328908,,625,405,534,662,1504,2281,2038,2164,2444,2855
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",4026,4159,5756,3818,3739,3023,3516,5256,2318,2414,,204445,236171,205236,151753,129749,107918,133136,142645,153207,117647,,6028,6125,7192,5450,5355,5220,5747,7777,3806,3808
271312,"Petroleum coke, calcined",7219,5476,6956,5688,3735,3342,3719,2148,1567,2410,,441563,439359,413835,473209,420800,469590,827257,620998,397940,653688,,10799,8924,10852,8569,6319,5907,5988,4212,2678,4581
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",1181,1353,1442,2667,1483,1859,1696,1597,2033,2407,,19991,23196,24224,25262,30885,30415,25576,35526,36670,49946,,105928,115128,111195,113179,108551,112122,104325,93018,87832,108311
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,614,777,843,1156,1130,1401,1718,1881,2245,2407,,22668,30246,55109,78677,71170,92222,104244,110819,119095,121675,,3048,4108,4266,5391,4122,5471,5274,5436,5165,6059
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,169,1028,1857,1015,2406,,0,0,0,0,0,60325,63561,69842,79471,95092,,0,0,0,0,0,736,1795,3001,3484,5327
291221,Benzaldehyde,10,112,124,627,1143,1053,602,1374,1732,2405,,18780,20101,18645,22019,26016,27936,25958,26938,35870,42312,,4277,4967,5903,6808,6788,6705,6358,6464,4595,6300
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,1059,1352,2326,3410,2118,1746,2476,2445,2083,2401,,79712,82622,83260,86321,85782,114796,118233,108527,128467,150804,,5002,8828,6106,8606,6618,7911,8935,12186,17021,16631
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",281,433,855,1396,1332,1079,1881,1940,1070,2400,,25931,27716,38199,37079,41370,43718,60871,57725,48888,40874,,479,666,1691,1490,1400,1297,2196,2329,1561,2679
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",303,207,515,929,764,508,287,842,1376,2398,,149931,162473,176961,209067,195749,207304,257623,252538,395449,502403,,474,395,704,1122,1182,881,617,1354,1842,2869
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",4506,2973,326,570,420,3390,457,593,983,2397,,147970,128616,105858,101203,89625,67426,62610,84209,73288,75471,,266817,234044,211528,207679,176040,182419,199035,225648,201855,243946
630221,Printed bedlinen of cotton (excluding knitted or crocheted),3488,3084,3714,3978,3421,2972,3244,2879,2468,2397,,658122,690681,831008,597913,508033,417572,351517,322886,330533,408370,,6372,6718,7857,10055,8609,7419,7704,6761,6164,6261
610459,"Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excluding ...",541,799,652,940,1214,1262,1427,2156,2245,2395,,100372,151485,170581,175039,123231,85598,75326,72620,52884,65141,,1058,1854,2398,2150,2159,2396,2690,3749,4111,3910
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",1807,2261,1957,2153,1983,1392,2531,2351,2626,2394,,22965,30629,24730,31967,30727,30555,28981,33698,26445,29115,,16280,16859,16109,10565,9239,7948,8723,10824,8672,9842
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",72,516,530,597,233,1065,465,727,657,2391,,2829,2410,3537,4590,15164,8969,2876,3148,2684,5157,,13505,10386,8604,8168,6908,41301,45195,48829,49538,51470
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,2819,2739,2694,2679,2390,,0,0,0,0,0,668077,800973,839876,787202,901034,,0,0,0,0,0,8405,5774,5969,4005,3864
854520,Carbon brushes for electrical purposes,2681,1058,1211,1080,1115,1085,1207,1404,2351,2387,,62493,67350,70013,65172,62757,66518,67937,59946,61304,72453,,13230,14820,14145,12092,12096,11661,12390,12892,12896,12311
480210,Handmade paper and paperboard of any size or shape,1156,1581,2178,2015,2129,1838,1994,2403,1953,2385,,21272,18208,17554,17265,14065,12695,26607,28518,13022,14593,,3461,4375,4952,3860,3495,3299,3460,3680,2696,3034
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",442,2006,3329,1477,2885,2466,1489,1711,1471,2382,,21105,49666,93878,46884,79676,56496,98244,58687,47173,78775,,87301,81111,136311,131209,138101,136494,150782,147363,153988,327816
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",3437,2959,3050,2366,2608,2632,2614,2250,1747,2373,,102352,150885,205917,153895,109616,93417,85827,79156,97740,113435,,35412,27926,25845,24375,25269,23522,22321,15663,14679,19599
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",61665,64820,64234,59868,14062,5506,8365,8240,4151,2372,,135513,150537,121348,150528,101926,102531,155445,139050,118326,116854,,111580,111284,112123,83638,46403,23502,30160,52926,26030,32558
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,396,431,424,0,2368,,0,0,0,0,0,1469,2226,1016,640,4031,,0,0,0,0,0,400,431,426,1,2369
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",2988,1853,3162,2136,2057,2128,2596,2499,2438,2359,,150844,281590,432777,475991,469855,519393,198131,142916,204860,207966,,4144,2993,5692,4058,4584,4521,5579,5900,5234,5665
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,52,0,3,63,0,1359,3473,2519,2353,,313,162,1445,1807,884,5240,12461,20734,15674,23378,,2482,2030,1420,1088,824,480,1577,3473,2634,2353
844316,Flexographic printing machinery,86,1059,765,810,1158,4401,2914,3063,1417,2352,,23702,25425,30825,30204,41574,55694,63561,71283,63946,66128,,2982,7024,2833,9681,11179,8919,8704,10471,2873,11804
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",312,349,552,211,1046,1107,1213,579,1738,2352,,214003,289480,308338,265634,246809,232515,202016,172731,128777,158356,,6057,5069,5669,4781,4197,4538,4693,3248,4152,4577
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",579,99,133,350,359,822,786,905,1081,2349,,224803,246845,278307,210705,213224,269538,309575,257414,319886,406983,,4085,4700,4537,4300,4584,4970,4868,5674,6216,8162
391722,"Rigid tubes, pipes and hoses of polymers of propylene",1751,1370,1059,929,1411,1225,1404,712,553,2344,,90836,97547,100432,85117,88563,87284,95077,93154,89969,106097,,4163,3824,4441,5433,7577,9539,10672,10547,11061,12227
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",834,1219,1288,2065,1419,1904,1389,2004,1598,2342,,136814,219906,235228,243866,251358,313989,264494,265678,235583,325475,,2181,2428,2589,3594,2642,2916,2301,4826,4111,5907
