Product code,Product label,Saudi Arabia's imports from China-Value in 2012,Saudi Arabia's imports from China-Value in 2013,Saudi Arabia's imports from China-Value in 2014,Saudi Arabia's imports from China-Value in 2015,Saudi Arabia's imports from China-Value in 2016,Saudi Arabia's imports from China-Value in 2017,Saudi Arabia's imports from China-Value in 2018,Saudi Arabia's imports from China-Value in 2019,Saudi Arabia's imports from China-Value in 2020,Saudi Arabia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,73,,0,0,0,0,378,0,1,49,0,0,,5900,274,0,0,17949,25182,22464,21865,22854,9710
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",130,0,0,0,0,0,22,45,33,72,,797,1235,162,0,24,30,369,365,41,506,,130,0,0,0,5,987,93,639,288,175
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",1173,3047,968,595,166,139,132,213,358,72,,383685,510593,766976,1290714,745236,1023410,1386274,1520033,1589597,1985426,,3192,13725,3118,5645,6259,2447,1240,1415,1969,234
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",283,192,96,132,533,97,163,68,333,72,,75637,100637,129420,147680,119668,111993,141514,135221,158323,123421,,9065,12430,8468,9250,12221,19950,21774,22970,27557,28387
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,81,436,379,171,39,162,50,89,85,72,,47999,58440,46279,110830,76562,129589,105956,139075,69799,115015,,1884,2098,1740,573,573,384,343,467,1262,936
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,693,481,0,71,,137369,679698,214646,121109,70438,71243,101823,73881,50080,73007,,0,0,0,307,219,114,912,555,55,123
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,65,159,73,127,42,54,71,,1655,440,498,334,330,855,690,570,511,1216,,106,91,785,623,318,78,140,68,58,339
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",38,93,176,0,0,260,61,0,105,71,,24251,23339,24361,20081,25880,20105,17267,16181,15429,25073,,202,782,2716,3619,3857,5458,4555,4316,8126,1722
810110,Tungsten powders,0,0,0,0,0,0,3,0,0,70,,53789,35238,47779,39361,33473,40795,79556,78103,57983,61406,,8120,5367,9015,4499,13,5892,662,2353,576,3196
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,205,626,459,418,574,620,635,473,435,70,,16633,17948,18439,25267,18151,16457,16428,16578,35857,29964,,3138,15808,2742,2496,2547,2059,1305,914,687,259
720229,"Ferro-silicon, containing by weight <= 55% silicon",880,1094,43,465,110,34,785,227,28,70,,78539,64845,67432,55892,45895,43020,45190,39881,25958,33809,,1379,1998,889,1809,530,629,6640,6418,10445,6453
290122,"Propene """"propylene""""""""",0,0,0,0,0,201,194,0,19,69,,32,21,198,68,116,1593,4102,11837,13835,105654,,0,0,0,284,411,1271,745,30705,18761,20673
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,63,31,55,27,51,90,69,,184152,185058,213035,206552,202872,233591,284904,268625,268423,306510,,0,0,0,65,46,1332,2028,73,150,84
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",81,0,35,0,0,0,147,88,27,69,,17091,18982,16824,14735,8372,9089,10223,10137,13736,11981,,474,876,282,185,298,64,238,208,381,877
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",31,38,42,0,0,0,33,25,87,69,,4638,6626,6565,6291,2023,1112,1107,1481,1085,1460,,1613,414,423,1665,897,419,292,492,269,355
902230,X-ray tubes,0,93,119,121,0,0,0,0,355,69,,24025,30202,31927,31496,33013,43303,48868,55841,81038,94022,,5789,5235,4561,4811,2553,2484,3291,5545,8876,5476
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",318,197,112,203,47,0,72,110,71,68,,289679,237786,231808,189568,182654,171161,175880,170648,154660,163212,,388,310,162,556,90,78,183,179,305,105
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",2835,736,584,501,648,1348,306,227,140,68,,226107,215355,222915,184135,162997,161284,164404,135906,123776,154214,,3989,1324,45130,20412,1115,1750,995,1331,955,807
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,80,0,0,4,21,0,68,,6106,6664,6481,6522,5911,6407,6092,5739,6348,7719,,255,416,108,505,413,468,258,561,582,451
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",3628,4415,1353,1730,1846,794,269,7,0,67,,133431,130655,146820,161849,143990,170367,201608,165990,162338,160818,,51110,43487,26259,22305,51985,19157,9395,246,701,3040
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,82,0,7,557,67,,68,9,0,81,93,28,5,11,2,10,,371,8419,62088,26918,19,33339,20538,155758,131407,482
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",708,118,149,335,0,80,161,167,370,67,,191578,189280,232149,236438,241260,340180,435094,476249,508710,695953,,21153,3025,4709,5485,2769,1762,2686,1394,1154,579
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",30,0,27,0,0,0,147,132,127,67,,2695,3290,5215,8835,15870,19958,10557,17775,19223,10203,,3325,3038,4752,4391,5491,5897,5937,6958,9592,6557
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,80,198,4,67,,10,2,2,0,5,1,8,2,12,17,,75,0,31,17,239,48,84,201,17,120
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",115,0,124,435,0,110,57,34,0,67,,20351,23108,34478,23171,20305,18254,23168,26195,26450,33393,,693,378,685,1073,777,258,747,567,312,379
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",44,235,39,348,163,54,54,295,207,67,,1243,1166,1274,1269,1830,1953,2321,1899,2109,2411,,3853,8059,5532,5254,8783,8341,4022,4434,5408,3620
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",27,29,0,56,0,0,45,14,35,66,,154447,166442,173062,158620,171511,162795,184873,167843,159841,212258,,1586,1774,980,1149,746,1007,180,1425,732,787
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",158,44,0,0,105,54,88,72,113,66,,96411,119543,132026,111355,98276,112021,163423,177553,160458,205848,,158,44,0,66,173,174,129,88,162,282
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",915,177,89,0,267,704,245,448,171,66,,96275,108623,96653,74704,79705,80611,55286,45954,29982,32625,,1193,257,329,484,480,1009,748,515,171,66
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,33,49,0,37,115,22,0,93,66,,56228,72954,121075,103634,81067,78350,91170,142253,102482,141835,,0,33,49,48,54,142,82,123,119,215
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",0,37,0,0,0,0,0,33,35,66,,111093,98048,100985,87074,74743,92265,107739,156960,196610,182479,,2009,2069,3214,2461,1761,1566,1346,2135,2289,3413
290613,Sterols and inositols,0,0,0,0,0,0,40,20,16,66,,40071,64571,65322,39769,47106,46138,57915,45463,45732,69908,,207,119,150,36,13,86,129,195,44,85
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,234,297,573,403,42,49,35,753,465,66,,0,19,0,0,11,39,108,24,41,46,,16432,16314,17230,16630,8513,6975,9099,37280,20802,8490
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",393,30,0,97,0,519,554,74,193,65,,5758,5314,10607,4172,3090,4828,5060,4946,5235,13748,,4230,963,946,607,359,1481,1893,717,546,75
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",0,0,0,0,0,0,6,9,35,65,,1806044,2100562,2671167,2616412,3216610,3772956,3214479,2605054,2711790,3540136,,49,90,243,339,57,131,144,206,184,358
291250,Cyclic polymers of aldehydes,45,0,0,0,0,0,38,113,187,65,,10614,9437,14033,9958,9667,6059,6389,6350,5654,6429,,587,71,42,16,603,201,38,344,1567,1200
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",85,80,169,202,172,50,211,96,88,65,,85852,83696,103524,110254,90228,89126,72681,39485,52762,75528,,4149,4717,1581,1473,2251,1052,1204,2309,805,317
870821,Safety seat belts for motor vehicles,0,38,41,0,0,0,94,48,23,65,,94238,90585,106538,85529,82846,76477,81681,78624,72758,92752,,3135,4232,780,322,302,291,436,328,520,691
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,34,23,65,,7874,9170,710,2038,8760,365549,777328,1276403,1396542,3376486,,3364,30,4085,434,801,3372,6862,4187,287,425
250610,Quartz (excluding quartz sands),0,0,0,0,0,0,0,24,24,65,,20348,19906,26761,35002,32960,52525,50025,58471,125617,191589,,90,324,291,272,206,72,981,990,1009,1106
852692,Radio remote control apparatus,0,0,0,0,0,43,24,0,0,65,,201317,231560,356073,760490,1094043,892073,941542,1103674,1159126,857296,,23257,23057,888,699,4959,11125,10961,12934,1275,1559
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,64,,0,0,0,0,0,15,0,992,1021,1182,,0,0,0,0,0,0,0,0,0,3295
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,221,1859,78,64,,105266,120301,147260,125732,142948,155917,194640,204309,209714,191383,,847745,749160,648947,868928,496556,463302,204251,181896,184958,212133
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",1032,2393,1652,900,897,2747,539,690,140,64,,101925,143289,139588,167581,129916,153955,165335,179582,171703,128322,,10786,10425,9345,10129,6381,9791,5804,4369,509,384
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,64,,1662,1489,8264,2457,1959,2326,3339,1868,1520,3975,,224575,187811,396102,148002,139376,113327,130581,43298,29153,26749
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",65,58,221,224,182,209,131,440,194,64,,5289,5216,7531,7161,3794,3631,3375,2363,3209,4334,,519,515,447,1029,761,309,243,639,279,152
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,28,0,64,,79,39,193,372,799,711,648,1340,1623,2343,,2094,7076,538,405,3365,189,1024,858,889,1868
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,21,63,,4122,12874,29640,16480,10571,21835,38327,30302,17059,71246,,0,0,29,14,1,0,0,0,21,63
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,89,0,0,584,0,58,7,63,,118600,64666,85548,62001,22982,20848,22330,32300,22035,29871,,516,242,89,257,779,602,2776,750,1277,1667
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,0,0,0,0,0,0,0,81,63,,29378,64356,40179,31174,32177,60407,60286,70771,198521,260725,,37113,29697,27594,27238,6901,3178,13844,13242,13399,15207
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",201,59,42,0,193,0,0,0,0,63,,104300,110028,109181,101735,92573,89075,96758,113752,91733,94109,,18754,19505,17759,21198,22100,22795,25564,28197,17309,12850
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",440,739,1015,1507,711,397,638,791,402,62,,435685,553671,744337,1587382,1793558,141835,74369,61154,78362,25316,,1989,2070,3209,20220,10046,3000,1320,2372,1580,571
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,89,0,0,0,6,417,56,62,,224367,253698,246073,234789,249110,263474,269443,291353,286134,274715,,891,751,346,2258,3668,1649,830,1587,1695,1202
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",187,0,0,143,0,0,60,36,29,62,,30888,35575,38666,35959,35590,39812,42126,47772,41397,51346,,831,326,274,513,899,284,360,335,956,1920
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",528,198,71,293,759,93,171,177,11,62,,4985,9300,11115,2215,8863,6135,11104,7198,2509,1889,,7596,7468,6001,7771,7983,5478,3894,3484,3882,3470
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,21,5,27,62,,0,0,0,0,0,0,0,0,0,0,,135,0,0,57,18,0,820,5,27,127
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,0,29,85,127,0,98,32,38,61,,1873606,2350105,3088178,2446747,2907456,3244144,3872974,4698338,2929858,1965190,,56,203,278,656,876,267,590,292,311,184
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",0,287,180,245,299,802,168,15,0,61,,35283,24971,42565,31846,47465,141832,162478,161546,109609,315756,,4596,3320,3744,5046,3295,3072,2139,1277,727,776
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",172,656,3217,9153,1205,764,1158,387,154,61,,102635,296667,1166793,1217858,676351,271527,261502,238133,208649,224284,,865,1785,4988,11892,4247,2238,3495,2044,699,1375
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,79,112,0,0,0,0,3,61,,2244,2563,5974,10295,3908,1998,2237,2797,2612,2713,,0,40,325,206,47,53,289,0,7,64
810196,Tungsten wire,406,40,121,0,36,0,60,820,86,61,,48928,40339,39002,33536,32219,31603,30354,28430,27201,30003,,442,154,151,78,49,18,60,820,532,68
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,4,135,81,60,,14059,11533,10697,12537,10927,13630,16162,16317,20872,41169,,379,495,376,586,655,459,611,1261,230,180
843210,"Ploughs for use in agriculture, horticulture or forestry",116,0,0,0,0,121,49,133,43,60,,15022,17502,24527,20211,18407,16152,16980,13812,13576,16625,,1450,2630,1200,1270,988,471,282,884,528,425
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",6320,4567,3151,3650,3881,4531,2582,1627,92,59,,150844,281590,432777,475991,469855,519393,198131,142916,204860,207966,,9704,7293,4644,7225,5599,6027,3323,2294,208,423
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",480,560,35,41,120,198,188,463,24,59,,383681,595414,316465,858389,967091,764294,268040,125964,178703,258466,,2325,782,363,771,747,971,549,732,108,342
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,0,0,0,0,23,0,3,59,,24580,27602,38597,38675,34043,30095,93460,32747,75628,59070,,2789,0,353,2604,421,467,4270,686,83,121
283322,Sulphate of aluminium,27,0,403,163,141,0,21,19,11,59,,15442,17009,17189,15640,16957,25694,25255,46326,44735,37483,,405,2251,3594,636,219,678,639,645,522,644
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,25,10,19,59,,40690,50494,60205,64391,58216,54819,54072,47106,42186,40000,,205,252,182,566,369,309,619,1195,831,851
270300,"Peat, incl. peat litter, whether or not agglomerated",319,80,608,0,0,0,63,58,48,58,,32,97,140,86,309,636,323,484,393,731,,7882,9064,7725,4801,3783,5807,6489,6583,7942,10842
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,55,37,57,43,115,200,58,,17096,15644,17963,16193,21863,21061,23399,21022,26562,19111,,105,86,51,220,119,165,148,123,283,89
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,13,0,0,58,,14251,10230,3906,7241,12075,9235,28732,20346,104533,298797,,407,358,110,371,257,415,279,392,527,516
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,58,,0,0,0,0,0,5724,5334,10048,16375,20365,,0,0,0,0,0,0,0,0,0,1640
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,57,,0,0,0,0,0,9709,9752,8741,8270,5843,,0,0,0,0,0,0,0,0,0,57
701322,"Drinking glasses, stemware, of lead crystal",203,126,45,214,97,84,451,763,122,57,,433,2529,63009,36758,14340,6538,3017,1591,1899,2911,,703,500,293,468,639,574,1363,1229,708,410
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",197,82,114,51,0,0,16,48,0,57,,9747,13119,2468,10658,4494,9078,2117,2745,3464,3629,,197,111,158,251,92,41,33,84,24,109
845510,Mills for rolling metal tubes,2091,278,122,265,1153,140,32,37,31,57,,75644,65426,35537,31330,41853,50587,52138,38009,33081,42384,,19428,4511,2005,4924,1618,1822,2957,764,910,911
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,18,0,57,,6856,33442,27257,7456,6185,4629,5820,5130,6677,8618,,0,0,0,69,4,4,30,18,0,57
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,51,43,150,1542,2007,6640,3254,1431,57,,159129,173003,257847,278425,182519,228093,314923,415187,380495,422246,,3446,1995,657,4125,9211,4706,11339,5289,1582,122
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,57,,0,0,0,0,0,32852,41170,42221,41824,74728,,0,0,0,0,0,0,0,0,0,141
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,112,37,75,0,0,0,46,45,50,56,,19936,16876,19372,21786,20837,25115,17857,11614,6500,8239,,585,406,142,194,139,227,267,296,1290,191
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",232,466,157,355,114,161,124,115,56,56,,63075,65206,73916,80484,90645,98208,109256,125754,121835,171474,,405,718,288,689,262,357,402,841,985,1173
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",34,29,0,0,0,0,0,10,111,56,,1893,4234,4329,6052,3932,3964,2578,1879,2032,7652,,15530,12058,13303,9088,11089,3347,3465,5703,8671,10460
850120,"Universal AC-DC motors of an output > 37,5 W",3827,2951,2981,3480,1333,1034,1055,707,150,56,,193249,190967,192331,172547,146593,157846,149578,131412,135742,138191,,46127,19477,15652,11686,5741,3062,5164,4119,4290,1946
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,14,0,56,,604,492,115,279,358,518,922,1106,976,1535,,1497,1869,1025,893,326,178,217,467,412,496
283640,Potassium carbonates,0,0,136,0,181,0,0,20,0,56,,7575,8961,10746,12045,11915,16750,15683,9866,9033,11718,,6879,2497,6848,8175,7399,5456,6983,3331,5807,4260
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",251,435,712,447,456,262,162,127,20,55,,14409,20131,20342,17813,14623,12686,12166,7484,3399,4248,,424,481,962,1382,774,505,452,229,76,138
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",37,97,75,0,98,0,122,306,252,55,,122544,126056,133107,133544,127892,141894,152643,166795,142919,166986,,3169,3294,3740,2764,2831,2238,2727,2594,2828,3037
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,3,16,0,55,,34206,35338,47836,74840,76169,81596,77134,97327,117560,79795,,16325,13313,19307,22135,26212,20278,21543,20600,25493,25669
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",199,4703,2370,0,184,68,232,453,3231,55,,4716,5496,5299,4675,3719,3183,9818,22188,27591,53385,,760,4837,2579,459,9391,2227,9048,5902,8733,2878
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",0,0,47,47,31,0,223,153,144,55,,118770,100928,115029,147022,221288,328270,296132,197006,198651,206272,,400,315,360,121,398,1015,804,834,1231,873
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,29,0,0,0,0,0,55,,13948,15173,17194,12487,11858,9715,9905,8256,8834,8381,,275,36,85,513,685,982,681,431,205,285
100590,Maize (excluding seed for sowing),74,0,671,138,0,0,28,26,172,55,,100746,32167,6950,3510,1110,19892,3138,6791,384,1358,,622580,678242,677903,531069,314824,524586,639848,715094,653865,799417
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,55,,280,0,6,0,0,0,1,0,0,3,,0,0,0,0,0,2,0,5,0,55
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,0,0,0,0,0,135,55,,192,11,15,12,0,9,8,15,8,6,,61,0,54,142,71,239,64,1977,448,5191
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,221,197,309,398,87,194,284,178,44,55,,17559,14436,14100,13007,11360,11889,17956,22073,20307,13414,,1017,557,664,904,448,674,1123,810,1294,1676
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,55,,0,0,0,0,0,447,301,543,5296,1792,,0,0,0,0,0,0,0,0,0,232
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,0,0,0,0,0,0,0,30,21,55,,16843,15673,19761,23245,39102,47400,53885,55943,59698,72699,,77,83,275,191,88,1,0,128,49,350
630630,"Sails for boats, sailboards or landcraft, of textile materials",467,203,612,1338,651,215,800,1227,27,54,,10038,8941,8653,7347,6851,6324,5096,7625,7473,10155,,969,4571,1987,3317,2745,2539,3841,4406,1068,290
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",297,353,62,0,0,172,75,205,9,54,,21430,61978,52621,75919,95570,61457,34201,24136,24660,29221,,11274,16764,16753,7145,4911,5152,6564,6888,14417,6561
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",921,1001,1703,1893,893,769,852,536,432,53,,60870,59298,62427,58331,50551,37128,38744,47108,57055,61873,,1615,2335,2372,9164,1509,1617,1393,897,533,148
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,4,7,53,,37,9020,1230,2325,6758,8734,7174,7446,9362,4444,,377,231,1554,1338,505,124,46,486,303,704
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",53,0,0,213,77,478,241,27,23,53,,31569,30760,26374,38596,22051,16423,18420,19980,23073,32418,,230,0,0,319,175,558,270,49,31,73
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",311,454,228,352,160,85,82,274,0,53,,81445,68917,59561,40692,37379,42577,47957,59959,63144,139624,,3022,3557,2554,2190,2783,1920,3783,4193,2883,3719
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,581,4822,636,43,143,46,74,53,,26333,47156,40819,11218,4675,4780,17637,23330,9112,10910,,2089,1355,2891,11909,2717,2649,1972,8650,11117,18798
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",68,118,0,108,618,797,65,205,37,53,,78861,94316,105663,106775,117306,117597,129302,155532,130871,205565,,10888,4063,4406,6776,9849,12993,11840,15363,10634,13072
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",471,385,511,621,448,377,569,1446,191,53,,20264,17892,24660,23092,22233,40523,51140,75340,137300,124758,,1089,731,972,994,877,842,1727,1863,293,116
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,95,82,31,53,,2838,2926,3195,3650,874,12,36,62,60,34,,91,66,226,664,901,1647,1172,780,2114,2971
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",94,271,91,0,0,65,27,15,74,52,,33952,36046,36236,33773,22694,22153,20530,28814,52593,50651,,752,1432,1276,1069,1577,1454,1465,1452,2014,1201
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",13099,16620,10350,18642,13429,15050,14701,13077,1583,52,,36368,34740,37639,25859,23689,26148,28671,28681,31092,27918,,44509,48430,36751,49737,26382,35684,25758,19239,2031,88
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,43,0,52,,416,529,563,787,507,564,64,68,46,55,,0,98,114,39,173,67,62,60,32,97
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,53,0,0,0,11,73,45,52,,3383,1057,5870,3012,1905,4308,3727,2174,3037,20069,,10547,9166,5357,7556,6316,12344,11559,7685,10079,12551
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,10,52,,9763,6334,9925,2219,2828,3956,11333,10861,4559,5665,,0,0,0,85,11,23,0,64,67,52
380510,"Gum, wood or sulphate turpentine oils",0,0,80,110,85,0,6,5,63,52,,5931,2149,4055,4434,3240,4970,4340,2745,2188,1972,,0,0,80,129,94,25,18,27,197,123
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",144,75,89,120,60,0,74,79,195,52,,81866,74909,67705,63291,53922,53087,44436,45994,33479,34672,,3465,2122,1989,1781,555,519,710,845,491,666
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,6,6,20,52,,117595,75544,49734,35036,36143,79919,90694,77509,95651,144618,,20898,14029,9161,8362,4646,6750,8866,7696,5939,7967
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",787,0,196,62,83,141,7,389,1236,51,,4367,4292,5700,2751,2393,3947,3503,2321,931,2758,,965,75,694,179,249,182,192,1196,1395,700
441860,"Posts and beams, of wood",78,91,71,92,116,0,75,223,699,51,,20290,16060,10614,9751,12958,12891,14959,22091,23837,52204,,9310,6895,2393,5966,3158,911,687,1084,1681,8504
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",450,57,0,0,0,0,18,14,18,51,,187364,111546,77650,82675,58518,79843,151226,116039,80798,141885,,450,57,0,321,8,3,27,14,18,54
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,51,,0,0,0,0,0,5590,3045,2512,2229,1545,,0,0,0,0,0,0,0,0,0,56
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",110,0,0,102,0,0,11,5,23,51,,19639,18474,28958,21602,23508,25354,40478,28690,22440,21461,,400,350,238,478,415,338,411,538,362,554
