Product code,Product label,Saudi Arabia's imports from Russian Federation-Value in 2012,Saudi Arabia's imports from Russian Federation-Value in 2013,Saudi Arabia's imports from Russian Federation-Value in 2014,Saudi Arabia's imports from Russian Federation-Value in 2015,Saudi Arabia's imports from Russian Federation-Value in 2016,Saudi Arabia's imports from Russian Federation-Value in 2017,Saudi Arabia's imports from Russian Federation-Value in 2018,Saudi Arabia's imports from Russian Federation-Value in 2019,Saudi Arabia's imports from Russian Federation-Value in 2020,Saudi Arabia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,0,0,0,0,0,0,0,0,0,,3481,3507,2302,3462,1835,14721,5660,6978,6494,6629,,6122,26784,20140,17890,11251,6346,2374,2594,5825,6683
843621,Poultry incubators and brooders,0,0,0,0,0,0,0,0,0,0,,598,944,549,492,444,572,407,665,647,1787,,18978,12454,7302,14835,5227,2585,6180,5802,2340,8106
844090,"Parts of bookbinding machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5,15,15,8,9,10,7,14,10,31,,877,701,248,981,485,1460,778,1014,607,607
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",0,0,0,0,0,0,0,0,0,0,,93,247,1647,864,949,683,661,789,247,1374,,11948,23289,35857,25920,39126,21761,11188,8542,7616,6624
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",0,0,0,0,0,0,0,0,0,0,,497,81,416,123,325,445,818,406,204,237,,6409,4580,4726,5317,2677,2721,3412,2171,5765,6780
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,0,0,0,0,0,0,0,0,0,,138,567,161,0,262,0,65,18,13,0,,0,165,183,277,97,3601,293,211,123,28
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",0,0,0,0,0,0,0,0,0,0,,607,548,893,1084,574,1560,1050,1743,498,1108,,29064,33613,35998,25574,22793,24104,17074,9489,2133,5450
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",0,0,0,0,0,0,0,0,0,0,,2708,8407,5232,3125,2490,4288,5545,11840,15217,21060,,35419,68503,80620,93070,67479,65038,70871,82676,67303,64874
844511,Carding machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,725,211,268,25,443,38,98,96,160,67,,1418,238,83,39,15,159,52,41,20,32
844540,"Textile winding, incl. weft-winding, or reeling machines",0,0,0,0,0,0,0,0,0,0,,671,540,7,45,37,20,182,156,104,19,,5127,3169,531,5422,2391,1381,897,5659,4470,3437
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,0,1,0,365,90,0,,6372,2623,704,1433,704,283,419,311,7,90
844720,Flat knitting machines; stitch-bonding machines,0,0,0,0,0,0,0,0,0,0,,484,412,996,135,258,257,272,136,293,186,,327,570,581,507,655,261,246,163,157,402
844831,Card clothing for machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,641,410,330,278,183,139,180,206,201,151,,90,102,33,190,29,58,91,70,112,156
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,538,438,575,315,436,508,564,625,505,567,,10529,15883,21212,20621,9641,8429,6631,3346,6040,723
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,0,0,0,0,0,0,0,0,,733,871,42,644,2,2,10,35,12,107,,2865,3537,2730,3121,2335,1819,3824,2957,587,537
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,0,0,0,0,0,0,0,0,,108,253,526,44,232,155,771,272,615,928,,5078,938,2371,3925,1702,2677,1972,4568,1951,1308
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",0,0,0,0,0,0,0,0,0,0,,397,286,323,819,918,277,693,80,128,32,,404,77,158,146,523,139,215,1174,47,70
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1029,3950,6593,4719,4684,,0,0,0,0,0,0,0,0,0,12448
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",0,0,0,0,0,0,0,0,0,0,,428,488,607,1227,529,989,849,793,591,398,,3605,1439,4947,2928,2651,1946,2964,1751,1228,429
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,310,267,235,1129,1135,,0,0,0,0,0,0,0,0,0,493
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,7402,3404,5332,2910,2752,5175,8475,5021,6216,8532,,4970,15234,10318,17769,7091,14066,11260,13918,14608,20647
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,0,,751,1076,1084,399,111,381,275,614,561,648,,1468,5344,1304,1013,1429,927,619,3826,143,298
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,0,0,0,0,0,0,0,0,,3473,472,351,278,181,217,1104,772,562,856,,1625,504,894,1033,581,376,423,457,229,481
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,224,153,1,50,,0,0,0,0,0,0,0,0,0,74
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",0,0,0,0,0,0,0,0,0,0,,337,106,121,108,186,17,296,340,261,987,,5697,6476,11417,7556,2580,4282,2562,1323,2790,1738
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",105,30,107,0,0,0,0,0,0,0,,2893,1567,2692,2378,850,3909,3026,2523,2393,2723,,11653,20670,15464,9731,11944,14808,9109,9670,4554,18138
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4502,2654,2280,2101,1176,3717,3861,3191,2595,4180,,45462,4432,11282,5521,5677,4440,4808,5912,8210,11048
903032,Multimeters with recording device,0,0,0,0,0,0,0,17,0,0,,1515,4120,4964,3302,973,1932,3440,4091,3129,2885,,3268,4564,4934,3983,7457,4048,3250,5680,7186,6641
970200,"Original engravings, prints and lithographs",0,0,0,0,0,0,0,0,0,0,,0,0,10,5,5,7,2,10,2,0,,98,285,0,193,118,298,95,389,189,491
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,0,0,0,0,0,0,0,0,,2,9,1101,141,41,6,7,21,118,74,,102,1014,2517,352,686,353,634,341,74,1239
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,0,0,0,0,0,0,0,0,,2201,2532,2839,2209,2122,2646,2720,3077,3766,4659,,3168,3118,5932,5869,4243,4274,4051,2696,4053,4196
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,0,0,0,0,0,0,0,0,,618,789,501,1093,760,1146,2369,3659,4367,5741,,5291,6760,8864,14952,5518,4559,1209,1811,903,523
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,0,0,0,0,0,0,0,0,0,,647,949,761,494,648,1025,1054,1355,825,953,,9786,9632,14292,16347,14331,13528,13379,13226,10509,11215
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,38,0,0,0,,1562,1852,2620,2217,1587,1365,2141,1841,1936,1577,,5083,5173,6414,6796,7293,11371,6605,8464,10204,2928
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",0,0,0,0,0,0,0,0,14,0,,1415,1682,2277,1842,2610,2830,4188,4195,4834,7209,,11857,12344,18752,22237,15633,12537,14028,28510,27817,29496
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,0,,0,0,8,1,10,365,9,10,5,20,,448,983,700,1244,139,281,219,130,75,1
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,0,0,0,0,0,0,0,0,0,,10912,11845,14307,16331,41810,34468,44016,44320,38958,54165,,4651,8428,9349,9613,8719,10776,10813,10012,13132,8612
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,0,0,0,0,0,0,0,0,0,,2077,3344,3118,1591,941,989,1694,2217,2208,3400,,8553,9685,8971,10911,9961,7868,6639,8479,8662,9546
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,0,32,0,0,,1032,1289,595,341,204,91,223,181,46,58,,5276,6235,7657,9848,6951,4285,5056,4579,5101,7011
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",0,0,0,0,0,0,0,0,0,0,,3497,4753,3435,2272,2255,2867,2434,2852,2609,3181,,8263,6911,3979,6958,4680,3386,2866,3541,2335,2872
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",0,0,0,0,0,0,0,0,0,0,,1045,707,169,68,162,116,185,146,157,125,,3727,4026,3413,3415,1841,2211,3181,6899,1199,1611
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,10604,14474,21264,20265,28369,53614,41611,32706,20269,8950,,0,46,0,9,1,17,24,55,67,72
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,406,422,530,507,2066,3358,838,1050,283,674,,164,61,70,263,201,51,456,536,21,96
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,691,692,454,374,946,1187,637,47,88,702,,0,0,0,8,1,9,25,85,0,0
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,0,0,0,0,0,0,0,0,0,,5154,7321,7366,7537,8220,10963,12443,12996,10707,18958,,16686,15780,17961,17282,10309,9835,23185,35426,18507,22134
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,16967,1846,1715,1583,303,479,1469,2283,1268,1727,,1549,1504,487,2158,2291,1234,1479,3800,14192,25363
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,0,,1110,7484,4827,4855,5374,2571,2281,2376,5959,6679,,0,0,0,0,0,0,0,0,20,48
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,30,0,0,0,0,45,0,0,,50057,43008,328176,148424,216231,148164,37434,23083,17569,13254,,660,5531,5892,3657,1003,1195,2285,3539,1921,1325
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,285,0,0,0,0,0,,6936,8803,6260,5843,4541,5292,9233,8316,8733,12815,,34784,27496,19194,13926,9410,9864,10506,9625,10759,13852
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,0,,56,18,136,0,1,37,0,1,0,24,,147460,148766,114939,30381,40952,36785,32286,39827,28414,13657
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,7057,0,0,0,0,0,0,0,0,,1379831,969016,1092201,728031,795127,779350,1275717,1300849,571441,786754,,126,7086,114,548,4423,95,1146,265,446,97
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,404,1621,3412,6088,5281,4194,4237,707,2204,11699,,8237,1883,932,197,1090,2459,2922,9373,7874,129
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,74926,66136,66280,77837,55909,34436,70669,63731,49087,104855,,146484,60267,287022,148424,92137,16167,115169,201232,284913,162831
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,37666,34686,26317,21796,20688,33208,33332,27663,22480,31339,,4510,3420,2835,3779,1043,830,727,349,895,48
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,0,0,0,,15830,19797,26226,17174,20977,11072,21893,23676,17240,37083,,9026,7297,11651,8176,5614,1495,1082,1147,5582,5856
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,6711,5055,5500,4190,3823,6172,8451,4203,3204,7188,,2064,2058,2099,1918,1855,1730,1266,1400,1484,774
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,8312,7472,21979,14304,13491,14980,28848,16203,16566,22592,,39208,35397,12019,2423,7153,8605,11156,13633,4528,319
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,1555,1160,1536,632,166,71,85,390,169,271,,320,1084,3023,671,1026,378,807,1069,11032,6258
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,4767,4808,4673,3704,3884,3800,5213,5903,3779,8575,,22835,15970,22007,16575,19184,11398,13602,4927,6197,3559
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,35262,23012,14953,7312,7366,15616,15279,12008,11519,19701,,1205,381,797,2999,1476,1286,1426,936,471,799
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,47,40,48,70,1033,411,49,81,0,7,,1412,1428,1732,1937,1625,773,1082,4052,7199,1172
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,87,133,125,93,451,591,393,158,444,253,,194954,207194,94565,108535,11568,2292,707,818,561,3
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,13271,15537,3518,1112,807,3058,1303,7702,5525,13744,,555,1143,1665,1270,121,163,2034,1885,1365,45
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1495,983,676,262,255,349,1803,847,538,1972,,1420,2173,6341,1710,1031,963,1038,1065,2281,1588
730120,"Angles, shapes and sections, of iron or steel, welded",0,0,0,0,0,0,0,0,0,0,,3227,2867,2870,2904,2782,3164,2979,3566,3658,8336,,32891,22083,53035,36125,24122,16302,15760,16106,24404,28080
730721,Flanges of stainless steel (excluding cast products),0,0,0,0,0,0,0,0,0,0,,3254,3431,2271,1873,1538,2133,2556,1741,1717,2130,,44037,59048,55099,45531,42815,39335,46317,39567,30966,28762
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",0,0,0,0,0,0,0,0,0,0,,1060,1255,940,568,637,623,1230,912,1082,1294,,73255,68713,44640,49468,39354,33467,35839,40086,27562,16269
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,205081,225562,260085,253360,267748,338997,228429,261459,308729,486633,,176590,133815,107011,216350,129868,109605,93982,87849,148064,151670
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,0,,3956,579,436,255,224,453,495,557,342,467,,6146,463,597,763,1966,1966,620,3918,2405,1398
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,0,0,0,0,0,0,0,0,0,,3485,2642,1023,655,796,447,903,697,510,1325,,7957,4127,1857,7597,2988,2864,4206,995,1479,1092
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,317,232,1329,1122,1556,1564,2025,1533,1512,1524,,4754,5197,6115,5679,4397,5631,5512,7011,7767,7196
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",0,0,0,0,0,0,0,0,0,0,,20429,44160,66230,56376,89567,65111,85483,92995,110333,120607,,37002,28434,36293,48665,13089,10888,11365,12265,20284,12994
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,59,0,0,0,0,0,,5130,4002,2694,3235,3104,3179,6927,9615,9583,12655,,3274,744,1871,7656,1800,1294,474,451,204,167
790700,"Articles of zinc, n.e.s.",0,110,0,0,0,0,0,0,5,0,,1476,2712,4157,5940,5794,5869,4896,6169,2039,2831,,7878,9235,10222,12934,7285,11885,9505,18343,38832,26265
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,0,,0,21,0,72,1498,2014,4505,3700,3939,2315,,0,0,0,0,0,0,0,0,30,11
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,3,0,0,36,,0,0,0,0,0,1,0,0,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,46,65,157,47,57,70,37,208,63,104,,0,0,0,0,0,7,0,0,0,1
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,38,39,3548,4017,6201,5203,2261,1479,1157,324,,0,0,0,3,6,0,0,278,244,86
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,17,4,2,20,19,15504,6,29,165,3959,,0,0,0,7,0,11,0,109,39,9
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,0,0,0,0,0,0,0,0,,2961,3452,2474,2116,1601,1900,1588,1339,1433,1955,,629,1052,848,1692,1170,316,819,1040,1844,1861
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,0,0,0,0,0,,816,1120,1183,692,513,835,772,797,845,1151,,1118,1699,1342,2635,1662,1414,1384,2204,2138,1797
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,0,0,0,0,0,0,0,0,,485,355,231,158,239,260,380,413,441,511,,11310,9965,13893,17887,6207,6315,4562,4161,4125,1592
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,0,,763,1102,771,247,310,968,413,457,241,283,,2049,1504,6303,4544,919,625,399,1021,1995,287
731816,Nuts of iron or steel,0,0,0,0,0,0,0,0,6,0,,14536,16595,12955,10105,8060,10282,12149,12060,11371,14223,,33170,38506,26154,34095,20276,17686,20222,20807,22054,20844
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,1,12,4,5,5,1,4,,2760,3097,11214,10447,4809,4907,6391,5986,2433,3250
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",0,0,0,0,0,0,0,0,0,0,,441,694,819,836,1195,644,613,631,882,1338,,36134,44185,11632,11437,8749,5702,4057,3546,1396,1702
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",0,0,0,0,0,0,0,0,0,0,,1914,3020,2166,2562,2193,2911,3500,3134,3839,5038,,32364,31709,27861,25215,24545,22384,17946,29058,10706,12734
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,562826,70198,48777,41452,31491,37431,43593,32788,29773,52187,,355,186,96,239,226,473,251,81,45,27
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,5,156,160,1578,19,16,46,34,42,12,,128,61,1878,5121,4055,4444,5206,2479,3104,5076
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,117656,96481,64259,16121,19268,13019,16156,12189,11497,17244,,1083,3179,1135,1695,494,883,782,1233,2475,1091
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,4331,4236,3862,3724,3054,4792,6642,15586,18722,13624,,20657,16408,19185,16428,14144,14826,17048,14471,13107,12326
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,1847,4075,2101,1152,2273,894,1864,10763,5158,4776,,11383,10894,9165,11137,8321,8390,5064,2312,10813,7093
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,0,0,0,0,0,,38,100,82,128,185,470,255,250,288,444,,0,0,0,11,4219,3817,2777,5434,6438,12202
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,0,0,0,0,0,0,0,,40,276,70,155,316,384,443,322,358,725,,10613,9623,13451,10558,5263,6351,6807,6118,6480,3161
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,55,18,51,39,88,141,238,166,215,388,,1258,1253,538,1392,1285,1127,1620,1729,2614,2807
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,8,8,17,0,,50,58,91,82,254,122,150,138,143,252,,3185,2589,4287,7369,3835,5518,4976,10045,8205,6960
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,0,0,0,0,0,0,0,0,0,,3053,4161,4918,4112,5418,7163,9147,10033,11534,15491,,29013,29967,31340,30427,23611,20656,31480,31700,42530,62782
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,0,0,0,0,0,0,,454,477,140,150,63,398,166,187,131,366,,8603,7006,11525,10326,3574,2974,2853,2082,2255,3328
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,733,779,740,377,598,999,882,881,678,1175,,789,4012,4113,2170,1766,4170,4921,5849,4933,300
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,5013,4985,2456,1290,2687,1184,538,2632,77790,83520,,183380,139319,54786,174116,29845,24901,38444,21450,30042,4969
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,0,0,0,0,0,,4557,1798,5375,11427,4370,7586,8190,6403,6501,3452,,304780,49330,48143,75459,31486,3597,22110,10363,14528,25132
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,270,0,,1178,637,666,616,664,966,597,141,519,1655,,518200,870664,1025752,1194724,897680,775038,421783,734760,524652,618194
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,1915,4100,6793,835,1499,853,2307,1778,4934,1557,,15526,13056,7936,12589,12814,10370,25795,13890,18154,15970
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,1135940,1575745,1413571,1393658,1210885,1540673,1593769,1851894,1746725,2429223,,30,0,196,37940,1317,20205,114734,152399,59442,3576
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,104,3497,3714,1472,1566,1166,2494,948,1077,2657,,51522,49594,38587,41279,18990,7459,13187,31753,19316,25182
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,0,0,0,0,0,,18208,54524,21590,11610,13016,19368,17508,18509,19860,23285,,9220,20065,28940,33611,20198,19924,19476,21976,21145,23064
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,0,,14,28,95,22,53,98,87,158,297,301,,737,1140,1494,585,598,715,1283,2365,3030,3769
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,0,0,0,0,0,0,0,,21,47,129,11,11,7,46,322,925,875,,38964,28944,21232,22541,8670,10594,6294,4597,7096,6269
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,0,,4,5,0,0,0,2,0,0,0,0,,2217,2251,854,1991,1899,711,840,1665,1862,405
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,11,34,83,25,48,52,48,88,90,133,,3185,5174,2059,3410,4340,4578,5408,6095,17371,37139
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,0,0,0,0,0,0,,388,483,624,436,226,396,415,707,815,1040,,171,35,252,480,541,326,160,190,270,148
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,0,,11716,13680,35954,4238,5070,6175,5824,5437,4626,5137,,4035,4462,4584,4605,1919,2318,12403,17430,14681,11786
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,0,,5479,5089,4548,3040,3170,4036,3729,3914,4508,5559,,12050,14207,36981,116596,52823,39237,24817,25016,4497,223
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,0,,310,892,816,416,350,592,1486,1660,737,1900,,518,366,571,451,121,1620,148,88,107,2898
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,0,0,0,0,0,0,0,0,0,0,,606,1106,1233,560,941,1150,2459,3908,3569,2500,,87953,96152,103180,38989,39355,27142,22411,22465,13903,17457
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,4,0,,587,1869,4139,4136,4832,3649,5783,7001,4764,5333,,26684,22088,24961,11941,21460,25934,33733,44403,35755,150261
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",0,0,0,0,0,0,0,0,0,0,,2627,7840,6013,6101,7909,6337,4391,4819,6202,8940,,24206,25022,25270,25223,20179,18046,47144,42529,22137,51923
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),0,0,0,0,0,0,0,0,0,0,,2973,1943,2423,2817,2304,1527,1569,1663,1209,1868,,3699,4994,7206,8068,4651,4619,2572,2461,2408,2960
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,312,166,246,491,335,609,642,1155,818,834,,0,107,35,548,597,1155,937,1543,1577,664
