Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",4557,5609,4375,3742,4496,14482,14915,43588,33682,291783,,152582,109599,163970,200498,222036,331914,377215,439221,620193,870271,,149244,155761,184421,162341,183095,253393,318786,488508,441083,798273
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",46000,51458,98211,103691,98375,118408,159510,198104,198342,287036,,1602860,1771798,1918008,2112288,2016064,2264803,2269552,2170738,2558157,3177621,,152812,169174,232147,220152,211302,232888,264899,292775,318619,430237
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,281925,334996,295350,294818,286002,,0,0,0,0,0,5239203,5707137,5421180,5810853,5455642,,0,0,0,0,0,350974,414468,414791,427691,433209
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",260326,311153,410296,431316,453437,490922,488792,391087,390783,284140,,684412,849411,897990,819417,862985,791678,969030,815677,577384,642517,,524193,748289,1068541,1265861,1503799,1827045,2188396,2188496,2245210,1933232
940520,"Electric table, desk, bedside or floor-standing lamps",172971,190113,214027,201679,213180,196635,212337,215450,227644,282955,,896741,1936800,3241251,4321310,2369923,2211748,3174997,3776090,4311386,5240158,,266345,275373,303650,285015,302840,296074,313634,313872,337975,401681
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",21829,46850,122393,127658,197590,289321,296196,297029,274426,282787,,383685,510593,766976,1290714,745236,1023410,1386274,1520033,1589597,1985426,,203353,242066,339640,331252,459417,559835,586173,583994,533870,571077
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",143114,181988,161813,153349,167917,187944,249642,165373,178962,280593,,487884,486096,522218,579047,633155,579393,590820,582104,499807,572980,,736928,675883,654148,501888,512276,590555,664024,585191,649555,721445
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",92728,78247,82607,75472,80007,103174,126720,144234,192901,279984,,1881055,1944506,2132819,2015619,2175599,2731409,3198018,3464530,4437762,5280294,,529253,534363,555354,492292,499583,502215,560181,584174,639824,839914
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",98452,126955,171976,167779,140018,154461,168483,175523,205421,273563,,2388564,3132286,3157221,3180071,2806107,2722946,2889903,3018557,3090539,4118277,,240791,338389,468565,496174,513245,576013,676217,695111,779868,961093
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",374074,332468,316767,266229,225664,252027,229549,222354,241090,269719,,797512,801076,932385,1018361,1030754,1008148,1062972,1010201,907931,1053159,,992356,909802,972896,631327,514070,670269,565417,483863,499592,536797
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",156007,141346,157755,130988,132854,153663,169016,193451,209498,268971,,5785176,6346436,7284550,7484281,7714444,8197437,8783814,7717648,7631375,8897566,,1522616,1516960,1678207,1482390,1631365,1700745,1765301,1686975,1781874,2151996
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",10621,25574,47045,53842,90643,126058,231685,233975,154315,263135,,1912450,4743828,4134589,6193995,2900609,2465935,3179767,2257125,3868696,5082514,,548335,598854,628107,589672,726455,876690,1382406,1530662,1130603,1633454
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",88846,95141,92798,91205,84031,90864,94847,95957,577165,262911,,739427,814951,886253,917427,790225,862776,926456,922604,11050547,2086974,,116070,122181,133864,142001,138671,140909,144025,146844,798972,375464
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",289360,293021,318228,294805,279924,306737,303686,294072,227598,262668,,2705100,3241562,3912104,4002374,3967162,3790850,3734371,3493512,3226653,4006537,,585324,615576,707739,670762,716019,772924,822919,793509,758189,877250
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",219552,192341,210824,160202,210400,255712,254446,254552,235914,257666,,5878993,6183586,6055198,4905323,4624310,5031723,5430335,5571778,4867161,5552397,,4889352,4830880,4779755,4053620,4260375,4408375,4677711,4227580,3799981,4324695
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",189961,203331,220263,191956,192178,214145,225478,228385,218584,257082,,2375402,2663503,2826143,2922333,2741428,2642616,2813301,2691462,2020481,2543985,,291315,313432,338138,291651,310151,351484,370314,380574,384987,460359
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",124381,141941,154564,143706,138417,151888,175359,167139,170380,257008,,5449329,5378489,6075938,5821058,6061795,6548445,7208625,7508649,7795124,9267005,,1548620,1562560,1745903,1528070,1569770,1587057,1708662,1534031,1463464,1873214
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",4488,3606,2974,2951,4354,6270,7147,18385,97269,256550,,218746,225490,232164,222693,218639,246239,259966,280537,465727,415039,,335882,365143,349046,349614,359270,380102,426371,447629,754148,1530840
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",46523,68393,68014,49239,58336,123210,138847,113480,156713,242746,,4377850,4208729,3929256,2747799,2000406,1994444,2431804,2504558,2603626,3140525,,454843,529555,571614,548750,411404,497513,533848,301746,615464,1070069
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",102105,106290,110044,133030,141647,177839,200130,191150,169263,242424,,3840141,4083632,4380924,3982888,3935376,4431499,5067627,5147457,5041408,6608520,,5939205,6304312,6504891,5738592,5775070,6303454,6759344,6405570,5337084,5841743
940190,"Parts of seats, n.e.s.",151083,167445,212595,195423,203177,189397,196329,181836,188707,242272,,2714795,2903727,3125439,3412388,3261425,3475570,3657292,3924449,3695546,4267996,,3677065,4064059,4760105,4115609,4207092,4253883,4398634,3811621,3318819,3594269
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,103136,94857,91628,82387,76269,79740,83677,78928,209392,239520,,2441153,2475238,2484049,2498666,2211797,2496904,2584765,2239346,6403687,5036812,,164234,152657,158346,143065,137489,146383,149892,138815,289207,334231
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",136243,152622,149769,115321,116901,118009,147577,162015,174403,234997,,8631521,8394164,8389879,9209780,8145766,8352154,8993637,10804878,10737893,11672708,,2222227,2318563,2420541,2130077,2247479,2454445,2543228,2325415,2341343,3115934
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",227123,102120,129607,195133,254622,375478,188771,200488,210942,230090,,2983486,3199736,3527067,3523504,3661796,3564883,3152354,2623900,2009208,1979944,,685108,525010,547694,649883,636685,822004,488018,347195,352989,371457
392410,"Tableware and kitchenware, of plastics",181925,208791,216268,187851,182935,193390,203098,218681,183904,228531,,2493889,2896864,4123178,5159923,4869597,5030694,5635832,6247633,6597532,7971596,,553301,597625,629315,549528,555689,593766,628541,601703,601368,626458
846722,"Saws for working in the hand, with self-contained electric motor",92138,98139,108232,108302,132418,148359,141706,154849,190629,223913,,846601,946205,1031801,1034071,1055394,1245397,1406991,1434619,1739843,2258355,,197612,233808,223265,218488,235331,267493,277990,279315,329001,400445
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,214980,242248,211388,185395,218855,,0,0,0,0,0,12919,31995,88856,86010,112679,,0,0,0,0,0,492745,538745,450024,385127,433038
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",62013,79102,82719,77368,98111,137080,160954,165210,143183,218491,,1693712,1997952,2255950,2322029,2238083,2485261,2899178,2861009,2759104,3493036,,1086680,1337603,1430192,1250203,1464562,1661920,1825262,1755093,1648274,2095096
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",277205,271360,237501,222643,203666,168388,180795,240514,231498,216576,,865288,898916,812968,755615,653182,568259,629055,799701,564056,487803,,558010,569128,513783,387228,370175,345885,391522,439045,475526,470222
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,26289,26169,25630,35623,28745,39448,41181,70553,107299,216092,,923697,1178018,1474716,1331829,1901362,2061133,1887671,3165836,4606213,3811652,,2036618,2324730,2779678,2596928,2917839,2944020,3296360,3914856,4234800,5387227
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",64508,81748,84530,101799,87034,124600,166439,155844,142325,215781,,1975827,1967612,2201610,2421558,2329235,2170621,2516686,2395575,2082334,2693150,,3818469,3675550,3932631,3337936,3499906,3685295,4041239,3700733,2925090,3612638
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,68009,127819,151870,180943,214669,,0,0,0,0,0,1861595,2533775,2776293,3505446,4858311,,0,0,0,0,0,711587,1142274,1415501,1632248,1984101
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",113144,116803,130192,134601,137219,141716,161441,152363,167121,212701,,796480,828691,910191,890232,912999,984202,1082074,1127712,1090740,1291504,,472729,479826,560058,539827,505505,547251,617022,586542,606485,748381
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",56929,31088,33513,29479,31903,70345,130284,135689,141320,211872,,2571479,2342369,2482054,2099526,2060456,2171335,2296147,2359109,2358440,2615416,,761658,704434,689148,607845,571137,573941,620358,599295,702986,806656
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",75076,66229,70463,69342,79729,96054,131921,143290,113736,211785,,3165429,3167006,3768226,3194536,3027450,3817871,4765701,4716730,4117092,5948796,,2032778,1851795,1903619,1603981,1591180,1830254,2248405,2228644,1825478,2379548
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",41365,40886,42242,41086,51639,84392,117229,115957,123758,211123,,2040308,2111130,2307290,2307146,2196114,2413429,3070497,3073951,3237274,3600955,,1584717,1638950,1777491,1689164,1673433,1834696,2041517,1820053,1550723,2017398
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),154074,159365,179355,171865,169683,177445,189807,166874,159173,210539,,1463935,1555204,1769579,1584955,1596643,1557872,1653917,1601181,1539461,1825195,,415750,421788,473273,421430,402662,412958,445825,400586,374863,483665
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",110499,100737,132703,105806,99773,104868,136586,144344,154574,209731,,1806191,2003402,2396602,2219635,2260832,2279699,2597969,2523684,2945617,3796323,,1256782,1382225,1604704,1246283,1179281,1286702,1599191,1613098,1537057,1706428
230910,"Dog or cat food, put up for retail sale",39595,49797,64567,12347,7711,97109,117891,133521,156003,207984,,834932,733268,707556,675197,667414,779451,874356,855261,983809,1102788,,874602,1009176,1140934,1069147,1078529,1347890,1465347,1514738,1684578,1901600
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",67222,118028,125856,122188,119244,182042,194346,169200,159245,207515,,2492965,2916435,3410655,3794378,4266506,4610793,5196888,5548671,6634993,8613104,,7480812,8519942,9611818,8669806,9679114,9972665,10400403,9327212,8232279,8886809
853641,Relays for a voltage <= 60 V,130249,145445,142581,142309,153149,155292,145250,135732,129011,206923,,734077,761527,821231,781886,778667,825124,825285,738366,733077,861325,,451063,428730,492727,407993,441124,477365,499906,451999,417124,571620
442199,"Articles of wood, n.e.s.",0,0,0,0,0,130357,132714,139670,161867,203520,,0,0,0,0,0,1920952,2226099,2164436,2477104,3122762,,0,0,0,0,0,671858,760982,751481,836405,1051554
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",64431,47183,48961,37732,49818,67491,75387,96322,101099,203305,,297654,415805,712243,733442,719938,1384031,1422574,1129609,1069544,1127669,,341172,319203,341992,283064,366070,491073,593999,578317,508647,532091
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",484776,496692,512148,514226,273488,237149,215711,295479,258206,202995,,1205076,1388514,1559349,1774953,1631803,1618374,1395745,1325766,797474,956331,,902924,860918,884697,885548,619821,565603,567931,617117,566045,529944
