Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,566,21,4,144,168,577,1940,11839,24382,28884,,2291,2411,2774,3159,3991,21926,34564,17405,18661,19999,,14157,15211,16013,17430,16979,18524,21517,32739,44617,46883
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",23262,27544,29142,19190,25905,22874,37357,24691,26265,28218,,89964,85597,110423,162742,141389,170110,226517,172620,133770,168264,,253588,256246,233990,268879,334903,345611,366932,418298,461344,510013
80262,"Fresh or dried macadamia nuts, shelled",5291,10006,7447,7723,8951,8206,10281,22804,20332,25444,,59783,75926,81123,90239,96601,106979,145085,167529,166986,163495,,6619,11690,8755,8456,9228,9492,10439,24015,22230,31742
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",12109,10151,7682,47565,9477,11906,41228,39906,48175,25277,,885002,635569,593699,245048,243764,354622,435127,372167,260424,344664,,3363029,3759632,3740186,3994815,3477904,4161497,5834302,4271919,3480420,4812584
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,19689,27136,23043,22436,24052,,0,0,0,0,0,9566,10613,15098,18637,26789,,0,0,0,0,0,325922,454136,576995,608993,623355
80930,"Fresh peaches, incl. nectarines",0,0,0,0,799,8053,17333,23324,25683,23634,,18861,23778,25168,21289,27134,27165,39201,49066,44602,50853,,0,0,1,0,1378,24922,58437,74979,92983,76043
40510,Butter (excluding dehydrated butter and ghee),8037,8087,7814,11088,8307,10696,12567,10501,13354,23547,,151159,169190,157692,87241,74235,59229,61884,61521,54619,93671,,101880,146121,229180,200738,230083,344200,525029,327284,398767,446497
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",28000,44871,34146,32931,31038,28694,28329,27851,16122,23540,,10908,203290,120635,62054,2778,330,1288,17034,5890,11258,,187525,157789,134619,440228,340951,403056,261996,105839,67747,94056
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",9215,3806,6044,11186,10821,11708,19107,22575,19044,23011,,0,0,0,0,0,0,0,0,0,0,,2247816,2662177,3321554,2864059,2514333,3021641,3501080,3488733,3361086,3947756
300212,Antisera and other blood fractions,0,0,0,0,0,5012,10987,31020,38766,22941,,0,0,0,0,0,522465,837114,1467178,1465852,675615,,0,0,0,0,0,1700435,1503276,1987272,1897979,2138187
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",1665,1890,1467,1571,3617,5223,6310,5307,4864,21279,,30157,28951,27070,25262,25176,27642,30048,22447,22252,27955,,440089,487053,511134,405287,407388,479829,505127,433826,443559,522361
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",26,13,392,25904,15343,31307,51981,56418,43949,21021,,51438,35547,16020,16441,34244,25352,20858,29159,30236,36566,,18522,14197,5257,37244,28431,48776,72710,76773,79857,43912
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",1099,1520,1524,1997,4303,2533,3156,3872,14569,19767,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,38602,32176,32657,41845,55041,64945,96609,99562,127504,137610
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",7163,8837,11291,22189,7487,17083,28255,27808,26587,19215,,211873,256399,252714,209840,151112,165444,213922,175569,151467,161363,,54684,100695,106532,140731,154885,198322,258585,229814,245021,243714
280429,Rare gases (excluding argon),7354,11542,9307,16977,17784,18856,27064,23369,21312,19195,,3433,2534,1324,1218,2815,8340,1941,14341,39619,43515,,93643,115292,165779,160159,164703,172130,215972,256415,301790,285269
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",18586,13447,12131,16932,18197,18586,21695,15856,17832,18744,,45805,45968,42136,50635,34078,17638,22102,15992,17814,21641,,549246,531431,593502,512615,488763,550456,564026,396012,302463,318821
80940,Fresh plums and sloes,0,0,0,0,0,0,3077,8526,9982,18301,,7839,9450,12430,8096,8835,12899,15697,19849,15540,25804,,77880,88199,51902,105432,121851,103451,117520,194247,154781,174953
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",228,464,569,1397,1640,3096,4863,4786,10604,18232,,11906,11560,7899,16775,27956,41739,66968,76478,53801,80625,,16322,22465,25439,38474,40172,103009,187412,300954,580862,1626320
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,9139,9880,14766,10913,18043,,0,0,0,0,0,4732,4616,4893,7811,9382,,0,0,0,0,0,266555,416569,374869,305425,256977
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",17026,13841,11848,12128,6906,8272,6521,6033,10030,15564,,100330,84472,76129,52574,44060,52416,51185,44113,62715,67356,,734220,834413,773398,510884,438967,655073,622146,598162,809749,941197
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,95,794,2734,6329,5349,7697,7512,8809,15008,,26531,26547,27020,19532,21819,20962,24737,25113,21987,36642,,40657,67782,106321,151276,233533,445872,433441,505679,625007,844632
847989,"Machines and mechanical appliances, n.e.s.",10179,11745,7971,13069,11728,10870,16373,27746,20197,14877,,144110,177681,175136,137115,139231,130954,211316,160718,165550,158777,,6516450,6034424,6969823,6132252,6577054,8645564,9273758,8578715,8341837,8774627
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,5710,0,0,0,0,1037,34791,85785,14061,,304233,192383,214549,78553,0,0,0,1,1,0,,11888,6610,531,399,294,2362,18231,121594,690956,436824
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",54,33,0,113,78,196,136,1165,3325,14034,,20470,16240,20728,30850,24459,11551,15856,12275,11517,10675,,38137,24990,57533,32192,35067,24154,24179,25350,27477,30582
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",10980,10540,11340,12459,11814,19661,29249,29496,21791,13843,,12498,9096,8655,9222,12423,15051,16169,13097,9280,12734,,79443,81419,93281,106324,115463,127885,136712,140401,129704,120720
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",5757,3775,14679,4855,1405,3816,16979,45797,27255,13515,,29809,32570,25671,20173,26518,28254,45560,75921,62994,65359,,126033,191609,194141,151428,126116,199984,228240,305478,338818,306346
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",21213,19647,14666,18658,8721,8353,11512,20025,17054,13451,,117382,136808,127267,130416,105893,100764,123663,117945,104405,130243,,3707456,4260444,4092613,3816719,3526460,3484867,4219117,4324619,4467964,4860809
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",17517,16525,10367,5866,4859,7787,10431,9809,8501,13121,,143414,90125,99486,76119,75861,87068,92260,126219,96606,140347,,3562317,3895334,4573370,4251295,4517629,4807920,5324795,5312209,6093482,5913440
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",1753,909,890,635,466,9262,4447,2257,1080,12481,,92464,79925,68585,69431,70274,90200,40491,32282,24474,50259,,291228,447505,302626,338775,360706,432604,613189,581755,820488,755162
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",9466,3244,6131,6559,8548,20816,17603,4540,6191,12385,,15,18,435,4908,4494,9819,27884,4001,5834,15508,,216701,176673,172217,214588,158922,245486,285340,132875,125907,198296
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",20192,30705,49392,40360,38698,35480,27770,26912,6592,11975,,333296,353312,304985,274850,256941,278475,275422,237273,205845,255431,,60576,80459,118088,101862,98637,116119,121723,133334,125310,158010
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",122,1849,2918,2854,1963,3580,1836,11809,13117,11899,,12225,12688,15591,19107,16781,31419,35115,34021,45691,40732,,262555,290347,312351,278216,252544,274610,272537,287646,267561,296879
760120,Unwrought aluminium alloys,7123,6071,8174,26638,11919,6248,2649,4607,6740,11828,,1084742,856690,860536,596619,373611,509552,603687,527971,417851,742206,,278899,247462,206327,160410,128586,156833,173291,368426,1879017,2253116
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",5779,0,0,0,2647,6010,7842,0,2509,11691,,6483,20872,20994,3817,7282,0,0,0,0,0,,148262,23831,48885,41099,150104,291285,419317,486879,576976,704147
40900,Natural honey,2140,3875,4799,7208,7595,7339,5757,9001,11186,11340,,25571,27124,27253,34877,31362,30978,32808,37654,42481,45000,,26208,42932,58627,74740,72807,91235,70129,84901,89231,96151
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",6611,6251,3460,3675,5643,1540,8183,5402,5067,11039,,3363,14031,486,21,777,226,544,9913,558,188,,339838,500277,550823,547540,641633,645759,801449,917702,833528,951829
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",11097,10056,35535,13413,16596,13715,21158,17065,18912,10666,,12411,2601,0,0,0,0,0,0,0,0,,5515638,6920522,7056718,6462534,5995952,7543532,8825888,8276263,7947367,6790049
854110,Diodes (excluding photosensitive or light emitting diodes),3410,6100,8707,7392,9685,13272,14639,9500,10953,10561,,47169,49105,38414,35784,38677,41128,38957,26188,31853,38122,,3126160,3577720,4110056,3735266,3297990,3411530,3590566,3319635,3504163,4038631
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",51,62,118,124,430,1486,1937,1899,2958,10501,,36643,70428,75028,65669,75491,75370,99459,69618,80035,145899,,64921,53333,41455,4542,7024,4969,29880,16896,74276,174220
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,509,3058,5341,3316,10097,,0,0,0,0,0,22470,26610,27821,25522,38477,,0,0,0,0,0,3820,6091,9207,5401,12575
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",10037,9926,10703,9540,6881,1331,3606,3852,6685,9926,,77861,68363,69276,75848,81316,79175,78460,82162,114924,125515,,170418,214077,315281,326262,177629,163258,201101,207334,185951,222173
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,1772,2478,3669,6162,9854,,0,0,0,0,0,3036,3529,4039,6058,8760,,0,0,0,0,0,478118,793969,777980,803085,1125260
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",30,7,4,38,93,358,525,30,1125,9659,,890,973,2443,6155,10004,16813,5643,5720,3477,11773,,41140,62184,142636,203126,384632,215617,131591,134942,160052,163405
20629,Frozen edible bovine offal (excluding tongues and livers),12740,27097,18457,17219,19486,14983,20897,24090,15567,9523,,317058,343897,400898,335838,296298,321085,363842,392964,372827,471322,,26244,60933,60343,65091,68003,69500,83595,105522,93337,125687
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",18095,29653,19547,13821,8322,14920,7385,3970,4753,9403,,79729,81281,87267,61497,43848,59911,78043,59467,40156,76614,,788406,954510,1066363,1060833,792227,843750,711980,458887,342679,505490
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,46,100,22,68,42,975,3072,6084,9170,,12460,14611,12775,8517,11876,10439,15570,15426,19182,32246,,7,50,122,176,401,675,1423,4829,6505,9991
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",22987,2884,4205,4252,3327,4356,8683,13360,8500,9163,,3188,3243,2110,3721,1409,1540,2726,5095,5711,15604,,33088,4493,7159,8205,5538,8359,16036,23445,16737,36021
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",3646,4620,6510,7126,7711,8450,10466,10361,8418,9120,,14554,15915,14830,16118,17453,21355,23403,24881,19486,29507,,86173,94049,122749,135374,205595,314024,381667,410028,387160,507591
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,263,2825,355,773,566,869,2285,4881,10850,9076,,63333,56865,42330,36926,44360,58158,61315,58669,56880,58647,,367255,258593,337594,274919,297547,400261,397261,385496,454695,870870
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",1453,15257,2592,5232,5535,6200,5313,10431,9053,9007,,44755,62651,60245,55743,61996,65241,68304,72033,72931,96162,,1453,15257,2592,5232,5535,6611,6126,13536,12129,16742
230910,"Dog or cat food, put up for retail sale",2190,2171,1205,1268,2346,1573,2220,6272,11929,8872,,188639,167862,143846,125236,137219,138814,139009,136745,118288,213469,,10233,9230,9010,15919,31567,89437,206381,307902,621472,525492
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",3507,5546,7955,6724,7910,10101,13699,16014,13872,8806,,15554,15621,19637,17905,17406,21255,23218,24309,25316,23205,,8915,15447,23325,25436,32278,41620,57805,82241,114084,90973
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",5214,4347,4705,4488,5278,6311,8494,9879,9137,8697,,85977,71541,74102,59618,75113,69075,88821,100027,86092,113033,,2656171,2774770,2926291,2894040,2970283,3264273,3560528,3611100,3583469,3916096
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",89,2,68,318,4883,9262,12109,17669,14064,8641,,24923,22660,31340,22805,28213,38445,37268,34674,36901,40711,,1303,4943,1818,2089,8987,16367,21661,28392,27226,26311
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,22738,32889,22485,14321,11157,21707,17619,15232,8959,8067,,91919,103987,75086,69053,55729,48937,40833,35403,35578,26730,,2380095,1909006,1930221,1732912,1570356,2166631,2265721,2148425,2432635,1876872
220870,Liqueurs and cordials,57,105,170,188,161,48,9479,13869,2176,7697,,14355,10939,5965,4852,5902,6895,25931,18906,5983,17915,,10951,15568,20002,15286,16396,25038,46380,118434,109446,136906
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",15953,7070,5137,9594,25404,41562,58825,47301,35149,7627,,427988,388820,378505,325475,314065,314370,405729,340933,404265,389387,,143948,107843,69626,98792,112842,158930,186708,144439,91620,102544
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",184,127,243,129,154,268,352,2390,9302,7547,,10748,8646,7872,7153,9116,9333,10221,10779,9431,8601,,41349,66998,61868,49187,53195,61784,94330,114706,84747,114709
80929,Fresh cherries (excluding sour cherries),0,1086,4019,6017,10386,6344,19132,17591,17514,7532,,17655,34057,43763,43807,44463,41219,59951,59954,58372,53696,,306846,298419,531037,671756,794040,771032,1303422,1398666,1643551,1856987
220820,Spirits obtained by distilling grape wine or grape marc,172,132,85,86,96,24,63,610,2103,7348,,23609,31284,33157,28799,36987,43117,41477,37498,27153,30537,,990591,839212,691167,626115,649089,874600,1051478,1094616,997538,1511415
20441,Frozen sheep carcases and half-carcases (excluding lambs),488,7565,3678,112,49,1025,2468,3375,2591,7348,,31277,39884,63334,44904,33235,30385,31796,31602,18449,47970,,2843,30462,114388,33947,21138,41292,79120,119388,111043,201999
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",397,651,2182,3220,9658,18923,18071,17481,11380,7292,,52381,49988,46155,46004,52715,47412,32644,46476,60856,59154,,37341,55595,72626,109143,142347,168575,182091,194456,211213,179291
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",2420,5989,3408,4951,4788,11005,7555,9566,5496,7267,,7158,19497,7837,8034,12413,16519,15261,13049,16207,20001,,46317,46414,45911,31232,26488,26974,28963,35742,27994,32693
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",1856,2814,2979,2069,4920,5960,4522,4011,5125,7179,,17302,16915,26967,16638,14810,14539,10207,14480,22164,24531,,362459,397939,426552,394345,402930,446928,495686,435056,424079,495853
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",770,2165,412,977,1046,496,841,4474,10236,7021,,3803,3870,9755,13686,10599,10962,12580,16988,20288,30172,,2256279,1658508,1766998,2281588,1844918,1598432,1545533,1478624,1566065,1653393
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",1972,3221,1803,9968,5558,6731,7797,4274,6191,6987,,14683,24140,16838,20930,13563,19857,9744,13178,19357,21723,,919979,1080656,1182647,1242404,1411219,1575495,1740751,1837488,2343955,1990876
940410,Mattress supports for bed frames (excluding spring interiors for seats),328,1056,2232,2189,2867,3391,4966,4812,6300,6813,,571,545,583,1101,3054,4473,7092,5860,7048,8684,,7755,13608,17892,26556,27577,35468,36659,36248,34532,49350
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",856,545,1879,1712,2171,2552,3321,3733,5993,6810,,9447,12655,20884,22329,35291,54422,58566,63668,69477,107353,,6012,7717,14449,14627,14152,14513,15841,16906,22237,21109
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",5660,6030,6134,5284,6413,7138,6647,6722,6846,6779,,110535,100138,96419,69215,80039,116605,126853,125493,116585,135593,,632660,691439,784278,804402,936942,1099481,1171612,1305024,1506813,1537931
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",606,585,787,449,1166,429,646,1246,10753,6712,,1928,3328,3803,2653,2268,1960,1024,1964,9618,11465,,51172,74925,102621,123947,124524,131654,145949,184950,333076,225251
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",4989,4438,4958,5199,5672,7930,8425,7248,8423,6703,,2737,8500,19187,20478,27486,27056,21406,20651,20892,22400,,20187,25706,27201,30896,26410,32134,36145,79821,407705,252018
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",742,781,726,1140,2428,2755,2564,4341,4178,6687,,9945,12498,17299,24790,38378,45799,46051,64319,73508,78103,,11293,15925,19573,20368,27462,29948,26994,27197,13063,32341
