Product code,Product label,Germany's imports from Saudi Arabia-Value in 2012,Germany's imports from Saudi Arabia-Value in 2013,Germany's imports from Saudi Arabia-Value in 2014,Germany's imports from Saudi Arabia-Value in 2015,Germany's imports from Saudi Arabia-Value in 2016,Germany's imports from Saudi Arabia-Value in 2017,Germany's imports from Saudi Arabia-Value in 2018,Germany's imports from Saudi Arabia-Value in 2019,Germany's imports from Saudi Arabia-Value in 2020,Germany's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,273,420,27,609,30,208,26,1212,20223,,8006,8409,7248,7539,7128,6109,6167,5625,3681,1236
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,273,1851,684,211,891,,29300,22666,19915,15585,17572,18643,14939,11769,12573,15633
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,6075,6767,5447,9546,559,196,164,4811,1661,61,,608709,586403,580558,470468,432043,404376,405763,364890,302370,355527
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",0,0,0,0,0,0,0,0,0,0,,0,101,60,21,43,0,3,608,0,1,,74235,66983,63434,52493,54208,57828,52808,57466,60582,66599
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",0,0,0,1,0,0,0,0,0,0,,21799,21902,28212,25703,13232,2365,5262,7071,4730,26766,,222847,227849,233634,194816,217597,213380,238984,226045,216912,251931
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,4,0,0,0,,75098,72336,91447,82013,51372,42725,40069,31883,22279,17661
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,0,0,0,0,0,0,0,0,,32790,9358,2846,1152,1391,1049,3036,511,633,49,,20262,21398,21951,21042,17362,18578,15205,14643,21539,16704
482190,"Paper or paperboard labels of all kinds, non-printed",0,0,0,12,0,0,0,1,0,0,,188,745,367,1129,787,321,74,8,5,1599,,61698,68527,75131,64129,68215,71454,75513,76024,77734,77617
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",2,0,0,233,170,0,0,1,0,0,,0,173,225,414,193,173,52,26,12,33,,465691,437954,370853,277959,310294,297589,276093,269639,232225,257160
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,129,46,67,133,102,35,17,362,320
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2508,2699,1479,1582,1917,1001,1224,750,614,1589
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,37541,32800,31318,25807,25073,24356,25806,22035,17624,12725
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,3,0,0,0,0,0,,27828,22090,26325,22507,19835,17538,18570,17034,13866,23313
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,21,0,0,0,0,,24898,24777,24541,16665,15979,16891,16442,13891,11163,10051
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11132,11246,13859,7719,7797,7762,8709,7256,4350,4387
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,35,0,0,69,104,206,49,23,0,98,,55375,65190,51153,38445,44207,79899,72477,56754,81248,65028
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20850,17568,16770,15066,13262,14037,10751,9842,9043,13439
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26504,21607,20704,21170,22989,25618,26263,20675,17217,20429
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,572,108,233,22,101,104,129,37,55,28
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,33,81,0,0,0,0,0,0,0
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5391,6016,5007,4497,4310,4049,4516,4905,2223,3295
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3173,2664,3303,2136,2970,2130,2770,2926,2504,2027
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,17,0,0,0,0,,898,1021,273,919,631,916,800,1324,567,1006
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,798,549,493,938,1160,1296,1842,4263,1447,2255
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,0,0,0,0,4,0,0,,16545,15375,16352,14332,11342,11998,12158,9533,7823,11174
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2424,3299,2992,2976,2362,2196,2118,2128,1893,2988
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27268,33914,34999,28588,29769,30080,27446,20015,14486,13399
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,40,0,0,0,0,0,39,0,0,0,,1140,833,1307,1366,861,1583,1873,1636,1181,560
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22424,23941,26625,20367,21318,17947,12366,8180,6622,10683
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,14109,15612,15237,12455,11873,13567,12898,9218,7460,9461
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1118,1211,1625,1160,872,723,1078,590,422,642
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,965,895,1458,1322,1082,1013,2017,2276,1706,1751
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3625,3691,3274,2178,2430,1873,1763,2032,1735,2329
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,1986,2544,2962,3378,4042,4285,2544,2072,2295,2441
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",0,0,0,0,0,0,0,0,0,0,,0,589,784,76,34,33,0,0,0,0,,471,822,608,376,829,809,1860,3389,3838,2954
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,23,11,23,7,0,0,0,,1675,2030,764,650,724,435,794,335,236,500
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,4,0,0,0,,5636,7110,6807,4612,5157,4694,4617,4196,3641,4058
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,1612,1612,2022,1267,1090,1148,2166,2365,2519,2626
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,0,0,0,0,0,0,0,0,0,,86,0,73,3,1,1,0,0,0,2,,9046,9586,9266,7077,4736,4999,6500,12560,14052,15989
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,136,205,770,134,1166
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,768,444,120,133,787,6675,7047,23,0,0,,46571,53292,52644,42197,49974,50454,51304,50376,43588,64542
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,41,41,0,0,0,1150,,300,798,738,654,487,714,406,639,449,534
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,9,,21667,20178,24083,23787,18877,17218,19031,21947,16953,18020
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3153,3218,2538,3357,3171,2906,2037,2317,1281,2914
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",1,0,0,6,0,0,7,0,0,0,,1601,1621,373,863,581,1119,1141,99,41,0,,82961,85224,98616,82372,80800,62551,59554,46107,38735,41688
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,5940,6637,6259,5075,5052,4539,3571,2733,2345,2536
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,15,70,,20787,23483,24411,22377,21307,18516,20061,18371,17133,19838
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,32743,36574,40628,31061,27130,26516,28777,23078,14589,10834
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3053,2548,1738,1790,1597,1088,1298,1869,1812,1504
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,208,46,79,37,26,9,14,1,1,0
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4408,2796,3853,3887,2798,2530,6047,9286,12889,6300
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3628,3955,3985,3857,3889,3667,3483,3646,2895,3114
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,987,0,,245420,244229,253479,233192,262776,292522,324125,319524,380968,462523
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",0,0,0,0,0,0,0,0,0,0,,488,0,0,0,0,0,0,0,0,0,,305116,237247,324582,214642,216846,109831,142601,146893,145762,127176
250510,"Silica sands and quartz sands, whether or not coloured",0,3,1,1,0,0,0,1,0,0,,23413,20191,13533,11979,22693,31833,39363,38634,32513,38293,,55390,56063,63445,56362,59681,63881,77651,64198,63717,65606
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,25,0,0,0,0,0,,271875,239023,212438,138320,188358,183318,167954,89513,110410,121615,,68074,79946,87764,84161,94918,97075,149133,131047,131500,96610
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,51,0,0,0,40,0,0,0,0,0,,235559,186336,165929,132028,106979,109883,278250,239344,103126,127738
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,153,265,76,35,0,,3329,2992,3282,2489,2121,2746,1877,1476,1318,1351
280511,Sodium,0,0,0,0,0,0,0,0,0,0,,56,499,35,148,122,447,7,0,0,0,,11813,14112,12783,11745,11736,12138,13713,11552,10334,14326
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",0,0,0,0,0,0,0,0,0,0,,876,410,515,1334,1,5,0,0,7,85,,44923,53918,43782,38312,40501,39644,38359,38642,38005,47672
281122,Silicon dioxide,0,0,1,1,0,47,0,0,0,0,,0,0,0,435,1746,1700,1614,3,0,101,,193009,171387,179352,151828,167130,195971,217936,202985,168774,192788
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,935,687,801,1008,1058
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,54,0,0,0,0,0,0,0,0,,7089,6867,8713,6784,6359,6048,5281,4816,4837,5998
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20556,16808,6974,0,0,,7,7,1,6,1,0,5,13,1,0
292310,Choline and its salts,0,0,0,0,0,0,0,0,0,0,,0,49,0,0,94,132,507,0,0,0,,21119,20844,18326,15725,13086,14068,15829,14859,15087,18378
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,0,0,0,72,49,207,384,543,335,379,,68449,72149,64909,63363,68596,64734,66237,65202,62921,68379
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,77,67,58,42,81,32,19,3,71,8
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,0,24,0,0,,67952,69442,65694,59912,91074,63018,74159,73656,85883,104575
293040,Methionine,0,0,0,0,0,0,0,0,0,0,,0,0,0,93,0,0,0,0,0,0,,37392,30498,38080,51144,41623,36855,40931,36462,55952,80304
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2310,401,363,436,239
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11048,8567,10984,9791,7785,6845,8907,16019,22994,11243
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,341,1242,437,350,468,639,599,471,628,1035
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,57,0,0,0,0,,68009,183891,211813,301870,842058,961256,6425188,7305726,6573561,4565472
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,1,1,0,4
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5650,6491,5260,4573,4876,5153,8195,9587,8419,9135
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,0,0,0,0,0,,197,0,0,0,0,0,0,0,0,0,,630879,615654,527803,512836,643032,597025,591045,460831,453491,687206
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14030,18113,20780,18450,18938,22957,23969,28153,27863,26373
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,290,331,40,115,141,27,140,141,23,119
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3678,5805,11239,8050,1441,4979,1905,1171,1673,3429
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25788,33216,36692,31637,36341,57632,48915,45358,54427,81744
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,131,0,,16655,19241,30293,31504,24471,14103,10156,8797,13385,12300
294200,"Separate chemically defined organic compounds, n.e.s.",0,0,0,0,0,0,12,4,1,0,,40,2886,3489,39092,3345,315,9191,308,539,4,,45025,38785,37298,48548,42449,44007,47026,51888,42028,49562
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",0,0,0,0,0,0,0,0,0,0,,174,65,127,459,11,89,3,0,0,0,,1533,2352,3109,3126,3049,4253,3464,2939,3055,4189
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,29,0,0,207,74,0,73,15,0,16,,26689,26369,28629,27660,28370,30062,26731,21074,19793,15983
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,1575,2065,153,65,558,63,597,484,593,385,,38925,50325,50033,48927,50812,47864,53464,35787,32212,35085
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,6,0,0,2,0,0,0,0,0,0,,4061,1245,1547,968,844,482,458,2660,1647,4300,,198880,197724,189701,155305,165243,197405,210206,183776,172934,189326
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,0,0,0,0,0,0,0,0,0,,246,466,1457,2374,2338,1164,861,159,42,118,,42414,43339,45227,37622,42161,46249,46934,34236,29926,33873
320740,"Glass frit and other glass in the form of powder, granules or flakes",0,0,0,0,0,0,0,0,0,0,,414,571,598,23,101,118,0,0,0,0,,37513,44576,52449,45256,52732,56229,62684,54985,49452,62420
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",0,0,0,0,0,0,0,0,0,0,,493,217,125,1263,1326,1659,1107,630,103,79,,45249,52525,44121,36598,37807,40920,42811,35914,29548,27095
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",6,1,0,8,0,2,0,1,0,0,,4255,3405,2915,3747,2520,2133,1829,1693,1304,1500,,1634465,2155295,2106438,1626445,967503,300689,1663618,1578921,1743261,1676487
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,12186,9915,22807,19399,18597,23414,21142,19253,18140,21234
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,290,76,0,220,319,749,1114,192,46,236,,1625,1893,2155,1575,1674,2901,3566,3574,2752,2351
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",0,0,0,0,0,0,0,0,0,0,,438,1307,489,156,659,825,927,551,151,52,,421373,499413,539018,497884,477177,490674,543809,568619,486471,472347
330530,Hair lacquers,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,46,218,6,16,36,14,,48744,58475,51739,50914,45354,42873,46566,51881,48170,55973
330610,"Dentifrices, incl. those used by dental practitioners",0,0,4,0,0,0,0,0,0,0,,27528,28870,24455,32081,31895,32172,22779,11726,17538,12024,,145184,183036,221222,162229,162986,195167,200336,187891,187139,229156
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,1,0,,652,1647,3084,7379,12561,5091,7857,32039,24985,1039,,333129,346625,327474,290822,287210,328014,365859,330265,313231,430227
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",0,1,9,0,0,1,2,1,0,0,,8370,2382,2159,2746,3229,3158,4093,1530,6095,4032,,280193,383159,453709,367505,386249,406545,422665,416199,376026,391448
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,91,63,85,0,0,0,,21393,24426,22621,24396,26637,28785,27180,24011,17743,18777
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,,2962,3878,5371,9268,3713,5522,4663,4180,5855,4394
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",0,0,0,1,0,0,0,0,5,0,,20290,16014,14324,9337,10193,10710,8888,7021,4956,9184,,100771,115207,148572,123691,133889,162350,169369,157948,150225,182659
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,281,996,4147,1908,2842,3158,14880,11054,981,2064,,90983,65041,66399,58943,51557,46167,35423,30610,23590,26443
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,6,950,325,0,0,0,,370,365,274,293,346,435,559,486,364,157
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11275,8089,6685,6083,6631,7547,6011,6005,5674,9033
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1980,1946,2182,1797,2001,1908,1887,1875,1910,2463
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,39,66,24,0,15,105,94,0,0,,1319,1716,1427,2619,1791,2419,2535,1781,1457,1607
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,0,0,0,0,0,0,0,0,0,,1458,3145,1699,689,14,50,8,0,26,17,,53224,33084,27160,25844,25519,28089,53198,50593,51534,52892
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",5,0,0,0,0,0,0,0,120,0,,0,115,117,4,0,63,22,0,0,0,,110720,123351,130642,125106,126144,137470,160624,164194,159119,188137
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,2621,2369,2647,2765,2356,2527,2336,1928,1122,1751
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,553,404,145,80,21
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",0,0,0,0,0,0,0,0,0,0,,0,140,1256,1114,251,205,167,0,162,0,,17834,21968,24957,15881,17080,18725,26860,24325,19762,22877
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,0,0,0,9025,,0,0,0,0,0,297076,299179,275294,248443,302854
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,0,0,0,0,0,0,0,0,0,,37128,48414,34100,2614,682,711,667,995,1084,2057,,87407,81084,67075,58909,70823,75160,83684,76231,80341,103355
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,171,117,106,76,186,430,286,78,65,23
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,18,1,0,0,7,0,0,0,0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2450,1014,834,751,1049
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,0,0,0,0,0,0,,4650,16788,6128,18366,39054,1116,7035,5961,1696,0,,4412,38324,69267,33406,58045,59978,74018,37256,222816,10335
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,0,0,0,0,0,0,3,0,0,,17130,2393,3173,856,2249,16276,23921,17529,1614,11,,720792,781051,944020,1183284,1265086,1223530,1334529,1476602,1788721,2102972
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,6,1,0,87
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12553,13963,14823,14384,11532
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,0,0,66,0,0,0,0,0,,138423,77802,101511,47854,8675,41540,83886,51727,40546,46316,,355864,384904,388908,271763,269850,293935,285531,276996,261991,333035
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,1,0,0,0,0,0,0,,29,121,3014,8293,6929,0,84,211,39,978,,21344,24159,22853,20435,25106,23261,27054,25436,21310,23910
390750,"Alkyd resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,129,502,4427,2732,4665,6107,6317,7378,3960,6643,,89491,91510,79541,65698,70503,73287,72569,56378,52812,67073
