Product code,Product label,Singapore's imports from India-Value in 2012,Singapore's imports from India-Value in 2013,Singapore's imports from India-Value in 2014,Singapore's imports from India-Value in 2015,Singapore's imports from India-Value in 2016,Singapore's imports from India-Value in 2017,Singapore's imports from India-Value in 2018,Singapore's imports from India-Value in 2019,Singapore's imports from India-Value in 2020,Singapore's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,88,52,82,115,9,0,0,0,4,0,,2325,1208,1817,118,2499,3554,848,279,458,301,,4413,7993,2508,1529,1731,3849,1637,1193,1196,610
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,14,0,0,0,0,0,37,69,0,,26,2,13,76,0,7,54,1159,139,573,,12746,10837,6880,7491,4873,3462,5044,3216,6346,2362
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,0,0,0,0,0,0,,2235,3858,8120,3305,461,2808,18233,19071,7124,5895,,12524,8637,3306,2585,3826,1495,3862,2423,1413,7890
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,167,46,233,35,48,4,0,0,0,0,,233,772,135,166,405,24,0,0,0,0,,53608,49569,115767,84856,56667,29431,0,0,0,0
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,259,242,389,519,392,14,575,734,1571,2214,,0,9,0,0,0,0,0,0,0,0
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",2,0,1,0,1,5,0,20,0,0,,2910,1417,790,418,377,404,457,589,312,664,,493,519,188,108,175,314,348,145,127,187
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",0,0,0,0,0,0,0,0,0,0,,15033,12961,4961,1145,1027,1265,1403,3807,7490,3750,,134,121,121,50,267,133,174,159,108,147
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",0,0,17,0,0,1,0,0,0,0,,36,184,289,764,526,1049,2303,4782,4155,8772,,214,262,244,345,272,247,192,127,125,190
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,2,11,3,1,0,233,209,0,0,,43344,50117,28801,17288,23305,45420,51391,40806,27894,41688,,1917,3181,3635,7024,17942,8685,7491,4223,1016,1952
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",0,0,0,0,0,0,0,0,0,0,,2308,5699,3731,4686,3346,2357,2167,2128,2803,4375,,52,3,1,24,42,61,3,1,0,0
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",4,6,0,0,0,0,0,7,3,0,,281,429,436,443,492,432,789,1751,1664,6900,,307,220,269,574,314,381,79,85,85,65
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,4677,2327,626,1392,1403,1609,2270,1940,1217,5304,,0,0,0,0,0,1,0,0,0,11
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1538,783,1467,2108,951,927,5171,4925,3487,9955,,0,0,1,0,0,0,0,0,0,0
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,211,49,421,226,963,535,576,0,34,626,,1,0,0,1,0,0,0,0,0,2
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,168,282,575,659,638,928,1704,1059,806,1562,,0,0,0,0,0,6,0,0,0,0
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,150,126,1,287,117,168,477,46,15,2,,1,0,0,0,2,0,3,0,0,0
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,385,279,210,71,23,61,188,229,201,104,,0,0,0,21,24,0,0,0,2,1
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,2,0,0,0,0,0,0,0,,117,67,1,1,26,1,26,57,19,54,,0,0,2,0,0,0,0,0,0,0
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,21,47,242,210,,0,20,0,0,0,0,0,0,0,0
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,0,0,0,5,4,0,0,,3318,3315,4550,5210,4297,2435,2413,3018,1449,1472,,0,0,6,165,313,60,6,210,32,9
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,67,4,15,2,180,558,887,1077,2176,4138,,12,57,0,0,0,0,0,0,32,4
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,1,0,2,0,0,0,,22,20,0,0,0,94,1079,2785,10237,21636,,346,266,263,271,432,289,200,307,1502,154
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",48,57,148,221,56,75,49,122,0,0,,48,4800,62,66,131,150,11521,91344,7347,22249,,7742,7992,6334,5372,3910,3690,3346,2421,1079,8967
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",40,0,0,0,0,0,0,0,0,0,,3313,2826,2122,1647,1855,2506,1291,2366,788,1862,,6519,5078,5604,4716,7382,5513,5602,3156,3118,1829
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,100,105,225,235,311,278,550,318,35,122,,453,134,143,166,346,152,268,645,36,222
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",1295,4,2,6,7,76,5,1,0,0,,1403,7089,80,2508,1906,539,700,112,80,273,,10148,5926,5391,1270,1348,970,941,978,1028,341
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),62,0,183,41,6,171,27,18,72,0,,32433,38171,43457,48210,45396,49768,59053,63554,67842,65403,,11697,11589,10931,9217,9575,9583,10563,6679,5557,6170
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,39,4,0,0,0,0,0,0,0,,15,19,7,10,4,1,7,43,3,45,,4,80,14,507,107,0,3,1,1,6
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",2,10,2,17,4,14,1,0,1,0,,1793,3799,1458,2034,1672,2004,1679,16215,8495,6469,,342,854,152,64,172,182,125,92,69,95
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,3,3,1,2,1,12,1,0,,2366,2635,2059,1755,1833,2492,5092,5685,4182,6953,,1738,1500,1448,1617,1085,612,825,1034,515,779
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",0,9,0,0,0,0,0,0,2,0,,1143,784,338,726,1164,1516,2855,4119,1253,2376,,2409,16638,14715,18492,24562,29920,33939,32904,38355,42331
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,1,0,0,0,0,0,0,0,0,,59,628,173,477,345,81,0,0,0,0,,19,52,47,41,34,109,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,36,46,10,0,21,,0,6,18,0,0,0,0,2,0,0
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",64,17,0,0,0,0,0,0,0,0,,2902,4438,3208,4082,9861,9615,11420,8285,8431,11951,,867,1165,668,531,1027,408,294,408,287,1026
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,57,0,0,4,2,2,0,7,0,,3,0,1,0,0,0,0,0,0,0
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,7,0,0,0,19,0,0,0,0,0,,6624,5651,6024,7600,8380,8283,6510,6191,5689,9041,,4031,4359,5793,7051,5775,5246,3985,3165,2055,3404
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,0,1,0,54,12,10,4,0,0,,834,675,577,363,345,316,223,123,167,481,,101,4661,762,807,538,81,57,56,32,18
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,19,0,3,72,207,310,522,206,783,,44,24,68,13,71,79,17,96,28,283
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,110,23,14,10,13,15,9,99,87,179,,58,81,25,14,2,4,13,21,3,7
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,0,0,0,0,0,0,0,0,0,,3705,2702,1476,1701,1615,825,646,823,673,614,,8,0,0,0,0,2,0,0,1,4
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,944,695,625,1008,744,3531,5529,5786,5079,8586,,2,0,0,0,0,1,0,0,0,0
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",0,0,0,0,0,0,0,0,0,0,,108421,59972,42709,39374,64538,47751,38712,56023,41831,69727,,0,0,0,0,0,0,0,0,16298,15634
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",214,0,40,59,0,0,0,0,0,0,,0,13,69,0,14,260,33,0,0,93,,555,165,1068,91,146,149,24,51,63,90
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",0,0,0,3,0,2,0,0,0,0,,97,53,56,208,108,66,227,40,1,18,,223,212,26,14,8,11,21,27,0,82
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",18,34,11,16,0,0,1,0,17,0,,544,645,92,1180,516,1674,1106,1182,1899,1351,,46105,54103,78007,199035,129710,125411,158338,232375,238990,349026
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,0,1,0,1,0,1,0,0,0,,29,15,46,231,1,3,5,2,2,37,,651,624,405,839,399,324,624,304,420,424
670411,Complete wigs of synthetic textile materials,2,0,1,3,1,1,0,0,0,0,,55,156,8,4,13,3,14,49,1,1,,226,361,379,709,398,284,312,190,104,179
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,24,0,0,0,0,0,0,0,,28249,7466,32524,19901,4839,63536,84661,68089,68979,190898,,0,0,34,32,3,0,5,60,0,1
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,5,0,6,0,1837,13,0,9,18,266,,9,0,0,0,0,0,0,0,0,0
720292,Ferro-vanadium,0,0,0,10,0,0,0,0,0,0,,6365,4310,3053,1314,4133,5776,24547,16487,5626,4410,,0,0,710,111,0,308,1719,567,179,1321
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,0,0,0,0,0,,44792,43461,60586,38377,57117,133974,216870,241330,162259,268433,,134,155,102,115,131,120,157,110,188,62
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,1938,0,1,0,0,7,,2338,35,42,37,79,279,284,87,12297,1557
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",2,6,0,0,0,0,0,0,0,0,,176,246,163,16287,5107,330,164,176,235,257,,303,384,240,274,207,312,494,359,213,204
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",35,41,40,0,2,4,2,3,2,0,,4166,3563,2460,5183,9629,4118,479,1043,738,1370,,236,267,298,225,220,262,136,114,35,114
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",17,4,7,2,2,3,2,0,0,0,,257,336,509,209,121,32,85,36,86,56,,478,293,459,308,98,320,628,365,494,475
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",12,8,5,3,0,7,3,4,2,0,,1452,1242,1469,1268,1570,2814,4653,3197,1672,1920,,1186,1933,1850,1583,2060,1237,1881,2137,2108,1192
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,1,0,7,0,0,0,0,,35,18,232,20,30,78,47,236,63,125,,545,313,392,293,241,322,450,338,458,607
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",37,8,27,0,19,14,0,11,0,0,,7903,12047,9518,7485,7550,8629,8888,8092,5585,10448,,8943,5345,4844,6062,3530,1986,880,346,251,861
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",177,0,0,0,0,0,0,0,0,0,,364,239,107,511,233,501,243,413,717,707,,1389,428,311,443,202,208,261,81,63,27
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,0,0,6,0,0,0,0,0,0,,950,441,672,538,631,1309,1945,1233,1950,1724,,1602,639,1180,1010,555,498,199,212,386,1120
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",0,0,17,20,8,382,52,67,18,0,,468,436,349,151,236,172,215,271,283,172,,17709,13847,17053,16299,17246,17821,12014,10248,6164,5296
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,857,794,512,172,271,60,300,236,331,80,,1,2,0,0,0,0,0,0,0,0
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,824,925,2221,1683,1056,135,0,0,0,0,,394,3,93,43,123,48,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,574,5,101,149,232,83,0,0,0,0,,120,257,378,658,369,362,0,0,0,0
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,49,0,0,0,0,0,11,0,0,,2502,4379,3629,3593,4958,10621,14181,16843,9209,9296,,96,407,71,21,95,59,192,107,70,22
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,0,1,0,,796,1812,2328,1637,3089,4168,3631,3348,3936,3905,,290,33,176,1918,69,152,178,290,717,982
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,28,0,0,0,11,0,16,0,0,,1953,2378,2669,2488,4940,2916,31308,3837,3617,6648,,10299,8663,7613,7294,5879,7087,6907,6992,5122,6268
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",2,6,0,12,35,1,2,2,4,0,,13028,18086,21640,13649,18046,21791,22172,16826,20616,20828,,1332,1006,747,2109,573,1631,835,521,586,728
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",125,17,1,0,3,4,0,0,0,0,,5894,10568,14403,14427,15729,1238,0,0,0,0,,4200,4087,3945,3315,3157,3106,0,0,0,0
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",1,0,0,0,0,0,0,0,0,0,,843,1664,2156,1040,1041,901,422,553,190,495,,10998,19597,11062,5773,1332,473,966,869,1742,647
841829,"Household refrigerators, absorption-type",445,411,560,89,448,190,301,548,22,0,,9176,6953,11176,5423,2583,3399,2954,2620,5431,3895,,39218,23325,24861,30559,55157,29385,8748,10166,4844,3689
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,3,0,0,0,0,0,,4365,3070,2527,4769,11234,4189,3941,5028,2831,1531,,680,29,10,17,4087,24,46,202,1,7
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,1,0,0,0,2,0,26,0,,12840,7772,6055,20063,15268,18816,29732,31578,22226,22989,,297,489,852,584,92,720,224,59,37,216
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,10,0,0,0,0,0,0,0,,1796,2037,2188,1850,598,1180,3435,1053,5185,2040,,26333,27758,13800,11319,11627,6791,6935,14951,5637,7613
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,2,0,0,0,0,,273,175,658,516,47,170,175,278,401,282,,2215,343,1134,1164,535,173,2289,371,153,34
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",9,110,121,13,0,14,6,45,8,0,,2315,5446,4342,4719,3822,1901,4248,4053,4461,8753,,12301,12348,17140,9153,9011,8154,7210,5087,9362,7414
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,16,0,0,0,0,0,0,0,,93,489,928,2149,346,374,415,436,800,552,,9279,5130,2168,6162,1253,1477,1068,1216,1801,517
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,12,0,0,0,0,0,0,0,,367,428,370,509,168,0,0,0,0,0,,7221,6782,8050,3856,7680,6195,0,0,0,0
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),3,0,34,28,0,9,1,13,0,0,,6112,5914,9478,6429,7702,11445,10838,11023,7064,14625,,4347,8908,10497,3398,1199,1793,2424,2417,1221,256
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,246,92,1034,1776,635,331,679,394,225,87,,2478,424,2371,749,294,229,135,633,403,2
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",2,0,0,0,1,0,11,5,0,0,,212,195,539,642,331,247,519,103,256,247,,741,467,793,634,1450,2556,2791,2105,1575,1799
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,27,0,2,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
851511,"Soldering irons and guns, electric",0,16,0,0,0,0,0,0,0,0,,44,94,166,100,30,312,84,261,141,175,,816,843,846,851,389,749,655,565,490,1079
820130,"Mattocks, picks, hoes and rakes, with working parts of base metal (excluding ice axes)",0,4,0,0,3,0,0,0,0,0,,16090,16380,16267,15191,9231,11060,10120,10134,10029,19971,,2121,158,143,955,144,155,192,248,87,201
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,3,0,,5,63,596,0,18,5,103,29,49,250,,56,90,3014,2642,857,262,8507,2834,4293,3165
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,44,90,1,132,337,45,10,44,145,12,,8,140,0,0,0,0,0,0,0,2
740100,Copper mattes; cement copper (precipitated copper),0,0,7,0,0,1,7,0,0,0,,141,13162,3593,8931,9118,12547,10893,8023,14555,20478,,168,527,1803,524,83,282,1059,178,479,935
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,35,8,2,40,0,2,21,0,0,0,,0,0,61,47,0,54,9,34,0,323
810296,Molybdenum wire,0,0,0,0,0,0,0,0,0,0,,1316,1195,961,1246,872,733,1025,1029,1361,1562,,385,315,449,302,211,109,156,237,29,30
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",0,0,0,0,0,0,0,0,0,0,,11,35,16,24,39,12,52,85,20,19,,39,116,5,8,3,2,3,34,34,32
810590,"Articles of cobalt, n.e.s.",148,258,106,8,23,0,38,0,1,0,,119,85,322,990,513,661,1636,1549,1111,1571,,12255,18363,38316,13040,9824,8797,16275,11730,13620,13928
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,0,0,4,0,0,0,6,0,0,13
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10,0,2,10,1,0,0,0,0,2
811219,"Articles of beryllium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,1,2,3,0,4,,3274,2145,2397,981,1005,1750,841,550,2179,7431
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18,0,0,0,2,0,0,0,0,0,,0,0,9,13,1,0,0,0,1,0
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",0,0,0,0,1,0,0,0,0,0,,107,65,2670,8067,2294,11398,11932,7466,8104,19878,,398,105,768,1636,1929,470,441,317,1039,2703
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",0,6,2,7,4,0,0,0,0,0,,2823,3658,13152,2032,1584,28817,23865,31539,25847,269046,,23204,17832,2083,2042,1791,2651,492,1046,234,317
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,1771,1381,2049,383,459,380,744,722,509,886,,500,399,371,257,107,16,106,60,64,31
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",214,82,70,145,71,46,12,28,0,0,,2517,4365,529,376,301,300,1350,606,979,1751,,1912,1025,1629,1231,1080,1809,1867,1312,629,3271
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",0,0,0,0,4,0,0,0,0,0,,2,520,232,139,47,185,4010,4350,2045,4068,,747,1009,1228,591,475,731,707,770,1176,1233
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,11,0,0,0,0,0,0,,2469,1976,1628,520,588,2967,5485,4373,2623,3498,,23077,40361,16637,7633,5854,5688,8536,8519,9763,16407
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,20073,14238,23875,15280,3263,5803,6752,7536,6005,37936,,33849,40367,32005,21635,36410,25797,26302,32656,28142,41209
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",54,80,17,0,0,5,7,23,0,0,,643,1041,1773,232,1862,1035,148,116,231,47202,,6477,2764,5178,3917,3383,2876,3952,956,560,405
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,4,0,0,1,0,0,0,,16,8427,70942,12,12912,78,12434,75335,141413,162515,,2491,1469,141,883,402,617,2640,772,507,363
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",412,0,0,225,269,0,0,0,0,0,,212935,366953,303679,128595,339193,1263700,826915,1476157,2024034,2761309,,31074,21894,19009,15232,10201,13039,14830,7558,2979,2377
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",551,550,426,414,77,0,0,0,0,0,,5438,7190,3245,2821,970,1595,2332,648,353,1884,,784,690,621,673,238,299,662,162,116,726
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",879,1361,1349,1016,687,501,325,65,61,0,,352841,345894,321617,236143,183109,156149,172209,65457,26469,23134,,11222,13249,11434,11097,9352,14062,17326,15025,10739,19346
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,7385,3020,1588,1478,7070,1183,2473,1816,2338,4900,,6405,10541,11227,2253,6238,3213,2469,1416,2302,2379
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,18,0,0,,4621,3575,2266,2371,2061,3280,7659,6649,6440,7653,,1673,1499,1525,2757,688,1390,666,402,288,771
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",30,5,0,0,0,90,4,0,4,0,,4469,4883,4020,2638,2497,3163,2945,2640,1968,3808,,2436,2661,1983,2595,1719,2864,2297,2891,3724,1697
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,17,0,0,0,0,0,0,0,,1843,1808,6478,3032,2370,2185,4377,5240,9206,9988,,826,612,834,760,731,681,428,483,461,406
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,2,33,0,0,0,0,0,0,,9798,4556,4430,3179,1369,768,1275,1127,923,1682,,6637,6239,20858,6706,1793,1124,2352,4501,3598,5547
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",12,14,57,9,2,1,0,2,0,0,,475,690,471,320,285,378,418,486,399,782,,1528,1167,674,801,3482,4951,4980,4200,3935,3753
750110,Nickel mattes,0,0,0,0,0,0,0,0,598,0,,2,3,309,12,121,178,32,0,2,0,,210,52,47,69,1083,82,151,68,10984,70
750210,"Nickel, not alloyed, unwrought",16294,53237,28445,13241,0,0,0,0,0,0,,249926,391268,675072,714597,89014,13200,5627,589,556,1182,,671320,1008605,1724489,951205,297461,167481,63691,393568,304057,56740
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,0,11,0,0,0,0,0,0,,115,275,25,7879,22910,160,323,568,603,505,,2518,2449,1706,4471,2385,2068,1307,587,535,758
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,0,0,1,0,0,1,0,3,0,,6473,6032,8994,4434,3776,3178,5075,2764,2248,3928,,491,399,249,152,192,328,758,1698,1915,2878
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",0,0,0,0,0,0,0,0,0,0,,8466,7738,7643,8844,8083,8913,8400,9676,8734,12437,,176,43,34,36,7,81,82,417,133,520
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,6,7,3,23,94,86,58,43,44,,0,0,47,97,99,104,98,74,71,166
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,0,62,1,17,23,2,16,9,16,11,,7060,7253,7637,7660,8263,8262,9248,9559,7987,7937
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,73,75,56,70,88,78,87,95,100,147
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,77,141,79,69,39,23,24,26,18,11,,0,0,0,0,0,0,0,0,0,0
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,444,584,736,415,518,544,851,448,176,127,,0,0,7,1,1,0,12,20,1,13
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",16,0,0,0,0,0,0,1,0,0,,368,907,566,526,507,693,391,752,644,522,,56,167,82,74,210,559,93,43,13,35
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,48,0,0,1,22,,36,25,0,0,0,23,0,19,15,11
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,126,185,48,1,5,9,4,1,0,7,,175,126,196,197,209,633,341,248,218,405
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,,286,32,68,61,133,1,13,17,18,57
