"﻿Code	Product label	Exported value in 2012	Exported value in 2013	Exported value in 2014	Exported value in 2015	Exported value in 2016	Exported value in 2017	Exported value in 2018	Exported value in 2019	Exported value in 2020	Exported value in 2021"
"293379	""""Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""	14	17	27	6	7	9	37	7	30	10"
"290311	""""Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""	0	0	0	0	0	36	2	3	3	10"
"540781	""Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...""	50	0	3	24	0	8	2	98	12	10"
"551641	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...""	0	0	0	0	0	5	0	0	13	10"
"701322	""Drinking glasses, stemware, of lead crystal""	6	4	49	46	252	208	16	4	13	10"
"722710	""Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils""	0	48	4	2	0	7	4	138	0	10"
"390220	""Polyisobutylene, in primary forms""	211	302	300	227	63	14	9	7	12	10"
"290711	""""Phenol """"hydroxybenzene"""" and its salts""""	12	7	11	9	14	28	41	1	2	10"
"170112	""Raw beet sugar (excluding added flavouring or colouring)""	736	4	0	15	8	86	92	62	36	10"
"230700	""Wine lees; argol""	65	88	40	0	2	0	18	0	0	10"
"841013	""Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...""	587	119	190	15	7	115	181	8	0	10"
"911430	""Dials for clocks or watches""	10	12	108	95	40	89	28	71	13	10"
"280620	""Chlorosulphuric acid""	0	5	0	11	0	6	0	0	0	9"
"721891	""""Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""	5	59	61	39	12	23	90	12	15	9"
"400520	""Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...""	53	34	44	12	0	2	0	8	21	9"
"251830	""Dolomite ramming mix""	0	0	0	0	0	0	0	0	0	9"
"040711	""Fertilised eggs for incubation, of domestic fowls""	1933	1531	756	159	747	5244	8798	1104	65	9"
"382311	""Stearic acid, industrial""	25632	930	0	0	7	24	2	6	13	9"
"853941	""Arc lamps""	53	123	25	74	22	7	2	13	8	9"
"291422	""Cyclohexanone and methylcyclohexanones""	13	21	10	12	58	6	0	32	3	9"
"930700	""Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...""	45	31	74	8	20	15	16	15	32	9"
"290544	""""D-glucitol """"sorbitol""""""""	7	97	8	16	22	44	125	1	2	9"
"080241	""""Fresh or dried chestnuts """"Castanea spp."""", in shell""""	35	45	44	26	33	29	15	16	23	9"
"701333	""Drinking glasses of lead crystal (excluding stemware)""	110	12	6	1	69	7	2	1	5	9"
"810320	""Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...""	13	0	0	0	148	2	0	0	0	9"
"581010	""Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...""	0	6	3	0	18	2	8	14	21	9"
"280910	""Diphosphorus pentaoxide""	0	0	0	1	0	0	0	5	1	9"
"293219	""""Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""	39	93	77	47	17	11	2	6	13	9"
"320415	""Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...""	11	10	33	4	6	3	0	1	0	9"
"847529	""Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...""	75	92	202	32	100	266	28	2596	423	9"
"520512	""""Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""	1312	746	652	0	237	0	0	0	0	9"
"290313	""""Chloroform """"trichloromethane""""""""	11	10	36	3	14	13	8	10	13	9"
"844315	""Letterpress printing machinery (excluding flexographic printing and reel fed machinery)""	18	271	241	1264	10	17	86	137	0	9"
"292690	""""Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""	98	64	32	16	17	35	1306	143	35	9"
"750610	""Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)""	135	76	70	6	0	2	37	93	834	9"
"551291	""Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...""	362	314	517	170	163	63	12	8	6	9"
"850630	""Mercuric oxide cells and batteries (excluding spent)""	1	50	0	0	0	0	39	17	20	9"
"600122	""Looped pile fabrics of man-made fibres, knitted or crocheted""	103	10	9	246	10	13	7	81	573	9"
"310311	""""Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""	0	0	0	0	0	29	117	0	5	9"
"252921	""Fluorspar containing by weight <= 97% calcium fluoride""	0	0	0	0	0	0	1	4	0	9"
"271311	""Petroleum coke, non-calcined""	0	0	0	0	0	11	0	0	0	9"
"280200	""Sulphur, sublimed or precipitated; colloidal sulphur""	14	14	30	2	5960	2	0	0	0	8"
"071140	""Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...""	3	10	29	0	5	6	4	16	16	8"
"292149	""""Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""	4	6	3	1	3	7	62	7	7	8"
"292113	""""2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""	0	0	0	0	0	0	0	0	0	8"
"480920	""Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...""	6	0	65	200	18	55	10	18	28	8"
"700210	""Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...""	2	59	97	3	34	104	13	21	4	8"
"520411	""Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)""	70	53	62	223	133	164	167	21	0	8"
"291713	""Azelaic acid, sebacic acid, their salts and esters""	2	7	0	0	0	1	15	12	0	8"
"845640	""Machine tools for working any material by removal of material, operated by plasma arc processes""	0	0	0	0	0	352	43	795	220	8"
"520841	""Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², ...""	0	0	3	2	10	3	0	0	1	8"
"551643	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...""	175	82	26	17	49	2	2	0	0	8"
"710410	""Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...""	0	6	0	2	2	5	5	0	0	8"
"844519	""Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)""	2111	1119	258	1604	176	691	67	1316	21	8"
"580127	""Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...""	19	1	0	0	2	3	0	20	4	8"
"540349	""""Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""	480	337	387	186	232	165	156	126	23	8"
"521141	""Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...""	46	567	41	2	2	4	5	4	19	8"
"441193	""""Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""	75	6	3934	2476	6	54	14	0	0	8"
"293134	""Sodium 3-(trihydroxysilyl)propyl methylphosphonate""	0	0	0	0	0	3	28	14	0	8"
"291429	""Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...""	6	39	20	55	47	32	2	18	87	8"
"284030	""""Peroxoborates """"perborates""""""""	2	2	7	6	32	130	120	6	37	8"
"121291	""Sugar beet, fresh, chilled, frozen or dried, whether or not ground""	0	0	0	0	0	2	12	8	58	8"
"551421	""Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...""	124	348	106	208	34	118	61	45	37	8"
"400291	""""Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""	20	3	80	11	99	21	51	6	0	8"
"382478	""""Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""	11	5	267	417	758	374	160	15	11	8"
"290377	""Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...""	5	0	0	0	0	0	0	0	0	8"
"720840	""Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""	182	60	71	5	4	173	573	166	0	8"
"722611	""""Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""	7	8	3	0	0	1	6	0	343	8"
"490510	""Globes, printed (excluding relief globes)""	26	53	22	25	19	18	36	48	18	8"
"540831	""Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...""	13	18	24	75	0	0	8	15	3	8"
"460121	""Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel""	22	29	9	1	3	0	0	3	0	8"
"600521	""""Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""	0	0	0	0	0	0	3	0	54	8"
"610722	""Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...""	4	0	28	0	0	0	11	0	2	8"
"731450	""Expanded metal, of iron or steel""	315	925	538	595	651	776	943	805	282	8"
"390440	""Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)""	142	128	173	198	156	251	139	148	110	8"
"030482	""""Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""	0	5	0	35	3	6	1	8	13	8"
"290517	""""Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""	7	8	0	21	46	41	0	1	11	7"
"291732	""Dioctyl orthophthalates""	91	6	1	3	3	3	11	4	3	7"
"293711	""Somatropin, its derivatives and structural analogues, used primarily as hormones""	7	82	67	0	3	4	3	11	44	7"
"580810	""Braids in the piece""	6	15	5	21	9	21	6	4	3	7"
"540751	""Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...""	101	18	23	11	2	4	229	27	19	7"
"290713	""Octylphenol, nonylphenol and their isomers; salts thereof""	103	64	18	29	11	13	26	21	24	7"
"550952	""Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...""	2	2	48	9	11	3	4	13	3	7"
"591131	""Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...""	3133	126	258	134	211	151	348	38	78	7"
"700530	""Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...""	0	0	0	7	0	5	0	5	0	7"
"270500	""Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...""	57	22	43	31	19	126	69	48	11	7"
"290950	""Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...""	5	5	2	8	18	39	17	3	1	7"
"291631	""Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)""	34	37	16	14	55	36	22	33	39	7"
"381512	""Supported catalysts with precious metal or a precious-metal compound as the active substance, ...""	1737	335	517	3823	5322	1449	114	36	2	7"
"283324	""Sulphates of nickel""	68	0	5	2	1	0	10	853	2	7"
"720229	""Ferro-silicon, containing by weight <= 55% silicon""	170	368	134	180	316	37	68	72	9	7"
"470329	""Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...""	0	0	0	0	0	0	0	0	4	7"
"560129	""Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...""	109	61	45	26	1	48	32	46	23	7"
"721320	""Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...""	192	85	10	84	54	169	60	804	33	7"
"290719	""""Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""	25	11	8	5	6	31	11	39	7	7"
"551411	""Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...""	90	32	32	4	0	17	15	6	18	7"
"844629	""Hand looms for weaving fabrics of a width > 30 cm, shuttle type""	455	115	0	713	307	172	0	0	6	7"
"551221	""Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...""	236	240	67	3	84	1	8	10	28	7"
"820160	""Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...""	31	22	41	14	70	49	16	26	17	7"
"481151	""Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...""	0	365	112	6	48	93	255	34	30	7"
"540251	""Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...""	159	47	58	55	55	38	35	37	29	7"
"293311	""""Phenazone """"antipyrin"""" and its derivatives""""	0	0	0	0	0	2	15	59	2	7"
"290410	""Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters""	48	73	53	66	25	33	13	121	86	7"
"290551	""""Ethchlorvynol """"INN""""""""	0	0	0	0	8	0	0	0	0	7"
"847510	""Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...""	1561	1249	26	36	0	0	0	13	0	7"
"850640	""Silver oxide cells and batteries (excluding spent)""	0	0	1	79	0	60	6	18	20	6"
"910819	""Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...""	14	0	0	20	102	161	7	16	63	6"
"290329	""""Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""	57	12	21	9	0	4	0	6	8	6"
"252930	""Leucite, nepheline and nepheline syenite""	4	4	0	52	23	0	0	96	54	6"
"600536	""""Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""	0	0	0	0	0	3	0	0	28	6"
"520829	""Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², bleached ...""	147	847	208	288	196	61	140	103	56	6"
"551624	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...""	0	18	0	0	27	0	11	4	11	6"
"481620	""Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...""	0	1	26	94	0	23	9	10	5	6"
"291733	""Dinonyl or didecyl orthophthalates""	2	2	1	8	2	11	0	1	1	6"
"291711	""Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)""	41	7	264	214	36	31	12	104	89	6"
"291533	""N-Butyl acetate""	1	0	0	0	9	0	1	2	0	6"
"844540	""Textile winding, incl. weft-winding, or reeling machines""	52	113	22	5	41	102	165	39	5	6"
"741011	""Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...""	1	1	4	0	0	0	20	60	0	6"
"030442	""""Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""	0	2	6	2	11	2	7	23	8	6"
"030242	""""Fresh or chilled anchovies """"Engraulis spp.""""""""	0	0	0	0	0	2	0	0	0	6"
"010130	""Live asses""	0	9	1	0	14	0	53	0	0	6"
"252230	""Hydraulic lime (excluding pure calcium oxide and calcium hydroxide)""	182	227	314	260	294	434	291	75	5	6"
"540211	""High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...""	23	6	0	0	0	0	7	0	6	6"
"480449	""Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...""	27	3	80	6	12	7	9	26	26	6"
"510820	""Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale)""	0	0	0	0	0	0	0	3	0	6"
"848610	""Machines and apparatus for the manufacture of boules or wafers""	707	1201	713	665	416	444	30	1072	65	6"
"521159	""Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...""	83	31	12	74	62	194	200	16	5	6"
"030229	""""Fresh or chilled flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""	3	0	0	0	0	70	51	66	0	6"
"284310	""Colloidal precious metals""	15	23	3	15	10	5	5	1	31	6"
"252922	""Fluorspar containing by weight > 97% calcium fluoride""	0	0	0	0	0	0	2	1	1	6"
"070992	""Fresh or chilled olives""	307	11	2	7	25	4	0	3	4	6"
"760511	""Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...""	5	0	2919	89572	68643	5034	862	4	0	6"
"540824	""Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...""	0	0	0	0	8	8	7	1	4	6"
"930310	""Muzzle-loading firearms, neither designed nor suitable for projecting cartridges""	49	63	48	147	86	3	0	9	15	6"
"550120	""Filament tow as specified in Note 1 to chapter 55, of polyesters""	21	26	27	17	112	71	16	25	9	6"
"293293	""Piperonal""	0	0	0	0	0	0	0	0	0	6"
"400220	""""Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""	118	50	174	67	115	0	95	0	0	6"
"910910	""Clock movements, complete and assembled, electrically operated (excluding watch movements)""	6	1	77	0	8	27	3	477	362	6"
"847730	""Blow-moulding machines for working rubber or plastics""	576	862	423	34	94	226	7	161	30	6"
"293352	""""Malonylurea """"barbituric acid"""" and its salts""""	2	1	0	3	0	0	0	0	0	5"
"291450	""Ketone-phenols and ketones with other oxygen function""	2	8	2	4	6	7	18	11	13	5"
"020724	""Fresh or chilled turkeys of the species domesticus, not cut in pieces""	0	0	0	2	4	0	2	14	0	5"
"200840	""Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...""	3152	2579	156	109	22	28	299	84	21	5"
"151511	""Crude linseed oil""	2	12	71	39	0	93	21	43	24	5"
"600541	""""Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""	0	0	0	0	0	0	4	0	1	5"
"844512	""Combing machines for preparing textile fibres""	1191	175	0	0	0	19	0	74	0	5"
"520912	""Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread ...""	0	0	0	0	0	0	0	3	0	5"
"400231	""""Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""	34	20	251	62	23	81	123	42	0	5"
"071030	""Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...""	56	45	50	25	15	30	7	3	16	5"
"320420	""Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...""	109	58	61	4	27	23	7	32	79	5"
"540783	""Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...""	101	4	1	11	3	5	13	16	1	5"
"551692	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...""	64	17	82	10	12	76	9	162	12	5"
"600121	""Looped pile fabrics of cotton, knitted or crocheted""	0	2	2	0	0	0	71	2	2	5"
"481320	""Cigarette paper in rolls of a width of <= 5 cm""	4	0	5	0	3	14	10	42	14	5"
"620323	""Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...""	51	55	16	43	9	30	3	144	59	5"
"521049	""Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...""	19	5	18	56	29	2	10	9	35	5"
"551632	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...""	23	14	50	51	0	2	37	0	3	5"
"550999	""Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...""	0	491	502	0	10	0	8	0	8	5"
"283660	""Barium carbonate""	0	90	42	0	2	0	0	0	0	5"
"370297	""Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...""	2	12	10	0	49	20	81	0	0	5"
"290399	""""Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""	30	7	2	71	98	1	21	61	13	5"
"293361	""Melamine""	99	64	18	60	37	29	34	0	11	5"
"382481	""""Mixtures and preparations containing oxirane """"ethylene oxide""""""""	19	54	212	103	5	19	2	0	0	5"
"540744	""Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...""	21	16	683	64	14	0	8	3	11	5"
"610429	""Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...""	44	3	21	11	23	99	18	7	24	5"
"521214	""Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...""	12	2	3	2	3	2	0	0	10	5"
"490400	""Music, printed or in manuscript, whether or not bound or illustrated""	550	261	109	33	24	16	14	25	2	5"
"460192	""Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...""	0	0	1	0	2	0	3	3	2	5"
"481092	""Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...""	11889	6182	27	17	164	19	25	16	1	5"
"030244	""""Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""	0	0	5	38	0	0	1	4	1	5"
"580410	""Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)""	8	25	42	0	8	16	14	5	26	5"
"750511	""Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...""	606970	636025	714200	93424	0	2	0	9	18	5"
"750522	""Wire of nickel alloys (excluding electrically insulated products)""	318	32	7	3	3	5	6	101	2	5"
"200591	""Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)""	1	0	0	4	17	39	62	24	15	5"
"290391	""Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene""	22	11	17	12	7	0	0	5	5	5"
"290420	""Derivatives of hydrocarbons containing only nitro or nitroso groups""	4	0	1	0	1	1	1	52	0	5"
"380630	""Ester gums""	119	78	19	0	45	1	0	1	20	5"
"290612	""Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols""	13	23	0	0	0	0	7	2	8	4"
"151521	""Crude maize oil""	73	0	0	0	0	0	0	0	0	4"
"080131	""Fresh or dried cashew nuts, in shell""	176	67	129	169	58	139	12	27	16	4"
"620721	""Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...""	103	119	0	0	10	9	7	5	13	4"
"843920	""Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...""	6183	356	1481	76	1544	180	678	251	198	4"
"250900	""Chalk""	6807	62	327	4064	359	221	98	42	4	4"
"290394	""Hexabromobiphenyls""	0	0	0	0	0	0	0	0	0	4"
"292144	""Diphenylamine and its derivatives; salts thereof""	0	0	0	5	5	1	0	0	3	4"
"551130	""Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)""	396	26	86	323	204	3	0	2	24	4"
"540500	""Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...""	69	3	66	55	11	4	273	0	0	4"
"621320	""Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)""	10	4	1	82	16	35	17	257	51	4"
"290722	""""Hydroquinone """"quinol"""" and its salts""""	27	21	5	13	0	0	4	22	3	4"
"151110	""Crude palm oil""	0	0	18	0	0	0	0	0	0	4"
"292700	""Diazo-, azo- or azoxy-compounds""	17	27	41	4	5	2	15	2	1	4"
"294110	""Penicillins and their derivatives with a penicillanic acid structure; salts thereof""	102	23	319	8	7	19	151	6	10	4"
"283110	""Dithionite and sulfoxylate of sodium""	26	3	318	0	0	0	22	77	108	4"
"621390	""Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...""	2	1	0	2	3	7	4	14	15	4"
"740940	""""Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""	32	13	0	0	17	0	11	5	3	4"
"470429	""Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...""	0	0	0	0	0	0	0	0	0	4"
"521142	""Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...""	108	0	0	6	0	0	0	0	0	4"
"030469	""""Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""	24	0	0	1	0	5	3	23	8	4"
"030241	""""Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""	0	0	0	0	0	0	0	0	0	4"
"252910	""Feldspar""	0	0	0	0	0	0	6	11	9	4"
"370239	""""Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""	25	24	7	39	0	0	11	116	0	4"
"390591	""Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...""	18	2	18	245	97	92	79	143	126	4"
"540232	""Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...""	2598	327	92	74	76	0	0	3	14	4"
"710420	""Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...""	9	1352	2422	1523	2157	2054	1552	1600	581	4"
"530210	""""True hemp """"Cannabis sativa L."""", raw or retted""""	0	17	0	100	17	0	0	0	5	4"
"090300	""Mate""	0	0	0	19	5	18	3	3	4	4"
"291714	""Maleic anhydride""	21	102	26	0	0	0	0	0	0	4"
"294140	""Chloramphenicol and its derivatives; salts thereof""	12	1	3	1	1	4	3	1	9	4"
"960110	""Worked ivory and articles of ivory, n.e.s.""	2	958	9	0	0	0	0	52	41	4"
"030486	""""Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""	0	0	0	0	0	0	0	0	0	4"
"292239	""""Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""	2	1	4	10	8	2	2	1	6	4"
"282612	""Fluoride of aluminium""	295	1637	1752	1340	666	566	572	221	99	4"
"283010	""Sodium sulphides""	24	7	20	1357	86	7	106	1	10	4"
"390519	""""Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""	26	7	27	14	25	30	36	43	13	4"
"580220	""Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...""	9	50	23	73	27	49	166	204	10	4"
"480452	""Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...""	0	0	0	0	0	0	0	0	0	4"
"844711	""Circular knitting machines, with cylinder diameter <= 165 mm""	0	95	29	0	660	163	8	3	5	4"
"551430	""Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...""	534	1055	791	765	794	710	115	6	3	3"
"292112	""Diethylamine and its salts""	0	0	0	0	0	0	0	2	0	3"
"030284	""""Fresh or chilled sea bass """"Dicentrarchus spp.""""""""	0	0	0	0	24	0	0	0	0	3"
"251511	""Marble and travertine, crude or roughly trimmed""	103	0	18	0	0	8	0	5	34	3"
"130231	""Agar-agar, whether or not modified""	9	20	15	31	19	89	24	9	20	3"
"140110	""Bamboos""	0	5	2	12	0	4	0	4	3	3"
"291823	""Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)""	0	0	1	0	6	1	0	3	4	3"
"030463	""""Frozen fillets of Nile perch """"Lates niloticus""""""""	14	0	0	80	0	0	0	0	12	3"
"090619	""""Cinnamon and cinnamon-tree flowers (excluding cinnamon """"Cinnamomum zeylanicum Blume"""" and ...""	76	101	81	66	69	77	11	0	17	3"
"521112	""Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...""	0	0	0	0	0	0	3	0	1	3"
"540822	""Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...""	633	152	154	9	1	0	1	1	1	3"
"630420	""Bed nets, warp knit, antimalarial""	0	0	0	0	0	0	13	8	4	3"
"550820	""Sewing thread of artificial staple fibres, whether or not put up for retail sale""	2	15	0	0	4	0	0	4	0	3"
"392079	""Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...""	46	0	136	0	5	0	0	17	3	3"
"292231	""""Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""	272	265	242	3	4	13	1	39	2	3"
"030636	""""Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""	0	0	0	0	0	22	1	6	0	3"
"844630	""Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type""	409	430	126	293	42	3	0	22	2	3"
"380700	""Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...""	3	16	17	13	6	46	1	5	0	3"
"550700	""Artificial staple fibres, carded, combed or otherwise processed for spinning""	0	2	4	0	0	0	0	0	0	3"
"600191	""""Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""	4	0	0	0	0	3	3	6	44	3"
"470411	""Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)""	0	0	6	73	4	4	0	0	0	3"
